@T,climate
descr,relative humidity
unit,%
 missing_value,-9999
 date_start,01.01.2008
 date_end,31.12.2014
 date_format,dd.MM.yyyy

@H,date,rehum[1]
name,-,Greeley LIRF
ID,-,1
elevation,-,1427
x,-,530809
y,-,4477675
,22.02.2012,65.13
,23.02.2012,68.01
,24.02.2012,74.71
,25.02.2012,70.43
,26.02.2012,61.44
,27.02.2012,61.16
,28.02.2012,71.33
,29.02.2012,30.40
,01.03.2012,61.03
,02.03.2012,68.21
,03.03.2012,61.04
,04.03.2012,62.88
,05.03.2012,63.72
,06.03.2012,58.44
,07.03.2012,73.19
,08.03.2012,69.37
,09.03.2012,52.44
,10.03.2012,53.30
,11.03.2012,51.99
,12.03.2012,52.75
,13.03.2012,56.56
,14.03.2012,53.45
,15.03.2012,46.72
,16.03.2012,46.41
,17.03.2012,44.60
,18.03.2012,43.42
,19.03.2012,48.37
,20.03.2012,49.69
,21.03.2012,43.84
,22.03.2012,44.67
,23.03.2012,59.07
,24.03.2012,64.01
,25.03.2012,67.59
,26.03.2012,62.35
,27.03.2012,57.49
,28.03.2012,52.91
,29.03.2012,50.63
,30.03.2012,43.40
,31.03.2012,45.37
,01.04.2012,49.73
,02.04.2012,52.58
,03.04.2012,61.99
,04.04.2012,48.61
,05.04.2012,46.73
,06.04.2012,50.33
,07.04.2012,51.47
,08.04.2012,52.11
,09.04.2012,58.05
,10.04.2012,61.73
,11.04.2012,59.18
,12.04.2012,54.31
,13.04.2012,53.32
,14.04.2012,51.02
,15.04.2012,58.58
,16.04.2012,61.69
,17.04.2012,66.16
,18.04.2012,65.07
,19.04.2012,60.70
,20.04.2012,69.01
,21.04.2012,62.42
,22.04.2012,65.31
,23.04.2012,63.62
,24.04.2012,57.23
,25.04.2012,58.45
,26.04.2012,53.15
,27.04.2012,47.53
,28.04.2012,36.66
,29.04.2012,50.29
,30.04.2012,47.93
,01.05.2012,56.99
,02.05.2012,57.10
,03.05.2012,50.96
,04.05.2012,41.23
,05.05.2012,43.35
,06.05.2012,45.63
,07.05.2012,53.63
,08.05.2012,50.07
,09.05.2012,49.03
,10.05.2012,51.11
,11.05.2012,74.65
,12.05.2012,77.43
,13.05.2012,62.84
,14.05.2012,60.82
,15.05.2012,59.98
,16.05.2012,55.18
,17.05.2012,57.18
,18.05.2012,59.77
,19.05.2012,68.97
,20.05.2012,69.30
,21.05.2012,59.15
,22.05.2012,51.79
,23.05.2012,64.93
,24.05.2012,66.25
,25.05.2012,63.91
,26.05.2012,60.82
,27.05.2012,48.73
,28.05.2012,52.16
,29.05.2012,59.87
,30.05.2012,51.15
,31.05.2012,43.92
,01.06.2012,52.62
,02.06.2012,56.79
,03.06.2012,50.84
,04.06.2012,55.09
,05.06.2012,59.79
,06.06.2012,53.72
,07.06.2012,57.03
,08.06.2012,59.18
,09.06.2012,57.29
,10.06.2012,49.22
,11.06.2012,50.58
,12.06.2012,51.93
,13.06.2012,54.46
,14.06.2012,51.03
,15.06.2012,50.99
,16.06.2012,53.50
,17.06.2012,52.06
,18.06.2012,48.56
,19.06.2012,50.65
,20.06.2012,63.67
,21.06.2012,50.22
,22.06.2012,52.72
,23.06.2012,50.91
,24.06.2012,47.51
,25.06.2012,46.95
,26.06.2012,46.77
,27.06.2012,47.47
,28.06.2012,47.54
,29.06.2012,46.86
,30.06.2012,45.22
,01.07.2012,47.44
,02.07.2012,54.56
,03.07.2012,58.91
,04.07.2012,54.46
,05.07.2012,59.45
,06.07.2012,65.31
,07.07.2012,71.17
,08.07.2012,67.16
,09.07.2012,59.94
,10.07.2012,59.07
,11.07.2012,53.85
,12.07.2012,56.80
,13.07.2012,58.72
,14.07.2012,53.27
,15.07.2012,53.25
,16.07.2012,54.01
,17.07.2012,56.94
,18.07.2012,55.91
,19.07.2012,56.66
,20.07.2012,60.19
,21.07.2012,60.42
,22.07.2012,55.39
,23.07.2012,55.77
,24.07.2012,55.61
,25.07.2012,66.06
,26.07.2012,63.00
,27.07.2012,61.73
,28.07.2012,62.04
,29.07.2012,66.41
,30.07.2012,61.91
,31.07.2012,59.53
,01.08.2012,61.28
,02.08.2012,58.90
,03.08.2012,61.59
,04.08.2012,61.53
,05.08.2012,60.46
,06.08.2012,59.06
,07.08.2012,62.78
,08.08.2012,59.86
,09.08.2012,64.89
,10.08.2012,62.81
,11.08.2012,59.08
,12.08.2012,59.00
,13.08.2012,58.41
,14.08.2012,62.52
,15.08.2012,66.93
,16.08.2012,67.80
,17.08.2012,68.02
,18.08.2012,61.10
,19.08.2012,60.55
,20.08.2012,59.42
,21.08.2012,55.18
,22.08.2012,56.63
,23.08.2012,58.69
,24.08.2012,61.18
,25.08.2012,58.60
,26.08.2012,55.56
,27.08.2012,54.76
,28.08.2012,52.68
,29.08.2012,57.77
,30.08.2012,58.77
,31.08.2012,55.74
,01.09.2012,52.75
,02.09.2012,53.18
,03.09.2012,53.29
,04.09.2012,55.00
,05.09.2012,54.27
,06.09.2012,52.99
,07.09.2012,58.97
,08.09.2012,62.84
,09.09.2012,62.07
,10.09.2012,56.11
,11.09.2012,58.94
,12.09.2012,72.61
,13.09.2012,66.54
,14.09.2012,67.61
,15.09.2012,69.21
,16.09.2012,63.97
,17.09.2012,63.97
,18.09.2012,64.58
,19.09.2012,60.67
,20.09.2012,55.21
,21.09.2012,60.88
,22.09.2012,62.43
,23.09.2012,57.52
,24.09.2012,57.51
,25.09.2012,60.18
,26.09.2012,57.42
,27.09.2012,64.77
,28.09.2012,58.43
,29.09.2012,54.73
,30.09.2012,53.64
,01.10.2012,49.05
,02.10.2012,52.28
,03.10.2012,55.38
,04.10.2012,63.20
,05.10.2012,61.13
,06.10.2012,60.30
,07.10.2012,52.78
,08.10.2012,61.25
,09.10.2012,68.57
,10.10.2012,75.36
,11.10.2012,70.85
,12.10.2012,72.05
,13.10.2012,72.47
,14.10.2012,68.92
,15.10.2012,58.48
,16.10.2012,57.41
,17.10.2012,57.06
,18.10.2012,60.46
,19.10.2012,58.98
,20.10.2012,67.07
,21.10.2012,66.65
,22.10.2012,67.14
,23.10.2012,60.67
,24.10.2012,65.65
,25.10.2012,64.73
,26.10.2012,65.84
,27.10.2012,66.78
,28.10.2012,74.97
,29.10.2012,69.23
,30.10.2012,65.07
,31.10.2012,63.45
,01.11.2012,64.01
,02.11.2012,68.64
,03.11.2012,66.57
,04.11.2012,64.81
,05.11.2012,60.03
,06.11.2012,52.23
,07.11.2012,59.09
,08.11.2012,61.06
,09.11.2012,66.38
,10.11.2012,75.23
,11.11.2012,75.65
,12.11.2012,71.21
,13.11.2012,70.69
,14.11.2012,69.74
,15.11.2012,70.98
,16.11.2012,68.89
,17.11.2012,64.83
,18.11.2012,61.97
,19.11.2012,68.95
,20.11.2012,76.38
,21.11.2012,77.67
,22.11.2012,65.33
,23.11.2012,64.41
,24.11.2012,66.65
,25.11.2012,59.32
,26.11.2012,62.23
,27.11.2012,67.55
,28.11.2012,69.93
,29.11.2012,66.70
,30.11.2012,63.74
,01.12.2012,68.23
,02.12.2012,62.58
,03.12.2012,66.04
,04.12.2012,73.43
,05.12.2012,73.58
,06.12.2012,76.11
,07.12.2012,76.58
,08.12.2012,74.85
,09.12.2012,68.47
,10.12.2012,68.47
,11.12.2012,70.75
,12.12.2012,72.38
,13.12.2012,69.41
,14.12.2012,67.80
,15.12.2012,73.38
,16.12.2012,69.38
,17.12.2012,66.97
,18.12.2012,67.51
,19.12.2012,72.34
,20.12.2012,64.82
,21.12.2012,75.88
,22.12.2012,73.92
,23.12.2012,81.05
,24.12.2012,77.22
,25.12.2012,74.96
,26.12.2012,68.32
,27.12.2012,72.75
,28.12.2012,70.17
,29.12.2012,65.83
,30.12.2012,66.45
,31.12.2012,68.18
,01.01.2013,75.77
,02.01.2013,74.03
,03.01.2013,69.71
,04.01.2013,77.58
,05.01.2013,73.44
,06.01.2013,72.96
,07.01.2013,72.67
,08.01.2013,75.24
,09.01.2013,74.85
,10.01.2013,68.22
,11.01.2013,73.20
,12.01.2013,64.77
,13.01.2013,63.04
,14.01.2013,68.22
,15.01.2013,70.01
,16.01.2013,64.87
,17.01.2013,66.76
,18.01.2013,58.62
,19.01.2013,60.35
,20.01.2013,61.86
,21.01.2013,63.16
,22.01.2013,62.67
,23.01.2013,65.48
,24.01.2013,56.76
,25.01.2013,58.39
,26.01.2013,64.54
,27.01.2013,71.20
,28.01.2013,73.24
,29.01.2013,67.31
,30.01.2013,69.41
,31.01.2013,73.65
,01.02.2013,65.96
,02.02.2013,66.05
,03.02.2013,71.37
,04.02.2013,74.05
,05.02.2013,68.11
,06.02.2013,70.00
,07.02.2013,75.08
,08.02.2013,75.56
,09.02.2013,74.42
,10.02.2013,72.89
,11.02.2013,74.53
,12.02.2013,69.17
,13.02.2013,61.25
,14.02.2013,68.09
,15.02.2013,71.56
,16.02.2013,62.47
,17.02.2013,51.10
,18.02.2013,59.93
,19.02.2013,69.34
,20.02.2013,66.10
,21.02.2013,65.17
,22.02.2013,65.13
,23.02.2013,68.01
,24.02.2013,74.71
,25.02.2013,70.43
,26.02.2013,61.44
,27.02.2013,61.16
,28.02.2013,71.33
,01.03.2013,61.03
,02.03.2013,68.21
,03.03.2013,61.04
,04.03.2013,62.88
,05.03.2013,63.72
,06.03.2013,58.44
,07.03.2013,73.19
,08.03.2013,69.37
,09.03.2013,52.44
,10.03.2013,53.30
,11.03.2013,51.99
,12.03.2013,52.75
,13.03.2013,56.56
,14.03.2013,53.45
,15.03.2013,46.72
,16.03.2013,46.41
,17.03.2013,44.60
,18.03.2013,43.42
,19.03.2013,48.37
,20.03.2013,49.69
,21.03.2013,43.84
,22.03.2013,44.67
,23.03.2013,59.07
,24.03.2013,64.01
,25.03.2013,67.59
,26.03.2013,62.35
,27.03.2013,57.49
,28.03.2013,52.91
,29.03.2013,50.63
,30.03.2013,43.40
,31.03.2013,45.37
,01.04.2013,49.73
,02.04.2013,52.58
,03.04.2013,61.99
,04.04.2013,48.61
,05.04.2013,46.73
,06.04.2013,50.33
,07.04.2013,51.47
,08.04.2013,52.11
,09.04.2013,58.05
,10.04.2013,61.73
,11.04.2013,59.18
,12.04.2013,54.31
,13.04.2013,53.32
,14.04.2013,51.02
,15.04.2013,58.58
,16.04.2013,61.69
,17.04.2013,66.16
,18.04.2013,65.07
,19.04.2013,60.70
,20.04.2013,69.01
,21.04.2013,62.42
,22.04.2013,65.31
,23.04.2013,63.62
,24.04.2013,57.23
,25.04.2013,58.45
,26.04.2013,53.15
,27.04.2013,47.53
,28.04.2013,36.66
,29.04.2013,50.29
,30.04.2013,47.93
,01.05.2013,56.99
,02.05.2013,57.10
,03.05.2013,50.96
,04.05.2013,41.23
,05.05.2013,43.35
,06.05.2013,45.63
,07.05.2013,53.63
,08.05.2013,50.07
,09.05.2013,49.03
,10.05.2013,51.11
,11.05.2013,74.65
,12.05.2013,77.43
,13.05.2013,62.84
,14.05.2013,60.82
,15.05.2013,59.98
,16.05.2013,55.18
,17.05.2013,57.18
,18.05.2013,59.77
,19.05.2013,68.97
,20.05.2013,69.30
,21.05.2013,59.15
,22.05.2013,51.79
,23.05.2013,64.93
,24.05.2013,66.25
,25.05.2013,63.91
,26.05.2013,60.82
,27.05.2013,48.73
,28.05.2013,52.16
,29.05.2013,59.87
,30.05.2013,51.15
,31.05.2013,43.92
,01.06.2013,52.62
,02.06.2013,56.79
,03.06.2013,50.84
,04.06.2013,55.09
,05.06.2013,59.79
,06.06.2013,53.72
,07.06.2013,57.03
,08.06.2013,59.18
,09.06.2013,57.29
,10.06.2013,49.22
,11.06.2013,50.58
,12.06.2013,51.93
,13.06.2013,54.46
,14.06.2013,51.03
,15.06.2013,50.99
,16.06.2013,53.50
,17.06.2013,52.06
,18.06.2013,48.56
,19.06.2013,50.65
,20.06.2013,63.67
,21.06.2013,50.22
,22.06.2013,52.72
,23.06.2013,50.91
,24.06.2013,47.51
,25.06.2013,46.95
,26.06.2013,46.77
,27.06.2013,47.47
,28.06.2013,47.54
,29.06.2013,46.86
,30.06.2013,45.22
,01.07.2013,47.44
,02.07.2013,54.56
,03.07.2013,58.91
,04.07.2013,54.46
,05.07.2013,59.45
,06.07.2013,65.31
,07.07.2013,71.17
,08.07.2013,67.16
,09.07.2013,59.94
,10.07.2013,59.07
,11.07.2013,53.85
,12.07.2013,56.80
,13.07.2013,58.72
,14.07.2013,53.27
,15.07.2013,53.25
,16.07.2013,54.01
,17.07.2013,56.94
,18.07.2013,55.91
,19.07.2013,56.66
,20.07.2013,60.19
,21.07.2013,60.42
,22.07.2013,55.39
,23.07.2013,55.77
,24.07.2013,55.61
,25.07.2013,66.06
,26.07.2013,63.00
,27.07.2013,61.73
,28.07.2013,62.04
,29.07.2013,66.41
,30.07.2013,61.91
,31.07.2013,59.53
,01.08.2013,61.28
,02.08.2013,58.90
,03.08.2013,61.59
,04.08.2013,61.53
,05.08.2013,60.46
,06.08.2013,59.06
,07.08.2013,62.78
,08.08.2013,59.86
,09.08.2013,64.89
,10.08.2013,62.81
,11.08.2013,59.08
,12.08.2013,59.00
,13.08.2013,58.41
,14.08.2013,62.52
,15.08.2013,66.93
,16.08.2013,67.80
,17.08.2013,68.02
,18.08.2013,61.10
,19.08.2013,60.55
,20.08.2013,59.42
,21.08.2013,55.18
,22.08.2013,56.63
,23.08.2013,58.69
,24.08.2013,61.18
,25.08.2013,58.60
,26.08.2013,55.56
,27.08.2013,54.76
,28.08.2013,52.68
,29.08.2013,57.77
,30.08.2013,58.77
,31.08.2013,55.74
,01.09.2013,52.75
,02.09.2013,53.18
,03.09.2013,53.29
,04.09.2013,55.00
,05.09.2013,54.27
,06.09.2013,52.99
,07.09.2013,58.97
,08.09.2013,62.84
,09.09.2013,62.07
,10.09.2013,56.11
,11.09.2013,58.94
,12.09.2013,72.61
,13.09.2013,66.54
,14.09.2013,67.61
,15.09.2013,69.21
,16.09.2013,63.97
,17.09.2013,63.97
,18.09.2013,64.58
,19.09.2013,60.67
,20.09.2013,55.21
,21.09.2013,60.88
,22.09.2013,62.43
,23.09.2013,57.52
,24.09.2013,57.51
,25.09.2013,60.18
,26.09.2013,57.42
,27.09.2013,64.77
,28.09.2013,58.43
,29.09.2013,54.73
,30.09.2013,53.64
,01.10.2013,49.05
,02.10.2013,52.28
,03.10.2013,55.38
,04.10.2013,63.20
,05.10.2013,61.13
,06.10.2013,60.30
,07.10.2013,52.78
,08.10.2013,61.25
,09.10.2013,68.57
,10.10.2013,75.36
,11.10.2013,70.85
,12.10.2013,72.05
,13.10.2013,72.47
,14.10.2013,68.92
,15.10.2013,58.48
,16.10.2013,57.41
,17.10.2013,57.06
,18.10.2013,60.46
,19.10.2013,58.98
,20.10.2013,67.07
,21.10.2013,66.65
,22.10.2013,67.14
,23.10.2013,60.67
,24.10.2013,65.65
,25.10.2013,64.73
,26.10.2013,65.84
,27.10.2013,66.78
,28.10.2013,74.97
,29.10.2013,69.23
,30.10.2013,65.07
,31.10.2013,63.45
,01.11.2013,64.01
,02.11.2013,68.64
,03.11.2013,66.57
,04.11.2013,64.81
,05.11.2013,60.03
,06.11.2013,52.23
,07.11.2013,59.09
,08.11.2013,61.06
,09.11.2013,66.38
,10.11.2013,75.23
,11.11.2013,75.65
,12.11.2013,71.21
,13.11.2013,70.69
,14.11.2013,69.74
,15.11.2013,70.98
,16.11.2013,68.89
,17.11.2013,64.83
,18.11.2013,61.97
,19.11.2013,68.95
,20.11.2013,76.38
,21.11.2013,77.67
,22.11.2013,65.33
,23.11.2013,64.41
,24.11.2013,66.65
,25.11.2013,59.32
,26.11.2013,62.23
,27.11.2013,67.55
,28.11.2013,69.93
,29.11.2013,66.70
,30.11.2013,63.74
,01.12.2013,68.23
,02.12.2013,62.58
,03.12.2013,66.04
,04.12.2013,73.43
,05.12.2008,73.58
,06.12.2013,76.11
,07.12.2013,76.58
,08.12.2013,74.85
,09.12.2013,68.47
,10.12.2013,68.47
,11.12.2013,70.75
,12.12.2013,72.38
,13.12.2013,69.41
,14.12.2013,67.80
,15.12.2013,73.38
,16.12.2013,69.38
,17.12.2013,66.97
,18.12.2013,67.51
,19.12.2013,72.34
,20.12.2013,64.82
,21.12.2013,75.88
,22.12.2013,73.92
,23.12.2013,81.05
,24.12.2013,77.22
,25.12.2013,74.96
,26.12.2013,68.32
,27.12.2013,72.75
,28.12.2013,70.17
,29.12.2013,65.83
,30.12.2013,66.45
,31.12.2013,68.18
,01.01.2014,75.77
,02.01.2014,74.03
,03.01.2014,69.71
,04.01.2014,77.58
,05.01.2014,73.44
,06.01.2014,72.96
,07.01.2014,72.67
,08.01.2014,75.24
,09.01.2014,74.85
,10.01.2014,68.22
,11.01.2014,73.20
,12.01.2014,64.77
,13.01.2014,63.04
,14.01.2014,68.22
,15.01.2014,70.01
,16.01.2014,64.87
,17.01.2014,66.76
,18.01.2014,58.62
,19.01.2014,60.35
,20.01.2014,61.86
,21.01.2014,63.16
,22.01.2014,62.67
,23.01.2014,65.48
,24.01.2014,56.76
,25.01.2014,58.39
,26.01.2014,64.54
,27.01.2014,71.20
,28.01.2014,73.24
,29.01.2014,67.31
,30.01.2014,69.41
,31.01.2014,73.65
,01.02.2014,65.96
,02.02.2014,66.05
,03.02.2014,71.37
,04.02.2014,74.05
,05.02.2014,68.11
,06.02.2014,70.00
,07.02.2014,75.08
,08.02.2014,75.56
,09.02.2014,74.42
,10.02.2014,72.89
,11.02.2014,74.53
,12.02.2014,69.17
,13.02.2014,61.25
,14.02.2014,68.09
,15.02.2014,71.56
,16.02.2014,62.47
,17.02.2014,51.10
,18.02.2014,59.93
,19.02.2014,69.34
,20.02.2014,66.10
,21.02.2014,65.17
,22.02.2014,65.13
,23.02.2014,68.01
,24.02.2014,74.71
,25.02.2014,70.43
,26.02.2014,61.44
,27.02.2014,61.16
,28.02.2014,71.33
,01.03.2014,61.03
,02.03.2014,68.21
,03.03.2014,61.04
,04.03.2014,62.88
,05.03.2014,63.72
,06.03.2014,58.44
,07.03.2014,73.19
,08.03.2014,69.37
,09.03.2014,52.44
,10.03.2014,53.30
,11.03.2014,51.99
,12.03.2014,52.75
,13.03.2014,56.56
,14.03.2014,53.45
,15.03.2014,46.72
,16.03.2014,46.41
,17.03.2014,44.60
,18.03.2014,43.42
,19.03.2014,48.37
,20.03.2014,49.69
,21.03.2014,43.84
,22.03.2014,44.67
,23.03.2014,59.07
,24.03.2014,64.01
,25.03.2014,67.59
,26.03.2014,62.35
,27.03.2014,57.49
,28.03.2014,52.91
,29.03.2014,50.63
,30.03.2014,43.40
,31.03.2014,45.37
,01.04.2014,49.73
,02.04.2014,52.58
,03.04.2014,61.99
,04.04.2014,48.61
,05.04.2014,46.73
,06.04.2014,50.33
,07.04.2014,51.47
,08.04.2014,52.11
,09.04.2014,58.05
,10.04.2014,61.73
,11.04.2014,59.18
,12.04.2014,54.31
,13.04.2014,53.32
,14.04.2014,51.02
,15.04.2014,58.58
,16.04.2014,61.69
,17.04.2014,66.16
,18.04.2014,65.07
,19.04.2014,60.70
,20.04.2014,69.01
,21.04.2014,62.42
,22.04.2014,65.31
,23.04.2014,63.62
,24.04.2014,57.23
,25.04.2014,58.45
,26.04.2014,53.15
,27.04.2014,47.53
,28.04.2014,36.66
,29.04.2014,50.29
,30.04.2014,47.93
,01.05.2014,56.99
,02.05.2014,57.10
,03.05.2014,50.96
,04.05.2014,41.23
,05.05.2014,43.35
,06.05.2014,45.63
,07.05.2014,53.63
,08.05.2014,50.07
,09.05.2014,49.03
,10.05.2014,51.11
,11.05.2014,74.65
,12.05.2014,77.43
,13.05.2014,62.84
,14.05.2014,60.82
,15.05.2014,59.98
,16.05.2014,55.18
,17.05.2014,57.18
,18.05.2014,59.77
,19.05.2014,68.97
,20.05.2014,69.30
,21.05.2014,59.15
,22.05.2014,51.79
,23.05.2014,64.93
,24.05.2014,66.25
,25.05.2014,63.91
,26.05.2014,60.82
,27.05.2014,48.73
,28.05.2014,52.16
,29.05.2014,59.87
,30.05.2014,51.15
,31.05.2014,43.92
,01.06.2014,52.62
,02.06.2014,56.79
,03.06.2014,50.84
,04.06.2014,55.09
,05.06.2014,59.79
,06.06.2014,53.72
,07.06.2014,57.03
,08.06.2014,59.18
,09.06.2014,57.29
,10.06.2014,49.22
,11.06.2014,50.58
,12.06.2014,51.93
,13.06.2014,54.46
,14.06.2014,51.03
,15.06.2014,50.99
,16.06.2014,53.50
,17.06.2014,52.06
,18.06.2014,48.56
,19.06.2014,50.65
,20.06.2014,63.67
,21.06.2014,50.22
,22.06.2014,52.72
,23.06.2014,50.91
,24.06.2014,47.51
,25.06.2014,46.95
,26.06.2014,46.77
,27.06.2014,47.47
,28.06.2014,47.54
,29.06.2014,46.86
,30.06.2014,45.22
,01.07.2014,47.44
,02.07.2014,54.56
,03.07.2014,58.91
,04.07.2014,54.46
,05.07.2014,59.45
,06.07.2014,65.31
,07.07.2014,71.17
,08.07.2014,67.16
,09.07.2014,59.94
,10.07.2014,59.07
,11.07.2014,53.85
,12.07.2014,56.80
,13.07.2014,58.72
,14.07.2014,53.27
,15.07.2014,53.25
,16.07.2014,54.01
,17.07.2014,56.94
,18.07.2014,55.91
,19.07.2014,56.66
,20.07.2014,60.19
,21.07.2014,60.42
,22.07.2014,55.39
,23.07.2014,55.77
,24.07.2014,55.61
,25.07.2014,66.06
,26.07.2014,63.00
,27.07.2014,61.73
,28.07.2014,62.04
,29.07.2014,66.41
,30.07.2014,61.91
,31.07.2014,59.53
,01.08.2014,61.28
,02.08.2014,58.90
,03.08.2014,61.59
,04.08.2014,61.53
,05.08.2014,60.46
,06.08.2014,59.06
,07.08.2014,62.78
,08.08.2014,59.86
,09.08.2014,64.89
,10.08.2014,62.81
,11.08.2014,59.08
,12.08.2014,59.00
,13.08.2014,58.41
,14.08.2014,62.52
,15.08.2014,66.93
,16.08.2014,67.80
,17.08.2014,68.02
,18.08.2014,61.10
,19.08.2014,60.55
,20.08.2014,59.42
,21.08.2014,55.18
,22.08.2014,56.63
,23.08.2014,58.69
,24.08.2014,61.18
,25.08.2014,58.60
,26.08.2014,55.56
,27.08.2014,54.76
,28.08.2014,52.68
,29.08.2014,57.77
,30.08.2014,58.77
,31.08.2014,55.74
,01.09.2014,52.75
,02.09.2014,53.18
,03.09.2014,53.29
,04.09.2014,55.00
,05.09.2014,54.27
,06.09.2014,52.99
,07.09.2014,58.97
,08.09.2014,62.84
,09.09.2014,62.07
,10.09.2014,56.11
,11.09.2014,58.94
,12.09.2014,72.61
,13.09.2014,66.54
,14.09.2014,67.61
,15.09.2014,69.21
,16.09.2014,63.97
,17.09.2014,63.97
,18.09.2014,64.58
,19.09.2014,60.67
,20.09.2014,55.21
,21.09.2014,60.88
,22.09.2014,62.43
,23.09.2014,57.52
,24.09.2014,57.51
,25.09.2014,60.18
,26.09.2014,57.42
,27.09.2014,64.77
,28.09.2014,58.43
,29.09.2014,54.73
,30.09.2014,53.64
,01.10.2014,49.05
,02.10.2014,52.28
,03.10.2014,55.38
,04.10.2014,63.20
,05.10.2014,61.13
,06.10.2014,60.30
,07.10.2014,52.78
,08.10.2014,61.25
,09.10.2014,68.57
,10.10.2014,75.36
,11.10.2014,70.85
,12.10.2014,72.05
,13.10.2014,72.47
,14.10.2014,68.92
,15.10.2014,58.48
,16.10.2014,57.41
,17.10.2014,57.06
,18.10.2014,60.46
,19.10.2014,58.98
,20.10.2014,67.07
,21.10.2014,66.65
,22.10.2014,67.14
,23.10.2014,60.67
,24.10.2014,65.65
,25.10.2014,64.73
,26.10.2014,65.84
,27.10.2014,66.78
,28.10.2014,74.97
,29.10.2014,69.23
,30.10.2014,65.07
,31.10.2014,63.45
,01.11.2014,64.01
,02.11.2014,68.64
,03.11.2014,66.57
,04.11.2014,64.81
,05.11.2014,60.03
,06.11.2014,52.23
,07.11.2014,59.09
,08.11.2014,61.06
,09.11.2014,66.38
,10.11.2014,75.23
,11.11.2014,75.65
,12.11.2014,71.21
,13.11.2014,70.69
,14.11.2014,69.74
,15.11.2014,70.98
,16.11.2014,68.89
,17.11.2014,64.83
,18.11.2014,61.97
,19.11.2014,68.95
,20.11.2014,76.38
,21.11.2014,77.67
,22.11.2014,65.33
,23.11.2014,64.41
,24.11.2014,66.65
,25.11.2014,59.32
,26.11.2014,62.23
,27.11.2014,67.55
,28.11.2014,69.93
,29.11.2014,66.70
,30.11.2014,63.74
,01.12.2014,68.23
,02.12.2014,62.58
,03.12.2014,66.04
,04.12.2014,73.43
,05.12.2008,73.58
,06.12.2014,76.11
,07.12.2014,76.58
,08.12.2014,74.85
,09.12.2014,68.47
,10.12.2014,68.47
,11.12.2014,70.75
,12.12.2014,72.38
,13.12.2014,69.41
,14.12.2014,67.80
,15.12.2014,73.38
,16.12.2014,69.38
,17.12.2014,66.97
,18.12.2014,67.51
,19.12.2014,72.34
,20.12.2014,64.82
,21.12.2014,75.88
,22.12.2014,73.92
,23.12.2014,81.05
,24.12.2014,77.22
,25.12.2014,74.96
,26.12.2014,68.32
,27.12.2014,72.75
,28.12.2014,70.17
,29.12.2014,65.83
,30.12.2014,66.45
,31.12.2014,68.18
