@T,climate
name,tmin
descr,min temperature

missing_val,-9999
date_start,01.01.2008
date_end,31.12.2014
date_format,dd.MM.yyyy

tres,d
unit,C

@H,date,tmin[0]
name,-,Greeley LIRF
ID,-,1
elevation,-,1427
x,-,530809
,11.07.2014,13.1
,12.07.2014,13.2
,13.07.2014,13.4
,14.07.2014,14.7
,15.07.2014,15.0
,16.07.2014,13.3
,17.07.2014,15.1
,18.07.2014,14.5
,19.07.2014,13.9
,20.07.2014,14.1
,21.07.2014,14.6
,22.07.2014,14.7
,23.07.2014,14.2
,24.07.2014,14.8
,25.07.2014,14.2
,26.07.2014,14.5
,27.07.2014,13.6
,28.07.2014,14.5
,29.07.2014,13.7
,30.07.2014,13.3
,31.07.2014,13.0
,01.08.2014,14.4
,02.08.2014,14.2
,03.08.2014,14.9
,04.08.2014,13.7
,05.08.2014,12.9
,06.08.2014,13.6
,07.08.2014,13.7
,08.08.2014,12.7
,09.08.2014,12.6
,10.08.2014,13.6
,11.08.2014,13.1
,12.08.2014,11.5
,13.08.2014,11.6
,14.08.2014,12.5
,15.08.2014,10.9
,16.08.2014,11.2
,17.08.2014,10.2
,18.08.2014,10.9
,19.08.2014,11.0
,20.08.2014,10.9
,21.08.2014,11.1
,22.08.2014,11.9
,23.08.2014,13.6
,24.08.2014,12.7
,25.08.2014,11.6
,26.08.2014,11.8
,27.08.2014,11.8
,28.08.2014,12.3
,29.08.2014,11.5
,30.08.2014,13.5
,31.08.2014,11.4
,01.09.2014,12.0
,02.09.2014,11.4
,03.09.2014,9.0
,04.09.2014,8.2
,05.09.2014,9.2
,06.09.2014,9.8
,07.09.2014,8.5
,08.09.2014,8.8
,09.09.2014,8.2
,10.09.2014,8.7
,11.09.2014,8.9
,12.09.2014,9.2
,13.09.2014,9.0
,14.09.2014,8.2
,15.09.2014,7.6
,16.09.2014,8.5
,17.09.2014,7.5
,18.09.2014,6.6
,19.09.2014,6.0
,20.09.2014,5.8
,21.09.2014,6.5
,22.09.2014,6.1
,23.09.2014,4.8
,24.09.2014,4.8
,25.09.2014,5.3
,26.09.2014,6.1
,27.09.2014,6.4
,28.09.2014,3.8
,29.09.2014,4.0
,30.09.2014,5.3
,01.10.2014,4.7
,02.10.2014,3.9
,03.10.2014,3.0
,04.10.2014,3.7
,05.10.2014,3.9
,06.10.2014,2.8
,07.10.2014,-0.3
,08.10.2014,1.6
,09.10.2014,1.1
,10.10.2014,0.3
,11.10.2014,1.9
,12.10.2014,1.9
,13.10.2014,1.5
,14.10.2014,0.7
,15.10.2014,0.6
,16.10.2014,0.4
,17.10.2014,-0.2
,18.10.2014,-1.1
,19.10.2014,-0.9
,20.10.2014,0.4
,21.10.2014,0.0
,22.10.2014,0.2
,23.10.2014,-0.6
,24.10.2014,-1.0
,25.10.2014,-2.0
,26.10.2014,-4.9
,27.10.2014,-5.3
,28.10.2014,-5.3
,29.10.2014,-2.6
,30.10.2014,-2.3
,31.10.2014,-2.7
,01.11.2014,-1.5
,02.11.2014,-4.1
,03.11.2014,-2.8
,04.11.2014,-4.5
,05.11.2014,-3.7
,06.11.2014,-3.4
,07.11.2014,-3.6
,08.11.2014,-2.6
,09.11.2014,-3.1
,10.11.2014,-5.8
,11.11.2014,-7.0
,12.11.2014,-6.9
,13.11.2014,-3.6
,14.11.2014,-4.7
,15.11.2014,-7.0
,16.11.2014,-8.3
,17.11.2014,-6.9
,18.11.2014,-7.0
,19.11.2014,-5.2
,20.11.2014,-5.6
,21.11.2014,-7.5
,22.11.2014,-7.8
,23.11.2014,-8.4
,24.11.2014,-9.5
,25.11.2014,-8.0
,26.11.2014,-9.0
,27.11.2014,-8.8
,28.11.2014,-6.9
,29.11.2014,-7.3
,30.11.2014,-7.8
,01.12.2014,-7.7
,02.12.2014,-7.3
,03.12.2014,-10.1
,04.12.2014,-15.1
,05.12.2008,-14.6
,06.12.2014,-15.0
,07.12.2014,-12.5
,08.12.2014,-12.9
,09.12.2014,-15.5
,10.12.2014,-15.3
,11.12.2014,-12.9
,12.12.2014,-12.0
,13.12.2014,-10.1
,14.12.2014,-10.9
,15.12.2014,-11.6
,16.12.2014,-10.1
,17.12.2014,-10.5
,18.12.2014,-8.2
,19.12.2014,-10.0
,20.12.2014,-11.6
,21.12.2014,-11.6
,22.12.2014,-12.2
,23.12.2014,-14.1
,24.12.2014,-15.7
,25.12.2014,-16.8
,26.12.2014,-12.6
,27.12.2014,-13.1
,28.12.2014,-12.9
,29.12.2014,-11.0
,30.12.2014,-10.8
,31.12.2014,-13.2
