@T,climate
name,solrad

missing_val,-9999
date_start,01.01.2008
date_end,31.12.2014
date_format,dd.MM.yyyy

tres,d
unit,MJ_m2

@H,date,solrad[0]
name,-,Greeley LIRF
ID,-,1
elevation,-,1427
x,-,530809
,07.05.2011,20.77
,08.05.2011,24.52
,09.05.2011,24.79
,10.05.2011,23.77
,11.05.2011,9.50
,12.05.2011,12.93
,13.05.2011,25.79
,14.05.2011,20.66
,15.05.2011,20.01
,16.05.2011,23.42
,17.05.2011,22.18
,18.05.2011,16.46
,19.05.2011,14.68
,20.05.2011,22.24
,21.05.2011,24.06
,22.05.2011,24.97
,23.05.2011,19.46
,24.05.2011,21.37
,25.05.2011,18.36
,26.05.2011,21.77
,27.05.2011,26.50
,28.05.2011,23.70
,29.05.2011,23.71
,30.05.2011,25.98
,31.05.2011,28.34
,01.06.2011,20.48
,02.06.2011,20.09
,03.06.2011,20.80
,04.06.2011,25.97
,05.06.2011,21.50
,06.06.2011,28.06
,07.06.2011,24.50
,08.06.2011,23.32
,09.06.2011,23.68
,10.06.2011,26.38
,11.06.2011,24.63
,12.06.2011,25.56
,13.06.2011,24.82
,14.06.2011,26.77
,15.06.2011,26.29
,16.06.2011,24.65
,17.06.2011,26.11
,18.06.2011,25.86
,19.06.2011,27.18
,20.06.2011,23.58
,21.06.2011,28.03
,22.06.2011,27.36
,23.06.2011,26.36
,24.06.2011,26.68
,25.06.2011,24.23
,26.06.2011,25.16
,27.06.2011,26.97
,28.06.2011,27.67
,29.06.2011,26.70
,30.06.2011,25.71
,01.07.2011,23.26
,02.07.2011,24.53
,03.07.2011,25.21
,04.07.2011,24.88
,05.07.2011,22.35
,06.07.2011,21.33
,07.07.2011,19.67
,08.07.2011,25.18
,09.07.2011,26.36
,10.07.2011,24.91
,11.07.2011,26.29
,12.07.2011,25.24
,13.07.2011,25.53
,14.07.2011,25.37
,15.07.2011,26.91
,16.07.2011,27.36
,17.07.2011,26.29
,18.07.2011,26.62
,19.07.2011,23.94
,20.07.2011,24.14
,21.07.2011,24.13
,22.07.2011,26.46
,23.07.2011,23.99
,24.07.2011,24.90
,25.07.2011,20.35
,26.07.2011,24.88
,27.07.2011,22.75
,28.07.2011,19.94
,29.07.2011,19.78
,30.07.2011,23.75
,31.07.2011,25.24
,01.08.2011,21.82
,02.08.2011,21.56
,03.08.2011,21.38
,04.08.2011,22.39
,05.08.2011,24.19
,06.08.2011,20.65
,07.08.2011,23.37
,08.08.2011,21.99
,09.08.2011,23.01
,10.08.2011,23.66
,11.08.2011,22.41
,12.08.2011,24.67
,13.08.2011,21.85
,14.08.2011,20.20
,15.08.2011,18.61
,16.08.2011,17.79
,17.08.2011,23.40
,18.08.2011,23.43
,19.08.2011,19.77
,20.08.2011,21.70
,21.08.2011,23.94
,22.08.2011,21.60
,23.08.2011,20.09
,24.08.2011,19.95
,25.08.2011,21.10
,26.08.2011,21.66
,27.08.2011,21.97
,28.08.2011,20.57
,29.08.2011,21.19
,30.08.2011,18.66
,31.08.2011,20.00
,01.09.2011,20.37
,02.09.2011,20.05
,03.09.2011,21.84
,04.09.2011,21.06
,05.09.2011,19.85
,06.09.2011,18.51
,07.09.2011,19.19
,08.09.2011,18.09
,09.09.2011,19.83
,10.09.2011,18.71
,11.09.2011,16.46
,12.09.2011,10.26
,13.09.2011,17.49
,14.09.2011,16.92
,15.09.2011,16.35
,16.09.2011,18.04
,17.09.2011,18.62
,18.09.2011,17.66
,19.09.2011,19.25
,20.09.2011,17.57
,21.09.2011,16.70
,22.09.2011,14.12
,23.09.2011,15.28
,24.09.2011,17.26
,25.09.2011,17.21
,26.09.2011,16.81
,27.09.2011,14.33
,28.09.2011,17.96
,29.09.2011,17.60
,30.09.2011,17.13
,01.10.2011,17.59
,02.10.2011,16.50
,03.10.2011,16.49
,04.10.2011,10.89
,05.10.2011,12.03
,06.10.2011,14.23
,07.10.2011,17.64
,08.10.2011,11.47
,09.10.2011,12.15
,10.10.2011,10.22
,11.10.2011,11.14
,12.10.2011,10.76
,13.10.2011,12.60
,14.10.2011,12.01
,15.10.2011,14.75
,16.10.2011,14.31
,17.10.2011,13.93
,18.10.2011,13.70
,19.10.2011,13.50
,20.10.2011,8.92
,21.10.2011,11.22
,22.10.2011,12.21
,23.10.2011,13.07
,24.10.2011,10.58
,25.10.2011,11.62
,26.10.2011,12.76
,27.10.2011,12.47
,28.10.2011,9.90
,29.10.2011,9.35
,30.10.2011,11.89
,31.10.2011,12.81
,01.11.2011,10.73
,02.11.2011,9.95
,03.11.2011,11.56
,04.11.2011,10.76
,05.11.2011,10.17
,06.11.2011,11.57
,07.11.2011,10.66
,08.11.2011,9.81
,09.11.2011,9.99
,10.11.2011,8.88
,11.11.2011,9.49
,12.11.2011,10.24
,13.11.2011,7.97
,14.11.2011,9.32
,15.11.2011,9.60
,16.11.2011,10.09
,17.11.2011,10.77
,18.11.2011,9.99
,19.11.2011,7.97
,20.11.2011,8.02
,21.11.2011,8.72
,22.11.2011,9.22
,23.11.2011,9.18
,24.11.2011,8.08
,25.11.2011,7.13
,26.11.2011,9.11
,27.11.2011,8.74
,28.11.2011,7.33
,29.11.2011,8.24
,30.11.2011,8.33
,01.12.2011,6.69
,02.12.2011,8.17
,03.12.2011,7.02
,04.12.2011,7.60
,05.12.2008,7.63
,06.12.2011,8.20
,07.12.2011,7.27
,08.12.2011,6.64
,09.12.2011,8.77
,10.12.2011,8.51
,11.12.2011,9.16
,12.12.2011,7.79
,13.12.2011,7.51
,14.12.2011,7.29
,15.12.2011,6.36
,16.12.2011,7.37
,17.12.2011,8.35
,18.12.2011,7.08
,19.12.2011,6.52
,20.12.2011,7.75
,21.12.2011,5.82
,22.12.2011,6.71
,23.12.2011,6.32
,24.12.2011,7.93
,25.12.2011,8.75
,26.12.2011,7.69
,27.12.2011,8.25
,28.12.2011,8.30
,29.12.2011,7.99
,30.12.2011,7.21
,31.12.2011,7.14
,01.01.2012,7.30
,02.01.2012,8.33
,03.01.2012,7.18
,04.01.2012,8.84
,05.01.2012,8.60
,06.01.2012,8.44
,07.01.2012,7.57
,08.01.2012,8.65
,09.01.2012,8.79
,10.01.2012,8.39
,11.01.2012,8.07
,12.01.2012,9.58
,13.01.2012,9.02
,14.01.2012,8.84
,15.01.2012,7.54
,16.01.2012,8.82
,17.01.2012,9.76
,18.01.2012,9.28
,19.01.2012,8.18
,20.01.2012,9.34
,21.01.2012,9.84
,22.01.2012,9.42
,23.01.2012,8.67
,24.01.2012,8.79
,25.01.2012,9.73
,26.01.2012,8.99
,27.01.2012,8.33
,28.01.2012,9.15
,29.01.2012,10.85
,30.01.2012,7.70
,31.01.2012,8.90
,01.02.2012,10.82
,02.02.2012,12.01
,03.02.2012,8.81
,04.02.2012,9.72
,05.02.2012,10.65
,06.02.2012,8.70
,07.02.2012,9.41
,08.02.2012,10.86
,09.02.2012,10.87
,10.02.2012,12.02
,11.02.2012,12.27
,12.02.2012,11.32
,13.02.2012,12.05
,14.02.2012,11.51
,15.02.2012,12.06
,16.02.2012,14.74
,17.02.2012,12.18
,18.02.2012,12.51
,19.02.2012,12.19
,20.02.2012,11.97
,21.02.2012,13.66
,22.02.2012,15.02
,23.02.2012,13.20
,24.02.2012,12.10
,25.02.2012,13.74
,26.02.2012,15.72
,27.02.2012,14.62
,28.02.2012,10.55
,29.02.2012,16.12
,01.03.2012,12.46
,02.03.2012,14.77
,03.03.2012,15.12
,04.03.2012,13.62
,05.03.2012,14.06
,06.03.2012,15.16
,07.03.2012,10.37
,08.03.2012,11.19
,09.03.2012,14.97
,10.03.2012,16.04
,11.03.2012,15.23
,12.03.2012,15.84
,13.03.2012,17.26
,14.03.2012,14.19
,15.03.2012,17.29
,16.03.2012,15.43
,17.03.2012,17.16
,18.03.2012,18.32
,19.03.2012,17.23
,20.03.2012,18.54
,21.03.2012,17.92
,22.03.2012,18.45
,23.03.2012,16.42
,24.03.2012,19.33
,25.03.2012,18.80
,26.03.2012,16.64
,27.03.2012,19.72
,28.03.2012,20.27
,29.03.2012,18.67
,30.03.2012,17.38
,31.03.2012,20.17
,01.04.2012,21.23
,02.04.2012,12.03
,03.04.2012,14.27
,04.04.2012,23.05
,05.04.2012,18.79
,06.04.2012,18.13
,07.04.2012,22.13
,08.04.2012,21.16
,09.04.2012,20.17
,10.04.2012,21.22
,11.04.2012,17.88
,12.04.2012,18.41
,13.04.2012,18.22
,14.04.2012,21.29
,15.04.2012,20.28
,16.04.2012,16.52
,17.04.2012,15.83
,18.04.2012,20.31
,19.04.2012,21.20
,20.04.2012,19.65
,21.04.2012,20.25
,22.04.2012,17.39
,23.04.2012,19.19
,24.04.2012,18.50
,25.04.2012,19.21
,26.04.2012,22.28
,27.04.2012,23.46
,28.04.2012,27.49
,29.04.2012,21.82
,30.04.2012,20.06
,01.05.2012,19.39
,02.05.2012,24.25
,03.05.2012,25.85
,04.05.2012,23.39
,05.05.2012,25.86
,06.05.2012,21.83
,07.05.2012,20.77
,08.05.2012,24.52
,09.05.2012,24.79
,10.05.2012,23.77
,11.05.2012,9.50
,12.05.2012,12.93
,13.05.2012,25.79
,14.05.2012,20.66
,15.05.2012,20.01
,16.05.2012,23.42
,17.05.2012,22.18
,18.05.2012,16.46
,19.05.2012,14.68
,20.05.2012,22.24
,21.05.2012,24.06
,22.05.2012,24.97
,23.05.2012,19.46
,24.05.2012,21.37
,25.05.2012,18.36
,26.05.2012,21.77
,27.05.2012,26.50
,28.05.2012,23.70
,29.05.2012,23.71
,30.05.2012,25.98
,31.05.2012,28.34
,01.06.2012,20.48
,02.06.2012,20.09
,03.06.2012,20.80
,04.06.2012,25.97
,05.06.2012,21.50
,06.06.2012,28.06
,07.06.2012,24.50
,08.06.2012,23.32
,09.06.2012,23.68
,10.06.2012,26.38
,11.06.2012,24.63
,12.06.2012,25.56
,13.06.2012,24.82
,14.06.2012,26.77
,15.06.2012,26.29
,16.06.2012,24.65
,17.06.2012,26.11
,18.06.2012,25.86
,19.06.2012,27.18
,20.06.2012,23.58
,21.06.2012,28.03
,22.06.2012,27.36
,23.06.2012,26.36
,24.06.2012,26.68
,25.06.2012,24.23
,26.06.2012,25.16
,27.06.2012,26.97
,28.06.2012,27.67
,29.06.2012,26.70
,30.06.2012,25.71
,01.07.2012,23.26
,02.07.2012,24.53
,03.07.2012,25.21
,04.07.2012,24.88
,05.07.2012,22.35
,06.07.2012,21.33
,07.07.2012,19.67
,08.07.2012,25.18
,09.07.2012,26.36
,10.07.2012,24.91
,11.07.2012,26.29
,12.07.2012,25.24
,13.07.2012,25.53
,14.07.2012,25.37
,15.07.2012,26.91
,16.07.2012,27.36
,17.07.2012,26.29
,18.07.2012,26.62
,19.07.2012,23.94
,20.07.2012,24.14
,21.07.2012,24.13
,22.07.2012,26.46
,23.07.2012,23.99
,24.07.2012,24.90
,25.07.2012,20.35
,26.07.2012,24.88
,27.07.2012,22.75
,28.07.2012,19.94
,29.07.2012,19.78
,30.07.2012,23.75
,31.07.2012,25.24
,01.08.2012,21.82
,02.08.2012,21.56
,03.08.2012,21.38
,04.08.2012,22.39
,05.08.2012,24.19
,06.08.2012,20.65
,07.08.2012,23.37
,08.08.2012,21.99
,09.08.2012,23.01
,10.08.2012,23.66
,11.08.2012,22.41
,12.08.2012,24.67
,13.08.2012,21.85
,14.08.2012,20.20
,15.08.2012,18.61
,16.08.2012,17.79
,17.08.2012,23.40
,18.08.2012,23.43
,19.08.2012,19.77
,20.08.2012,21.70
,21.08.2012,23.94
,22.08.2012,21.60
,23.08.2012,20.09
,24.08.2012,19.95
,25.08.2012,21.10
,26.08.2012,21.66
,27.08.2012,21.97
,28.08.2012,20.57
,29.08.2012,21.19
,30.08.2012,18.66
,31.08.2012,20.00
,01.09.2012,20.37
,02.09.2012,20.05
,03.09.2012,21.84
,04.09.2012,21.06
,05.09.2012,19.85
,06.09.2012,18.51
,07.09.2012,19.19
,08.09.2012,18.09
,09.09.2012,19.83
,10.09.2012,18.71
,11.09.2012,16.46
,12.09.2012,10.26
,13.09.2012,17.49
,14.09.2012,16.92
,15.09.2012,16.35
,16.09.2012,18.04
,17.09.2012,18.62
,18.09.2012,17.66
,19.09.2012,19.25
,20.09.2012,17.57
,21.09.2012,16.70
,22.09.2012,14.12
,23.09.2012,15.28
,24.09.2012,17.26
,25.09.2012,17.21
,26.09.2012,16.81
,27.09.2012,14.33
,28.09.2012,17.96
,29.09.2012,17.60
,30.09.2012,17.13
,01.10.2012,17.59
,02.10.2012,16.50
,03.10.2012,16.49
,04.10.2012,10.89
,05.10.2012,12.03
,06.10.2012,14.23
,07.10.2012,17.64
,08.10.2012,11.47
,09.10.2012,12.15
,10.10.2012,10.22
,11.10.2012,11.14
,12.10.2012,10.76
,13.10.2012,12.60
,14.10.2012,12.01
,15.10.2012,14.75
,16.10.2012,14.31
,17.10.2012,13.93
,18.10.2012,13.70
,19.10.2012,13.50
,20.10.2012,8.92
,21.10.2012,11.22
,22.10.2012,12.21
,23.10.2012,13.07
,24.10.2012,10.58
,25.10.2012,11.62
,26.10.2012,12.76
,27.10.2012,12.47
,28.10.2012,9.90
,29.10.2012,9.35
,30.10.2012,11.89
,31.10.2012,12.81
,01.11.2012,10.73
,02.11.2012,9.95
,03.11.2012,11.56
,04.11.2012,10.76
,05.11.2012,10.17
,06.11.2012,11.57
,07.11.2012,10.66
,08.11.2012,9.81
,09.11.2012,9.99
,10.11.2012,8.88
,11.11.2012,9.49
,12.11.2012,10.24
,13.11.2012,7.97
,14.11.2012,9.32
,15.11.2012,9.60
,16.11.2012,10.09
,17.11.2012,10.77
,18.11.2012,9.99
,19.11.2012,7.97
,20.11.2012,8.02
,21.11.2012,8.72
,22.11.2012,9.22
,23.11.2012,9.18
,24.11.2012,8.08
,25.11.2012,7.13
,26.11.2012,9.11
,27.11.2012,8.74
,28.11.2012,7.33
,29.11.2012,8.24
,30.11.2012,8.33
,01.12.2012,6.69
,02.12.2012,8.17
,03.12.2012,7.02
,04.12.2012,7.60
,05.12.2012,7.63
,06.12.2012,8.20
,07.12.2012,7.27
,08.12.2012,6.64
,09.12.2012,8.77
,10.12.2012,8.51
,11.12.2012,9.16
,12.12.2012,7.79
,13.12.2012,7.51
,14.12.2012,7.29
,15.12.2012,6.36
,16.12.2012,7.37
,17.12.2012,8.35
,18.12.2012,7.08
,19.12.2012,6.52
,20.12.2012,7.75
,21.12.2012,5.82
,22.12.2012,6.71
,23.12.2012,6.32
,24.12.2012,7.93
,25.12.2012,8.75
,26.12.2012,7.69
,27.12.2012,8.25
,28.12.2012,8.30
,29.12.2012,7.99
,30.12.2012,7.21
,31.12.2012,7.14
,01.01.2013,7.30
,02.01.2013,8.33
,03.01.2013,7.18
,04.01.2013,8.84
,05.01.2013,8.60
,06.01.2013,8.44
,07.01.2013,7.57
,08.01.2013,8.65
,09.01.2013,8.79
,10.01.2013,8.39
,11.01.2013,8.07
,12.01.2013,9.58
,13.01.2013,9.02
,14.01.2013,8.84
,15.01.2013,7.54
,16.01.2013,8.82
,17.01.2013,9.76
,18.01.2013,9.28
,19.01.2013,8.18
,20.01.2013,9.34
,21.01.2013,9.84
,22.01.2013,9.42
,23.01.2013,8.67
,24.01.2013,8.79
,25.01.2013,9.73
,26.01.2013,8.99
,27.01.2013,8.33
,28.01.2013,9.15
,29.01.2013,10.85
,30.01.2013,7.70
,31.01.2013,8.90
,01.02.2013,10.82
,02.02.2013,12.01
,03.02.2013,8.81
,04.02.2013,9.72
,05.02.2013,10.65
,06.02.2013,8.70
,07.02.2013,9.41
,08.02.2013,10.86
,09.02.2013,10.87
,10.02.2013,12.02
,11.02.2013,12.27
,12.02.2013,11.32
,13.02.2013,12.05
,14.02.2013,11.51
,15.02.2013,12.06
,16.02.2013,14.74
,17.02.2013,12.18
,18.02.2013,12.51
,19.02.2013,12.19
,20.02.2013,11.97
,21.02.2013,13.66
,22.02.2013,15.02
,23.02.2013,13.20
,24.02.2013,12.10
,25.02.2013,13.74
,26.02.2013,15.72
,27.02.2013,14.62
,28.02.2013,10.55
,01.03.2013,12.46
,02.03.2013,14.77
,03.03.2013,15.12
,04.03.2013,13.62
,05.03.2013,14.06
,06.03.2013,15.16
,07.03.2013,10.37
,08.03.2013,11.19
,09.03.2013,14.97
,10.03.2013,16.04
,11.03.2013,15.23
,12.03.2013,15.84
,13.03.2013,17.26
,14.03.2013,14.19
,15.03.2013,17.29
,16.03.2013,15.43
,17.03.2013,17.16
,18.03.2013,18.32
,19.03.2013,17.23
,20.03.2013,18.54
,21.03.2013,17.92
,22.03.2013,18.45
,23.03.2013,16.42
,24.03.2013,19.33
,25.03.2013,18.80
,26.03.2013,16.64
,27.03.2013,19.72
,28.03.2013,20.27
,29.03.2013,18.67
,30.03.2013,17.38
,31.03.2013,20.17
,01.04.2013,21.23
,02.04.2013,12.03
,03.04.2013,14.27
,04.04.2013,23.05
,05.04.2013,18.79
,06.04.2013,18.13
,07.04.2013,22.13
,08.04.2013,21.16
,09.04.2013,20.17
,10.04.2013,21.22
,11.04.2013,17.88
,12.04.2013,18.41
,13.04.2013,18.22
,14.04.2013,21.29
,15.04.2013,20.28
,16.04.2013,16.52
,17.04.2013,15.83
,18.04.2013,20.31
,19.04.2013,21.20
,20.04.2013,19.65
,21.04.2013,20.25
,22.04.2013,17.39
,23.04.2013,19.19
,24.04.2013,18.50
,25.04.2013,19.21
,26.04.2013,22.28
,27.04.2013,23.46
,28.04.2013,27.49
,29.04.2013,21.82
,30.04.2013,20.06
,01.05.2013,19.39
,02.05.2013,24.25
,03.05.2013,25.85
,04.05.2013,23.39
,05.05.2013,25.86
,06.05.2013,21.83
,07.05.2013,20.77
,08.05.2013,24.52
,09.05.2013,24.79
,10.05.2013,23.77
,11.05.2013,9.50
,12.05.2013,12.93
,13.05.2013,25.79
,14.05.2013,20.66
,15.05.2013,20.01
,16.05.2013,23.42
,17.05.2013,22.18
,18.05.2013,16.46
,19.05.2013,14.68
,20.05.2013,22.24
,21.05.2013,24.06
,22.05.2013,24.97
,23.05.2013,19.46
,24.05.2013,21.37
,25.05.2013,18.36
,26.05.2013,21.77
,27.05.2013,26.50
,28.05.2013,23.70
,29.05.2013,23.71
,30.05.2013,25.98
,31.05.2013,28.34
,01.06.2013,20.48
,02.06.2013,20.09
,03.06.2013,20.80
,04.06.2013,25.97
,05.06.2013,21.50
,06.06.2013,28.06
,07.06.2013,24.50
,08.06.2013,23.32
,09.06.2013,23.68
,10.06.2013,26.38
,11.06.2013,24.63
,12.06.2013,25.56
,13.06.2013,24.82
,14.06.2013,26.77
,15.06.2013,26.29
,16.06.2013,24.65
,17.06.2013,26.11
,18.06.2013,25.86
,19.06.2013,27.18
,20.06.2013,23.58
,21.06.2013,28.03
,22.06.2013,27.36
,23.06.2013,26.36
,24.06.2013,26.68
,25.06.2013,24.23
,26.06.2013,25.16
,27.06.2013,26.97
,28.06.2013,27.67
,29.06.2013,26.70
,30.06.2013,25.71
,01.07.2013,23.26
,02.07.2013,24.53
,03.07.2013,25.21
,04.07.2013,24.88
,05.07.2013,22.35
,06.07.2013,21.33
,07.07.2013,19.67
,08.07.2013,25.18
,09.07.2013,26.36
,10.07.2013,24.91
,11.07.2013,26.29
,12.07.2013,25.24
,13.07.2013,25.53
,14.07.2013,25.37
,15.07.2013,26.91
,16.07.2013,27.36
,17.07.2013,26.29
,18.07.2013,26.62
,19.07.2013,23.94
,20.07.2013,24.14
,21.07.2013,24.13
,22.07.2013,26.46
,23.07.2013,23.99
,24.07.2013,24.90
,25.07.2013,20.35
,26.07.2013,24.88
,27.07.2013,22.75
,28.07.2013,19.94
,29.07.2013,19.78
,30.07.2013,23.75
,31.07.2013,25.24
,01.08.2013,21.82
,02.08.2013,21.56
,03.08.2013,21.38
,04.08.2013,22.39
,05.08.2013,24.19
,06.08.2013,20.65
,07.08.2013,23.37
,08.08.2013,21.99
,09.08.2013,23.01
,10.08.2013,23.66
,11.08.2013,22.41
,12.08.2013,24.67
,13.08.2013,21.85
,14.08.2013,20.20
,15.08.2013,18.61
,16.08.2013,17.79
,17.08.2013,23.40
,18.08.2013,23.43
,19.08.2013,19.77
,20.08.2013,21.70
,21.08.2013,23.94
,22.08.2013,21.60
,23.08.2013,20.09
,24.08.2013,19.95
,25.08.2013,21.10
,26.08.2013,21.66
,27.08.2013,21.97
,28.08.2013,20.57
,29.08.2013,21.19
,30.08.2013,18.66
,31.08.2013,20.00
,01.09.2013,20.37
,02.09.2013,20.05
,03.09.2013,21.84
,04.09.2013,21.06
,05.09.2013,19.85
,06.09.2013,18.51
,07.09.2013,19.19
,08.09.2013,18.09
,09.09.2013,19.83
,10.09.2013,18.71
,11.09.2013,16.46
,12.09.2013,10.26
,13.09.2013,17.49
,14.09.2013,16.92
,15.09.2013,16.35
,16.09.2013,18.04
,17.09.2013,18.62
,18.09.2013,17.66
,19.09.2013,19.25
,20.09.2013,17.57
,21.09.2013,16.70
,22.09.2013,14.12
,23.09.2013,15.28
,24.09.2013,17.26
,25.09.2013,17.21
,26.09.2013,16.81
,27.09.2013,14.33
,28.09.2013,17.96
,29.09.2013,17.60
,30.09.2013,17.13
,01.10.2013,17.59
,02.10.2013,16.50
,03.10.2013,16.49
,04.10.2013,10.89
,05.10.2013,12.03
,06.10.2013,14.23
,07.10.2013,17.64
,08.10.2013,11.47
,09.10.2013,12.15
,10.10.2013,10.22
,11.10.2013,11.14
,12.10.2013,10.76
,13.10.2013,12.60
,14.10.2013,12.01
,15.10.2013,14.75
,16.10.2013,14.31
,17.10.2013,13.93
,18.10.2013,13.70
,19.10.2013,13.50
,20.10.2013,8.92
,21.10.2013,11.22
,22.10.2013,12.21
,23.10.2013,13.07
,24.10.2013,10.58
,25.10.2013,11.62
,26.10.2013,12.76
,27.10.2013,12.47
,28.10.2013,9.90
,29.10.2013,9.35
,30.10.2013,11.89
,31.10.2013,12.81
,01.11.2013,10.73
,02.11.2013,9.95
,03.11.2013,11.56
,04.11.2013,10.76
,05.11.2013,10.17
,06.11.2013,11.57
,07.11.2013,10.66
,08.11.2013,9.81
,09.11.2013,9.99
,10.11.2013,8.88
,11.11.2013,9.49
,12.11.2013,10.24
,13.11.2013,7.97
,14.11.2013,9.32
,15.11.2013,9.60
,16.11.2013,10.09
,17.11.2013,10.77
,18.11.2013,9.99
,19.11.2013,7.97
,20.11.2013,8.02
,21.11.2013,8.72
,22.11.2013,9.22
,23.11.2013,9.18
,24.11.2013,8.08
,25.11.2013,7.13
,26.11.2013,9.11
,27.11.2013,8.74
,28.11.2013,7.33
,29.11.2013,8.24
,30.11.2013,8.33
,01.12.2013,6.69
,02.12.2013,8.17
,03.12.2013,7.02
,04.12.2013,7.60
,05.12.2008,7.63
,06.12.2013,8.20
,07.12.2013,7.27
,08.12.2013,6.64
,09.12.2013,8.77
,10.12.2013,8.51
,11.12.2013,9.16
,12.12.2013,7.79
,13.12.2013,7.51
,14.12.2013,7.29
,15.12.2013,6.36
,16.12.2013,7.37
,17.12.2013,8.35
,18.12.2013,7.08
,19.12.2013,6.52
,20.12.2013,7.75
,21.12.2013,5.82
,22.12.2013,6.71
,23.12.2013,6.32
,24.12.2013,7.93
,25.12.2013,8.75
,26.12.2013,7.69
,27.12.2013,8.25
,28.12.2013,8.30
,29.12.2013,7.99
,30.12.2013,7.21
,31.12.2013,7.14
,01.01.2014,7.30
,02.01.2014,8.33
,03.01.2014,7.18
,04.01.2014,8.84
,05.01.2014,8.60
,06.01.2014,8.44
,07.01.2014,7.57
,08.01.2014,8.65
,09.01.2014,8.79
,10.01.2014,8.39
,11.01.2014,8.07
,12.01.2014,9.58
,13.01.2014,9.02
,14.01.2014,8.84
,15.01.2014,7.54
,16.01.2014,8.82
,17.01.2014,9.76
,18.01.2014,9.28
,19.01.2014,8.18
,20.01.2014,9.34
,21.01.2014,9.84
,22.01.2014,9.42
,23.01.2014,8.67
,24.01.2014,8.79
,25.01.2014,9.73
,26.01.2014,8.99
,27.01.2014,8.33
,28.01.2014,9.15
,29.01.2014,10.85
,30.01.2014,7.70
,31.01.2014,8.90
,01.02.2014,10.82
,02.02.2014,12.01
,03.02.2014,8.81
,04.02.2014,9.72
,05.02.2014,10.65
,06.02.2014,8.70
,07.02.2014,9.41
,08.02.2014,10.86
,09.02.2014,10.87
,10.02.2014,12.02
,11.02.2014,12.27
,12.02.2014,11.32
,13.02.2014,12.05
,14.02.2014,11.51
,15.02.2014,12.06
,16.02.2014,14.74
,17.02.2014,12.18
,18.02.2014,12.51
,19.02.2014,12.19
,20.02.2014,11.97
,21.02.2014,13.66
,22.02.2014,15.02
,23.02.2014,13.20
,24.02.2014,12.10
,25.02.2014,13.74
,26.02.2014,15.72
,27.02.2014,14.62
,28.02.2014,10.55
,01.03.2014,12.46
,02.03.2014,14.77
,03.03.2014,15.12
,04.03.2014,13.62
,05.03.2014,14.06
,06.03.2014,15.16
,07.03.2014,10.37
,08.03.2014,11.19
,09.03.2014,14.97
,10.03.2014,16.04
,11.03.2014,15.23
,12.03.2014,15.84
,13.03.2014,17.26
,14.03.2014,14.19
,15.03.2014,17.29
,16.03.2014,15.43
,17.03.2014,17.16
,18.03.2014,18.32
,19.03.2014,17.23
,20.03.2014,18.54
,21.03.2014,17.92
,22.03.2014,18.45
,23.03.2014,16.42
,24.03.2014,19.33
,25.03.2014,18.80
,26.03.2014,16.64
,27.03.2014,19.72
,28.03.2014,20.27
,29.03.2014,18.67
,30.03.2014,17.38
,31.03.2014,20.17
,01.04.2014,21.23
,02.04.2014,12.03
,03.04.2014,14.27
,04.04.2014,23.05
,05.04.2014,18.79
,06.04.2014,18.13
,07.04.2014,22.13
,08.04.2014,21.16
,09.04.2014,20.17
,10.04.2014,21.22
,11.04.2014,17.88
,12.04.2014,18.41
,13.04.2014,18.22
,14.04.2014,21.29
,15.04.2014,20.28
,16.04.2014,16.52
,17.04.2014,15.83
,18.04.2014,20.31
,19.04.2014,21.20
,20.04.2014,19.65
,21.04.2014,20.25
,22.04.2014,17.39
,23.04.2014,19.19
,24.04.2014,18.50
,25.04.2014,19.21
,26.04.2014,22.28
,27.04.2014,23.46
,28.04.2014,27.49
,29.04.2014,21.82
,30.04.2014,20.06
,01.05.2014,19.39
,02.05.2014,24.25
,03.05.2014,25.85
,04.05.2014,23.39
,05.05.2014,25.86
,06.05.2014,21.83
,07.05.2014,20.77
,08.05.2014,24.52
,09.05.2014,24.79
,10.05.2014,23.77
,11.05.2014,9.50
,12.05.2014,12.93
,13.05.2014,25.79
,14.05.2014,20.66
,15.05.2014,20.01
,16.05.2014,23.42
,17.05.2014,22.18
,18.05.2014,16.46
,19.05.2014,14.68
,20.05.2014,22.24
,21.05.2014,24.06
,22.05.2014,24.97
,23.05.2014,19.46
,24.05.2014,21.37
,25.05.2014,18.36
,26.05.2014,21.77
,27.05.2014,26.50
,28.05.2014,23.70
,29.05.2014,23.71
,30.05.2014,25.98
,31.05.2014,28.34
,01.06.2014,20.48
,02.06.2014,20.09
,03.06.2014,20.80
,04.06.2014,25.97
,05.06.2014,21.50
,06.06.2014,28.06
,07.06.2014,24.50
,08.06.2014,23.32
,09.06.2014,23.68
,10.06.2014,26.38
,11.06.2014,24.63
,12.06.2014,25.56
,13.06.2014,24.82
,14.06.2014,26.77
,15.06.2014,26.29
,16.06.2014,24.65
,17.06.2014,26.11
,18.06.2014,25.86
,19.06.2014,27.18
,20.06.2014,23.58
,21.06.2014,28.03
,22.06.2014,27.36
,23.06.2014,26.36
,24.06.2014,26.68
,25.06.2014,24.23
,26.06.2014,25.16
,27.06.2014,26.97
,28.06.2014,27.67
,29.06.2014,26.70
,30.06.2014,25.71
,01.07.2014,23.26
,02.07.2014,24.53
,03.07.2014,25.21
,04.07.2014,24.88
,05.07.2014,22.35
