@T,climate
name,solrad

missing_val,-9999
date_start,01.01.2008
date_end,31.12.2014
date_format,dd.MM.yyyy

tres,d
unit,MJ_m2

@H,date,solrad[0]
name,-,Greeley LIRF
ID,-,1
elevation,-,1427
x,-,530809
,06.07.2014,21.33
,07.07.2014,19.67
,08.07.2014,25.18
,09.07.2014,26.36
,10.07.2014,24.91
,11.07.2014,26.29
,12.07.2014,25.24
,13.07.2014,25.53
,14.07.2014,25.37
,15.07.2014,26.91
,16.07.2014,27.36
,17.07.2014,26.29
,18.07.2014,26.62
,19.07.2014,23.94
,20.07.2014,24.14
,21.07.2014,24.13
,22.07.2014,26.46
,23.07.2014,23.99
,24.07.2014,24.90
,25.07.2014,20.35
,26.07.2014,24.88
,27.07.2014,22.75
,28.07.2014,19.94
,29.07.2014,19.78
,30.07.2014,23.75
,31.07.2014,25.24
,01.08.2014,21.82
,02.08.2014,21.56
,03.08.2014,21.38
,04.08.2014,22.39
,05.08.2014,24.19
,06.08.2014,20.65
,07.08.2014,23.37
,08.08.2014,21.99
,09.08.2014,23.01
,10.08.2014,23.66
,11.08.2014,22.41
,12.08.2014,24.67
,13.08.2014,21.85
,14.08.2014,20.20
,15.08.2014,18.61
,16.08.2014,17.79
,17.08.2014,23.40
,18.08.2014,23.43
,19.08.2014,19.77
,20.08.2014,21.70
,21.08.2014,23.94
,22.08.2014,21.60
,23.08.2014,20.09
,24.08.2014,19.95
,25.08.2014,21.10
,26.08.2014,21.66
,27.08.2014,21.97
,28.08.2014,20.57
,29.08.2014,21.19
,30.08.2014,18.66
,31.08.2014,20.00
,01.09.2014,20.37
,02.09.2014,20.05
,03.09.2014,21.84
,04.09.2014,21.06
,05.09.2014,19.85
,06.09.2014,18.51
,07.09.2014,19.19
,08.09.2014,18.09
,09.09.2014,19.83
,10.09.2014,18.71
,11.09.2014,16.46
,12.09.2014,10.26
,13.09.2014,17.49
,14.09.2014,16.92
,15.09.2014,16.35
,16.09.2014,18.04
,17.09.2014,18.62
,18.09.2014,17.66
,19.09.2014,19.25
,20.09.2014,17.57
,21.09.2014,16.70
,22.09.2014,14.12
,23.09.2014,15.28
,24.09.2014,17.26
,25.09.2014,17.21
,26.09.2014,16.81
,27.09.2014,14.33
,28.09.2014,17.96
,29.09.2014,17.60
,30.09.2014,17.13
,01.10.2014,17.59
,02.10.2014,16.50
,03.10.2014,16.49
,04.10.2014,10.89
,05.10.2014,12.03
,06.10.2014,14.23
,07.10.2014,17.64
,08.10.2014,11.47
,09.10.2014,12.15
,10.10.2014,10.22
,11.10.2014,11.14
,12.10.2014,10.76
,13.10.2014,12.60
,14.10.2014,12.01
,15.10.2014,14.75
,16.10.2014,14.31
,17.10.2014,13.93
,18.10.2014,13.70
,19.10.2014,13.50
,20.10.2014,8.92
,21.10.2014,11.22
,22.10.2014,12.21
,23.10.2014,13.07
,24.10.2014,10.58
,25.10.2014,11.62
,26.10.2014,12.76
,27.10.2014,12.47
,28.10.2014,9.90
,29.10.2014,9.35
,30.10.2014,11.89
,31.10.2014,12.81
,01.11.2014,10.73
,02.11.2014,9.95
,03.11.2014,11.56
,04.11.2014,10.76
,05.11.2014,10.17
,06.11.2014,11.57
,07.11.2014,10.66
,08.11.2014,9.81
,09.11.2014,9.99
,10.11.2014,8.88
,11.11.2014,9.49
,12.11.2014,10.24
,13.11.2014,7.97
,14.11.2014,9.32
,15.11.2014,9.60
,16.11.2014,10.09
,17.11.2014,10.77
,18.11.2014,9.99
,19.11.2014,7.97
,20.11.2014,8.02
,21.11.2014,8.72
,22.11.2014,9.22
,23.11.2014,9.18
,24.11.2014,8.08
,25.11.2014,7.13
,26.11.2014,9.11
,27.11.2014,8.74
,28.11.2014,7.33
,29.11.2014,8.24
,30.11.2014,8.33
,01.12.2014,6.69
,02.12.2014,8.17
,03.12.2014,7.02
,04.12.2014,7.60
,05.12.2008,7.63
,06.12.2014,8.20
,07.12.2014,7.27
,08.12.2014,6.64
,09.12.2014,8.77
,10.12.2014,8.51
,11.12.2014,9.16
,12.12.2014,7.79
,13.12.2014,7.51
,14.12.2014,7.29
,15.12.2014,6.36
,16.12.2014,7.37
,17.12.2014,8.35
,18.12.2014,7.08
,19.12.2014,6.52
,20.12.2014,7.75
,21.12.2014,5.82
,22.12.2014,6.71
,23.12.2014,6.32
,24.12.2014,7.93
,25.12.2014,8.75
,26.12.2014,7.69
,27.12.2014,8.25
,28.12.2014,8.30
,29.12.2014,7.99
,30.12.2014,7.21
,31.12.2014,7.14
