@T,climate,,,,,,,,,,,,,
name,wind,,,,,,,,,,,,,
desc,wind speed,,,,,,,,,,,,,
,,,,,,,,,,,,,,
missing_val,-9999,,,,,,,,,,,,,
date_start,01.01.1960,,,,,,,,,,,,,
date_end,04.08.2013,,,,,,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tres,d,,,,,,,,,,,,,
unit,m/s,,,,,,,,,,,,,
,,,,,,,,,,,,,,
@H,date,wind[0],wind[1],wind[2],wind[3],wind[4],wind[5],wind[6],wind[7],wind[8],wind[9],wind[10],wind[11],wind[12]
name,,Artern,Erfurt,Schmuecke,Leinefelde,Eichelborn-ILMS,Geraberg-ILMS,Gossel-ILMS,Kirchheim-ILMS,Oberhof-ILMS,Ohrdruf-ILMS,Riechheim-ILMS,Wandersleben-ILMS,Wipfra-ILMS
ID,,198,1270,4501,2925,1,2,3,4,5,6,7,8,9
elevation,,164,316,937,356,297,481,495,265,753,334,385,268,390
,15.04.1999,3,3.7,4.7,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.04.1999,1.7,1.3,1.7,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.04.1999,2.3,2.7,2,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.04.1999,3.7,3.3,2.7,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.04.1999,1.7,2.3,1.7,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.04.1999,2,2,2.7,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.04.1999,1.3,3.7,3.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.04.1999,3,3.3,4,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.04.1999,1.3,2,2.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.04.1999,2.3,2.3,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.04.1999,2,2,2.3,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.04.1999,3,2.7,3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.04.1999,2.7,2.7,2.7,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.04.1999,1.7,1.7,2,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.04.1999,2,1.7,2.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.04.1999,1.7,1.3,1.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.05.1999,2.3,2,2,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.05.1999,2,2.3,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.05.1999,1.3,1.7,2.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.05.1999,4.7,3.7,4.7,5.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.05.1999,5,3.7,3.7,4.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.05.1999,2.7,2,2,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.05.1999,2,2.3,2.3,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.05.1999,2,3,3.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.05.1999,1.7,2.7,2.7,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.05.1999,2.3,3,4,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.05.1999,2.7,3.3,3.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.05.1999,2.3,2.7,3,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.05.1999,2.7,4.3,3.7,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.05.1999,1.7,2.3,2.3,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.05.1999,3.3,3.7,2.7,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.05.1999,1.3,2,2,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.05.1999,4,3.7,4.3,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.05.1999,4.3,3.3,4.7,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.05.1999,3,3,3,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.05.1999,2,2.7,2.7,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.05.1999,2,3,3,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.05.1999,2.3,2.7,2.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.05.1999,2.3,2.7,2.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.05.1999,2.3,2,2.3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.05.1999,1.7,2.3,2,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.05.1999,1,1.3,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.05.1999,1.3,2,2.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.05.1999,1.3,2,2.3,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.05.1999,1.3,1.7,1.7,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.05.1999,2.3,2.3,3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.05.1999,2.7,3,2.7,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.06.1999,1.3,2,1.7,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.06.1999,1.7,2,3.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.06.1999,2.7,3.3,3.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.06.1999,3.3,3.3,4.3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.06.1999,2.7,4.3,4.7,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.06.1999,2.7,3,4.7,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.06.1999,2.3,2,2,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.06.1999,2.3,3,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.06.1999,2.3,2,1.7,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.06.1999,1.3,1.7,1.7,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.06.1999,1.3,1.3,2,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.06.1999,1.7,1,1.7,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.06.1999,1.3,1.7,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.06.1999,2.3,2,3.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.06.1999,2,2.3,3,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.06.1999,1.3,1.3,3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.06.1999,2.7,2.7,2.7,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.06.1999,2.3,2.3,3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.06.1999,1.7,2.3,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.06.1999,3,3.3,4.7,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.06.1999,2,2.7,2.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.06.1999,2.7,3.3,3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.06.1999,1.3,2,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.06.1999,1.3,1.7,2.3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.06.1999,2,1.7,2.3,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.06.1999,1.3,1.3,2.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.06.1999,2,2.3,3.7,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.06.1999,2.3,3.3,4.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.06.1999,2,3,4.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.06.1999,2.3,2.7,3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.07.1999,1.7,2,3.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.07.1999,2.3,2,3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.07.1999,2,3.3,4,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.07.1999,1.3,2,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.07.1999,2.3,3,3,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.07.1999,1,1.7,2.3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.07.1999,2,1.3,3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.07.1999,2.7,2.3,3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.07.1999,3.3,2.7,4.3,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.07.1999,3.7,3,4,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.07.1999,4,2.7,3.3,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.07.1999,2.3,2,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.07.1999,2,2.3,3.3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.07.1999,2.3,3,3.7,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.07.1999,2.7,3,3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.07.1999,2.3,2.3,2.3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.07.1999,1.3,2,2.7,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.07.1999,1.3,2,2.7,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.07.1999,1.3,2.7,2.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.07.1999,2.3,3.7,4.3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.07.1999,3.7,4,4.3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.07.1999,3.3,3.7,3.7,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.07.1999,3,3.7,2.7,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.07.1999,2.3,2.7,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.07.1999,0.7,1.3,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.07.1999,2.7,2.7,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.07.1999,2.7,2.3,4,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.07.1999,3,2.3,3.7,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.07.1999,2.7,2,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.07.1999,1.3,2,2.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.07.1999,2,2.3,2.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.08.1999,2.7,1.7,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.08.1999,1.7,2,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.08.1999,2,2,0.7,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.08.1999,2,2,2,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.08.1999,1.7,3.3,3.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.08.1999,1.3,2.3,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.08.1999,2,3.3,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.08.1999,1.7,2.3,3.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.08.1999,2.7,3.3,4,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.08.1999,2.7,3.3,3.7,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.08.1999,2.7,2.3,2.7,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.08.1999,2.3,2.3,2.3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.08.1999,1.3,2,1.3,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.08.1999,1.7,4,5.3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.08.1999,4,4,4,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.08.1999,2.3,3,3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.08.1999,2.3,3.7,3.7,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.08.1999,3,3.7,4,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.08.1999,4.7,5,5.7,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.08.1999,4,4.7,4,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.08.1999,3.3,2.3,2.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.08.1999,1.7,2.3,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.08.1999,1.3,1.7,1.7,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.08.1999,1.3,1.7,2,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.08.1999,2.3,2,3.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.08.1999,1.3,3.7,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.08.1999,1.7,2,2.3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.08.1999,1.3,1.7,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.08.1999,1.3,1.3,3,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.08.1999,1,2,2.7,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.08.1999,1.7,2.7,2.3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.09.1999,2.7,3.3,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.09.1999,2,1.7,3.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.09.1999,3,1.7,3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.09.1999,2.3,1.3,3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.09.1999,2.3,2.7,2.7,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.09.1999,1.7,1.7,2.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.09.1999,1.7,2.3,3.3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.09.1999,1.3,1.7,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.09.1999,1.3,1.7,2,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.09.1999,2,1.7,2.7,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.09.1999,2,2.3,2.3,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.09.1999,1.3,2,2.3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.09.1999,1.7,1,2.3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.09.1999,1.3,2,1.7,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.09.1999,2.7,2,2.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.09.1999,1.7,2.7,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.09.1999,1,2.3,2.7,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.09.1999,1.7,2,2.3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.09.1999,2.7,2,3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.09.1999,1.7,3,3.7,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.09.1999,2,2.7,3.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.09.1999,2.7,4,4.7,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.09.1999,2.7,3.7,4.3,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.09.1999,2,3.3,3.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.09.1999,2.3,2.3,3.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.09.1999,2.7,2.3,4,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.09.1999,2.3,4,5,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.09.1999,4,3.3,4.7,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.09.1999,3.7,4.3,5.3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.09.1999,4,5,5.7,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.10.1999,4.7,5.3,5.7,4.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.10.1999,4.3,5.3,6,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.10.1999,4,4.3,5.3,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.10.1999,2.7,2.7,4,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.10.1999,1.7,2,3,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.10.1999,2.3,3,3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.10.1999,3,2.7,3.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.10.1999,3.3,3.7,4,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.10.1999,4,4,4.7,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.10.1999,2.7,3.7,4.7,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.10.1999,2.7,3.3,3,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.10.1999,2.7,2,1.7,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.10.1999,1,1.7,1.7,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.10.1999,2.3,3,3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.10.1999,1.7,2.3,2.7,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.10.1999,1,1.7,3.3,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.10.1999,0.7,1.7,3.7,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.10.1999,3.7,2.7,4.7,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.10.1999,3.3,2.7,4.7,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.10.1999,3.7,3,4.7,4.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.10.1999,3.3,2.3,3.7,4.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.10.1999,2,2,2.7,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.10.1999,2,3,3.3,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.10.1999,2.3,3,4.3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.10.1999,2.3,3,5,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.10.1999,3.7,4.7,5,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.10.1999,3.7,3,4.3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.10.1999,1.7,3,4,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.10.1999,1.3,2,2,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.10.1999,1.7,1.3,3.7,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.10.1999,4,4,4,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.11.1999,1.3,3,5.3,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.11.1999,2,2.7,3.3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.11.1999,2,2.3,2.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.11.1999,1,1,3.7,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.11.1999,1,3.3,4.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.11.1999,3,3,5,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.11.1999,3,3.7,3.7,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.11.1999,2,3.3,3,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.11.1999,2.7,3,3.3,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.11.1999,4,4,3.7,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.11.1999,3.3,3,3.7,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.11.1999,2.3,1.7,3.3,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.11.1999,2,1.3,1.7,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.11.1999,2.3,3.3,3.3,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.11.1999,1.3,2,3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.11.1999,1,1.7,3.7,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.11.1999,3.7,4,4,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.11.1999,2.7,3.3,4,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.11.1999,1.7,1.7,1.7,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.11.1999,2.7,2.3,2,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.11.1999,1.7,2,2,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.11.1999,2.7,3.3,5,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.11.1999,0.7,2.7,2.7,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.11.1999,2,2,1,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.11.1999,2.3,3.3,4,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.11.1999,3,3.3,4.3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.11.1999,3,4.3,4.3,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.11.1999,1.7,2.3,4.7,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.11.1999,2.3,3,5,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.11.1999,3.7,4.7,4.7,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.12.1999,4.7,5.3,5,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.12.1999,5.3,5.3,5,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.12.1999,5,6.3,6.7,5.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.12.1999,3.7,4.3,4.7,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.12.1999,3.7,4.3,4.3,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
