@T,climate
name,rainfall
desc,measured rainfall

missing_val,-9999
date_start,01.01.1980
date_end,13.08.2013
date_format,dd.MM.yyyy

tres,d
unit,mm

@H,date,Alperstedt,Artern,Arnstadt,Boesleben,Crawinkel,Dachwig,Dienstedt,Dosdorf,Eichelborn-ILMS,Elgersburg,Erfurt (Flugwewa),Erfurt-Egstedt,Erfurt-Frienstedt,Erfurt-Weimar,Finsterbergen,Floh,Frankenhain,Gehlberg,Geraberg-ILMS,Gossel-ILMS,Graefenroda,Graefinau-Angstedt,Herrenhof,Ilmenau,Kirchheim-ILMS,Kleiner Inselsberg,Luisenthal,Luisenthal Talsperre,Martinroda,Moenchenholzhausen,Molschleben,Muehlberg,Oberhof,Oberhof (Forsth. Sattelbach,Oberhof-ILMS,Oberschoenau,Ohrdruf-ILMS,Riechheim-ILMS,Schmuecke (WST),Sondershausen,Stadtilm,Stuetzerbach,Tambach-Dietharz,Tambach-Dietharz (Forsthaus,Tambach-Dietharz (Talsperre,Tuettleben,Waltershausen,Wandersleben-ILMS,Wipfra-ILMS
,06.03.1980,1.3,4,1.3,2.5,7.4,2.3,3.4,2.6,-9999,20.4,1.1,0,0.5,-9999,7.2,2,11.2,18,-9999,-9999,8.7,5.5,5,7.7,-9999,8.3,6.3,8.9,20.48,1.2,1.2,1,17.68,20.8,-9999,9.8,-9999,-9999,11.1,1.2,10.7,16.5,9,10.7,12,1.3,6.7,-9999,-9999
,07.03.1980,0,1.7,0.9,0.3,2.3,0.1,1.1,0.3,-9999,4,0.1,1.6,1,-9999,3.6,1.8,8.7,8.7,-9999,-9999,1.4,1,0.4,5.2,-9999,3,2.1,3.1,4.02,0,0.3,0,8.55,1.5,-9999,3.8,-9999,-9999,4.3,1.6,4.4,3.5,5.3,6.5,1.7,0,0.9,-9999,-9999
,08.03.1980,0.2,0,0.5,1.6,0.4,0.2,2.2,0.6,-9999,1.4,0.6,0.8,2,-9999,0,0.2,1.2,1.8,-9999,-9999,0,2.5,0.1,0.9,-9999,0.2,0.3,0.9,1.41,1.4,0.2,0,1.77,1.5,-9999,0.5,-9999,-9999,1.5,0,3.4,0.8,0,0,0,0,0.1,-9999,-9999
,09.03.1980,4.7,0.2,1.9,3,0.3,0.8,2.2,1.4,-9999,0,2.9,3.8,6,-9999,0,0,0.3,0,-9999,-9999,0.8,0,1,0,-9999,0.2,0.4,1.2,0,0.3,1.1,0.3,0,0.4,-9999,0,-9999,-9999,0.7,0.7,0,0.1,0,0,0,0.4,0,-9999,-9999
,10.03.1980,0,0.2,0,0.1,0.9,0.2,0,0.4,-9999,0.9,0,0,0.5,-9999,0,0.3,1,1.8,-9999,-9999,0.7,1.1,0.1,0,-9999,0.8,0.6,1.6,0.9,0,0.2,0,1.77,2.1,-9999,0.2,-9999,-9999,1.2,0,1.3,2.1,0.7,0.2,1.5,0,0.3,-9999,-9999
,11.03.1980,0,0,1,0.4,0.5,0.1,0.2,0.9,-9999,2.6,0,0,0,-9999,0.3,2.9,3.8,2.5,-9999,-9999,2.4,0.3,2.3,2.6,-9999,1.5,2.3,2.9,2.61,0,0.2,0,2.46,2.8,-9999,1,-9999,-9999,3.5,0,3,1.3,2,3,0.5,0,1.4,-9999,-9999
,12.03.1980,0.4,0.1,2.1,1,1,0.5,2.2,1.7,-9999,0.5,0.2,1,0.8,-9999,0.2,2,0.4,0.6,-9999,-9999,0.5,2,0,0,-9999,2.3,0.3,0.4,0.5,0,0.5,3.8,0.59,1.6,-9999,2.8,-9999,-9999,1.3,1.3,1.2,0.2,0.4,0.2,1,0.5,1.6,-9999,-9999
,13.03.1980,0.1,0,0.1,0.6,0.9,0.1,0,0.2,-9999,0.1,1,0,0.2,-9999,0,0.4,0.2,0.7,-9999,-9999,0.4,0.3,0,0,-9999,0.6,0.4,0.2,0.1,0,0,0,0.69,0.7,-9999,2.1,-9999,-9999,1.8,0,4.5,0.2,0.3,1.5,0,0,0.4,-9999,-9999
,14.03.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0.1,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,15.03.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,16.03.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0.2,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,17.03.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,18.03.1980,1.2,1.1,0.2,0.6,0.7,1.6,0,0.6,-9999,0.2,0.1,1,2,-9999,0,0,0.3,0,-9999,-9999,0.4,0.5,0.2,0,-9999,0,0,0,0.2,0.9,1.8,0.6,0,0,-9999,0,-9999,-9999,0.1,1.7,0,0.1,0,0,0.5,0.8,0,-9999,-9999
,19.03.1980,4.3,2.2,8.8,8,7,6.3,7.2,9.3,-9999,8.1,1.8,9.3,6.5,-9999,4.2,1.1,8.1,7.8,-9999,-9999,8,7.8,8.6,5.5,-9999,5.5,7.8,5.8,8.13,7,5.9,11.1,7.66,7.9,-9999,2.5,-9999,-9999,4.7,3.5,0,6.5,6.4,8.4,3,6.4,3.5,-9999,-9999
,20.03.1980,0,0,0.1,0,0.9,0,0,0,-9999,0.5,0,0,0.5,-9999,1.4,0.4,1.6,2.1,-9999,-9999,0,0.6,0.2,2.6,-9999,1,0.8,0.5,0.5,0.3,0,0,2.06,4.5,-9999,0.2,-9999,-9999,0.7,0,0,1.4,1.3,1.9,4.5,0,0,-9999,-9999
,21.03.1980,0.1,0,0,0,0,0.3,0,0,-9999,0,0,0,0.1,-9999,0,0,0,2.8,-9999,-9999,0,0,0,0,-9999,0.8,0,0,0,0,0.8,0,2.75,1.9,-9999,0,-9999,-9999,0,0,0,0,0,0.2,0,1.6,0.1,-9999,-9999
,22.03.1980,1,0.9,0,0,0,1.6,0,0,-9999,0,1.2,1,2.9,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0.1,0,0,0.3,0,0,0,0,-9999,0,-9999,-9999,0.1,1.7,3.9,0,0,0,0,0,0,-9999,-9999
,23.03.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,4.4,0,0,0,0,0,0,-9999,-9999
,24.03.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0.2,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,25.03.1980,0,0,0,0,0,0.3,0,0,-9999,0,0.6,0.5,0.5,-9999,0,0,0,0,-9999,-9999,0.1,0,0,0,-9999,0.2,0,0,0,0.2,0,0,0,0,-9999,0,-9999,-9999,0.1,0,1.4,0,0,0,0,0,0,-9999,-9999
,26.03.1980,0.2,0.6,1.1,0.6,0.3,0.7,1.2,0.7,-9999,2.6,0.8,1,2,-9999,2.6,2.2,2.3,5.9,-9999,-9999,1.5,0.4,0.2,1.1,-9999,3.5,1,1.5,2.61,3.4,4.5,1.8,5.8,5.8,-9999,4.3,-9999,-9999,4.2,2,5.1,1.2,3.4,2.4,2.5,2.1,1,-9999,-9999
,27.03.1980,0.7,1.7,0.9,1,2.7,0.9,1.4,1.1,-9999,0.9,1.9,1.9,1.6,-9999,15.9,6.9,7.5,15,-9999,-9999,3,1.1,2.6,8.2,-9999,15,3.7,7,0.9,0.8,0.2,2,14.73,19,-9999,8.3,-9999,-9999,18.4,4.2,36.9,10.8,8.5,11,6,2.8,3.2,-9999,-9999
,28.03.1980,0.6,2.7,1.6,0.5,2.8,0.6,0.9,0.5,-9999,1.2,0.2,1.5,1,-9999,9.6,5,6.6,5.6,-9999,-9999,2.2,1,2,3.2,-9999,9.2,3.2,4.5,1.2,0.9,0.5,0.9,5.5,9,-9999,5.6,-9999,-9999,7.9,3.7,2.5,5.8,9.5,9.1,7.5,0.5,4.5,-9999,-9999
,29.03.1980,0,2.7,0.5,0.7,4.5,1.9,0.4,0.6,-9999,3.8,0.2,0.3,0.5,-9999,5.3,1.9,5,6.8,-9999,-9999,2.4,1.4,2.6,4.2,-9999,4.9,4.7,3.9,3.81,0.8,2,1,6.68,5.9,-9999,2.8,-9999,-9999,2.9,3.8,3.4,1.1,5.7,6.7,3.5,1.3,2.8,-9999,-9999
,30.03.1980,0.6,0,2.2,2.1,3.5,1.3,2.4,3.6,-9999,7,1.7,0.5,0.4,-9999,6.8,3.2,6.4,7.5,-9999,-9999,6.8,5.1,3.6,4.5,-9999,8.8,4.5,7.6,7.03,0.9,1.7,2.7,7.37,8.3,-9999,2.3,-9999,-9999,7,0.8,2.3,2.8,6.4,6.9,6,2.2,1.9,-9999,-9999
,31.03.1980,0.2,0,1.7,1.5,3.8,0.7,2.8,1.8,-9999,0.4,0.5,1,1,-9999,1.2,3.8,2.2,1.3,-9999,-9999,3,3.8,1.4,4.7,-9999,2,2.4,1.8,0.4,0.2,1.5,1.3,1.28,2.9,-9999,3.5,-9999,-9999,3.2,0,0.9,1.3,1.3,1.1,1,1,2,-9999,-9999
,01.04.1980,7.5,11.1,6.6,9.5,12,7.4,6,7.8,-9999,11.4,8.4,6,8,-9999,17,13.8,10.6,21.7,-9999,-9999,14.2,7.2,9,11.1,-9999,19.8,12.7,17.5,11.44,7.2,7,5.3,21.32,30.6,-9999,27.3,-9999,-9999,15.1,5.9,0.5,14.6,14.1,17.4,16,8.1,7.9,-9999,-9999
,02.04.1980,3.3,2.6,1,2.2,12.9,2.4,0.2,4.5,-9999,2.6,2.6,1.6,2,-9999,16.5,5.8,12.6,14.6,-9999,-9999,6.5,2.6,6,7.5,-9999,10.4,11.6,11.2,2.61,4.3,2,2,14.34,12.3,-9999,6.4,-9999,-9999,9.7,8,0,4.5,14.8,16.6,12,4.2,7,-9999,-9999
,03.04.1980,0.3,2.2,6.6,9.2,14.9,1.7,12.6,13.3,-9999,8.4,6.2,12,5,-9999,5,7.9,15.2,16.5,-9999,-9999,15.6,10.6,7,1.9,-9999,10.5,11.6,15.4,8.43,7.6,1.5,8.5,16.21,24,-9999,14.4,-9999,-9999,17.7,1.6,0,16.8,11.4,4.8,5,2.1,6.1,-9999,-9999
,04.04.1980,0.5,1.2,1.2,2.5,2.7,0.3,2.1,2.2,-9999,1.4,1.7,2.6,1,-9999,2.5,2.2,2.2,3.6,-9999,-9999,1,3.5,2.6,2.4,-9999,5,2.3,2.6,1.41,4.1,1,1.5,3.54,4,-9999,5.2,-9999,-9999,8,0.2,0,4.6,0.4,2.2,9.8,0.4,1.5,-9999,-9999
,05.04.1980,0,0,0.3,0.4,0.9,0,0,0.2,-9999,0.9,0.2,0,0.2,-9999,1.1,0.9,1.2,1.6,-9999,-9999,1.7,0.7,0,0.9,-9999,0,0.2,0.3,0.9,0,0.2,0.3,1.57,2.7,-9999,1.2,-9999,-9999,2.6,0,0,1.9,0.8,0.7,1.3,0.3,0,-9999,-9999
,06.04.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0.2,0,0,0,0,0,0.4,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0.1,0,-9999,-9999
,07.04.1980,0.1,0,1.4,2,1.9,0.6,0.8,2.5,-9999,5.3,1,0.5,1,-9999,0.9,1.1,1.8,2.5,-9999,-9999,2.4,3.1,2,0.2,-9999,2,1.7,2,5.32,1.1,0.9,0.6,2.46,1.7,-9999,3,-9999,-9999,3,0.2,0,2.1,0,0.7,1,1,2,-9999,-9999
,08.04.1980,0.2,3.2,3.9,5,2.2,0.8,1,5.1,-9999,4,1.2,1.5,1.5,-9999,4.2,2.5,3,1.6,-9999,-9999,2.5,3,3.4,0.8,-9999,4.8,2.6,3.4,4.02,2.4,3.6,5.2,1.57,2.8,-9999,2.4,-9999,-9999,6.6,6.2,0,0.5,2.6,2.7,1.5,0.8,3.1,-9999,-9999
,09.04.1980,1.8,0.5,0,0.4,3,0.9,1,1.1,-9999,2.4,0.2,0,0.5,-9999,4.9,4.1,1,5.8,-9999,-9999,2.7,1.1,4,0.7,-9999,5.8,5,6.3,2.41,0.7,2.6,1,5.7,4.5,-9999,6.9,-9999,-9999,5.7,2,0.5,2.1,5.1,3.3,3,3,2.7,-9999,-9999
,10.04.1980,1.3,0.8,1.2,1.7,1.2,0.5,0.9,1.8,-9999,1,1.5,2.5,1.3,-9999,2.5,3.2,1,2,-9999,-9999,1.5,1.4,2.5,1.7,-9999,2,2.4,2,1,0.3,0.6,2.1,1.96,1.5,-9999,3,-9999,-9999,4.5,1,14,2.7,1.8,1.8,2,2.3,2.4,-9999,-9999
,11.04.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0.2,0,0,0,-9999,-9999,0,0.4,0,1.1,-9999,0,0,0,0,0,0,0,0,0.4,-9999,0.1,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,12.04.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,13.04.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,14.04.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,15.04.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,16.04.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,17.04.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,18.04.1980,0,0,0,0.2,0,0.3,0.9,0.2,-9999,0.4,0,0,0,-9999,1.3,0.2,0.6,1.5,-9999,-9999,0.2,0,0,0,-9999,1.9,0.1,0.1,0.4,0,0.6,0.7,1.47,2,-9999,3.1,-9999,-9999,3.7,0,0,0.8,0.8,0.7,0.2,0.5,0.2,-9999,-9999
,19.04.1980,3.5,2.8,0.3,1.3,2.5,5.8,3.8,1.3,-9999,1.4,4.5,6.5,3,-9999,4.9,1,2,2,-9999,-9999,1.6,1.1,2,2.3,-9999,5.1,1.9,3.3,1.41,8.1,8,1.4,1.96,5.9,-9999,3.9,-9999,-9999,11,3,0,2.8,3.3,3.2,1.8,3.2,1.1,-9999,-9999
,20.04.1980,0.2,0.2,0.5,0.5,2.4,0.3,0.3,0.6,-9999,2.4,0.3,4,1,-9999,1.5,4,0.3,5.2,-9999,-9999,2.2,3.4,0.5,2.9,-9999,7.7,3.4,5,2.41,1.1,0.6,0.6,5.11,15.2,-9999,6.2,-9999,-9999,10.1,0.6,0,3.4,5.6,6.5,1.5,1.1,1.1,-9999,-9999
,21.04.1980,0.6,0.3,0,1,3.6,1.1,0.5,1,-9999,1.3,1.4,2.7,1,-9999,1.2,0.2,0.5,8.7,-9999,-9999,3.6,1,0,0,-9999,0.5,0.1,0.8,1.31,0.7,0.2,0.8,8.55,3.6,-9999,0.7,-9999,-9999,4.9,0,0,2.8,0.4,0.3,0.5,0.2,0.4,-9999,-9999
,22.04.1980,0,0,0.6,1,2.3,0.5,0,1.8,-9999,0.2,0.1,0.8,0.5,-9999,2,0.1,0.9,4.2,-9999,-9999,1.6,1.2,0.1,1,-9999,0.8,0.4,0,0.2,0,0.2,0.8,4.13,2.3,-9999,2.4,-9999,-9999,1.9,0,0,3.1,3.2,3.5,1.5,0.9,1.7,-9999,-9999
,23.04.1980,0.5,1.5,6.4,2.3,3.1,0.1,11.1,3.1,-9999,7.3,0.6,3,0.5,-9999,6.1,5.6,3.3,8.2,-9999,-9999,6.3,7.8,0.1,7,-9999,4.2,2.3,4.2,7.33,1.1,1.3,1.4,8.05,15.1,-9999,9.8,-9999,-9999,14.4,0,0,10.1,5.3,3.5,5,1.4,2,-9999,-9999
,24.04.1980,16.5,15.9,30.1,35.5,32.7,13.6,45.7,33.9,-9999,15.1,19.9,33.3,15,-9999,26.5,24.8,36.8,32.2,-9999,-9999,36.7,37.1,27.5,35.1,-9999,24.2,27.3,32.3,15.16,42.1,16.2,27.2,31.63,29.2,-9999,32.6,-9999,-9999,29.7,9.1,0,29.2,30.1,26.5,27.5,18.2,17.7,-9999,-9999
,25.04.1980,2,2.2,2.8,2.8,2.3,3.7,2.4,2,-9999,2,2.3,3,2.5,-9999,5.9,6.6,2,1.9,-9999,-9999,2.5,2.3,4,2.2,-9999,6.3,2.5,3,2.01,2.3,4.1,2.9,1.87,2.7,-9999,5.9,-9999,-9999,2.9,5,0.7,1.3,3.2,4.5,3,4.1,6.3,-9999,-9999
,26.04.1980,1.9,8.5,0.6,0.5,0.8,0.6,3.8,0.3,-9999,0.4,0.4,1,2,-9999,0.7,0.1,2.8,0.2,-9999,-9999,0.4,0.5,0,0,-9999,1.3,0.6,1,0.4,1.5,0.8,1,0.2,4.8,-9999,0,-9999,-9999,0.2,1.9,0,0,0.3,0.9,4,3,0.6,-9999,-9999
,27.04.1980,7.8,9.2,3.8,5.3,1.6,9.7,5.3,4.7,-9999,3.1,6.2,6.1,6,-9999,10.2,6.1,2.9,8.2,-9999,-9999,3.6,5,3.1,2.9,-9999,13.1,2.8,4,3.11,9.9,5,3,8.05,8.1,-9999,9.8,-9999,-9999,9.3,7.9,0,6.3,4.6,6.1,0.5,5.2,4.3,-9999,-9999
,28.04.1980,0.2,0,0.1,1.8,1.3,0.3,0,0.3,-9999,0.4,0,0.5,0.5,-9999,0.4,0.1,0.3,3.5,-9999,-9999,0.4,0.8,0,0.3,-9999,1.8,0.9,1.5,0.4,0.3,1,1,3.44,1.5,-9999,1.2,-9999,-9999,1.7,0,0,0.9,1.8,1.6,1,0.3,0,-9999,-9999
,29.04.1980,0,0.8,0.6,0.7,4.5,0.2,5,1.7,-9999,0.3,0.3,2,0.5,-9999,1.6,2.5,5.9,2.8,-9999,-9999,2.5,1.7,4,1.7,-9999,3.9,1.8,3.2,0.3,0,0.6,0.4,2.75,2.8,-9999,4.1,-9999,-9999,1.1,0,2.3,2.4,2,1.4,2,0.5,3.8,-9999,-9999
,30.04.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.4,0,0,0.2,0,0,0,-9999,-9999
,01.05.1980,0,0,0,0,0,0,0,0,-9999,0.4,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0.4,0,0.2,0,0,0,-9999,0,-9999,-9999,0,0,9.5,0,0,0,0,0,0,-9999,-9999
,02.05.1980,0,0,0,0,0.5,0,0,0.1,-9999,0.8,0,0,0,-9999,0.6,0,0.5,0,-9999,-9999,0.2,0,0.5,0,-9999,1,0.4,0.5,0.8,0.2,0.3,0,0,0,-9999,0,-9999,-9999,0.1,0,8,0.7,0.9,1.4,1,1.5,0.1,-9999,-9999
,03.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.2,0,0,0,0,0,0,-9999,-9999
,04.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,1.2,0,0,0,0,0,0,-9999,-9999
,05.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,06.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,07.05.1980,0.6,0,1.1,0.1,2.4,1.8,0.2,0.1,-9999,1.9,2,0.6,1.5,-9999,0.5,1.6,2,4.3,-9999,-9999,0.9,0.5,0,0.8,-9999,0.2,4.7,4.5,1.91,1.4,0.8,4.5,4.22,0,-9999,7.2,-9999,-9999,0.7,0.4,0,0.9,0.6,0.1,0.5,0.8,0,-9999,-9999
,08.05.1980,8.3,4.6,9.4,11.8,15.2,6.4,14.9,13.1,-9999,12,9.8,9.5,9.5,-9999,10.5,8.6,13.5,14.4,-9999,-9999,13.9,12.8,12.6,11.9,-9999,13.8,15.8,18.2,12.05,9.8,6,12.7,14.15,14.2,-9999,12.1,-9999,-9999,7.9,6.6,2.8,13.5,16.2,13.5,15.5,6.7,8.2,-9999,-9999
,09.05.1980,0,0,0,0,0.4,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0.2,0,0.2,0,-9999,0,0,0,0,0,0,0,0,0.2,-9999,0,-9999,-9999,0.1,0,0,0.3,0,0,0,0,0,-9999,-9999
,10.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,1.6,0,0,0,0,0,0,-9999,-9999
,11.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.9,0,0,0,0,0,0,-9999,-9999
,12.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,1.5,0,0,0,0,0,0,-9999,-9999
,13.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,4.4,0,0,0,0,0,0,-9999,-9999
,14.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,1.3,0,0,0,0,0,0,-9999,-9999
,15.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,16.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,17.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,13.6,0,0,0,0,0,0,-9999,-9999
,18.05.1980,0,0,0.2,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0.2,2,0,0.2,-9999,0,-9999,-9999,0.4,0,0.5,0,0,0,0,0,0,-9999,-9999
,19.05.1980,0.6,0.2,0.3,0,0,1,0,0.4,-9999,0,0.3,0.5,1.3,-9999,0,0,0,0,-9999,-9999,0.3,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0.2,0,2,0,0,0,0,0,0,-9999,-9999
,20.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0.2,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0.1,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.8,0,0,0,0,0,0,-9999,-9999
,21.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0.3,0,0,0,-9999,-9999,0,0,0,0,-9999,0.5,0.1,0.2,0,0,0,0,0,1.2,-9999,1.6,-9999,-9999,0.5,0,3,0,0,0.9,0,0,0,-9999,-9999
,22.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0.2,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0.2,0.2,-9999,0,-9999,-9999,0.1,0,1.8,0.1,0,0,0,0,0,-9999,-9999
,23.05.1980,0.5,1.3,0.3,1.3,0,0.4,0.3,0.5,-9999,0,1.3,1.8,1.5,-9999,0,0,0.2,0,-9999,-9999,0.5,0,0,0,-9999,0,0.3,0,0,0.7,1.1,0,0,0,-9999,0.1,-9999,-9999,0,0,0.2,0,0.3,0.1,0,0,0,-9999,-9999
,24.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0.2,0,0,0,-9999,-9999,0,0,0,0,-9999,0.4,0,0,0,0,0,0,0,0,-9999,0.2,-9999,-9999,0.3,0,4.3,0.1,0,0.3,0,0,0.2,-9999,-9999
,25.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,6.8,0,0,0,0,0,0,-9999,-9999
,26.05.1980,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.2,0,0,0,0,0,0,-9999,-9999
,27.05.1980,0.3,0.4,4.9,3,2,0.3,2.1,1.5,-9999,2.8,0.2,1.5,0.4,-9999,3.8,3.3,2,2.3,-9999,-9999,2.4,2.1,1.8,2.9,-9999,5.8,1.8,2.5,2.81,3,0.2,0.7,2.26,4.7,-9999,1.1,-9999,-9999,2.5,2.7,2,6.8,2,2.6,0.5,0.3,1.1,-9999,-9999
,28.05.1980,4.9,5,1,0,2.4,0.5,0,0,-9999,2,0.2,0.4,0.5,-9999,8.8,0.6,1.7,0.8,-9999,-9999,1.3,2.2,1.4,1.8,-9999,10.1,4.2,6.2,2.01,7.7,1.5,0,0.79,2.6,-9999,3.3,-9999,-9999,1.4,1.2,0.2,2.4,9.5,11.7,5.5,0.1,0.8,-9999,-9999
