@T,B4D1D2D3D4,,,,
descr,average observed soil water content at probe B4 D1 D2 D3 D4 depths 30cm 60cm 90cm 150cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,04.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1577,,,
x,,513649,,,
y,,4495037.6,,,
,16.11.2003,0.152160218,0.246635362,0.227018453,0.224411516
,17.11.2003,0.151500394,0.245809278,0.226474503,0.223989964
,18.11.2003,0.151125558,0.245072839,0.225874331,0.223569174
,19.11.2003,0.152046297,0.244737543,0.22532369,0.223131771
,20.11.2003,0.152974392,0.245212928,0.225042531,0.222701817
,21.11.2003,0.15274137,0.245521485,0.224992448,0.222305837
,22.11.2003,0.150891255,0.244953439,0.22487478,0.221958827
,23.11.2003,0.147950116,0.243246685,0.224327073,0.221641273
,24.11.2003,0.145110893,0.240699358,0.223252259,0.221290473
,25.11.2003,0.144384761,0.238466561,0.221831012,0.220871512
,26.11.2003,0.143514323,0.237116323,0.220557824,0.220364384
,27.11.2003,0.142944327,0.235772592,0.219423482,0.219795062
,28.11.2003,0.141829162,0.234534094,0.218363054,0.219199653
,29.11.2003,0.142025566,0.233241496,0.217281842,0.218567401
,30.11.2003,0.144967725,0.233612643,0.216467335,0.217941144
,01.12.2003,0.146457562,0.235012556,0.216376173,0.217316698
,02.12.2003,0.14634075,0.235773104,0.21658554,0.216783831
,03.12.2003,0.146428983,0.236008725,0.216699703,0.216358365
,04.12.2003,0.145489069,0.235850712,0.216692333,0.216001495
,05.12.2003,0.143675244,0.234971247,0.216442408,0.215694967
,06.12.2003,0.142487446,0.233421015,0.215824621,0.21538075
,07.12.2003,0.143916035,0.232819062,0.215072929,0.215022354
,08.12.2003,0.14530313,0.233597551,0.214768684,0.214651219
,09.12.2003,0.144850197,0.233916523,0.214799049,0.214260272
,10.12.2003,0.144052575,0.233655654,0.21471467,0.213938191
,11.12.2003,0.142868916,0.23291428,0.214445933,0.213644294
,12.12.2003,0.141740129,0.231836533,0.213944001,0.213348265
,13.12.2003,0.140787632,0.230677392,0.213288854,0.213043628
,14.12.2003,0.140502662,0.229672955,0.212557809,0.212686154
,15.12.2003,0.140871521,0.229234156,0.211917311,0.212303922
,16.12.2003,0.139924952,0.228883828,0.211466387,0.211901475
,17.12.2003,0.139265338,0.227881136,0.210930442,0.211489673
,18.12.2003,0.139783278,0.227484396,0.210333097,0.211089093
,19.12.2003,0.139489271,0.227291516,0.20992864,0.21067628
,20.12.2003,0.139671559,0.226946438,0.209567924,0.21028148
,21.12.2003,0.140255604,0.226987839,0.209258188,0.209892728
,22.12.2003,0.140888447,0.227340854,0.209121455,0.20952785
,23.12.2003,0.140190946,0.227519538,0.209122532,0.209193026
,24.12.2003,0.139518643,0.22695091,0.208964342,0.208913099
,25.12.2003,0.13950503,0.226456483,0.208639627,0.208644153
,26.12.2003,0.139340628,0.226155294,0.208316101,0.208355163
,27.12.2003,0.139359767,0.225939893,0.208038826,0.208062827
,28.12.2003,0.139020715,0.225667568,0.207778533,0.207778987
,29.12.2003,0.138008024,0.225163865,0.207490586,0.207507857
,30.12.2003,0.137140873,0.224201844,0.207036031,0.207218661
,31.12.2003,0.137147801,0.223638556,0.206495364,0.206918875
,01.01.2004,0.13766396,0.223521321,0.206091435,0.206593966
,02.01.2004,0.13862718,0.223831825,0.205887503,0.206261857
,03.01.2004,0.151166017,0.224347469,0.205892592,0.205958502
,04.01.2004,0.139219012,0.224611726,0.20596575,0.205695166
,05.01.2004,0.138538328,0.224567648,0.206008009,0.205479389
,06.01.2004,0.137206756,0.223860111,0.205848473,0.205277315
,07.01.2004,0.135712076,0.222860906,0.205431186,0.205074047
,08.01.2004,0.135180631,0.222218606,0.204914572,0.20483682
,09.01.2004,0.135906185,0.222117271,0.204522935,0.204577546
,10.01.2004,0.137075034,0.222411057,0.204349172,0.204298104
,11.01.2004,0.138402854,0.222916293,0.204370148,0.204033844
,12.01.2004,0.139065053,0.223495216,0.204523541,0.203800665
,13.01.2004,0.13911024,0.223774782,0.20470574,0.203622708
,14.01.2004,0.13938507,0.223929489,0.204821472,0.20347979
,15.01.2004,0.139907184,0.224262339,0.204928212,0.203358775
,16.01.2004,0.14058492,0.224689303,0.205099786,0.203257717
,17.01.2004,0.141285681,0.225356972,0.205357563,0.203173387
,18.01.2004,0.141048268,0.225845376,0.205685847,0.203115499
,19.01.2004,0.140013366,0.225595178,0.205876343,0.203093579
,20.01.2004,0.139784055,0.225078257,0.205801196,0.203080724
,21.01.2004,0.139719423,0.224885027,0.205647172,0.203030948
,22.01.2004,0.139340489,0.224643844,0.205528583,0.202957512
,23.01.2004,0.139113602,0.224207858,0.205353298,0.20286824
,24.01.2004,0.139835325,0.224191458,0.205157762,0.202754089
,25.01.2004,0.140160605,0.22455977,0.205145473,0.202646697
,26.01.2004,0.139254068,0.22449771,0.205195155,0.20253602
,27.01.2004,0.137849766,0.223708333,0.205042515,0.202438703
,28.01.2004,0.137656062,0.222795386,0.204621402,0.20232708
,29.01.2004,0.138285018,0.222625977,0.216691968,0.202185721
,30.01.2004,0.138983212,0.222880283,0.204090975,0.202005275
,31.01.2004,0.139607927,0.22335551,0.204115417,0.201846396
,01.02.2004,0.1394977,0.223599806,0.20423499,0.201686523
,02.02.2004,0.13927077,0.223644269,0.204299756,0.201577458
,03.02.2004,0.138706564,0.223412915,0.204294021,0.201489543
,04.02.2004,0.138401231,0.22299622,0.20415635,0.201405175
,05.02.2004,0.138539042,0.222785689,0.20397697,0.201303735
,06.02.2004,0.138591034,0.222735709,0.203846981,0.201186897
,07.02.2004,0.138328313,0.222638921,0.203756137,0.201062022
,08.02.2004,0.137834187,0.222317476,0.203627125,0.200945453
,09.02.2004,0.1375815,0.222004056,0.203439738,0.200823001
,10.02.2004,0.137181303,0.221729906,0.203239975,0.200692944
,11.02.2004,0.136700633,0.221391742,0.203014474,0.200553234
,12.02.2004,0.135728914,0.221085725,0.20278907,0.200411391
,13.02.2004,0.132788962,0.220428611,0.202479053,0.200244346
,14.02.2004,0.131806486,0.219963743,0.202093921,0.200078504
,15.02.2004,0.132691824,0.21994115,0.20182333,0.199894221
,16.02.2004,0.134873806,0.220186236,0.201722792,0.199700932
,17.02.2004,0.136980531,0.220627695,0.20178295,0.199515865
,18.02.2004,0.138313369,0.221079197,0.201928117,0.199357644
,19.02.2004,0.14021398,0.222022429,0.20219325,0.199264131
,20.02.2004,0.140845628,0.222939337,0.202656981,0.199186488
,21.02.2004,0.141567633,0.2237949,0.203143331,0.199165201
,22.02.2004,0.141875917,0.224298174,0.203620349,0.199194267
,23.02.2004,0.143663519,0.225212634,0.204049661,0.199251977
,24.02.2004,0.144691992,0.226616054,0.204708277,0.199335333
,25.02.2004,0.144864971,0.227357373,0.205410427,0.199457014
,26.02.2004,0.146048193,0.228274891,0.205994629,0.199614777
,27.02.2004,0.146830455,0.229233015,0.206648839,0.199793401
,28.02.2004,0.147249403,0.23019168,0.207330343,0.20000932
,29.02.2004,0.146225409,0.230448305,0.20791359,0.200237785
,01.03.2004,0.144640329,0.229764686,0.208157465,0.200476716
,02.03.2004,0.144938105,0.229200167,0.208055939,0.200684645
,03.03.2004,0.145713789,0.229434844,0.208027646,0.200835111
,04.03.2004,0.14629326,0.229832658,0.208182893,0.200938659
,05.03.2004,0.146862503,0.230342965,0.208441504,0.201038757
,06.03.2004,0.146890503,0.230785551,0.208752176,0.201134524
,07.03.2004,0.147379132,0.231067748,0.209028389,0.201248874
,08.03.2004,0.149200838,0.231795186,0.209333422,0.201386004
,09.03.2004,0.151608643,0.233496413,0.209934361,0.201508875
,10.03.2004,0.153317757,0.235431588,0.210899943,0.201678393
,11.03.2004,0.15181741,0.23637216,0.211926916,0.201910132
,12.03.2004,0.151757727,0.236290054,0.212489576,0.202202348
,13.03.2004,0.153374116,0.236799728,0.212866877,0.202512494
,14.03.2004,0.153756984,0.237871894,0.213457776,0.202795858
,15.03.2004,0.154698274,0.238567471,0.214058378,0.203080314
,16.03.2004,0.154877233,0.239350708,0.214679337,0.203370196
,17.03.2004,0.155572993,0.23994719,0.21523592,0.203680713
,18.03.2004,0.157414179,0.241020876,0.215830116,0.203979651
,19.03.2004,0.158594929,0.242449706,0.216640824,0.2042895
,20.03.2004,0.160245053,0.243884867,0.217549326,0.204626842
,21.03.2004,0.160012369,0.245117404,0.218543949,0.204999235
,22.03.2004,0.160109858,0.245463557,0.219306546,0.205417415
,23.03.2004,0.161920347,0.246401995,0.219929188,0.205829013
,24.03.2004,0.162189276,0.247425404,0.220712884,0.206242509
,25.03.2004,0.163685617,0.24842224,0.221465922,0.206655611
,26.03.2004,0.165458052,0.250016788,0.222348492,0.207079557
,27.03.2004,0.166091917,0.251566084,0.223407514,0.207524314
,28.03.2004,0.163368947,0.251674215,0.224335382,0.208007929
,29.03.2004,0.160997936,0.250211515,0.22455717,0.208508119
,30.03.2004,0.161555083,0.249191868,0.224279479,0.208929332
,31.03.2004,0.163073574,0.249449138,0.224160174,0.209261071
,01.04.2004,0.16504317,0.25056598,0.224432671,0.209500141
,02.04.2004,0.166667317,0.252116954,0.225078844,0.209749167
,03.04.2004,0.165068026,0.25294077,0.225891828,0.2100443
,04.04.2004,0.162312325,0.25163813,0.226203654,0.210373543
,05.04.2004,0.164125733,0.251113323,0.225968852,0.210693662
,06.04.2004,0.165312795,0.251755492,0.226068506,0.210931551
,07.04.2004,0.166123844,0.252830437,0.226464771,0.211155403
,08.04.2004,0.164978252,0.252859987,0.226909211,0.211363521
,09.04.2004,0.164617968,0.252787706,0.227096665,0.211618825
,10.04.2004,0.160497467,0.251388484,0.227085291,0.211862924
,11.04.2004,0.157898218,0.248690751,0.226334934,0.212060483
,12.04.2004,0.157856306,0.246866198,0.225240153,0.21214601
,13.04.2004,0.159638464,0.246413979,0.224398993,0.212110528
,14.04.2004,0.163164109,0.247653402,0.224157487,0.211995193
,15.04.2004,0.166023595,0.249890987,0.224660742,0.211882908
,16.04.2004,0.167777123,0.252036909,0.225611665,0.211866811
,17.04.2004,0.169707632,0.253995114,0.226682429,0.211961932
,18.04.2004,0.170997651,0.255873641,0.227850481,0.21216693
,19.04.2004,0.170186457,0.256871052,0.228960186,0.212471316
,20.04.2004,0.170141735,0.257041877,0.229649775,0.212839105
,21.04.2004,0.169447592,0.257379189,0.230140022,0.213247028
,22.04.2004,0.16515097,0.255883135,0.230365723,0.213606753
,23.04.2004,0.162162132,0.253139415,0.229732553,0.213922743
,24.04.2004,0.16229934,0.251163465,0.228664031,0.214113487
,25.04.2004,0.165143691,0.251167694,0.227945,0.214164452
,26.04.2004,0.167850734,0.252220523,0.227884714,0.214138821
,27.04.2004,0.170184372,0.253765651,0.22823929,0.214094968
,28.04.2004,0.171929861,0.255572933,0.228979438,0.214113626
,29.04.2004,0.171630592,0.256925464,0.229874047,0.214240371
,30.04.2004,0.16760091,0.256028114,0.23041469,0.214446302
,01.05.2004,0.164765837,0.253589148,0.230041595,0.214672699
,02.05.2004,0.166234577,0.258363276,0.22920295,0.214829891
,03.05.2004,0.169269931,0.253118387,0.228861897,0.21486191
,04.05.2004,0.172399056,0.255137017,0.229250272,0.214836694
,05.05.2004,0.174986323,0.257478601,0.230175635,0.214880339
,06.05.2004,0.177802006,0.260026201,0.231410756,0.215021529
,07.05.2004,0.180313524,0.262700052,0.232891657,0.215286161
,08.05.2004,0.181739366,0.265074626,0.234505644,0.215665657
,09.05.2004,0.182832334,0.266892005,0.236008923,0.21615771
,10.05.2004,0.183289642,0.268307266,0.2373531,0.216717046
,11.05.2004,0.18331501,0.269190975,0.238469209,0.217320806
,12.05.2004,0.181610285,0.269531397,0.239436347,0.217936873
,13.05.2004,0.174113846,0.266904631,0.239703815,0.218523554
,14.05.2004,0.172759678,0.250747744,0.238482093,0.219000872
,15.05.2004,0.176442534,0.262219294,0.237213652,0.21927839
,16.05.2004,0.179237778,0.263561474,0.237003661,0.219356363
,17.05.2004,0.181216173,0.265312639,0.23747024,0.21941093
,18.05.2004,0.182575663,0.266821728,0.238219461,0.219514535
,19.05.2004,0.184814839,0.268194732,0.239016664,0.219712219
,20.05.2004,0.187500597,0.270575099,0.240045536,0.219981787
,21.05.2004,0.189282322,0.272388808,0.241284863,0.220311253
,22.05.2004,0.190059735,0.274570058,0.242566597,0.220724058
,23.05.2004,0.186219054,0.273581711,0.243561945,0.22121477
,24.05.2004,0.18670151,0.272904773,0.243770656,0.221711768
,25.05.2004,0.183813377,0.272448888,0.244063799,0.212091978
,26.05.2004,0.181653998,0.270211547,0.243755518,0.222554144
,27.05.2004,0.185034325,0.269876717,0.243161113,0.222850538
,28.05.2004,0.187223485,0.271562622,0.243319667,0.223029939
,29.05.2004,0.187503941,0.272658028,0.243949372,0.223196537
,30.05.2004,0.183746638,0.27202874,0.244396553,0.22342261
,31.05.2004,0.183077759,0.270241478,0.244068098,0.223685717
,01.06.2004,0.184840098,0.269950962,0.243610986,0.223875815
,02.06.2004,0.186632328,0.271030558,0.243667724,0.223993189
,03.06.2004,0.189560292,0.272716378,0.244097252,0.224094989
,04.06.2004,0.191663986,0.274811905,0.24494349,0.224228866
,05.06.2004,0.192642212,0.276213209,0.245965136,0.224453861
,06.06.2004,0.195205838,0.277983893,0.246925579,0.224748416
,07.06.2004,0.197158609,0.279859642,0.248088679,0.225113964
,08.06.2004,0.199641301,0.282012792,0.249359025,0.225553758
,09.06.2004,0.198990593,0.283564728,0.25071885,0.226053537
,10.06.2004,0.196867462,0.282915435,0.251543506,0.226609366
,11.06.2004,0.196691852,0.28240651,0.251737804,0.227162963
,12.06.2004,0.195880526,0.281988071,0.251828253,0.227644292
,13.06.2004,0.194118889,0.280593688,0.251680786,0.228039637
,14.06.2004,0.197104888,0.280559906,0.251334417,0.228359978
,15.06.2004,0.198497582,0.28167471,0.251566396,0.228580165
,16.06.2004,0.198874802,0.282929591,0.25211739,0.228809884
,17.06.2004,0.193567591,0.281434309,0.25244634,0.229074121
,18.06.2004,0.190015355,0.278235057,0.251678296,0.229338834
,19.06.2004,0.188599449,0.274467333,0.250226695,0.22950153
,20.06.2004,0.194472487,0.272265476,0.248482111,0.229471145
,21.06.2004,0.199664369,0.27228686,0.24748974,0.229273878
,22.06.2004,0.204650896,0.271300252,0.246841022,0.229019618
,23.06.2004,0.21506365,0.272247237,0.246331132,0.228771797
,24.06.2004,0.224288512,0.275199247,0.246823734,0.228553528
,25.06.2004,0.229669348,0.277397711,0.247924221,0.228433513
,26.06.2004,0.234148848,0.278877908,0.248912497,0.228470762
,27.06.2004,0.236054031,0.279323332,0.249731256,0.228631855
,28.06.2004,0.238377096,0.278892827,0.25006321,0.228849606
,29.06.2004,0.243702875,0.278507041,0.250112264,0.229073628
,30.06.2004,0.251131932,0.279747822,0.250412969,0.229261115
,01.07.2004,0.253552817,0.280996151,0.251124123,0.229438912
,02.07.2004,0.256117922,0.281974875,0.251799519,0.229665348
,03.07.2004,0.25817993,0.283042682,0.252495974,0.22991093
,04.07.2004,0.259851577,0.284055313,0.253196442,0.230199356
,05.07.2004,0.260406321,0.284582286,0.253842914,0.230519122
,06.07.2004,0.261242974,0.284873414,0.254306709,0.230856748
,07.07.2004,0.263407731,0.285621463,0.254707328,0.231168842
,08.07.2004,0.266414773,0.287171817,0.255318371,0.231531064
,09.07.2004,0.268565283,0.288997604,0.25622897,0.231886618
,10.07.2004,0.269731312,0.290486494,0.257244948,0.232248414
,11.07.2004,0.270483016,0.291550181,0.258173063,0.232672177
,12.07.2004,0.27250551,0.292868265,0.25901531,0.233132198
,13.07.2004,0.274690029,0.294542487,0.260001331,0.233597956
,14.07.2004,0.280520525,0.288065479,0.267265809,0.234493319
,15.07.2004,0.28139119,0.289335526,0.268379683,0.235152925
,16.07.2004,0.279962729,0.290186402,0.26828369,0.235734428
,17.07.2004,0.277171446,0.289250865,0.268963912,0.236395657
,18.07.2004,0.278527487,0.289043465,0.265104661,0.230561124
,19.07.2004,0.279597303,0.290003238,0.265299265,0.230956331
,20.07.2004,0.278400453,0.290313798,0.265663324,0.231301899
,21.07.2004,0.278787978,0.290580667,0.265826523,0.231637318
,22.07.2004,0.2773271,0.290846321,0.266015634,0.231948677
,23.07.2004,0.272185069,0.289512767,0.265884189,0.232237186
,24.07.2004,0.266550148,0.286272057,0.264886526,0.232482068
,25.07.2004,0.265986819,0.283368873,0.26317395,0.232591872
,26.07.2004,0.269514262,0.28284621,0.261722911,0.232491315
,27.07.2004,0.272450784,0.283646969,0.261091994,0.232266454
,28.07.2004,0.274574175,0.284287073,0.26093362,0.232053416
,29.07.2004,0.27690422,0.285189567,0.260933005,0.231876494
,30.07.2004,0.279790911,0.286668493,0.261184148,0.231760524
,31.07.2004,0.281544808,0.28819052,0.261721757,0.231722807
,01.08.2004,0.283481248,0.289653383,0.262337437,0.23177867
,02.08.2004,0.294854213,0.291775853,0.263080371,0.231978082
,03.08.2004,0.293527322,0.295487924,0.264148454,0.23220128
,04.08.2004,0.294603336,0.314299699,0.265072174,0.23245519
,05.08.2004,0.29532789,0.342706969,0.265902127,0.232741204
,06.08.2004,0.295244591,0.339328525,0.266583138,0.233064962
,07.08.2004,0.29522405,0.327598639,0.26706902,0.233400597
,08.08.2004,0.295161281,0.306648286,0.26743709,0.233727023
,09.08.2004,0.293975297,0.305552783,0.267683378,0.233991002
,10.08.2004,0.284360957,0.305212166,0.267942285,0.234230728
,11.08.2004,0.285251517,0.305503928,0.267989007,0.234501075
,12.08.2004,0.279315379,0.304860624,0.26761436,0.234721294
,13.08.2004,0.279348193,0.304916928,0.267154668,0.234859301
,14.08.2004,0.279688235,0.305091109,0.266896506,0.234936755
,15.08.2004,0.280167044,0.305997921,0.266841356,0.234994105
,16.08.2004,0.280676845,0.307079459,0.266964074,0.235052817
,17.08.2004,0.281065553,0.309136212,0.26723069,0.235115788
,18.08.2004,0.279898689,0.309974432,0.267537976,0.235205282
,19.08.2004,0.275414339,0.3092271,0.260482736,0.235307861
,20.08.2004,0.271172621,0.306759961,0.266651012,0.235404464
,21.08.2004,0.270264744,0.304871352,0.26519575,0.235391104
,22.08.2004,0.27210784,0.304895814,0.264010311,0.235222245
,23.08.2004,0.272337398,0.306086194,0.263554842,0.234976408
,24.08.2004,0.272541338,0.296022826,0.263408111,0.234730303
,25.08.2004,0.272678689,0.296464582,0.263354033,0.234536013
,26.08.2004,0.273364194,0.297186351,0.26339654,0.234384744
,27.08.2004,0.270194319,0.297356808,0.263530279,0.234268463
,28.08.2004,0.266168025,0.295205599,0.263047507,0.234190056
,29.08.2004,0.267117804,0.311687788,0.261895019,0.234081915
,30.08.2004,0.270393108,0.293948638,0.261122688,0.233865907
,31.08.2004,0.272969885,0.295244827,0.261059416,0.233633499
,01.09.2004,0.272964184,0.29596558,0.261325646,0.233409853
,02.09.2004,0.275655497,0.296628872,0.261536305,0.233313681
,03.09.2004,0.278018671,0.29786121,0.262010567,0.233238112
,04.09.2004,0.278613497,0.312984763,0.262563251,0.23321254
,05.09.2004,0.276091867,0.299120182,0.262929025,0.233260341
,06.09.2004,0.274292179,0.310294162,0.262743095,0.2333223
,07.09.2004,0.275390893,0.316245901,0.262190015,0.233343771
,08.09.2004,0.27680219,0.298132857,0.261925504,0.233293778
,09.09.2004,0.277830706,0.299163814,0.261897546,0.233281498
,10.09.2004,0.278088338,0.312799621,0.262205944,0.233261722
,11.09.2004,0.277462092,0.313308051,0.262441658,0.233254185
,12.09.2004,0.278244224,0.314044824,0.262495966,0.233267473
,13.09.2004,0.27835015,0.314642668,0.262650881,0.23325693
,14.09.2004,0.277745394,0.302275655,0.262832563,0.233252627
,15.09.2004,0.274861066,0.314607885,0.262814752,0.233298109
,16.09.2004,0.273846306,0.31348599,0.262307453,0.233330613
,17.09.2004,0.275006932,0.300688245,0.251620189,0.217597484
,18.09.2004,0.276464487,0.301529587,0.25137958,0.217521865
,19.09.2004,0.277497116,0.302714458,0.251536312,0.217449098
,20.09.2004,0.277222602,0.303483239,0.251719285,0.217303273
,21.09.2004,0.274625133,0.30360544,0.251724248,0.217219881
,22.09.2004,0.267863434,0.300741785,0.251168338,0.217208451
,23.09.2004,0.233897382,0.297552347,0.249504101,0.212867601
,24.09.2004,0.237630593,0.295734365,0.247734753,0.218394394
,25.09.2004,0.241153977,0.296195131,0.246679406,0.236200614
,26.09.2004,0.275338563,0.296958189,0.246321992,0.216134743
,27.09.2004,0.275535584,0.297787092,0.246255017,0.238173706
,28.09.2004,0.27449989,0.297866469,0.246243565,0.254471825
,29.09.2004,0.28521983,0.296922208,0.2782631,0.242615737
,30.09.2004,0.273809778,0.317594602,0.280526783,0.253973545
,01.10.2004,0.293133114,0.316347651,0.280033648,0.253711607
,02.10.2004,0.307588765,0.313550144,0.275887487,0.241850373
,03.10.2004,0.3077551,0.313171323,0.274243451,0.241490464
,04.10.2004,0.306700354,0.318304114,0.276095677,0.256609455
,05.10.2004,0.305412269,0.325586783,0.272804794,0.246530958
,06.10.2004,0.304125422,0.330812441,0.272539183,0.246065903
,07.10.2004,0.302629834,0.334056248,0.272243646,0.245666168
,08.10.2004,0.304919795,0.337082848,0.271675835,0.2453016
,09.10.2004,0.302579457,0.340343697,0.271324214,0.244927391
,10.10.2004,0.301632859,0.342933028,0.271050996,0.244579899
