@T,A1A2A3,,,,
descr,average observed soil water content at probes A1 A2 A3 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,18.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1570.333333,,,
x,,513651,,,
y,,4495344.667,,,
,05.04.2010,0.366855755,0.313012285,0.293798628,0.246301341
,06.04.2010,0.368002454,0.314091406,0.294157723,0.246699736
,07.04.2010,0.36665763,0.313911162,0.29465696,0.247276635
,08.04.2010,0.366868402,0.313623052,0.294815818,0.247765821
,09.04.2010,0.368511866,0.314207676,0.294961831,0.248135307
,10.04.2010,0.368623773,0.315080205,0.295346222,0.248584251
,11.04.2010,0.368300699,0.315458298,0.295755309,0.249109836
,12.04.2010,0.369147677,0.316309427,0.296083794,0.249701625
,13.04.2010,0.370174221,0.317396524,0.296566762,0.250354733
,14.04.2010,0.366508293,0.317810881,0.297256398,0.25115161
,15.04.2010,0.366555255,0.31776519,0.297599139,0.25195254
,16.04.2010,0.36497805,0.318247279,0.297945615,0.252681341
,17.04.2010,0.36127206,0.317469039,0.298237185,0.253376771
,18.04.2010,0.360125403,0.316219195,0.298124226,0.253887434
,19.04.2010,0.361726194,0.316693632,0.297997262,0.254217913
,20.04.2010,0.360505041,0.317395793,0.298114989,0.254532116
,21.04.2010,0.358285707,0.317439377,0.298362835,0.254967079
,22.04.2010,0.391559803,0.321121576,0.298446451,0.255454506
,23.04.2010,0.417324907,0.343177623,0.304124136,0.256105218
,24.04.2010,0.407169871,0.353314922,0.321789893,0.258364218
,25.04.2010,0.398318729,0.348507167,0.329102639,0.262927295
,26.04.2010,0.392933915,0.345249245,0.329093196,0.265084959
,27.04.2010,0.390024128,0.342610371,0.327642382,0.267920409
,28.04.2010,0.390720096,0.341503514,0.326152369,0.270247995
,29.04.2010,0.390718026,0.341040645,0.325245366,0.27192795
,30.04.2010,0.389529236,0.340195561,0.324955533,0.273626038
,01.05.2010,0.386094724,0.338026178,0.32397908,0.275182998
,02.05.2010,0.384558001,0.336574008,0.32262823,0.276258102
,03.05.2010,0.383675544,0.335361914,0.32146353,0.277014932
,04.05.2010,0.383040325,0.33484889,0.320429363,0.27757601
,05.05.2010,0.379593647,0.33422705,0.319650134,0.278103351
,06.05.2010,0.376292798,0.333212253,0.318847455,0.27856469
,07.05.2010,0.371233784,0.331452111,0.31796568,0.278865501
,08.05.2010,0.368245706,0.329355101,0.316719802,0.278807507
,09.05.2010,0.366809766,0.327709314,0.31535702,0.278451356
,10.05.2010,0.365526615,0.327050251,0.31404321,0.277967862
,11.05.2010,0.360385726,0.326492457,0.313300706,0.277736327
,12.05.2010,0.385582102,0.329222352,0.313102446,0.277625465
,13.05.2010,0.399839374,0.332575973,0.316780883,0.277996221
,14.05.2010,0.398814167,0.333410617,0.317379162,0.279097912
,15.05.2010,0.404249208,0.33710113,0.317734965,0.279636354
,16.05.2010,0.400741462,0.340287855,0.318747543,0.280170381
,17.05.2010,0.397018577,0.340415129,0.31914104,0.280457631
,18.05.2010,0.395490688,0.340112981,0.319093296,0.280626776
,19.05.2010,0.404136803,0.342343962,0.319343416,0.280985794
,20.05.2010,0.401210997,0.345127571,0.320403767,0.281541635
,21.05.2010,0.397317692,0.344156839,0.32082323,0.282096803
,22.05.2010,0.392704463,0.341896445,0.320362459,0.282383872
,23.05.2010,0.384943976,0.339032021,0.319479576,0.282513642
,24.05.2010,0.378561321,0.335547496,0.318173107,0.282340807
,25.05.2010,0.369427828,0.331073653,0.31679512,0.282115281
,26.05.2010,0.365224858,0.32779157,0.315241428,0.281789734
,27.05.2010,0.361569753,0.32519028,0.313848942,0.281417397
,28.05.2010,0.354580481,0.32063364,0.312265579,0.281018805
,29.05.2010,0.344444729,0.314723631,0.310712919,0.280682786
,30.05.2010,0.333267112,0.308717713,0.309199501,0.280400902
,31.05.2010,0.323603202,0.301412207,0.307024147,0.279920232
,01.06.2010,0.314151714,0.295416105,0.304685311,0.279241664
,02.06.2010,0.306616339,0.291465134,0.302477402,0.278482501
,03.06.2010,0.300058918,0.288416917,0.300284245,0.277743007
,04.06.2010,0.293497618,0.283929205,0.296991489,0.276693639
,05.06.2010,0.284766181,0.278716024,0.292608189,0.275290944
,06.06.2010,0.275296413,0.274291153,0.288461419,0.273773964
,07.06.2010,0.267261294,0.271187544,0.284947498,0.272381761
,08.06.2010,0.259920073,0.269057353,0.281705132,0.270998584
,09.06.2010,0.252232295,0.266117393,0.278409919,0.269488105
,10.06.2010,0.244550807,0.262769154,0.273883307,0.267110794
,11.06.2010,0.239919904,0.260908112,0.2703452,0.264978017
,12.06.2010,0.278240726,0.259081638,0.270861364,0.265829306
,13.06.2010,0.27572529,0.258354135,0.27101679,0.266199761
,14.06.2010,0.296540075,0.26360134,0.269873382,0.265296625
,15.06.2010,0.305641319,0.265235365,0.268172401,0.263542209
,16.06.2010,0.303422261,0.265756374,0.266943891,0.261730278
,17.06.2010,0.294488518,0.266253872,0.265625174,0.259417673
,18.06.2010,0.281846722,0.265784263,0.263769063,0.257029257
,19.06.2010,0.27073864,0.265100185,0.261427258,0.25463952
,20.06.2010,0.260673276,0.264930347,0.25946789,0.252716914
,21.06.2010,0.250342466,0.26412773,0.25735097,0.250523886
,22.06.2010,0.23637895,0.262474875,0.254644269,0.247807939
,23.06.2010,0.223703335,0.260158302,0.251999732,0.245194019
,24.06.2010,0.213004496,0.257385596,0.249534623,0.243116078
,25.06.2010,0.203814252,0.254956036,0.246951124,0.241013951
,26.06.2010,0.1965659,0.254085078,0.244991257,0.23918083
,27.06.2010,0.189341983,0.252484159,0.244084038,0.238372491
,28.06.2010,0.184494616,0.250463317,0.242280614,0.237057007
,29.06.2010,0.180090502,0.249377073,0.240463913,0.235498554
,30.06.2010,0.175772068,0.248759764,0.239011432,0.234082202
,01.07.2010,0.171923484,0.248228689,0.237915848,0.232935077
,02.07.2010,0.169055273,0.248004877,0.237175285,0.232069425
,03.07.2010,0.166168228,0.247406618,0.236512654,0.231252559
,04.07.2010,0.19691026,0.24699085,0.236179787,0.230853969
,05.07.2010,0.276981988,0.249234934,0.236778578,0.23212029
,06.07.2010,0.277389921,0.251430232,0.23658964,0.232854234
,07.07.2010,0.286035358,0.251013461,0.236461149,0.233259481
,08.07.2010,0.296018275,0.249193484,0.236055541,0.233580885
,09.07.2010,0.30179088,0.248950345,0.235391466,0.23344005
,10.07.2010,0.305472846,0.24964643,0.235136421,0.233289534
,11.07.2010,0.307440316,0.250563031,0.235150164,0.233126453
,12.07.2010,0.309770424,0.251874325,0.235387229,0.23309926
,13.07.2010,0.312163247,0.253616202,0.235850242,0.233216764
,14.07.2010,0.314589657,0.25589825,0.236593777,0.233491508
,15.07.2010,0.315523648,0.257705729,0.237477813,0.233929245
,16.07.2010,0.317448988,0.259590015,0.238315755,0.234447796
,17.07.2010,0.318772823,0.261510284,0.239272803,0.235085557
,18.07.2010,0.320065555,0.263380771,0.240266855,0.235781237
,19.07.2010,0.319828444,0.264709531,0.241237818,0.236567814
,20.07.2010,0.318464928,0.265388371,0.241932559,0.237242001
,21.07.2010,0.317556979,0.265187893,0.242310958,0.237864708
,22.07.2010,0.326745494,0.258441573,0.242150708,0.23843639
,23.07.2010,-9999,-9999,-9999,-9999
,24.07.2010,0.339044239,0.251905841,0.24227792,0.23933457
,25.07.2010,0.338784688,0.253075251,0.242835751,0.239772378
,26.07.2010,0.338708385,0.254041507,0.24333657,0.240163344
,27.07.2010,0.338096892,0.255181916,0.243961024,0.240673228
,28.07.2010,-9999,-9999,-9999,-9999
,29.07.2010,0.333954074,0.256093601,0.245136281,0.241864483
,30.07.2010,0.331187804,0.255326341,0.245212332,0.242264133
,31.07.2010,0.330146966,0.254196877,0.245007784,0.242537542
,01.08.2010,0.343760732,0.253545692,0.244687648,0.242654761
,02.08.2010,0.374287342,0.257544288,0.244373644,0.242627681
,03.08.2010,0.374779098,0.262215055,0.243949412,0.242519109
,04.08.2010,0.372524029,0.262918489,0.243935647,0.242369194
,05.08.2010,0.370120701,0.262959967,0.245044665,0.24219198
,06.08.2010,0.369318535,0.263830838,0.246526522,0.242083558
,07.08.2010,0.369135185,0.26519759,0.24787208,0.242054193
,08.08.2010,0.369606428,0.267117914,0.249098078,0.242212073
,09.08.2010,0.368425666,0.268989076,0.250282273,0.242610834
,10.08.2010,0.365928401,0.2695144,0.251121833,0.243153642
,11.08.2010,0.365942124,0.270286767,0.251496669,0.243695536
,12.08.2010,0.365471345,0.271434702,0.251916455,0.244256133
,13.08.2010,0.363736155,0.271921577,0.252324004,0.244860445
,14.08.2010,0.361828004,0.272114555,0.252523847,0.245416048
,15.08.2010,0.359977894,0.271682149,0.25246644,0.245842642
,16.08.2010,0.359165752,0.271636789,0.252292182,0.24614185
,17.08.2010,0.35588393,0.270776422,0.252066004,0.246326814
,18.08.2010,0.356168019,0.270297374,0.251590255,0.246387221
,19.08.2010,0.356215292,0.271066342,0.251462771,0.246428637
,20.08.2010,0.353641618,0.270471129,0.251493262,0.24654289
,21.08.2010,0.353894118,0.270282465,0.251246508,0.246637342
,22.08.2010,0.354776738,0.270948854,0.251237369,0.246697193
,23.08.2010,0.35428525,0.271962421,0.25159825,0.246923576
,24.08.2010,0.349695177,0.271006139,0.251850933,0.247228659
,25.08.2010,0.348552406,0.269605465,0.251382515,0.247321316
,26.08.2010,0.348676803,0.269364075,0.250926772,0.247242597
,27.08.2010,0.348978339,0.269767654,0.250812858,0.247193838
,28.08.2010,0.349534842,0.27062154,0.251040427,0.247284412
,29.08.2010,0.348591252,0.271297101,0.251501295,0.247558887
,30.08.2010,0.346930384,0.271443343,0.251885572,0.24791845
,31.08.2010,0.344758679,0.270823392,0.252014156,0.248234295
,01.09.2010,0.343336174,0.269992133,0.251801824,0.24838907
,02.09.2010,0.341566988,0.269302898,0.251510245,0.248444517
,03.09.2010,0.338517279,0.267893781,0.251052558,0.248370591
,04.09.2010,0.337904681,0.266605138,0.250298039,0.248121613
,05.09.2010,0.338331453,0.266381323,0.249736224,0.247809777
,06.09.2010,0.337340136,0.266538632,0.249566874,0.247618302
,07.09.2010,0.333746751,0.265460585,0.24936021,0.247490947
,08.09.2010,0.334149058,0.264405388,0.248709848,0.247244343
,09.09.2010,0.334171166,0.264188066,0.248276913,0.2469723
,10.09.2010,0.333435814,0.264354177,0.248134665,0.246787495
,11.09.2010,0.330701878,0.263625023,0.248015036,0.246680893
,12.09.2010,0.33695239,0.262623048,0.24758198,0.246524983
,13.09.2010,0.328194904,0.261918635,0.247129411,0.246301464
,14.09.2010,0.327924031,0.261675591,0.246792781,0.246047594
,15.09.2010,0.327555971,0.261875356,0.246664498,0.245873457
,16.09.2010,0.32613022,0.261886043,0.246700299,0.245803094
,17.09.2010,0.324488597,0.261455909,0.246687758,0.245803931
,18.09.2010,0.322622922,0.261224427,0.246588409,0.245803172
,19.09.2010,0.319580614,0.259489459,0.246244312,0.245703857
,20.09.2010,0.320161026,0.258712659,0.245592629,0.245457554
,21.09.2010,0.319885708,0.258817806,0.245322335,0.245186303
,22.09.2010,0.318869431,0.258892868,0.245235943,0.264865575
,23.09.2010,0.316110583,0.257926877,0.245069074,0.244929539
,24.09.2010,0.314104347,0.25644299,0.244578111,0.244743924
,25.09.2010,0.313642552,0.255660889,0.243996267,0.244433187
,26.09.2010,0.313079854,0.255238006,0.243578093,0.244093967
,27.09.2010,0.313783371,0.255351716,0.243353309,0.243821971
,28.09.2010,0.312729054,0.255664873,0.243397305,0.2436521
,29.09.2010,0.312251017,0.255700237,0.243460427,0.243627361
,30.09.2010,0.310288928,0.255628316,0.243548549,0.243636475
,01.10.2010,0.308693234,0.254885599,0.243418621,0.243662165
,02.10.2010,0.306721993,0.254278858,0.243153894,0.24359931
,03.10.2010,0.304507391,0.252820884,0.24269585,0.243411794
,04.10.2010,0.30420489,0.251868937,0.242035964,0.243076852
,05.10.2010,0.304708611,0.251518149,0.241528731,0.242696569
,06.10.2010,0.305531496,0.252018235,0.24132513,0.242383698
,07.10.2010,0.304442113,0.251859019,0.241303344,0.242189871
,08.10.2010,0.304274588,0.251886762,0.241212468,0.242081977
,09.10.2010,0.300818354,0.251006822,0.241110815,0.241977124
,10.10.2010,0.299144134,0.249761745,0.240640963,0.241803769
,11.10.2010,0.297234256,0.248149881,0.240005306,0.241453235
,12.10.2010,0.296074036,0.247160998,0.208714283,0.240981954
,13.10.2010,0.292806788,0.245478617,0.238555165,0.240439273
,14.10.2010,0.291919751,0.243732555,0.237586789,0.239780235
,15.10.2010,0.292049192,0.24279022,0.236668708,0.23902536
,16.10.2010,0.292571105,0.242524325,0.235979167,0.238316506
,17.10.2010,0.291245435,0.242039214,0.235540987,0.237733368
,18.10.2010,0.291541432,0.241728073,0.235056597,0.237207078
,19.10.2010,0.289027244,0.240780565,0.234629316,0.236710544
,20.10.2010,0.288907186,0.239729084,0.233963785,0.236175193
,21.10.2010,0.288792344,0.239209075,0.233379703,0.235606163
,22.10.2010,0.288585798,0.238989429,0.232955854,0.235074864
,23.10.2010,0.287638586,0.238349919,0.232568934,0.234596668
,24.10.2010,0.285470686,0.237155959,0.23207814,0.234117979
,25.10.2010,0.284901006,0.236306767,0.231450962,0.233583317
,26.10.2010,0.280298083,0.234497196,0.230900923,0.232995022
,27.10.2010,0.277581426,0.232067393,0.229891979,0.232253369
,28.10.2010,0.275539524,0.229955382,0.228659102,0.231295977
,29.10.2010,0.276240653,0.228438339,0.227431584,0.230268569
,30.10.2010,0.278949927,0.228305022,0.226467674,0.229236776
,31.10.2010,0.281775701,0.229291008,0.226042637,0.228413248
,01.11.2010,0.282549646,0.23018156,0.226028364,0.227875303
,02.11.2010,0.281436406,0.230281526,0.22608843,0.227560672
,03.11.2010,0.283135846,0.230428628,0.226009697,0.227302105
,04.11.2010,0.2812085,0.230533188,0.226021036,0.227079763
,05.11.2010,0.279278336,0.229354231,0.225814399,0.226890806
,06.11.2010,0.280567095,0.228739842,0.225363744,0.226551359
,07.11.2010,0.281997557,0.229055525,0.225089098,0.226157666
,08.11.2010,0.281339344,0.229209861,0.2250132,0.225852448
,09.11.2010,0.281024779,0.229067657,0.224913623,0.225639412
,10.11.2010,0.27683705,0.227807774,0.224729774,0.225415451
,11.11.2010,0.274500626,0.226024565,0.224099832,0.225021863
,12.11.2010,0.271781671,0.224009039,0.223208847,0.224427475
,13.11.2010,0.270014417,0.2221459,0.222142357,0.223694981
,14.11.2010,0.268747288,0.220646372,0.221081733,0.222823929
,15.11.2010,0.268102408,0.219553493,0.220132733,0.22193127
,16.11.2010,0.267929618,0.218606254,0.219279992,0.221052573
,17.11.2010,0.269070859,0.218049305,0.218547308,0.220233368
,18.11.2010,0.272369845,0.217251204,0.217943797,0.219490233
,19.11.2010,0.279004504,0.216452755,0.217307911,0.218762369
,20.11.2010,0.284782801,0.215987622,0.216716186,0.218075576
,21.11.2010,0.289002914,0.21529528,0.216197247,0.217417282
,22.11.2010,0.292082278,0.214822646,0.215667599,0.216777587
,23.11.2010,0.293027695,0.214221732,0.215179452,0.216188829
,24.11.2010,0.293538892,0.213354373,0.214646136,0.215563158
,25.11.2010,0.292986064,0.212520088,0.214020068,0.214916556
,26.11.2010,0.291529083,0.211555484,0.21334732,0.214228394
,27.11.2010,0.290137189,0.210807634,0.212629815,0.213479413
,28.11.2010,0.289228156,0.210356744,0.211963442,0.21273821
,29.11.2010,0.289094191,0.210117572,0.211409984,0.212027234
,30.11.2010,0.287501369,0.209974426,0.210952172,0.211378983
,01.12.2010,0.284661914,0.209673915,0.210529761,0.210789085
,02.12.2010,0.286152719,0.209484333,0.210088588,0.210206675
,03.12.2010,0.286606114,0.209448684,0.209736359,0.209673824
,04.12.2010,0.286959959,0.209499054,0.20946287,0.209207007
,05.12.2010,0.287883189,0.20962956,0.209272316,0.208801545
,06.12.2010,0.288944949,0.209803216,0.20911575,0.208449176
,07.12.2010,0.289819696,0.20994086,0.209005656,0.208157555
,08.12.2010,0.290664919,0.210185325,0.208932544,0.207896563
,09.12.2010,0.291580272,0.210345588,0.208876972,0.207653501
,10.12.2010,0.29284885,0.21088676,0.208883906,0.207472839
,11.12.2010,0.293139486,0.211386608,0.208982041,0.20733956
,12.12.2010,0.292541254,0.211346353,0.209038975,0.20724807
,13.12.2010,0.292456642,0.211147603,0.208940042,0.207125751
,14.12.2010,0.293259832,0.211373002,0.208801505,0.206940457
,15.12.2010,0.293996363,0.211943444,0.20882823,0.206766732
,16.12.2010,0.293349674,0.21228253,0.208923233,0.20667181
,17.12.2010,0.292592488,0.212065279,0.208895978,0.206586426
,18.12.2010,0.291877745,0.211786772,0.208741241,0.206441367
,19.12.2010,0.291097595,0.211553975,0.208520656,0.206233897
,20.12.2010,0.290747531,0.211427031,0.208290037,0.206002109
,21.12.2010,0.290706173,0.211468581,0.208112492,0.205740708
,22.12.2010,0.290535722,0.211522754,0.207980564,0.20549513
,23.12.2010,0.289972125,0.211491532,0.207879315,0.205284468
,24.12.2010,0.289823665,0.21146501,0.207758995,0.205078463
,25.12.2010,0.289431296,0.211525754,0.207673036,0.204885577
,26.12.2010,0.287843081,0.211441269,0.207604848,0.204703376
,27.12.2010,0.285887222,0.211298475,0.207505531,0.204542444
,28.12.2010,0.285427231,0.211193909,0.20736083,0.204334196
,29.12.2010,0.282121191,0.211105895,0.207259034,0.204139106
,30.12.2010,0.281695203,0.211011433,0.207147487,0.203947862
,31.12.2010,0.279976805,0.210960506,0.207059815,0.203746309
,01.01.2011,0.269940675,0.210821931,0.20696844,0.203574689
,02.01.2011,0.259008705,0.210571389,0.206793473,0.203412614
,03.01.2011,0.254727305,0.210267002,0.206578053,0.203229027
,04.01.2011,0.24889055,0.209952563,0.20636467,0.203027317
,05.01.2011,0.246353786,0.209624648,0.206179181,0.202806618
,06.01.2011,0.244976579,0.209314937,0.205942269,0.202574999
,07.01.2011,0.249799282,0.209106326,0.205733599,0.202351625
,08.01.2011,0.252962401,0.20897864,0.205633638,0.202137335
,09.01.2011,0.259346922,0.208895252,0.205557209,0.201965227
,10.01.2011,0.258619748,0.208841549,0.205493289,0.201784503
,11.01.2011,0.250193716,0.208752216,0.205489915,0.201673949
,12.01.2011,0.239555633,0.208419653,0.205429446,0.201583286
,13.01.2011,0.235128413,0.208010709,0.205225748,0.201424705
,14.01.2011,0.242980287,0.207833826,0.204988268,0.20125523
,15.01.2011,0.250199925,0.207744868,0.204872539,0.201080109
,16.01.2011,0.254843063,0.20771866,0.204813079,0.200934745
,17.01.2011,0.259506927,0.207747619,0.204778786,0.200781996
,18.01.2011,0.264176842,0.207849185,0.204745054,0.20069637
,19.01.2011,0.26812281,0.207973886,0.204777323,0.200617246
,20.01.2011,0.27061471,0.20812776,0.204783349,0.200572506
,21.01.2011,0.267929143,0.208325491,0.204824616,0.200542075
,22.01.2011,0.264969663,0.208499479,0.204856001,0.20050778
,23.01.2011,0.264093958,0.208626614,0.204863332,0.200469615
,24.01.2011,0.261922013,0.208721676,0.204867917,0.200441531
,25.01.2011,0.255379104,0.208801833,0.204858482,0.2003906
,26.01.2011,0.25941701,0.208720367,0.204777844,0.200334493
,27.01.2011,0.263308244,0.208717255,0.204726386,0.200274465
,28.01.2011,0.266170774,0.208736027,0.20470387,0.200209177
,29.01.2011,0.268876135,0.208784775,0.204690478,0.200154632
,30.01.2011,0.271766651,0.20886875,0.204697458,0.200119244
,31.01.2011,0.273529463,0.208998789,0.204755358,0.200076442
,01.02.2011,0.256266605,0.209151466,0.204831781,0.20006428
,02.02.2011,0.216432535,0.208798302,0.204798276,0.200053381
,03.02.2011,0.189160505,0.207995435,0.204494058,0.19990379
,04.02.2011,0.191534761,0.207181609,0.203991898,0.199709324
,05.02.2011,0.199422395,0.20652677,0.203643162,0.199536228
,06.02.2011,0.20604581,0.206176475,0.203433091,0.199364585
,07.02.2011,0.199727474,0.205988541,0.203240223,0.199042762
,08.02.2011,0.198419863,0.205621932,0.203044285,0.19878902
,09.02.2011,0.191312516,0.20503709,0.202933849,0.198613019
,10.02.2011,0.186354271,0.203954197,0.202735149,0.210795683
,11.02.2011,0.185323655,0.201924545,0.202460198,0.198252708
,12.02.2011,0.187798674,0.199593811,0.202217105,0.198089932
,13.02.2011,0.195332631,0.198665601,0.202139001,0.198062419
,14.02.2011,0.205625424,0.199402839,0.202088738,0.197944535
,15.02.2011,0.213659099,0.201042248,0.202106446,0.197844016
,16.02.2011,0.221114243,0.202805254,0.2021718,0.197793671
,17.02.2011,0.228177929,0.20416864,0.20223956,0.197787749
,18.02.2011,0.234111708,0.20501579,0.20232747,0.197770078
,19.02.2011,0.239127112,0.2056585,0.202412461,0.19778771
,20.02.2011,0.245764135,0.206308462,0.20249832,0.197816119
,21.02.2011,0.255085372,0.206850242,0.202587124,0.197833937
,22.02.2011,0.259809802,0.207220719,0.202671529,0.197892567
,23.02.2011,0.264778277,0.207547362,0.202765397,0.197943245
,24.02.2011,0.269633538,0.207879314,0.202888079,0.198008935
,25.02.2011,0.272848037,0.208183205,0.203014716,0.198059006
,26.02.2011,0.275113214,0.208450575,0.203101545,0.19813021
,27.02.2011,0.276299859,0.208670497,0.203223433,0.198221426
,28.02.2011,0.276506895,0.208884456,0.203325782,0.198286383
,01.03.2011,0.277538414,0.209092716,0.203444422,0.198381903
,02.03.2011,0.28027195,0.209433493,0.203559645,0.198459664
,03.03.2011,0.285915151,0.209858406,0.203726308,0.198571857
,04.03.2011,0.297532783,0.210636189,0.203997659,0.198694793
,05.03.2011,0.302737826,0.211315592,0.204352773,0.198879959
,06.03.2011,0.302584821,0.211518883,0.204604212,0.199094073
,07.03.2011,0.302518857,0.211734147,0.204734528,0.199287248
,08.03.2011,0.302143621,0.211887536,0.204796562,0.199398364
,09.03.2011,0.302063502,0.212065774,0.204791556,0.199458572
,10.03.2011,0.303426138,0.212599691,0.204812771,0.19948962
,11.03.2011,0.306430553,0.214019111,0.205032245,0.199551369
,12.03.2011,0.308803959,0.216014343,0.205549635,0.199739761
,13.03.2011,0.311072582,0.217861893,0.20629235,0.200111338
,14.03.2011,0.311348908,0.219612294,0.207112076,0.200627181
,15.03.2011,0.313278919,0.220870159,0.207840634,0.201231912
,16.03.2011,0.313865979,0.222378451,0.208589507,0.201823852
,17.03.2011,0.316230088,0.223885259,0.209318772,0.202454594
,18.03.2011,0.317287652,0.225845151,0.210161777,0.203122199
,19.03.2011,0.316742982,0.227029138,0.211051192,0.203849507
,20.03.2011,0.317445297,0.227979169,0.211756435,0.204562103
,21.03.2011,0.318213766,0.229064085,0.212440284,0.205215343
,22.03.2011,0.319660832,0.230509416,0.213122545,0.205857638
,23.03.2011,0.318606264,0.231459427,0.213920537,0.206528147
,24.03.2011,0.31761375,0.231910705,0.214515826,0.207159591
,25.03.2011,0.315975155,0.231696668,0.214884896,0.20770875
,26.03.2011,0.316264099,0.231585697,0.215015247,0.208100304
,27.03.2011,0.316050138,0.231952346,0.215203604,0.208386702
,28.03.2011,0.316169944,0.232123035,0.215416485,0.208633753
,29.03.2011,0.316917278,0.232763179,0.215659414,0.208872635
,30.03.2011,0.316442611,0.233358156,0.216039815,0.209129353
,31.03.2011,0.317113608,0.233642472,0.216345892,0.209429807
,01.04.2011,0.31975032,0.234982666,0.216667766,0.209738436
,02.04.2011,0.320395154,0.236527673,0.217315685,0.210153609
,03.04.2011,0.320704336,0.238072626,0.218033955,0.210726901
,04.04.2011,0.314815755,0.23720431,0.218711082,0.211369518
,05.04.2011,0.315169677,0.235786067,0.218550471,0.211760199
,06.04.2011,0.317542477,0.236414915,0.21845888,0.211914988
,07.04.2011,0.317512779,0.236841509,0.218768133,0.212085923
,08.04.2011,0.319802983,0.237667595,0.219080677,0.212326209
,09.04.2011,0.321473657,0.239211688,0.219635197,0.212644212
,10.04.2011,0.320854009,0.240429222,0.220383358,0.213128473
,11.04.2011,0.32135312,0.237049794,0.210659162,0.206766056
,12.04.2011,0.322178314,0.236964201,0.210859728,0.207229679
,13.04.2011,0.322175603,0.237271715,0.211150943,0.207654977
,14.04.2011,0.320228742,0.237199027,0.211393525,0.207992629
,15.04.2011,0.317723824,0.236003056,0.211263828,0.208173243
,16.04.2011,0.318659981,0.234899715,0.2106946,0.208130271
,17.04.2011,0.321368731,0.234901797,0.210249205,0.207943556
,18.04.2011,0.323957637,0.23577717,0.210262348,0.207844054
,19.04.2011,0.325005097,0.23680164,0.210659672,0.207951285
,20.04.2011,0.324360508,0.237261781,0.211118281,0.208189967
,21.04.2011,0.32511377,0.237256798,0.211345263,0.208426954
,22.04.2011,0.326197378,0.237879876,0.211559379,0.208630043
,23.04.2011,0.325857297,0.23780974,0.211798923,0.208846155
,24.04.2011,0.326252653,0.237213316,0.211700491,0.208948942
,25.04.2011,0.328314883,0.237269103,0.211526986,0.208943378
,26.04.2011,0.330928142,0.237889075,0.211584373,0.208965228
,27.04.2011,0.331452876,0.237993621,0.211742976,0.209036131
,28.04.2011,0.332760734,0.237962913,0.211738777,0.209084023
,29.04.2011,0.335899039,0.238904889,0.211843024,0.209150283
,30.04.2011,0.334954565,0.23980938,0.21230618,0.209338313
,01.05.2011,0.333745561,0.239645319,0.212526873,0.209558042
,02.05.2011,0.333904849,0.239598823,0.212486052,0.209669985
,03.05.2011,0.334589733,0.240118765,0.212497971,0.209720874
,04.05.2011,0.336204546,0.241174451,0.212659578,0.209729467
,05.05.2011,0.335811675,0.268577099,-9999,0.191565893
,06.05.2011,-9999,-9999,-9999,-9999
,07.05.2011,0.271180522,0.227786012,0.18508693,0.182588956
,08.05.2011,0.274878963,0.229892004,0.186416591,0.18337426
,09.05.2011,0.277583832,0.232207494,0.187755131,0.18411828
,10.05.2011,0.278483354,0.233975273,0.189113384,0.184940562
,11.05.2011,0.277777586,0.235152376,0.190274403,0.185790901
,12.05.2011,0.31251556,0.23449978,0.190933891,0.186469556
,13.05.2011,0.316548803,0.24679822,0.190612656,0.186893182
,14.05.2011,0.313218152,0.265395073,0.190160267,0.186855388
,15.05.2011,0.30898016,0.273704247,0.190792361,0.186728771
,16.05.2011,0.30798136,0.27949981,0.192883094,0.186590898
,17.05.2011,0.308272385,0.285185008,0.19486319,0.186457106
,18.05.2011,0.307201607,0.289028514,0.196417162,0.186557293
,19.05.2011,-9999,-9999,-9999,-9999
,20.05.2011,-9999,-9999,-9999,-9999
,21.05.2011,0.324613286,0.326287067,0.238606851,0.188802043
,22.05.2011,0.321933062,0.324898304,0.249874081,0.19472318
,23.05.2011,0.321622278,0.324588336,0.256024487,0.198606836
,24.05.2011,0.319359506,0.324542589,0.261699653,0.200447604
,25.05.2011,0.316156723,0.323103522,0.266825514,0.203582979
,26.05.2011,0.315766249,0.322045521,0.270595689,0.21151136
,27.05.2011,-9999,-9999,-9999,-9999
,28.05.2011,0.31539504,0.321973947,0.276281083,0.223575257
,29.05.2011,0.314691642,0.321396848,0.278008656,0.225725679
,30.05.2011,0.31685424,0.321680731,0.278878499,0.227012411
,31.05.2011,-9999,-9999,-9999,-9999
,01.06.2011,-9999,-9999,-9999,-9999
,02.06.2011,-9999,-9999,-9999,-9999
,03.06.2011,-9999,-9999,-9999,-9999
,04.06.2011,-9999,-9999,-9999,-9999
,05.06.2011,-9999,-9999,-9999,-9999
,06.06.2011,-9999,-9999,-9999,-9999
,07.06.2011,-9999,-9999,-9999,-9999
,08.06.2011,0.321739895,0.327772599,0.285412046,0.233500508
,09.06.2011,0.332113941,0.330365605,0.286218542,0.234309124
,10.06.2011,0.328354722,0.330947772,0.288892538,0.235271445
,11.06.2011,0.326562206,0.3299089,0.290740959,0.236632036
,12.06.2011,0.326295854,0.329477852,0.291180587,0.237852759
