@T,A1A2A3,,,,
descr,average observed soil water content at probes A1 A2 A3 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,18.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1570.333333,,,
x,,513651,,,
y,,4495344.667,,,
,02.12.2004,0.270613099,0.242409678,0.203525542,0.147096886
,03.12.2004,0.269521526,0.241247774,0.202714672,0.146465646
,04.12.2004,0.268851596,0.240238285,0.201901782,0.145821349
,05.12.2004,0.268497922,0.239503648,0.201189405,0.145208211
,06.12.2004,0.268164408,0.238963236,0.200573069,0.144641354
,07.12.2004,0.267598484,0.23845693,0.200056683,0.144121286
,08.12.2004,0.26704573,0.237921565,0.19952878,0.143619165
,09.12.2004,0.266772109,0.237462939,0.199037488,0.143143196
,10.12.2004,0.266800709,0.237278891,0.198653843,0.142725241
,11.12.2004,0.267645813,0.237431483,0.19837642,0.142338176
,12.12.2004,0.269581762,0.238280251,0.198304287,0.142035407
,13.12.2004,0.269112893,0.238923837,0.198514021,0.141860887
,14.12.2004,0.268300924,0.238785796,0.198591359,0.141759529
,15.12.2004,0.267834251,0.238306148,0.198443581,0.141638431
,16.12.2004,0.268349083,0.238014544,0.198206691,0.1414542
,17.12.2004,0.26884844,0.23809547,0.198019155,0.141261647
,18.12.2004,0.268495475,0.237923112,0.197901468,0.141075409
,19.12.2004,0.26840718,0.237647659,0.197703001,0.14090317
,20.12.2004,0.26916639,0.237452753,0.197482449,0.140703417
,21.12.2004,0.270209894,0.237962852,0.197387933,0.140527864
,22.12.2004,0.269336413,0.237947379,0.197420979,0.140414598
,23.12.2004,0.268429115,0.237477928,0.197290548,0.159526135
,24.12.2004,0.267116372,0.236696945,0.196966351,0.140150428
,25.12.2004,0.266163573,0.235834708,0.196496625,0.139914567
,26.12.2004,0.265624121,0.235239003,0.15643213,0.139614245
,27.12.2004,0.265224691,0.23489909,0.1955946,0.139304623
,28.12.2004,0.265026157,0.234735415,0.19526421,0.139013752
,29.12.2004,0.265066626,0.234680895,0.195021682,0.13876109
,30.12.2004,0.265313958,0.234647161,0.194825907,0.13852772
,31.12.2004,0.265652458,0.234686361,0.19469079,0.13833664
,01.01.2005,0.266002296,0.234750234,0.19462,0.138168805
,02.01.2005,0.2661877,0.234782554,0.194547748,0.138037767
,03.01.2005,0.26620626,0.23472742,0.194470135,0.137927303
,04.01.2005,0.266228837,0.234637735,0.194386429,0.137824708
,05.01.2005,0.265923122,0.234471361,0.19429309,0.137725739
,06.01.2005,0.265506593,0.234208621,0.194135737,0.137594246
,07.01.2005,0.264960148,0.233917401,0.193934422,0.137452449
,08.01.2005,0.264156002,0.233614793,0.193724713,0.137291512
,09.01.2005,0.263421446,0.233327224,0.193513742,0.137131986
,10.01.2005,0.263053628,0.23316037,0.193311656,0.136979383
,11.01.2005,0.262917391,0.233144716,0.193155231,0.13682033
,12.01.2005,0.262934695,0.233187726,0.19306313,0.136692912
,13.01.2005,0.263011566,0.233200106,0.192994853,0.136573082
,14.01.2005,0.262773494,0.233119861,0.192933197,0.136492573
,15.01.2005,0.261899826,0.232865924,0.192844029,0.136390487
,16.01.2005,0.259124711,0.232482283,0.192689673,0.136285777
,17.01.2005,0.253313966,0.232070625,0.192463845,0.136160004
,18.01.2005,0.251342062,0.231783401,0.192218853,0.136002616
,19.01.2005,0.253932951,0.231708409,0.192028484,0.135852292
,20.01.2005,0.260696707,0.233671559,0.192783359,0.135660554
,21.01.2005,0.264899042,0.235077866,0.19320006,0.135477587
,22.01.2005,0.266504512,0.235503275,0.193194474,0.135398225
,23.01.2005,0.266902072,0.235865142,0.193289972,0.135350995
,24.01.2005,0.268399685,0.236316689,0.193425926,0.135363125
,25.01.2005,0.270826437,0.237377608,0.193761416,0.135443284
,26.01.2005,0.27206881,0.238710725,0.194363299,0.135634716
,27.01.2005,0.272390777,0.239383648,0.194996034,0.135933344
,28.01.2005,0.274098015,0.240131659,0.195482001,0.136245901
,29.01.2005,0.275540562,0.241210499,0.196055974,0.136574241
,30.01.2005,0.27669146,0.24227031,0.196709197,0.136956539
,31.01.2005,0.276331431,0.242923765,0.197334802,0.137355536
,01.02.2005,0.274758173,0.242873226,0.197723205,0.137721937
,02.02.2005,0.273816829,0.242143966,0.197723838,0.137967891
,03.02.2005,0.275199162,0.241964844,0.197532754,0.138059204
,04.02.2005,0.2774163,0.242869208,0.197591894,0.13812486
,05.02.2005,0.278219291,0.243941546,0.19800608,0.138285169
,06.02.2005,0.277173115,0.244415667,0.198483744,0.138566546
,07.02.2005,0.275136397,0.243950719,0.198651291,0.13880748
,08.02.2005,0.273846701,0.243056015,0.198463538,0.138909829
,09.02.2005,0.272932613,0.242321028,0.198069564,0.13885846
,10.02.2005,0.272144273,0.24154912,0.197615053,0.138712404
,11.02.2005,0.272219215,0.240993066,0.19715153,0.138503074
,12.02.2005,0.274073637,0.241048196,0.196799466,0.13828849
,13.02.2005,0.278212031,0.242537512,0.196860119,0.138166721
,14.02.2005,0.279219918,0.244429692,0.197554175,0.138299175
,15.02.2005,0.278817656,0.245507659,0.19837758,0.138642718
,16.02.2005,0.276187272,0.245236839,0.198883987,0.139001915
,17.02.2005,0.274227443,0.244317692,0.198843914,0.139206531
,18.02.2005,0.272794768,0.243169223,0.198463513,0.139241482
,19.02.2005,0.272637828,0.242301215,0.197944788,0.139089125
,20.02.2005,0.274471659,0.242360163,0.197547514,0.138888131
,21.02.2005,0.276091746,0.24318347,0.197542637,0.138781485
,22.02.2005,0.277498292,0.244220855,0.19786827,0.138807727
,23.02.2005,0.277062914,0.244841719,0.198322185,0.138978005
,24.02.2005,0.27711848,0.245150785,0.198648462,0.13918363
,25.02.2005,0.277525007,0.245373478,0.198888905,0.139375991
,26.02.2005,0.278206938,0.245861591,0.199142378,0.139554757
,27.02.2005,0.279701912,0.246594214,0.199490938,0.13977073
,28.02.2005,0.280064442,0.247558971,0.200015296,0.140044602
,01.03.2005,0.279930145,0.248081313,0.200496863,0.140315899
,02.03.2005,0.280046872,0.248289282,0.20086126,0.140608495
,03.03.2005,0.280323797,0.248633418,0.201176989,0.14089208
,04.03.2005,0.281460112,0.249170801,0.201468885,0.141117438
,05.03.2005,0.280513095,0.250032463,0.201875999,0.14138019
,06.03.2005,0.284647029,0.251222472,0.202446811,0.141684955
,07.03.2005,0.28566142,0.252655957,0.203224418,0.142095189
,08.03.2005,0.285673931,0.253738284,0.204072239,0.14257148
,09.03.2005,0.284772022,0.253973961,0.204741407,0.143107203
,10.03.2005,0.285707311,0.254491378,0.205161009,0.143529932
,11.03.2005,0.284005467,0.254634888,0.205573554,0.14390579
,12.03.2005,0.286070335,0.254862122,0.205819591,0.144272618
,13.03.2005,0.285885417,0.255995813,0.206276205,0.144579103
,14.03.2005,0.275027363,0.255148442,0.206650087,0.144956518
,15.03.2005,0.257179802,0.253164343,0.206237681,0.145115809
,16.03.2005,0.266690404,0.25155641,0.205411932,0.144979865
,17.03.2005,0.278060942,0.250741186,0.204642801,0.144690888
,18.03.2005,0.278607855,0.250809281,0.204212365,0.144418765
,19.03.2005,0.278171017,0.250609658,0.20399447,0.144220625
,20.03.2005,0.280611446,0.250893552,0.203800184,0.144073685
,21.03.2005,0.284084395,0.252345432,0.203994418,0.143988986
,22.03.2005,0.289061365,0.252891897,0.204426356,0.144124039
,23.03.2005,0.302483296,0.253777048,0.204732835,0.144346273
,24.03.2005,0.305400515,0.254615067,0.205152648,0.144605627
,25.03.2005,0.303803733,0.254490555,0.205367592,0.14486127
,26.03.2005,0.300096841,0.253949442,0.205046897,0.144941241
,27.03.2005,0.304776135,0.25440163,0.204596221,0.14484624
,28.03.2005,0.308378618,0.256275497,0.204538021,0.144785927
,29.03.2005,0.310660466,0.259097362,0.205170492,0.144990305
,30.03.2005,0.309180892,0.26084251,0.206122815,0.14541726
,31.03.2005,0.308294461,0.261541797,0.206614944,0.145742702
,01.04.2005,0.307659006,0.261890615,0.206917347,0.146084354
,02.04.2005,0.308919794,0.262529462,0.207111319,0.146272134
,03.04.2005,0.310496788,0.263816917,0.207566426,0.146516284
,04.04.2005,0.312502878,0.265537097,0.208290046,0.146814574
,05.04.2005,0.313537233,0.267441335,0.20933204,0.147278403
,06.04.2005,0.312032222,0.26817855,0.21040285,0.147846
,07.04.2005,0.313103886,0.268818175,0.211180374,0.148416103
,08.04.2005,0.314095647,0.270006143,0.21196878,0.148872671
,09.04.2005,0.313469367,0.270715311,0.212872681,0.149391717
,10.04.2005,0.31269022,0.271189957,0.213647146,0.149896261
,11.04.2005,0.309441336,0.270332388,0.214159143,0.150366319
,12.04.2005,0.309817877,0.269558328,0.214200768,0.150635876
,13.04.2005,0.311612673,0.270115636,0.214353592,0.150724726
,14.04.2005,0.31327401,0.271283259,0.214898361,0.150875487
,15.04.2005,0.315089084,0.272852885,0.215750407,0.151167684
,16.04.2005,0.315170354,0.274167623,0.216868379,0.151665817
,17.04.2005,0.316851646,0.275349748,0.217864592,0.152183295
,18.04.2005,0.318394869,0.277016704,0.219036981,0.152821614
,19.04.2005,0.31957797,0.278748669,0.22034041,0.153520423
,20.04.2005,0.317846217,0.279827839,0.221655797,0.154301252
,21.04.2005,0.316566211,0.27897064,0.222408425,0.155034809
,22.04.2005,0.321803093,0.277859767,0.222403281,0.155494347
,23.04.2005,0.325297366,0.277971602,0.2223041,0.155707222
,24.04.2005,0.32752378,0.279885335,0.222572191,0.155938499
,25.04.2005,0.326626966,0.281222418,0.223177468,0.156302099
,26.04.2005,0.327077551,0.28260305,0.223382063,0.156455866
,27.04.2005,0.32728399,0.28355329,0.223658866,0.156737046
,28.04.2005,0.324255588,0.283669887,0.224091949,0.157022548
,29.04.2005,0.32079221,0.281875867,0.224068073,0.157087782
,30.04.2005,0.326459544,0.279611927,0.22339661,0.156865128
,01.05.2005,0.329672964,0.27864191,0.222554652,0.156410306
,02.05.2005,0.330723406,0.279761006,0.221952679,0.155919722
,03.05.2005,0.332768594,0.282335871,0.221943221,0.155557379
,04.05.2005,0.334931811,0.285262458,0.222824885,0.155496795
,05.05.2005,0.336641378,0.288020137,0.224484716,0.155615822
,06.05.2005,0.338857784,0.290893118,0.22675623,0.155966765
,07.05.2005,0.339056227,0.293523393,0.229499126,0.156561523
,08.05.2005,0.336952318,0.294691914,0.232025162,0.157324235
,09.05.2005,0.336151844,0.295147026,0.233885307,0.158117886
,10.05.2005,0.338330725,0.296629654,0.23533747,0.15873042
,11.05.2005,0.337756279,0.298422206,0.236986889,0.159468433
,12.05.2005,0.333034937,0.298017368,0.238291686,0.160286147
,13.05.2005,0.333075223,0.297376799,0.238716041,0.161060765
,14.05.2005,0.334198038,0.298099991,0.23891545,0.161519685
,15.05.2005,0.337031703,0.30005947,0.239435977,0.162257487
,16.05.2005,0.339791851,0.302798274,0.240457686,0.163237012
,17.05.2005,0.340711601,0.305803455,0.241961952,0.164686533
,18.05.2005,0.33970455,0.307552198,0.243436067,0.166605187
,19.05.2005,0.342096372,0.309726293,0.244549832,0.16869136
,20.05.2005,0.344641283,0.313031239,0.245987153,0.171079848
,21.05.2005,0.346189431,0.316684371,0.247754312,0.173796089
,22.05.2005,0.347108284,0.319965085,0.249592352,0.176803904
,23.05.2005,0.347618742,0.323175531,0.251382486,0.179984687
,24.05.2005,0.346528783,0.325629823,0.253015333,0.18317865
,25.05.2005,0.344779722,0.327282688,0.254187815,0.18617879
,26.05.2005,0.343474053,0.328164809,0.254899454,0.188858181
,27.05.2005,0.343666097,0.32944516,0.255380503,0.191080744
,28.05.2005,0.343607766,0.331077464,0.255932215,0.192993546
,29.05.2005,0.342977004,0.332857441,0.256530503,0.194710341
,30.05.2005,0.337148973,0.332425187,0.256889633,0.196219249
,31.05.2005,0.353567257,0.330897806,0.255990543,0.197134215
,01.06.2005,0.355445258,0.335045566,0.254961362,0.197530538
,02.06.2005,0.354959073,0.338603758,0.255800753,0.197916238
,03.06.2005,0.353334343,0.339507503,0.257702179,0.198320267
,04.06.2005,0.375472192,0.355798696,0.261700289,0.198953453
,05.06.2005,0.366657682,0.389305485,0.281061182,0.205883368
,06.06.2005,0.362725274,0.396128184,0.282213583,0.227235081
,07.06.2005,0.360837773,0.397307077,0.281678709,0.231181609
,08.06.2005,0.354891397,0.397802062,0.281437629,0.231764227
,09.06.2005,0.354759272,0.397820242,0.281368183,0.231848375
,10.06.2005,0.354063264,0.397213034,0.281307354,0.2317821
,11.06.2005,0.353210104,0.395498348,0.280782235,0.23157482
,12.06.2005,0.368486971,0.402221835,0.28534533,0.232236032
,13.06.2005,0.362443097,0.403922659,0.295634915,0.243481369
,14.06.2005,0.358269593,0.39896602,0.293173119,0.245005461
,15.06.2005,0.353616693,0.397211278,0.290770168,0.243666116
,16.06.2005,0.356106809,0.396697727,0.289475388,0.242446312
,17.06.2005,0.355317415,0.397018849,0.288879774,0.241747995
,18.06.2005,0.359373095,0.397771249,0.289011245,0.241579724
,19.06.2005,0.360716773,0.39900224,0.289635804,0.241819351
,20.06.2005,0.361040907,0.400240798,0.290675756,0.242423345
,21.06.2005,0.359457449,0.40101843,0.291853479,0.24329457
,22.06.2005,0.356939617,0.401260287,0.292811298,0.244231569
,23.06.2005,0.358548727,0.401679658,0.29370729,0.245128534
,24.06.2005,0.35825621,0.401468228,0.294532674,0.245983236
,25.06.2005,0.355083522,0.400666116,0.294946415,0.246603882
,26.06.2005,0.354786453,0.399389363,0.295084144,0.247155337
,27.06.2005,0.353716601,0.398427134,0.295073168,0.247362679
,28.06.2005,0.353735544,0.397734978,0.295094357,0.24738893
,29.06.2005,0.352729899,0.397152803,0.295332873,0.247345556
,30.06.2005,0.35192285,0.396362278,0.295624237,0.247309327
,01.07.2005,0.351951379,0.395741869,0.295964138,0.2471299
,02.07.2005,0.352409235,0.395650066,0.296476088,0.246850744
,03.07.2005,0.351586657,0.395597714,0.297484646,0.246866451
,04.07.2005,0.34960772,0.39469017,0.298463538,0.246928747
,05.07.2005,0.349568467,0.393855115,0.299069342,0.246698332
,06.07.2005,0.350141702,0.393635945,0.299942197,0.246520392
,07.07.2005,0.350607531,0.393816519,0.301097297,0.246282303
,08.07.2005,0.350606414,0.393920307,0.302547966,0.246207819
,09.07.2005,0.350942836,0.394070428,0.304097822,0.246258319
,10.07.2005,0.351270167,0.394408903,0.305763799,0.246352755
,11.07.2005,0.351050848,0.394551237,0.307539738,0.246527095
,12.07.2005,0.351287215,0.394712266,0.309266419,0.246714172
,13.07.2005,0.351658268,0.395023925,0.311034761,0.246942366
,14.07.2005,0.351474643,0.395290341,0.312876721,0.247209219
,15.07.2005,0.350936918,0.39519721,0.314647374,0.247507441
,16.07.2005,0.350582324,0.395159766,0.316290585,0.247751167
,17.07.2005,0.349899498,0.394944398,0.317855837,0.247978029
,18.07.2005,0.348979531,0.394435964,0.319230561,0.248171561
,19.07.2005,0.34855234,0.393998588,0.320414756,0.2482458
,20.07.2005,0.34874846,0.393862378,0.321605196,0.248261072
,21.07.2005,0.348691116,0.393825019,0.322841793,0.248270934
,22.07.2005,0.349266417,0.394027097,0.324108192,0.248340164
,23.07.2005,0.349185057,0.394315024,0.325446402,0.248453216
,24.07.2005,0.349019772,0.39438589,0.326746386,0.248638964
,25.07.2005,0.347448415,0.394158598,0.327903064,0.248875249
,26.07.2005,0.344416809,0.392922991,0.328642072,0.248977193
,27.07.2005,0.34235709,0.390992577,0.32877569,0.248877418
,28.07.2005,0.343003557,0.390011829,0.328594302,0.24845533
,29.07.2005,0.343467371,0.389728974,0.328674544,0.247931032
,30.07.2005,0.344209731,0.389794755,0.329054903,0.247553547
,31.07.2005,0.344694861,0.390057923,0.329619239,0.247353904
,01.08.2005,0.344917287,0.390289654,0.33022319,0.247234144
,02.08.2005,0.34482711,0.390408163,0.330824952,0.247162252
,03.08.2005,0.344283212,0.390360061,0.331392612,0.247237652
,04.08.2005,0.342075556,0.38984287,0.331865148,0.247363227
,05.08.2005,0.339159724,0.387996348,0.33179763,0.247293687
,06.08.2005,0.339589526,0.386842074,0.331205289,0.246783392
,07.08.2005,0.340141339,0.386537322,0.330909262,0.246269435
,08.08.2005,0.340982849,0.386618612,0.330870304,0.245816967
,09.08.2005,0.341258442,0.386899768,0.33109704,0.245558592
,10.08.2005,0.340232133,0.386641068,0.331364332,0.245445662
,11.08.2005,0.339866632,0.386120411,0.331398191,0.245355265
,12.08.2005,0.33854422,0.385634812,0.331382297,0.24518186
,13.08.2005,0.33652405,0.384556852,0.331138171,0.244970436
,14.08.2005,0.333876991,0.382763192,0.330511568,0.244479228
,15.08.2005,0.333733796,0.381311514,0.329520228,0.243734074
,16.08.2005,0.334866237,0.380949621,0.328705047,0.242842772
,17.08.2005,0.33532519,0.38092117,0.328344885,0.242136953
,18.08.2005,0.335920274,0.381041917,0.328192305,0.241644666
,19.08.2005,0.336387898,0.381253666,0.328203726,0.241317388
,20.08.2005,0.336795015,0.381457336,0.328357048,0.241157868
,21.08.2005,0.33718553,0.381730892,0.328567777,0.241075995
,22.08.2005,0.336921228,0.381836019,0.328774776,0.241088982
,23.08.2005,0.336750271,0.381646616,0.328927044,0.241129469
,24.08.2005,0.336411276,0.381286971,0.328929172,0.241127459
,25.08.2005,0.337036456,0.381425343,0.328981594,0.241128503
,26.08.2005,0.33630055,0.381368382,0.329161299,0.241169256
,27.08.2005,0.336470335,0.381264223,0.329207953,0.241202364
,28.08.2005,0.336051824,0.381144196,0.329303867,0.241210283
,29.08.2005,0.336272677,0.381075578,0.32930807,0.24117714
,30.08.2005,0.336519756,0.381131977,0.329329813,0.241119115
,31.08.2005,0.336533704,0.381324519,0.329428605,0.241035989
,01.09.2005,0.334697516,0.380797494,0.329535469,0.241125283
,02.09.2005,0.334839174,0.380217791,0.329351517,0.241108503
,03.09.2005,0.335061699,0.38011516,0.3291849,0.240957185
,04.09.2005,0.335190959,0.380132185,0.329114304,0.240764895
,05.09.2005,0.335018738,0.380124488,0.329140834,0.240734098
,06.09.2005,0.334144383,0.379962145,0.329179872,0.240747801
,07.09.2005,0.333521774,0.379299387,0.32905817,0.240706172
,08.09.2005,0.334081377,0.379225125,0.328829089,0.240522178
,09.09.2005,0.334680374,0.379382389,0.328814476,0.240452171
,10.09.2005,0.334522273,0.379611282,0.328991102,0.240463086
,11.09.2005,0.334036769,0.37951437,0.329107696,0.240512131
,12.09.2005,0.333960935,0.37938671,0.329089309,0.240486795
,13.09.2005,0.332497283,0.379109459,0.329094943,0.240537604
,14.09.2005,0.329792825,0.377860009,0.328805966,0.240520352
,15.09.2005,0.32840545,0.376326964,0.328136727,0.240246531
,16.09.2005,0.327864584,0.375351859,0.32734164,0.239765633
,17.09.2005,0.327925509,0.374614305,0.326623771,0.239180966
,18.09.2005,0.328135582,0.374376608,0.326069839,0.238597114
,19.09.2005,0.327676339,0.374063079,0.325692826,0.238136974
,20.09.2005,0.327299713,0.373644584,0.325321645,0.237752923
,21.09.2005,0.327534835,0.373433194,0.324961253,0.237396072
,22.09.2005,0.326355512,0.373157363,0.324715143,0.237075642
,23.09.2005,0.324367509,0.37203851,0.324278945,0.236779069
,24.09.2005,0.324269676,0.371316315,0.323591528,0.236336771
,25.09.2005,0.32363482,0.370575378,0.322997028,0.235829173
,26.09.2005,0.323031248,0.370018806,0.32241235,0.235300205
,27.09.2005,0.322496386,0.369363434,0.32184602,0.234759426
,28.09.2005,0.321724941,0.368837301,0.321266009,0.23423973
,29.09.2005,0.319110986,0.367665986,0.320621989,0.233687956
,30.09.2005,0.319162537,0.366380155,0.319680759,0.233049839
,01.10.2005,0.321024316,0.36633321,0.319055517,0.23251732
,02.10.2005,0.321985449,0.366906635,0.318858907,0.232053584
,03.10.2005,0.321968589,0.367294492,0.318869561,0.231749831
,04.10.2005,0.320705416,0.367177432,0.318853317,0.231581117
,05.10.2005,0.315519862,0.365479464,0.31846746,0.231362848
,06.10.2005,0.312167344,0.362755316,0.317199559,0.230776442
,07.10.2005,0.310860963,0.360539963,0.315553249,0.229747854
,08.10.2005,0.311687227,0.359293913,0.314048321,0.228609877
,09.10.2005,0.312672998,0.359242561,0.312983924,0.2274782
,10.10.2005,0.321189179,0.357716583,0.312272185,0.22666366
,11.10.2005,0.3527829,0.356643601,0.310707683,0.225923084
,12.10.2005,0.350162863,0.364762026,0.308872174,0.224740745
,13.10.2005,0.347408128,0.368285224,0.308459629,0.223367338
,14.10.2005,0.3460097,0.369696556,0.309607768,0.222151314
,15.10.2005,0.345305663,0.370715799,0.311381793,0.221346282
,16.10.2005,0.344693578,0.371376671,0.31290706,0.221025273
,17.10.2005,0.34513474,0.372092797,0.31429286,0.221287461
,18.10.2005,0.344860298,0.372793379,0.315507666,0.221864453
,19.10.2005,0.343254701,0.373202114,0.316621972,0.222739332
,20.10.2005,0.34191293,0.371914013,0.317148179,0.223600021
,21.10.2005,0.343221804,0.371341266,0.31702847,0.224138595
,22.10.2005,0.34163907,0.371056863,0.317060506,0.2243775
,23.10.2005,0.339857174,0.3701945,0.316976012,0.224466914
,24.10.2005,0.337164564,0.368828222,0.316606513,0.224371458
,25.10.2005,0.33793872,0.367892982,0.316071257,0.224186342
,26.10.2005,0.338194426,0.367989043,0.315855055,0.223889705
,27.10.2005,0.337184068,0.36792193,0.315939731,0.223751584
,28.10.2005,0.336135658,0.367313655,0.315948277,0.223671684
,29.10.2005,0.33636664,0.367122682,0.315895311,0.223546203
,30.10.2005,0.333603182,0.366577595,0.31595679,0.223443443
,31.10.2005,0.330129271,0.364842256,0.315569952,0.223177754
,01.11.2005,0.329785076,0.363187116,0.314693633,0.222643928
,02.11.2005,0.33053029,0.36289643,0.314097668,0.222046588
,03.11.2005,0.330736459,0.362804778,0.313831934,0.221504785
,04.11.2005,0.32974968,0.36269626,0.313790954,0.221121309
,05.11.2005,0.328357566,0.362053327,0.313675859,0.220839511
,06.11.2005,0.325173674,0.360732769,0.313317261,0.220474533
,07.11.2005,0.325270429,0.359379459,0.31257626,0.219978466
,08.11.2005,0.326279678,0.359142352,0.312028297,0.219367739
,09.11.2005,0.326008655,0.359357873,0.311839136,0.218893536
,10.11.2005,0.324336822,0.358685215,0.311682884,0.218542492
,11.11.2005,0.325597991,0.358448809,0.311410961,0.218198346
,12.11.2005,0.325656214,0.358758667,0.311336506,0.217896798
,13.11.2005,0.32181465,0.358080371,0.311353097,0.21773494
,14.11.2005,0.318908675,0.356167519,0.310789754,0.217478904
,15.11.2005,0.31546516,0.354088848,0.309784846,0.216927048
,16.11.2005,0.31196241,0.351348521,0.308340485,0.216089818
,17.11.2005,0.310848262,0.349040103,0.306637567,0.214996575
,18.11.2005,0.310383317,0.347610812,0.305065667,0.213759036
,19.11.2005,0.312019095,0.346994719,0.303856897,0.212609616
,20.11.2005,0.311622764,0.346895528,0.303128933,0.211641225
,21.11.2005,0.312719694,0.346734946,0.302606058,0.210892325
,22.11.2005,0.313327868,0.347076961,0.302305968,0.210288192
,23.11.2005,0.312912641,0.347108865,0.302196511,0.209856258
,24.11.2005,0.31269125,0.346927717,0.302018169,0.209543794
,25.11.2005,0.311818214,0.346548236,0.301788332,0.209243624
,26.11.2005,0.311199937,0.346020305,0.301445942,0.208926393
,27.11.2005,0.311019002,0.345648591,0.301068276,0.20858848
,28.11.2005,0.308721909,0.344854565,0.300687211,0.208244091
,29.11.2005,0.306255216,0.343337156,0.299980014,0.207820317
,30.11.2005,0.304946076,0.341627528,0.29892805,0.207207171
,01.12.2005,0.303822486,0.340425618,0.297841533,0.206466843
,02.12.2005,0.302779388,0.339057781,0.296779268,0.205680612
,03.12.2005,0.304291636,0.338491703,0.295815536,0.204891817
,04.12.2005,0.302941411,0.33836779,0.295231938,0.204193854
,05.12.2005,0.300876589,0.337139504,0.29460034,0.203608389
,06.12.2005,0.299900612,0.335871299,0.29366873,0.202979759
,07.12.2005,0.298621145,0.334784101,0.292704215,0.202261806
,08.12.2005,0.295440039,0.333556567,0.291737992,0.201517604
,09.12.2005,0.289092432,0.332236592,0.290693708,0.200743733
,10.12.2005,0.286097962,0.331185006,0.289670193,0.199943682
,11.12.2005,0.286080658,0.330369057,0.288774503,0.199178264
,12.12.2005,0.286914705,0.329730185,0.288023001,0.19847229
,13.12.2005,0.289442945,0.329192005,0.2873977,0.197844659
,14.12.2005,0.29191449,0.328805397,0.286894827,0.197286991
,15.12.2005,0.291654262,0.328473075,0.286432017,0.19680821
,16.12.2005,0.287782008,0.328133044,0.286026795,0.196382796
,17.12.2005,0.278162115,0.327595745,0.285573861,0.195976936
,18.12.2005,0.268556239,0.326959458,0.285062945,0.195562201
,19.12.2005,0.262164312,0.326328488,0.284513496,0.195120213
,20.12.2005,0.258070005,0.325754333,0.284002444,0.194696605
,21.12.2005,0.261326514,0.325258285,0.283537728,0.194309764
,22.12.2005,0.269773381,0.324896664,0.283150783,0.193920681
,23.12.2005,0.279686897,0.324580171,0.282828215,0.193599074
,24.12.2005,0.288061564,0.324452968,0.282550025,0.193310074
,25.12.2005,0.291679283,0.324460301,0.282308235,0.193032076
,26.12.2005,0.293082364,0.324617826,0.282099624,0.19281624
,27.12.2005,0.295232069,0.324936846,0.281962236,0.192615707
,28.12.2005,0.297085133,0.325753724,0.282021436,0.192505388
,29.12.2005,0.29871697,0.326694858,0.282324987,0.192507331
,30.12.2005,0.298803985,0.327767463,0.282785587,0.192633022
,31.12.2005,0.297922595,0.327960605,0.283124778,0.192821288
,01.01.2006,0.300088296,0.32847333,0.283275232,0.192940976
,02.01.2006,0.300207564,0.329667347,0.283755259,0.193097294
,03.01.2006,0.300443444,0.330187038,0.284253237,0.193349843
,04.01.2006,0.299870177,0.330705286,0.284722777,0.193634927
,05.01.2006,0.298743756,0.330492614,0.28499135,0.193886122
,06.01.2006,0.299010963,0.330353588,0.285043596,0.194043705
,07.01.2006,0.300756059,0.330933415,0.285177026,0.19414139
,08.01.2006,0.302075924,0.331996892,0.285631158,0.194341904
,09.01.2006,0.300084569,0.332458993,0.286236786,0.194680681
,10.01.2006,0.298104127,0.331759979,0.28644865,0.194996553
,11.01.2006,-9999,-9999,-9999,-9999
,12.01.2006,-9999,-9999,-9999,-9999
,13.01.2006,-9999,-9999,-9999,-9999
,14.01.2006,0.297545655,0.331188593,0.286444669,0.19542359
,15.01.2006,0.298394838,0.331101396,0.286277221,0.195427826
,16.01.2006,0.298361683,0.331427272,0.286306396,0.195462697
,17.01.2006,-9999,-9999,-9999,-9999
,18.01.2006,-9999,-9999,-9999,-9999
,19.01.2006,-9999,-9999,-9999,-9999
,20.01.2006,-9999,-9999,-9999,-9999
,21.01.2006,-9999,-9999,-9999,-9999
,22.01.2006,-9999,-9999,-9999,-9999
,23.01.2006,-9999,-9999,-9999,-9999
,24.01.2006,-9999,-9999,-9999,-9999
,25.01.2006,-9999,-9999,-9999,-9999
,26.01.2006,-9999,-9999,-9999,-9999
,27.01.2006,-9999,-9999,-9999,-9999
,28.01.2006,-9999,-9999,-9999,-9999
,29.01.2006,-9999,-9999,-9999,-9999
,30.01.2006,-9999,-9999,-9999,-9999
,31.01.2006,-9999,-9999,-9999,-9999
,01.02.2006,-9999,-9999,-9999,-9999
,02.02.2006,-9999,-9999,-9999,-9999
,03.02.2006,-9999,-9999,-9999,-9999
,04.02.2006,-9999,-9999,-9999,-9999
,05.02.2006,-9999,-9999,-9999,-9999
,06.02.2006,-9999,-9999,-9999,-9999
,07.02.2006,-9999,-9999,-9999,-9999
,08.02.2006,-9999,-9999,-9999,-9999
,09.02.2006,-9999,-9999,-9999,-9999
,10.02.2006,-9999,-9999,-9999,-9999
,11.02.2006,-9999,-9999,-9999,-9999
,12.02.2006,-9999,-9999,-9999,-9999
