@T,A4C1C2C3C4,,,,
descr,average observed soil water content at probe A4 C1 C2 C3 C4 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,22.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1580.4,,,
x,,513568.6,,,
y,,4494995,,,
,20.09.2007,0.351265403,0.225141772,0.169703963,0.227142007
,21.09.2007,0.352812534,0.225760553,0.169662422,0.226847389
,22.09.2007,0.352570862,0.226431872,0.169901621,0.226718554
,23.09.2007,0.352344972,0.226742688,0.17011563,0.226688855
,24.09.2007,0.338015453,0.218304641,0.168029911,0.216848847
,25.09.2007,0.33091365,0.215477143,0.167450275,0.216705702
,26.09.2007,0.328639685,0.21231617,0.165957278,0.216125323
,27.09.2007,0.328992762,0.210542367,0.164432922,0.215146009
,28.09.2007,0.340645537,0.217242342,0.16534253,0.223789703
,29.09.2007,0.342384858,0.217170768,0.164629918,0.222821795
,30.09.2007,0.342641206,0.217215568,0.164254581,0.222066633
,01.10.2007,0.341775776,0.216749884,0.163889605,0.221469602
,02.10.2007,0.34274047,0.216316872,0.163431737,0.22090143
,03.10.2007,0.342279991,0.216241159,0.163098616,0.220350628
,04.10.2007,0.342864881,0.216015791,0.162774562,0.219869518
,05.10.2007,0.333650404,0.209001646,0.160575442,0.209919984
,06.10.2007,0.335568538,0.209790396,0.160599604,0.209596871
,07.10.2007,0.335298966,0.210678673,0.16089017,0.209428755
,08.10.2007,0.341710214,0.217296903,0.163029802,0.218877425
,09.10.2007,0.340460976,0.215953694,0.16257114,0.218675003
,10.10.2007,0.340435856,0.215430524,0.162022776,0.218262198
,11.10.2007,0.340322785,0.215275206,0.161675822,0.217821512
,12.10.2007,0.339916513,0.215389516,0.161486933,0.217426102
,13.10.2007,0.328664242,0.207884023,0.159395684,0.207715578
,14.10.2007,0.323448787,0.206556276,0.159080197,0.207421186
,15.10.2007,0.330958253,0.210554679,0.160003929,0.216298007
,16.10.2007,0.322125013,0.201698592,0.15672481,0.206098794
,17.10.2007,0.322900665,0.200532456,0.155564988,0.205094453
,18.10.2007,0.321402354,0.199210169,0.154638349,0.204121065
,19.10.2007,0.320345101,0.197832281,0.153639589,0.203170037
,20.10.2007,0.323463158,0.197465255,0.152712481,0.20219449
,21.10.2007,0.322906487,0.197999167,0.152361747,0.201368979
,22.10.2007,0.31719977,0.196161613,0.151933124,0.200738807
,23.10.2007,0.316889278,0.194024246,0.150792674,0.199968757
,24.10.2007,0.319017207,0.193644477,0.149815314,0.199011257
,25.10.2007,0.320878156,0.194174061,0.149365791,0.198150659
,26.10.2007,0.322023633,0.195146941,0.149352882,0.197543748
,27.10.2007,0.320490065,0.195431811,0.149508581,0.197199183
,28.10.2007,0.317490858,0.194490749,0.149386142,0.19691272
,29.10.2007,0.317841688,0.193806238,0.148914488,0.196520899
,30.10.2007,0.319387802,0.194082983,0.148626083,0.19605459
,31.10.2007,0.319690183,0.195050583,0.148733839,0.195723247
,01.11.2007,0.316128642,0.194729644,0.148909735,0.195553562
,02.11.2007,0.31495445,0.193873737,0.148673833,0.195373801
,03.11.2007,0.311639645,0.192946557,0.148317224,0.195063503
,04.11.2007,0.310251747,0.191764262,0.147731587,0.194639173
,05.11.2007,0.310580772,0.191537579,0.147232312,0.194131969
,06.11.2007,0.307004124,0.191010874,0.146967756,0.193667769
,07.11.2007,0.304663846,0.189592061,0.146410343,0.193207368
,08.11.2007,0.304587326,0.188937444,0.14576082,0.192639559
,09.11.2007,0.304284081,0.188967856,0.145399637,0.192090059
,10.11.2007,0.303901385,0.189065198,0.145240063,0.191657041
,11.11.2007,0.303162866,0.189148576,0.145184233,0.191341576
,12.11.2007,0.302446132,0.189234903,0.145172003,0.191099725
,13.11.2007,0.299692016,0.188712067,0.145120286,0.190906122
,14.11.2007,0.298508295,0.188068275,0.144859635,0.190679391
,15.11.2007,0.293567988,0.186860416,0.144526186,0.190380206
,16.11.2007,0.292268082,0.185087726,0.143768264,0.189946274
,17.11.2007,0.292734896,0.184781545,0.143113536,0.189365821
,18.11.2007,0.292596774,0.184793806,0.142809891,0.18883658
,19.11.2007,0.29254436,0.185124872,0.142720439,0.188447154
,20.11.2007,0.291124734,0.185369733,0.142804047,0.188220438
,21.11.2007,0.2875965,0.184532037,0.142784491,0.188063979
,22.11.2007,0.284367378,0.18295778,0.142313642,0.18780389
,23.11.2007,0.281700348,0.181138675,0.141491858,0.187329424
,24.11.2007,0.279318947,0.179486398,0.140510195,0.186646942
,25.11.2007,0.277214055,0.177791115,0.139462622,0.18583358
,26.11.2007,0.276025205,0.176410443,0.13841043,0.184943994
,27.11.2007,0.274855124,0.175306278,0.13746454,0.184009062
,28.11.2007,0.274409365,0.174431593,0.136636269,0.183118993
,29.11.2007,0.272920086,0.173743442,0.135946144,0.182286803
,30.11.2007,0.271473741,0.172738628,0.135259452,0.181516446
,01.12.2007,0.269736412,0.17165001,0.134518636,0.180735636
,02.12.2007,0.268833207,0.170639789,0.133724408,0.179933536
,03.12.2007,0.268188114,0.169870179,0.132988952,0.17912064
,04.12.2007,0.27042473,0.169534232,0.132346255,0.178344114
,05.12.2007,0.27582994,0.171114797,0.132164153,0.177676144
,06.12.2007,0.276703985,0.172771514,0.132625595,0.177345711
,07.12.2007,0.276611291,0.173508119,0.133113754,0.177318694
,08.12.2007,0.275013434,0.173496531,0.133400814,0.177359972
,09.12.2007,0.273432551,0.17294729,0.133386707,0.177333708
,10.12.2007,0.272131658,0.172242254,0.133149884,0.177181121
,11.12.2007,0.271434934,0.171542338,0.132794412,0.176914407
,12.12.2007,0.271470464,0.171128911,0.132424047,0.17656369
,13.12.2007,0.271410067,0.170913363,0.132139575,0.176195072
,14.12.2007,0.271185316,0.170695929,0.131907607,0.175859196
,15.12.2007,0.270560224,0.170429733,0.131689765,0.175538844
,16.12.2007,0.269140597,0.169828575,0.131408707,0.175213448
,17.12.2007,0.267939028,0.169021635,0.130991515,0.174847028
,18.12.2007,0.267116264,0.16825948,0.130495032,0.174401982
,19.12.2007,0.266571002,0.167648684,0.130009291,0.173922375
,20.12.2007,0.26623676,0.167159492,0.129562096,0.17341919
,21.12.2007,0.266008229,0.166798855,0.129173915,0.172943566
,22.12.2007,0.265738739,0.166489098,0.12884661,0.172495813
,23.12.2007,0.265175892,0.166137037,0.137013509,0.172071474
,24.12.2007,0.264676214,0.165735656,0.128212038,0.171660106
,25.12.2007,0.264267679,0.165363075,0.127884497,0.171259796
,26.12.2007,0.264041429,0.16509237,0.127587236,0.17085965
,27.12.2007,0.263269244,0.164779684,0.127320742,0.170491264
,28.12.2007,0.262648197,0.164436888,0.1270372,0.170122336
,29.12.2007,0.262085332,0.1641871,0.126769829,0.169763426
,30.12.2007,0.261153591,0.163948114,0.126525459,0.169410624
,31.12.2007,0.260086256,0.16372456,0.126294504,0.169080069
,01.01.2008,0.258133855,0.163504528,0.126078141,0.168755772
,02.01.2008,0.2537198,0.163203708,0.12584475,0.168442261
,03.01.2008,0.246592485,0.162827048,0.125579427,0.168135282
,04.01.2008,0.24356557,0.162497584,0.12531514,0.167818889
,05.01.2008,0.244104148,0.162337416,0.125085947,0.167494424
,06.01.2008,0.24599866,0.162307741,0.124932288,0.16720705
,07.01.2008,0.24933425,0.162358796,0.124836218,0.166945209
,08.01.2008,0.25118822,0.162421265,0.124776814,0.166726646
,09.01.2008,0.249806185,0.162414317,0.124724164,0.166539989
,10.01.2008,0.247342958,0.162296762,0.124651395,0.166363301
,11.01.2008,0.245021173,0.162144896,0.124550951,0.166191078
,12.01.2008,0.243399453,0.161995878,0.124439422,0.166016309
,13.01.2008,0.24090847,0.161849666,0.124328569,0.165827193
,14.01.2008,0.237236776,0.161640407,0.124212994,0.165636377
,15.01.2008,0.234329073,0.161411591,0.124076841,0.165445674
,16.01.2008,0.230207099,0.161170287,0.123941129,0.165236361
,17.01.2008,0.221142889,0.160854616,0.123781389,0.165011726
,18.01.2008,0.205736122,0.160360869,0.124173103,0.164783859
,19.01.2008,0.200164986,0.159831718,0.123332629,0.164524875
,20.01.2008,0.196432699,0.159294155,0.123047867,0.164237227
,21.01.2008,0.194063698,0.161441743,0.123698144,0.163934046
,22.01.2008,0.189296251,0.160024268,0.123369082,0.163603072
,23.01.2008,0.184293041,0.156572597,0.122139908,0.163308094
,24.01.2008,0.181871634,0.151781356,0.122669868,0.162967873
,25.01.2008,0.180580046,0.146967292,0.121446767,0.162641276
,26.01.2008,0.182629619,0.144146442,0.121151379,0.162308887
,27.01.2008,0.194837759,0.143438267,0.120977554,0.162006009
,28.01.2008,0.199495698,0.144158168,0.12095933,0.161793172
,29.01.2008,0.203968165,0.145577247,0.121021737,0.161634517
,30.01.2008,0.20233786,0.147131027,0.121112041,0.16152397
,31.01.2008,0.190344227,0.147606369,0.121148625,0.161448724
,01.02.2008,0.187200905,0.146794377,0.121088874,0.161376938
,02.02.2008,0.195112944,0.14602216,0.121894767,0.161276428
,03.02.2008,0.185196254,0.145310885,0.120883127,0.161128357
,04.02.2008,0.181391413,0.144117567,0.121647558,0.160992254
,05.02.2008,0.182874899,0.142585846,0.121506444,0.16083094
,06.02.2008,0.178762544,0.140737258,0.121326384,0.16066502
,07.02.2008,0.170567344,0.137683911,0.121111099,0.160479077
,08.02.2008,0.175994767,0.135342485,0.120925214,0.160296989
,09.02.2008,0.187926736,0.134957409,0.120814754,0.160126047
,10.02.2008,0.193209395,0.136402467,0.119914154,0.160002542
,11.02.2008,0.197198039,0.137767122,0.120000969,0.159921888
,12.02.2008,0.201333418,0.139366833,0.120178564,0.159895825
,13.02.2008,0.203573102,0.140967985,0.120359784,0.159902298
,14.02.2008,0.206781347,0.142553768,0.120567499,0.159960278
,15.02.2008,0.209765647,0.144159591,0.120725679,0.159996976
,16.02.2008,0.210301766,0.145951653,0.120896472,0.160059711
,17.02.2008,0.212536908,0.147738107,0.121287382,0.160139931
,18.02.2008,0.213800365,0.149348111,0.121201165,0.160196087
,19.02.2008,0.21346988,0.150643445,0.121331853,0.160266282
,20.02.2008,0.215357858,0.151597587,0.121469762,0.160331462
,21.02.2008,0.2181282,0.152378837,0.121584119,0.160385966
,22.02.2008,0.220832799,0.153068137,0.121708447,0.160444636
,23.02.2008,0.22408105,0.153674667,0.121831847,0.160499947
,24.02.2008,0.228212454,0.154280514,0.121956801,0.160561097
,25.02.2008,0.23457161,0.154923231,0.122083502,0.16063018
,26.02.2008,0.2415509,0.155615911,0.122218981,0.160697245
,27.02.2008,0.248284918,0.156453361,0.122356339,0.160762937
,28.02.2008,0.256288387,0.157617847,0.122549844,0.160852108
,29.02.2008,0.264267347,0.159555746,0.122921605,0.160987891
,01.03.2008,0.266995074,0.161687513,0.123470906,0.161221274
,02.03.2008,0.270250271,0.164120125,0.124186454,0.161583895
,03.03.2008,0.267161789,0.165752934,0.124988451,0.162056523
,04.03.2008,0.266256118,0.166145025,0.125381681,0.162512412
,05.03.2008,0.266385536,0.166321962,0.125595283,0.162855928
,06.03.2008,0.265761229,0.166418591,0.125793427,0.16317
,07.03.2008,0.26509661,0.168816652,0.125912675,0.163401296
,08.03.2008,0.266757005,0.166315073,0.125955099,0.163557073
,09.03.2008,0.269367507,0.167310484,0.126185534,0.163698278
,10.03.2008,0.270637697,0.168423419,0.126696975,0.163941464
,11.03.2008,0.272098448,0.169363997,0.127276908,0.164259996
,12.03.2008,0.275335179,0.170727158,0.127922531,0.164629115
,13.03.2008,0.275578909,0.175284692,0.128786624,0.165165661
,14.03.2008,0.275259256,0.172854867,0.129561811,0.16579376
,15.03.2008,0.274497581,0.173105779,0.130147892,0.166404415
,16.03.2008,0.274671247,0.173468931,0.130576527,0.166946264
,17.03.2008,0.271829427,0.173155596,0.130933725,0.167425077
,18.03.2008,0.270227496,0.172264658,0.130937224,0.167780962
,19.03.2008,0.270537391,0.171881083,0.130780974,0.16794434
,20.03.2008,0.272234839,0.172153988,0.130769449,0.168029743
,21.03.2008,0.273167465,0.172990002,0.131017022,0.168148516
,22.03.2008,0.272495218,0.173402043,0.131398798,0.168382715
,23.03.2008,0.270886636,0.173257488,0.131649084,0.168647794
,24.03.2008,0.271068382,0.173016593,0.131703869,0.16884239
,25.03.2008,0.273241484,0.173661132,0.131846857,0.168983101
,26.03.2008,0.27450778,0.174796838,0.132285659,0.169185268
,27.03.2008,0.276040392,0.176171985,0.134159256,0.169538146
,28.03.2008,0.27241501,0.176480156,0.133662016,0.170022781
,29.03.2008,0.271066953,0.175915092,0.133912001,0.170459781
,30.03.2008,0.271555045,0.176136279,0.134067941,0.170774183
,31.03.2008,0.269020372,0.175961174,0.13430768,0.17105138
,01.04.2008,0.266169424,0.17505124,0.134284516,0.171264019
,02.04.2008,0.265017592,0.173984954,0.133968196,0.171308996
,03.04.2008,0.267011073,0.174099056,0.133709384,0.171223678
,04.04.2008,0.265792797,0.174517897,0.133818222,0.171168991
,05.04.2008,0.266652284,0.174901006,0.133965243,0.17119918
,06.04.2008,0.266038267,0.175607286,0.134311523,0.171312647
,07.04.2008,0.265184497,0.176142326,0.134752034,0.17155469
,08.04.2008,0.2629067,0.175870785,0.135074487,0.17182804
,09.04.2008,0.26349693,0.17592905,0.135179426,0.172019391
,10.04.2008,0.260842647,0.176103091,0.135464511,0.172229442
,11.04.2008,0.257171396,0.174817722,0.135482983,0.172429847
,12.04.2008,0.256772848,0.173858108,0.135126531,0.172441453
,13.04.2008,0.257987507,0.173582361,0.134846823,0.172320956
,14.04.2008,0.261575553,0.174503627,0.13484253,0.172190457
,15.04.2008,0.264031014,0.176192976,0.135358203,0.172208777
,16.04.2008,0.265124588,0.178114678,0.136267864,0.172524198
,17.04.2008,0.261496727,0.178552847,0.13721218,0.180798218
,18.04.2008,0.260005264,0.178022915,0.137623725,0.173515095
,19.04.2008,0.259641032,0.177970863,0.137877497,0.173771423
,20.04.2008,0.258719576,0.178443644,0.138326148,0.173923486
,21.04.2008,0.256842289,0.179140061,0.139041023,0.174229123
,22.04.2008,0.252974413,0.178906115,0.139757126,0.174629332
,23.04.2008,0.250886081,0.17821721,0.140157783,0.174944637
,24.04.2008,0.249549067,0.178317195,0.140620696,0.175217289
,25.04.2008,0.246112411,0.178370124,0.141280568,0.175564238
,26.04.2008,0.241863329,0.177464239,0.14177761,0.175988683
,27.04.2008,0.237432073,0.175776476,0.1419284,0.176295266
,28.04.2008,0.216763599,0.15030042,0.162009767,0.184734549
,29.04.2008,0.215213564,0.148959114,0.161694858,0.184248061
,30.04.2008,0.213827496,0.147930481,0.161602231,0.183804923
,01.05.2008,0.213814235,0.147734465,0.161804847,0.18380287
,02.05.2008,0.201074416,0.15251601,0.145778223,0.16121551
,03.05.2008,0.196920581,0.149571987,0.145691413,0.161562665
,04.05.2008,0.196942254,0.146967728,0.145215527,0.161674445
,05.05.2008,0.198250485,0.145722327,0.145062253,0.161664723
,06.05.2008,0.198801894,0.145287627,0.145391104,0.161783839
,07.05.2008,0.198980499,0.145266506,0.146094725,0.162126904
,08.05.2008,0.208236013,0.140438479,0.161260971,0.182453962
,09.05.2008,0.205369696,0.139018532,0.161397344,0.182669602
,10.05.2008,0.204691367,0.137475738,0.161049522,0.182696093
,11.05.2008,0.20143659,0.135708682,0.160639003,0.182585071
,12.05.2008,0.202198725,0.133982425,0.159816208,0.182125346
,13.05.2008,0.201813618,0.133648443,0.15954926,0.182025576
,14.05.2008,0.199321843,0.132401456,0.159296597,0.181866788
,15.05.2008,0.199196746,0.131039757,0.158683292,0.181570863
,16.05.2008,0.198795612,0.129975387,0.158059335,0.181109832
,17.05.2008,0.199950918,0.129153806,0.15743492,0.180450287
,18.05.2008,0.201957428,0.129084728,0.157072299,0.179851035
,19.05.2008,0.203414019,0.129299636,0.157095263,0.179523933
,20.05.2008,0.204129797,0.129568774,0.157402149,0.179533672
,21.05.2008,0.221831045,0.130810368,0.169285015,0.193303115
,22.05.2008,0.222154892,0.131755189,0.169929275,0.193892926
,23.05.2008,0.219267802,0.131511513,0.170149414,0.19416908
,24.05.2008,0.21891931,0.130696952,0.169610927,0.194036617
,25.05.2008,0.201322875,0.127272582,0.157531438,0.181015499
,26.05.2008,0.201478739,0.127326184,0.157541401,0.181475138
,27.05.2008,0.196673097,0.126632628,0.158066316,0.18231328
,28.05.2008,0.194370765,0.124811694,0.157813103,0.182914511
,29.05.2008,0.19685468,0.124412855,0.157357548,0.183162041
,30.05.2008,0.198291121,0.125202186,0.157456335,0.183345982
,31.05.2008,0.200131111,0.125890272,0.157912229,0.183694413
,01.06.2008,0.22288915,0.131979168,0.17062313,0.19785146
,02.06.2008,0.225606055,0.133705533,0.171552589,0.19816722
,03.06.2008,0.227345451,0.135359345,0.17256926,0.198404918
,04.06.2008,0.204866122,0.130280571,0.161092218,0.185500927
,05.06.2008,0.196590396,0.12940062,0.161581827,0.186350681
,06.06.2008,0.175672995,0.127397849,0.16129535,0.186986771
,07.06.2008,0.178725468,0.126818189,0.160490361,0.18715143
,08.06.2008,0.180725866,0.127289681,0.160245411,0.187150114
,09.06.2008,0.181529552,0.127693943,0.160358162,0.187285478
,10.06.2008,0.183258997,0.128128969,0.16055532,0.187507609
,11.06.2008,0.184768041,0.128932631,0.160956399,0.187836356
,12.06.2008,0.182962301,0.128747115,0.161363954,0.1882436
,13.06.2008,0.184495828,0.128561229,0.161407296,0.18853849
,14.06.2008,0.186643645,0.129091733,0.161523504,0.188553848
,15.06.2008,0.189027338,0.130143997,0.161849447,0.188445667
,16.06.2008,0.190191615,0.131278725,0.162397513,0.188535304
,17.06.2008,0.189769921,0.131860955,0.162797471,0.188482843
,18.06.2008,0.189838204,0.132546111,0.162868077,0.188263079
,19.06.2008,0.188978155,0.12250269,0.14869468,0.175597436
,20.06.2008,0.188766685,0.13332414,0.162949232,0.187985669
,21.06.2008,0.188048363,0.133584038,0.162944175,0.187841484
,22.06.2008,0.187293416,0.133609948,0.162760244,0.187587953
,23.06.2008,0.186340487,0.133479186,0.162527548,0.187325498
,24.06.2008,-9999,0.146437667,0.176648433,0.19729647
,25.06.2008,-9999,0.146890036,0.176312119,0.19657509
,26.06.2008,-9999,0.147177392,0.176100179,0.196027384
,27.06.2008,0.183350847,0.132757334,0.161450141,0.186301752
,28.06.2008,0.183638903,0.132773176,0.161144476,0.186109671
,29.06.2008,0.182538777,0.132789775,0.161022143,0.185994966
,30.06.2008,-9999,0.148004897,0.175184452,0.194475704
,01.07.2008,-9999,0.148528747,0.175019641,0.19412479
,02.07.2008,-9999,0.133097735,0.160642504,0.185639406
,03.07.2008,-9999,0.149473848,0.175604533,0.194553008
,04.07.2008,-9999,0.149038907,0.175550423,0.194663683
,05.07.2008,0.182066856,0.13281514,0.160474151,0.185842161
,06.07.2008,-9999,0.150047587,0.175426617,0.194525353
,07.07.2008,-9999,0.150375638,0.175728351,0.194862818
,08.07.2008,0.180432261,0.133113989,0.160743865,0.186111726
,09.07.2008,-9999,0.150178247,0.175746413,0.195322551
,10.07.2008,0.182623269,0.133489927,0.160542345,0.186056003
,11.07.2008,-9999,0.151702312,0.176094995,0.195547112
,12.07.2008,-9999,0.152741529,0.176808936,0.196085608
,13.07.2008,-9999,0.153055574,0.177444053,0.196702859
,14.07.2008,-9999,0.153335131,0.177815391,0.19728782
,15.07.2008,-9999,0.154057912,0.1782757,0.197873824
,16.07.2008,-9999,0.155064065,0.178960981,0.19855883
,17.07.2008,-9999,0.156000941,0.179786407,0.199340596
,18.07.2008,-9999,0.156351752,0.180543196,0.200107285
,19.07.2008,-9999,0.15657671,0.180926258,0.200732055
,20.07.2008,-9999,0.157128556,0.181341388,0.201408794
,21.07.2008,-9999,0.157767835,0.181891378,0.202086887
,22.07.2008,-9999,0.158380696,0.18250568,0.202786185
,23.07.2008,0.190707282,0.139961901,0.16619559,0.190928748
,24.07.2008,0.18915477,0.120714361,0.149602112,0.17875706
,25.07.2008,0.188267576,0.139878144,0.167013441,0.192045127
,26.07.2008,0.186660906,0.139346719,0.167056573,0.192442251
,27.07.2008,0.186456017,0.138939429,0.166905496,0.192667555
,28.07.2008,0.186933082,0.139017202,0.166839657,0.192798595
,29.07.2008,0.186553173,0.139144836,0.166927799,0.19295051
,30.07.2008,0.18676087,0.139258532,0.167028296,0.193110998
,31.07.2008,0.18714134,0.139499063,0.167177652,0.193303203
,01.08.2008,0.188066382,0.139969225,0.167439551,0.193513809
,02.08.2008,0.188755201,0.140564197,0.167826504,0.193785447
,03.08.2008,0.189083491,0.141077657,0.168271111,0.19415208
,04.08.2008,0.187028523,0.141092518,0.168673437,0.194549139
,05.08.2008,0.185726275,0.140505128,0.16871948,0.194881631
,06.08.2008,0.184966276,0.140166194,0.168561789,0.195023356
,07.08.2008,0.181147898,0.139432816,0.1682746,0.194992522
,08.08.2008,0.17839894,0.138321099,0.167828602,0.194903767
,09.08.2008,0.177243164,0.137421611,0.167214969,0.194666752
,10.08.2008,0.177496264,0.137176352,0.166670807,0.194350786
,11.08.2008,0.176217219,0.136945777,0.166385927,0.19407486
,12.08.2008,0.175210939,0.136459114,0.166050613,0.193839422
,13.08.2008,0.17542859,0.136261649,0.165696265,0.193596589
,14.08.2008,0.176803661,0.136381739,0.16563665,0.193377031
,15.08.2008,0.174128463,0.135875605,0.165508584,0.193189397
,16.08.2008,0.182795528,0.133670108,0.164773056,0.192931961
,17.08.2008,0.263105076,0.132432943,0.163263954,0.192306469
,18.08.2008,0.333554968,0.136029236,0.161704905,0.191091465
,19.08.2008,0.343829987,0.155691384,0.160970984,0.189965734
,20.08.2008,0.344703933,0.178085958,0.160797139,0.189166485
,21.08.2008,0.345170769,0.191296525,0.160993276,0.18869356
,22.08.2008,0.344816586,0.197682539,0.161475455,0.188514539
,23.08.2008,0.343282738,0.200645133,0.162071517,0.18856217
,24.08.2008,0.352011135,0.204309368,0.163027145,0.188966768
,25.08.2008,0.361526029,0.207898511,0.163976746,0.189394162
,26.08.2008,0.360616164,0.137033016,0.146950059,0.173407416
,27.08.2008,0.360175823,0.21038224,0.164551273,0.189685954
,28.08.2008,0.357826329,0.142086367,0.147471934,0.173549358
,29.08.2008,0.356100838,0.212113362,0.165006508,0.190039279
,30.08.2008,0.356949115,0.213352685,0.165065434,0.190126781
,31.08.2008,0.356659236,0.215104209,0.165412631,0.190263185
,01.09.2008,0.355608298,0.216418578,0.165864684,0.190492349
,02.09.2008,0.351132347,0.217067814,0.166134227,0.190741231
,03.09.2008,0.347419662,0.216512447,0.165883233,0.190849715
,04.09.2008,0.345053975,0.216065924,0.165357306,0.191031437
,05.09.2008,0.342958081,0.216062673,0.16478013,0.19093542
,06.09.2008,0.33988826,0.215098829,0.163997503,0.190498765
,07.09.2008,0.340795393,0.215149441,0.163063387,0.189899254
,08.09.2008,0.339450181,0.216141312,0.162639422,0.189318315
,09.09.2008,0.33641015,0.215386067,0.162152975,0.18883413
,10.09.2008,-9999,0.265160747,0.179041821,0.205526332
,11.09.2008,-9999,0.26477672,0.178624603,0.20491835
,12.09.2008,0.332721185,0.215814222,0.160674787,0.187279764
,13.09.2008,0.334840985,0.214573869,0.159913653,0.186757491
,14.09.2008,0.33939947,0.214625112,0.1588963,0.186045962
,15.09.2008,0.341144088,0.169197953,0.140845432,0.168388418
,16.09.2008,0.377729311,0.208882468,0.142625962,0.192768389
,17.09.2008,0.379629259,0.211223078,0.142470215,0.192190804
,18.09.2008,0.380502655,0.213782868,0.142660874,0.191842948
,19.09.2008,0.380569158,0.216204698,0.143012842,0.188830592
,20.09.2008,0.37953012,0.218254039,0.143349123,0.19170621
,21.09.2008,0.379119052,0.220213778,0.143552615,0.191745463
,22.09.2008,0.378451757,0.222240467,0.14373656,0.191762635
,23.09.2008,0.377472515,0.224412919,0.143923385,0.191784701
,24.09.2008,0.376047292,0.226197924,0.144080316,0.191808635
,25.09.2008,0.377231729,0.228178467,0.14418151,0.191829459
,26.09.2008,0.377410741,0.230061194,0.144298995,0.191828992
,27.09.2008,0.375224199,0.231220466,0.144358766,0.191791828
,28.09.2008,0.373172707,0.23203749,0.144293712,0.191727993
,29.09.2008,0.3710557,0.23297392,0.144225271,0.191599399
,30.09.2008,0.367979293,0.233411724,0.144155557,0.191441322
,01.10.2008,0.365544788,0.233886377,0.144020891,0.191254427
,02.10.2008,0.362554899,0.234415226,0.143967345,0.191056227
,03.10.2008,0.358778325,0.234395017,0.143918853,0.190862017
,04.10.2008,0.35572283,0.234274514,0.143762167,0.190640172
,05.10.2008,0.352958201,0.234172416,0.143621103,0.190378052
,06.10.2008,0.349036602,0.234068308,0.143546453,0.190124749
,07.10.2008,0.343571265,0.233040227,0.143390798,0.189853233
,08.10.2008,0.339747887,0.231816697,0.142996804,0.189492524
,09.10.2008,0.336501026,0.231239805,0.142694341,0.18906202
,10.10.2008,0.331929235,0.22974815,0.142404897,0.188632205
,11.10.2008,0.337180198,0.214803278,0.141843857,0.188149439
,12.10.2008,0.324019561,0.225411152,0.141027844,0.187484084
,13.10.2008,0.32036558,0.222470733,0.139899438,0.186622782
,14.10.2008,0.317841136,0.219969313,0.138691263,0.185567002
,15.10.2008,0.316011063,0.217766762,0.137617444,0.18443238
,16.10.2008,0.314402083,0.216073277,0.136756395,0.183328566
,17.10.2008,0.314173892,0.21485232,0.136178175,0.182327819
,18.10.2008,0.313268882,0.214223249,0.135973165,0.181530098
,19.10.2008,0.312478093,0.213636524,0.136058933,0.180982113
,20.10.2008,0.311121888,0.213523672,0.136364028,0.180651561
,21.10.2008,0.308435452,0.21284658,0.136630052,0.180464661
,22.10.2008,0.302701088,0.210748437,0.136549496,0.180276755
,23.10.2008,0.297355935,0.206908685,0.135857017,0.179885181
,24.10.2008,0.295902512,0.203586538,0.134798499,0.179166864
,25.10.2008,0.295153616,0.201598723,0.133986319,0.178292463
,26.10.2008,0.295270124,0.200600348,0.133566808,0.177511578
,27.10.2008,0.291069534,0.199545402,0.133455298,0.176912776
,28.10.2008,0.289091104,0.197236184,0.133086473,0.176416008
,29.10.2008,0.252886805,0.178856482,0.131937394,0.153140877
,30.10.2008,0.252889657,0.178283704,0.131872351,0.152675359
,31.10.2008,0.251695858,0.178178224,0.132126335,0.152377208
,01.11.2008,0.252163294,0.177872649,0.132357436,0.152234135
,02.11.2008,0.253423284,0.177901601,0.132569864,0.152119266
,03.11.2008,0.254982517,0.178143958,0.132854124,0.152055987
,04.11.2008,0.275778659,0.20154256,0.131528056,0.163358632
,05.11.2008,0.273748717,0.201204138,0.131815877,0.163469191
,06.11.2008,0.270004527,0.199883733,0.131794183,0.163513769
,07.11.2008,0.267303957,0.197943542,0.1313317,0.163382249
,08.11.2008,0.266828664,0.196449769,0.130654381,0.163023616
,09.11.2008,0.266526044,0.195712345,0.130115006,0.162542604
,10.11.2008,0.266493296,0.195193151,0.129717596,0.162086656
,11.11.2008,0.265375306,0.194614691,0.129415894,0.16167303
,12.11.2008,0.265024697,0.19395313,0.129079004,0.161286796
,13.11.2008,0.265333939,0.193612509,0.128805113,0.160898137
,14.11.2008,0.265200026,0.193551846,0.128648729,0.160555471
,15.11.2008,0.261215563,0.192493682,0.128462265,0.160266631
,16.11.2008,0.259945188,0.190675501,0.127861584,0.159896117
,17.11.2008,0.261282465,0.190070636,0.127248301,0.159374989
,18.11.2008,0.262171311,0.190165188,0.126943504,0.158868857
,19.11.2008,0.26417762,0.190673785,0.126880379,0.158491723
,20.11.2008,0.263922385,0.191366252,0.127081999,0.15827289
,21.11.2008,0.260512698,0.190571895,0.127168185,0.158162744
,22.11.2008,0.25864248,0.18913831,0.126808483,0.157970441
,23.11.2008,0.257895911,0.187966532,0.126270274,0.157617913
