@T,Climate,,,,,,,,,
descr,mean temperature,,,,,,,,,
unit,deg C,,,,,,,,,
missing_val,-9999,,,,,,,,
date_start,01.01.1990,,,,,,,,
date_end,31.12.2008,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,
,,,,,,,,,,
@H,date,tmpmean[1],tmpmean[2],tmpmean[3],tmpmean[4],tmpmean[5],tmpmean[6],tmpmean[7],tmpmean[8],
name,,waterloo,ad,ame,ang,ass,blg,garr,cme,
,10.09.1992,17,15.15,15.87,17.23,13.55,16.31,17.5,-9999,
,11.09.1992,13.5,12.04,12.66,13.35,10.87,13.1,14.17,-9999,
,12.09.1992,12.5,12.32,12.93,12.63,11.11,13.37,14.45,-9999,
,13.09.1992,13.5,13.37,14,13.68,12.03,14.44,15.56,-9999,
,14.09.1992,14.5,16.52,17.23,14.5,14.77,17.67,18.89,-9999,
,15.09.1992,18.5,20.42,21.25,18.43,18.15,21.69,23.06,-9999,
,16.09.1992,22.5,19.62,20.44,22.48,17.45,20.88,22.22,-9999,
,17.09.1992,22,20.15,20.98,22.2,17.91,21.42,22.78,-9999,
,18.09.1992,23,18.56,19.36,22.98,16.52,19.8,21.11,-9999,
,19.09.1992,14,10.73,11.31,13.78,9.73,11.75,12.78,-9999,
,20.09.1992,10.5,11.27,11.86,10.25,10.2,12.3,13.34,-9999,
,21.09.1992,12,16.21,16.95,11.9,14.48,17.39,18.61,-9999,
,22.09.1992,19,14.9,15.61,19,13.34,16.04,17.23,-9999,
,23.09.1992,9,7.85,8.36,8.75,7.21,8.8,9.72,-9999,
,24.09.1992,8,9.97,10.51,8.15,9.07,10.95,11.95,-9999,
,25.09.1992,11,11.28,11.86,10.85,10.21,12.3,13.34,-9999,
,26.09.1992,11.5,12.31,12.93,11.68,11.09,13.37,14.45,-9999,
,27.09.1992,16,13.6,14.26,15.9,12.21,14.7,15.84,-9999,
,28.09.1992,11.5,10.21,10.78,11.35,9.28,11.22,12.23,-9999,
,29.09.1992,9,7.58,8.09,8.75,6.99,8.53,9.44,-9999,
,30.09.1992,7,8.12,8.63,7.1,7.46,9.07,10,-9999,
,01.10.1992,9,11.02,11.59,9.2,10,12.03,13.06,-9999,
,02.10.1992,13.5,13.38,14.01,13.68,12.04,14.45,15.56,-9999,
,03.10.1992,17,14.94,15.62,16.78,13.4,16.06,17.22,-9999,
,04.10.1992,17.5,13.62,14.27,17.38,12.24,14.71,15.84,-9999,
,05.10.1992,11,9.17,9.71,10.85,8.37,10.15,11.12,-9999,
,06.10.1992,8,9.18,9.71,8.03,8.39,10.15,11.11,-9999,
,07.10.1992,9,11.02,11.59,8.8,10,12.03,13.06,-9999,
,08.10.1992,11,10.99,11.58,11.18,9.95,12.02,13.06,-9999,
,09.10.1992,12,10.19,10.77,12.03,9.24,11.21,12.23,-9999,
,10.10.1992,11.5,8.89,9.43,11.53,8.12,9.87,10.84,-9999,
,11.10.1992,9.5,8.36,8.89,9.7,7.66,9.33,10.28,-9999,
,12.10.1992,7.5,9.17,9.7,7.33,8.37,10.14,11.11,-9999,
,13.10.1992,8,7.6,8.09,8.2,7,8.53,9.45,-9999,
,14.10.1992,8.5,14.17,14.82,8.38,12.73,15.26,16.39,-9999,
,15.10.1992,16,16.75,17.49,16.05,14.96,17.93,19.17,-9999,
,16.10.1992,14.5,10.47,11.05,14.53,9.5,11.48,12.5,-9999,
,17.10.1992,5.5,4.7,5.13,5.55,4.47,5.57,6.39,-9999,
,18.10.1992,5,3.13,3.53,4.9,3.12,3.97,4.73,-9999,
,19.10.1992,1,-0.26,0.04,1.03,0.17,0.48,1.11,-9999,
,20.10.1992,1.5,-0.01,0.3,1.48,0.38,0.74,1.39,-9999,
,21.10.1992,4,2.34,2.72,4.13,2.43,3.16,3.89,-9999,
,22.10.1992,3.5,1.84,2.19,3.4,2,2.63,3.34,-9999,
,23.10.1992,6.5,5.01,5.42,6.43,4.77,5.86,6.67,-9999,
,24.10.1992,16,13.89,14.54,15.78,12.47,14.98,16.11,-9999,
,25.10.1992,7.5,5.78,6.22,7.7,5.44,6.66,7.5,-9999,
,26.10.1992,7.5,5.78,6.22,7.7,5.44,6.66,7.5,-9999,
,27.10.1992,8,6.3,6.75,7.93,5.89,7.19,8.06,-9999,
,28.10.1992,5.5,3.69,4.07,5.6,3.62,4.51,5.28,-9999,
,29.10.1992,6.5,5.01,5.42,6.7,4.77,5.86,6.67,-9999,
,30.10.1992,7.5,5.75,6.21,7.28,5.4,6.65,7.5,-9999,
,31.10.1992,2.5,1.04,1.38,2.3,1.3,1.82,2.5,-9999,
,01.11.1992,5.5,4.4,4.86,5.68,4.2,5.3,6.12,-9999,
,02.11.1992,7.5,9.16,9.7,7.55,8.35,10.14,11.12,-9999,
,03.11.1992,9,7.06,7.55,8.93,6.53,7.99,8.89,-9999,
,04.11.1992,8,6.81,7.29,8.1,6.32,7.73,8.61,-9999,
,05.11.1992,1.5,0.22,0.56,1.65,0.57,1,1.67,-9999,
,06.11.1992,0,-0.3,0.02,-0.18,0.12,0.46,1.11,-9999,
,07.11.1992,-0.5,-0.29,0.03,-0.63,0.14,0.47,1.11,-9999,
,08.11.1992,0.5,1.29,1.64,0.65,1.51,2.08,2.78,-9999,
,09.11.1992,1.5,4.45,4.87,1.7,4.26,5.31,6.11,-9999,
,10.11.1992,6,6.5,7,6.23,6.02,7.44,8.33,-9999,
,11.11.1992,8.5,7.29,7.81,8.45,6.71,8.25,9.17,-9999,
,12.11.1992,9.5,6.81,7.29,9.28,6.31,7.73,8.61,-9999,
,13.11.1992,5.5,-0.29,0.03,5.6,0.13,0.47,1.11,-9999,
,14.11.1992,-1,-3.16,-2.92,-1.18,-2.36,-2.48,-1.94,-9999,
,15.11.1992,-2.5,-2.65,-2.39,-2.28,-1.92,-1.95,-1.39,-9999,
,16.11.1992,-2.5,-0.78,-0.5,-2.5,-0.27,-0.06,0.56,-9999,
,17.11.1992,3,3.67,4.07,3.13,3.59,4.51,5.28,-9999,
,18.11.1992,4.5,2.58,2.98,4.63,2.62,3.42,4.17,-9999,
,19.11.1992,1,0.75,1.1,1.2,1.04,1.54,2.22,-9999,
,20.11.1992,2,7.35,7.83,2.2,6.79,8.27,9.17,-9999,
,21.11.1992,8,11.76,12.38,7.83,10.61,12.82,13.89,-9999,
,22.11.1992,10.5,8.63,9.16,10.43,7.89,9.6,10.56,-9999,
,23.11.1992,6,4.15,4.59,6.08,3.99,5.03,5.84,-9999,
,24.11.1992,4,2.05,2.44,4.03,2.15,2.88,3.61,-9999,
,25.11.1992,3,4.15,4.59,3.2,3.99,5.03,5.84,-9999,
,26.11.1992,5,3.4,3.8,4.85,3.36,4.24,5,-9999,
,27.11.1992,1.5,-1.88,-1.59,1.43,-1.26,-1.15,-0.56,-9999,
,28.11.1992,1,-2.92,-2.66,0.93,-2.16,-2.23,-1.67,-9999,
,29.11.1992,-2,-0.27,0.03,-2.05,0.15,0.47,1.11,-9999,
,30.11.1992,1,-0.29,0.03,0.98,0.13,0.47,1.11,-9999,
,01.12.1992,-1,-1.61,-1.32,-0.95,-1.03,-0.88,-0.28,-9999,
,02.12.1992,-1.5,-0.03,0.3,-1.28,0.36,0.74,1.39,-9999,
,03.12.1992,0,-1.34,-1.05,0.1,-0.79,-0.61,0,-9999,
,04.12.1992,-1,-1.34,-1.05,-1,-0.79,-0.61,0,-9999,
,05.12.1992,-3,-4.99,-4.8,-3.23,-3.95,-4.36,-3.89,-9999,
,06.12.1992,-9,-7.59,-7.48,-8.93,-6.2,-7.04,-6.67,-9999,
,07.12.1992,-5.5,-2.92,-2.66,-5.38,-2.16,-2.23,-1.67,-9999,
,08.12.1992,-2.5,-3.71,-3.47,-2.33,-2.85,-3.03,-2.5,-9999,
,09.12.1992,-3,-4.22,-4,-3.1,-3.29,-3.56,-3.06,-9999,
,10.12.1992,-2.5,-2.39,-2.12,-2.28,-1.7,-1.68,-1.11,-9999,
,11.12.1992,0,-0.57,-0.25,-0.23,-0.11,0.19,0.83,-9999,
,12.12.1992,0.5,-1.07,-0.78,0.33,-0.55,-0.34,0.28,-9999,
,13.12.1992,0.5,-1.09,-0.79,0.6,-0.58,-0.35,0.28,-9999,
,14.12.1992,-1,-3.17,-2.93,-1.23,-2.38,-2.49,-1.95,-9999,
,15.12.1992,-0.5,0.77,1.1,-0.4,1.06,1.54,2.22,-9999,
,16.12.1992,5.5,5.75,6.21,5.55,5.4,6.65,7.5,-9999,
,17.12.1992,2,-0.04,0.29,2.2,0.34,0.73,1.39,-9999,
,18.12.1992,-0.5,-1.35,-1.05,-0.45,-0.8,-0.61,0,-9999,
,19.12.1992,0,1.03,1.37,-0.18,1.28,1.81,2.5,-9999,
,20.12.1992,-0.5,-1.3,-1.04,-0.53,-0.73,-0.6,0,-9999,
,21.12.1992,-8,-6.8,-6.67,-8.2,-5.5,-6.23,-5.84,-9999,
,22.12.1992,-5.5,-2.62,-2.38,-5.28,-1.88,-1.94,-1.39,-9999,
,23.12.1992,0,-0.82,-0.51,-0.13,-0.33,-0.07,0.56,-9999,
,24.12.1992,-4,-6.8,-6.67,-4.13,-5.5,-6.23,-5.84,-9999,
,25.12.1992,-8.5,-4.97,-4.79,-8.53,-3.93,-4.35,-3.89,-9999,
,26.12.1992,-6.5,-9.43,-9.36,-6.28,-7.8,-8.92,-8.61,-9999,
,27.12.1992,-9,-3.36,-3.17,-8.75,-2.49,-2.73,-2.22,-9999,
,28.12.1992,-1,-0.02,0.29,-0.98,0.37,0.73,1.39,-9999,
,29.12.1992,2.5,3.11,3.52,2.43,3.08,3.96,4.73,-9999,
,30.12.1992,5,6.53,7.01,4.8,6.06,7.45,8.34,-9999,
,31.12.1992,8,4.47,4.88,8.1,4.3,5.32,6.11,-9999,
,01.01.1993,-1.5,-5.25,-5.07,-1.63,-4.18,-4.63,-4.17,-9999,
,02.01.1993,-7.5,-6.57,-6.41,-7.25,-5.32,-5.97,-5.56,-9999,
,03.01.1993,-3.5,1.31,1.65,-3.73,1.54,2.09,2.78,-9999,
,04.01.1993,6.5,8.34,8.88,6.28,7.63,9.32,10.28,-9999,
,05.01.1993,5.5,3.93,4.33,5.28,3.82,4.77,5.56,-9999,
,06.01.1993,-2,-2.13,-1.85,-1.78,-1.47,-1.42,-0.84,-9999,
,07.01.1993,-4,-3.69,-3.46,-3.78,-2.82,-3.02,-2.5,-9999,
,08.01.1993,-3.5,-4.22,-4,-3.5,-3.29,-3.56,-3.06,-9999,
,09.01.1993,-5,-6.05,-5.88,-5.15,-4.87,-5.44,-5,-9999,
,10.01.1993,-5.5,-6.57,-6.42,-5.38,-5.33,-5.98,-5.56,-9999,
,11.01.1993,-7,-6.06,-5.88,-6.75,-4.89,-5.44,-5,-9999,
,12.01.1993,-5.5,-3.17,-2.93,-5.65,-2.38,-2.49,-1.95,-9999,
,13.01.1993,-1,-2.38,-2.12,-1.23,-1.69,-1.68,-1.11,-9999,
,14.01.1993,-1.5,-4.49,-4.27,-1.73,-3.52,-3.83,-3.33,-9999,
,15.01.1993,-2.5,-6.05,-5.88,-2.73,-4.88,-5.44,-5,-9999,
,16.01.1993,-5.5,-6.84,-6.69,-5.65,-5.56,-6.25,-5.84,-9999,
,17.01.1993,-5,-4.22,-4,-5.1,-3.29,-3.56,-3.06,-9999,
,18.01.1993,-8,-10.21,-10.17,-7.83,-8.48,-9.73,-9.45,-9999,
,19.01.1993,-12,-10.7,-10.69,-12.03,-8.89,-10.25,-10,-9999,
,20.01.1993,-10.5,-7.05,-6.94,-10.38,-5.72,-6.5,-6.11,-9999,
,21.01.1993,-5,1.02,1.37,-5.18,1.27,1.81,2.5,-9999,
,22.01.1993,2,0.75,1.1,1.93,1.04,1.54,2.22,-9999,
,23.01.1993,-3,-0.25,0.04,-3.23,0.18,0.48,1.12,-9999,
,24.01.1993,1,0.52,0.84,0.75,0.84,1.28,1.95,-9999,
,25.01.1993,-3.5,-6.04,-5.88,-3.73,-4.86,-5.44,-5,-9999,
,26.01.1993,-9,-6.25,-6.13,-8.88,-5.02,-5.69,-5.28,-9999,
,27.01.1993,-4.5,-0.82,-0.51,-4.68,-0.33,-0.07,0.56,-9999,
,28.01.1993,-1,0.25,0.57,-1.18,0.61,1.01,1.67,-9999,
,29.01.1993,-3,-3.64,-3.45,-3.13,-2.75,-3.01,-2.5,-9999,
,30.01.1993,-7.5,-3.66,-3.45,-7.25,-2.78,-3.01,-2.5,-9999,
,31.01.1993,-3.5,1.03,1.37,-3.4,1.29,1.81,2.5,-9999,
,01.02.1993,0,-1.03,-0.76,0.08,-0.49,-0.32,0.28,-9999,
,02.02.1993,-8,-6.26,-6.13,-8.15,-5.02,-5.69,-5.28,-9999,
,03.02.1993,-6,-0.77,-0.49,-5.95,-0.26,-0.06,0.56,-9999,
,04.02.1993,0.5,0.55,0.85,0.3,0.88,1.29,1.95,-9999,
,05.02.1993,1,2.64,3,1.13,2.7,3.43,4.17,-9999,
,06.02.1993,1,0.03,0.32,0.9,0.44,0.75,1.39,-9999,
,07.02.1993,-6,-5.21,-5.06,-6.1,-4.12,-4.62,-4.17,-9999,
,08.02.1993,-4,-1.34,-1.05,-4.18,-0.78,-0.61,0,-9999,
,09.02.1993,-4.5,-2.36,-2.12,-4.28,-1.66,-1.68,-1.12,-9999,
,10.02.1993,-2.5,-0.26,0.04,-2.68,0.17,0.48,1.12,-9999,
,11.02.1993,1.5,-0.01,0.3,1.48,0.38,0.74,1.39,-9999,
,12.02.1993,-3,-3.44,-3.2,-2.78,-2.61,-2.76,-2.23,-9999,
,13.02.1993,-2.5,-2.91,-2.66,-2.55,-2.15,-2.22,-1.67,-9999,
,14.02.1993,-2.5,-3.18,-2.93,-2.28,-2.39,-2.49,-1.95,-9999,
,15.02.1993,-3,-4.49,-4.27,-3.05,-3.52,-3.83,-3.34,-9999,
,16.02.1993,-3.5,-4.23,-4,-3.38,-3.3,-3.56,-3.06,-9999,
,17.02.1993,-5,-6.82,-6.68,-5.1,-5.53,-6.24,-5.83,-9999,
,18.02.1993,-13.5,-16.47,-16.6,-13.58,-13.9,-16.16,-16.11,-9999,
,19.02.1993,-16.5,-13.32,-13.38,-16.33,-11.16,-12.94,-12.78,-9999,
,20.02.1993,-12.5,-4.72,-4.53,-12.3,-3.71,-4.09,-3.61,-9999,
,21.02.1993,-4.5,-3.44,-3.2,-4.33,-2.61,-2.76,-2.23,-9999,
,22.02.1993,-4,-3.96,-3.73,-3.83,-3.06,-3.29,-2.78,-9999,
,23.02.1993,-6.5,-7.88,-7.76,-6.43,-6.47,-7.32,-6.95,-9999,
,24.02.1993,-11.5,-14.11,-14.19,-11.48,-11.86,-13.75,-13.61,-9999,
,25.02.1993,-16.5,-12.54,-12.58,-16.4,-10.49,-12.14,-11.95,-9999,
,26.02.1993,-15.5,-6.55,-6.41,-15.63,-5.3,-5.97,-5.56,-9999,
,27.02.1993,-10.5,-10.69,-10.69,-10.33,-8.87,-10.25,-10,-9999,
,28.02.1993,-10,-10.95,-10.96,-10.1,-9.1,-10.52,-10.28,-9999,
,01.03.1993,-10,-2.87,-2.65,-9.83,-2.09,-2.21,-1.67,-9999,
,02.03.1993,-1.5,0.77,1.1,-1.3,1.06,1.54,2.22,-9999,
,03.03.1993,4,1.8,2.17,4.13,1.94,2.61,3.34,-9999,
,04.03.1993,2.5,-0.3,0.02,2.25,0.12,0.46,1.11,-9999,
,05.03.1993,-1,-1.6,-1.31,-1.23,-1.01,-0.87,-0.28,-9999,
,06.03.1993,-4.5,-3.62,-3.44,-4.45,-2.72,-3,-2.5,-9999,
,07.03.1993,0,-0.25,0.04,-0.25,0.18,0.48,1.12,-9999,
,08.03.1993,2,0.48,0.83,1.8,0.8,1.27,1.95,-9999,
,09.03.1993,1,-0.3,0.02,0.88,0.12,0.46,1.11,-9999,
,10.03.1993,-0.5,-0.82,-0.51,-0.45,-0.33,-0.07,0.56,-9999,
,11.03.1993,-5,-4.18,-3.99,-5,-3.23,-3.55,-3.06,-9999,
,12.03.1993,-4.5,-5.49,-5.33,-4.45,-4.37,-4.89,-4.44,-9999,
,13.03.1993,-6,-6.05,-5.88,-6.1,-4.87,-5.44,-5,-9999,
,14.03.1993,-8.5,-10.99,-10.97,-8.6,-9.15,-10.53,-10.28,-9999,
,15.03.1993,-13.5,-6.48,-6.39,-13.3,-5.2,-5.95,-5.56,-9999,
,16.03.1993,-7,1.55,1.91,-7.08,1.73,2.35,3.06,-9999,
,17.03.1993,-1.5,-2.63,-2.38,-1.63,-1.89,-1.94,-1.39,-9999,
,18.03.1993,-9,-9.17,-9.09,-8.93,-7.57,-8.66,-8.34,-9999,
,19.03.1993,-8.5,-6.02,-5.87,-8.65,-4.84,-5.43,-5,-9999,
,20.03.1993,-3.5,-0.04,0.29,-3.73,0.35,0.73,1.39,-9999,
,21.03.1993,0.5,0.75,1.1,0.6,1.04,1.54,2.22,-9999,
,22.03.1993,1.5,1.02,1.37,1.7,1.27,1.81,2.5,-9999,
,23.03.1993,2,1.28,1.64,1.98,1.49,2.08,2.78,-9999,
,24.03.1993,2.5,3.38,3.79,2.43,3.32,4.23,5,-9999,
,25.03.1993,4.5,3.11,3.52,4.58,3.09,3.96,4.72,-9999,
,26.03.1993,4,3.88,4.32,3.8,3.75,4.76,5.56,-9999,
,27.03.1993,2,4.74,5.15,2.03,4.53,5.59,6.39,-9999,
,28.03.1993,7.5,8.91,9.44,7.65,8.15,9.87,10.83,-9999,
,29.03.1993,10,9.43,9.97,9.75,8.6,10.41,11.39,-9999,
,30.03.1993,9.5,7.58,8.09,9.25,6.99,8.53,9.44,-9999,
,31.03.1993,8,8.61,9.16,8.1,7.87,9.6,10.56,-9999,
,01.04.1993,7.5,2.6,2.99,7.65,2.65,3.43,4.17,-9999,
,02.04.1993,-1,-1.07,-0.78,-0.95,-0.55,-0.34,0.28,-9999,
,03.04.1993,-1,0.53,0.84,-0.9,0.86,1.28,1.95,-9999,
,04.04.1993,0,-1.04,-0.77,-0.02,-0.5,-0.33,0.28,-9999,
,05.04.1993,1,1.29,1.64,1.03,1.51,2.08,2.78,-9999,
,06.04.1993,2.5,5.51,5.95,2.3,5.19,6.38,7.22,-9999,
,07.04.1993,5.5,6.55,7.02,5.55,6.1,7.46,8.33,-9999,
,08.04.1993,6.5,9.16,9.7,6.65,8.36,10.14,11.11,-9999,
,09.04.1993,11.5,9.66,10.23,11.7,8.78,10.67,11.67,-9999,
,10.04.1993,7,6.03,6.48,7.05,5.65,6.92,7.78,-9999,
,11.04.1993,7,5.25,5.68,7.1,4.97,6.12,6.95,-9999,
,12.04.1993,6.5,6.01,6.48,6.45,5.61,6.92,7.78,-9999,
,13.04.1993,3.5,6.54,7.01,3.68,6.08,7.45,8.33,-9999,
,14.04.1993,6.5,6.79,7.28,6.6,6.3,7.72,8.61,-9999,
,15.04.1993,8,12.07,12.67,8.05,10.9,13.11,14.17,-9999,
,16.04.1993,12.5,8.64,9.17,12.45,7.91,9.61,10.56,-9999,
,17.04.1993,3,3.41,3.8,2.8,3.36,4.24,5,-9999,
,18.04.1993,4.5,8.14,8.64,4.4,7.49,9.08,10,-9999,
,19.04.1993,10,8.12,8.63,9.75,7.46,9.07,10,-9999,
,20.04.1993,11,10.73,11.31,10.98,9.72,11.75,12.78,-9999,
,21.04.1993,8,3.67,4.06,8.03,3.59,4.5,5.28,-9999,
,22.04.1993,4,4.75,5.15,3.95,4.55,5.59,6.39,-9999,
,23.04.1993,6,6.59,7.03,5.88,6.15,7.47,8.34,-9999,
,24.04.1993,10,13.07,13.73,9.75,11.75,14.17,15.28,-9999,
,25.04.1993,13.5,11.5,12.11,13.58,10.39,12.55,13.61,-9999,
,26.04.1993,8,7.06,7.55,8.1,6.53,7.99,8.89,-9999,
,27.04.1993,6,6.31,6.76,5.78,5.9,7.2,8.06,-9999,
,28.04.1993,7.5,13.1,13.73,7.43,11.8,14.17,15.28,-9999,
,29.04.1993,14.5,14.4,15.07,14.68,12.91,15.51,16.67,-9999,
,30.04.1993,13.5,12.58,13.2,13.68,11.35,13.64,14.73,-9999,
,01.05.1993,13,11.79,12.39,12.9,10.66,12.83,13.89,-9999,
,02.05.1993,13,14.41,15.08,12.9,12.93,15.52,16.67,-9999,
,03.05.1993,16.5,15.43,16.14,16.28,13.8,16.58,17.78,-9999,
,04.05.1993,16,15.16,15.87,15.8,13.56,16.31,17.5,-9999,
,05.05.1993,16.5,15.43,16.14,16.4,13.8,16.58,17.78,-9999,
,06.05.1993,15.5,16,16.7,15.73,14.32,17.13,18.34,-9999,
,07.05.1993,17.5,15.73,16.43,17.65,14.08,16.87,18.06,-9999,
,08.05.1993,16.5,15.74,16.43,16.6,14.1,16.87,18.06,-9999,
,09.05.1993,17.5,17.06,17.77,17.43,15.25,18.21,19.44,-9999,
,10.05.1993,20.5,18.62,19.38,20.3,16.6,19.82,21.11,-9999,
,11.05.1993,22,20.43,21.25,21.8,18.16,21.69,23.06,-9999,
,12.05.1993,21,18.08,18.84,21.08,16.12,19.28,20.56,-9999,
,13.05.1993,15,12.08,12.67,14.93,10.92,13.11,14.17,-9999,
,14.05.1993,10.5,11.04,11.6,10.3,10.02,12.04,13.06,-9999,
,15.05.1993,11.5,16.75,17.49,11.68,14.96,17.93,19.17,-9999,
,16.05.1993,15,12.29,12.92,14.78,11.08,13.36,14.45,-9999,
,17.05.1993,9,9.19,9.71,8.98,8.41,10.15,11.11,-9999,
,18.05.1993,14,13.35,14,13.85,12,14.44,15.56,-9999,
,19.05.1993,11,7.86,8.37,10.85,7.24,8.8,9.73,-9999,
,20.05.1993,9.5,8.13,8.63,9.43,7.47,9.07,10,-9999,
,21.05.1993,11,9.96,10.51,10.98,9.06,10.95,11.95,-9999,
,22.05.1993,9.5,10.53,11.06,9.3,9.58,11.5,12.5,-9999,
,23.05.1993,17.5,14.91,15.61,17.28,13.36,16.05,17.22,-9999,
,24.05.1993,16,16.74,17.48,15.9,14.94,17.92,19.17,-9999,
,25.05.1993,16,13.61,14.27,15.78,12.22,14.71,15.84,-9999,
,26.05.1993,11,12.34,12.94,11.03,11.15,13.38,14.45,-9999,
,27.05.1993,15.5,13.9,14.54,15.28,12.5,14.98,16.11,-9999,
,28.05.1993,18,18.58,19.37,17.83,16.54,19.81,21.11,-9999,
,29.05.1993,14,13.4,14.02,14.1,12.08,14.46,15.56,-9999,
,30.05.1993,13,12.85,13.47,13.13,11.58,13.91,15,-9999,
,31.05.1993,14.5,12.31,12.93,14.45,11.1,13.37,14.45,-9999,
,01.06.1993,7.5,7.87,8.37,7.55,7.25,8.81,9.73,-9999,
,02.06.1993,10.5,10.18,10.77,10.7,9.23,11.21,12.22,-9999,
,03.06.1993,13,11.22,11.84,12.98,10.13,12.28,13.34,-9999,
,04.06.1993,12.5,11.24,11.85,12.48,10.15,12.28,13.34,-9999,
,05.06.1993,12.5,12.04,12.65,12.53,10.86,13.09,14.17,-9999,
,06.06.1993,11,12.6,13.2,11.08,11.37,13.64,14.72,-9999,
,07.06.1993,16.5,14.64,15.34,16.55,13.11,15.77,16.95,-9999,
,08.06.1993,16.5,16.99,17.75,16.35,15.15,18.19,19.45,-9999,
,09.06.1993,19.5,20.41,21.24,19.5,18.13,21.68,23.06,-9999,
,10.06.1993,22,17.53,18.29,21.98,15.62,18.73,20,-9999,
,11.06.1993,19,18.07,18.83,18.88,16.1,19.27,20.56,-9999,
,12.06.1993,20,18.06,18.83,19.93,16.1,19.27,20.56,-9999,
,13.06.1993,20,19.64,20.44,20.2,17.47,20.88,22.22,-9999,
,14.06.1993,21.5,19.11,19.91,21.53,17,20.35,21.67,-9999,
,15.06.1993,18,15.44,16.15,17.78,13.82,16.59,17.78,-9999,
,16.06.1993,15,14.95,15.62,14.95,13.41,16.06,17.23,-9999,
,17.06.1993,18,19.15,19.92,18.1,17.06,20.36,21.67,-9999,
,18.06.1993,23,22.24,23.13,23.08,19.73,23.57,25,-9999,
,19.06.1993,24,21.45,22.32,24.08,19.04,22.76,24.17,-9999,
,20.06.1993,23.5,21.98,22.85,23.48,19.49,23.29,24.72,-9999,
,21.06.1993,22,16.98,17.75,22.2,15.14,18.19,19.45,-9999,
,22.06.1993,16.5,18.88,19.65,16.45,16.83,20.09,21.39,-9999,
,23.06.1993,21,18.87,19.65,21.08,16.81,20.08,21.39,-9999,
,24.06.1993,21.5,20.71,21.53,21.3,18.41,21.97,23.34,-9999,
,25.06.1993,23,22.76,23.66,22.9,20.17,24.1,25.56,-9999,
,26.06.1993,20,18.34,19.11,19.88,16.35,19.55,20.84,-9999,
,27.06.1993,22,18.59,19.37,21.98,16.56,19.81,21.11,-9999,
,28.06.1993,21.5,18.83,19.63,21.7,16.76,20.07,21.39,-9999,
,29.06.1993,18,16.74,17.49,17.83,14.94,17.92,19.17,-9999,
,30.06.1993,18.5,17,17.75,18.33,15.17,18.19,19.45,-9999,
,01.07.1993,16,15.68,16.41,16.08,14.01,16.85,18.06,-9999,
,02.07.1993,17.5,19.9,20.71,17.68,17.7,21.15,22.5,-9999,
,03.07.1993,23,21.99,22.86,22.75,19.51,23.3,24.73,-9999,
,04.07.1993,24.5,24.34,25.28,24.58,21.55,25.72,27.23,-9999,
,05.07.1993,27,24.86,25.81,27.23,22,26.25,27.78,-9999,
,06.07.1993,27.5,24.84,25.8,27.45,21.97,26.24,27.78,-9999,
,07.07.1993,24.5,22.5,23.4,24.58,19.95,23.83,25.28,-9999,
,08.07.1993,24,22.77,23.67,24.03,20.18,24.11,25.56,-9999,
,09.07.1993,24.5,24.59,25.54,24.58,21.77,25.98,27.5,-9999,
,10.07.1993,25.5,21.45,22.32,25.68,19.03,22.76,24.17,-9999,
,11.07.1993,25,22.51,23.4,25.18,19.96,23.84,25.28,-9999,
,12.07.1993,23.5,20.14,20.97,23.58,17.9,21.41,22.78,-9999,
,13.07.1993,19,17.56,18.3,18.93,15.68,18.74,20,-9999,
,14.07.1993,22,21.45,22.32,21.98,19.03,22.76,24.17,-9999,
,15.07.1993,21,20.14,20.98,21.03,17.89,21.42,22.78,-9999,
,16.07.1993,20.5,18.59,19.37,20.48,16.56,19.81,21.11,-9999,
,17.07.1993,21.5,19.36,20.17,21.25,17.21,20.61,21.95,-9999,
,18.07.1993,21,22.51,23.39,20.98,19.96,23.83,25.28,-9999,
,19.07.1993,22.5,21.96,22.85,22.58,19.47,23.29,24.73,-9999,
,20.07.1993,21,19.63,20.45,20.88,17.46,20.88,22.23,-9999,
,21.07.1993,20.5,19.37,20.17,20.43,17.23,20.61,21.95,-9999,
,22.07.1993,19.5,16.5,17.22,19.43,14.74,17.66,18.89,-9999,
,23.07.1993,18.5,17.8,18.56,18.6,15.87,19,20.28,-9999,
,24.07.1993,21.5,19.61,20.43,21.43,17.43,20.87,22.22,-9999,
,25.07.1993,21,22.26,23.13,20.88,19.75,23.57,25,-9999,
,26.07.1993,26,24.33,25.27,26.13,21.54,25.71,27.23,-9999,
,27.07.1993,25,21.99,22.86,24.85,19.52,23.3,24.72,-9999,
,28.07.1993,25.5,24.34,25.28,25.63,21.55,25.72,27.23,-9999,
,29.07.1993,25,21.48,22.33,24.95,19.07,22.77,24.17,-9999,
,30.07.1993,19.5,18.33,19.1,19.33,16.33,19.54,20.84,-9999,
,31.07.1993,18,16.79,17.5,18.15,15.01,17.94,19.17,-9999,
,01.08.1993,21,19.65,20.45,21.03,17.49,20.89,22.22,-9999,
,02.08.1993,23,20.41,21.24,22.75,18.13,21.68,23.06,-9999,
,03.08.1993,20,18.86,19.64,20.15,16.8,20.08,21.39,-9999,
,04.08.1993,20,16.48,17.21,19.75,14.71,17.65,18.89,-9999,
,05.08.1993,14.5,13.11,13.74,14.5,11.81,14.18,15.28,-9999,
,06.08.1993,17,14.4,15.07,17,12.91,15.51,16.67,-9999,
