@T,Climate,,,,,,,,,
descr,mean temperature,,,,,,,,,
unit,deg C,,,,,,,,,
missing_val,-9999,,,,,,,,
date_start,01.01.1990,,,,,,,,
date_end,31.12.2008,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,
,,,,,,,,,,
@H,date,tmpmean[1],tmpmean[2],tmpmean[3],tmpmean[4],tmpmean[5],tmpmean[6],tmpmean[7],tmpmean[8],
name,,waterloo,ad,ame,ang,ass,blg,garr,cme,
ID,,1,2,3,4,5,6,7,8,
elevation,,287,293,276,308,275,266,265,273,
x,,662756,667758,673163,659839,669112,666844,656200,660852,
y,,4596100,4593139,4595540,4610524,4591821,4584593,457442,4588796,
,01.01.1990,-2,-2.93,-2.66,-1.95,-2.17,-2.22,-1.67,-9999,
,02.01.1990,-4,-2.88,-2.65,-4.05,-2.11,-2.21,-1.67,-9999,
,03.01.1990,-1.5,1.55,1.91,-1.63,1.74,2.35,3.06,-9999,
,04.01.1990,3.5,3.38,3.79,3.25,3.33,4.23,5,-9999,
,05.01.1990,0.5,-3.16,-2.92,0.58,-2.35,-2.48,-1.95,-9999,
,06.01.1990,-3.5,-3.16,-2.92,-3.55,-2.36,-2.48,-1.95,-9999,
,07.01.1990,-1.5,0.01,0.31,-1.45,0.41,0.75,1.39,-9999,
,08.01.1990,0.5,0.53,0.85,0.53,0.87,1.29,1.95,-9999,
,09.01.1990,2.5,1.53,1.9,2.35,1.71,2.34,3.06,-9999,
,10.01.1990,1,-0.29,0.03,1.15,0.14,0.47,1.11,-9999,
,11.01.1990,1,-0.02,0.29,0.93,0.37,0.73,1.39,-9999,
,12.01.1990,0,-3.16,-2.92,-0.08,-2.35,-2.48,-1.95,-9999,
,13.01.1990,-7,-4.73,-4.54,-6.93,-3.73,-4.1,-3.62,-9999,
,14.01.1990,-5,-2.09,-1.84,-4.88,-1.42,-1.4,-0.84,-9999,
,15.01.1990,0,2.59,2.98,-0.13,2.64,3.42,4.17,-9999,
,16.01.1990,3.5,3.93,4.33,3.4,3.82,4.77,5.56,-9999,
,17.01.1990,9.5,8.6,9.15,9.33,7.86,9.59,10.56,-9999,
,18.01.1990,6.5,4.2,4.6,6.55,4.06,5.04,5.83,-9999,
,19.01.1990,-3.5,-3.68,-3.46,-3.73,-2.81,-3.02,-2.5,-9999,
,20.01.1990,-3,-1.61,-1.32,-3.23,-1.03,-0.88,-0.28,-9999,
,21.01.1990,-0.5,-1.09,-0.79,-0.73,-0.58,-0.35,0.28,-9999,
,22.01.1990,-0.5,1.03,1.37,-0.45,1.28,1.81,2.5,-9999,
,23.01.1990,-1,-1.06,-0.77,-0.85,-0.53,-0.33,0.28,-9999,
,24.01.1990,2.5,4.96,5.41,2.63,4.7,5.85,6.67,-9999,
,25.01.1990,3.5,3.41,3.8,3.4,3.37,4.24,5,-9999,
,26.01.1990,2.5,-3.41,-3.19,2.73,-2.57,-2.75,-2.22,-9999,
,27.01.1990,-2.5,1.59,1.92,-2.73,1.79,2.36,3.06,-9999,
,28.01.1990,1,0.03,0.31,1.18,0.44,0.75,1.39,-9999,
,29.01.1990,-2,-0.8,-0.51,-1.85,-0.31,-0.07,0.56,-9999,
,30.01.1990,-3,-1.82,-1.57,-2.85,-1.18,-1.13,-0.56,-9999,
,31.01.1990,-1.5,-1.03,-0.76,-1.3,-0.49,-0.32,0.28,-9999,
,01.02.1990,-1,1.3,1.64,-1.03,1.53,2.08,2.78,-9999,
,02.02.1990,3,1.3,1.64,3.08,1.53,2.08,2.78,-9999,
,03.02.1990,-2.5,-1.87,-1.59,-2.28,-1.24,-1.15,-0.56,-9999,
,04.02.1990,-3,-3.17,-2.93,-2.78,-2.38,-2.49,-1.95,-9999,
,05.02.1990,-3.5,0.01,0.31,-3.6,0.41,0.75,1.39,-9999,
,06.02.1990,2,1.83,2.18,1.8,1.98,2.62,3.34,-9999,
,07.02.1990,4,3.11,3.52,3.8,3.08,3.96,4.73,-9999,
,08.02.1990,3,5.26,5.68,2.75,4.98,6.12,6.94,-9999,
,09.02.1990,7.5,7.05,7.55,7.38,6.51,7.99,8.89,-9999,
,10.02.1990,3,0.27,0.57,2.95,0.63,1.01,1.67,-9999,
,11.02.1990,0,-0.01,0.3,0.2,0.38,0.74,1.39,-9999,
,12.02.1990,-2.5,-0.75,-0.49,-2.63,-0.24,-0.05,0.56,-9999,
,13.02.1990,1.5,9.7,10.25,1.5,8.83,10.69,11.67,-9999,
,14.02.1990,5.5,1.87,2.2,5.25,2.04,2.64,3.34,-9999,
,15.02.1990,-4,-3.96,-3.73,-4.1,-3.06,-3.29,-2.78,-9999,
,16.02.1990,-2,-1.08,-0.78,-2.05,-0.56,-0.34,0.28,-9999,
,17.02.1990,-2.5,-3.69,-3.46,-2.68,-2.82,-3.02,-2.5,-9999,
,18.02.1990,-4,-2.09,-1.84,-4.05,-1.41,-1.4,-0.84,-9999,
,19.02.1990,-1,-1.33,-1.04,-0.8,-0.76,-0.6,0,-9999,
,20.02.1990,-6,-5.48,-5.33,-5.78,-4.35,-4.89,-4.45,-9999,
,21.02.1990,-5,0.31,0.59,-5.23,0.69,1.03,1.67,-9999,
,22.02.1990,0.5,2.33,2.71,0.63,2.4,3.15,3.89,-9999,
,23.02.1990,1.5,0.25,0.57,1.25,0.61,1.01,1.67,-9999,
,24.02.1990,-1,-5.23,-5.06,-1.18,-4.15,-4.62,-4.17,-9999,
,25.02.1990,-8,-12.29,-12.31,-8.05,-10.28,-11.87,-11.67,-9999,
,26.02.1990,-12.5,-10.7,-10.69,-12.4,-8.88,-10.25,-10,-9999,
,27.02.1990,-6.5,-0.53,-0.23,-6.5,-0.07,0.21,0.84,-9999,
,28.02.1990,-1.5,-3.67,-3.46,-1.3,-2.8,-3.02,-2.5,-9999,
,01.03.1990,-5,-3.12,-2.91,-5.05,-2.3,-2.47,-1.95,-9999,
,02.03.1990,-2,2.64,3,-1.8,2.7,3.44,4.17,-9999,
,03.03.1990,1,-0.52,-0.23,0.85,-0.05,0.21,0.84,-9999,
,04.03.1990,-5,-4.18,-3.99,-5,-3.23,-3.55,-3.06,-9999,
,05.03.1990,-3.5,-1.87,-1.59,-3.45,-1.24,-1.15,-0.56,-9999,
,06.03.1990,-5,-5.26,-5.08,-4.83,-4.19,-4.64,-4.17,-9999,
,07.03.1990,-7,-3.91,-3.72,-6.88,-3,-3.28,-2.78,-9999,
,08.03.1990,-5,-0.8,-0.5,-5.23,-0.3,-0.06,0.56,-9999,
,09.03.1990,2.5,6.53,7.01,2.4,6.06,7.45,8.33,-9999,
,10.03.1990,6,7.37,7.84,5.95,6.82,8.28,9.17,-9999,
,11.03.1990,9.5,14.41,15.08,9.7,12.94,15.52,16.67,-9999,
,12.03.1990,15.5,17.26,18.02,15.28,15.39,18.46,19.73,-9999,
,13.03.1990,19.5,16.21,16.95,19.33,14.47,17.39,18.62,-9999,
,14.03.1990,18,17.02,17.76,18,15.2,18.2,19.45,-9999,
,15.03.1990,19.5,15.44,16.14,19.6,13.82,16.58,17.78,-9999,
,16.03.1990,15.5,9.92,10.5,15.55,9.01,10.94,11.95,-9999,
,17.03.1990,10,7.85,8.36,10.15,7.22,8.8,9.72,-9999,
,18.03.1990,3.5,2.34,2.72,3.68,2.42,3.16,3.89,-9999,
,19.03.1990,1,-0.26,0.04,0.75,0.17,0.48,1.12,-9999,
,20.03.1990,-3.5,-2.07,-1.83,-3.5,-1.4,-1.39,-0.83,-9999,
,21.03.1990,-0.5,3.43,3.81,-0.53,3.4,4.24,5,-9999,
,22.03.1990,5.5,7.05,7.55,5.55,6.52,7.99,8.89,-9999,
,23.03.1990,3.5,2.36,2.72,3.4,2.45,3.16,3.89,-9999,
,24.03.1990,-3,-2.1,-1.84,-3,-1.43,-1.41,-0.84,-9999,
,25.03.1990,-2,-1.03,-0.76,-2.13,-0.49,-0.32,0.28,-9999,
,26.03.1990,0,1.04,1.38,-0.25,1.3,1.82,2.5,-9999,
,27.03.1990,-2.5,-1.79,-1.56,-2.3,-1.14,-1.12,-0.56,-9999,
,28.03.1990,0,0.55,0.85,-0.2,0.89,1.29,1.94,-9999,
,29.03.1990,3.5,3.38,3.79,3.68,3.32,4.23,5,-9999,
,30.03.1990,4,3.91,4.33,3.75,3.78,4.77,5.56,-9999,
,31.03.1990,6.5,5.98,6.47,6.4,5.57,6.91,7.78,-9999,
,01.04.1990,7.5,7.03,7.54,7.4,6.49,7.98,8.89,-9999,
,02.04.1990,6.5,4.44,4.86,6.73,4.25,5.3,6.11,-9999,
,03.04.1990,2.5,1.55,1.91,2.53,1.73,2.35,3.06,-9999,
,04.04.1990,2,2.9,3.26,2.03,2.93,3.7,4.45,-9999,
,05.04.1990,3.5,1.04,1.38,3.45,1.3,1.82,2.5,-9999,
,06.04.1990,0,0.27,0.58,-0.25,0.63,1.02,1.67,-9999,
,07.04.1990,-1.5,-1.57,-1.31,-1.58,-0.96,-0.87,-0.28,-9999,
,08.04.1990,1.5,2.93,3.27,1.45,2.97,3.71,4.45,-9999,
,09.04.1990,6.5,8.11,8.63,6.33,7.45,9.07,10,-9999,
,10.04.1990,10,6,6.47,10.15,5.6,6.91,7.78,-9999,
,11.04.1990,3.5,1.83,2.18,3.4,1.98,2.62,3.34,-9999,
,12.04.1990,0.5,-0.78,-0.5,0.48,-0.28,-0.06,0.56,-9999,
,13.04.1990,0.5,2.9,3.26,0.7,2.93,3.7,4.45,-9999,
,14.04.1990,6,6.26,6.74,5.95,5.82,7.18,8.06,-9999,
,15.04.1990,5,4.71,5.14,4.9,4.5,5.58,6.39,-9999,
,16.04.1990,4,7.86,8.37,4,7.24,8.8,9.73,-9999,
,17.04.1990,7.5,3.93,4.34,7.43,3.81,4.78,5.56,-9999,
,18.04.1990,-0.5,1.61,1.93,-0.53,1.82,2.37,3.06,-9999,
,19.04.1990,4.5,6.57,7.03,4.5,6.13,7.47,8.34,-9999,
,20.04.1990,8.5,10.69,11.3,8.7,9.67,11.74,12.78,-9999,
,21.04.1990,12,13.87,14.54,12.15,12.44,14.98,16.12,-9999,
,22.04.1990,11,11.04,11.6,11.13,10.01,12.03,13.06,-9999,
,23.04.1990,12.5,12.87,13.48,12.73,11.61,13.92,15,-9999,
,24.04.1990,13.5,17.05,17.77,13.55,15.24,18.21,19.45,-9999,
,25.04.1990,21.5,19.91,20.72,21.53,17.71,21.16,22.5,-9999,
,26.04.1990,21.5,18.34,19.1,21.58,16.35,19.54,20.83,-9999,
,27.04.1990,20,17.84,18.58,20.03,15.92,19.02,20.28,-9999,
,28.04.1990,20.5,17.8,18.56,20.53,15.87,19,20.28,-9999,
,29.04.1990,18.5,14.93,15.61,18.38,13.37,16.05,17.22,-9999,
,30.04.1990,13.5,13.64,14.28,13.4,12.28,14.71,15.83,-9999,
,01.05.1990,13.5,8.66,9.17,13.55,7.94,9.61,10.56,-9999,
,02.05.1990,8,7.89,8.37,8.03,7.27,8.81,9.72,-9999,
,03.05.1990,10,10.21,10.78,10.03,9.28,11.22,12.23,-9999,
,04.05.1990,11,7.82,8.35,11.15,7.18,8.79,9.73,-9999,
,05.05.1990,7.5,9.95,10.51,7.4,9.05,10.95,11.95,-9999,
,06.05.1990,10.5,9.18,9.71,10.25,8.39,10.15,11.11,-9999,
,07.05.1990,10,12.34,12.94,9.98,11.15,13.38,14.45,-9999,
,08.05.1990,17.5,16.5,17.22,17.55,14.74,17.66,18.89,-9999,
,09.05.1990,19,16.23,16.95,19.1,14.51,17.39,18.61,-9999,
,10.05.1990,15,12.08,12.67,14.83,10.92,13.11,14.17,-9999,
,11.05.1990,5.5,7.6,8.1,5.63,7.01,8.53,9.45,-9999,
,12.05.1990,9,8.9,9.43,9.15,8.13,9.87,10.84,-9999,
,13.05.1990,8.5,11.25,11.85,8.45,10.17,12.29,13.34,-9999,
,14.05.1990,12,9.17,9.7,12.08,8.37,10.14,11.11,-9999,
,15.05.1990,12,12.82,13.46,11.98,11.54,13.9,15,-9999,
,16.05.1990,15.5,16.99,17.75,15.63,15.15,18.19,19.45,-9999,
,17.05.1990,16,14.13,14.8,16,12.68,15.24,16.39,-9999,
,18.05.1990,12.5,12.04,12.66,12.25,10.87,13.1,14.17,-9999,
,19.05.1990,12.5,13.1,13.73,12.58,11.8,14.17,15.28,-9999,
,20.05.1990,13.5,16.73,17.49,13.53,14.93,17.93,19.17,-9999,
,21.05.1990,14,11.78,12.39,14.18,10.63,12.83,13.89,-9999,
,22.05.1990,10,10.48,11.05,10.15,9.51,11.49,12.5,-9999,
,23.05.1990,11.5,9.97,10.51,11.58,9.07,10.95,11.94,-9999,
,24.05.1990,12.5,11.54,12.13,12.63,10.44,12.57,13.61,-9999,
,25.05.1990,16,13.6,14.26,15.9,12.21,14.7,15.84,-9999,
,26.05.1990,14,13.58,14.25,13.98,12.18,14.69,15.83,-9999,
,27.05.1990,14.5,14.94,15.62,14.45,13.39,16.06,17.23,-9999,
,28.05.1990,16,14.14,14.81,16.05,12.69,15.25,16.39,-9999,
,29.05.1990,17,13.61,14.27,17.05,12.23,14.71,15.84,-9999,
,30.05.1990,11,9.72,10.25,10.9,8.86,10.69,11.67,-9999,
,31.05.1990,12,11.82,12.4,11.9,10.69,12.84,13.89,-9999,
,01.06.1990,14,15.5,16.16,14,13.9,16.6,17.78,-9999,
,02.06.1990,21,20.39,21.24,20.75,18.11,21.68,23.06,-9999,
,03.06.1990,19.5,18.07,18.83,19.38,16.1,19.27,20.56,-9999,
,04.06.1990,14.5,12.34,12.94,14.6,11.15,13.38,14.45,-9999,
,05.06.1990,9.5,8.91,9.44,9.48,8.15,9.87,10.83,-9999,
,06.06.1990,13.5,15.45,16.15,13.25,13.83,16.59,17.78,-9999,
,07.06.1990,18,17.02,17.76,17.83,15.2,18.2,19.45,-9999,
,08.06.1990,19.5,20.15,20.98,19.38,17.91,21.42,22.78,-9999,
,09.06.1990,22,20.14,20.97,22.2,17.9,21.41,22.78,-9999,
,10.06.1990,19,16.75,17.49,18.88,14.95,17.93,19.17,-9999,
,11.06.1990,18,16.25,16.96,17.83,14.53,17.4,18.62,-9999,
,12.06.1990,19.5,18.59,19.37,19.6,16.56,19.81,21.11,-9999,
,13.06.1990,21.5,20.97,21.8,21.43,18.64,22.24,23.62,-9999,
,14.06.1990,24.5,22.76,23.66,24.4,20.17,24.1,25.56,-9999,
,15.06.1990,21,20.68,21.52,21.2,18.37,21.96,23.34,-9999,
,16.06.1990,20.5,18.35,19.11,20.3,16.36,19.55,20.84,-9999,
,17.06.1990,24.5,24.86,25.81,24.58,22,26.25,27.78,-9999,
,18.06.1990,26.5,23.03,23.93,26.73,20.4,24.37,25.84,-9999,
,19.06.1990,18,16.51,17.23,18.2,14.76,17.67,18.89,-9999,
,20.06.1990,17,17,17.75,16.83,15.17,18.19,19.45,-9999,
,21.06.1990,23,20.16,20.98,23.03,17.93,21.42,22.78,-9999,
,22.06.1990,21.5,19.11,19.91,21.65,17,20.35,21.67,-9999,
,23.06.1990,16.5,14.12,14.8,16.73,12.66,15.24,16.39,-9999,
,24.06.1990,14.5,14.93,15.61,14.53,13.37,16.05,17.22,-9999,
,25.06.1990,14.5,14.72,15.36,14.28,13.22,15.8,16.95,-9999,
,26.06.1990,18,19.11,19.91,18.2,17,20.35,21.67,-9999,
,27.06.1990,19,18.86,19.64,18.88,16.8,20.08,21.39,-9999,
,28.06.1990,22.5,19.62,20.44,22.25,17.45,20.88,22.22,-9999,
,29.06.1990,22.5,21.71,22.59,22.7,19.25,23.02,24.45,-9999,
,30.06.1990,23,22.78,23.67,23.2,20.2,24.11,25.56,-9999,
,01.07.1990,24,21.19,22.05,24.13,18.8,22.49,23.89,-9999,
,02.07.1990,18.5,17.56,18.3,18.38,15.67,18.74,20,-9999,
,03.07.1990,20,19.66,20.46,20.2,17.51,20.89,22.23,-9999,
,04.07.1990,23,25.92,26.89,23.08,22.93,27.33,28.89,-9999,
,05.07.1990,29,25.38,26.34,28.83,22.45,26.78,28.33,-9999,
,06.07.1990,21,18.86,19.64,20.8,16.8,20.08,21.39,-9999,
,07.07.1990,16,16.53,17.23,15.78,14.78,17.67,18.89,-9999,
,08.07.1990,18,23.05,23.94,18.1,20.44,24.38,25.83,-9999,
,09.07.1990,25,25.38,26.34,25,22.45,26.78,28.33,-9999,
,10.07.1990,26,21.97,22.86,26.23,19.49,23.3,24.73,-9999,
,11.07.1990,19.5,17.26,18.02,19.38,15.39,18.46,19.73,-9999,
,12.07.1990,16,17.51,18.29,15.8,15.61,18.73,20,-9999,
,13.07.1990,18.5,15.68,16.41,18.33,14.02,16.85,18.06,-9999,
,14.07.1990,16.5,16.21,16.95,16.58,14.47,17.39,18.62,-9999,
,15.07.1990,19,17,17.75,19,15.16,18.19,19.45,-9999,
,16.07.1990,18.5,17.55,18.3,18.28,15.66,18.74,20,-9999,
,17.07.1990,20,20.68,21.52,20.15,18.37,21.96,23.34,-9999,
,18.07.1990,23.5,21.21,22.06,23.3,18.84,22.5,23.89,-9999,
,19.07.1990,24,21.73,22.59,23.85,19.29,23.03,24.45,-9999,
,20.07.1990,25,21.73,22.59,24.9,19.28,23.03,24.45,-9999,
,21.07.1990,21.5,20.4,21.24,21.33,18.12,21.68,23.06,-9999,
,22.07.1990,22.5,15.68,16.41,22.25,14.02,16.85,18.06,-9999,
,23.07.1990,14,15.98,16.69,14.08,14.3,17.13,18.34,-9999,
,24.07.1990,17.5,17.03,17.76,17.6,15.21,18.2,19.45,-9999,
,25.07.1990,18.5,18.09,18.84,18.65,16.13,19.28,20.56,-9999,
,26.07.1990,20.5,18.33,19.1,20.53,16.33,19.54,20.83,-9999,
,27.07.1990,20.5,19.9,20.71,20.48,17.7,21.15,22.5,-9999,
,28.07.1990,21,19.65,20.45,20.98,17.48,20.89,22.22,-9999,
,29.07.1990,22,20.69,21.52,22.08,18.39,21.96,23.34,-9999,
,30.07.1990,24,21.7,22.58,23.85,19.24,23.02,24.45,-9999,
,31.07.1990,20,16.49,17.22,20.2,14.72,17.66,18.89,-9999,
,01.08.1990,15.5,15.2,15.89,15.55,13.63,16.33,17.5,-9999,
,02.08.1990,17,15.73,16.42,17.15,14.09,16.86,18.06,-9999,
,03.08.1990,19,18.09,18.84,19.2,16.13,19.28,20.56,-9999,
,04.08.1990,21.5,19.88,20.71,21.25,17.67,21.15,22.5,-9999,
,05.08.1990,19,19.36,20.17,19.23,17.22,20.61,21.95,-9999,
,06.08.1990,18,15.45,16.15,18.15,13.84,16.59,17.78,-9999,
,07.08.1990,15.5,14.66,15.34,15.4,13.14,15.78,16.95,-9999,
,08.08.1990,14,14.69,15.35,14.23,13.19,15.79,16.95,-9999,
,09.08.1990,16.5,16.78,17.5,16.43,15,17.94,19.17,-9999,
,10.08.1990,19,17.3,18.03,19.2,15.44,18.47,19.72,-9999,
,11.08.1990,19.5,18.07,18.84,19.7,16.11,19.27,20.56,-9999,
,12.08.1990,19.5,18.33,19.1,19.38,16.33,19.54,20.84,-9999,
,13.08.1990,20,16.48,17.21,20.15,14.71,17.65,18.89,-9999,
,14.08.1990,16,15.45,16.15,16.23,13.84,16.59,17.78,-9999,
,15.08.1990,17.5,16.78,17.5,17.55,15,17.94,19.17,-9999,
,16.08.1990,21.5,19.38,20.18,21.7,17.25,20.62,21.95,-9999,
,17.08.1990,21,18.33,19.1,20.75,16.33,19.54,20.84,-9999,
,18.08.1990,23,22.51,23.4,23.2,19.96,23.84,25.28,-9999,
,19.08.1990,24.5,23.29,24.2,24.58,20.63,24.64,26.12,-9999,
,20.08.1990,21,19.64,20.44,20.98,17.47,20.88,22.22,-9999,
,21.08.1990,18,18.54,19.35,17.9,16.49,19.79,21.11,-9999,
,22.08.1990,19.5,17.5,18.28,19.45,15.58,18.72,20,-9999,
,23.08.1990,19.5,18.02,18.82,19.73,16.04,19.26,20.56,-9999,
,24.08.1990,18,17.8,18.56,18,15.87,19,20.28,-9999,
,25.08.1990,19.5,18.86,19.64,19.65,16.8,20.08,21.39,-9999,
,26.08.1990,21,20.96,21.79,20.75,18.62,22.23,23.62,-9999,
,27.08.1990,22,22,22.87,22.08,19.53,23.31,24.73,-9999,
,28.08.1990,26,23.57,24.47,25.9,20.88,24.91,26.39,-9999,
,29.08.1990,25,20.67,21.51,24.95,18.36,21.95,23.33,-9999,
,30.08.1990,20,17.81,18.57,19.98,15.88,19.01,20.28,-9999,
,31.08.1990,19.5,17.81,18.57,19.43,15.89,19.01,20.28,-9999,
,01.09.1990,20.5,19.91,20.72,20.48,17.71,21.16,22.5,-9999,
,02.09.1990,24.5,21.73,22.59,24.3,19.28,23.03,24.45,-9999,
,03.09.1990,21,17.8,18.56,20.8,15.87,19,20.28,-9999,
,04.09.1990,19,18.87,19.65,18.88,16.81,20.08,21.39,-9999,
,05.09.1990,22,23.3,24.21,22.03,20.65,24.64,26.12,-9999,
,06.09.1990,25,24.09,25.01,24.85,21.34,25.45,26.95,-9999,
,07.09.1990,26.5,22.25,23.13,26.5,19.73,23.57,25,-9999,
,08.09.1990,18.5,17.79,18.56,18.38,15.86,19,20.28,-9999,
,09.09.1990,19.5,17.8,18.56,19.38,15.87,19,20.28,-9999,
,10.09.1990,20.5,18.59,19.37,20.65,16.55,19.81,21.12,-9999,
,11.09.1990,21.5,18.83,19.63,21.7,16.75,20.07,21.39,-9999,
,12.09.1990,19,18.58,19.37,19.1,16.54,19.81,21.11,-9999,
,13.09.1990,20,19.36,20.17,20.2,17.22,20.61,21.95,-9999,
,14.09.1990,21.5,18.82,19.62,21.7,16.74,20.06,21.39,-9999,
,15.09.1990,17.5,14.91,15.61,17.28,13.35,16.05,17.23,-9999,
,16.09.1990,15,13.07,13.72,14.9,11.75,14.16,15.28,-9999,
,17.09.1990,10,8.91,9.44,9.98,8.15,9.87,10.83,-9999,
,18.09.1990,10,8.64,9.17,9.75,7.91,9.61,10.56,-9999,
,19.09.1990,9.5,12.01,12.65,9.7,10.82,13.09,14.17,-9999,
,20.09.1990,11.5,11.54,12.13,11.25,10.44,12.57,13.62,-9999,
,21.09.1990,14,11.25,11.85,14.18,10.17,12.29,13.33,-9999,
,22.09.1990,13.5,11.25,11.85,13.3,10.17,12.29,13.33,-9999,
,23.09.1990,12.5,8.88,9.43,12.3,8.11,9.86,10.83,-9999,
,24.09.1990,8.5,8.4,8.91,8.55,7.72,9.35,10.28,-9999,
,25.09.1990,11.5,13.37,14,11.53,12.03,14.44,15.56,-9999,
,26.09.1990,15,16.5,17.23,15.23,14.75,17.67,18.89,-9999,
,27.09.1990,15,14.71,15.36,14.83,13.21,15.8,16.95,-9999,
,28.09.1990,16.5,14.41,15.08,16.43,12.94,15.52,16.67,-9999,
,29.09.1990,15.5,13.06,13.72,15.5,11.73,14.16,15.28,-9999,
,30.09.1990,14,12.02,12.65,13.8,10.84,13.09,14.17,-9999,
,01.10.1990,9,8.68,9.18,8.75,7.96,9.62,10.56,-9999,
,02.10.1990,9.5,9.98,10.52,9.3,9.1,10.96,11.95,-9999,
,03.10.1990,11,15.47,16.16,10.9,13.86,16.6,17.78,-9999,
,04.10.1990,17.5,15.2,15.88,17.38,13.62,16.32,17.5,-9999,
,05.10.1990,14.5,15.74,16.43,14.4,14.1,16.87,18.06,-9999,
,06.10.1990,18,18.86,19.64,18.2,16.79,20.08,21.39,-9999,
,07.10.1990,21,15.96,16.68,20.75,14.27,17.12,18.33,-9999,
,08.10.1990,13.5,10.97,11.57,13.3,9.92,12.01,13.06,-9999,
,09.10.1990,8,7.29,7.81,7.95,6.72,8.25,9.17,-9999,
,10.10.1990,8,7.82,8.35,7.9,7.18,8.79,9.73,-9999,
,11.10.1990,6.5,6.56,7.02,6.28,6.11,7.46,8.34,-9999,
,12.10.1990,7.5,7.08,7.56,7.38,6.56,8,8.89,-9999,
,13.10.1990,7,7.63,8.11,7.15,7.05,8.54,9.45,-9999,
,14.10.1990,9.5,9.73,10.26,9.53,8.87,10.7,11.67,-9999,
,15.10.1990,13.5,9.7,10.24,13.4,8.84,10.68,11.67,-9999,
,16.10.1990,9,8.93,9.45,9.2,8.18,9.89,10.84,-9999,
,17.10.1990,10.5,17,17.75,10.58,15.17,18.19,19.44,-9999,
,18.10.1990,14.5,11.04,11.6,14.6,10.02,12.04,13.06,-9999,
,19.10.1990,4,4.71,5.14,3.75,4.49,5.58,6.39,-9999,
,20.10.1990,4.5,7.1,7.57,4.68,6.59,8.01,8.89,-9999,
,21.10.1990,8.5,8.92,9.44,8.7,8.16,9.88,10.84,-9999,
,22.10.1990,11,8.1,8.62,10.98,7.43,9.06,10,-9999,
,23.10.1990,6,5.78,6.22,6.1,5.44,6.66,7.5,-9999,
,24.10.1990,6,8.9,9.43,5.88,8.13,9.87,10.84,-9999,
,25.10.1990,6.5,3.14,3.52,6.38,3.12,3.96,4.72,-9999,
,26.10.1990,2,2.64,3,2.13,2.7,3.44,4.17,-9999,
,27.10.1990,3,6.32,6.76,3.18,5.91,7.2,8.06,-9999,
,28.10.1990,9,5.77,6.21,9.2,5.41,6.65,7.5,-9999,
,29.10.1990,1.5,2.13,2.47,1.63,2.27,2.91,3.62,-9999,
,30.10.1990,2.5,10.26,10.79,2.73,9.34,11.23,12.23,-9999,
,31.10.1990,13,12.34,12.94,12.95,11.15,13.38,14.45,-9999,
,01.11.1990,14,12.34,12.94,14.05,11.14,13.38,14.45,-9999,
,02.11.1990,13.5,12.84,13.47,13.45,11.57,13.91,15,-9999,
,03.11.1990,14,14.13,14.8,14,12.68,15.24,16.39,-9999,
,04.11.1990,16.5,9.95,10.51,16.45,9.05,10.95,11.95,-9999,
,05.11.1990,8,7.07,7.56,7.83,6.54,7.99,8.89,-9999,
,06.11.1990,7.5,3.91,4.33,7.38,3.78,4.77,5.56,-9999,
,07.11.1990,3.5,2.31,2.71,3.48,2.39,3.15,3.89,-9999,
,08.11.1990,-1.5,-2.09,-1.84,-1.3,-1.42,-1.4,-0.84,-9999,
,09.11.1990,-1,1.8,2.17,-1.03,1.94,2.61,3.34,-9999,
,10.11.1990,0.5,2.37,2.73,0.7,2.46,3.17,3.89,-9999,
,11.11.1990,2,0.53,0.85,1.95,0.87,1.29,1.95,-9999,
,12.11.1990,0.5,1.31,1.65,0.48,1.54,2.09,2.78,-9999,
,13.11.1990,2,-0.51,-0.23,1.8,-0.04,0.21,0.84,-9999,
,14.11.1990,0.5,4.5,4.89,0.25,4.34,5.33,6.11,-9999,
,15.11.1990,6,11.02,11.59,6.15,9.99,12.03,13.06,-9999,
,16.11.1990,15,9.16,9.7,14.9,8.35,10.14,11.12,-9999,
,17.11.1990,7,3.4,3.79,7.15,3.35,4.23,5,-9999,
,18.11.1990,1.5,0.53,0.85,1.63,0.87,1.29,1.95,-9999,
,19.11.1990,1.5,1.84,2.19,1.3,2,2.63,3.34,-9999,
,20.11.1990,2.5,2.91,3.27,2.68,2.94,3.71,4.45,-9999,
,21.11.1990,4,8.93,9.45,4.05,8.18,9.89,10.84,-9999,
,22.11.1990,11.5,10.2,10.77,11.25,9.26,11.21,12.22,-9999,
,23.11.1990,4.5,3.93,4.34,4.4,3.81,4.78,5.56,-9999,
,24.11.1990,4,1.57,1.91,4.18,1.76,2.35,3.06,-9999,
,25.11.1990,4,6.53,7.01,4.18,6.06,7.45,8.33,-9999,
,26.11.1990,4.5,4.99,5.41,4.45,4.74,5.85,6.67,-9999,
,27.11.1990,9.5,13.07,13.73,9.58,11.75,14.17,15.28,-9999,
,28.11.1990,13,8.17,8.65,12.9,7.53,9.09,10,-9999,
,29.11.1990,1.5,-1.59,-1.31,1.25,-0.99,-0.87,-0.28,-9999,
,30.11.1990,-2,0.01,0.31,-1.9,0.41,0.75,1.39,-9999,
,01.12.1990,1,2.85,3.25,1.03,2.86,3.69,4.45,-9999,
