@T,climate,,,,,,,,,,,,,,,,,
descr,relative humidity,,,,,,,,,,,,,,,,,
unit,%,,,,,,,,,,,,,,,,,
 missing_value,-9999,,,,,,,,,,,,,,,,,
date_start,01.01.1918,,,,,,,,,,,,,,,,,
date_end,31.12.2014,,,,,,,,,,,,,,,,,
 date_format,dd.MM.yyyy,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
@H,date,rehum[0],rehum[1],rehum[2],rehum[3],rehum[4],rehum[5],rehum[6],rehum[7],rehum[8],rehum[9],rehum[10],rehum[11],rehum[12],rehum[13],rehum[14],rehum[15],rehum[16]
name,,Greeley GLY03,Greeley LIRF GLY04,Greeley Generic,Drake,Drake Generic,Akron,Akron Generic,ARDEC,ARDEC Generic,Ft Collins,Ft Collins Generic,Ault,Ault Generic,Stratton,Stratton Generic,Sterling DAP,Sterling Generic
ID,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
elevation,,1426,1427,1427,1572,1572,1383,1383,1558,1558,1525,1525,1497,1497,1335,1335,1363,1363
x,,529937,530697,530697,512701,512701,658244,658244,500000,500000,492746,492746,523701,523701,736677,736677,658762,658762
y,,4476587,4477623,4477623,4495474,4495474,4446593,4446593,4500182,4500182,4491727,4491727,4490951,4490951,4340328,4340328,4470503,4470503
,18.01.1978,-9999,-9999,-9999,-9999,-9999,86.95,55.4,-9999,-9999,-9999,53.73,-9999,-9999,-9999,-9999,-9999,-9999
,19.01.1978,-9999,-9999,-9999,-9999,-9999,91.22,54,-9999,-9999,-9999,57.4,-9999,-9999,-9999,-9999,-9999,-9999
,20.01.1978,-9999,-9999,-9999,-9999,-9999,54.35,52.5,-9999,-9999,-9999,52.83,-9999,-9999,-9999,-9999,-9999,-9999
,21.01.1978,-9999,-9999,-9999,-9999,-9999,42.19,50.5,-9999,-9999,-9999,54.61,-9999,-9999,-9999,-9999,-9999,-9999
,22.01.1978,-9999,-9999,-9999,-9999,-9999,52.51,51.3,-9999,-9999,-9999,58.59,-9999,-9999,-9999,-9999,-9999,-9999
,23.01.1978,-9999,-9999,-9999,-9999,-9999,54.54,51.6,-9999,-9999,-9999,61.13,-9999,-9999,-9999,-9999,-9999,-9999
,24.01.1978,-9999,-9999,-9999,-9999,-9999,67.31,53.5,-9999,-9999,-9999,56.71,-9999,-9999,-9999,-9999,-9999,-9999
,25.01.1978,-9999,-9999,-9999,-9999,-9999,66.57,52.7,-9999,-9999,-9999,58.88,-9999,-9999,-9999,-9999,-9999,-9999
,26.01.1978,-9999,-9999,-9999,-9999,-9999,46.5,51.8,-9999,-9999,-9999,60.14,-9999,-9999,-9999,-9999,-9999,-9999
,27.01.1978,-9999,-9999,-9999,-9999,-9999,38.07,51.3,-9999,-9999,-9999,64.7,-9999,-9999,-9999,-9999,-9999,-9999
,28.01.1978,-9999,-9999,-9999,-9999,-9999,30.54,51.3,-9999,-9999,-9999,66.25,-9999,-9999,-9999,-9999,-9999,-9999
,29.01.1978,-9999,-9999,-9999,-9999,-9999,80.92,54.3,-9999,-9999,-9999,64.52,-9999,-9999,-9999,-9999,-9999,-9999
,30.01.1978,-9999,-9999,-9999,-9999,-9999,40.85,51.8,-9999,-9999,-9999,62.97,-9999,-9999,-9999,-9999,-9999,-9999
,31.01.1978,-9999,-9999,-9999,-9999,-9999,58.98,53.5,-9999,-9999,-9999,61.57,-9999,-9999,-9999,-9999,-9999,-9999
,01.02.1978,-9999,-9999,-9999,-9999,-9999,63.42,52.2,-9999,-9999,-9999,56.59,-9999,-9999,-9999,-9999,-9999,-9999
,02.02.1978,-9999,-9999,-9999,-9999,-9999,46.19,53,-9999,-9999,-9999,56.73,-9999,-9999,-9999,-9999,-9999,-9999
,03.02.1978,-9999,-9999,-9999,-9999,-9999,38.08,54.7,-9999,-9999,-9999,58.46,-9999,-9999,-9999,-9999,-9999,-9999
,04.02.1978,-9999,-9999,-9999,-9999,-9999,35.7,54.9,-9999,-9999,-9999,66.29,-9999,-9999,-9999,-9999,-9999,-9999
,05.02.1978,-9999,-9999,-9999,-9999,-9999,52.51,53.6,-9999,-9999,-9999,62.02,-9999,-9999,-9999,-9999,-9999,-9999
,06.02.1978,-9999,-9999,-9999,-9999,-9999,74.85,52.6,-9999,-9999,-9999,61.79,-9999,-9999,-9999,-9999,-9999,-9999
,07.02.1978,-9999,-9999,-9999,-9999,-9999,91.13,52.4,-9999,-9999,-9999,65.96,-9999,-9999,-9999,-9999,-9999,-9999
,08.02.1978,-9999,-9999,-9999,-9999,-9999,84.5,55.9,-9999,-9999,-9999,65.69,-9999,-9999,-9999,-9999,-9999,-9999
,09.02.1978,-9999,-9999,-9999,-9999,-9999,82.98,54.7,-9999,-9999,-9999,61.57,-9999,-9999,-9999,-9999,-9999,-9999
,10.02.1978,-9999,-9999,-9999,-9999,-9999,78.43,51.7,-9999,-9999,-9999,64.59,-9999,-9999,-9999,-9999,-9999,-9999
,11.02.1978,-9999,-9999,-9999,-9999,-9999,84.8,50.8,-9999,-9999,-9999,65.48,-9999,-9999,-9999,-9999,-9999,-9999
,12.02.1978,-9999,-9999,-9999,-9999,-9999,89.24,51.6,-9999,-9999,-9999,62.01,-9999,-9999,-9999,-9999,-9999,-9999
,13.02.1978,-9999,-9999,-9999,-9999,-9999,67.88,53.2,-9999,-9999,-9999,57.17,-9999,-9999,-9999,-9999,-9999,-9999
,14.02.1978,-9999,-9999,-9999,-9999,-9999,55.7,54.3,-9999,-9999,-9999,59.99,-9999,-9999,-9999,-9999,-9999,-9999
,15.02.1978,-9999,-9999,-9999,-9999,-9999,52.92,53.7,-9999,-9999,-9999,68.18,-9999,-9999,-9999,-9999,-9999,-9999
,16.02.1978,-9999,-9999,-9999,-9999,-9999,86.7,53.6,-9999,-9999,-9999,64.26,-9999,-9999,-9999,-9999,-9999,-9999
,17.02.1978,-9999,-9999,-9999,-9999,-9999,51.89,51.1,-9999,-9999,-9999,53.82,-9999,-9999,-9999,-9999,-9999,-9999
,18.02.1978,-9999,-9999,-9999,-9999,-9999,47.53,51.3,-9999,-9999,-9999,55.55,-9999,-9999,-9999,-9999,-9999,-9999
,19.02.1978,-9999,-9999,-9999,-9999,-9999,60.46,54.3,-9999,-9999,-9999,59.52,-9999,-9999,-9999,-9999,-9999,-9999
,20.02.1978,-9999,-9999,-9999,-9999,-9999,63.73,54.2,-9999,-9999,-9999,58.66,-9999,-9999,-9999,-9999,-9999,-9999
,21.02.1978,-9999,-9999,-9999,-9999,-9999,48.3,52.1,-9999,-9999,-9999,57.18,-9999,-9999,-9999,-9999,-9999,-9999
,22.02.1978,-9999,-9999,-9999,-9999,-9999,71.27,53.2,-9999,-9999,-9999,56.48,-9999,-9999,-9999,-9999,-9999,-9999
,23.02.1978,-9999,-9999,-9999,-9999,-9999,52.01,51.6,-9999,-9999,-9999,59.34,-9999,-9999,-9999,-9999,-9999,-9999
,24.02.1978,-9999,-9999,-9999,-9999,-9999,60.06,53.3,-9999,-9999,-9999,59.71,-9999,-9999,-9999,-9999,-9999,-9999
,25.02.1978,-9999,-9999,-9999,-9999,-9999,59.54,52.1,-9999,-9999,-9999,61.19,-9999,-9999,-9999,-9999,-9999,-9999
,26.02.1978,-9999,-9999,-9999,-9999,-9999,65.27,51,-9999,-9999,-9999,58.31,-9999,-9999,-9999,-9999,-9999,-9999
,27.02.1978,-9999,-9999,-9999,-9999,-9999,65.27,52.9,-9999,-9999,-9999,57.81,-9999,-9999,-9999,-9999,-9999,-9999
,28.02.1978,-9999,-9999,-9999,-9999,-9999,74.36,52,-9999,-9999,-9999,62.09,-9999,-9999,-9999,-9999,-9999,-9999
,01.03.1978,-9999,-9999,-9999,-9999,-9999,86.49,51.5,-9999,-9999,-9999,54.51,-9999,-9999,-9999,-9999,-9999,-9999
,02.03.1978,-9999,-9999,-9999,-9999,-9999,49.58,52.1,-9999,-9999,-9999,53.58,-9999,-9999,-9999,-9999,-9999,-9999
,03.03.1978,-9999,-9999,-9999,-9999,-9999,47.64,51.9,-9999,-9999,-9999,48.37,-9999,-9999,-9999,-9999,-9999,-9999
,04.03.1978,-9999,-9999,-9999,-9999,-9999,77.59,53.7,-9999,-9999,-9999,56.96,-9999,-9999,-9999,-9999,-9999,-9999
,05.03.1978,-9999,-9999,-9999,-9999,-9999,41.5,48.9,-9999,-9999,-9999,58.02,-9999,-9999,-9999,-9999,-9999,-9999
,06.03.1978,-9999,-9999,-9999,-9999,-9999,41.98,48.6,-9999,-9999,-9999,55.58,-9999,-9999,-9999,-9999,-9999,-9999
,07.03.1978,-9999,-9999,-9999,-9999,-9999,78.01,53.5,-9999,-9999,-9999,62.19,-9999,-9999,-9999,-9999,-9999,-9999
,08.03.1978,-9999,-9999,-9999,-9999,-9999,31.85,51.2,-9999,-9999,-9999,59.44,-9999,-9999,-9999,-9999,-9999,-9999
,09.03.1978,-9999,-9999,-9999,-9999,-9999,56.61,50.6,-9999,-9999,-9999,56.4,-9999,-9999,-9999,-9999,-9999,-9999
,10.03.1978,-9999,-9999,-9999,-9999,-9999,27.73,50.4,-9999,-9999,-9999,54.67,-9999,-9999,-9999,-9999,-9999,-9999
,11.03.1978,-9999,-9999,-9999,-9999,-9999,39.46,48.6,-9999,-9999,-9999,55.16,-9999,-9999,-9999,-9999,-9999,-9999
,12.03.1978,-9999,-9999,-9999,-9999,-9999,49.45,50.9,-9999,-9999,-9999,50.79,-9999,-9999,-9999,-9999,-9999,-9999
,13.03.1978,-9999,-9999,-9999,-9999,-9999,54.99,48.8,-9999,-9999,-9999,55.56,-9999,-9999,-9999,-9999,-9999,-9999
,14.03.1978,-9999,-9999,-9999,-9999,-9999,31.35,49.5,-9999,-9999,-9999,55.17,-9999,-9999,-9999,-9999,-9999,-9999
,15.03.1978,-9999,-9999,-9999,-9999,-9999,85.23,51.3,-9999,-9999,-9999,52.35,-9999,-9999,-9999,-9999,-9999,-9999
,16.03.1978,-9999,-9999,-9999,-9999,-9999,63.64,49.6,-9999,-9999,-9999,54.27,-9999,-9999,-9999,-9999,-9999,-9999
,17.03.1978,-9999,-9999,-9999,-9999,-9999,45.37,49.1,-9999,-9999,-9999,58.13,-9999,-9999,-9999,-9999,-9999,-9999
,18.03.1978,-9999,-9999,-9999,-9999,-9999,28.89,49.2,-9999,-9999,-9999,57.62,-9999,-9999,-9999,-9999,-9999,-9999
,19.03.1978,-9999,-9999,-9999,-9999,-9999,85.27,50.5,-9999,-9999,-9999,56.5,-9999,-9999,-9999,-9999,-9999,-9999
,20.03.1978,-9999,-9999,-9999,-9999,-9999,25.73,49.2,-9999,-9999,-9999,56.32,-9999,-9999,-9999,-9999,-9999,-9999
,21.03.1978,-9999,-9999,-9999,-9999,-9999,80.91,50.9,-9999,-9999,-9999,56.21,-9999,-9999,-9999,-9999,-9999,-9999
,22.03.1978,-9999,-9999,-9999,-9999,-9999,80.89,49.8,-9999,-9999,-9999,56.48,-9999,-9999,-9999,-9999,-9999,-9999
,23.03.1978,-9999,-9999,-9999,-9999,-9999,82.12,52.4,-9999,-9999,-9999,58.7,-9999,-9999,-9999,-9999,-9999,-9999
,24.03.1978,-9999,-9999,-9999,-9999,-9999,53.93,52.1,-9999,-9999,-9999,62.07,-9999,-9999,-9999,-9999,-9999,-9999
,25.03.1978,-9999,-9999,-9999,-9999,-9999,72.8,51.2,-9999,-9999,-9999,62.53,-9999,-9999,-9999,-9999,-9999,-9999
,26.03.1978,-9999,-9999,-9999,-9999,-9999,55.41,49.6,-9999,-9999,-9999,58.44,-9999,-9999,-9999,-9999,-9999,-9999
,27.03.1978,-9999,-9999,-9999,-9999,-9999,28.55,49.3,-9999,-9999,-9999,56.52,-9999,-9999,-9999,-9999,-9999,-9999
,28.03.1978,-9999,-9999,-9999,-9999,-9999,71.93,48.9,-9999,-9999,-9999,53.32,-9999,-9999,-9999,-9999,-9999,-9999
,29.03.1978,-9999,-9999,-9999,-9999,-9999,60.56,51.6,-9999,-9999,-9999,58.71,-9999,-9999,-9999,-9999,-9999,-9999
,30.03.1978,-9999,-9999,-9999,-9999,-9999,49.2,49.6,-9999,-9999,-9999,56.27,-9999,-9999,-9999,-9999,-9999,-9999
,31.03.1978,-9999,-9999,-9999,-9999,-9999,32.31,49.3,-9999,-9999,-9999,50.63,-9999,-9999,-9999,-9999,-9999,-9999
,01.04.1978,-9999,-9999,-9999,-9999,-9999,52.98,48.9,-9999,-9999,-9999,49.12,-9999,-9999,-9999,-9999,-9999,-9999
,02.04.1978,-9999,-9999,-9999,-9999,-9999,53.18,48.7,-9999,-9999,-9999,57.16,-9999,-9999,-9999,-9999,-9999,-9999
,03.04.1978,-9999,-9999,-9999,-9999,-9999,57.61,52.9,-9999,-9999,-9999,57.28,-9999,-9999,-9999,-9999,-9999,-9999
,04.04.1978,-9999,-9999,-9999,-9999,-9999,53.98,50.3,-9999,-9999,-9999,55.25,-9999,-9999,-9999,-9999,-9999,-9999
,05.04.1978,-9999,-9999,-9999,-9999,-9999,52.56,48.9,-9999,-9999,-9999,52.39,-9999,-9999,-9999,-9999,-9999,-9999
,06.04.1978,-9999,-9999,-9999,-9999,-9999,53.33,48.8,-9999,-9999,-9999,54.19,-9999,-9999,-9999,-9999,-9999,-9999
,07.04.1978,-9999,-9999,-9999,-9999,-9999,55.87,50.3,-9999,-9999,-9999,53.59,-9999,-9999,-9999,-9999,-9999,-9999
,08.04.1978,-9999,-9999,-9999,-9999,-9999,56.69,49.6,-9999,-9999,-9999,52.86,-9999,-9999,-9999,-9999,-9999,-9999
,09.04.1978,-9999,-9999,-9999,-9999,-9999,53.45,50.3,-9999,-9999,-9999,50.78,-9999,-9999,-9999,-9999,-9999,-9999
,10.04.1978,-9999,-9999,-9999,-9999,-9999,69.66,52,-9999,-9999,-9999,53.66,-9999,-9999,-9999,-9999,-9999,-9999
,11.04.1978,-9999,-9999,-9999,-9999,-9999,34.16,53.7,-9999,-9999,-9999,54.17,-9999,-9999,-9999,-9999,-9999,-9999
,12.04.1978,-9999,-9999,-9999,-9999,-9999,41.08,50.2,-9999,-9999,-9999,52.78,-9999,-9999,-9999,-9999,-9999,-9999
,13.04.1978,-9999,-9999,-9999,-9999,-9999,47.99,48.6,-9999,-9999,-9999,52.77,-9999,-9999,-9999,-9999,-9999,-9999
,14.04.1978,-9999,-9999,-9999,-9999,-9999,59.67,47,-9999,-9999,-9999,49.59,-9999,-9999,-9999,-9999,-9999,-9999
,15.04.1978,-9999,-9999,-9999,-9999,-9999,72.46,50,-9999,-9999,-9999,54.41,-9999,-9999,-9999,-9999,-9999,-9999
,16.04.1978,-9999,-9999,-9999,-9999,-9999,86.53,50.8,-9999,-9999,-9999,60.42,-9999,-9999,-9999,-9999,-9999,-9999
,17.04.1978,-9999,-9999,-9999,-9999,-9999,71.89,48.3,-9999,-9999,-9999,60.22,-9999,-9999,-9999,-9999,-9999,-9999
,18.04.1978,-9999,-9999,-9999,-9999,-9999,65.3,48.4,-9999,-9999,-9999,52.33,-9999,-9999,-9999,-9999,-9999,-9999
,19.04.1978,-9999,-9999,-9999,-9999,-9999,68.52,51.3,-9999,-9999,-9999,48.17,-9999,-9999,-9999,-9999,-9999,-9999
,20.04.1978,-9999,-9999,-9999,-9999,-9999,52.74,50.8,-9999,-9999,-9999,57.16,-9999,-9999,-9999,-9999,-9999,-9999
,21.04.1978,-9999,-9999,-9999,-9999,-9999,51.72,50.2,-9999,-9999,-9999,54.68,-9999,-9999,-9999,-9999,-9999,-9999
,22.04.1978,-9999,-9999,-9999,-9999,-9999,44.15,52.3,-9999,-9999,-9999,57.3,-9999,-9999,-9999,-9999,-9999,-9999
,23.04.1978,-9999,-9999,-9999,-9999,-9999,51.56,51.7,-9999,-9999,-9999,58.58,-9999,-9999,-9999,-9999,-9999,-9999
,24.04.1978,-9999,-9999,-9999,-9999,-9999,48.53,53.4,-9999,-9999,-9999,59.8,-9999,-9999,-9999,-9999,-9999,-9999
,25.04.1978,-9999,-9999,-9999,-9999,-9999,53.28,53.8,-9999,-9999,-9999,58.48,-9999,-9999,-9999,-9999,-9999,-9999
,26.04.1978,-9999,-9999,-9999,-9999,-9999,52.56,52.3,-9999,-9999,-9999,55.39,-9999,-9999,-9999,-9999,-9999,-9999
,27.04.1978,-9999,-9999,-9999,-9999,-9999,40.77,52.1,-9999,-9999,-9999,55.46,-9999,-9999,-9999,-9999,-9999,-9999
,28.04.1978,-9999,-9999,-9999,-9999,-9999,54.85,50.4,-9999,-9999,-9999,53.56,-9999,-9999,-9999,-9999,-9999,-9999
,29.04.1978,-9999,-9999,-9999,-9999,-9999,66.8,54,-9999,-9999,-9999,56.34,-9999,-9999,-9999,-9999,-9999,-9999
,30.04.1978,-9999,-9999,-9999,-9999,-9999,64.54,52.8,-9999,-9999,-9999,56.07,-9999,-9999,-9999,-9999,-9999,-9999
,01.05.1978,-9999,-9999,-9999,-9999,-9999,81.17,54.7,-9999,-9999,-9999,58.54,-9999,-9999,-9999,-9999,-9999,-9999
,02.05.1978,-9999,-9999,-9999,-9999,-9999,88.37,53.8,-9999,-9999,-9999,61.78,-9999,-9999,-9999,-9999,-9999,-9999
,03.05.1978,-9999,-9999,-9999,-9999,-9999,77.42,51.6,-9999,-9999,-9999,57.11,-9999,-9999,-9999,-9999,-9999,-9999
,04.05.1978,-9999,-9999,-9999,-9999,-9999,69.15,52.1,-9999,-9999,-9999,50.37,-9999,-9999,-9999,-9999,-9999,-9999
,05.05.1978,-9999,-9999,-9999,-9999,-9999,84.34,51.5,-9999,-9999,-9999,52.83,-9999,-9999,-9999,-9999,-9999,-9999
,06.05.1978,-9999,-9999,-9999,-9999,-9999,40.95,50.6,-9999,-9999,-9999,51.39,-9999,-9999,-9999,-9999,-9999,-9999
,07.05.1978,-9999,-9999,-9999,-9999,-9999,72.46,54.6,-9999,-9999,-9999,59.04,-9999,-9999,-9999,-9999,-9999,-9999
,08.05.1978,-9999,-9999,-9999,-9999,-9999,62.52,51.5,-9999,-9999,-9999,55.98,-9999,-9999,-9999,-9999,-9999,-9999
,09.05.1978,-9999,-9999,-9999,-9999,-9999,52.44,50.7,-9999,-9999,-9999,58.16,-9999,-9999,-9999,-9999,-9999,-9999
,10.05.1978,-9999,-9999,-9999,-9999,-9999,55.4,53.7,-9999,-9999,-9999,55.87,-9999,-9999,-9999,-9999,-9999,-9999
,11.05.1978,-9999,-9999,-9999,-9999,-9999,57.71,54.5,-9999,-9999,-9999,63.99,-9999,-9999,-9999,-9999,-9999,-9999
,12.05.1978,-9999,-9999,-9999,-9999,-9999,44.32,52.2,-9999,-9999,-9999,58.27,-9999,-9999,-9999,-9999,-9999,-9999
,13.05.1978,-9999,-9999,-9999,-9999,-9999,55.36,51.4,-9999,-9999,-9999,52.24,-9999,-9999,-9999,-9999,-9999,-9999
,14.05.1978,-9999,-9999,-9999,-9999,-9999,67.41,50.8,-9999,-9999,-9999,53.97,-9999,-9999,-9999,-9999,-9999,-9999
,15.05.1978,-9999,-9999,-9999,-9999,-9999,53.71,53,-9999,-9999,-9999,54.66,-9999,-9999,-9999,-9999,-9999,-9999
,16.05.1978,-9999,-9999,-9999,-9999,-9999,65.83,52.6,-9999,-9999,-9999,56.61,-9999,-9999,-9999,-9999,-9999,-9999
,17.05.1978,-9999,-9999,-9999,-9999,-9999,64.47,52.1,-9999,-9999,-9999,58.46,-9999,-9999,-9999,-9999,-9999,-9999
,18.05.1978,-9999,-9999,-9999,-9999,-9999,53.87,52.4,-9999,-9999,-9999,53.65,-9999,-9999,-9999,-9999,-9999,-9999
,19.05.1978,-9999,-9999,-9999,-9999,-9999,55.36,52.2,-9999,-9999,-9999,57.47,-9999,-9999,-9999,-9999,-9999,-9999
,20.05.1978,-9999,-9999,-9999,-9999,-9999,56.56,54.2,-9999,-9999,-9999,62.31,-9999,-9999,-9999,-9999,-9999,-9999
,21.05.1978,-9999,-9999,-9999,-9999,-9999,70.56,55.3,-9999,-9999,-9999,56.56,-9999,-9999,-9999,-9999,-9999,-9999
,22.05.1978,-9999,-9999,-9999,-9999,-9999,57.52,53.3,-9999,-9999,-9999,57.92,-9999,-9999,-9999,-9999,-9999,-9999
,23.05.1978,-9999,-9999,-9999,-9999,-9999,55.73,55,-9999,-9999,-9999,64.81,-9999,-9999,-9999,-9999,-9999,-9999
,24.05.1978,-9999,-9999,-9999,-9999,-9999,55.54,54.9,-9999,-9999,-9999,66.73,-9999,-9999,-9999,-9999,-9999,-9999
,25.05.1978,-9999,-9999,-9999,-9999,-9999,62.72,54.3,-9999,-9999,-9999,68,-9999,-9999,-9999,-9999,-9999,-9999
,26.05.1978,-9999,-9999,-9999,-9999,-9999,52.86,54.7,-9999,-9999,-9999,65.18,-9999,-9999,-9999,-9999,-9999,-9999
,27.05.1978,-9999,-9999,-9999,-9999,-9999,35.16,54.3,-9999,-9999,-9999,59.75,-9999,-9999,-9999,-9999,-9999,-9999
,28.05.1978,-9999,-9999,-9999,-9999,-9999,71.66,53.5,-9999,-9999,-9999,60.21,-9999,-9999,-9999,-9999,-9999,-9999
,29.05.1978,-9999,-9999,-9999,-9999,-9999,42.5,53.9,-9999,-9999,-9999,61.98,-9999,-9999,-9999,-9999,-9999,-9999
,30.05.1978,-9999,-9999,-9999,-9999,-9999,56.03,55.5,-9999,-9999,-9999,60.77,-9999,-9999,-9999,-9999,-9999,-9999
,31.05.1978,-9999,-9999,-9999,-9999,-9999,55.7,54.3,-9999,-9999,-9999,59.95,-9999,-9999,-9999,-9999,-9999,-9999
,01.06.1978,-9999,-9999,-9999,-9999,-9999,73.41,56,-9999,-9999,-9999,53.09,-9999,-9999,-9999,-9999,-9999,-9999
,02.06.1978,-9999,-9999,-9999,-9999,-9999,85.39,55.1,-9999,-9999,-9999,59.96,-9999,-9999,-9999,-9999,-9999,-9999
,03.06.1978,-9999,-9999,-9999,-9999,-9999,75.38,54.4,-9999,-9999,-9999,61.91,-9999,-9999,-9999,-9999,-9999,-9999
,04.06.1978,-9999,-9999,-9999,-9999,-9999,77.59,56.2,-9999,-9999,-9999,66.21,-9999,-9999,-9999,-9999,-9999,-9999
,05.06.1978,-9999,-9999,-9999,-9999,-9999,89.46,56,-9999,-9999,-9999,63.1,-9999,-9999,-9999,-9999,-9999,-9999
,06.06.1978,-9999,-9999,-9999,-9999,-9999,62.85,51.2,-9999,-9999,-9999,55.7,-9999,-9999,-9999,-9999,-9999,-9999
,07.06.1978,-9999,-9999,-9999,-9999,-9999,69.37,52.2,-9999,-9999,-9999,54.14,-9999,-9999,-9999,-9999,-9999,-9999
,08.06.1978,-9999,-9999,-9999,-9999,-9999,57.03,52.2,-9999,-9999,-9999,57.76,-9999,-9999,-9999,-9999,-9999,-9999
,09.06.1978,-9999,-9999,-9999,-9999,-9999,54.44,52.1,-9999,-9999,-9999,58.95,-9999,-9999,-9999,-9999,-9999,-9999
,10.06.1978,-9999,-9999,-9999,-9999,-9999,54.52,52.4,-9999,-9999,-9999,54.58,-9999,-9999,-9999,-9999,-9999,-9999
,11.06.1978,-9999,-9999,-9999,-9999,-9999,44.88,53.2,-9999,-9999,-9999,51.51,-9999,-9999,-9999,-9999,-9999,-9999
,12.06.1978,-9999,-9999,-9999,-9999,-9999,62.14,53.4,-9999,-9999,-9999,57.02,-9999,-9999,-9999,-9999,-9999,-9999
,13.06.1978,-9999,-9999,-9999,-9999,-9999,56.35,54.1,-9999,-9999,-9999,54.66,-9999,-9999,-9999,-9999,-9999,-9999
,14.06.1978,-9999,-9999,-9999,-9999,-9999,57.17,52.7,-9999,-9999,-9999,52.69,-9999,-9999,-9999,-9999,-9999,-9999
,15.06.1978,-9999,-9999,-9999,-9999,-9999,55,53.7,-9999,-9999,-9999,55.28,-9999,-9999,-9999,-9999,-9999,-9999
,16.06.1978,-9999,-9999,-9999,-9999,-9999,53.49,53.5,-9999,-9999,-9999,61.68,-9999,-9999,-9999,-9999,-9999,-9999
,17.06.1978,-9999,-9999,-9999,-9999,-9999,60.16,52.8,-9999,-9999,-9999,59.91,-9999,-9999,-9999,-9999,-9999,-9999
,18.06.1978,-9999,-9999,-9999,-9999,-9999,44.73,51.5,-9999,-9999,-9999,54.26,-9999,-9999,-9999,-9999,-9999,-9999
,19.06.1978,-9999,-9999,-9999,-9999,-9999,56.22,52.6,-9999,-9999,-9999,55.16,-9999,-9999,-9999,-9999,-9999,-9999
,20.06.1978,-9999,-9999,-9999,-9999,-9999,48.33,53,-9999,-9999,-9999,57.52,-9999,-9999,-9999,-9999,-9999,-9999
,21.06.1978,-9999,-9999,-9999,-9999,-9999,58.34,52.2,-9999,-9999,-9999,56.73,-9999,-9999,-9999,-9999,-9999,-9999
,22.06.1978,-9999,-9999,-9999,-9999,-9999,58.89,53.1,-9999,-9999,-9999,55.21,-9999,-9999,-9999,-9999,-9999,-9999
,23.06.1978,-9999,-9999,-9999,-9999,-9999,55.43,51.3,-9999,-9999,-9999,51.48,-9999,-9999,-9999,-9999,-9999,-9999
,24.06.1978,-9999,-9999,-9999,-9999,-9999,56.24,50.8,-9999,-9999,-9999,49,-9999,-9999,-9999,-9999,-9999,-9999
,25.06.1978,-9999,-9999,-9999,-9999,-9999,43.34,51.2,-9999,-9999,-9999,53.82,-9999,-9999,-9999,-9999,-9999,-9999
,26.06.1978,-9999,-9999,-9999,-9999,-9999,34.94,52.2,-9999,-9999,-9999,52.75,-9999,-9999,-9999,-9999,-9999,-9999
,27.06.1978,-9999,-9999,-9999,-9999,-9999,58.48,51.8,-9999,-9999,-9999,51.59,-9999,-9999,-9999,-9999,-9999,-9999
,28.06.1978,-9999,-9999,-9999,-9999,-9999,59.68,50,-9999,-9999,-9999,54.27,-9999,-9999,-9999,-9999,-9999,-9999
,29.06.1978,-9999,-9999,-9999,-9999,-9999,57.81,51,-9999,-9999,-9999,50.57,-9999,-9999,-9999,-9999,-9999,-9999
,30.06.1978,-9999,-9999,-9999,-9999,-9999,57.49,50.8,-9999,-9999,-9999,51.47,-9999,-9999,-9999,-9999,-9999,-9999
,01.07.1978,-9999,-9999,-9999,-9999,-9999,46.35,51.8,-9999,-9999,-9999,50.64,-9999,-9999,-9999,-9999,-9999,-9999
,02.07.1978,-9999,-9999,-9999,-9999,-9999,42.78,51.1,-9999,-9999,-9999,53.74,-9999,-9999,-9999,-9999,-9999,-9999
,03.07.1978,-9999,-9999,-9999,-9999,-9999,44.94,52.1,-9999,-9999,-9999,53.43,-9999,-9999,-9999,-9999,-9999,-9999
,04.07.1978,-9999,-9999,-9999,-9999,-9999,52.63,51.5,-9999,-9999,-9999,49.79,-9999,-9999,-9999,-9999,-9999,-9999
,05.07.1978,-9999,-9999,-9999,-9999,-9999,56.4,53.4,-9999,-9999,-9999,53.61,-9999,-9999,-9999,-9999,-9999,-9999
,06.07.1978,-9999,-9999,-9999,-9999,-9999,52.99,52.1,-9999,-9999,-9999,57.24,-9999,-9999,-9999,-9999,-9999,-9999
,07.07.1978,-9999,-9999,-9999,-9999,-9999,50.22,52.3,-9999,-9999,-9999,55.81,-9999,-9999,-9999,-9999,-9999,-9999
,08.07.1978,-9999,-9999,-9999,-9999,-9999,44.94,53.1,-9999,-9999,-9999,56.46,-9999,-9999,-9999,-9999,-9999,-9999
,09.07.1978,-9999,-9999,-9999,-9999,-9999,61.5,52.8,-9999,-9999,-9999,56.46,-9999,-9999,-9999,-9999,-9999,-9999
,10.07.1978,-9999,-9999,-9999,-9999,-9999,57.84,53.8,-9999,-9999,-9999,54.93,-9999,-9999,-9999,-9999,-9999,-9999
,11.07.1978,-9999,-9999,-9999,-9999,-9999,55.43,53.6,-9999,-9999,-9999,53.96,-9999,-9999,-9999,-9999,-9999,-9999
,12.07.1978,-9999,-9999,-9999,-9999,-9999,46.72,54.1,-9999,-9999,-9999,54.54,-9999,-9999,-9999,-9999,-9999,-9999
