@T,climate,,,,,,,,,,,,,,,,,
descr,relative humidity,,,,,,,,,,,,,,,,,
unit,%,,,,,,,,,,,,,,,,,
 missing_value,-9999,,,,,,,,,,,,,,,,,
date_start,01.01.1918,,,,,,,,,,,,,,,,,
date_end,31.12.2014,,,,,,,,,,,,,,,,,
 date_format,dd.MM.yyyy,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
@H,date,rehum[0],rehum[1],rehum[2],rehum[3],rehum[4],rehum[5],rehum[6],rehum[7],rehum[8],rehum[9],rehum[10],rehum[11],rehum[12],rehum[13],rehum[14],rehum[15],rehum[16]
name,,Greeley GLY03,Greeley LIRF GLY04,Greeley Generic,Drake,Drake Generic,Akron,Akron Generic,ARDEC,ARDEC Generic,Ft Collins,Ft Collins Generic,Ault,Ault Generic,Stratton,Stratton Generic,Sterling DAP,Sterling Generic
ID,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
elevation,,1426,1427,1427,1572,1572,1383,1383,1558,1558,1525,1525,1497,1497,1335,1335,1363,1363
x,,529937,530697,530697,512701,512701,658244,658244,500000,500000,492746,492746,523701,523701,736677,736677,658762,658762
y,,4476587,4477623,4477623,4495474,4495474,4446593,4446593,4500182,4500182,4491727,4491727,4490951,4490951,4340328,4340328,4470503,4470503
,13.07.1920,-9999,-9999,-9999,-9999,-9999,36.29,51.2,-9999,-9999,-9999,51.23,-9999,-9999,-9999,-9999,-9999,-9999
,14.07.1920,-9999,-9999,-9999,-9999,-9999,53.01,51.2,-9999,-9999,-9999,50.09,-9999,-9999,-9999,-9999,-9999,-9999
,15.07.1920,-9999,-9999,-9999,-9999,-9999,53.18,52,-9999,-9999,-9999,50.6,-9999,-9999,-9999,-9999,-9999,-9999
,16.07.1920,-9999,-9999,-9999,-9999,-9999,46.36,51.2,-9999,-9999,-9999,51.48,-9999,-9999,-9999,-9999,-9999,-9999
,17.07.1920,-9999,-9999,-9999,-9999,-9999,57.33,53.1,-9999,-9999,-9999,53.25,-9999,-9999,-9999,-9999,-9999,-9999
,18.07.1920,-9999,-9999,-9999,-9999,-9999,53.52,52.3,-9999,-9999,-9999,50.59,-9999,-9999,-9999,-9999,-9999,-9999
,19.07.1920,-9999,-9999,-9999,-9999,-9999,49.74,53.1,-9999,-9999,-9999,53.68,-9999,-9999,-9999,-9999,-9999,-9999
,20.07.1920,-9999,-9999,-9999,-9999,-9999,50.28,53.7,-9999,-9999,-9999,55.06,-9999,-9999,-9999,-9999,-9999,-9999
,21.07.1920,-9999,-9999,-9999,-9999,-9999,47.83,53.4,-9999,-9999,-9999,52.36,-9999,-9999,-9999,-9999,-9999,-9999
,22.07.1920,-9999,-9999,-9999,-9999,-9999,45.65,53.4,-9999,-9999,-9999,53.58,-9999,-9999,-9999,-9999,-9999,-9999
,23.07.1920,-9999,-9999,-9999,-9999,-9999,36.8,51.6,-9999,-9999,-9999,54.09,-9999,-9999,-9999,-9999,-9999,-9999
,24.07.1920,-9999,-9999,-9999,-9999,-9999,43.15,52.1,-9999,-9999,-9999,55.25,-9999,-9999,-9999,-9999,-9999,-9999
,25.07.1920,-9999,-9999,-9999,-9999,-9999,55.1,54.8,-9999,-9999,-9999,60.19,-9999,-9999,-9999,-9999,-9999,-9999
,26.07.1920,-9999,-9999,-9999,-9999,-9999,53.35,53.7,-9999,-9999,-9999,59.82,-9999,-9999,-9999,-9999,-9999,-9999
,27.07.1920,-9999,-9999,-9999,-9999,-9999,56.69,53.8,-9999,-9999,-9999,55.83,-9999,-9999,-9999,-9999,-9999,-9999
,28.07.1920,-9999,-9999,-9999,-9999,-9999,50.58,54.3,-9999,-9999,-9999,57.48,-9999,-9999,-9999,-9999,-9999,-9999
,29.07.1920,-9999,-9999,-9999,-9999,-9999,43.09,53.8,-9999,-9999,-9999,57.34,-9999,-9999,-9999,-9999,-9999,-9999
,30.07.1920,-9999,-9999,-9999,-9999,-9999,47.45,52.2,-9999,-9999,-9999,55.9,-9999,-9999,-9999,-9999,-9999,-9999
,31.07.1920,-9999,-9999,-9999,-9999,-9999,51.44,53,-9999,-9999,-9999,56.4,-9999,-9999,-9999,-9999,-9999,-9999
,01.08.1920,-9999,-9999,-9999,-9999,-9999,61.5,53.6,-9999,-9999,-9999,58.26,-9999,-9999,-9999,-9999,-9999,-9999
,02.08.1920,-9999,-9999,-9999,-9999,-9999,64.14,53.3,-9999,-9999,-9999,55.74,-9999,-9999,-9999,-9999,-9999,-9999
,03.08.1920,-9999,-9999,-9999,-9999,-9999,61.35,55.6,-9999,-9999,-9999,59.17,-9999,-9999,-9999,-9999,-9999,-9999
,04.08.1920,-9999,-9999,-9999,-9999,-9999,63.01,55.2,-9999,-9999,-9999,64.44,-9999,-9999,-9999,-9999,-9999,-9999
,05.08.1920,-9999,-9999,-9999,-9999,-9999,55.54,54.9,-9999,-9999,-9999,62.82,-9999,-9999,-9999,-9999,-9999,-9999
,06.08.1920,-9999,-9999,-9999,-9999,-9999,51.62,55.2,-9999,-9999,-9999,56.84,-9999,-9999,-9999,-9999,-9999,-9999
,07.08.1920,-9999,-9999,-9999,-9999,-9999,45.99,56,-9999,-9999,-9999,55.22,-9999,-9999,-9999,-9999,-9999,-9999
,08.08.1920,-9999,-9999,-9999,-9999,-9999,47.29,53.1,-9999,-9999,-9999,52.88,-9999,-9999,-9999,-9999,-9999,-9999
,09.08.1920,-9999,-9999,-9999,-9999,-9999,50.75,55.6,-9999,-9999,-9999,55.45,-9999,-9999,-9999,-9999,-9999,-9999
,10.08.1920,-9999,-9999,-9999,-9999,-9999,53.71,54,-9999,-9999,-9999,60.4,-9999,-9999,-9999,-9999,-9999,-9999
,11.08.1920,-9999,-9999,-9999,-9999,-9999,55.4,53.8,-9999,-9999,-9999,55.21,-9999,-9999,-9999,-9999,-9999,-9999
,12.08.1920,-9999,-9999,-9999,-9999,-9999,65.64,54.7,-9999,-9999,-9999,54,-9999,-9999,-9999,-9999,-9999,-9999
,13.08.1920,-9999,-9999,-9999,-9999,-9999,42.27,54.3,-9999,-9999,-9999,56.19,-9999,-9999,-9999,-9999,-9999,-9999
,14.08.1920,-9999,-9999,-9999,-9999,-9999,36.73,54.2,-9999,-9999,-9999,57.1,-9999,-9999,-9999,-9999,-9999,-9999
,15.08.1920,-9999,-9999,-9999,-9999,-9999,44.52,55.4,-9999,-9999,-9999,58.2,-9999,-9999,-9999,-9999,-9999,-9999
,16.08.1920,-9999,-9999,-9999,-9999,-9999,49.38,54.7,-9999,-9999,-9999,57.3,-9999,-9999,-9999,-9999,-9999,-9999
,17.08.1920,-9999,-9999,-9999,-9999,-9999,52.67,53.1,-9999,-9999,-9999,57.85,-9999,-9999,-9999,-9999,-9999,-9999
,18.08.1920,-9999,-9999,-9999,-9999,-9999,52.31,54.1,-9999,-9999,-9999,57.4,-9999,-9999,-9999,-9999,-9999,-9999
,19.08.1920,-9999,-9999,-9999,-9999,-9999,54.27,53.6,-9999,-9999,-9999,58.79,-9999,-9999,-9999,-9999,-9999,-9999
,20.08.1920,-9999,-9999,-9999,-9999,-9999,60.29,54.7,-9999,-9999,-9999,57.37,-9999,-9999,-9999,-9999,-9999,-9999
,21.08.1920,-9999,-9999,-9999,-9999,-9999,61.57,52.6,-9999,-9999,-9999,55.17,-9999,-9999,-9999,-9999,-9999,-9999
,22.08.1920,-9999,-9999,-9999,-9999,-9999,51.97,54.8,-9999,-9999,-9999,55.9,-9999,-9999,-9999,-9999,-9999,-9999
,23.08.1920,-9999,-9999,-9999,-9999,-9999,42.34,54,-9999,-9999,-9999,57.24,-9999,-9999,-9999,-9999,-9999,-9999
,24.08.1920,-9999,-9999,-9999,-9999,-9999,46.57,53.7,-9999,-9999,-9999,55.65,-9999,-9999,-9999,-9999,-9999,-9999
,25.08.1920,-9999,-9999,-9999,-9999,-9999,50.38,53.5,-9999,-9999,-9999,56.51,-9999,-9999,-9999,-9999,-9999,-9999
,26.08.1920,-9999,-9999,-9999,-9999,-9999,63.57,52.6,-9999,-9999,-9999,55.52,-9999,-9999,-9999,-9999,-9999,-9999
,27.08.1920,-9999,-9999,-9999,-9999,-9999,52.86,52.6,-9999,-9999,-9999,55.2,-9999,-9999,-9999,-9999,-9999,-9999
,28.08.1920,-9999,-9999,-9999,-9999,-9999,49.87,52.5,-9999,-9999,-9999,56.12,-9999,-9999,-9999,-9999,-9999,-9999
,29.08.1920,-9999,-9999,-9999,-9999,-9999,44.51,53.3,-9999,-9999,-9999,56.1,-9999,-9999,-9999,-9999,-9999,-9999
,30.08.1920,-9999,-9999,-9999,-9999,-9999,46.93,52.6,-9999,-9999,-9999,57.36,-9999,-9999,-9999,-9999,-9999,-9999
,31.08.1920,-9999,-9999,-9999,-9999,-9999,67.99,53.7,-9999,-9999,-9999,58.41,-9999,-9999,-9999,-9999,-9999,-9999
,01.09.1920,-9999,-9999,-9999,-9999,-9999,56.2,52.9,-9999,-9999,-9999,56.02,-9999,-9999,-9999,-9999,-9999,-9999
,02.09.1920,-9999,-9999,-9999,-9999,-9999,73.96,52.8,-9999,-9999,-9999,53.17,-9999,-9999,-9999,-9999,-9999,-9999
,03.09.1920,-9999,-9999,-9999,-9999,-9999,62.55,51.8,-9999,-9999,-9999,51.78,-9999,-9999,-9999,-9999,-9999,-9999
,04.09.1920,-9999,-9999,-9999,-9999,-9999,49.66,51.9,-9999,-9999,-9999,50.93,-9999,-9999,-9999,-9999,-9999,-9999
,05.09.1920,-9999,-9999,-9999,-9999,-9999,55.53,50.7,-9999,-9999,-9999,53.5,-9999,-9999,-9999,-9999,-9999,-9999
,06.09.1920,-9999,-9999,-9999,-9999,-9999,74.18,50.8,-9999,-9999,-9999,54.87,-9999,-9999,-9999,-9999,-9999,-9999
,07.09.1920,-9999,-9999,-9999,-9999,-9999,71.04,53.2,-9999,-9999,-9999,59.72,-9999,-9999,-9999,-9999,-9999,-9999
,08.09.1920,-9999,-9999,-9999,-9999,-9999,72.36,53.2,-9999,-9999,-9999,62.39,-9999,-9999,-9999,-9999,-9999,-9999
,09.09.1920,-9999,-9999,-9999,-9999,-9999,50.54,52.6,-9999,-9999,-9999,60.88,-9999,-9999,-9999,-9999,-9999,-9999
,10.09.1920,-9999,-9999,-9999,-9999,-9999,45.81,50.8,-9999,-9999,-9999,57.32,-9999,-9999,-9999,-9999,-9999,-9999
,11.09.1920,-9999,-9999,-9999,-9999,-9999,43.59,51.8,-9999,-9999,-9999,54.73,-9999,-9999,-9999,-9999,-9999,-9999
,12.09.1920,-9999,-9999,-9999,-9999,-9999,43.28,49.8,-9999,-9999,-9999,59.16,-9999,-9999,-9999,-9999,-9999,-9999
,13.09.1920,-9999,-9999,-9999,-9999,-9999,41.87,53,-9999,-9999,-9999,61.61,-9999,-9999,-9999,-9999,-9999,-9999
,14.09.1920,-9999,-9999,-9999,-9999,-9999,40.64,54.2,-9999,-9999,-9999,61.28,-9999,-9999,-9999,-9999,-9999,-9999
,15.09.1920,-9999,-9999,-9999,-9999,-9999,53.94,53.1,-9999,-9999,-9999,58.12,-9999,-9999,-9999,-9999,-9999,-9999
,16.09.1920,-9999,-9999,-9999,-9999,-9999,41.28,51.8,-9999,-9999,-9999,53.23,-9999,-9999,-9999,-9999,-9999,-9999
,17.09.1920,-9999,-9999,-9999,-9999,-9999,44.73,51.5,-9999,-9999,-9999,55.08,-9999,-9999,-9999,-9999,-9999,-9999
,18.09.1920,-9999,-9999,-9999,-9999,-9999,43.46,49.7,-9999,-9999,-9999,56.97,-9999,-9999,-9999,-9999,-9999,-9999
,19.09.1920,-9999,-9999,-9999,-9999,-9999,43.34,49.6,-9999,-9999,-9999,57.27,-9999,-9999,-9999,-9999,-9999,-9999
,20.09.1920,-9999,-9999,-9999,-9999,-9999,43.65,50.5,-9999,-9999,-9999,58.66,-9999,-9999,-9999,-9999,-9999,-9999
,21.09.1920,-9999,-9999,-9999,-9999,-9999,44.89,52.3,-9999,-9999,-9999,62.38,-9999,-9999,-9999,-9999,-9999,-9999
,22.09.1920,-9999,-9999,-9999,-9999,-9999,44.69,52,-9999,-9999,-9999,64.54,-9999,-9999,-9999,-9999,-9999,-9999
,23.09.1920,-9999,-9999,-9999,-9999,-9999,58.42,53.2,-9999,-9999,-9999,60.28,-9999,-9999,-9999,-9999,-9999,-9999
,24.09.1920,-9999,-9999,-9999,-9999,-9999,31.7,52.2,-9999,-9999,-9999,62.13,-9999,-9999,-9999,-9999,-9999,-9999
,25.09.1920,-9999,-9999,-9999,-9999,-9999,46.36,51.7,-9999,-9999,-9999,58.11,-9999,-9999,-9999,-9999,-9999,-9999
,26.09.1920,-9999,-9999,-9999,-9999,-9999,29.34,48.2,-9999,-9999,-9999,55.93,-9999,-9999,-9999,-9999,-9999,-9999
,27.09.1920,-9999,-9999,-9999,-9999,-9999,38.29,48.6,-9999,-9999,-9999,56.62,-9999,-9999,-9999,-9999,-9999,-9999
,28.09.1920,-9999,-9999,-9999,-9999,-9999,52.2,48.3,-9999,-9999,-9999,59.06,-9999,-9999,-9999,-9999,-9999,-9999
,29.09.1920,-9999,-9999,-9999,-9999,-9999,41.22,50.2,-9999,-9999,-9999,55.68,-9999,-9999,-9999,-9999,-9999,-9999
,30.09.1920,-9999,-9999,-9999,-9999,-9999,29.14,48.6,-9999,-9999,-9999,52.95,-9999,-9999,-9999,-9999,-9999,-9999
,01.10.1920,-9999,-9999,-9999,-9999,-9999,35.95,47.9,-9999,-9999,-9999,53.52,-9999,-9999,-9999,-9999,-9999,-9999
,02.10.1920,-9999,-9999,-9999,-9999,-9999,40.14,50.3,-9999,-9999,-9999,58.59,-9999,-9999,-9999,-9999,-9999,-9999
,03.10.1920,-9999,-9999,-9999,-9999,-9999,36.53,47.9,-9999,-9999,-9999,59.56,-9999,-9999,-9999,-9999,-9999,-9999
,04.10.1920,-9999,-9999,-9999,-9999,-9999,38.49,51.9,-9999,-9999,-9999,65.27,-9999,-9999,-9999,-9999,-9999,-9999
,05.10.1920,-9999,-9999,-9999,-9999,-9999,40.83,52,-9999,-9999,-9999,59.25,-9999,-9999,-9999,-9999,-9999,-9999
,06.10.1920,-9999,-9999,-9999,-9999,-9999,44.88,51,-9999,-9999,-9999,58.6,-9999,-9999,-9999,-9999,-9999,-9999
,07.10.1920,-9999,-9999,-9999,-9999,-9999,39.05,45.7,-9999,-9999,-9999,57.93,-9999,-9999,-9999,-9999,-9999,-9999
,08.10.1920,-9999,-9999,-9999,-9999,-9999,43.42,50.4,-9999,-9999,-9999,57.48,-9999,-9999,-9999,-9999,-9999,-9999
,09.10.1920,-9999,-9999,-9999,-9999,-9999,35.02,52.5,-9999,-9999,-9999,61.84,-9999,-9999,-9999,-9999,-9999,-9999
,10.10.1920,-9999,-9999,-9999,-9999,-9999,62.99,52.1,-9999,-9999,-9999,62.68,-9999,-9999,-9999,-9999,-9999,-9999
,11.10.1920,-9999,-9999,-9999,-9999,-9999,59.03,50.7,-9999,-9999,-9999,56.89,-9999,-9999,-9999,-9999,-9999,-9999
,12.10.1920,-9999,-9999,-9999,-9999,-9999,41.42,50.6,-9999,-9999,-9999,58.21,-9999,-9999,-9999,-9999,-9999,-9999
,13.10.1920,-9999,-9999,-9999,-9999,-9999,28.71,52.7,-9999,-9999,-9999,60.32,-9999,-9999,-9999,-9999,-9999,-9999
,14.10.1920,-9999,-9999,-9999,-9999,-9999,40.62,52.6,-9999,-9999,-9999,60.66,-9999,-9999,-9999,-9999,-9999,-9999
,15.10.1920,-9999,-9999,-9999,-9999,-9999,45.52,49.6,-9999,-9999,-9999,61.17,-9999,-9999,-9999,-9999,-9999,-9999
,16.10.1920,-9999,-9999,-9999,-9999,-9999,43.72,52,-9999,-9999,-9999,62.1,-9999,-9999,-9999,-9999,-9999,-9999
,17.10.1920,-9999,-9999,-9999,-9999,-9999,36.3,52.7,-9999,-9999,-9999,58,-9999,-9999,-9999,-9999,-9999,-9999
,18.10.1920,-9999,-9999,-9999,-9999,-9999,58.42,50.7,-9999,-9999,-9999,57.03,-9999,-9999,-9999,-9999,-9999,-9999
,19.10.1920,-9999,-9999,-9999,-9999,-9999,43.72,50.8,-9999,-9999,-9999,54.57,-9999,-9999,-9999,-9999,-9999,-9999
,20.10.1920,-9999,-9999,-9999,-9999,-9999,47.22,50.1,-9999,-9999,-9999,56.92,-9999,-9999,-9999,-9999,-9999,-9999
,21.10.1920,-9999,-9999,-9999,-9999,-9999,67.47,51.5,-9999,-9999,-9999,56.51,-9999,-9999,-9999,-9999,-9999,-9999
,22.10.1920,-9999,-9999,-9999,-9999,-9999,40.42,51.3,-9999,-9999,-9999,59.55,-9999,-9999,-9999,-9999,-9999,-9999
,23.10.1920,-9999,-9999,-9999,-9999,-9999,58.86,50.5,-9999,-9999,-9999,56.05,-9999,-9999,-9999,-9999,-9999,-9999
,24.10.1920,-9999,-9999,-9999,-9999,-9999,48.31,50.3,-9999,-9999,-9999,56.65,-9999,-9999,-9999,-9999,-9999,-9999
,25.10.1920,-9999,-9999,-9999,-9999,-9999,38.01,50.1,-9999,-9999,-9999,55.64,-9999,-9999,-9999,-9999,-9999,-9999
,26.10.1920,-9999,-9999,-9999,-9999,-9999,42.77,50.6,-9999,-9999,-9999,58.9,-9999,-9999,-9999,-9999,-9999,-9999
,27.10.1920,-9999,-9999,-9999,-9999,-9999,45.67,51.3,-9999,-9999,-9999,61.91,-9999,-9999,-9999,-9999,-9999,-9999
,28.10.1920,-9999,-9999,-9999,-9999,-9999,51.35,49.8,-9999,-9999,-9999,64.11,-9999,-9999,-9999,-9999,-9999,-9999
,29.10.1920,-9999,-9999,-9999,-9999,-9999,29.85,52.6,-9999,-9999,-9999,59.19,-9999,-9999,-9999,-9999,-9999,-9999
,30.10.1920,-9999,-9999,-9999,-9999,-9999,56.09,52.5,-9999,-9999,-9999,68.03,-9999,-9999,-9999,-9999,-9999,-9999
,31.10.1920,-9999,-9999,-9999,-9999,-9999,80.39,52.3,-9999,-9999,-9999,67.66,-9999,-9999,-9999,-9999,-9999,-9999
,01.11.1920,-9999,-9999,-9999,-9999,-9999,62.95,54.2,-9999,-9999,-9999,59.86,-9999,-9999,-9999,-9999,-9999,-9999
,02.11.1920,-9999,-9999,-9999,-9999,-9999,49.66,52.7,-9999,-9999,-9999,65.55,-9999,-9999,-9999,-9999,-9999,-9999
,03.11.1920,-9999,-9999,-9999,-9999,-9999,40.62,52.5,-9999,-9999,-9999,59.1,-9999,-9999,-9999,-9999,-9999,-9999
,04.11.1920,-9999,-9999,-9999,-9999,-9999,43.34,54.8,-9999,-9999,-9999,61.42,-9999,-9999,-9999,-9999,-9999,-9999
,05.11.1920,-9999,-9999,-9999,-9999,-9999,58.19,53.7,-9999,-9999,-9999,59.52,-9999,-9999,-9999,-9999,-9999,-9999
,06.11.1920,-9999,-9999,-9999,-9999,-9999,76.82,51.7,-9999,-9999,-9999,53.61,-9999,-9999,-9999,-9999,-9999,-9999
,07.11.1920,-9999,-9999,-9999,-9999,-9999,73.13,52.1,-9999,-9999,-9999,51.91,-9999,-9999,-9999,-9999,-9999,-9999
,08.11.1920,-9999,-9999,-9999,-9999,-9999,60.54,50.1,-9999,-9999,-9999,56.31,-9999,-9999,-9999,-9999,-9999,-9999
,09.11.1920,-9999,-9999,-9999,-9999,-9999,57.68,55.9,-9999,-9999,-9999,60.45,-9999,-9999,-9999,-9999,-9999,-9999
,10.11.1920,-9999,-9999,-9999,-9999,-9999,49.88,50.2,-9999,-9999,-9999,62.52,-9999,-9999,-9999,-9999,-9999,-9999
,11.11.1920,-9999,-9999,-9999,-9999,-9999,50.81,51.1,-9999,-9999,-9999,63.61,-9999,-9999,-9999,-9999,-9999,-9999
,12.11.1920,-9999,-9999,-9999,-9999,-9999,64.59,52.2,-9999,-9999,-9999,62.64,-9999,-9999,-9999,-9999,-9999,-9999
,13.11.1920,-9999,-9999,-9999,-9999,-9999,57.94,52.1,-9999,-9999,-9999,64.25,-9999,-9999,-9999,-9999,-9999,-9999
,14.11.1920,-9999,-9999,-9999,-9999,-9999,75.23,52,-9999,-9999,-9999,64.2,-9999,-9999,-9999,-9999,-9999,-9999
,15.11.1920,-9999,-9999,-9999,-9999,-9999,37.41,51.8,-9999,-9999,-9999,62.19,-9999,-9999,-9999,-9999,-9999,-9999
,16.11.1920,-9999,-9999,-9999,-9999,-9999,42.97,51.6,-9999,-9999,-9999,59.54,-9999,-9999,-9999,-9999,-9999,-9999
,17.11.1920,-9999,-9999,-9999,-9999,-9999,41.77,53.3,-9999,-9999,-9999,57.91,-9999,-9999,-9999,-9999,-9999,-9999
,18.11.1920,-9999,-9999,-9999,-9999,-9999,40.51,52.3,-9999,-9999,-9999,56.18,-9999,-9999,-9999,-9999,-9999,-9999
,19.11.1920,-9999,-9999,-9999,-9999,-9999,39.61,53.2,-9999,-9999,-9999,59.61,-9999,-9999,-9999,-9999,-9999,-9999
,20.11.1920,-9999,-9999,-9999,-9999,-9999,43.53,53.9,-9999,-9999,-9999,64.8,-9999,-9999,-9999,-9999,-9999,-9999
,21.11.1920,-9999,-9999,-9999,-9999,-9999,47.42,57.2,-9999,-9999,-9999,64.65,-9999,-9999,-9999,-9999,-9999,-9999
,22.11.1920,-9999,-9999,-9999,-9999,-9999,38.16,51.3,-9999,-9999,-9999,61.64,-9999,-9999,-9999,-9999,-9999,-9999
,23.11.1920,-9999,-9999,-9999,-9999,-9999,44.18,53.2,-9999,-9999,-9999,63.45,-9999,-9999,-9999,-9999,-9999,-9999
,24.11.1920,-9999,-9999,-9999,-9999,-9999,44.18,52.2,-9999,-9999,-9999,58.88,-9999,-9999,-9999,-9999,-9999,-9999
,25.11.1920,-9999,-9999,-9999,-9999,-9999,52.86,54.2,-9999,-9999,-9999,57.93,-9999,-9999,-9999,-9999,-9999,-9999
,26.11.1920,-9999,-9999,-9999,-9999,-9999,42.16,53.3,-9999,-9999,-9999,58.31,-9999,-9999,-9999,-9999,-9999,-9999
,27.11.1920,-9999,-9999,-9999,-9999,-9999,37.6,53.6,-9999,-9999,-9999,61.53,-9999,-9999,-9999,-9999,-9999,-9999
,28.11.1920,-9999,-9999,-9999,-9999,-9999,52.19,52.6,-9999,-9999,-9999,62.37,-9999,-9999,-9999,-9999,-9999,-9999
,29.11.1920,-9999,-9999,-9999,-9999,-9999,61.78,53.7,-9999,-9999,-9999,64.32,-9999,-9999,-9999,-9999,-9999,-9999
,30.11.1920,-9999,-9999,-9999,-9999,-9999,46.57,52.5,-9999,-9999,-9999,58.41,-9999,-9999,-9999,-9999,-9999,-9999
,01.12.1920,-9999,-9999,-9999,-9999,-9999,30.92,53.4,-9999,-9999,-9999,58.47,-9999,-9999,-9999,-9999,-9999,-9999
,02.12.1920,-9999,-9999,-9999,-9999,-9999,38.81,50.7,-9999,-9999,-9999,57.76,-9999,-9999,-9999,-9999,-9999,-9999
,03.12.1920,-9999,-9999,-9999,-9999,-9999,61.59,53.5,-9999,-9999,-9999,62.32,-9999,-9999,-9999,-9999,-9999,-9999
,04.12.1920,-9999,-9999,-9999,-9999,-9999,38.08,53.8,-9999,-9999,-9999,62.39,-9999,-9999,-9999,-9999,-9999,-9999
,05.12.1920,-9999,-9999,-9999,-9999,-9999,50.88,53,-9999,-9999,-9999,63.64,-9999,-9999,-9999,-9999,-9999,-9999
,06.12.1920,-9999,-9999,-9999,-9999,-9999,78.17,54.6,-9999,-9999,-9999,69.87,-9999,-9999,-9999,-9999,-9999,-9999
,07.12.1920,-9999,-9999,-9999,-9999,-9999,79.98,56.5,-9999,-9999,-9999,65.66,-9999,-9999,-9999,-9999,-9999,-9999
,08.12.1920,-9999,-9999,-9999,-9999,-9999,57.68,58.8,-9999,-9999,-9999,68.32,-9999,-9999,-9999,-9999,-9999,-9999
,09.12.1920,-9999,-9999,-9999,-9999,-9999,60.47,54.7,-9999,-9999,-9999,61.78,-9999,-9999,-9999,-9999,-9999,-9999
,10.12.1920,-9999,-9999,-9999,-9999,-9999,36.57,53.1,-9999,-9999,-9999,60.31,-9999,-9999,-9999,-9999,-9999,-9999
,11.12.1920,-9999,-9999,-9999,-9999,-9999,41.32,54.3,-9999,-9999,-9999,62.35,-9999,-9999,-9999,-9999,-9999,-9999
,12.12.1920,-9999,-9999,-9999,-9999,-9999,64.21,54.8,-9999,-9999,-9999,64.2,-9999,-9999,-9999,-9999,-9999,-9999
,13.12.1920,-9999,-9999,-9999,-9999,-9999,57.7,54.1,-9999,-9999,-9999,60.83,-9999,-9999,-9999,-9999,-9999,-9999
,14.12.1920,-9999,-9999,-9999,-9999,-9999,53.97,56.2,-9999,-9999,-9999,55.09,-9999,-9999,-9999,-9999,-9999,-9999
,15.12.1920,-9999,-9999,-9999,-9999,-9999,46.93,52.7,-9999,-9999,-9999,56.73,-9999,-9999,-9999,-9999,-9999,-9999
,16.12.1920,-9999,-9999,-9999,-9999,-9999,39.72,54.9,-9999,-9999,-9999,61.52,-9999,-9999,-9999,-9999,-9999,-9999
,17.12.1920,-9999,-9999,-9999,-9999,-9999,43.2,52.6,-9999,-9999,-9999,62.56,-9999,-9999,-9999,-9999,-9999,-9999
,18.12.1920,-9999,-9999,-9999,-9999,-9999,43.2,55.8,-9999,-9999,-9999,64.38,-9999,-9999,-9999,-9999,-9999,-9999
,19.12.1920,-9999,-9999,-9999,-9999,-9999,42.35,54.2,-9999,-9999,-9999,67.3,-9999,-9999,-9999,-9999,-9999,-9999
,20.12.1920,-9999,-9999,-9999,-9999,-9999,61.45,54.1,-9999,-9999,-9999,63.78,-9999,-9999,-9999,-9999,-9999,-9999
,21.12.1920,-9999,-9999,-9999,-9999,-9999,57.22,54.8,-9999,-9999,-9999,65.69,-9999,-9999,-9999,-9999,-9999,-9999
,22.12.1920,-9999,-9999,-9999,-9999,-9999,51.73,57,-9999,-9999,-9999,69.17,-9999,-9999,-9999,-9999,-9999,-9999
,23.12.1920,-9999,-9999,-9999,-9999,-9999,58.33,58.7,-9999,-9999,-9999,69.39,-9999,-9999,-9999,-9999,-9999,-9999
,24.12.1920,-9999,-9999,-9999,-9999,-9999,53.82,55.5,-9999,-9999,-9999,62.08,-9999,-9999,-9999,-9999,-9999,-9999
,25.12.1920,-9999,-9999,-9999,-9999,-9999,63.73,54.1,-9999,-9999,-9999,63.46,-9999,-9999,-9999,-9999,-9999,-9999
,26.12.1920,-9999,-9999,-9999,-9999,-9999,65.03,54.4,-9999,-9999,-9999,55.55,-9999,-9999,-9999,-9999,-9999,-9999
,27.12.1920,-9999,-9999,-9999,-9999,-9999,33.45,54.2,-9999,-9999,-9999,58.23,-9999,-9999,-9999,-9999,-9999,-9999
,28.12.1920,-9999,-9999,-9999,-9999,-9999,43.38,53.2,-9999,-9999,-9999,56.84,-9999,-9999,-9999,-9999,-9999,-9999
,29.12.1920,-9999,-9999,-9999,-9999,-9999,59.54,52.4,-9999,-9999,-9999,59.59,-9999,-9999,-9999,-9999,-9999,-9999
,30.12.1920,-9999,-9999,-9999,-9999,-9999,49.88,55,-9999,-9999,-9999,58.83,-9999,-9999,-9999,-9999,-9999,-9999
,31.12.1920,-9999,-9999,-9999,-9999,-9999,42.35,55.6,-9999,-9999,-9999,60.61,-9999,-9999,-9999,-9999,-9999,-9999
,01.01.1921,-9999,-9999,-9999,-9999,-9999,52.14,56.6,-9999,-9999,-9999,64.81,-9999,-9999,-9999,-9999,-9999,-9999
,02.01.1921,-9999,-9999,-9999,-9999,-9999,50.88,51.2,-9999,-9999,-9999,61.76,-9999,-9999,-9999,-9999,-9999,-9999
,03.01.1921,-9999,-9999,-9999,-9999,-9999,53.07,53.9,-9999,-9999,-9999,61.51,-9999,-9999,-9999,-9999,-9999,-9999
