@T,climate,,,,,,,,,,,,,,,,,
name,wind,,,,,,,,,,,,,,,,,
desc,wind speed,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 missing_value,-9999,,,,,,,,,,,,,,,,,
date_start,01.01.1918,,,,,,,,,,,,,,,,,
date_end,31.12.2014,,,,,,,,,,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
tres,d,,,,,,,,,,,,,,,,,
unit,m/s,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
@H,date,wind[0],wind[1],wind[2],wind[3],wind[4],wind[5],wind[6],wind[7],wind[8],wind[9],wind[10],wind[11],wind[12],wind[13],wind[14],wind[15],wind[16]
name,-,Greeley GLY03,Greeley LIRF GLY04,Greeley Generic,Drake,Drake Generic,Akron,Akron Generic,ARDEC,ARDEC Generic,Ft Collins,Ft Collins Generic,Ault,Ault Generic,Stratton,Stratton Generic,Sterling DAP,Sterling Generic
ID,-,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
elevation,-,1426,1427,1427,1572,1572,1383,1383,1558,1558,1525,1525,1497,1497,1335,1335,1363,1363
,07.07.1972,-9999,-9999,-9999,-9999,-9999,5,5.1,-9999,-9999,-9999,1.58,-9999,-9999,-9999,-9999,-9999,-9999
,08.07.1972,-9999,-9999,-9999,-9999,-9999,3.1,4.67,-9999,-9999,-9999,1.57,-9999,-9999,-9999,-9999,-9999,-9999
,09.07.1972,-9999,-9999,-9999,-9999,-9999,6.9,5.31,-9999,-9999,-9999,1.55,-9999,-9999,-9999,-9999,-9999,-9999
,10.07.1972,-9999,-9999,-9999,-9999,-9999,6.6,4.67,-9999,-9999,-9999,1.51,-9999,-9999,-9999,-9999,-9999,-9999
,11.07.1972,-9999,-9999,-9999,-9999,-9999,3.8,5.17,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,12.07.1972,-9999,-9999,-9999,-9999,-9999,3,4.95,-9999,-9999,-9999,1.45,-9999,-9999,-9999,-9999,-9999,-9999
,13.07.1972,-9999,-9999,-9999,-9999,-9999,6.6,5.29,-9999,-9999,-9999,1.59,-9999,-9999,-9999,-9999,-9999,-9999
,14.07.1972,-9999,-9999,-9999,-9999,-9999,4.1,5.23,-9999,-9999,-9999,1.58,-9999,-9999,-9999,-9999,-9999,-9999
,15.07.1972,-9999,-9999,-9999,-9999,-9999,4.1,5.24,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,16.07.1972,-9999,-9999,-9999,-9999,-9999,8.2,5.05,-9999,-9999,-9999,1.55,-9999,-9999,-9999,-9999,-9999,-9999
,17.07.1972,-9999,-9999,-9999,-9999,-9999,4.8,5.26,-9999,-9999,-9999,1.35,-9999,-9999,-9999,-9999,-9999,-9999
,18.07.1972,-9999,-9999,-9999,-9999,-9999,3.1,5.5,-9999,-9999,-9999,1.44,-9999,-9999,-9999,-9999,-9999,-9999
,19.07.1972,-9999,-9999,-9999,-9999,-9999,2.6,5.08,-9999,-9999,-9999,1.55,-9999,-9999,-9999,-9999,-9999,-9999
,20.07.1972,-9999,-9999,-9999,-9999,-9999,6.9,5.14,-9999,-9999,-9999,1.54,-9999,-9999,-9999,-9999,-9999,-9999
,21.07.1972,-9999,-9999,-9999,-9999,-9999,2.4,5.19,-9999,-9999,-9999,1.45,-9999,-9999,-9999,-9999,-9999,-9999
,22.07.1972,-9999,-9999,-9999,-9999,-9999,6.9,5,-9999,-9999,-9999,1.55,-9999,-9999,-9999,-9999,-9999,-9999
,23.07.1972,-9999,-9999,-9999,-9999,-9999,10.4,5.35,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,24.07.1972,-9999,-9999,-9999,-9999,-9999,6.3,5.04,-9999,-9999,-9999,1.57,-9999,-9999,-9999,-9999,-9999,-9999
,25.07.1972,-9999,-9999,-9999,-9999,-9999,6.3,5.17,-9999,-9999,-9999,1.58,-9999,-9999,-9999,-9999,-9999,-9999
,26.07.1972,-9999,-9999,-9999,-9999,-9999,5.9,5.71,-9999,-9999,-9999,1.51,-9999,-9999,-9999,-9999,-9999,-9999
,27.07.1972,-9999,-9999,-9999,-9999,-9999,6.5,4.73,-9999,-9999,-9999,1.39,-9999,-9999,-9999,-9999,-9999,-9999
,28.07.1972,-9999,-9999,-9999,-9999,-9999,6.8,5.06,-9999,-9999,-9999,1.4,-9999,-9999,-9999,-9999,-9999,-9999
,29.07.1972,-9999,-9999,-9999,-9999,-9999,6.2,4.92,-9999,-9999,-9999,1.35,-9999,-9999,-9999,-9999,-9999,-9999
,30.07.1972,-9999,-9999,-9999,-9999,-9999,3,5.27,-9999,-9999,-9999,1.29,-9999,-9999,-9999,-9999,-9999,-9999
,31.07.1972,-9999,-9999,-9999,-9999,-9999,2.2,4.97,-9999,-9999,-9999,1.45,-9999,-9999,-9999,-9999,-9999,-9999
,01.08.1972,-9999,-9999,-9999,-9999,-9999,4.8,5.11,-9999,-9999,-9999,1.42,-9999,-9999,-9999,-9999,-9999,-9999
,02.08.1972,-9999,-9999,-9999,-9999,-9999,6.4,5.02,-9999,-9999,-9999,1.59,-9999,-9999,-9999,-9999,-9999,-9999
,03.08.1972,-9999,-9999,-9999,-9999,-9999,2.7,4.83,-9999,-9999,-9999,1.6,-9999,-9999,-9999,-9999,-9999,-9999
,04.08.1972,-9999,-9999,-9999,-9999,-9999,4,4.95,-9999,-9999,-9999,1.48,-9999,-9999,-9999,-9999,-9999,-9999
,05.08.1972,-9999,-9999,-9999,-9999,-9999,2.6,4.82,-9999,-9999,-9999,1.43,-9999,-9999,-9999,-9999,-9999,-9999
,06.08.1972,-9999,-9999,-9999,-9999,-9999,7.7,4.57,-9999,-9999,-9999,1.52,-9999,-9999,-9999,-9999,-9999,-9999
,07.08.1972,-9999,-9999,-9999,-9999,-9999,4,4.93,-9999,-9999,-9999,1.37,-9999,-9999,-9999,-9999,-9999,-9999
,08.08.1972,-9999,-9999,-9999,-9999,-9999,5.2,5.14,-9999,-9999,-9999,1.51,-9999,-9999,-9999,-9999,-9999,-9999
,09.08.1972,-9999,-9999,-9999,-9999,-9999,3.5,4.59,-9999,-9999,-9999,1.43,-9999,-9999,-9999,-9999,-9999,-9999
,10.08.1972,-9999,-9999,-9999,-9999,-9999,6,5.24,-9999,-9999,-9999,1.38,-9999,-9999,-9999,-9999,-9999,-9999
,11.08.1972,-9999,-9999,-9999,-9999,-9999,4.3,4.84,-9999,-9999,-9999,1.48,-9999,-9999,-9999,-9999,-9999,-9999
,12.08.1972,-9999,-9999,-9999,-9999,-9999,8.1,4.9,-9999,-9999,-9999,1.53,-9999,-9999,-9999,-9999,-9999,-9999
,13.08.1972,-9999,-9999,-9999,-9999,-9999,5.9,4.74,-9999,-9999,-9999,1.37,-9999,-9999,-9999,-9999,-9999,-9999
,14.08.1972,-9999,-9999,-9999,-9999,-9999,4.2,4.74,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,15.08.1972,-9999,-9999,-9999,-9999,-9999,6.5,5.1,-9999,-9999,-9999,1.47,-9999,-9999,-9999,-9999,-9999,-9999
,16.08.1972,-9999,-9999,-9999,-9999,-9999,4.9,5,-9999,-9999,-9999,1.47,-9999,-9999,-9999,-9999,-9999,-9999
,17.08.1972,-9999,-9999,-9999,-9999,-9999,0.8,4.53,-9999,-9999,-9999,1.37,-9999,-9999,-9999,-9999,-9999,-9999
,18.08.1972,-9999,-9999,-9999,-9999,-9999,6.7,4.87,-9999,-9999,-9999,1.45,-9999,-9999,-9999,-9999,-9999,-9999
,19.08.1972,-9999,-9999,-9999,-9999,-9999,4.3,4.54,-9999,-9999,-9999,1.53,-9999,-9999,-9999,-9999,-9999,-9999
,20.08.1972,-9999,-9999,-9999,-9999,-9999,7.5,5.07,-9999,-9999,-9999,1.28,-9999,-9999,-9999,-9999,-9999,-9999
,21.08.1972,-9999,-9999,-9999,-9999,-9999,1.7,4.76,-9999,-9999,-9999,1.37,-9999,-9999,-9999,-9999,-9999,-9999
,22.08.1972,-9999,-9999,-9999,-9999,-9999,4.3,4.92,-9999,-9999,-9999,1.48,-9999,-9999,-9999,-9999,-9999,-9999
,23.08.1972,-9999,-9999,-9999,-9999,-9999,1.6,5.06,-9999,-9999,-9999,1.4,-9999,-9999,-9999,-9999,-9999,-9999
,24.08.1972,-9999,-9999,-9999,-9999,-9999,3.6,4.3,-9999,-9999,-9999,1.38,-9999,-9999,-9999,-9999,-9999,-9999
,25.08.1972,-9999,-9999,-9999,-9999,-9999,3.3,4.79,-9999,-9999,-9999,1.56,-9999,-9999,-9999,-9999,-9999,-9999
,26.08.1972,-9999,-9999,-9999,-9999,-9999,4.3,4.77,-9999,-9999,-9999,1.34,-9999,-9999,-9999,-9999,-9999,-9999
,27.08.1972,-9999,-9999,-9999,-9999,-9999,4.2,4.87,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,28.08.1972,-9999,-9999,-9999,-9999,-9999,4.3,4.86,-9999,-9999,-9999,1.35,-9999,-9999,-9999,-9999,-9999,-9999
,29.08.1972,-9999,-9999,-9999,-9999,-9999,6.6,5.01,-9999,-9999,-9999,1.37,-9999,-9999,-9999,-9999,-9999,-9999
,30.08.1972,-9999,-9999,-9999,-9999,-9999,7,4.66,-9999,-9999,-9999,1.32,-9999,-9999,-9999,-9999,-9999,-9999
,31.08.1972,-9999,-9999,-9999,-9999,-9999,7.3,4.76,-9999,-9999,-9999,1.43,-9999,-9999,-9999,-9999,-9999,-9999
,01.09.1972,-9999,-9999,-9999,-9999,-9999,5,4.65,-9999,-9999,-9999,1.53,-9999,-9999,-9999,-9999,-9999,-9999
,02.09.1972,-9999,-9999,-9999,-9999,-9999,2.4,4.68,-9999,-9999,-9999,1.62,-9999,-9999,-9999,-9999,-9999,-9999
,03.09.1972,-9999,-9999,-9999,-9999,-9999,5.1,4.7,-9999,-9999,-9999,1.3,-9999,-9999,-9999,-9999,-9999,-9999
,04.09.1972,-9999,-9999,-9999,-9999,-9999,10.2,5.04,-9999,-9999,-9999,1.4,-9999,-9999,-9999,-9999,-9999,-9999
,05.09.1972,-9999,-9999,-9999,-9999,-9999,7.2,4.98,-9999,-9999,-9999,1.58,-9999,-9999,-9999,-9999,-9999,-9999
,06.09.1972,-9999,-9999,-9999,-9999,-9999,4.5,5.19,-9999,-9999,-9999,1.56,-9999,-9999,-9999,-9999,-9999,-9999
,07.09.1972,-9999,-9999,-9999,-9999,-9999,6.8,4.88,-9999,-9999,-9999,1.43,-9999,-9999,-9999,-9999,-9999,-9999
,08.09.1972,-9999,-9999,-9999,-9999,-9999,5.2,5.02,-9999,-9999,-9999,1.22,-9999,-9999,-9999,-9999,-9999,-9999
,09.09.1972,-9999,-9999,-9999,-9999,-9999,5.8,4.9,-9999,-9999,-9999,1.33,-9999,-9999,-9999,-9999,-9999,-9999
,10.09.1972,-9999,-9999,-9999,-9999,-9999,6.5,5.14,-9999,-9999,-9999,1.46,-9999,-9999,-9999,-9999,-9999,-9999
,11.09.1972,-9999,-9999,-9999,-9999,-9999,5.4,4.93,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,12.09.1972,-9999,-9999,-9999,-9999,-9999,2,4.89,-9999,-9999,-9999,1.53,-9999,-9999,-9999,-9999,-9999,-9999
,13.09.1972,-9999,-9999,-9999,-9999,-9999,5.8,5.19,-9999,-9999,-9999,1.36,-9999,-9999,-9999,-9999,-9999,-9999
,14.09.1972,-9999,-9999,-9999,-9999,-9999,0,5.02,-9999,-9999,-9999,1.44,-9999,-9999,-9999,-9999,-9999,-9999
,15.09.1972,-9999,-9999,-9999,-9999,-9999,7.2,4.73,-9999,-9999,-9999,1.31,-9999,-9999,-9999,-9999,-9999,-9999
,16.09.1972,-9999,-9999,-9999,-9999,-9999,4.8,4.76,-9999,-9999,-9999,1.48,-9999,-9999,-9999,-9999,-9999,-9999
,17.09.1972,-9999,-9999,-9999,-9999,-9999,5,5.09,-9999,-9999,-9999,1.51,-9999,-9999,-9999,-9999,-9999,-9999
,18.09.1972,-9999,-9999,-9999,-9999,-9999,7.2,5.28,-9999,-9999,-9999,1.56,-9999,-9999,-9999,-9999,-9999,-9999
,19.09.1972,-9999,-9999,-9999,-9999,-9999,2.1,5.11,-9999,-9999,-9999,1.64,-9999,-9999,-9999,-9999,-9999,-9999
,20.09.1972,-9999,-9999,-9999,-9999,-9999,6.6,5.3,-9999,-9999,-9999,1.57,-9999,-9999,-9999,-9999,-9999,-9999
,21.09.1972,-9999,-9999,-9999,-9999,-9999,6.9,5.47,-9999,-9999,-9999,1.68,-9999,-9999,-9999,-9999,-9999,-9999
,22.09.1972,-9999,-9999,-9999,-9999,-9999,5.2,5.02,-9999,-9999,-9999,1.46,-9999,-9999,-9999,-9999,-9999,-9999
,23.09.1972,-9999,-9999,-9999,-9999,-9999,3.7,5.08,-9999,-9999,-9999,1.79,-9999,-9999,-9999,-9999,-9999,-9999
,24.09.1972,-9999,-9999,-9999,-9999,-9999,7.7,5.12,-9999,-9999,-9999,1.19,-9999,-9999,-9999,-9999,-9999,-9999
,25.09.1972,-9999,-9999,-9999,-9999,-9999,3.9,5.27,-9999,-9999,-9999,1.53,-9999,-9999,-9999,-9999,-9999,-9999
,26.09.1972,-9999,-9999,-9999,-9999,-9999,1.9,5.21,-9999,-9999,-9999,1.46,-9999,-9999,-9999,-9999,-9999,-9999
,27.09.1972,-9999,-9999,-9999,-9999,-9999,7.6,5.23,-9999,-9999,-9999,1.45,-9999,-9999,-9999,-9999,-9999,-9999
,28.09.1972,-9999,-9999,-9999,-9999,-9999,16.4,5.28,-9999,-9999,-9999,1.36,-9999,-9999,-9999,-9999,-9999,-9999
,29.09.1972,-9999,-9999,-9999,-9999,-9999,5.9,4.86,-9999,-9999,-9999,1.29,-9999,-9999,-9999,-9999,-9999,-9999
,30.09.1972,-9999,-9999,-9999,-9999,-9999,3.9,5.01,-9999,-9999,-9999,1.69,-9999,-9999,-9999,-9999,-9999,-9999
,01.10.1972,-9999,-9999,-9999,-9999,-9999,8.5,4.84,-9999,-9999,-9999,1.65,-9999,-9999,-9999,-9999,-9999,-9999
,02.10.1972,-9999,-9999,-9999,-9999,-9999,1.5,4.85,-9999,-9999,-9999,1.43,-9999,-9999,-9999,-9999,-9999,-9999
,03.10.1972,-9999,-9999,-9999,-9999,-9999,6.6,5.24,-9999,-9999,-9999,1.34,-9999,-9999,-9999,-9999,-9999,-9999
,04.10.1972,-9999,-9999,-9999,-9999,-9999,6.1,5.01,-9999,-9999,-9999,1.58,-9999,-9999,-9999,-9999,-9999,-9999
,05.10.1972,-9999,-9999,-9999,-9999,-9999,4.7,5.16,-9999,-9999,-9999,1.88,-9999,-9999,-9999,-9999,-9999,-9999
,06.10.1972,-9999,-9999,-9999,-9999,-9999,3.6,5.22,-9999,-9999,-9999,1.71,-9999,-9999,-9999,-9999,-9999,-9999
,07.10.1972,-9999,-9999,-9999,-9999,-9999,2.7,5.16,-9999,-9999,-9999,1.48,-9999,-9999,-9999,-9999,-9999,-9999
,08.10.1972,-9999,-9999,-9999,-9999,-9999,6.4,4.74,-9999,-9999,-9999,1.67,-9999,-9999,-9999,-9999,-9999,-9999
,09.10.1972,-9999,-9999,-9999,-9999,-9999,9.8,5.02,-9999,-9999,-9999,1.36,-9999,-9999,-9999,-9999,-9999,-9999
,10.10.1972,-9999,-9999,-9999,-9999,-9999,7.8,4.97,-9999,-9999,-9999,1.33,-9999,-9999,-9999,-9999,-9999,-9999
,11.10.1972,-9999,-9999,-9999,-9999,-9999,3.3,4.8,-9999,-9999,-9999,1.61,-9999,-9999,-9999,-9999,-9999,-9999
,12.10.1972,-9999,-9999,-9999,-9999,-9999,5.4,4.7,-9999,-9999,-9999,1.87,-9999,-9999,-9999,-9999,-9999,-9999
,13.10.1972,-9999,-9999,-9999,-9999,-9999,1.3,4.8,-9999,-9999,-9999,1.61,-9999,-9999,-9999,-9999,-9999,-9999
,14.10.1972,-9999,-9999,-9999,-9999,-9999,7.6,4.79,-9999,-9999,-9999,1.45,-9999,-9999,-9999,-9999,-9999,-9999
,15.10.1972,-9999,-9999,-9999,-9999,-9999,4.5,5.09,-9999,-9999,-9999,1.32,-9999,-9999,-9999,-9999,-9999,-9999
,16.10.1972,-9999,-9999,-9999,-9999,-9999,6.5,4.53,-9999,-9999,-9999,1.33,-9999,-9999,-9999,-9999,-9999,-9999
,17.10.1972,-9999,-9999,-9999,-9999,-9999,0,5.05,-9999,-9999,-9999,2.06,-9999,-9999,-9999,-9999,-9999,-9999
,18.10.1972,-9999,-9999,-9999,-9999,-9999,4.6,4.62,-9999,-9999,-9999,1.41,-9999,-9999,-9999,-9999,-9999,-9999
,19.10.1972,-9999,-9999,-9999,-9999,-9999,3.9,5.01,-9999,-9999,-9999,1.37,-9999,-9999,-9999,-9999,-9999,-9999
,20.10.1972,-9999,-9999,-9999,-9999,-9999,5.4,5.03,-9999,-9999,-9999,1.58,-9999,-9999,-9999,-9999,-9999,-9999
,21.10.1972,-9999,-9999,-9999,-9999,-9999,3.9,5.04,-9999,-9999,-9999,1.48,-9999,-9999,-9999,-9999,-9999,-9999
,22.10.1972,-9999,-9999,-9999,-9999,-9999,3.7,4.93,-9999,-9999,-9999,1.68,-9999,-9999,-9999,-9999,-9999,-9999
,23.10.1972,-9999,-9999,-9999,-9999,-9999,7,5.18,-9999,-9999,-9999,1.77,-9999,-9999,-9999,-9999,-9999,-9999
,24.10.1972,-9999,-9999,-9999,-9999,-9999,4.1,4.57,-9999,-9999,-9999,1.32,-9999,-9999,-9999,-9999,-9999,-9999
,25.10.1972,-9999,-9999,-9999,-9999,-9999,7.9,4.55,-9999,-9999,-9999,1.62,-9999,-9999,-9999,-9999,-9999,-9999
,26.10.1972,-9999,-9999,-9999,-9999,-9999,4.1,5.15,-9999,-9999,-9999,1.93,-9999,-9999,-9999,-9999,-9999,-9999
,27.10.1972,-9999,-9999,-9999,-9999,-9999,6.5,4.89,-9999,-9999,-9999,1.32,-9999,-9999,-9999,-9999,-9999,-9999
,28.10.1972,-9999,-9999,-9999,-9999,-9999,9.8,5.2,-9999,-9999,-9999,1.33,-9999,-9999,-9999,-9999,-9999,-9999
,29.10.1972,-9999,-9999,-9999,-9999,-9999,5.2,5.17,-9999,-9999,-9999,2.05,-9999,-9999,-9999,-9999,-9999,-9999
,30.10.1972,-9999,-9999,-9999,-9999,-9999,3,5.09,-9999,-9999,-9999,1.39,-9999,-9999,-9999,-9999,-9999,-9999
,31.10.1972,-9999,-9999,-9999,-9999,-9999,7,4.85,-9999,-9999,-9999,1.78,-9999,-9999,-9999,-9999,-9999,-9999
,01.11.1972,-9999,-9999,-9999,-9999,-9999,7.8,5.13,-9999,-9999,-9999,2.12,-9999,-9999,-9999,-9999,-9999,-9999
,02.11.1972,-9999,-9999,-9999,-9999,-9999,3.7,5.22,-9999,-9999,-9999,1.49,-9999,-9999,-9999,-9999,-9999,-9999
,03.11.1972,-9999,-9999,-9999,-9999,-9999,3.5,4.75,-9999,-9999,-9999,1.69,-9999,-9999,-9999,-9999,-9999,-9999
,04.11.1972,-9999,-9999,-9999,-9999,-9999,3.3,5.35,-9999,-9999,-9999,1.57,-9999,-9999,-9999,-9999,-9999,-9999
,05.11.1972,-9999,-9999,-9999,-9999,-9999,4.4,5.46,-9999,-9999,-9999,1.63,-9999,-9999,-9999,-9999,-9999,-9999
,06.11.1972,-9999,-9999,-9999,-9999,-9999,5.3,5.36,-9999,-9999,-9999,1.76,-9999,-9999,-9999,-9999,-9999,-9999
,07.11.1972,-9999,-9999,-9999,-9999,-9999,5.8,5.48,-9999,-9999,-9999,1.7,-9999,-9999,-9999,-9999,-9999,-9999
,08.11.1972,-9999,-9999,-9999,-9999,-9999,6.5,5.18,-9999,-9999,-9999,1.52,-9999,-9999,-9999,-9999,-9999,-9999
,09.11.1972,-9999,-9999,-9999,-9999,-9999,3.8,4.78,-9999,-9999,-9999,1.83,-9999,-9999,-9999,-9999,-9999,-9999
,10.11.1972,-9999,-9999,-9999,-9999,-9999,8.4,5.02,-9999,-9999,-9999,1.68,-9999,-9999,-9999,-9999,-9999,-9999
,11.11.1972,-9999,-9999,-9999,-9999,-9999,9.1,5.31,-9999,-9999,-9999,1.39,-9999,-9999,-9999,-9999,-9999,-9999
,12.11.1972,-9999,-9999,-9999,-9999,-9999,6.7,5.26,-9999,-9999,-9999,1.83,-9999,-9999,-9999,-9999,-9999,-9999
,13.11.1972,-9999,-9999,-9999,-9999,-9999,6.2,5.12,-9999,-9999,-9999,1.79,-9999,-9999,-9999,-9999,-9999,-9999
,14.11.1972,-9999,-9999,-9999,-9999,-9999,1.8,5.37,-9999,-9999,-9999,2.01,-9999,-9999,-9999,-9999,-9999,-9999
,15.11.1972,-9999,-9999,-9999,-9999,-9999,5.3,5.47,-9999,-9999,-9999,1.65,-9999,-9999,-9999,-9999,-9999,-9999
,16.11.1972,-9999,-9999,-9999,-9999,-9999,2.7,4.9,-9999,-9999,-9999,1.37,-9999,-9999,-9999,-9999,-9999,-9999
,17.11.1972,-9999,-9999,-9999,-9999,-9999,3.6,5.13,-9999,-9999,-9999,1.68,-9999,-9999,-9999,-9999,-9999,-9999
,18.11.1972,-9999,-9999,-9999,-9999,-9999,9.3,5.1,-9999,-9999,-9999,1.85,-9999,-9999,-9999,-9999,-9999,-9999
,19.11.1972,-9999,-9999,-9999,-9999,-9999,4.5,5.5,-9999,-9999,-9999,1.54,-9999,-9999,-9999,-9999,-9999,-9999
,20.11.1972,-9999,-9999,-9999,-9999,-9999,5.8,5.75,-9999,-9999,-9999,1.53,-9999,-9999,-9999,-9999,-9999,-9999
,21.11.1972,-9999,-9999,-9999,-9999,-9999,6.4,5.1,-9999,-9999,-9999,1.25,-9999,-9999,-9999,-9999,-9999,-9999
,22.11.1972,-9999,-9999,-9999,-9999,-9999,4.2,5.51,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,23.11.1972,-9999,-9999,-9999,-9999,-9999,4.2,5.07,-9999,-9999,-9999,1.73,-9999,-9999,-9999,-9999,-9999,-9999
,24.11.1972,-9999,-9999,-9999,-9999,-9999,9.7,4.86,-9999,-9999,-9999,1.73,-9999,-9999,-9999,-9999,-9999,-9999
,25.11.1972,-9999,-9999,-9999,-9999,-9999,6.7,5.13,-9999,-9999,-9999,1.42,-9999,-9999,-9999,-9999,-9999,-9999
,26.11.1972,-9999,-9999,-9999,-9999,-9999,9.9,5.18,-9999,-9999,-9999,2.15,-9999,-9999,-9999,-9999,-9999,-9999
,27.11.1972,-9999,-9999,-9999,-9999,-9999,4.8,4.9,-9999,-9999,-9999,1.96,-9999,-9999,-9999,-9999,-9999,-9999
,28.11.1972,-9999,-9999,-9999,-9999,-9999,15.3,5.2,-9999,-9999,-9999,1.89,-9999,-9999,-9999,-9999,-9999,-9999
,29.11.1972,-9999,-9999,-9999,-9999,-9999,5.3,5.31,-9999,-9999,-9999,1.54,-9999,-9999,-9999,-9999,-9999,-9999
,30.11.1972,-9999,-9999,-9999,-9999,-9999,8.7,5.37,-9999,-9999,-9999,1.77,-9999,-9999,-9999,-9999,-9999,-9999
,01.12.1972,-9999,-9999,-9999,-9999,-9999,3.7,4.94,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,02.12.1972,-9999,-9999,-9999,-9999,-9999,4.4,4.8,-9999,-9999,-9999,2.06,-9999,-9999,-9999,-9999,-9999,-9999
,03.12.1972,-9999,-9999,-9999,-9999,-9999,7,4.9,-9999,-9999,-9999,1.75,-9999,-9999,-9999,-9999,-9999,-9999
,04.12.1972,-9999,-9999,-9999,-9999,-9999,4.7,4.79,-9999,-9999,-9999,2.08,-9999,-9999,-9999,-9999,-9999,-9999
,05.12.1972,-9999,-9999,-9999,-9999,-9999,2.7,4.91,-9999,-9999,-9999,2.14,-9999,-9999,-9999,-9999,-9999,-9999
,06.12.1972,-9999,-9999,-9999,-9999,-9999,2.3,5.1,-9999,-9999,-9999,1.35,-9999,-9999,-9999,-9999,-9999,-9999
,07.12.1972,-9999,-9999,-9999,-9999,-9999,9,5.43,-9999,-9999,-9999,1.57,-9999,-9999,-9999,-9999,-9999,-9999
,08.12.1972,-9999,-9999,-9999,-9999,-9999,5.4,5.29,-9999,-9999,-9999,1.36,-9999,-9999,-9999,-9999,-9999,-9999
,09.12.1972,-9999,-9999,-9999,-9999,-9999,3.7,5.18,-9999,-9999,-9999,1.74,-9999,-9999,-9999,-9999,-9999,-9999
,10.12.1972,-9999,-9999,-9999,-9999,-9999,3.5,4.98,-9999,-9999,-9999,1.65,-9999,-9999,-9999,-9999,-9999,-9999
,11.12.1972,-9999,-9999,-9999,-9999,-9999,4.8,5.2,-9999,-9999,-9999,1.44,-9999,-9999,-9999,-9999,-9999,-9999
,12.12.1972,-9999,-9999,-9999,-9999,-9999,7.9,5.18,-9999,-9999,-9999,1.25,-9999,-9999,-9999,-9999,-9999,-9999
,13.12.1972,-9999,-9999,-9999,-9999,-9999,6.3,5.33,-9999,-9999,-9999,1.92,-9999,-9999,-9999,-9999,-9999,-9999
,14.12.1972,-9999,-9999,-9999,-9999,-9999,4.6,5.66,-9999,-9999,-9999,2.2,-9999,-9999,-9999,-9999,-9999,-9999
,15.12.1972,-9999,-9999,-9999,-9999,-9999,9.3,5.57,-9999,-9999,-9999,1.7,-9999,-9999,-9999,-9999,-9999,-9999
,16.12.1972,-9999,-9999,-9999,-9999,-9999,6.5,5.27,-9999,-9999,-9999,1.81,-9999,-9999,-9999,-9999,-9999,-9999
,17.12.1972,-9999,-9999,-9999,-9999,-9999,5.1,4.95,-9999,-9999,-9999,1.85,-9999,-9999,-9999,-9999,-9999,-9999
,18.12.1972,-9999,-9999,-9999,-9999,-9999,10.1,5.61,-9999,-9999,-9999,1.72,-9999,-9999,-9999,-9999,-9999,-9999
,19.12.1972,-9999,-9999,-9999,-9999,-9999,1.9,5.41,-9999,-9999,-9999,1.58,-9999,-9999,-9999,-9999,-9999,-9999
,20.12.1972,-9999,-9999,-9999,-9999,-9999,0,5.23,-9999,-9999,-9999,2.09,-9999,-9999,-9999,-9999,-9999,-9999
,21.12.1972,-9999,-9999,-9999,-9999,-9999,7.1,4.86,-9999,-9999,-9999,1.42,-9999,-9999,-9999,-9999,-9999,-9999
,22.12.1972,-9999,-9999,-9999,-9999,-9999,4.7,5.26,-9999,-9999,-9999,1.47,-9999,-9999,-9999,-9999,-9999,-9999
,23.12.1972,-9999,-9999,-9999,-9999,-9999,2.3,5.33,-9999,-9999,-9999,1.84,-9999,-9999,-9999,-9999,-9999,-9999
,24.12.1972,-9999,-9999,-9999,-9999,-9999,5.1,4.75,-9999,-9999,-9999,1.75,-9999,-9999,-9999,-9999,-9999,-9999
,25.12.1972,-9999,-9999,-9999,-9999,-9999,2.6,5.06,-9999,-9999,-9999,1.54,-9999,-9999,-9999,-9999,-9999,-9999
,26.12.1972,-9999,-9999,-9999,-9999,-9999,4.3,4.86,-9999,-9999,-9999,1.87,-9999,-9999,-9999,-9999,-9999,-9999
,27.12.1972,-9999,-9999,-9999,-9999,-9999,2.7,5.16,-9999,-9999,-9999,1.65,-9999,-9999,-9999,-9999,-9999,-9999
,28.12.1972,-9999,-9999,-9999,-9999,-9999,5,4.96,-9999,-9999,-9999,1.92,-9999,-9999,-9999,-9999,-9999,-9999
,29.12.1972,-9999,-9999,-9999,-9999,-9999,3.7,4.79,-9999,-9999,-9999,1.82,-9999,-9999,-9999,-9999,-9999,-9999
