@T,climate,,,,,,,,,,,,,,,,,
name,wind,,,,,,,,,,,,,,,,,
desc,wind speed,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 missing_value,-9999,,,,,,,,,,,,,,,,,
date_start,01.01.1918,,,,,,,,,,,,,,,,,
date_end,31.12.2014,,,,,,,,,,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
tres,d,,,,,,,,,,,,,,,,,
unit,m/s,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
@H,date,wind[0],wind[1],wind[2],wind[3],wind[4],wind[5],wind[6],wind[7],wind[8],wind[9],wind[10],wind[11],wind[12],wind[13],wind[14],wind[15],wind[16]
name,-,Greeley GLY03,Greeley LIRF GLY04,Greeley Generic,Drake,Drake Generic,Akron,Akron Generic,ARDEC,ARDEC Generic,Ft Collins,Ft Collins Generic,Ault,Ault Generic,Stratton,Stratton Generic,Sterling DAP,Sterling Generic
ID,-,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
elevation,-,1426,1427,1427,1572,1572,1383,1383,1558,1558,1525,1525,1497,1497,1335,1335,1363,1363
,12.03.1929,-9999,-9999,-9999,-9999,-9999,2,5.84,-9999,-9999,-9999,2.36,-9999,-9999,-9999,-9999,-9999,-9999
,13.03.1929,-9999,-9999,-9999,-9999,-9999,7.8,5.72,-9999,-9999,-9999,1.73,-9999,-9999,-9999,-9999,-9999,-9999
,14.03.1929,-9999,-9999,-9999,-9999,-9999,6.6,5.74,-9999,-9999,-9999,2.05,-9999,-9999,-9999,-9999,-9999,-9999
,15.03.1929,-9999,-9999,-9999,-9999,-9999,11.2,5.91,-9999,-9999,-9999,2.33,-9999,-9999,-9999,-9999,-9999,-9999
,16.03.1929,-9999,-9999,-9999,-9999,-9999,3.7,6,-9999,-9999,-9999,1.91,-9999,-9999,-9999,-9999,-9999,-9999
,17.03.1929,-9999,-9999,-9999,-9999,-9999,8.1,5.95,-9999,-9999,-9999,2.29,-9999,-9999,-9999,-9999,-9999,-9999
,18.03.1929,-9999,-9999,-9999,-9999,-9999,3.2,5.54,-9999,-9999,-9999,2.57,-9999,-9999,-9999,-9999,-9999,-9999
,19.03.1929,-9999,-9999,-9999,-9999,-9999,6.8,5.64,-9999,-9999,-9999,2.33,-9999,-9999,-9999,-9999,-9999,-9999
,20.03.1929,-9999,-9999,-9999,-9999,-9999,12.9,5.91,-9999,-9999,-9999,1.86,-9999,-9999,-9999,-9999,-9999,-9999
,21.03.1929,-9999,-9999,-9999,-9999,-9999,8.3,5.73,-9999,-9999,-9999,2.18,-9999,-9999,-9999,-9999,-9999,-9999
,22.03.1929,-9999,-9999,-9999,-9999,-9999,6.4,6.03,-9999,-9999,-9999,2.27,-9999,-9999,-9999,-9999,-9999,-9999
,23.03.1929,-9999,-9999,-9999,-9999,-9999,7.7,6.02,-9999,-9999,-9999,2.32,-9999,-9999,-9999,-9999,-9999,-9999
,24.03.1929,-9999,-9999,-9999,-9999,-9999,11.9,6.58,-9999,-9999,-9999,2.48,-9999,-9999,-9999,-9999,-9999,-9999
,25.03.1929,-9999,-9999,-9999,-9999,-9999,0.8,6.05,-9999,-9999,-9999,1.66,-9999,-9999,-9999,-9999,-9999,-9999
,26.03.1929,-9999,-9999,-9999,-9999,-9999,12.5,6.37,-9999,-9999,-9999,2.22,-9999,-9999,-9999,-9999,-9999,-9999
,27.03.1929,-9999,-9999,-9999,-9999,-9999,7.7,6.63,-9999,-9999,-9999,2.65,-9999,-9999,-9999,-9999,-9999,-9999
,28.03.1929,-9999,-9999,-9999,-9999,-9999,8.9,6.3,-9999,-9999,-9999,2.58,-9999,-9999,-9999,-9999,-9999,-9999
,29.03.1929,-9999,-9999,-9999,-9999,-9999,4.7,6.22,-9999,-9999,-9999,2.29,-9999,-9999,-9999,-9999,-9999,-9999
,30.03.1929,-9999,-9999,-9999,-9999,-9999,2.4,6.02,-9999,-9999,-9999,2.52,-9999,-9999,-9999,-9999,-9999,-9999
,31.03.1929,-9999,-9999,-9999,-9999,-9999,4.6,5.94,-9999,-9999,-9999,2.82,-9999,-9999,-9999,-9999,-9999,-9999
,01.04.1929,-9999,-9999,-9999,-9999,-9999,6.1,6.11,-9999,-9999,-9999,2.22,-9999,-9999,-9999,-9999,-9999,-9999
,02.04.1929,-9999,-9999,-9999,-9999,-9999,3.5,6.26,-9999,-9999,-9999,2.29,-9999,-9999,-9999,-9999,-9999,-9999
,03.04.1929,-9999,-9999,-9999,-9999,-9999,10,5.79,-9999,-9999,-9999,2.46,-9999,-9999,-9999,-9999,-9999,-9999
,04.04.1929,-9999,-9999,-9999,-9999,-9999,5.1,5.99,-9999,-9999,-9999,2.02,-9999,-9999,-9999,-9999,-9999,-9999
,05.04.1929,-9999,-9999,-9999,-9999,-9999,5.1,5.88,-9999,-9999,-9999,2.44,-9999,-9999,-9999,-9999,-9999,-9999
,06.04.1929,-9999,-9999,-9999,-9999,-9999,8.1,5.84,-9999,-9999,-9999,2.4,-9999,-9999,-9999,-9999,-9999,-9999
,07.04.1929,-9999,-9999,-9999,-9999,-9999,9.7,5.97,-9999,-9999,-9999,2.68,-9999,-9999,-9999,-9999,-9999,-9999
,08.04.1929,-9999,-9999,-9999,-9999,-9999,2.1,6.02,-9999,-9999,-9999,2.34,-9999,-9999,-9999,-9999,-9999,-9999
,09.04.1929,-9999,-9999,-9999,-9999,-9999,2.8,5.85,-9999,-9999,-9999,2.09,-9999,-9999,-9999,-9999,-9999,-9999
,10.04.1929,-9999,-9999,-9999,-9999,-9999,9.8,5.85,-9999,-9999,-9999,3.05,-9999,-9999,-9999,-9999,-9999,-9999
,11.04.1929,-9999,-9999,-9999,-9999,-9999,7,5.81,-9999,-9999,-9999,2.96,-9999,-9999,-9999,-9999,-9999,-9999
,12.04.1929,-9999,-9999,-9999,-9999,-9999,4.1,6.32,-9999,-9999,-9999,2.12,-9999,-9999,-9999,-9999,-9999,-9999
,13.04.1929,-9999,-9999,-9999,-9999,-9999,5.2,5.82,-9999,-9999,-9999,2.24,-9999,-9999,-9999,-9999,-9999,-9999
,14.04.1929,-9999,-9999,-9999,-9999,-9999,5.9,5.99,-9999,-9999,-9999,2.69,-9999,-9999,-9999,-9999,-9999,-9999
,15.04.1929,-9999,-9999,-9999,-9999,-9999,12.7,6.13,-9999,-9999,-9999,2.77,-9999,-9999,-9999,-9999,-9999,-9999
,16.04.1929,-9999,-9999,-9999,-9999,-9999,7.4,6.33,-9999,-9999,-9999,2.43,-9999,-9999,-9999,-9999,-9999,-9999
,17.04.1929,-9999,-9999,-9999,-9999,-9999,8.2,6.17,-9999,-9999,-9999,2.27,-9999,-9999,-9999,-9999,-9999,-9999
,18.04.1929,-9999,-9999,-9999,-9999,-9999,8,6.31,-9999,-9999,-9999,2.69,-9999,-9999,-9999,-9999,-9999,-9999
,19.04.1929,-9999,-9999,-9999,-9999,-9999,4.7,6.17,-9999,-9999,-9999,3.35,-9999,-9999,-9999,-9999,-9999,-9999
,20.04.1929,-9999,-9999,-9999,-9999,-9999,4.9,6.13,-9999,-9999,-9999,2.23,-9999,-9999,-9999,-9999,-9999,-9999
,21.04.1929,-9999,-9999,-9999,-9999,-9999,12.8,5.99,-9999,-9999,-9999,2.26,-9999,-9999,-9999,-9999,-9999,-9999
,22.04.1929,-9999,-9999,-9999,-9999,-9999,4.7,5.85,-9999,-9999,-9999,2.26,-9999,-9999,-9999,-9999,-9999,-9999
,23.04.1929,-9999,-9999,-9999,-9999,-9999,13.8,6.51,-9999,-9999,-9999,2.56,-9999,-9999,-9999,-9999,-9999,-9999
,24.04.1929,-9999,-9999,-9999,-9999,-9999,6.3,6.33,-9999,-9999,-9999,2.63,-9999,-9999,-9999,-9999,-9999,-9999
,25.04.1929,-9999,-9999,-9999,-9999,-9999,5.8,6.15,-9999,-9999,-9999,2.41,-9999,-9999,-9999,-9999,-9999,-9999
,26.04.1929,-9999,-9999,-9999,-9999,-9999,4.5,5.75,-9999,-9999,-9999,2.3,-9999,-9999,-9999,-9999,-9999,-9999
,27.04.1929,-9999,-9999,-9999,-9999,-9999,9.6,5.21,-9999,-9999,-9999,2.59,-9999,-9999,-9999,-9999,-9999,-9999
,28.04.1929,-9999,-9999,-9999,-9999,-9999,2,6.51,-9999,-9999,-9999,2.42,-9999,-9999,-9999,-9999,-9999,-9999
,29.04.1929,-9999,-9999,-9999,-9999,-9999,9.6,6.63,-9999,-9999,-9999,2.63,-9999,-9999,-9999,-9999,-9999,-9999
,30.04.1929,-9999,-9999,-9999,-9999,-9999,1.2,6.25,-9999,-9999,-9999,2.71,-9999,-9999,-9999,-9999,-9999,-9999
,01.05.1929,-9999,-9999,-9999,-9999,-9999,7.1,5.89,-9999,-9999,-9999,2.14,-9999,-9999,-9999,-9999,-9999,-9999
,02.05.1929,-9999,-9999,-9999,-9999,-9999,11.5,5.49,-9999,-9999,-9999,2.3,-9999,-9999,-9999,-9999,-9999,-9999
,03.05.1929,-9999,-9999,-9999,-9999,-9999,4.8,5.64,-9999,-9999,-9999,1.83,-9999,-9999,-9999,-9999,-9999,-9999
,04.05.1929,-9999,-9999,-9999,-9999,-9999,4.4,5.9,-9999,-9999,-9999,2.64,-9999,-9999,-9999,-9999,-9999,-9999
,05.05.1929,-9999,-9999,-9999,-9999,-9999,6.9,5.27,-9999,-9999,-9999,2.41,-9999,-9999,-9999,-9999,-9999,-9999
,06.05.1929,-9999,-9999,-9999,-9999,-9999,2.6,5.46,-9999,-9999,-9999,2.18,-9999,-9999,-9999,-9999,-9999,-9999
,07.05.1929,-9999,-9999,-9999,-9999,-9999,4.4,5.59,-9999,-9999,-9999,2.07,-9999,-9999,-9999,-9999,-9999,-9999
,08.05.1929,-9999,-9999,-9999,-9999,-9999,8,5.66,-9999,-9999,-9999,2.45,-9999,-9999,-9999,-9999,-9999,-9999
,09.05.1929,-9999,-9999,-9999,-9999,-9999,7.1,5.59,-9999,-9999,-9999,2.12,-9999,-9999,-9999,-9999,-9999,-9999
,10.05.1929,-9999,-9999,-9999,-9999,-9999,1.2,5.64,-9999,-9999,-9999,2.15,-9999,-9999,-9999,-9999,-9999,-9999
,11.05.1929,-9999,-9999,-9999,-9999,-9999,4,5.59,-9999,-9999,-9999,2.08,-9999,-9999,-9999,-9999,-9999,-9999
,12.05.1929,-9999,-9999,-9999,-9999,-9999,3.3,5.84,-9999,-9999,-9999,2.19,-9999,-9999,-9999,-9999,-9999,-9999
,13.05.1929,-9999,-9999,-9999,-9999,-9999,4.8,5.31,-9999,-9999,-9999,2.04,-9999,-9999,-9999,-9999,-9999,-9999
,14.05.1929,-9999,-9999,-9999,-9999,-9999,6.7,5.52,-9999,-9999,-9999,1.84,-9999,-9999,-9999,-9999,-9999,-9999
,15.05.1929,-9999,-9999,-9999,-9999,-9999,7.4,5.46,-9999,-9999,-9999,1.88,-9999,-9999,-9999,-9999,-9999,-9999
,16.05.1929,-9999,-9999,-9999,-9999,-9999,7.2,6.07,-9999,-9999,-9999,1.85,-9999,-9999,-9999,-9999,-9999,-9999
,17.05.1929,-9999,-9999,-9999,-9999,-9999,3.6,5.87,-9999,-9999,-9999,2.07,-9999,-9999,-9999,-9999,-9999,-9999
,18.05.1929,-9999,-9999,-9999,-9999,-9999,4.4,5.85,-9999,-9999,-9999,1.86,-9999,-9999,-9999,-9999,-9999,-9999
,19.05.1929,-9999,-9999,-9999,-9999,-9999,10.9,5.43,-9999,-9999,-9999,1.91,-9999,-9999,-9999,-9999,-9999,-9999
,20.05.1929,-9999,-9999,-9999,-9999,-9999,3.7,5.51,-9999,-9999,-9999,1.82,-9999,-9999,-9999,-9999,-9999,-9999
,21.05.1929,-9999,-9999,-9999,-9999,-9999,9.2,5.64,-9999,-9999,-9999,1.89,-9999,-9999,-9999,-9999,-9999,-9999
,22.05.1929,-9999,-9999,-9999,-9999,-9999,6.1,5.45,-9999,-9999,-9999,2.07,-9999,-9999,-9999,-9999,-9999,-9999
,23.05.1929,-9999,-9999,-9999,-9999,-9999,5.1,5.8,-9999,-9999,-9999,1.91,-9999,-9999,-9999,-9999,-9999,-9999
,24.05.1929,-9999,-9999,-9999,-9999,-9999,6.8,5.46,-9999,-9999,-9999,1.61,-9999,-9999,-9999,-9999,-9999,-9999
,25.05.1929,-9999,-9999,-9999,-9999,-9999,10,5.44,-9999,-9999,-9999,1.62,-9999,-9999,-9999,-9999,-9999,-9999
,26.05.1929,-9999,-9999,-9999,-9999,-9999,2.7,5.36,-9999,-9999,-9999,1.65,-9999,-9999,-9999,-9999,-9999,-9999
,27.05.1929,-9999,-9999,-9999,-9999,-9999,5.5,5.84,-9999,-9999,-9999,1.77,-9999,-9999,-9999,-9999,-9999,-9999
,28.05.1929,-9999,-9999,-9999,-9999,-9999,9,5.93,-9999,-9999,-9999,1.65,-9999,-9999,-9999,-9999,-9999,-9999
,29.05.1929,-9999,-9999,-9999,-9999,-9999,3.5,5.59,-9999,-9999,-9999,1.76,-9999,-9999,-9999,-9999,-9999,-9999
,30.05.1929,-9999,-9999,-9999,-9999,-9999,4.9,5.5,-9999,-9999,-9999,1.84,-9999,-9999,-9999,-9999,-9999,-9999
,31.05.1929,-9999,-9999,-9999,-9999,-9999,4.4,5.38,-9999,-9999,-9999,1.82,-9999,-9999,-9999,-9999,-9999,-9999
,01.06.1929,-9999,-9999,-9999,-9999,-9999,6.7,5.31,-9999,-9999,-9999,1.94,-9999,-9999,-9999,-9999,-9999,-9999
,02.06.1929,-9999,-9999,-9999,-9999,-9999,3,5.6,-9999,-9999,-9999,1.67,-9999,-9999,-9999,-9999,-9999,-9999
,03.06.1929,-9999,-9999,-9999,-9999,-9999,8,5.56,-9999,-9999,-9999,1.67,-9999,-9999,-9999,-9999,-9999,-9999
,04.06.1929,-9999,-9999,-9999,-9999,-9999,4.7,5.34,-9999,-9999,-9999,1.65,-9999,-9999,-9999,-9999,-9999,-9999
,05.06.1929,-9999,-9999,-9999,-9999,-9999,3.7,5.49,-9999,-9999,-9999,1.73,-9999,-9999,-9999,-9999,-9999,-9999
,06.06.1929,-9999,-9999,-9999,-9999,-9999,7,5.77,-9999,-9999,-9999,1.8,-9999,-9999,-9999,-9999,-9999,-9999
,07.06.1929,-9999,-9999,-9999,-9999,-9999,7.6,5.7,-9999,-9999,-9999,1.99,-9999,-9999,-9999,-9999,-9999,-9999
,08.06.1929,-9999,-9999,-9999,-9999,-9999,1.4,5.01,-9999,-9999,-9999,1.89,-9999,-9999,-9999,-9999,-9999,-9999
,09.06.1929,-9999,-9999,-9999,-9999,-9999,8.1,5.22,-9999,-9999,-9999,1.73,-9999,-9999,-9999,-9999,-9999,-9999
,10.06.1929,-9999,-9999,-9999,-9999,-9999,4.4,5.24,-9999,-9999,-9999,2.01,-9999,-9999,-9999,-9999,-9999,-9999
,11.06.1929,-9999,-9999,-9999,-9999,-9999,8,5.94,-9999,-9999,-9999,1.85,-9999,-9999,-9999,-9999,-9999,-9999
,12.06.1929,-9999,-9999,-9999,-9999,-9999,5.4,5.26,-9999,-9999,-9999,1.58,-9999,-9999,-9999,-9999,-9999,-9999
,13.06.1929,-9999,-9999,-9999,-9999,-9999,6.1,6.25,-9999,-9999,-9999,1.82,-9999,-9999,-9999,-9999,-9999,-9999
,14.06.1929,-9999,-9999,-9999,-9999,-9999,2.5,5.63,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999
,15.06.1929,-9999,-9999,-9999,-9999,-9999,5.6,5.65,-9999,-9999,-9999,1.76,-9999,-9999,-9999,-9999,-9999,-9999
,16.06.1929,-9999,-9999,-9999,-9999,-9999,2.6,5.25,-9999,-9999,-9999,1.69,-9999,-9999,-9999,-9999,-9999,-9999
,17.06.1929,-9999,-9999,-9999,-9999,-9999,8.9,5.33,-9999,-9999,-9999,1.82,-9999,-9999,-9999,-9999,-9999,-9999
,18.06.1929,-9999,-9999,-9999,-9999,-9999,5.8,5.99,-9999,-9999,-9999,1.59,-9999,-9999,-9999,-9999,-9999,-9999
,19.06.1929,-9999,-9999,-9999,-9999,-9999,2.5,5.24,-9999,-9999,-9999,1.64,-9999,-9999,-9999,-9999,-9999,-9999
,20.06.1929,-9999,-9999,-9999,-9999,-9999,4,5.74,-9999,-9999,-9999,1.77,-9999,-9999,-9999,-9999,-9999,-9999
,21.06.1929,-9999,-9999,-9999,-9999,-9999,6.9,5.88,-9999,-9999,-9999,1.6,-9999,-9999,-9999,-9999,-9999,-9999
,22.06.1929,-9999,-9999,-9999,-9999,-9999,4.7,5.77,-9999,-9999,-9999,1.49,-9999,-9999,-9999,-9999,-9999,-9999
,23.06.1929,-9999,-9999,-9999,-9999,-9999,9,5.7,-9999,-9999,-9999,1.56,-9999,-9999,-9999,-9999,-9999,-9999
,24.06.1929,-9999,-9999,-9999,-9999,-9999,14.1,5.66,-9999,-9999,-9999,1.77,-9999,-9999,-9999,-9999,-9999,-9999
,25.06.1929,-9999,-9999,-9999,-9999,-9999,7.9,5.32,-9999,-9999,-9999,1.45,-9999,-9999,-9999,-9999,-9999,-9999
,26.06.1929,-9999,-9999,-9999,-9999,-9999,5.6,5.18,-9999,-9999,-9999,1.45,-9999,-9999,-9999,-9999,-9999,-9999
,27.06.1929,-9999,-9999,-9999,-9999,-9999,6,5.63,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,28.06.1929,-9999,-9999,-9999,-9999,-9999,5.1,5.71,-9999,-9999,-9999,1.39,-9999,-9999,-9999,-9999,-9999,-9999
,29.06.1929,-9999,-9999,-9999,-9999,-9999,3.4,5.38,-9999,-9999,-9999,1.61,-9999,-9999,-9999,-9999,-9999,-9999
,30.06.1929,-9999,-9999,-9999,-9999,-9999,3.8,5.31,-9999,-9999,-9999,1.51,-9999,-9999,-9999,-9999,-9999,-9999
,01.07.1929,-9999,-9999,-9999,-9999,-9999,6.3,5.34,-9999,-9999,-9999,1.62,-9999,-9999,-9999,-9999,-9999,-9999
,02.07.1929,-9999,-9999,-9999,-9999,-9999,2.7,5.27,-9999,-9999,-9999,1.57,-9999,-9999,-9999,-9999,-9999,-9999
,03.07.1929,-9999,-9999,-9999,-9999,-9999,8.2,5.18,-9999,-9999,-9999,1.68,-9999,-9999,-9999,-9999,-9999,-9999
,04.07.1929,-9999,-9999,-9999,-9999,-9999,2.8,4.83,-9999,-9999,-9999,1.66,-9999,-9999,-9999,-9999,-9999,-9999
,05.07.1929,-9999,-9999,-9999,-9999,-9999,5,5.11,-9999,-9999,-9999,1.6,-9999,-9999,-9999,-9999,-9999,-9999
,06.07.1929,-9999,-9999,-9999,-9999,-9999,9.2,5.52,-9999,-9999,-9999,1.57,-9999,-9999,-9999,-9999,-9999,-9999
,07.07.1929,-9999,-9999,-9999,-9999,-9999,6.9,5.1,-9999,-9999,-9999,1.58,-9999,-9999,-9999,-9999,-9999,-9999
,08.07.1929,-9999,-9999,-9999,-9999,-9999,5,4.67,-9999,-9999,-9999,1.57,-9999,-9999,-9999,-9999,-9999,-9999
,09.07.1929,-9999,-9999,-9999,-9999,-9999,7.8,5.31,-9999,-9999,-9999,1.55,-9999,-9999,-9999,-9999,-9999,-9999
,10.07.1929,-9999,-9999,-9999,-9999,-9999,3.4,4.67,-9999,-9999,-9999,1.51,-9999,-9999,-9999,-9999,-9999,-9999
,11.07.1929,-9999,-9999,-9999,-9999,-9999,7.2,5.17,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,12.07.1929,-9999,-9999,-9999,-9999,-9999,6.2,4.95,-9999,-9999,-9999,1.45,-9999,-9999,-9999,-9999,-9999,-9999
,13.07.1929,-9999,-9999,-9999,-9999,-9999,6.4,5.29,-9999,-9999,-9999,1.59,-9999,-9999,-9999,-9999,-9999,-9999
,14.07.1929,-9999,-9999,-9999,-9999,-9999,4.9,5.23,-9999,-9999,-9999,1.58,-9999,-9999,-9999,-9999,-9999,-9999
,15.07.1929,-9999,-9999,-9999,-9999,-9999,3.4,5.24,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,16.07.1929,-9999,-9999,-9999,-9999,-9999,9.1,5.05,-9999,-9999,-9999,1.55,-9999,-9999,-9999,-9999,-9999,-9999
,17.07.1929,-9999,-9999,-9999,-9999,-9999,1,5.26,-9999,-9999,-9999,1.35,-9999,-9999,-9999,-9999,-9999,-9999
,18.07.1929,-9999,-9999,-9999,-9999,-9999,3.7,5.5,-9999,-9999,-9999,1.44,-9999,-9999,-9999,-9999,-9999,-9999
,19.07.1929,-9999,-9999,-9999,-9999,-9999,6.5,5.08,-9999,-9999,-9999,1.55,-9999,-9999,-9999,-9999,-9999,-9999
,20.07.1929,-9999,-9999,-9999,-9999,-9999,7.1,5.14,-9999,-9999,-9999,1.54,-9999,-9999,-9999,-9999,-9999,-9999
,21.07.1929,-9999,-9999,-9999,-9999,-9999,0,5.19,-9999,-9999,-9999,1.45,-9999,-9999,-9999,-9999,-9999,-9999
,22.07.1929,-9999,-9999,-9999,-9999,-9999,3.1,5,-9999,-9999,-9999,1.55,-9999,-9999,-9999,-9999,-9999,-9999
,23.07.1929,-9999,-9999,-9999,-9999,-9999,7.9,5.35,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,24.07.1929,-9999,-9999,-9999,-9999,-9999,6.5,5.04,-9999,-9999,-9999,1.57,-9999,-9999,-9999,-9999,-9999,-9999
,25.07.1929,-9999,-9999,-9999,-9999,-9999,6.1,5.17,-9999,-9999,-9999,1.58,-9999,-9999,-9999,-9999,-9999,-9999
,26.07.1929,-9999,-9999,-9999,-9999,-9999,2.3,5.71,-9999,-9999,-9999,1.51,-9999,-9999,-9999,-9999,-9999,-9999
,27.07.1929,-9999,-9999,-9999,-9999,-9999,6.8,4.73,-9999,-9999,-9999,1.39,-9999,-9999,-9999,-9999,-9999,-9999
,28.07.1929,-9999,-9999,-9999,-9999,-9999,2.8,5.06,-9999,-9999,-9999,1.4,-9999,-9999,-9999,-9999,-9999,-9999
,29.07.1929,-9999,-9999,-9999,-9999,-9999,8,4.92,-9999,-9999,-9999,1.35,-9999,-9999,-9999,-9999,-9999,-9999
,30.07.1929,-9999,-9999,-9999,-9999,-9999,9.1,5.27,-9999,-9999,-9999,1.29,-9999,-9999,-9999,-9999,-9999,-9999
,31.07.1929,-9999,-9999,-9999,-9999,-9999,3.1,4.97,-9999,-9999,-9999,1.45,-9999,-9999,-9999,-9999,-9999,-9999
,01.08.1929,-9999,-9999,-9999,-9999,-9999,2.1,5.11,-9999,-9999,-9999,1.42,-9999,-9999,-9999,-9999,-9999,-9999
,02.08.1929,-9999,-9999,-9999,-9999,-9999,2.9,5.02,-9999,-9999,-9999,1.59,-9999,-9999,-9999,-9999,-9999,-9999
,03.08.1929,-9999,-9999,-9999,-9999,-9999,3.7,4.83,-9999,-9999,-9999,1.6,-9999,-9999,-9999,-9999,-9999,-9999
,04.08.1929,-9999,-9999,-9999,-9999,-9999,2.3,4.95,-9999,-9999,-9999,1.48,-9999,-9999,-9999,-9999,-9999,-9999
,05.08.1929,-9999,-9999,-9999,-9999,-9999,4.2,4.82,-9999,-9999,-9999,1.43,-9999,-9999,-9999,-9999,-9999,-9999
,06.08.1929,-9999,-9999,-9999,-9999,-9999,3.5,4.57,-9999,-9999,-9999,1.52,-9999,-9999,-9999,-9999,-9999,-9999
,07.08.1929,-9999,-9999,-9999,-9999,-9999,2.5,4.93,-9999,-9999,-9999,1.37,-9999,-9999,-9999,-9999,-9999,-9999
,08.08.1929,-9999,-9999,-9999,-9999,-9999,5.4,5.14,-9999,-9999,-9999,1.51,-9999,-9999,-9999,-9999,-9999,-9999
,09.08.1929,-9999,-9999,-9999,-9999,-9999,1.3,4.59,-9999,-9999,-9999,1.43,-9999,-9999,-9999,-9999,-9999,-9999
,10.08.1929,-9999,-9999,-9999,-9999,-9999,2.2,5.24,-9999,-9999,-9999,1.38,-9999,-9999,-9999,-9999,-9999,-9999
,11.08.1929,-9999,-9999,-9999,-9999,-9999,6.1,4.84,-9999,-9999,-9999,1.48,-9999,-9999,-9999,-9999,-9999,-9999
,12.08.1929,-9999,-9999,-9999,-9999,-9999,1.3,4.9,-9999,-9999,-9999,1.53,-9999,-9999,-9999,-9999,-9999,-9999
,13.08.1929,-9999,-9999,-9999,-9999,-9999,3.1,4.74,-9999,-9999,-9999,1.37,-9999,-9999,-9999,-9999,-9999,-9999
,14.08.1929,-9999,-9999,-9999,-9999,-9999,3.8,4.74,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,15.08.1929,-9999,-9999,-9999,-9999,-9999,4.7,5.1,-9999,-9999,-9999,1.47,-9999,-9999,-9999,-9999,-9999,-9999
,16.08.1929,-9999,-9999,-9999,-9999,-9999,2.9,5,-9999,-9999,-9999,1.47,-9999,-9999,-9999,-9999,-9999,-9999
,17.08.1929,-9999,-9999,-9999,-9999,-9999,2.7,4.53,-9999,-9999,-9999,1.37,-9999,-9999,-9999,-9999,-9999,-9999
,18.08.1929,-9999,-9999,-9999,-9999,-9999,6.6,4.87,-9999,-9999,-9999,1.45,-9999,-9999,-9999,-9999,-9999,-9999
,19.08.1929,-9999,-9999,-9999,-9999,-9999,4.9,4.54,-9999,-9999,-9999,1.53,-9999,-9999,-9999,-9999,-9999,-9999
,20.08.1929,-9999,-9999,-9999,-9999,-9999,3.7,5.07,-9999,-9999,-9999,1.28,-9999,-9999,-9999,-9999,-9999,-9999
,21.08.1929,-9999,-9999,-9999,-9999,-9999,4.9,4.76,-9999,-9999,-9999,1.37,-9999,-9999,-9999,-9999,-9999,-9999
,22.08.1929,-9999,-9999,-9999,-9999,-9999,5.2,4.92,-9999,-9999,-9999,1.48,-9999,-9999,-9999,-9999,-9999,-9999
,23.08.1929,-9999,-9999,-9999,-9999,-9999,9.8,5.06,-9999,-9999,-9999,1.4,-9999,-9999,-9999,-9999,-9999,-9999
,24.08.1929,-9999,-9999,-9999,-9999,-9999,3.3,4.3,-9999,-9999,-9999,1.38,-9999,-9999,-9999,-9999,-9999,-9999
,25.08.1929,-9999,-9999,-9999,-9999,-9999,5.7,4.79,-9999,-9999,-9999,1.56,-9999,-9999,-9999,-9999,-9999,-9999
,26.08.1929,-9999,-9999,-9999,-9999,-9999,1.5,4.77,-9999,-9999,-9999,1.34,-9999,-9999,-9999,-9999,-9999,-9999
,27.08.1929,-9999,-9999,-9999,-9999,-9999,5.5,4.87,-9999,-9999,-9999,1.5,-9999,-9999,-9999,-9999,-9999,-9999
,28.08.1929,-9999,-9999,-9999,-9999,-9999,3.8,4.86,-9999,-9999,-9999,1.35,-9999,-9999,-9999,-9999,-9999,-9999
,29.08.1929,-9999,-9999,-9999,-9999,-9999,6,5.01,-9999,-9999,-9999,1.37,-9999,-9999,-9999,-9999,-9999,-9999
,30.08.1929,-9999,-9999,-9999,-9999,-9999,7.3,4.66,-9999,-9999,-9999,1.32,-9999,-9999,-9999,-9999,-9999,-9999
,31.08.1929,-9999,-9999,-9999,-9999,-9999,6,4.76,-9999,-9999,-9999,1.43,-9999,-9999,-9999,-9999,-9999,-9999
,01.09.1929,-9999,-9999,-9999,-9999,-9999,4.1,4.65,-9999,-9999,-9999,1.53,-9999,-9999,-9999,-9999,-9999,-9999
,02.09.1929,-9999,-9999,-9999,-9999,-9999,2.4,4.68,-9999,-9999,-9999,1.62,-9999,-9999,-9999,-9999,-9999,-9999
,03.09.1929,-9999,-9999,-9999,-9999,-9999,2.9,4.7,-9999,-9999,-9999,1.3,-9999,-9999,-9999,-9999,-9999,-9999
,04.09.1929,-9999,-9999,-9999,-9999,-9999,7,5.04,-9999,-9999,-9999,1.4,-9999,-9999,-9999,-9999,-9999,-9999
