@T,climate     ,,,,,,,,,,,,,,,,,
name,rainfall     ,,,,,,,,,,,,,,,,,
desc,measured rainfall     ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
missing_val,-9999,,,,,,,,,,,,,,,,,
date_start,01.01.1918,,,,,,,,,,,,,,,,,
date_end,31.12.2014,,,,,,,,,,,,,,,,,
date_format,dd.MM.yyyy     ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
tres,d     ,,NOTE: ,Precip Values need to be changed in this sheet for GENERIC sites if there are data there now 6/5/14.,,,,,,,,,,,,,,
unit,mm     ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
@H,date,Greeley GLY03,Greeley LIRF GLY04,Greeley Generic,Drake,Drake Generic,Akron,Akron Generic,ARDEC,ARDEC Generic,Ft Collins,Ft Collins Generic,Ault,Ault Generic,Stratton,Stratton Generic,Sterling DAP,Sterling Generic
ID,-,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,19.11.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.11.1937,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.11.1937,-9999,-9999,-9999,-9999,-9999,6.1,3,-9999,-9999,5.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.11.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,2.3,3.56,-9999,-9999,-9999,-9999,-9999,-9999
,23.11.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,24.11.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.11.1937,-9999,-9999,-9999,-9999,-9999,2,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.11.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.11.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.11.1937,-9999,-9999,-9999,-9999,-9999,0,0.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.11.1937,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,30.11.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.12.1937,-9999,-9999,-9999,-9999,-9999,0.3,3.8,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.12.1937,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,1.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.12.1937,-9999,-9999,-9999,-9999,-9999,0.8,10.7,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.12.1937,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.12.1937,-9999,-9999,-9999,-9999,-9999,2.8,2.5,-9999,-9999,4.1,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,10.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,2.03,-9999,-9999,-9999,-9999,-9999,-9999
,11.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.12.1937,-9999,-9999,-9999,-9999,-9999,11.7,0,-9999,-9999,23.6,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.12.1937,-9999,-9999,-9999,-9999,-9999,0,0.5,-9999,-9999,4.6,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.12.1937,-9999,-9999,-9999,-9999,-9999,0,2,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,16.12.1937,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.12.1937,-9999,-9999,-9999,-9999,-9999,0.8,0,-9999,-9999,2,0,-9999,-9999,-9999,-9999,-9999,-9999
,19.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.12.1937,-9999,-9999,-9999,-9999,-9999,0,14,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,23.12.1937,-9999,-9999,-9999,-9999,-9999,0.3,27.9,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,24.12.1937,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0.8,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,25.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,1.02,-9999,-9999,-9999,-9999,-9999,-9999
,30.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,31.12.1937,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.01.1938,-9999,-9999,-9999,-9999,-9999,0.3,1.5,-9999,-9999,3.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.01.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.01.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,10.01.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,11.01.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,3,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.01.1938,-9999,-9999,-9999,-9999,-9999,0,2.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,16.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,19.01.1938,-9999,-9999,-9999,-9999,-9999,2.5,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.01.1938,-9999,-9999,-9999,-9999,-9999,0,3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.01.1938,-9999,-9999,-9999,-9999,-9999,0,5.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,23.01.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.01.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.01.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.01.1938,-9999,-9999,-9999,-9999,-9999,2,0,-9999,-9999,2.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,30.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,31.01.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.02.1938,-9999,-9999,-9999,-9999,-9999,0,0.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,10.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,11.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.02.1938,-9999,-9999,-9999,-9999,-9999,0,0.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.02.1938,-9999,-9999,-9999,-9999,-9999,0.3,2,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.02.1938,-9999,-9999,-9999,-9999,-9999,1.8,0,-9999,-9999,5.8,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,16.02.1938,-9999,-9999,-9999,-9999,-9999,0.5,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,19.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,3.56,-9999,-9999,-9999,-9999,-9999,-9999
,22.02.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,1.78,-9999,-9999,-9999,-9999,-9999,-9999
,23.02.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.02.1938,-9999,-9999,-9999,-9999,-9999,0.3,1.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,2.29,-9999,-9999,-9999,-9999,-9999,-9999
,26.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.02.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.03.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.03.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.03.1938,-9999,-9999,-9999,-9999,-9999,2.3,0,-9999,-9999,5.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.03.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,4.3,1.78,-9999,-9999,-9999,-9999,-9999,-9999
,10.03.1938,-9999,-9999,-9999,-9999,-9999,0,3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,11.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.03.1938,-9999,-9999,-9999,-9999,-9999,6.1,0,-9999,-9999,0.3,2.54,-9999,-9999,-9999,-9999,-9999,-9999
,13.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.03.1938,-9999,-9999,-9999,-9999,-9999,19,0,-9999,-9999,3.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.03.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,16.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.03.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.03.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,19.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,5.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,23.03.1938,-9999,-9999,-9999,-9999,-9999,0,0.8,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.03.1938,-9999,-9999,-9999,-9999,-9999,0,13.7,-9999,-9999,0,4.32,-9999,-9999,-9999,-9999,-9999,-9999
,25.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,2.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,7.4,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.03.1938,-9999,-9999,-9999,-9999,-9999,3.3,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.03.1938,-9999,-9999,-9999,-9999,-9999,3.3,0.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,30.03.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0.5,4.06,-9999,-9999,-9999,-9999,-9999,-9999
,31.03.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,01.04.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,2.8,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,02.04.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1.3,0.76,-9999,-9999,-9999,-9999,-9999,-9999
,03.04.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.04.1938,-9999,-9999,-9999,-9999,-9999,0,1,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.04.1938,-9999,-9999,-9999,-9999,-9999,4.8,1,-9999,-9999,7.9,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.04.1938,-9999,-9999,-9999,-9999,-9999,5.8,1,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.04.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,08.04.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.04.1938,-9999,-9999,-9999,-9999,-9999,0,0.8,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,10.04.1938,-9999,-9999,-9999,-9999,-9999,1.5,0,-9999,-9999,0,0.76,-9999,-9999,-9999,-9999,-9999,-9999
,11.04.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.04.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.04.1938,-9999,-9999,-9999,-9999,-9999,0,4.8,-9999,-9999,0,2.79,-9999,-9999,-9999,-9999,-9999,-9999
,14.04.1938,-9999,-9999,-9999,-9999,-9999,9.1,0,-9999,-9999,22.1,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.04.1938,-9999,-9999,-9999,-9999,-9999,5.3,0,-9999,-9999,1.5,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,16.04.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.04.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,18.04.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,11.43,-9999,-9999,-9999,-9999,-9999,-9999
,19.04.1938,-9999,-9999,-9999,-9999,-9999,2,0,-9999,-9999,10.4,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.04.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.04.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.04.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0.76,-9999,-9999,-9999,-9999,-9999,-9999
,23.04.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0.5,9.65,-9999,-9999,-9999,-9999,-9999,-9999
,24.04.1938,-9999,-9999,-9999,-9999,-9999,0.3,10.7,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.04.1938,-9999,-9999,-9999,-9999,-9999,0,36.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.04.1938,-9999,-9999,-9999,-9999,-9999,17.8,0.8,-9999,-9999,0.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.04.1938,-9999,-9999,-9999,-9999,-9999,6.6,6.9,-9999,-9999,15.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.04.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.04.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,30.04.1938,-9999,-9999,-9999,-9999,-9999,0,0.5,-9999,-9999,0,12.7,-9999,-9999,-9999,-9999,-9999,-9999
,01.05.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0.3,13.72,-9999,-9999,-9999,-9999,-9999,-9999
,02.05.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,5.33,-9999,-9999,-9999,-9999,-9999,-9999
,03.05.1938,-9999,-9999,-9999,-9999,-9999,10.9,0,-9999,-9999,4.6,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.05.1938,-9999,-9999,-9999,-9999,-9999,1.3,5.6,-9999,-9999,3.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.05.1938,-9999,-9999,-9999,-9999,-9999,8.1,1,-9999,-9999,3.6,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.05.1938,-9999,-9999,-9999,-9999,-9999,4.8,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.05.1938,-9999,-9999,-9999,-9999,-9999,0,4.3,-9999,-9999,0,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,08.05.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,4.83,-9999,-9999,-9999,-9999,-9999,-9999
,09.05.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,4.32,-9999,-9999,-9999,-9999,-9999,-9999
,10.05.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,11.05.1938,-9999,-9999,-9999,-9999,-9999,1.5,0,-9999,-9999,0.3,1.27,-9999,-9999,-9999,-9999,-9999,-9999
,12.05.1938,-9999,-9999,-9999,-9999,-9999,4.1,0,-9999,-9999,2,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.05.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.05.1938,-9999,-9999,-9999,-9999,-9999,0,7.6,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.05.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0.3,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,16.05.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.05.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,1.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.05.1938,-9999,-9999,-9999,-9999,-9999,4.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,19.05.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.05.1938,-9999,-9999,-9999,-9999,-9999,18.8,2.8,-9999,-9999,12.7,1.02,-9999,-9999,-9999,-9999,-9999,-9999
,21.05.1938,-9999,-9999,-9999,-9999,-9999,10.2,12.7,-9999,-9999,21.1,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.05.1938,-9999,-9999,-9999,-9999,-9999,11.9,2,-9999,-9999,16,0,-9999,-9999,-9999,-9999,-9999,-9999
,23.05.1938,-9999,-9999,-9999,-9999,-9999,2,0,-9999,-9999,0.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.05.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.05.1938,-9999,-9999,-9999,-9999,-9999,0,1.8,-9999,-9999,0.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.05.1938,-9999,-9999,-9999,-9999,-9999,0.3,0.3,-9999,-9999,0.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.05.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.05.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.05.1938,-9999,-9999,-9999,-9999,-9999,68.1,21.1,-9999,-9999,0.8,14.48,-9999,-9999,-9999,-9999,-9999,-9999
