@T,hrus ,,,,,,,,,,,,,,
descr,hrus.csv ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
@H,ID,x,y,elevation,area,type,slope,aspect,flowlength,soilID,landuseID,hgeoID,slopelength,sedpool,tiledrainage
min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max,9999,9999999,9999999,10000,9999999999,3,90,360,999999,9999,9999,9999,9999,9999,1
unit,n/a,m,m,m,m2,n/a,deg,deg,m,n/a,n/a,n/a,m,t,n/a
,305,657979,4593413,280,187200,3,2.7,112.0341,0,15,82,1,94.79,0,0
,306,660709,4593255,295,171900,2,1.5,205.4815,0,2,82,1,19.6429,0,0
,307,662089,4593015,286,451800,2,1.3,111.3692,0,2,82,1,26.7067,0,0
,308,655594,4593274,289,173700,3,1.5,23.408,0,11,41,1,148.094,0,0
,309,657364,4593366,295,63000,2,1.1,158.8312,0,11,82,1,26.4218,0,0
,310,658654,4593379,286,122400,2,4.6,68.1174,0,15,81,1,28.1452,0,0
,311,659224,4593351,295,50400,2,0.5,168.4607,0,2,82,1,23.75,0,0
,312,661744,4593300,288,89100,2,1.4,202.9422,0,2,82,1,72.5443,0,0
,313,659599,4593349,295,97200,2,0.4,213.3597,0,2,82,1,25,0,0
,314,661114,4593334,291,127800,2,2.1,112.6988,0,2,82,1,30.9801,0,0
,315,663094,4593310,284,108900,2,2.2,254.6739,0,10,82,1,44.4619,0,0
,316,668194,4593125,288,353700,2,1.7,207.8646,0,10,82,1,23.4915,0,0
,317,652489,4593122,314,207900,2,2.1,292.1198,0,2,41,1,105.409,0,0
,318,663034,4593109,281,205200,3,1.7,67.2629,0,10,82,1,24.8213,0,0
,319,667699,4593174,291,239400,2,1.6,200.5091,0,10,82,1,39.2652,0,0
,320,660034,4593236,295,86400,2,0.8,110.2841,0,2,82,1,66.2616,0,0
,321,661504,4592992,286,239400,3,1.4,204.6882,0,2,82,1,142.637,0,0
,322,663829,4593118,284,178200,2,1.3,116.459,0,10,82,1,85.8749,0,0
,323,656914,4593086,292,128700,2,2,203.0101,0,11,82,1,21.5909,0,0
,324,659329,4593062,292,208800,2,3.1,246.3306,0,2,82,1,57.1129,0,0
,325,659779,4593233,294,55800,2,1,208.9326,0,2,81,1,157.491,0,0
,326,657394,4592891,290,104400,2,3,155.8529,0,15,82,1,53.1746,0,0
,327,668494,4593041,288,112500,2,1.2,159.8897,0,10,82,1,25,0,0
,328,658384,4592682,278,484200,3,2.5,27.4739,0,15,82,1,83.1654,0,0
,329,658624,4592604,284,138600,2,5.7,246.0525,0,15,81,1,10,0,0
,330,661024,4592972,290,160200,2,1.7,159.3539,0,2,82,1,41.9643,0,0
,331,653059,4593021,311,218700,2,2.2,74.5038,0,2,82,1,70.4591,0,0
,332,655864,4592994,291,262800,3,2.3,112.7464,0,11,82,1,22.9167,0,0
,333,657694,4593007,280,272700,3,2.6,117.0464,0,15,82,1,23.1383,0,0
,334,658969,4593561,294,231300,2,2.2,248.068,0,2,82,1,22.9167,0,0
,335,663499,4593165,286,85500,2,2.1,199.2816,0,10,82,1,80.7296,0,0
,336,650749,4593255,303,226800,3,1.9,212.0633,0,2,41,1,57.9103,0,0
,337,656764,4592978,292,56700,2,2.7,13.9858,0,11,41,1,20.8333,0,0
,338,652684,4593066,315,70200,2,2.5,201.7749,0,2,82,1,31.5128,0,0
,339,670504,4592947,276,194400,3,1,72.8694,0,10,81,1,38.5355,0,0
,340,670984,4593053,274,110700,2,0.6,-1,0,11,82,1,54.0115,0,0
,341,657184,4593053,292,89100,2,1.4,156.3664,0,11,82,1,34.5401,0,0
,342,658849,4592857,279,352800,3,2.2,247.6833,0,15,82,1,72.8328,0,0
,343,660379,4592628,285,569700,3,2.6,154.0474,0,2,82,1,10,0,0
,344,649909,4592687,307,954900,3,1.7,24.1367,0,2,82,1,107.395,0,0
,345,659629,4593072,294,63000,2,1,68.8616,0,2,82,1,34.375,0,0
,346,659914,4592857,293,98100,2,3.1,288.2481,0,2,81,1,10,0,0
,347,671509,4592976,273,87300,3,0.6,-1,0,11,41,1,30.8147,0,0
,348,648724,4592775,311,405000,2,1.3,111.7784,0,2,82,1,25,0,0
,349,649609,4592848,315,130500,2,3.2,201.442,0,2,82,1,25,0,0
,350,655309,4593219,296,172800,3,3.1,110.7449,0,11,82,1,27.8569,0,0
,351,664204,4592854,283,194400,3,2,199.8426,0,10,41,1,30,0,0
,352,659629,4592850,293,102600,2,2.3,110.7069,0,2,82,1,165.827,0,0
,353,667909,4592929,288,56700,2,1.3,161.9817,0,10,81,1,52.4811,0,0
,354,651244,4592894,303,542700,3,2.9,203.1297,0,15,82,1,63.4742,0,0
,355,670144,4592360,276,346500,3,0.7,165.4317,0,10,81,1,71.1045,0,0
,356,671284,4592833,273,113400,2,0.6,117.2516,0,11,41,1,18.3925,0,0
,357,662344,4593014,286,90000,2,1.1,334.258,0,2,82,1,26.2944,0,0
,358,662944,4592593,286,424800,2,0.8,21.4855,0,10,82,1,60.4437,0,0
,359,651754,4592813,306,107100,2,3.4,202.592,0,2,82,1,65.8174,0,0
,360,652129,4592895,312,55800,2,3.5,246.5277,0,2,41,1,52.784,0,0
,361,657049,4592501,291,192600,2,2.9,115.7468,0,11,82,1,30.2918,0,0
,362,663664,4592728,281,84600,2,1.8,162.29,0,10,41,1,34.0526,0,0
,363,670324,4592694,278,175500,2,0.8,162.8345,0,10,81,1,73.794,0,0
,364,659854,4592471,283,101700,3,3.1,200.5771,0,2,82,1,50,0,0
,365,652924,4592779,313,75600,2,3.6,155.7504,0,15,82,1,53.1287,0,0
,366,656209,4592728,293,171900,2,2.9,24.7968,0,11,82,1,25,0,0
,367,659359,4592753,290,80100,2,3.4,201.9625,0,15,82,1,37.4301,0,0
,368,661534,4592294,284,87300,3,1.3,109.5949,0,2,81,1,47.5518,0,0
,369,652249,4592766,310,108900,2,3.3,248.2147,0,2,41,1,23.7796,0,0
,370,671134,4592604,273,157500,3,0.5,-1,0,11,82,1,72.1313,0,0
,371,657619,4592587,287,123300,2,3.3,297.7584,0,15,82,1,32.2762,0,0
,372,661054,4592526,286,87300,2,2.3,206.458,0,2,82,1,50.9679,0,0
,373,656539,4592702,295,57600,2,3.6,72.8255,0,11,81,1,31.085,0,0
,374,661444,4592175,283,583200,3,2.1,161.084,0,2,82,1,33.6221,0,0
,375,653014,4592514,306,262800,2,1.3,114.2868,0,15,82,1,50.6184,0,0
,376,654109,4592195,302,776700,3,1.5,117.1609,0,15,82,1,55.2632,0,0
,377,655804,4592580,295,131400,2,1.8,23.3138,0,11,82,1,23.1694,0,0
,378,657124,4592689,287,112500,3,1.6,115.4464,0,15,82,1,80.874,0,0
,379,658024,4592445,280,363600,3,2,70.1017,0,15,82,1,54.6114,0,0
,380,668629,4592037,280,2326500,3,1.3,203.9352,0,10,82,1,10,0,0
,381,650809,4592586,304,123300,2,2.1,21.4026,0,15,82,1,34.5334,0,0
,382,668059,4592584,286,117900,2,1.9,204.2001,0,10,81,1,38.5108,0,0
,383,655309,4592533,297,247500,2,1.3,158.4137,0,11,82,1,115,0,0
,384,651199,4592473,309,118800,2,2.5,66.4041,0,15,82,1,25,0,0
,385,660709,4591768,275,267300,3,1.1,-1,0,2,11,1,68.639,0,0
,386,650374,4592496,309,72000,2,2.3,24.7398,0,2,82,1,25,0,0
,387,651454,4592654,301,900,3,0.4,116.565,0,15,82,1,10,0,0
,388,654829,4592180,298,459900,3,1.3,160.3924,0,15,82,1,88.6364,0,0
,389,655939,4592295,295,88200,2,3.5,199.3239,0,11,82,1,33.002,0,0
,390,656419,4592364,290,244800,3,3.6,205.0967,0,11,82,1,31.0355,0,0
,391,663589,4592548,281,159300,3,2.9,19.5389,0,10,82,1,25,0,0
,392,659329,4592299,278,456300,3,2.4,205.0696,0,15,82,1,55.4409,0,0
,393,664069,4592413,278,82800,3,2.2,290.211,0,10,91,1,25,0,0
,394,657304,4592594,281,134100,3,1.6,300.2186,0,15,82,1,50.5274,0,0
,395,664189,4591863,282,373500,3,2.1,246.7993,0,10,82,1,57.5759,0,0
,396,670714,4592357,273,69300,2,0.6,114.8808,0,11,91,1,31.25,0,0
,397,670864,4592423,273,68400,2,0.6,170.2928,0,11,91,1,44.5867,0,0
,398,650704,4592406,313,96300,2,3.5,335.6689,0,15,82,1,68.0992,0,0
,399,656794,4592287,285,184500,2,2.6,113.3847,0,11,82,1,26.7998,0,0
,400,663424,4592244,284,380700,3,1.6,111.1114,0,10,82,1,48.7165,0,0
,401,670534,4592336,274,90000,2,0.8,123.2544,0,11,82,1,25.2219,0,0
,402,648784,4592320,311,140400,2,1.7,340.4228,0,15,82,1,89.2619,0,0
,403,651739,4592334,310,237600,2,3.8,18.3696,0,15,82,1,42.431,0,0
,404,653509,4592502,308,75600,2,2.5,242.5931,0,15,82,1,62.9438,0,0
,405,667474,4592310,288,76500,2,1.8,116.2256,0,10,82,1,94.26,0,0
,406,662179,4592286,286,144900,2,1.5,288.2062,0,2,82,1,87.357,0,0
,407,656134,4592200,291,117900,3,1.7,341.9365,0,11,82,1,112.932,0,0
,408,659674,4592234,278,311400,3,2.5,17.3128,0,2,82,1,58.4852,0,0
,409,660949,4592329,281,52200,2,3.6,247.2737,0,2,82,1,32.8288,0,0
,410,671884,4592019,273,213300,2,0.4,20.9616,0,10,82,1,26.1948,0,0
,411,657529,4592265,288,69300,2,1.2,197.9595,0,15,82,1,116.637,0,0
,412,666814,4591828,286,796500,2,1.1,161.2312,0,10,82,1,39.7494,0,0
,413,649054,4592166,314,116100,2,1.4,294.8254,0,15,41,1,23.5465,0,0
,414,651169,4592064,312,320400,2,1.9,250.4485,0,15,82,1,34.0324,0,0
,415,655504,4592232,295,63900,2,1.6,201.3725,0,11,82,1,28.5355,0,0
,416,658549,4591882,283,173700,2,2.9,20.6798,0,15,82,1,10,0,0
,417,649504,4592175,312,209700,2,2.3,340.1019,0,15,82,1,73.1269,0,0
,418,655174,4592123,297,59400,2,2.1,156.6318,0,11,82,1,64.9007,0,0
,419,653224,4591534,306,199800,2,2.4,113.3067,0,15,82,1,28.3469,0,0
,420,667414,4592093,285,151200,2,1.6,155.4413,0,10,41,1,36.8421,0,0
,421,669859,4592053,276,135000,2,0.9,160.7548,0,10,82,1,28.4091,0,0
,422,652759,4591918,298,273600,3,0.3,-1,0,15,11,1,61.4675,0,0
,423,659704,4592234,275,2700,3,1.4,202.8922,0,15,82,1,79.007,0,0
,424,650554,4591954,313,81000,2,2.6,119.7604,0,15,82,1,34.8804,0,0
,425,657139,4591928,283,63900,3,1.4,254.9594,0,15,82,1,37.0932,0,0
,426,657484,4592050,286,140400,2,1.8,338.6203,0,15,82,1,128.579,0,0
,427,657904,4592040,287,119700,2,2.8,23.6975,0,15,82,1,25,0,0
,428,660409,4591967,276,200700,3,1.4,15.3388,0,2,82,1,30.8084,0,0
,429,661999,4591928,281,135000,2,3,158.1465,0,2,81,1,121.962,0,0
,430,670849,4591978,273,923400,3,0.7,163.9462,0,11,82,1,33.3811,0,0
,431,653134,4592070,301,143100,2,1.9,250.3905,0,15,82,1,25.1479,0,0
,432,656074,4592016,295,117900,2,2.3,299.7023,0,11,82,1,53.284,0,0
,433,661504,4591802,277,351000,3,1.6,342.8057,0,2,82,1,29.3688,0,0
,434,663259,4591976,285,338400,2,1.4,115.2407,0,10,82,1,62.1014,0,0
,435,662284,4591811,280,107100,2,2,19.0922,0,2,82,1,27.8909,0,0
,436,662629,4591811,283,375300,2,1.9,203.2537,0,2,82,1,23.2143,0,0
,437,652114,4591873,304,622800,3,2.6,22.0651,0,15,82,1,62.5,0,0
,438,654619,4591896,300,110700,2,2,337.1668,0,15,82,1,29.142,0,0
,439,650779,4591963,312,67500,2,2.6,209.8606,0,15,82,1,28.6017,0,0
,440,656179,4591734,292,387000,2,1.7,204.1341,0,11,82,1,71.9996,0,0
,441,656629,4591945,286,58500,3,2.4,109.5577,0,11,82,1,27.6241,0,0
,442,665329,4591587,285,1694700,3,1.3,295.017,0,10,82,1,29.0812,0,0
,443,655489,4591837,294,215100,3,1.4,66.3231,0,11,82,1,22.5,0,0
,444,668389,4591428,278,1224000,3,0.8,119.3592,0,10,82,1,132.654,0,0
,445,650944,4591964,311,73800,2,2.4,110.5316,0,15,82,1,121.338,0,0
,446,657994,4591872,290,81000,2,1.7,344.0924,0,15,82,1,58.1306,0,0
,447,659794,4591678,280,75600,2,1.8,17.1727,0,2,82,1,39.3946,0,0
,448,670189,4591431,272,319500,3,0.7,117.3753,0,11,82,1,32.7613,0,0
,449,671509,4591802,274,60300,2,0.4,73.9809,0,11,82,1,27.071,0,0
,450,661099,4591720,274,55800,3,0.5,293.7502,0,2,41,1,47.2485,0,0
,451,650899,4591492,308,251100,2,2.3,67.945,0,15,82,1,24.27,0,0
,452,657259,4591425,289,1166400,3,2.1,20.5592,0,15,82,1,37.1795,0,0
,453,662389,4591506,281,64800,2,1.7,15.2896,0,2,81,1,10,0,0
,454,667354,4591554,283,143100,2,0.5,114.4433,0,10,41,1,25,0,0
,455,658594,4591714,290,118800,2,3.8,21.9026,0,2,82,1,66.6306,0,0
,456,655639,4591534,295,111600,2,1.3,25.867,0,11,82,1,27.2959,0,0
,457,671479,4591342,276,195300,2,0.5,303.3828,0,10,82,1,10,0,0
,458,651499,4591517,301,166500,3,3.4,208.5072,0,15,82,1,65.0518,0,0
,459,654634,4591109,299,754200,3,1.5,114.2537,0,15,82,1,42.6775,0,0
,460,658114,4591504,292,151200,2,2.1,333.2444,0,2,82,1,51.6906,0,0
,461,661639,4591543,281,125100,2,1.6,348.7114,0,2,81,1,17.6775,0,0
,462,664324,4591544,279,3480300,3,1.6,160.2762,0,2,82,1,37.2485,0,0
,463,655354,4591382,296,508500,3,1.5,22.8395,0,15,82,1,133.809,0,0
,464,660094,4591553,281,124200,2,1,23.7291,0,2,81,1,49.091,0,0
,465,652144,4591496,304,153000,2,2.3,207.6825,0,15,82,1,23.0276,0,0
,466,652714,4591334,299,105300,3,1.7,21.0773,0,15,91,1,10,0,0
,467,660064,4591652,281,61200,2,1.1,206.3077,0,2,91,1,10,0,0
,468,661969,4591335,283,133200,2,0.8,297.4501,0,2,82,1,10,0,0
,469,653749,4591493,302,75600,3,2.7,335.1656,0,15,81,1,182.542,0,0
,470,654259,4591466,303,198000,2,1.3,69.2471,0,15,81,1,10,0,0
,471,659209,4591370,284,1121400,3,1.7,24.1549,0,2,82,1,58.9394,0,0
,472,656524,4591436,292,110700,2,3.3,112.7172,0,15,82,1,10,0,0
,473,667504,4590963,280,565200,3,0.6,163.0508,0,10,82,1,71.6667,0,0
,474,669949,4590862,272,315000,3,0.6,-1,0,11,82,1,50.9902,0,0
,475,653584,4591406,299,73800,3,1.4,160.6024,0,15,82,1,224.828,0,0
,476,661204,4591507,277,235800,3,1.8,-1,0,2,82,1,31.0878,0,0
,477,666349,4591406,286,161100,2,1.7,201.2123,0,10,82,1,107.738,0,0
,478,660499,4591406,280,90900,2,2.6,203.5849,0,2,82,1,32.0317,0,0
,479,665794,4591390,286,91800,2,0.9,69.9789,0,10,82,1,21.3387,0,0
,480,666829,4590430,281,1803600,3,0.9,163.2753,0,10,82,1,55.7739,0,0
,481,652534,4591412,303,67500,2,1.6,160.9118,0,15,82,1,42.6775,0,0
,482,665749,4591099,284,230400,2,1.1,157.6704,0,10,41,1,59.6459,0,0
,483,651004,4591266,307,146700,2,2.6,69.0247,0,15,82,1,72.3524,0,0
,484,653329,4591245,301,241200,3,2.3,16.8905,0,15,81,1,35.355,0,0
,485,671314,4590982,275,261900,2,0.4,257.2994,0,10,82,1,40.9809,0,0
,486,650494,4591039,308,209700,2,1.7,247.8214,0,15,82,1,37.0139,0,0
,487,651799,4591207,303,107100,2,3.4,242.4306,0,15,82,1,66.3651,0,0
,488,655864,4591230,293,69300,3,1.6,202.9301,0,11,82,1,248.705,0,0
,489,658174,4591183,290,323100,2,1.3,23.8301,0,2,82,1,10,0,0
,490,660589,4590999,281,363600,3,1.9,342.9339,0,2,82,1,30.4105,0,0
,491,664534,4591039,285,118800,2,1.3,19.6631,0,2,82,1,130.84,0,0
,492,652219,4590667,298,744300,3,2.4,250.4449,0,15,82,1,167.807,0,0
,493,653839,4591232,304,71100,2,2.5,209.2134,0,15,82,1,25,0,0
,494,660814,4591272,275,46800,3,1.9,116.5314,0,2,82,1,64.6291,0,0
,495,661564,4591144,281,172800,2,1.4,294.6411,0,2,81,1,28.8954,0,0
,496,651424,4590965,301,430200,3,2.5,67.1664,0,15,41,1,26.6734,0,0
,497,652579,4591148,304,95400,2,2.1,22.5397,0,15,82,1,56.25,0,0
,498,661249,4591028,279,60300,2,1.7,203.2308,0,2,82,1,100.92,0,0
,499,670594,4591147,273,366300,3,0.7,207.8489,0,11,82,1,33.8587,0,0
,500,658804,4591110,288,94500,2,1.2,21.4382,0,2,82,1,29.794,0,0
,501,661084,4591155,277,72900,3,2.3,205.6692,0,2,82,1,24.3343,0,0
,502,669094,4590704,271,150300,3,0.4,153.4422,0,11,82,1,33.6221,0,0
,503,670174,4590337,274,304200,3,0.6,-1,0,11,82,1,40.4512,0,0
,504,652924,4591050,305,230400,2,2.4,23.0533,0,15,82,1,38.9488,0,0
,505,654139,4591138,301,50400,2,2.6,116.8689,0,15,82,1,53.4381,0,0
,506,661999,4591048,282,273600,2,1.7,252.3299,0,2,82,1,96.7263,0,0
,507,656224,4591043,293,107100,3,2.1,343.4327,0,15,81,1,47.9776,0,0
,508,661579,4590701,279,342000,3,2,162.0808,0,2,81,1,166.206,0,0
,509,665539,4590973,285,59400,2,1.1,110.9628,0,10,82,1,22.357,0,0
,510,650584,4590712,306,148500,2,1.6,203.5707,0,15,82,1,99.7596,0,0
,511,668074,4590864,279,196200,2,0.6,163.5169,0,10,82,1,60.8076,0,0
,512,653974,4590953,302,103500,2,2.1,29.7859,0,15,81,1,38.8927,0,0
,513,658024,4590817,288,439200,2,2.1,159.1343,0,2,82,1,25.0887,0,0
,514,650839,4590932,311,67500,2,2.2,201.6726,0,15,82,1,23.0069,0,0
,515,654874,4590288,297,1998900,3,1.6,114.2305,0,15,82,1,25,0,0
,516,653464,4590679,308,405900,2,2.4,19.9415,0,15,82,1,90.9832,0,0
,517,653974,4590696,301,92700,2,2.5,108.9164,0,15,81,1,67.9938,0,0
,518,656419,4590942,296,55800,2,1.3,340.943,0,15,81,1,57.9707,0,0
,519,656644,4590928,295,56700,2,2.2,334.709,0,15,81,1,10,0,0
,520,657439,4590504,290,742500,2,1.8,22.2722,0,2,82,1,34.7182,0,0
,521,659374,4590806,283,165600,2,1.3,71.8734,0,2,82,1,37.5,0,0
,522,665494,4590793,285,170100,2,1.1,113.1784,0,10,82,1,181.456,0,0
,523,652519,4590697,306,63000,2,4.4,247.5475,0,15,82,1,101.326,0,0
,524,659749,4590790,280,115200,2,1.1,74.1884,0,2,81,1,144.06,0,0
,525,661054,4590776,280,251100,3,2.2,65.6731,0,2,82,1,148.742,0,0
,526,661954,4590632,278,127800,3,1.1,251.4419,0,2,82,1,123.742,0,0
,527,651829,4590739,298,62100,3,1.4,70.6407,0,15,82,1,83.9822,0,0
,528,652969,4590647,311,64800,2,2.3,65.1379,0,15,81,1,231.851,0,0
,529,656524,4589805,290,2620800,3,1.1,204.4144,0,2,82,1,110.593,0,0
,530,668479,4590752,277,108000,2,1,123.6245,0,10,81,1,69.4719,0,0
,531,670639,4590686,273,86400,2,0.4,23.5161,0,11,82,1,75.2413,0,0
,532,671014,4590686,274,198000,2,0.3,-1,0,10,82,1,70.642,0,0
,533,650944,4590630,304,152100,2,2.7,201.1019,0,15,82,1,85.1228,0,0
,534,652774,4590499,309,292500,2,2.5,249.2561,0,15,82,1,113.42,0,0
,535,670429,4590683,273,94500,2,1.3,62.9934,0,11,81,1,130.659,0,0
,536,650089,4590613,305,85500,2,0.8,152.9328,0,15,82,1,63.4452,0,0
,537,668374,4590311,274,644400,2,0.6,163.5363,0,10,82,1,29,0,0
,538,669244,4589969,271,1680300,3,0.7,122.3426,0,11,82,1,185.104,0,0
,539,658339,4590610,283,183600,2,0.2,-1,0,2,91,1,82.8494,0,0
,540,659614,4590170,281,1573200,3,1.3,338.1037,0,2,82,1,18.3925,0,0
,541,662239,4590198,276,981900,3,1.9,202.7113,0,2,82,1,22.2222,0,0
,542,651529,4590369,296,384300,3,2,204.693,0,15,82,1,41.867,0,0
,543,658909,4590647,284,362700,3,1.2,212.985,0,2,82,1,34.2677,0,0
,544,664489,4590460,287,139500,2,1.6,159.5689,0,2,82,1,65.4922,0,0
,545,665974,4589924,279,1182600,3,1.2,163.0485,0,10,82,1,25,0,0
,546,650029,4590416,307,121500,2,2.1,18.6537,0,15,82,1,87.0192,0,0
,547,650434,4590400,304,63900,2,1.2,74.5548,0,15,41,1,19.6262,0,0
,548,664639,4590022,279,387900,2,1.6,200.6172,0,2,82,1,24.1903,0,0
,549,665134,4590364,284,93600,2,1.2,162.5141,0,10,82,1,63.8905,0,0
,550,653839,4590400,303,234900,2,1.9,26.553,0,15,82,1,71.0859,0,0
,551,659749,4590460,280,78300,2,1.2,155.3463,0,2,81,1,56.5937,0,0
,552,670444,4590400,275,67500,2,0.8,13.5169,0,10,82,1,175.977,0,0
,553,660844,4590356,284,90900,2,2,118.0196,0,2,81,1,29.1896,0,0
,554,650749,4590021,303,335700,3,2.5,67.4811,0,15,82,1,24.0039,0,0
,555,651229,4590248,298,102600,3,2.3,62.4255,0,15,82,1,29.9815,0,0
,556,660574,4590326,285,87300,2,2.5,203.6401,0,2,81,1,28.162,0,0
,557,661219,4590281,280,270900,3,1.7,295.789,0,2,82,1,126.315,0,0
,558,670969,4588946,271,5312700,3,0.6,-1,0,10,82,1,78.4251,0,0
,559,665314,4590161,281,166500,2,1.2,253.2615,0,10,82,1,25,0,0
,560,650644,4590434,307,156600,2,1.7,111.2806,0,15,41,1,127.895,0,0
,561,655219,4589818,297,716400,3,1.4,23.3998,0,2,82,1,78.0325,0,0
,562,665284,4589521,276,637200,2,1.6,200.3085,0,10,82,1,75.821,0,0
,563,664294,4590073,280,117900,2,1.9,158.434,0,2,82,1,118.915,0,0
,564,652579,4590122,304,52200,2,4.2,203.3279,0,15,82,1,107.359,0,0
,565,660814,4589824,280,240300,2,1.7,21.876,0,2,41,1,60.4959,0,0
,566,653014,4589794,308,127800,2,5.4,152.8564,0,15,41,1,34.9303,0,0
,567,667849,4589895,273,260100,3,0.7,163.603,0,10,82,1,96.8555,0,0
,568,658099,4590058,287,57600,2,2,165.6264,0,2,82,1,60.1047,0,0
,569,666589,4589638,277,290700,2,0.7,162.0227,0,10,82,1,25,0,0
,570,661354,4589857,281,226800,2,1.1,113.9759,0,2,82,1,33.8757,0,0
,571,651364,4589940,300,232200,3,3.1,345.9331,0,15,81,1,55.3431,0,0
,572,652444,4589933,298,177300,2,2.6,250.8779,0,15,41,1,45.2958,0,0
,573,652789,4589906,306,152100,2,5.6,23.5353,0,15,41,1,25,0,0
,574,669979,4589933,278,54000,2,1.2,256.9397,0,10,82,1,28.4344,0,0
,575,653389,4589571,301,173700,2,3.8,204.7284,0,15,82,1,82.9347,0,0
,576,654859,4589942,298,89100,2,2.4,25.1951,0,2,82,1,56.1338,0,0
,577,660319,4589784,282,234000,2,1.7,341.1981,0,2,82,1,77.6893,0,0
,578,660214,4590062,281,70200,2,1.6,157.3372,0,2,82,1,65.9179,0,0
,579,667774,4590074,274,900,3,0.6,225,0,10,82,1,89.3391,0,0
,580,650029,4589386,306,977400,2,1.9,160.0024,0,15,82,1,23.1694,0,0
,581,653659,4589839,304,179100,2,2.4,110.7386,0,15,41,1,58.1509,0,0
,582,658459,4589476,283,1814400,3,1,119.0094,0,2,82,1,10,0,0
,583,658204,4589935,284,60300,2,1.3,163.4326,0,2,41,1,29.3651,0,0
,584,663439,4589777,275,183600,3,3,162.2651,0,2,82,1,10,0,0
,585,667309,4589478,274,1089900,2,0.7,161.7971,0,10,82,1,133.085,0,0
,586,664774,4589651,277,116100,2,1.5,161.1237,0,2,82,1,48.618,0,0
,587,653239,4589668,297,63900,2,1.8,291.5787,0,15,91,1,39.0163,0,0
,588,662329,4589687,278,100800,2,2.6,23.163,0,2,81,1,43.7658,0,0
,589,650884,4589486,302,557100,2,2.1,159.0076,0,15,82,1,52.6595,0,0
,590,664339,4589432,276,63000,2,2.1,73.3795,0,2,82,1,180.743,0,0
,591,669469,4589594,270,212400,3,0.5,300.8249,0,11,41,1,45.9615,0,0
,592,651679,4589454,301,221400,3,4.4,113.5116,0,15,41,1,10,0,0
,593,658039,4589781,287,50400,2,1.2,69.6612,0,2,41,1,41.0432,0,0
,594,664534,4589550,276,90900,2,1.9,204.659,0,2,82,1,10,0,0
,595,650419,4589374,312,64800,2,4.6,202.1241,0,15,82,1,29.4504,0,0
,596,652684,4589608,301,58500,2,3.5,110.8918,0,15,41,1,244.097,0,0
,597,654634,4589612,301,63000,2,1.7,28.4558,0,2,82,1,60.0662,0,0
,598,661444,4589560,281,70200,2,1.5,23.1694,0,2,81,1,33.9655,0,0
,599,663349,4589479,277,57600,2,5.5,19.3146,0,2,82,1,23.321,0,0
,600,669484,4589302,275,286200,2,1,293.325,0,10,82,1,26.0713,0,0
,601,661654,4589366,280,144000,2,1,-1,0,2,82,1,30.4371,0,0
,602,662179,4589526,281,50400,2,1.5,345.5076,0,2,81,1,20.8333,0,0
,603,662644,4589578,275,59400,3,1.9,29.6596,0,2,82,1,166.42,0,0
,604,651409,4589535,305,51300,2,3.4,292.4943,0,15,82,1,35.2185,0,0
,605,652504,4589274,301,79200,2,1.5,205.0381,0,15,82,1,44.6832,0,0
,606,653719,4589562,301,63000,2,1.9,339.5096,0,15,81,1,59.2843,0,0
,607,660724,4589415,283,359100,2,1.6,301.7011,0,2,82,1,23.7743,0,0
,608,649459,4589347,310,190800,2,2.6,154.6637,0,15,82,1,41.6667,0,0
,609,652174,4589342,295,255600,3,1.9,-1,0,15,82,1,66.2856,0,0
,610,656659,4589282,287,221400,3,1.2,114.946,0,2,81,1,10,0,0
,611,655879,4589225,292,529200,2,1.5,71.2361,0,2,82,1,153.976,0,0
,612,662074,4589654,285,78300,2,2.4,333.9918,0,2,82,1,73.3374,0,0
,613,663139,4589383,278,155700,2,1.4,289.9383,0,2,82,1,25,0,0
,614,668119,4589331,270,131400,3,0.5,161.2538,0,11,82,1,64.3491,0,0
,615,652849,4589332,298,199800,2,2.1,26.667,0,15,11,1,76.889,0,0
,616,662299,4589419,285,54000,2,2.2,339.5971,0,2,82,1,29.4625,0,0
,617,664099,4589293,269,144000,3,2.3,202.6389,0,2,82,1,34.7356,0,0
,618,662539,4589336,280,72000,2,2,22.8557,0,2,82,1,29.8406,0,0
,619,661234,4589286,283,72900,2,1.5,29.3671,0,2,82,1,10,0,0
,620,664024,4589102,279,268200,2,2.2,25.3778,0,2,82,1,25.8664,0,0
,621,651799,4589203,299,149400,2,4.2,71.6778,0,15,81,1,155.761,0,0
,622,654424,4588826,297,898200,2,1.7,160.5898,0,2,82,1,48.4827,0,0
,623,653074,4589594,297,210600,2,2.9,68.02,0,15,82,1,28.5162,0,0
,624,659059,4589055,283,343800,2,0.9,339.2115,0,2,81,1,10,0,0
,625,660169,4588687,284,1541700,3,0.7,-1,0,2,82,1,30,0,0
,626,662284,4589213,285,75600,2,0.7,13.9934,0,2,82,1,35.7777,0,0
,627,662884,4589186,279,106200,2,1.4,26.8254,0,2,82,1,74.1108,0,0
,628,663529,4589200,279,157500,2,1.7,17.983,0,2,82,1,291.872,0,0
,629,667699,4588739,270,1136700,3,0.5,-1,0,11,82,1,42.6775,0,0
,630,650614,4589012,298,217800,3,2.8,67.9556,0,15,82,1,10,0,0
