@T,Climate,,,,,,,,,
descr,wind speed,,,,,,,,,
unit,m/s,,,,,,,,,
missing_val,-9999,,,,,,,,,
date_start,01.01.1990,,,,,,,,,
date_end,30.06.2012,,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,,
,,,,,,,,,,
@H,date,wndspd[1],wndspd[2],wndspd[3],wndspd[4],wndspd[5],wndspd[6],wndspd[7],wndspd[8],wndspd[9]
,02.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.11.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.02.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.03.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.04.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.04.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.04.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.04.2002,-9999,-9999,-9999,1.072,-9999,-9999,-9999,-9999,-9999
,05.04.2002,-9999,-9999,-9999,2.894,-9999,-9999,-9999,-9999,-9999
,06.04.2002,-9999,-9999,-9999,1.233,-9999,-9999,-9999,-9999,-9999
,07.04.2002,-9999,-9999,-9999,2.811,-9999,-9999,-9999,-9999,-9999
,08.04.2002,-9999,-9999,-9999,2.725,-9999,-9999,-9999,-9999,-9999
,09.04.2002,-9999,-9999,-9999,3.458,-9999,-9999,-9999,-9999,-9999
,10.04.2002,-9999,-9999,-9999,2.247,-9999,-9999,-9999,-9999,-9999
,11.04.2002,-9999,-9999,-9999,2.489,-9999,-9999,-9999,-9999,-9999
,12.04.2002,-9999,-9999,-9999,3.203,-9999,-9999,-9999,-9999,-9999
,13.04.2002,-9999,-9999,-9999,1.039,-9999,-9999,-9999,-9999,-9999
,14.04.2002,-9999,-9999,-9999,1.583,-9999,-9999,-9999,-9999,-9999
,15.04.2002,-9999,-9999,-9999,3.786,-9999,-9999,-9999,-9999,-9999
,16.04.2002,-9999,-9999,-9999,3.756,-9999,-9999,-9999,-9999,-9999
,17.04.2002,-9999,-9999,-9999,2.892,-9999,-9999,-9999,-9999,-9999
,18.04.2002,-9999,-9999,-9999,2.883,-9999,-9999,-9999,-9999,-9999
,19.04.2002,-9999,-9999,-9999,2.65,-9999,-9999,-9999,-9999,-9999
,20.04.2002,-9999,-9999,-9999,2.864,-9999,-9999,-9999,-9999,-9999
,21.04.2002,-9999,-9999,-9999,6.269,-9999,-9999,-9999,-9999,-9999
,22.04.2002,-9999,-9999,-9999,2.803,-9999,-9999,-9999,-9999,-9999
,23.04.2002,-9999,-9999,-9999,1.142,-9999,-9999,-9999,-9999,-9999
,24.04.2002,-9999,-9999,-9999,4.072,-9999,-9999,-9999,-9999,-9999
,25.04.2002,-9999,-9999,-9999,5.269,-9999,-9999,-9999,-9999,-9999
,26.04.2002,-9999,-9999,-9999,1.608,-9999,-9999,-9999,-9999,-9999
,27.04.2002,-9999,-9999,-9999,4.292,-9999,-9999,-9999,-9999,-9999
,28.04.2002,-9999,-9999,-9999,5.581,-9999,-9999,-9999,-9999,-9999
,29.04.2002,-9999,-9999,-9999,2.894,-9999,-9999,-9999,-9999,-9999
,30.04.2002,-9999,-9999,-9999,2.919,-9999,-9999,-9999,-9999,-9999
,01.05.2002,-9999,-9999,-9999,3.355555556,-9999,-9999,-9999,-9999,-9999
,02.05.2002,-9999,-9999,-9999,3.772222222,-9999,-9999,-9999,-9999,-9999
,03.05.2002,-9999,-9999,-9999,1.991666667,-9999,-9999,-9999,-9999,-9999
,04.05.2002,-9999,-9999,-9999,1.475,-9999,-9999,-9999,-9999,-9999
,05.05.2002,-9999,-9999,-9999,2.427777778,-9999,-9999,-9999,-9999,-9999
,06.05.2002,-9999,-9999,-9999,1.894444444,-9999,-9999,-9999,-9999,-9999
,07.05.2002,-9999,-9999,-9999,2.161111111,-9999,-9999,-9999,-9999,-9999
,08.05.2002,-9999,-9999,-9999,5.277777778,-9999,-9999,-9999,-9999,-9999
,09.05.2002,-9999,-9999,-9999,4.516666667,-9999,-9999,-9999,-9999,-9999
,10.05.2002,-9999,-9999,-9999,3.944444444,-9999,-9999,-9999,-9999,-9999
,11.05.2002,-9999,-9999,-9999,3.819444444,-9999,-9999,-9999,-9999,-9999
,12.05.2002,-9999,-9999,-9999,3.405555556,-9999,-9999,-9999,-9999,-9999
,13.05.2002,-9999,-9999,-9999,3.286111111,-9999,-9999,-9999,-9999,-9999
,14.05.2002,-9999,-9999,-9999,3.452777778,-9999,-9999,-9999,-9999,-9999
,15.05.2002,-9999,-9999,-9999,2.641666667,-9999,-9999,-9999,-9999,-9999
,16.05.2002,-9999,-9999,-9999,3.708333333,-9999,-9999,-9999,-9999,-9999
,17.05.2002,-9999,-9999,-9999,1.602777778,-9999,-9999,-9999,-9999,-9999
,18.05.2002,-9999,-9999,-9999,2.191666667,-9999,-9999,-9999,-9999,-9999
,19.05.2002,-9999,-9999,-9999,1.255555556,-9999,-9999,-9999,-9999,-9999
,20.05.2002,-9999,-9999,-9999,1.077777778,-9999,-9999,-9999,-9999,-9999
,21.05.2002,-9999,-9999,-9999,0.761111111,-9999,-9999,-9999,-9999,-9999
,22.05.2002,-9999,-9999,-9999,2.308333333,-9999,-9999,-9999,-9999,-9999
,23.05.2002,-9999,-9999,-9999,3.830555556,-9999,-9999,-9999,-9999,-9999
,24.05.2002,-9999,-9999,-9999,3.161111111,-9999,-9999,-9999,-9999,-9999
,25.05.2002,-9999,-9999,-9999,4.588888889,-9999,-9999,-9999,-9999,-9999
,26.05.2002,-9999,-9999,-9999,1.227777778,-9999,-9999,-9999,-9999,-9999
,27.05.2002,-9999,-9999,-9999,1.047222222,-9999,-9999,-9999,-9999,-9999
,28.05.2002,-9999,-9999,-9999,1.930555556,-9999,-9999,-9999,-9999,-9999
,29.05.2002,-9999,-9999,-9999,1.411111111,-9999,-9999,-9999,-9999,-9999
,30.05.2002,-9999,-9999,-9999,1.802777778,-9999,-9999,-9999,-9999,-9999
,31.05.2002,-9999,-9999,-9999,3.572222222,-9999,-9999,-9999,-9999,-9999
,01.06.2002,-9999,-9999,-9999,1.830555556,-9999,-9999,-9999,-9999,-9999
,02.06.2002,-9999,-9999,-9999,1.069444444,-9999,-9999,-9999,-9999,-9999
,03.06.2002,-9999,-9999,-9999,4.694444444,-9999,-9999,-9999,-9999,-9999
,04.06.2002,-9999,-9999,-9999,2.263888889,-9999,-9999,-9999,-9999,-9999
,05.06.2002,-9999,-9999,-9999,2.197222222,-9999,-9999,-9999,-9999,-9999
,06.06.2002,-9999,-9999,-9999,2.155555556,-9999,-9999,-9999,-9999,-9999
,07.06.2002,-9999,-9999,-9999,2.097222222,-9999,-9999,-9999,-9999,-9999
,08.06.2002,-9999,-9999,-9999,1.111111111,-9999,-9999,-9999,-9999,-9999
,09.06.2002,-9999,-9999,-9999,0.708333333,-9999,-9999,-9999,-9999,-9999
,10.06.2002,-9999,-9999,-9999,1.977777778,-9999,-9999,-9999,-9999,-9999
,11.06.2002,-9999,-9999,-9999,3.661111111,-9999,-9999,-9999,-9999,-9999
,12.06.2002,-9999,-9999,-9999,2.077777778,-9999,-9999,-9999,-9999,-9999
,13.06.2002,-9999,-9999,-9999,1.733333333,-9999,-9999,-9999,-9999,-9999
,14.06.2002,-9999,-9999,-9999,2.477777778,-9999,-9999,-9999,-9999,-9999
,15.06.2002,-9999,-9999,-9999,4.127777778,-9999,-9999,-9999,-9999,-9999
,16.06.2002,-9999,-9999,-9999,3.025,-9999,-9999,-9999,-9999,-9999
,17.06.2002,-9999,-9999,-9999,1.630555556,-9999,-9999,-9999,-9999,-9999
,18.06.2002,-9999,-9999,-9999,1.119444444,-9999,-9999,-9999,-9999,-9999
,19.06.2002,-9999,-9999,-9999,2.088888889,-9999,-9999,-9999,-9999,-9999
,20.06.2002,-9999,-9999,-9999,1.427777778,-9999,-9999,-9999,-9999,-9999
,21.06.2002,-9999,-9999,-9999,1.055555556,-9999,-9999,-9999,-9999,-9999
,22.06.2002,-9999,-9999,-9999,0.8,-9999,-9999,-9999,-9999,-9999
,23.06.2002,-9999,-9999,-9999,1.002777778,-9999,-9999,-9999,-9999,-9999
,24.06.2002,-9999,-9999,-9999,0.738888889,-9999,-9999,-9999,-9999,-9999
,25.06.2002,-9999,-9999,-9999,1.161111111,-9999,-9999,-9999,-9999,-9999
,26.06.2002,-9999,-9999,-9999,2.427777778,-9999,-9999,-9999,-9999,-9999
,27.06.2002,-9999,-9999,-9999,2.613888889,-9999,-9999,-9999,-9999,-9999
,28.06.2002,-9999,-9999,-9999,0.677777778,-9999,-9999,-9999,-9999,-9999
,29.06.2002,-9999,-9999,-9999,0.786111111,-9999,-9999,-9999,-9999,-9999
,30.06.2002,-9999,-9999,-9999,0.972222222,-9999,-9999,-9999,-9999,-9999
,01.07.2002,-9999,-9999,-9999,1.202777778,-9999,-9999,-9999,-9999,-9999
,02.07.2002,-9999,-9999,-9999,1.844444444,-9999,-9999,-9999,-9999,-9999
,03.07.2002,-9999,-9999,-9999,1.116666667,-9999,-9999,-9999,-9999,-9999
,04.07.2002,-9999,-9999,-9999,1.827777778,-9999,-9999,-9999,-9999,-9999
,05.07.2002,-9999,-9999,-9999,1.997222222,-9999,-9999,-9999,-9999,-9999
,06.07.2002,-9999,-9999,-9999,1.002777778,-9999,-9999,-9999,-9999,-9999
,07.07.2002,-9999,-9999,-9999,0.480555556,-9999,-9999,-9999,-9999,-9999
,08.07.2002,-9999,-9999,-9999,1.380555556,-9999,-9999,-9999,-9999,-9999
,09.07.2002,-9999,-9999,-9999,1.375,-9999,-9999,-9999,-9999,-9999
,10.07.2002,-9999,-9999,-9999,3.275,-9999,-9999,-9999,-9999,-9999
,11.07.2002,-9999,-9999,-9999,2.775,-9999,-9999,-9999,-9999,-9999
,12.07.2002,-9999,-9999,-9999,1.197222222,-9999,-9999,-9999,-9999,-9999
,13.07.2002,-9999,-9999,-9999,0.594444444,-9999,-9999,-9999,-9999,-9999
,14.07.2002,-9999,-9999,-9999,0.566666667,-9999,-9999,-9999,-9999,-9999
,15.07.2002,-9999,-9999,-9999,1.208333333,-9999,-9999,-9999,-9999,-9999
,16.07.2002,-9999,-9999,-9999,0.772222222,-9999,-9999,-9999,-9999,-9999
,17.07.2002,-9999,-9999,-9999,0.736111111,-9999,-9999,-9999,-9999,-9999
,18.07.2002,-9999,-9999,-9999,0.991666667,-9999,-9999,-9999,-9999,-9999
,19.07.2002,-9999,-9999,-9999,0.702777778,-9999,-9999,-9999,-9999,-9999
,20.07.2002,-9999,-9999,-9999,0.944444444,-9999,-9999,-9999,-9999,-9999
,21.07.2002,-9999,-9999,-9999,1.222222222,-9999,-9999,-9999,-9999,-9999
,22.07.2002,-9999,-9999,-9999,1.577777778,-9999,-9999,-9999,-9999,-9999
,23.07.2002,-9999,-9999,-9999,1.494444444,-9999,-9999,-9999,-9999,-9999
,24.07.2002,-9999,-9999,-9999,1.919444444,-9999,-9999,-9999,-9999,-9999
,25.07.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.07.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.07.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.07.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.07.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.07.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.07.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.08.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.09.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.09.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.09.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.09.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.09.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.09.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
