Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,75 ,300 ,600 ,900 ,1200  
01/10/2007 00:00,733316.000000,0.000000,1,1,4,0.190394,0.191214,0.192348,1.502998,0.194773 
01/10/2007 00:00,733316.000000,0.000000,1,1,4,0.190394,0.191213,0.192346,1.502956,0.194769 
01/10/2007 00:00,733316.000000,0.000000,1,1,4,0.190393,0.191210,0.192341,1.502839,0.194758 
02/10/2007 00:00,733317.000000,1.000000,1,1,4,0.189097,0.191210,0.192348,1.502998,0.194773 
02/10/2007 00:00,733317.000000,1.000000,1,1,4,0.189081,0.191209,0.192346,1.502956,0.194769 
02/10/2007 00:00,733317.000000,1.000000,1,1,4,0.189042,0.191207,0.192341,1.502839,0.194758 
03/10/2007 00:00,733318.000000,2.000000,1,1,4,0.186794,0.191201,0.192348,1.502998,0.194773 
03/10/2007 00:00,733318.000000,2.000000,1,1,4,0.186824,0.191200,0.192346,1.502956,0.194769 
03/10/2007 00:00,733318.000000,2.000000,1,1,4,0.186803,0.191198,0.192341,1.502839,0.194758 
04/10/2007 00:00,733319.000000,3.000000,1,1,4,0.184748,0.191186,0.192348,1.502998,0.194773 
04/10/2007 00:00,733319.000000,3.000000,1,1,4,0.184827,0.191186,0.192346,1.502956,0.194769 
04/10/2007 00:00,733319.000000,3.000000,1,1,4,0.184820,0.191183,0.192341,1.502839,0.194758 
05/10/2007 00:00,733320.000000,4.000000,1,1,4,0.182900,0.191167,0.192348,1.502998,0.194773 
05/10/2007 00:00,733320.000000,4.000000,1,1,4,0.183024,0.191166,0.192346,1.502956,0.194769 
05/10/2007 00:00,733320.000000,4.000000,1,1,4,0.183030,0.191164,0.192341,1.502839,0.194758 
06/10/2007 00:00,733321.000000,5.000000,1,1,4,0.180847,0.191139,0.192348,1.502998,0.194773 
06/10/2007 00:00,733321.000000,5.000000,1,1,4,0.181015,0.191139,0.192346,1.502956,0.194769 
06/10/2007 00:00,733321.000000,5.000000,1,1,4,0.181034,0.191137,0.192341,1.502839,0.194758 
07/10/2007 00:00,733322.000000,6.000000,1,1,4,0.178632,0.191106,0.192336,1.435000,0.194740 
07/10/2007 00:00,733322.000000,6.000000,1,1,4,0.178837,0.191107,0.192335,1.438321,0.194738 
07/10/2007 00:00,733322.000000,6.000000,1,1,4,0.178869,0.191105,0.192330,1.439646,0.194728 
08/10/2007 00:00,733323.000000,7.000000,1,1,4,0.176710,0.191066,0.192335,1.503041,0.194740 
08/10/2007 00:00,733323.000000,7.000000,1,1,4,0.176940,0.191069,0.192334,1.502997,0.194739 
08/10/2007 00:00,733323.000000,7.000000,1,1,4,0.176979,0.191067,0.192330,1.502880,0.194728 
09/10/2007 00:00,733324.000000,8.000000,1,1,4,0.175046,0.191024,0.192330,1.476466,0.194729 
09/10/2007 00:00,733324.000000,8.000000,1,1,4,0.175298,0.191027,0.192328,1.471415,0.194725 
09/10/2007 00:00,733324.000000,8.000000,1,1,4,0.175343,0.191025,0.192323,1.469022,0.194713 
10/10/2007 00:00,733325.000000,9.000000,1,1,4,0.173338,0.190971,0.192330,1.503057,0.194729 
10/10/2007 00:00,733325.000000,9.000000,1,1,4,0.173623,0.190976,0.192328,1.503016,0.194725 
10/10/2007 00:00,733325.000000,9.000000,1,1,4,0.173679,0.190974,0.192323,1.502900,0.194714 
11/10/2007 00:00,733326.000000,10.000000,1,1,4,0.171770,0.190915,0.192314,1.412211,0.194684 
11/10/2007 00:00,733326.000000,10.000000,1,1,4,0.172094,0.190921,0.192314,1.421058,0.194685 
11/10/2007 00:00,733326.000000,10.000000,1,1,4,0.172164,0.190920,0.192309,1.424771,0.194676 
12/10/2007 00:00,733327.000000,11.000000,1,1,4,0.170472,0.190855,0.192313,1.503116,0.194685 
12/10/2007 00:00,733327.000000,11.000000,1,1,4,0.170810,0.190862,0.192313,1.503069,0.194686 
12/10/2007 00:00,733327.000000,11.000000,1,1,4,0.170887,0.190861,0.192308,1.502949,0.194677 
13/10/2007 00:00,733328.000000,12.000000,1,1,4,0.170075,0.190796,0.192312,1.503115,0.194686 
