Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,75 ,300 ,600 ,900 ,1200  
01/10/2007 00:00,733316.000000,0.000000,1,1,3,0.190394,0.191213,0.192347,1.502984,0.194772 
02/10/2007 00:00,733317.000000,1.000000,1,1,3,0.189004,0.191210,0.192347,1.502984,0.194772 
03/10/2007 00:00,733318.000000,2.000000,1,1,3,0.186745,0.191201,0.192347,1.502984,0.194772 
04/10/2007 00:00,733319.000000,3.000000,1,1,3,0.184733,0.191186,0.192347,1.502984,0.194772 
05/10/2007 00:00,733320.000000,4.000000,1,1,3,0.182917,0.191166,0.192347,1.502984,0.194772 
06/10/2007 00:00,733321.000000,5.000000,1,1,3,0.180900,0.191139,0.192347,1.502984,0.194772 
07/10/2007 00:00,733322.000000,6.000000,1,1,3,0.178723,0.191106,0.192336,1.440204,0.194742 
08/10/2007 00:00,733323.000000,7.000000,1,1,3,0.176822,0.191067,0.192336,1.503024,0.194742 
09/10/2007 00:00,733324.000000,8.000000,1,1,3,0.175170,0.191025,0.192329,1.468427,0.194727 
10/10/2007 00:00,733325.000000,9.000000,1,1,3,0.173491,0.190974,0.192329,1.503044,0.194727 
11/10/2007 00:00,733326.000000,10.000000,1,1,3,0.171965,0.190919,0.192315,1.426097,0.194690 
12/10/2007 00:00,733327.000000,11.000000,1,1,3,0.170675,0.190859,0.192315,1.503093,0.194691 
13/10/2007 00:00,733328.000000,12.000000,1,1,3,0.170306,0.190803,0.192313,1.495970,0.194689 
14/10/2007 00:00,733329.000000,13.000000,1,1,3,0.170374,0.190745,0.192311,1.503096,0.194690 
15/10/2007 00:00,733330.000000,14.000000,1,1,3,0.169780,0.190688,0.192292,1.390759,0.194633 
16/10/2007 00:00,733331.000000,15.000000,1,1,3,0.169084,0.190632,0.192291,1.499495,0.194632 
17/10/2007 00:00,733332.000000,16.000000,1,1,3,0.168196,0.190567,0.192289,1.503169,0.194634 
18/10/2007 00:00,733333.000000,17.000000,1,1,3,0.167094,0.190500,0.192272,1.405935,0.194589 
19/10/2007 00:00,733334.000000,18.000000,1,1,3,0.166180,0.190434,0.192271,1.502759,0.194590 
20/10/2007 00:00,733335.000000,19.000000,1,1,3,0.166196,0.190361,0.192269,1.503226,0.194592 
21/10/2007 00:00,733336.000000,20.000000,1,1,3,0.165251,0.190287,0.192252,1.407955,0.194548 
22/10/2007 00:00,733337.000000,21.000000,1,1,3,0.164445,0.190217,0.192250,1.500686,0.194549 
23/10/2007 00:00,733338.000000,22.000000,1,1,3,0.163809,0.190139,0.192248,1.503281,0.194551 
