Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,75 ,300 ,600 ,900 ,1200  
01/10/2007 00:00,733316.000000,0.000000,1,1,3,-9925.059887,-9700.239546,-9400.479093,-9100.718639,-8800.958185 
02/10/2007 00:00,733317.000000,1.000000,1,1,3,-10322.972637,-9701.172943,-9400.480572,-9100.718556,-8800.955018 
03/10/2007 00:00,733318.000000,2.000000,1,1,3,-11018.103492,-9703.694232,-9400.488380,-9100.718476,-8800.951910 
04/10/2007 00:00,733319.000000,3.000000,1,1,3,-11692.478679,-9707.706033,-9400.507032,-9100.718388,-8800.948625 
05/10/2007 00:00,733320.000000,4.000000,1,1,3,-12351.112300,-9713.014484,-9400.537475,-9100.718329,-8800.945757 
06/10/2007 00:00,733321.000000,5.000000,1,1,3,-13144.134198,-9720.411997,-9400.598047,-9100.718218,-8800.941673 
07/10/2007 00:00,733322.000000,6.000000,1,1,3,-14081.092448,-9729.231155,-9403.418727,-10222.780980,-8808.032673 
08/10/2007 00:00,733323.000000,7.000000,1,1,3,-14976.773540,-9739.805921,-9403.504217,-9100.054236,-8807.950821 
09/10/2007 00:00,733324.000000,8.000000,1,1,3,-15820.202979,-9751.288542,-9405.143501,-9696.139893,-8811.597306 
10/10/2007 00:00,733325.000000,9.000000,1,1,3,-16746.543065,-9765.281267,-9405.292115,-9099.714217,-8811.456388 
11/10/2007 00:00,733326.000000,10.000000,1,1,3,-17655.134162,-9780.256096,-9408.784892,-10500.828302,-8820.229095 
12/10/2007 00:00,733327.000000,11.000000,1,1,3,-18477.294035,-9796.665744,-9408.974433,-9098.907938,-8820.039791 
13/10/2007 00:00,733328.000000,12.000000,1,1,3,-18722.156561,-9812.019275,-9409.501907,-9217.425741,-8820.631506 
14/10/2007 00:00,733329.000000,13.000000,1,1,3,-18676.730124,-9827.775963,-9409.786788,-9098.871675,-8820.353173 
15/10/2007 00:00,733330.000000,14.000000,1,1,3,-19078.948685,-9843.561659,-9414.774045,-11244.563211,-8833.816920 
16/10/2007 00:00,733331.000000,15.000000,1,1,3,-19566.501120,-9859.080481,-9415.193962,-9158.520644,-8833.960537 
17/10/2007 00:00,733332.000000,16.000000,1,1,3,-20213.265647,-9876.993829,-9415.543699,-9097.656754,-8833.541609 
18/10/2007 00:00,733333.000000,17.000000,1,1,3,-21058.183008,-9895.496165,-9419.915574,-10916.563038,-8844.384698 
19/10/2007 00:00,733334.000000,18.000000,1,1,3,-21796.823868,-9913.976154,-9420.272816,-9104.429789,-8844.154327 
20/10/2007 00:00,733335.000000,19.000000,1,1,3,-21783.357613,-9934.190542,-9420.726869,-9096.717187,-8843.621411 
21/10/2007 00:00,733336.000000,20.000000,1,1,3,-22584.336902,-9954.757967,-9425.109076,-10873.889547,-8853.998453 
22/10/2007 00:00,733337.000000,21.000000,1,1,3,-23301.220554,-9974.592350,-9425.646221,-9138.722580,-8853.910639 
23/10/2007 00:00,733338.000000,22.000000,1,1,3,-23888.465127,-9996.536505,-9426.187274,-9095.810055,-8853.303318 
24/10/2007 00:00,733339.000000,23.000000,1,1,3,-23775.860601,-10017.754106,-9430.130039,-10621.649135,-8861.908609 
25/10/2007 00:00,733340.000000,24.000000,1,1,3,-23638.325126,-10037.987091,-9430.654668,-9095.037918,-8861.519346 
26/10/2007 00:00,733341.000000,25.000000,1,1,3,-24393.187061,-10060.645085,-9431.312217,-9095.095651,-8860.859646 
27/10/2007 00:00,733342.000000,26.000000,1,1,3,-25012.857707,-10082.986449,-9434.881069,-10379.277076,-8867.923913 
28/10/2007 00:00,733343.000000,27.000000,1,1,3,-25459.785915,-10104.877463,-9435.510170,-9094.468415,-8867.464605 
29/10/2007 00:00,733344.000000,28.000000,1,1,3,-25293.256243,-10127.169913,-9436.236500,-9094.520923,-8866.864088 
30/10/2007 00:00,733345.000000,29.000000,1,1,3,-25134.947365,-10148.648487,-9438.106165,-9554.691464,-8869.064735 
31/10/2007 00:00,733346.000000,30.000000,1,1,3,-25753.653968,-10171.580064,-9438.930795,-9094.362281,-8868.409577 
01/11/2007 00:00,733347.000000,31.000000,1,1,3,-26220.603086,-10193.941083,-9441.542505,-9852.180823,-8872.305047 
02/11/2007 00:00,733348.000000,32.000000,1,1,3,-12409.005788,-10195.757838,-9442.336494,-9094.037306,-8871.717066 
03/11/2007 00:00,733349.000000,33.000000,1,1,3,-7580.966454,-10190.272305,-9443.612775,-9311.664637,-8872.500417 
04/11/2007 00:00,733350.000000,34.000000,1,1,3,-7590.579968,-10181.935642,-9444.388734,-9094.020262,-8871.797484 
05/11/2007 00:00,733351.000000,35.000000,1,1,3,-7807.727015,-10174.574620,-9447.386636,-10089.457049,-8876.971836 
06/11/2007 00:00,733352.000000,36.000000,1,1,3,-7999.836030,-10168.237972,-9448.026885,-9093.571704,-8876.462428 
07/11/2007 00:00,733353.000000,37.000000,1,1,3,-8007.792218,-10161.946128,-9448.672242,-9093.624997,-8875.869762 
08/11/2007 00:00,733354.000000,38.000000,1,1,3,-8015.382350,-10155.856454,-9449.818181,-9307.299102,-8876.590195 
09/11/2007 00:00,733355.000000,39.000000,1,1,3,-8023.251301,-10149.445992,-9450.447308,-9093.613497,-8875.910699 
10/11/2007 00:00,733356.000000,40.000000,1,1,3,-8030.968039,-10143.292213,-9452.867707,-9873.836411,-8879.752984 
11/11/2007 00:00,733357.000000,41.000000,1,1,3,-8038.589923,-10137.221544,-9453.424463,-9093.291443,-8879.207787 
12/11/2007 00:00,733358.000000,42.000000,1,1,3,-8174.907686,-10131.585330,-9453.963637,-9093.339650,-8878.680836 
13/11/2007 00:00,733359.000000,43.000000,1,1,3,-8285.767200,-10126.270831,-9454.495980,-9093.392088,-8878.112276 
14/11/2007 00:00,733360.000000,44.000000,1,1,3,-8445.669870,-10121.651141,-9455.117807,-9140.118284,-8877.904369 
15/11/2007 00:00,733361.000000,45.000000,1,1,3,-8638.902189,-10117.348530,-9455.622568,-9093.476298,-8877.203904 
16/11/2007 00:00,733362.000000,46.000000,1,1,3,-8644.246931,-10113.299062,-9458.311563,-10067.957392,-8882.062129 
17/11/2007 00:00,733363.000000,47.000000,1,1,3,-8649.509639,-10109.361934,-9458.876957,-9139.986465,-8881.837062 
18/11/2007 00:00,733364.000000,48.000000,1,1,3,-8655.006499,-10105.168164,-9459.325420,-9093.094321,-8881.153842 
19/11/2007 00:00,733365.000000,49.000000,1,1,3,-8660.443415,-10101.113545,-9461.544017,-9858.142382,-8884.779828 
20/11/2007 00:00,733366.000000,50.000000,1,1,3,-8802.732557,-10097.513662,-9461.955134,-9092.789349,-8884.274760 
21/11/2007 00:00,733367.000000,51.000000,1,1,3,-8934.770811,-10094.281549,-9462.347882,-9092.849087,-8883.639201 
22/11/2007 00:00,733368.000000,52.000000,1,1,3,-12526.698566,-10096.578062,-9463.943795,-9606.481082,-8885.863549 
23/11/2007 00:00,733369.000000,53.000000,1,1,3,-48493.086396,-10138.317529,-9464.366463,-9092.675365,-8885.376605 
24/11/2007 00:00,733370.000000,54.000000,1,1,3,-95394.415584,-10231.220031,-9464.937688,-9092.729470,-8884.800821 
25/11/2007 00:00,733371.000000,55.000000,1,1,3,-72813.687738,-10296.380737,-9466.524270,-9492.703754,-8886.368023 
26/11/2007 00:00,733372.000000,56.000000,1,1,3,-49010.750581,-10335.027187,-9467.433781,-9187.807271,-8886.374395 
27/11/2007 00:00,733373.000000,57.000000,1,1,3,-33584.079334,-10357.539594,-9468.134579,-9092.615611,-8885.885713 
28/11/2007 00:00,733374.000000,58.000000,1,1,3,-40213.253691,-10386.349721,-9468.961602,-9131.825894,-8885.616239 
29/11/2007 00:00,733375.000000,59.000000,1,1,3,-77523.094174,-10451.992558,-9469.782675,-9092.684649,-8885.139962 
30/11/2007 00:00,733376.000000,60.000000,1,1,3,-201860.521138,-12420.841421,-9473.033871,-9146.614343,-8884.949153 
01/12/2007 00:00,733377.000000,61.000000,1,1,3,-309478.393929,-18073.320316,-9481.492477,-9097.451930,-8884.518370 
02/12/2007 00:00,733378.000000,62.000000,1,1,3,-281201.655921,-25197.859814,-9496.613244,-9092.791384,-8884.062401 
03/12/2007 00:00,733379.000000,63.000000,1,1,3,-181540.639906,-31026.999685,-9517.083650,-9120.128842,-8883.748839 
04/12/2007 00:00,733380.000000,64.000000,1,1,3,-62123.993413,-31676.937514,-9591.836655,-9107.939382,-8883.377764 
05/12/2007 00:00,733381.000000,65.000000,1,1,3,-18443.957170,-30207.993443,-9762.421438,-9102.376555,-8882.982065 
06/12/2007 00:00,733382.000000,66.000000,1,1,3,-13788.698511,-28743.321584,-9918.532153,-9100.142044,-8882.577287 
07/12/2007 00:00,733383.000000,67.000000,1,1,3,-23234.995804,-27870.704647,-10065.088204,-9099.614913,-8882.171871 
08/12/2007 00:00,733384.000000,68.000000,1,1,3,-354362.769456,-46064.167097,-10379.213597,-9100.163123,-8881.771110 
09/12/2007 00:00,733385.000000,69.000000,1,1,3,-640423.559207,-116150.698767,-11408.772269,-9102.100342,-8881.381809 
10/12/2007 00:00,733386.000000,70.000000,1,1,3,-376963.457968,-150681.020452,-12932.515541,-9105.743945,-8881.566254 
11/12/2007 00:00,733387.000000,71.000000,1,1,3,-266572.768994,-153483.874259,-14675.658398,-9111.165677,-8884.125858 
12/12/2007 00:00,733388.000000,72.000000,1,1,3,-212340.393829,-144622.633297,-16479.691538,-9118.434374,-8886.767405 
13/12/2007 00:00,733389.000000,73.000000,1,1,3,-180277.365924,-133185.945304,-18249.266685,-9127.522007,-8889.521391 
