Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,75 ,300 ,600 ,900 ,1200  
01/10/2007 00:00,733316.000000,0.000000,1,1,4,-9925.040577,-9700.162306,-9400.324612,-9100.486919,-8800.649225 
01/10/2007 00:00,733316.000000,0.000000,1,1,4,-9925.097828,-9700.391311,-9400.782621,-9101.173932,-8801.565242 
01/10/2007 00:00,733316.000000,0.000000,1,1,4,-9925.258461,-9701.033845,-9402.067689,-9103.101534,-8804.135379 
02/10/2007 00:00,733317.000000,1.000000,1,1,4,-10295.796172,-9701.035224,-9400.328089,-9100.487045,-8800.653969 
02/10/2007 00:00,733317.000000,1.000000,1,1,4,-10300.419738,-9701.272407,-9400.784351,-9101.173886,-8801.563479 
02/10/2007 00:00,733317.000000,1.000000,1,1,4,-10311.751426,-9701.940461,-9402.069704,-9103.101510,-8804.134436 
03/10/2007 00:00,733318.000000,2.000000,1,1,4,-11002.263860,-9703.531463,-9400.337815,-9100.487171,-8800.658620 
03/10/2007 00:00,733318.000000,2.000000,1,1,4,-10992.741257,-9703.739669,-9400.792270,-9101.173842,-8801.561748 
03/10/2007 00:00,733318.000000,2.000000,1,1,4,-10999.451663,-9704.418701,-9402.077929,-9103.101488,-8804.133511 
04/10/2007 00:00,733319.000000,3.000000,1,1,4,-11687.193551,-9707.548290,-9400.358560,-9100.487324,-8800.663555 
04/10/2007 00:00,733319.000000,3.000000,1,1,4,-11659.719447,-9707.684106,-9400.810877,-9101.173797,-8801.559920 
04/10/2007 00:00,733319.000000,3.000000,1,1,4,-11662.160547,-9708.362021,-9402.096835,-9103.101467,-8804.132536 
05/10/2007 00:00,733320.000000,4.000000,1,1,4,-12357.253166,-9712.882369,-9400.390822,-9100.487442,-8800.667822 
05/10/2007 00:00,733320.000000,4.000000,1,1,4,-12310.774576,-9712.911353,-9400.841021,-9101.173769,-8801.558324 
05/10/2007 00:00,733320.000000,4.000000,1,1,4,-12308.527669,-9713.578811,-9402.127250,-9103.101458,-8804.131681 
06/10/2007 00:00,733321.000000,5.000000,1,1,4,-13165.782630,-9720.371902,-9400.454952,-9100.487738,-8800.674044 
06/10/2007 00:00,733321.000000,5.000000,1,1,4,-13096.903692,-9720.219531,-9400.901229,-9101.173728,-8801.556052 
06/10/2007 00:00,733321.000000,5.000000,1,1,4,-13089.220494,-9720.855205,-9402.187500,-9103.101459,-8804.130477 
07/10/2007 00:00,733322.000000,6.000000,1,1,4,-14122.044758,-9729.328003,-9403.502916,-10324.161113,-8808.444246 
07/10/2007 00:00,733322.000000,6.000000,1,1,4,-14029.637896,-9728.952603,-9403.800233,-10259.316432,-8808.883371 
07/10/2007 00:00,733322.000000,6.000000,1,1,4,-14015.553538,-9729.542005,-9405.024063,-10233.598394,-8811.272001 
08/10/2007 00:00,733323.000000,7.000000,1,1,4,-15031.622473,-9740.001935,-9403.588915,-9099.763404,-8808.366493 
08/10/2007 00:00,733323.000000,7.000000,1,1,4,-14918.760502,-9739.403544,-9403.883550,-9100.488535,-8808.801524 
08/10/2007 00:00,733323.000000,7.000000,1,1,4,-14899.565767,-9739.953624,-9405.108088,-9102.433221,-8811.192526 
09/10/2007 00:00,733324.000000,8.000000,1,1,4,-15885.998656,-9751.583343,-9404.883062,-9552.960780,-8811.123528 
09/10/2007 00:00,733324.000000,8.000000,1,1,4,-15752.428895,-9750.746856,-9405.390812,-9642.584246,-8812.108495 
09/10/2007 00:00,733324.000000,8.000000,1,1,4,-15728.850532,-9751.255467,-9406.713184,-9685.437370,-8814.754832 
10/10/2007 00:00,733325.000000,9.000000,1,1,4,-16834.832137,-9765.893965,-9405.040841,-9099.509008,-8810.988735 
10/10/2007 00:00,733325.000000,9.000000,1,1,4,-16670.641937,-9764.634252,-9405.538951,-9100.180786,-8811.968292 
10/10/2007 00:00,733325.000000,9.000000,1,1,4,-16639.190185,-9765.036384,-9406.859639,-9102.101457,-8814.616893 
11/10/2007 00:00,733326.000000,10.000000,1,1,4,-17775.924490,-9781.265348,-9409.136228,-10784.755876,-8821.683278 
11/10/2007 00:00,733326.000000,10.000000,1,1,4,-17575.597117,-9779.515739,-9409.242889,-10602.658033,-8821.414569 
11/10/2007 00:00,733326.000000,10.000000,1,1,4,-17532.492853,-9779.784495,-9410.398081,-10527.498403,-8823.542403 
12/10/2007 00:00,733327.000000,11.000000,1,1,4,-18611.310521,-9797.784043,-9409.323052,-9098.531653,-8821.503172 
12/10/2007 00:00,733327.000000,11.000000,1,1,4,-18388.447466,-9795.701631,-9409.426894,-9099.314122,-8821.227869 
12/10/2007 00:00,733327.000000,11.000000,1,1,4,-18338.662672,-9795.906653,-9410.583212,-9101.281672,-8823.356295 
13/10/2007 00:00,733328.000000,12.000000,1,1,4,-18877.624458,-9813.739732,-9409.539709,-9098.545915,-8821.340788 
13/10/2007 00:00,733328.000000,12.000000,1,1,4,-18630.237211,-9810.869197,-9409.626649,-9099.325262,-8821.093798 
13/10/2007 00:00,733328.000000,12.000000,1,1,4,-18579.300433,-9810.992573,-9411.007700,-9183.285424,-8823.726122 
14/10/2007 00:00,733329.000000,13.000000,1,1,4,-18797.483299,-9828.887045,-9409.799052,-9098.563721,-8821.140444 
14/10/2007 00:00,733329.000000,13.000000,1,1,4,-18585.276129,-9826.510680,-9409.911298,-9099.349374,-8820.815135 
14/10/2007 00:00,733329.000000,13.000000,1,1,4,-18535.237589,-9826.529112,-9411.289068,-9101.267594,-8823.449295 
15/10/2007 00:00,733330.000000,14.000000,1,1,4,-19142.729811,-9843.865342,-9410.911807,-9423.987034,-8822.979786 
15/10/2007 00:00,733330.000000,14.000000,1,1,4,-18987.356672,-9842.198827,-9415.077494,-11337.832366,-8834.927572 
15/10/2007 00:00,733330.000000,14.000000,1,1,4,-18932.387957,-9842.102643,-9416.423166,-11327.300650,-8837.452421 
16/10/2007 00:00,733331.000000,15.000000,1,1,4,-19691.111382,-9860.928475,-9411.264482,-9098.409109,-8822.709576 
16/10/2007 00:00,733331.000000,15.000000,1,1,4,-19474.044003,-9857.620781,-9415.603014,-9199.942135,-8835.309279 
16/10/2007 00:00,733331.000000,15.000000,1,1,4,-19412.468040,-9857.406771,-9416.946299,-9201.928009,-8837.834879 
17/10/2007 00:00,733332.000000,16.000000,1,1,4,-20350.892844,-9878.429856,-9415.141152,-10652.021852,-8832.125617 
17/10/2007 00:00,733332.000000,16.000000,1,1,4,-20114.874408,-9875.347016,-9415.945455,-9098.054934,-8834.889850 
17/10/2007 00:00,733332.000000,16.000000,1,1,4,-20045.276491,-9874.984234,-9417.284857,-9099.982648,-8837.418075 
18/10/2007 00:00,733333.000000,17.000000,1,1,4,-21172.899624,-9896.559708,-9415.489278,-9097.552565,-8831.892830 
18/10/2007 00:00,733333.000000,17.000000,1,1,4,-20950.190402,-9893.641419,-9420.144766,-10831.020209,-8845.171080 
18/10/2007 00:00,733333.000000,17.000000,1,1,4,-20871.266396,-9893.120688,-9421.463923,-10826.317921,-8847.642952 
19/10/2007 00:00,733334.000000,18.000000,1,1,4,-21939.001607,-9916.153176,-9415.904449,-9097.579034,-8831.611874 
19/10/2007 00:00,733334.000000,18.000000,1,1,4,-21680.889286,-9912.008039,-9420.479744,-9097.124192,-8844.888003 
19/10/2007 00:00,733334.000000,18.000000,1,1,4,-21592.680970,-9911.321060,-9421.795587,-9099.056906,-8847.362231 
20/10/2007 00:00,733335.000000,19.000000,1,1,4,-22408.991586,-9935.805261,-9416.996274,-9355.054376,-8832.930163 
20/10/2007 00:00,733335.000000,19.000000,1,1,4,-21634.308037,-9931.824129,-9420.922395,-9097.168172,-8844.381721 
20/10/2007 00:00,733335.000000,19.000000,1,1,4,-21535.619377,-9930.946431,-9422.233329,-9099.100770,-8846.857254 
21/10/2007 00:00,733336.000000,20.000000,1,1,4,-23209.771250,-9957.954424,-9417.546098,-9097.483828,-8832.554372 
21/10/2007 00:00,733336.000000,20.000000,1,1,4,-22416.362955,-9951.955935,-9424.743134,-10591.101605,-8852.987113 
21/10/2007 00:00,733336.000000,20.000000,1,1,4,-22308.574353,-9950.886060,-9426.067137,-10603.640541,-8855.517534 
22/10/2007 00:00,733337.000000,21.000000,1,1,4,-23994.626503,-9979.877663,-9421.420532,-10580.031026,-8841.260759 
22/10/2007 00:00,733337.000000,21.000000,1,1,4,-23129.751174,-9971.703012,-9425.172484,-9096.391589,-8852.635634 
22/10/2007 00:00,733337.000000,21.000000,1,1,4,-23012.912494,-9970.412866,-9426.491189,-9098.319488,-8855.172024 
23/10/2007 00:00,733338.000000,22.000000,1,1,4,-24598.132540,-10001.638221,-9421.933914,-9096.694358,-8840.981723 
23/10/2007 00:00,733338.000000,22.000000,1,1,4,-23696.133777,-9992.869204,-9425.690612,-9096.435742,-8852.133761 
23/10/2007 00:00,733338.000000,22.000000,1,1,4,-23572.012647,-9991.410188,-9427.004941,-9098.363784,-8854.661289 
24/10/2007 00:00,733339.000000,23.000000,1,1,4,-24437.835102,-10024.065582,-9422.555832,-9096.729497,-8840.597038 
24/10/2007 00:00,733339.000000,23.000000,1,1,4,-23559.929525,-10013.231111,-9428.058748,-9863.636915,-8856.237543 
24/10/2007 00:00,733339.000000,23.000000,1,1,4,-23437.684988,-10011.621294,-9429.534805,-9942.597686,-8859.211433 
25/10/2007 00:00,733340.000000,24.000000,1,1,4,-24285.437235,-10045.673462,-9424.666564,-9704.341660,-8843.873212 
25/10/2007 00:00,733340.000000,24.000000,1,1,4,-23420.152043,-10033.943498,-9428.641438,-9096.082134,-8855.751143 
