date,AirT,Iprec,Swglob,RH
13/07/2003,27.34,0,290.3005,33.03
14/07/2003,27.94,0,355.3538333,22.87
15/07/2003,23.65,0,201.4979167,46.76
16/07/2003,27.39,0,256.3866667,34.94
17/07/2003,27.95,0,281.6905,29.67
18/07/2003,26.65,0,229.67175,42.91
19/07/2003,23.78,0,272.7935,58.53
20/07/2003,24.34,0.762,185.9999167,47.63
21/07/2003,26.77,0,275.5678333,35.29
22/07/2003,21.67,0,326.4385833,59.31
23/07/2003,24.23,0,312.9974167,50.13
24/07/2003,28.42,0,265.0684167,30
25/07/2003,27.93,0,221.851,32.07
26/07/2003,25.8,0,280.7099167,46.57
27/07/2003,23.83,0,293.4814167,62.78
28/07/2003,21.77,0.127,238.99925,75.23
29/07/2003,20.68,0,219.8180833,70.93
30/07/2003,21.12,0,287.50225,61.05
31/07/2003,23.42,1.8288,224.6253333,46.41
01/08/2003,22.3,0,260.022,53.97
02/08/2003,22.99,0,327.7061667,55.86
03/08/2003,23.71,0.254,209.3665,54.76
04/08/2003,25.54,0.127,308.6445833,43.31
05/08/2003,24.8,0,334.929,39.25
06/08/2003,25.76,0,311.89725,42.62
07/08/2003,23.93,0,165.7664167,52.39
08/08/2003,23.29,0,231.0110833,53.17
09/08/2003,24.27,0,262.2223333,49.11
10/08/2003,24.03,0,323.8316667,52.14
11/08/2003,23.89,0,300.4411667,56.73
12/08/2003,23.31,0,316.9675833,55.27
13/08/2003,22.57,0,320.7703333,45.12
14/08/2003,21.22,0,329.2129167,44.45
15/08/2003,21.48,0,318.9526667,47.12
16/08/2003,23.6,0,308.8598333,38.73
17/08/2003,22.35,0,211.2798333,44.41
18/08/2003,16.99,2.2098,186.04775,76.46
19/08/2003,21.08,0,288.1240833,54.68
20/08/2003,25.36,0,298.5756667,34.08
21/08/2003,24.24,0,246.0785833,38.93
22/08/2003,24.45,0,267.6514167,49.21
23/08/2003,22.9,0.7874,210.29925,52.75
24/08/2003,22.69,20.6756,190.6158333,54.91
25/08/2003,23.36,0,193.8685,48.92
26/08/2003,23.32,0,302.3066667,42.88
27/08/2003,22.71,0,248.9485833,50.01
28/08/2003,23.29,0,264.6379167,38.02
29/08/2003,16.52,4.318,155.4344167,75.16
30/08/2003,12.62,23.368,32.88541667,98.23
31/08/2003,14.77,0,166.0534167,91.93
01/09/2003,17.99,0,305.5593333,65.6
02/09/2003,19.86,0.9652,247.7288333,60.51
03/09/2003,17.28,0,213.1453333,69.93
04/09/2003,18.48,0,284.3930833,67.93
05/09/2003,21.87,0,274.44375,46.45
06/09/2003,20.51,0,158.3283333,51.48
07/09/2003,17.85,6.1468,110.9733333,71.15
08/09/2003,17.82,0.508,241.1756667,75.53
09/09/2003,16.92,0,177.079,73.91
10/09/2003,14.34,0,191.8116667,66.92
11/09/2003,12.73,0,231.2024167,63.98
12/09/2003,14.91,0.127,272.1238333,55.62
13/09/2003,10.43,0.4318,277.1463333,61.53
14/09/2003,10.31,0,281.1165,61.3
15/09/2003,16.57,0,279.3945,36.04
16/09/2003,19.93,0,209.7491667,30.82
17/09/2003,12.78,3.6068,197.6234167,59.53
18/09/2003,7.22,0,273.3914167,68.19
19/09/2003,11.82,0,256.1953333,47.74
20/09/2003,15.47,0,173.3001667,38.01
21/09/2003,13.33,0,264.6618333,51.03
22/09/2003,13.61,0,262.4615,48.37
23/09/2003,19.18,0,264.614,25.5
24/09/2003,13.18,0,256.6975833,47.61
25/09/2003,16.85,0,253.4688333,38.82
26/09/2003,17.44,0,249.3790833,35.78
27/09/2003,12.33,0,246.46125,53.63
28/09/2003,11.38,0,245.5763333,47.78
29/09/2003,10.41,0,238.9275,54.59
30/09/2003,5.68,0,113.652,80.2
01/10/2003,8.92,0,222.0184167,72.79
02/10/2003,12.22,0,120.4443333,66.98
03/10/2003,13.86,0,246.31775,37.71
04/10/2003,12.08,0,203.9374167,42.86
05/10/2003,15.05,0,215.4891667,42.82
06/10/2003,17.23,0,234.40725,27.21
07/10/2003,16.94,0,198.5800833,31.07
08/10/2003,19.11,0,181.59925,32.26
09/10/2003,18.23,0,225.79725,33.48
10/10/2003,16.79,0.5334,214.4368333,38.74
11/10/2003,9.8,0,229.09775,30.02
12/10/2003,13.3,0,227.8540833,29.34
13/10/2003,9.51,0.2794,194.3468333,41.93
14/10/2003,8.57,0,212.30825,35.53
15/10/2003,10.32,0,153.6645833,28.65
16/10/2003,10.85,0,180.4990833,37.58
17/10/2003,15.89,0,208.7446667,34.53
18/10/2003,18.64,0,212.667,23.33
19/10/2003,19.28,0,184.8758333,18.07
20/10/2003,19.07,0,204.9419167,20.38
21/10/2003,18.87,0,195.1360833,22.47
22/10/2003,19.2,0,200.9,20.63
23/10/2003,19.03,0,200.82825,18.36
24/10/2003,9.28,0,183.7278333,33.63
25/10/2003,2.84,0,184.32575,52.18
26/10/2003,8.79,0,83.68441667,40.79
27/10/2003,13.6,0,86.8175,36.82
28/10/2003,7.51,0,131.8286667,64.29
29/10/2003,15.85,0,174.6155833,38.63
30/10/2003,-3.27,0,30.06325,94.78
31/10/2003,-4.18,0,31.90483333,98.58
01/11/2003,0.36,0.6604,38.00358333,98.96
02/11/2003,0.7,0.6604,27.71941667,99
03/11/2003,0.37,1.1176,30.5655,99
04/11/2003,1.33,0,159.06975,87.36
05/11/2003,-2.49,1.0668,39.12766667,98.11
06/11/2003,-0.45,0,139.4341667,93.48
07/11/2003,1.41,0,141.0126667,82.55
08/11/2003,2.74,0,136.1815,79.11
09/11/2003,4.23,0,124.0079167,76.89
10/11/2003,7.3,0,163.94875,61.91
11/11/2003,7.88,0,167.5123333,46.05
12/11/2003,2.87,0,133.2158333,56.56
13/11/2003,2.9,0,125.0124167,69.81
14/11/2003,5.79,0,162.2745833,59.63
15/11/2003,3.31,0,144.8393333,58.48
16/11/2003,3.24,0,88.683,61.74
17/11/2003,3.4,0,84.16275,53.57
18/11/2003,5.97,0,156.7259167,38.87
19/11/2003,10.7,0,152.75575,29.79
20/11/2003,10.05,0,103.4156667,32.53
21/11/2003,-1.67,0,59.86341667,67.16
22/11/2003,-9.59,2.6416,41.80633333,86.21
23/11/2003,-10.71,0,155.8888333,63.87
24/11/2003,-3.72,0,114.3695,58.4
25/11/2003,-2.6,0,143.5,64.86
26/11/2003,-1.95,0,141.41925,59.61
27/11/2003,-3.44,0,150.2684167,51.78
28/11/2003,-2.68,0,118.818,54.18
29/11/2003,8.98,0,122.7403333,35.78
30/11/2003,7.23,0,24.65808333,59.83
01/12/2003,0.75,0,113.1258333,68.88
02/12/2003,4.95,0,114.8478333,53.63
03/12/2003,1.65,0,93.87291667,60.37
04/12/2003,-1.75,0,102.459,62.28
05/12/2003,-5.81,0,128.0976667,66.12
06/12/2003,2.58,0,80.95791667,52.91
07/12/2003,7.45,0,115.2544167,48.33
08/12/2003,-0.73,6.6548,24.87333333,91.81
09/12/2003,-6.15,0.6096,142.9020833,87.38
10/12/2003,-7.52,0,129.2695833,88.51
11/12/2003,-7.16,0,120.3486667,86.36
12/12/2003,-6.19,0,137.9513333,82.25
13/12/2003,-2.9,0,111.1168333,75.23
14/12/2003,3.68,0,115.1348333,57.57
15/12/2003,-1.49,0,69.167,60.11
16/12/2003,-3.26,0,129.6283333,53.5
17/12/2003,4.92,0,118.74625,40.55
18/12/2003,-0.89,0,129.9870833,65.7
19/12/2003,1.14,0,132.307,60.93
20/12/2003,5.15,0,62.37466667,46.66
21/12/2003,3.03,0,77.70525,59.39
22/12/2003,0.13,1.0414,129.4609167,76.9
23/12/2003,-0.22,0,133.0723333,67.42
24/12/2003,1.02,0,108.1750833,54.12
25/12/2003,1.93,0,39.84516667,55.01
26/12/2003,0.68,0,114.226,62.33
27/12/2003,-1.42,0,124.1275,36.65
28/12/2003,-3.27,0,98.36925,33.13
29/12/2003,-4.23,0,72.34791667,46.23
30/12/2003,0.79,0,87.77416667,49.63
31/12/2003,-0.57,0,121.4488333,63.08
01/01/2004,5.02,0,85.93258333,31.13
02/01/2004,2.05,0,92.22266667,52.92
03/01/2004,-4.45,4.0386,53.04716667,99
04/01/2004,-10.6,0,128.7673333,92.36
05/01/2004,-20.37,0.254,129.22175,88.83
06/01/2004,-15.06,0,125.0363333,81.55
07/01/2004,-4.14,0,49.2205,76.26
08/01/2004,3.3,0,143.9783333,55.48
09/01/2004,2.83,0,138.0948333,67.18
10/01/2004,4.28,0,139.5059167,65.03
11/01/2004,4.05,0,146.01125,51.43
12/01/2004,2.57,0,146.44175,60.54
13/01/2004,2.97,0,147.8528333,49.09
14/01/2004,4.84,0,146.44175,44.79
15/01/2004,5.29,0,107.338,45.13
16/01/2004,4.24,0,76.1985,53.54
17/01/2004,1.97,0,136.2293333,64.11
18/01/2004,-4.2,0,143.5239167,87.7
19/01/2004,-2.88,0,95.66666667,81.28
20/01/2004,-0.68,0,44.60458333,89.58
21/01/2004,-1.29,0,157.20425,78.9
22/01/2004,-1.49,0,140.7256667,65.17
23/01/2004,6.22,0,112.8388333,32.95
24/01/2004,1.7,0,162.1071667,51.48
25/01/2004,-3.9,0,72.611,78.6
26/01/2004,-6.36,0,157.8260833,52.52
27/01/2004,-4.06,0,128.2411667,52.3
28/01/2004,0.64,0,164.09225,53.03
29/01/2004,1.84,0,129.0065,58.9
30/01/2004,4.14,0,106.2856667,55.31
31/01/2004,-2.15,6.096,47.642,84.91
01/02/2004,-5.59,0,167.96675,75.13
02/02/2004,-5.48,0,180.7860833,65.38
03/02/2004,-5.23,0,95.21225,79.21
04/02/2004,-4.57,6.731,65.89041667,99
05/02/2004,-5.71,0.127,115.5414167,82.16
06/02/2004,-4.78,0,153.8559167,71.05
07/02/2004,-6.52,0,169.2104167,82.9
08/02/2004,-2.92,0,117.5025833,71.79
09/02/2004,-4.44,0,189.20475,68.93
10/02/2004,-4.71,0,192.64875,67.49
11/02/2004,-8.09,0,159.0219167,78.56
12/02/2004,-12.46,0,202.4785,73.93
13/02/2004,0.3,0,193.4858333,43.53
14/02/2004,-0.22,0,205.4441667,56.06
15/02/2004,2.03,0,170.7410833,61.92
16/02/2004,2.2,0,202.3828333,49.82
17/02/2004,2.42,0,168.25375,66.51
18/02/2004,8.23,0,158.2326667,56.61
19/02/2004,5,0.4318,32.5745,59.88
20/02/2004,1.97,0,196.021,59.92
21/02/2004,0.78,0,119.392,73
22/02/2004,3.01,0,189.49175,72.23
23/02/2004,2.17,0,199.9433333,81.27
24/02/2004,0.77,0,158.4718333,76.55
25/02/2004,4.29,0,210.58625,57.93
26/02/2004,5.35,0,144.6958333,53.02
27/02/2004,6.73,0,175.3809167,43.09
28/02/2004,2.15,0,60.07866667,76.13
29/02/2004,0.04,1.1684,44.17408333,73.5
01/03/2004,1.32,0,160.8635,59.07
02/03/2004,0.09,0,220.77475,77.67
03/03/2004,0.82,0,232.47,76.8
04/03/2004,0.25,0.9144,194.0598333,89.51
05/03/2004,0.16,0.4572,212.8105,70.67
06/03/2004,4.96,0,237.6838333,50.23
07/03/2004,4.47,0,246.4134167,55.49
08/03/2004,9.77,0,242.9215833,45.95
09/03/2004,9.84,0,247.0113333,52.45
10/03/2004,5.14,0,129.8435833,58.48
11/03/2004,2.57,0,250.2879167,62.44
12/03/2004,7.21,0,227.6149167,44.88
13/03/2004,8.76,0,233.97675,38.04
14/03/2004,4.43,0,220.5834167,48.19
15/03/2004,6.62,0,204.12875,44.65
16/03/2004,8.38,0,251.5794167,39.71
17/03/2004,10.31,0,239.14275,42.08
18/03/2004,9.21,0.4826,260.0698333,49.4
19/03/2004,14.97,0.127,190.0418333,30.47
20/03/2004,7.24,0,269.27775,43.43
21/03/2004,5.53,0,250.1205,46.64
22/03/2004,13.26,0,265.3793333,33.37
23/03/2004,13.17,0,76.53333333,44.19
24/03/2004,14.12,0,170.5258333,47.02
25/03/2004,14.53,0,237.062,44.09
26/03/2004,13.45,0,273.3196667,46.57
27/03/2004,7.63,0,182.819,35.4
28/03/2004,3.98,0,170.0714167,49.78
29/03/2004,7.37,0,294.9403333,39.91
30/03/2004,9.94,0,294.53375,26.99
31/03/2004,13.6,0,290.3005,19.76
01/04/2004,15.94,0,279.0596667,18.11
02/04/2004,9.18,2.3876,217.8569167,58.03
03/04/2004,3.56,0.381,62.37466667,93.28
04/04/2004,8.35,0,272.937,71.63
05/04/2004,11.51,0,191.1659167,64.46
06/04/2004,11.04,0,226.08425,60.78
07/04/2004,9.37,0.4064,123.76875,72.65
08/04/2004,8.83,0.2794,158.1848333,78.62
09/04/2004,2.64,7.239,49.31616667,98.76
10/04/2004,0.15,3.7338,98.82366667,98.39
11/04/2004,2.66,0.127,228.38025,70.24
12/04/2004,1.19,0,312.2320833,78.48
13/04/2004,10.87,0,311.9450833,55.17
14/04/2004,13.75,0,238.5926667,40.55
15/04/2004,14.07,0,282.5275833,27.98
16/04/2004,15.01,0,310.3665833,29.7
17/04/2004,13.85,0,326.8451667,43.23
18/04/2004,12.75,0,299.3888333,35.37
19/04/2004,10.41,0,255.78875,54.08
20/04/2004,11.52,0,327.9214167,35.17
21/04/2004,4.38,6.8072,57.56741667,83.62
22/04/2004,3.1,0.254,69.741,95.38
23/04/2004,4.8,0.5334,131.3503333,84.84
24/04/2004,7.33,0.5842,263.0833333,73.34
25/04/2004,8.64,0,246.246,66.47
26/04/2004,12.35,0,323.66425,46.25
27/04/2004,16.63,0,332.8721667,30.73
28/04/2004,15.83,0,224.1230833,32.86
29/04/2004,1.2,0.5334,67.97116667,93.53
30/04/2004,1.18,4.3942,70.98466667,97.66
01/05/2004,7.55,0,214.4846667,65.43
02/05/2004,13.1,0,273.4153333,46.25
03/05/2004,18.67,0,240.6973333,33.67
04/05/2004,16.37,0,299.2931667,52.08
05/05/2004,21.4,0,313.47575,29.82
06/05/2004,23.03,0,343.61075,21.5
07/05/2004,19.51,0,316.1065833,41.49
08/05/2004,21.52,0,310.8449167,18.49
09/05/2004,21.19,0,266.6708333,22.65
10/05/2004,17.36,0.7112,292.95525,58.43
11/05/2004,16.01,0.762,237.3968333,54.19
12/05/2004,4.5,11.811,99.18241667,84.73
13/05/2004,2.77,1.3208,97.93875,94.86
14/05/2004,9.84,0,348.4419167,71.74
15/05/2004,12.81,0,282.9341667,65.83
16/05/2004,16.28,0,247.2983333,52.33
17/05/2004,15.06,0,230.3414167,66.66
18/05/2004,14.91,0,209.0555833,84.97
19/05/2004,18.9,0,324.023,56.41
20/05/2004,16.36,0.1524,280.686,64.53
21/05/2004,18.95,0,349.6616667,55.59
22/05/2004,13.71,3.4036,152.0860833,60.03
23/05/2004,16.5,0,343.6825,51.13
24/05/2004,12.83,1.651,218.0960833,59.42
25/05/2004,7.88,10.4648,126.6626667,91.15
26/05/2004,15.14,0,322.94675,61.78
27/05/2004,19.36,0,290.94625,38.22
28/05/2004,19.09,0,202.4545833,46.57
29/05/2004,14.28,2.8956,127.1170833,53.15
30/05/2004,11.65,0,345.90675,35.55
31/05/2004,15.21,0,351.575,32.38
01/06/2004,14.45,0,284.0104167,46.04
02/06/2004,16.36,0,359.4914167,47.18
03/06/2004,19.52,0,310.17525,48.03
04/06/2004,20.23,0,183.7039167,48.16
05/06/2004,21.4,0,329.3085833,42.09
06/06/2004,22.77,0,254.92775,41.23
07/06/2004,26.72,0,364.8248333,24.18
08/06/2004,20.2,4.0386,303.6699167,54.01
09/06/2004,15.7,1.5748,147.30275,86.54
10/06/2004,17.57,0,318.283,54.17
11/06/2004,16.97,0,285.1105833,30.62
12/06/2004,14.97,1.3208,121.6640833,55.71
13/06/2004,20.27,0,325.7210833,43.63
14/06/2004,19.28,0.4826,262.1984167,49.22
15/06/2004,21.06,0,302.9524167,49.18
16/06/2004,11.25,5.7404,42.06941667,93.92
17/06/2004,10.39,13.9446,56.99341667,99
18/06/2004,8.07,9.1948,59.122,99
19/06/2004,10.08,0,149.0725833,96.59
20/06/2004,15.67,0.7874,196.7624167,79.98
21/06/2004,11.35,6.0198,133.5985,89.91
22/06/2004,15.72,0,369.2733333,60.16
23/06/2004,18.75,0,340.669,53.25
24/06/2004,17.46,0,299.341,58.72
25/06/2004,15.84,0.381,257.9651667,78.2
26/06/2004,15.71,11.0998,204.0091667,86.24
27/06/2004,15.25,0,251.77075,80.81
28/06/2004,15.66,0,165.38375,86.68
29/06/2004,18.32,0,265.8098333,74.6
30/06/2004,18.14,0.1524,235.4356667,74.98
01/07/2004,19.13,0,224.1230833,69.99
02/07/2004,20.42,0,302.9524167,58.55
03/07/2004,20.82,0,258.8979167,47.38
04/07/2004,20.67,0,229.24125,42.21
05/07/2004,18.41,0.6858,251.9620833,60.46
06/07/2004,18.17,0,343.3476667,61.6
07/07/2004,24.03,0,322.94675,39.35
08/07/2004,24.8,0,314.3845833,32.23
09/07/2004,23.33,0,337.3206667,52.96
10/07/2004,21.6,0,261.24175,57.79
11/07/2004,25.19,0,352.7469167,39.2
12/07/2004,27.13,0,350.6661667,32.72
13/07/2004,26.89,0,291.9746667,38.48
14/07/2004,24.21,0,268.2254167,61.72
15/07/2004,24.43,4.2926,248.5180833,54.22
16/07/2004,19.12,0.6858,132.9288333,80.88
17/07/2004,20.85,0,325.2188333,74.24
18/07/2004,24.08,0,355.3299167,49.16
19/07/2004,24.15,0.7112,170.7410833,50.35
20/07/2004,25.94,0,225.3906667,40.31
21/07/2004,24.26,0.1524,260.4764167,41.18
22/07/2004,16.71,15.8496,114.2499167,84.58
23/07/2004,12.53,5.6642,34.08125,99
24/07/2004,11.86,0.5334,114.0825,98.31
25/07/2004,16.21,0,295.2273333,84.63
26/07/2004,18.67,0,241.654,70.51
27/07/2004,19.19,0,143.213,65.48
28/07/2004,18.32,0,201.6653333,69.88
29/07/2004,19.95,0,282.91025,63.72
30/07/2004,19.41,0,279.0118333,59.29
31/07/2004,23.78,0.1524,271.8129167,37.58
01/08/2004,25.26,0,273.4870833,34.83
02/08/2004,24.88,0,223.4773333,38.03
03/08/2004,25.18,0,240.6255833,37.01
04/08/2004,22.32,0,309.4816667,60.35
05/08/2004,20.72,0,220.8225833,68.02
06/08/2004,21.37,0,286.426,65.78
07/08/2004,22.69,0,256.21925,48.93
08/08/2004,21.5,0,321.79875,49.57
09/08/2004,18.94,0,193.6293333,65.37
10/08/2004,18.57,7.5946,228.5955,76.83
11/08/2004,16.76,0,292.3573333,71.8
12/08/2004,17.67,0,324.1665,41.45
13/08/2004,17.57,0,324.1904167,61.97
14/08/2004,18.82,0,290.1091667,71.08
15/08/2004,19.92,0,297.7385833,66.92
16/08/2004,21.95,0,296.54275,47.57
17/08/2004,20.76,0.2794,221.20525,56.35
18/08/2004,17.28,7.7216,93.03583333,72.85
19/08/2004,12.94,3.048,63.92925,92.28
20/08/2004,15.2,0.7366,166.9861667,81.92
21/08/2004,18.24,0,241.72575,68.59
22/08/2004,19.39,0.9144,226.156,61.47
23/08/2004,19.33,0,239.2384167,59.98
24/08/2004,17.93,0,204.2961667,58.65
25/08/2004,19.89,0,266.12075,47.38
26/08/2004,15.36,12.065,200.9478333,71.03
27/08/2004,11.67,7.1628,108.7969167,87.4
28/08/2004,14.4,0,308.0945,67.54
29/08/2004,19.39,0,305.87025,44.06
30/08/2004,19.39,0.127,294.9403333,50.73
31/08/2004,19.57,0,203.1481667,47.38
01/09/2004,19.76,0,293.52925,51.2
02/09/2004,20.73,0,283.0059167,48.01
03/09/2004,20.72,0,266.6469167,47.02
04/09/2004,16.1,5.9944,109.2513333,78.29
05/09/2004,15.2,0,244.6914167,63.19
06/09/2004,16.52,0,287.3109167,52.09
07/09/2004,18.12,0,284.991,51.84
08/09/2004,21.15,0,263.8965,33.03
09/09/2004,21.65,0,232.3265,33.23
10/09/2004,19.31,0,133.2636667,45.79
11/09/2004,20.78,0,274.7068333,41.08
12/09/2004,21.52,0.127,165.7903333,40.05
13/09/2004,18.33,0.2032,188.6546667,63.53
14/09/2004,15.66,3.937,220.8704167,67.26
15/09/2004,13.87,0,276.59625,41.18
16/09/2004,16.37,0,250.5988333,48.04
17/09/2004,20.95,0,267.9623333,32.22
18/09/2004,21.21,0,241.2474167,40.58
19/09/2004,18.66,0,134.24425,51.68
20/09/2004,16.87,1.8542,231.8481667,61.83
21/09/2004,5.95,16.9926,31.45041667,98.16
22/09/2004,7.82,0,181.7666667,77.76
23/09/2004,11.88,0,259.08925,57.54
24/09/2004,14.63,0,238.85575,60.86
25/09/2004,13.57,0.1524,242.6585,71.58
26/09/2004,15.41,0,251.05325,60.98
27/09/2004,14.75,0.2794,144.1935833,63.61
28/09/2004,10.2,0,96.5755,83.87
29/09/2004,13.89,1.5494,227.6388333,72.08
30/09/2004,10.58,24.0538,42.42816667,92.37
01/10/2004,7.04,7.4676,40.20391667,94.84
02/10/2004,11.49,0,211.6625,75.46
03/10/2004,14.47,0,161.9636667,60.44
04/10/2004,12.09,0,225.582,75.79
05/10/2004,10.62,0,166.53175,86.53
06/10/2004,10.24,7.239,58.14141667,95.74
07/10/2004,14.96,0,219.6985,53.77
08/10/2004,12.01,0,231.322,57.01
09/10/2004,12.24,0,230.4370833,56.06
10/10/2004,11.24,0,206.0181667,63.84
11/10/2004,10.27,0,167.0579167,76.66
12/10/2004,11.91,3.5814,213.5758333,65.75
13/10/2004,6.85,0,214.7955833,68.23
14/10/2004,11.67,0,156.77375,61.25
15/10/2004,5.23,0.254,45.15466667,90.11
16/10/2004,8.45,0,188.2959167,75.39
17/10/2004,12.64,0,92.50966667,54.84
18/10/2004,10.34,0,160.7439167,61.48
19/10/2004,10.04,0,93.77725,63.2
20/10/2004,10.94,0,172.8935833,71.87
21/10/2004,10.67,0,198.4605,74.19
22/10/2004,7.51,0,89.71141667,65.18
23/10/2004,7.83,0,152.3730833,48.03
24/10/2004,9.41,1.9558,113.0301667,60.89
25/10/2004,5.87,0.4064,157.1803333,87.85
26/10/2004,7.81,0,180.1881667,79.18
27/10/2004,7.12,0,87.41541667,94.17
28/10/2004,10.94,0,180.7143333,70.48
29/10/2004,7.89,0,150.2923333,46.38
30/10/2004,5.9,0,181.1448333,50.32
31/10/2004,3.84,2.8956,125.419,67.58
01/11/2004,-1.2,1.0922,132.1874167,79.67
02/11/2004,0.36,0,183.9430833,58.6
03/11/2004,6.49,0,178.72925,56.73
04/11/2004,2.57,0,111.4038333,83.73
05/11/2004,9.48,0,178.44225,42.73
06/11/2004,12.27,0,166.9383333,23.93
07/11/2004,10.07,0,173.70675,35.27
08/11/2004,10.21,0,98.48883333,39.62
09/11/2004,10.12,0.127,99.70858333,54.7
10/11/2004,4.7,0.5334,16.933,74.35
11/11/2004,-0.02,0,78.59016667,82.92
12/11/2004,0.83,0,100.4021667,80.37
13/11/2004,-0.31,0,47.59416667,94
14/11/2004,0.77,0.127,101.4545,93.49
15/11/2004,4.68,0,156.5585,72.31
16/11/2004,8.33,0,121.61625,55.32
17/11/2004,8.15,0,54.29083333,51.83
18/11/2004,4.21,0,138.1905,68.52
19/11/2004,2.09,0,146.8244167,74.53
20/11/2004,-2.47,1.2954,25.30383333,98.19
21/11/2004,-3.72,0,83.54091667,98.05
22/11/2004,1.17,0,155.05175,80.58
23/11/2004,-0.2,0,78.42275,85.63
24/11/2004,0.14,0,93.96858333,79.04
25/11/2004,4.7,0,67.3015,63.19
26/11/2004,2.57,0,45.22641667,76.66
27/11/2004,-3.72,1.4224,55.05616667,91.81
28/11/2004,-6.15,2.8702,66.96666667,97.41
29/11/2004,-9.7,0.254,129.3413333,85.36
30/11/2004,-8.09,0,147.0635833,71.17
01/12/2004,-7.13,0,106.5009167,75.12
02/12/2004,-8.54,0,145.222,72.36
03/12/2004,-2.99,0,145.58075,60.28
04/12/2004,-0.39,0,144.3370833,63.92
05/12/2004,-1.05,0,122.2859167,85.92
06/12/2004,-1.18,0,136.4445833,66.38
07/12/2004,-1.61,0,140.0799167,69.33
08/12/2004,1.49,0,122.8120833,65.81
09/12/2004,4.99,0,121.7358333,62.44
10/12/2004,5.6,0,117.7178333,66.28
11/12/2004,9.39,0,86.21958333,53.59
12/12/2004,1.32,0,33.19633333,66.28
13/12/2004,-2.83,0,113.1975833,77.92
14/12/2004,-1.27,0,84.04316667,73.92
15/12/2004,3.65,0.127,95.06875,69.35
16/12/2004,1.64,0,132.1635,69.88
17/12/2004,2.3,0.1524,75.81583333,57.49
18/12/2004,1.37,0,101.38275,62.91
19/12/2004,4.42,0,125.3711667,52.56
20/12/2004,5.82,0,107.2423333,38.51
21/12/2004,-3.38,0,88.32425,64.22
22/12/2004,-7.47,0.1524,53.64508333,94.9
23/12/2004,-16.14,0.127,72.92191667,85.24
24/12/2004,-5.64,0,105.0180833,72.14
25/12/2004,1.41,0,121.4249167,65.46
26/12/2004,0.66,0,56.99341667,66.88
27/12/2004,3.28,0,51.92308333,60.11
28/12/2004,5.33,0,133.742,54.98
29/12/2004,1.17,0,50.20108333,79.39
30/12/2004,4.79,0,135.751,51.08
31/12/2004,1.93,0,97.98658333,57.58
01/01/2005,-1.74,0,133.4071667,86.58
02/01/2005,-2.65,0,83.82791667,88.81
03/01/2005,-3.35,0,54.84091667,97.82
04/01/2005,-9.5,1.1938,27.43241667,96.94
05/01/2005,-17.55,0.381,50.41633333,92.26
06/01/2005,-9.4,0,140.343,80.01
07/01/2005,-8.14,0,142.28025,77.82
08/01/2005,-3.44,0,124.34275,78.44
09/01/2005,5.29,0,119.5594167,66.82
10/01/2005,-0.02,0,45.84825,96.91
11/01/2005,0.03,0,30.44591667,99
12/01/2005,-1.66,2.7686,118.74625,88.83
13/01/2005,-6.24,0,145.509,82.4
14/01/2005,-11.34,0,138.4775,97.78
15/01/2005,-11.13,0,126.5191667,96.13
16/01/2005,-6.98,0,127.6671667,80.88
17/01/2005,0.13,0,143.2369167,74.63
18/01/2005,5.88,0,85.9565,63.99
19/01/2005,7.41,0,130.8480833,66.31
20/01/2005,10.23,0,150.7228333,48.32
21/01/2005,9.01,0,144.361,47.52
22/01/2005,-1.24,0,67.18191667,92.97
23/01/2005,6.54,0,151.9665,56.39
24/01/2005,8.49,0,156.19975,39.59
25/01/2005,7.28,0,135.67925,43.16
26/01/2005,2.52,0,116.4980833,72.36
27/01/2005,1.66,0,118.31575,89.3
28/01/2005,2.58,0,95.16441667,89.5
29/01/2005,3.16,0,120.3008333,81.71
30/01/2005,0.7,0.254,62.32683333,98.06
31/01/2005,0.12,0,100.0195,76.97
01/02/2005,-0.67,0,151.6316667,70.34
02/02/2005,1.87,0,174.5438333,62.38
03/02/2005,6.14,0,170.4301667,46.73
04/02/2005,6.69,0,176.7441667,47.73
05/02/2005,5.17,0,113.8433333,38.68
06/02/2005,-2.45,0,36.85558333,85.23
07/02/2005,-3.73,0,26.95408333,91.54
08/02/2005,-3.87,1.8288,127.428,95.01
09/02/2005,-1.14,0,189.6830833,57.4
10/02/2005,1.69,0,187.4588333,43.48
11/02/2005,4.9,0,172.9653333,34.93
12/02/2005,8.05,0,111.4038333,41.99
13/02/2005,7.61,0,190.2570833,40.04
14/02/2005,5.65,0,183.7039167,53.48
15/02/2005,-3.53,1.397,71.84566667,96.86
16/02/2005,-4.01,0,104.9463333,80.88
17/02/2005,-2.28,0,211.4711667,68.19
18/02/2005,-1.49,0,148.5464167,69.52
19/02/2005,3.22,0,154.5255833,66.21
20/02/2005,4.61,0.127,158.1848333,59.61
21/02/2005,5.59,0,182.8429167,52.33
22/02/2005,0.53,0,88.92216667,74.13
23/02/2005,1.29,0,204.7745,61.35
24/02/2005,1.76,0,220.05725,47.98
25/02/2005,3.66,0,221.5161667,42.09
26/02/2005,3.74,0,210.44275,46.77
27/02/2005,2.8,0,188.1524167,44.73
28/02/2005,0.52,0,217.8569167,55.3
01/03/2005,3.78,0,140.55825,48.11
02/03/2005,4.02,0,221.3726667,41.64
03/03/2005,5.22,0,224.3383333,33.12
