date,AirT,Iprec,Swglob,RH
04/03/2005,6.64,0,205.7311667,34.38
05/03/2005,6.74,0,222.5445833,42.52
06/03/2005,8.57,0,237.0380833,39.08
07/03/2005,6.49,0,196.4275833,51.99
08/03/2005,5.34,0,139.55375,55.09
09/03/2005,8.86,0,163.6378333,48.22
10/03/2005,5.64,0,104.4919167,45.61
11/03/2005,9.33,0,217.4264167,36.46
12/03/2005,8.6,4.5212,233.3788333,46.43
13/03/2005,-3.82,3.81,227.6866667,90.21
14/03/2005,-4.95,0,221.9466667,82
15/03/2005,-2.22,0,266.40775,54.36
16/03/2005,2.73,0,233.4984167,48.67
17/03/2005,5.07,0,166.24475,46.38
18/03/2005,0.92,0,147.3745,58.1
19/03/2005,3.4,0,219.7941667,61.18
20/03/2005,6.35,22.5044,189.3243333,62.73
21/03/2005,4.5,4.3434,142.3998333,82.36
22/03/2005,5.1,0,267.7470833,70.29
23/03/2005,2.06,1.9558,121.04225,92.36
24/03/2005,-0.22,0.127,72.56316667,92.76
25/03/2005,-2.29,0,88.87433333,92.05
26/03/2005,1.75,0,152.9949167,78.95
27/03/2005,7,0,270.5453333,54.78
28/03/2005,11.79,0,202.2154167,39.5
29/03/2005,7.21,0,130.22625,43.22
30/03/2005,4.35,0.127,146.9200833,58.78
31/03/2005,2.62,0,222.1140833,57.88
01/04/2005,6.52,0,302.0196667,43.6
02/04/2005,10.48,0,189.0851667,32.86
03/04/2005,12.12,0,231.2741667,33.78
04/04/2005,12.99,2.286,193.8924167,38.52
05/04/2005,7.99,0,106.7400833,61.17
06/04/2005,8.96,0,304.9135833,47.84
07/04/2005,11.27,0,306.5399167,42.73
08/04/2005,9.78,0,99.06283333,50.47
09/04/2005,7.98,0.127,200.3738333,51
10/04/2005,1.96,1.1938,42.64341667,83.23
11/04/2005,5.98,0,237.70775,47.82
12/04/2005,9.41,0,306.7073333,44.13
13/04/2005,9.19,0,297.332,57.49
14/04/2005,10.25,0,260.09375,65.34
15/04/2005,7.24,0,258.3,52.72
16/04/2005,9.93,0,308.5489167,70.2
17/04/2005,14.01,0,252.3686667,62.09
18/04/2005,15.38,0,290.9940833,46.25
19/04/2005,11.82,4.2164,187.9371667,67.41
20/04/2005,5.17,21.717,53.50158333,98.9
21/04/2005,7.62,0,299.5323333,71.33
22/04/2005,8.21,0,196.1884167,63.96
23/04/2005,8.83,0,324.4774167,68.53
24/04/2005,6.61,0.5842,138.4535833,72.71
25/04/2005,9.15,0,296.7819167,59.46
26/04/2005,9.51,0,261.6244167,51.38
27/04/2005,4.29,5.7658,173.0370833,86.86
28/04/2005,-2.17,4.6228,75.14616667,99
29/04/2005,-2.58,2.7178,206.4008333,98.64
30/04/2005,-0.34,1.8796,103.9896667,95.34
01/05/2005,1.16,0,115.7805833,88.5
02/05/2005,4.23,0,303.8373333,75.68
03/05/2005,7.56,0,323.66425,72.81
04/05/2005,11.91,0,235.98575,54.03
05/05/2005,15.23,0,311.4906667,48.28
06/05/2005,14.9,0,223.1664167,56.26
07/05/2005,10.54,2.0828,150.89025,67.58
08/05/2005,12.64,0,169.7126667,57.96
09/05/2005,12.94,0,330.2174167,63.03
10/05/2005,13.87,0.381,279.4184167,66.99
11/05/2005,5.99,4.2672,38.00358333,96.98
12/05/2005,6.07,0,253.708,82.73
13/05/2005,11.34,0,313.0213333,54.53
14/05/2005,12.93,0,322.4684167,51.31
15/05/2005,14.43,0,349.6138333,59.77
16/05/2005,18.38,0,235.7465833,48.26
17/05/2005,15.29,0,272.86525,45.94
18/05/2005,15.89,0,353.5361667,41.44
19/05/2005,21.12,0,348.8485,38.63
20/05/2005,23.64,0,355.37775,34.72
21/05/2005,23.59,0,291.2810833,33.61
22/05/2005,20.41,0,338.4925833,56.28
23/05/2005,20.92,0,239.6210833,45.13
24/05/2005,18.11,0,253.3014167,67.37
25/05/2005,13.19,0,283.05375,61.61
26/05/2005,12.98,0,301.3978333,50.59
27/05/2005,14.66,0,366.9534167,42.34
28/05/2005,17.19,0,370.4691667,35.25
29/05/2005,10.28,5.08,61.48975,75.03
30/05/2005,7.13,26.0604,22.79258333,99
31/05/2005,12.23,0,351.0249167,78.33
01/06/2005,16.98,0,307.1378333,61.33
02/06/2005,12.71,7.0866,120.1095,85.08
03/06/2005,12.25,32.0548,194.3468333,87.58
04/06/2005,9.2,26.7462,95.47533333,90.88
05/06/2005,15.41,0,358.0803333,65.87
06/06/2005,17.84,0,335.9574167,59.71
07/06/2005,16.42,0,362.83975,50.27
08/06/2005,16.37,0,351.5510833,42.83
09/06/2005,13.94,3.556,284.0104167,75.45
10/06/2005,10.8,11.4554,113.8194167,95.43
11/06/2005,13.66,4.0894,361.0699167,73.33
12/06/2005,12.01,20.7264,78.85325,84.19
13/06/2005,15.05,0,361.1655833,47.78
14/06/2005,15.37,0,362.0026667,66.82
15/06/2005,18.92,0.127,247.60925,60.91
16/06/2005,19.34,0,303.646,62.28
17/06/2005,20.97,0,358.39125,65.06
18/06/2005,22.15,0,361.3569167,71.44
19/06/2005,23.79,0,320.6985833,67.85
20/06/2005,24.46,0,297.332,54.88
21/06/2005,23.35,0,291.4485,52.82
22/06/2005,23.24,0,327.1560833,53.68
23/06/2005,22.63,0,264.0160833,50.57
24/06/2005,20.92,0,260.81125,59.47
25/06/2005,20.52,0,299.5323333,64.82
26/06/2005,20.77,0,291.879,53.51
27/06/2005,21.42,0,354.1819167,52.52
28/06/2005,22.1,0,258.9696667,56
29/06/2005,21,0,344.32825,44.18
30/06/2005,19.07,0,334.8811667,56.22
01/07/2005,22.5,0,355.52125,45.29
02/07/2005,24.39,0,284.8235833,31.82
03/07/2005,20.88,0.9398,166.5078333,44.23
04/07/2005,18.11,0,344.1369167,65.61
05/07/2005,19.86,0,342.2953333,61.09
06/07/2005,21.68,0,344.2086667,55.75
07/07/2005,25.11,0,260.1655,34.47
08/07/2005,26.23,0,277.4094167,31.26
09/07/2005,25.39,0,327.5148333,35.94
10/07/2005,24.27,0,293.8640833,38.12
11/07/2005,23.28,0,306.0376667,54.73
12/07/2005,25.11,0,345.6436667,53.23
13/07/2005,25.47,0,353.8231667,49.24
14/07/2005,25.79,0,286.5455833,42.79
15/07/2005,24.65,0,315.2455833,46.11
16/07/2005,25.37,0,288.3871667,42.96
17/07/2005,22.67,0,303.8134167,41.83
18/07/2005,22.03,0,330.4805,46.73
19/07/2005,26.66,0,349.8290833,34.63
20/07/2005,28.83,0,222.35325,24.3
21/07/2005,29.15,0,318.5460833,29.7
22/07/2005,28.98,0,329.9304167,30.5
23/07/2005,27.36,0,270.99975,34.46
24/07/2005,23.65,0.5588,244.8588333,56.4
25/07/2005,20.28,1.8796,158.5914167,78.76
26/07/2005,15.59,1.524,130.1066667,88.75
27/07/2005,19.3,0,320.0528333,64.62
28/07/2005,23.68,0,345.5240833,39.83
29/07/2005,26.31,0,336.4118333,23.89
30/07/2005,26.44,0,263.8965,30.53
31/07/2005,25.02,0,251.34025,41.68
01/08/2005,24.71,0,248.7094167,45.29
02/08/2005,25.36,0,240.6973333,40.66
03/08/2005,21.56,0.2794,233.5223333,61.94
04/08/2005,15.04,6.5532,64.59891667,96.99
05/08/2005,17.88,0,268.7515833,79.18
06/08/2005,22.67,0,336.4596667,46.64
07/08/2005,24.13,0,327.8975,34.47
08/08/2005,25.01,0,322.8510833,33.57
09/08/2005,23.4,1.1684,141.7540833,49.93
10/08/2005,20.76,0,167.1535833,78.34
11/08/2005,19.92,2.4892,217.9286667,77.03
12/08/2005,17.8,0,215.0586667,83.95
13/08/2005,12.48,2.54,69.0235,98.34
14/08/2005,15.46,0,163.4943333,90.09
15/08/2005,18.12,0,252.48825,75.39
16/08/2005,18.68,0,223.0229167,75.39
17/08/2005,20.91,0,245.7198333,51.68
18/08/2005,21.39,0,262.1266667,44.84
19/08/2005,21.53,0,281.4035,43.3
20/08/2005,21.43,0,291.8311667,47.16
21/08/2005,20.53,0.8636,232.0873333,56.93
22/08/2005,19.43,0,278.60525,66.38
23/08/2005,18.64,0,247.4418333,72.05
24/08/2005,21.8,0,293.0509167,52.43
25/08/2005,21.67,0,218.1439167,44.15
26/08/2005,20.39,0,284.7518333,57.76
27/08/2005,20.86,0,240.7690833,41.78
28/08/2005,21.62,0,291.1854167,35.11
29/08/2005,22.61,0,296.4231667,31.28
30/08/2005,24.54,0,280.3033333,25.28
31/08/2005,15.19,0,294.1271667,47.2
01/09/2005,18.08,0,293.9358333,42.43
02/09/2005,20.73,0,296.3753333,49.85
03/09/2005,22.15,0,271.502,40.91
04/09/2005,22.68,0,180.5708333,35.94
05/09/2005,23.56,0.2032,265.9294167,35.86
06/09/2005,18.95,0,198.6996667,52.31
07/09/2005,20.79,0,272.7935,60.4
08/09/2005,22.38,0,212.1886667,56.3
09/09/2005,23.1,0,214.7238333,45.38
10/09/2005,22,0,279.7054167,40.78
11/09/2005,21.57,0,273.3435833,32.67
12/09/2005,21.08,0,260.52425,31.22
13/09/2005,13.09,0.127,186.6695833,47.79
14/09/2005,12.36,0,209.29475,71.44
15/09/2005,16.46,0,274.5155,32.7
16/09/2005,17.07,0,229.2890833,31.31
17/09/2005,19.6,0,273.3675,21.3
18/09/2005,16.71,0,203.3395,50.97
19/09/2005,16.45,0,256.64975,55.48
20/09/2005,20.31,0,263.179,23.8
21/09/2005,20.21,0.9398,106.3813333,44.26
22/09/2005,12.87,0.127,82.01025,90.03
23/09/2005,15.56,0,237.8273333,66.03
24/09/2005,13.46,0,131.9960833,77.51
25/09/2005,13.12,0,200.8760833,78.81
26/09/2005,13.84,0,244.1174167,62.36
27/09/2005,17,1.2954,150.74675,56.87
28/09/2005,9.65,0,133.0484167,78.71
29/09/2005,11.36,0,164.2835833,68.57
30/09/2005,19.6,0,244.1413333,29.16
01/10/2005,20.45,0,234.766,28.98
02/10/2005,20.4,0,240.00375,27.75
03/10/2005,14.18,0,231.322,56.1
04/10/2005,7.67,9.8298,35.82716667,89.21
05/10/2005,7.71,0,231.7285833,56.72
06/10/2005,4.47,0,202.4306667,69.89
07/10/2005,8.13,0,233.905,62.53
08/10/2005,13.86,0,229.0020833,50.58
09/10/2005,7.45,17.78,27.91075,91.8
10/10/2005,2.51,34.5186,26.61925,99
11/10/2005,5.52,0,126.9496667,94.63
12/10/2005,10.19,0,127.8585,73.16
13/10/2005,10.99,0,206.0420833,66.27
14/10/2005,14.02,0,216.4936667,52.22
15/10/2005,11.62,0,193.5815,69.48
16/10/2005,14.34,0,204.4396667,63.23
17/10/2005,15.74,0,206.9030833,47.92
18/10/2005,15.3,0,209.5578333,44
19/10/2005,6.34,11.3538,24.108,94.6
20/10/2005,11.49,1.0922,126.1125833,76.03
21/10/2005,8.51,0.8128,134.3399167,93.35
22/10/2005,7.7,0,193.7010833,78.12
23/10/2005,3.7,0,193.8685,70.65
24/10/2005,8.96,0,199.8955,61.4
25/10/2005,12.48,0,168.39725,48.13
26/10/2005,10.78,0,197.7190833,55.38
27/10/2005,7.45,0,128.0976667,73.33
28/10/2005,10.61,0,124.8689167,70.6
29/10/2005,9.66,0.2794,63.37916667,76.38
30/10/2005,4.38,3.5052,56.87383333,89.28
31/10/2005,4.4,0,183.3690833,74.69
01/11/2005,12.78,0,168.5646667,43.33
02/11/2005,12.47,0,124.4623333,39.7
03/11/2005,12.94,0,126.7583333,34.93
04/11/2005,7.19,0,140.70175,58.62
05/11/2005,4.09,0,129.8196667,59.02
06/11/2005,5.26,0,136.1336667,59.96
07/11/2005,10.94,0,107.4575833,45.08
08/11/2005,11.48,0,152.684,46.24
09/11/2005,2.77,0,154.98,62.85
10/11/2005,10.58,0,126.1365,51
11/11/2005,12.13,0.9652,78.23141667,56.39
12/11/2005,7.92,5.1054,140.84525,56.77
13/11/2005,1.16,0,115.6849167,72.56
14/11/2005,0.78,0.7366,63.35525,80.88
15/11/2005,-4.1,0,163.6856667,56.16
16/11/2005,-2.79,0,154.8604167,65.83
17/11/2005,1.16,0,78.80541667,68.52
18/11/2005,4.67,0,155.5779167,56.14
19/11/2005,2.98,0,136.7315833,55.83
20/11/2005,6.58,0,152.2774167,38.08
21/11/2005,8.33,0,145.29375,40.08
22/11/2005,6.61,0,151.5120833,41.78
23/11/2005,7.66,0,150.60325,31.68
24/11/2005,4.87,0,146.3939167,41.08
25/11/2005,6.25,0,149.74225,33.64
26/11/2005,5.13,0,71.27166667,40.36
27/11/2005,0.52,0,92.50966667,49.98
28/11/2005,-1.93,0,140.7495833,42.09
29/11/2005,-3.75,0,142.2324167,47.13
30/11/2005,-1.38,0,137.9991667,43.25
01/12/2005,-4.36,0,85.19116667,55.79
02/12/2005,1.56,0,112.8866667,63.15
03/12/2005,-1.54,0,118.74625,53.28
04/12/2005,-6.87,0,116.5698333,61.58
05/12/2005,-3.78,0,132.23525,45.5
06/12/2005,-11.54,1.0668,30.2785,71.05
07/12/2005,-19.43,0,134.81825,80.73
08/12/2005,-13.39,0,138.97975,70.01
09/12/2005,-4,0,137.97525,53.68
10/12/2005,-0.18,0,139.5298333,54.57
11/12/2005,0.18,0,134.6986667,56.6
12/12/2005,1.43,0,132.80925,60.67
13/12/2005,2.91,0,73.23283333,49.8
14/12/2005,-3.48,0,132.1874167,40.78
15/12/2005,-5.15,0,138.1426667,44.22
16/12/2005,-8.63,0,66.34483333,76.54
17/12/2005,-11.98,0.254,45.41775,93.63
18/12/2005,-12.98,0.127,63.35525,92.66
19/12/2005,-7.15,0,88.58733333,91.55
20/12/2005,-1.1,0,108.199,89.68
21/12/2005,4.64,0,116.01975,71.87
22/12/2005,7.94,0,49.84233333,55.73
23/12/2005,8,0,98.70408333,43.44
24/12/2005,2.86,0,90.35716667,46.84
25/12/2005,6.8,0,115.2544167,45.18
26/12/2005,6.62,0,86.84141667,44.28
27/12/2005,5.99,0,128.5281667,45.57
28/12/2005,4.07,0,122.8599167,53.17
29/12/2005,3.96,0,118.45925,54.68
30/12/2005,-1.29,0,95.09266667,51.91
31/12/2005,5.03,0,87.22408333,51.15
01/01/2006,6.51,0,129.3174167,46.18
02/01/2006,4.33,0,126.1365,41.34
03/01/2006,6.04,0,104.1570833,41.38
04/01/2006,0.75,0,64.52716667,58.88
05/01/2006,2.58,0,136.5641667,39.68
06/01/2006,9.68,0,127.4519167,30.68
07/01/2006,10.18,0,111.5234167,26.55
08/01/2006,3.97,0,93.60983333,39.04
09/01/2006,-1,0,137.8795833,56.96
10/01/2006,3.96,0,73.23283333,34.27
11/01/2006,8.72,0,72.82625,26.93
12/01/2006,2.39,0,130.4654167,40.17
13/01/2006,-0.15,0,144.2414167,41.53
14/01/2006,6.05,0,103.10475,40.41
15/01/2006,6.41,0,116.45025,33.69
16/01/2006,-2.96,0,107.1705833,58.63
17/01/2006,0.08,0,91.50516667,45.71
18/01/2006,6.98,0,132.5700833,40.06
19/01/2006,-1.92,0.5842,39.1755,82.29
20/01/2006,-3.7,0,156.3193333,62.78
21/01/2006,-2.29,0,149.74225,47.69
22/01/2006,-1.7,0,151.7751667,52.09
23/01/2006,-1.22,0,156.0084167,42.97
24/01/2006,3.51,0,161.2700833,37.67
25/01/2006,3.39,0,137.9513333,34.38
26/01/2006,2.71,0,80.19258333,41.83
27/01/2006,2.37,0,108.199,44.87
28/01/2006,1.11,0,161.8919167,35.47
29/01/2006,0.98,0,145.58075,40.01
30/01/2006,-0.01,0,160.8156667,48.15
31/01/2006,2.51,0,139.7211667,63.63
01/02/2006,1.6,0,101.6219167,68.36
02/02/2006,2.55,0,171.55425,36.84
03/02/2006,1.34,0,129.4848333,49.03
04/02/2006,0.01,0,134.7225833,57.08
05/02/2006,1.54,0,119.8464167,45.32
06/02/2006,-0.65,0,185.8325,41.16
07/02/2006,2.17,0,183.0103333,36.73
08/02/2006,6.6,0,128.863,29.26
09/02/2006,2.01,0.8128,141.0126667,47.39
10/02/2006,-7.54,0,173.3958333,55.99
11/02/2006,-3.11,0,170.83675,31.66
12/02/2006,4.89,0,196.6906667,29.93
13/02/2006,4.31,0,195.7100833,31.63
14/02/2006,2.8,0,195.2078333,41.28
15/02/2006,-5.19,3.8354,25.35166667,97.54
16/02/2006,-13.64,0.6604,193.6771667,88.05
17/02/2006,-20.23,0,156.5106667,87.55
18/02/2006,-20.54,0,209.15125,83.32
19/02/2006,-13.73,0.254,214.389,89.97
20/02/2006,-5.02,0,225.008,63.19
21/02/2006,-4.45,0,206.64,63.97
22/02/2006,-2.45,0,221.06175,56.6
23/02/2006,1.42,0,222.20975,46.35
24/02/2006,3.51,0,222.6880833,49.13
25/02/2006,-2.14,0,152.684,83.94
26/02/2006,4.66,0,193.50975,50.27
27/02/2006,11.14,0,217.5699167,29.7
28/02/2006,13.11,0,140.6778333,36.4
01/03/2006,7.28,0,200.68475,31.53
02/03/2006,4.34,0,219.268,35.91
03/03/2006,4.1,0,222.8076667,64.37
04/03/2006,6.74,0,210.8254167,55.09
05/03/2006,6.14,0,232.0634167,40.38
06/03/2006,6.44,0,166.2037037,38.07
07/03/2006,10.56,0,215.9722222,34.13
08/03/2006,0.62,4.4958,47.74305556,87.14
09/03/2006,-1.64,0,110.0694444,93.82
10/03/2006,-4.42,0,95.13888889,82.76
11/03/2006,-3.46,3.8354,135.3009259,86.06
12/03/2006,-3.56,0.127,79.44444444,94
13/03/2006,-4.85,0,206.0185185,80.18
14/03/2006,0.14,0,244.7916667,50.04
15/03/2006,2.7,0,219.212963,46.12
16/03/2006,3.18,0,214.6990741,34.44
17/03/2006,0.96,0,189.0046296,57.22
18/03/2006,-0.09,4.7752,195.0231481,84.52
19/03/2006,-0.35,8.8392,48.46064815,99
20/03/2006,-7.2,0.2794,163.8888889,99
21/03/2006,-8.68,0,257.9861111,99
22/03/2006,-5.7,0,161.5740741,99
23/03/2006,-1.18,0,204.3981481,96.74
24/03/2006,3.65,0,238.8888889,71.49
25/03/2006,4.76,0,232.5231481,76.35
26/03/2006,4.28,0,188.4259259,65.87
27/03/2006,5.38,0,258.7962963,43.95
28/03/2006,6.96,0,258.2175926,58.18
29/03/2006,9.13,0,179.9768519,61.11
30/03/2006,8.04,0,246.9907407,51.82
31/03/2006,8.35,0,240.9722222,45.43
01/04/2006,8.61,1.3208,142.5925926,65.44
02/04/2006,7.28,0,283.912037,39.03
03/04/2006,5.83,0,216.2037037,64.89
04/04/2006,11.23,0,172.4537037,48.15
05/04/2006,14.11,0,225.5787037,43.36
06/04/2006,8.29,0,181.25,36.8
07/04/2006,5.6,0,201.6203704,59.08
08/04/2006,6.76,0,269.7916667,50.18
09/04/2006,13.23,0,256.25,38.11
10/04/2006,14.69,0,297.337963,27.71
11/04/2006,11.56,0,186.4583333,36.82
12/04/2006,12.89,0,288.5416667,42.17
13/04/2006,17.87,0,306.3657407,22.28
14/04/2006,17.43,0,299.1898148,22.68
15/04/2006,13.57,0,151.3888889,41.7
16/04/2006,15.87,0,304.6296296,34.52
17/04/2006,15.63,0,302.7777778,27.88
18/04/2006,5.45,0,297.1064815,40.38
19/04/2006,7.38,0,316.7824074,31
20/04/2006,8.58,0,307.6388889,38.96
21/04/2006,13.19,0,316.2037037,31.89
22/04/2006,15.58,0,285.3009259,31.83
23/04/2006,10.45,0,268.75,71.97
24/04/2006,-0.13,4.3434,105.787037,88.58
25/04/2006,0.08,0,133.4490741,84.09
26/04/2006,9.97,0,313.3101852,57.47
27/04/2006,15.47,0,314.2361111,37.47
28/04/2006,8.54,1.4224,223.8425926,59.22
29/04/2006,9.33,0,220.6018519,49.69
30/04/2006,9.9,1.2954,199.6527778,68.07
01/05/2006,12.43,0,319.4444444,58.45
02/05/2006,13.98,0,206.712963,40.03
03/05/2006,6.77,6.8072,124.1898148,73.48
04/05/2006,6.21,3.556,99.4212963,94.11
05/05/2006,5.11,0,69.74537037,98.71
06/05/2006,11.28,0,262.2685185,72.05
07/05/2006,15.44,0,266.6666667,43.59
08/05/2006,13.53,3.0226,157.8703704,59.13
09/05/2006,8.76,0,270.0231481,67.25
10/05/2006,7.57,0,313.0787037,50.7
11/05/2006,10.08,0,323.1481481,47.59
12/05/2006,15.27,0,235.5324074,38.18
13/05/2006,17.89,0,333.2175926,37.91
14/05/2006,13.57,0,330.2083333,44.87
15/05/2006,12.83,0,343.6342593,44.73
16/05/2006,16.1,0,333.3333333,41.67
17/05/2006,17.24,2.6924,259.375,43.68
18/05/2006,21.43,0,311.2268519,35.88
19/05/2006,21.74,0,260.0694444,34.58
20/05/2006,20.92,0,262.2685185,46.08
21/05/2006,20.38,0,281.9444444,45.08
22/05/2006,17.33,7.3406,229.5138889,67.38
23/05/2006,16.79,0,324.4212963,59.06
24/05/2006,20.49,0,351.5046296,34.18
25/05/2006,20.19,0,349.6527778,39.94
26/05/2006,20.49,0,284.375,49.53
27/05/2006,23.13,0,336.5740741,26.77
28/05/2006,18.88,0,242.8240741,32.38
29/05/2006,14.51,1.5494,295.3703704,40.91
30/05/2006,13.8,0,289.3518519,69.26
31/05/2006,14.3,0,281.1342593,73.55
01/06/2006,17.64,0,351.0416667,58.96
02/06/2006,21.72,0,320.3703704,43.31
03/06/2006,25.04,0,284.6064815,18.07
04/06/2006,21.73,0,323.9583333,47.53
05/06/2006,23.59,0,317.1296296,40.95
06/06/2006,23.92,0,356.9444444,42.28
07/06/2006,25.18,0,333.2175926,37.84
08/06/2006,23.16,0,272.8009259,40.68
09/06/2006,21.46,0,315.0462963,42.53
10/06/2006,20.63,0.127,312.8472222,49.78
11/06/2006,21.01,0,311.8055556,48.54
12/06/2006,22.53,0,358.2175926,50.96
13/06/2006,25.16,0,349.1898148,52.55
14/06/2006,26.25,0,331.4814815,32.74
15/06/2006,20.23,0,336.8055556,29.66
16/06/2006,17.7,0.8382,275.8101852,48.56
17/06/2006,22.16,0,358.6805556,28.22
18/06/2006,24.62,0,312.6157407,25.79
19/06/2006,22.95,0,339.3518519,43.76
20/06/2006,24.42,0,276.3888889,31.02
21/06/2006,20.29,0,308.4490741,49.18
22/06/2006,16.73,0,163.8888889,74.56
23/06/2006,20.99,0,360.8796296,49.61
24/06/2006,19.27,2.2098,292.0138889,55.35
25/06/2006,17.7,0,284.9537037,62.7
26/06/2006,18.68,0,331.0185185,46.9
27/06/2006,20.82,0,330.3240741,38.54
28/06/2006,21.88,0.127,231.9444444,38.42
29/06/2006,24.83,0,330.5555556,31.44
30/06/2006,25.06,0,277.1990741,32.1
01/07/2006,23.59,0,247.2222222,44.26
02/07/2006,20.77,0,252.8935185,66.66
03/07/2006,20.05,0,227.3148148,71.93
04/07/2006,19.99,0,326.3888889,71.33
05/07/2006,19.07,0,218.1712963,79.36
06/07/2006,20.58,0,240.3935185,73.78
07/07/2006,23.62,0.254,249.537037,56.05
08/07/2006,18.49,2.5654,85.87962963,91.17
09/07/2006,15.48,17.7038,72.87037037,96.12
10/07/2006,19.81,0,295.1388889,74.73
11/07/2006,22.45,1.651,284.7222222,54.38
12/07/2006,23.95,0,330.3240741,50.33
13/07/2006,27.18,0,330.3240741,28.47
14/07/2006,27.25,0,348.7268519,24.81
15/07/2006,28.1,0,345.8333333,32.13
16/07/2006,29.42,0,253.125,27.16
17/07/2006,26.35,0,269.6759259,31.11
18/07/2006,26.03,0,298.7268519,41.11
19/07/2006,27.29,0,233.6805556,33.67
20/07/2006,22.61,0.889,206.712963,67.74
21/07/2006,23.1,0,329.6296296,56.53
22/07/2006,23.33,0,339.4675926,45.73
23/07/2006,24.85,0,327.7777778,51.7
24/07/2006,26.46,0,269.212963,44.73
25/07/2006,22.77,2.286,152.8935185,60.38
26/07/2006,22.38,2.8956,288.4259259,70.14
27/07/2006,24.84,0,322.337963,55.7
28/07/2006,25.72,0,329.7453704,47.11
29/07/2006,25.52,0,298.0324074,47.95
30/07/2006,27.71,0,318.0555556,41.83
31/07/2006,26.57,0,264.0046296,30.97
01/08/2006,21.47,0,253.2407407,62.26
02/08/2006,21.4,0,242.4768519,51.39
03/08/2006,20.58,0,290.8564815,62.6
04/08/2006,23.05,0,281.25,55.23
05/08/2006,23.82,0,169.0972222,42.18
06/08/2006,22.28,0,247.4537037,56.5
07/08/2006,22.49,0,296.412037,69.95
08/08/2006,24.69,0,311.6898148,56.96
09/08/2006,27.71,0,242.8240741,23.64
10/08/2006,27.18,0,212.962963,21.73
11/08/2006,24.14,0,270.9490741,36.83
12/08/2006,22.83,0,213.0787037,47.77
13/08/2006,20.12,1.143,288.5416667,61.84
14/08/2006,19.05,0,206.8287037,80.93
15/08/2006,21.4,0,253.8194444,66.38
16/08/2006,21.94,1.9304,243.75,57.98
17/08/2006,23.63,0,283.3333333,46.03
18/08/2006,20.51,0,185.7638889,62.88
19/08/2006,18.04,0,177.7777778,84.4
20/08/2006,19.89,0,259.9537037,70.03
21/08/2006,21.59,0,268.8657407,59.26
22/08/2006,22.69,0,246.412037,56.5
23/08/2006,25.68,0,278.587963,30.55
24/08/2006,25.44,0,231.0185185,30.69
25/08/2006,17.79,2.286,196.9907407,64.27
26/08/2006,14.8,1.397,170.9490741,86.72
27/08/2006,14.44,3.302,147.1064815,80.27
28/08/2006,15.82,0,259.1435185,69.42
29/08/2006,17.05,0,284.837963,65.12
30/08/2006,21.93,0,275.462963,50.08
31/08/2006,19.41,0,212.3842593,47.18
01/09/2006,13.09,0,219.9074074,79.32
02/09/2006,10.07,0,211.4583333,78.4
03/09/2006,15.02,0,280.0925926,52.1
04/09/2006,13.52,0,214.9305556,76.24
05/09/2006,16.92,0,265.8564815,64.96
06/09/2006,17.85,0,224.7685185,61.64
07/09/2006,17.71,0,200.9259259,57.51
08/09/2006,14.66,0,126.5046296,78.1
09/09/2006,13.83,5.842,153.4722222,92.42
10/09/2006,14.28,0,168.5185185,90.78
11/09/2006,13.11,7.4676,130.5555556,93.88
12/09/2006,15.64,0,252.3148148,69.23
13/09/2006,18.34,0,239.5833333,49.88
14/09/2006,19.71,0,223.1481481,51.73
15/09/2006,17.18,0.7366,189.3518519,62.86
16/09/2006,10.79,1.1684,161.4583333,60.87
17/09/2006,9.57,0,247.8009259,41.44
18/09/2006,11.16,0,111.9212963,47.81
19/09/2006,13.28,0,244.9074074,50.68
20/09/2006,14.01,0.127,203.7037037,55.83
21/09/2006,12.46,0,125.9259259,59.11
22/09/2006,9.14,0,97.33796296,59
23/09/2006,8.08,0,98.26388889,61.91
24/09/2006,10.23,0,235.0694444,58.24
25/09/2006,12.51,0,225.462963,47.1
26/09/2006,15.72,0,231.0185185,37.27
27/09/2006,11.38,0,166.3194444,56.15
28/09/2006,12.87,0,220.3703704,52.98
29/09/2006,17.3,0,208.3333333,35.63
30/09/2006,17.64,0,218.4027778,32.43
01/10/2006,18.5,0,158.6805556,22.98
02/10/2006,18.3,0,127.5462963,29.17
03/10/2006,16.59,0,95.71759259,44.98
04/10/2006,8.64,0,148.2638889,80.8
05/10/2006,14.73,0,168.1712963,65.53
06/10/2006,17.17,0,153.587963,63.96
07/10/2006,18.38,0,184.7222222,49.67
08/10/2006,7.78,1.0922,63.14814815,84.89
09/10/2006,2.61,6.731,39.35185185,99
10/10/2006,3.96,0.4064,90.625,96.1
11/10/2006,9.12,0,134.9537037,69.08
12/10/2006,7.42,0,190.625,69.85
13/10/2006,8.19,0,193.0555556,67.85
14/10/2006,8.8,0,111.6898148,74.78
15/10/2006,12.08,0,182.4074074,57.73
16/10/2006,10.72,0,103.4722222,64.09
17/10/2006,0.93,4.9276,49.20138889,89.58
18/10/2006,-0.98,0.1778,179.0509259,89.24
19/10/2006,4.66,0,97.4537037,69.9
20/10/2006,6.22,0.127,113.3101852,73.16
21/10/2006,1.99,0,142.2453704,69.74
22/10/2006,1.92,0,173.1481481,68.03
23/10/2006,6.93,0,176.8518519,51.23
24/10/2006,9.24,0,144.9074074,43.17
25/10/2006,9.04,0,132.0601852,58.22
