@T,D1D2,,,,
descr,average observed soil water content at probe D1 D2 depths 30cm 60cm 90cm 150cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,04.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1583.5,,,
x,,513610.5,,,
y,,4494889.5,,,
,25.04.2005,0.24228251,0.311672233,0.263879055,0.290378803
,26.04.2005,0.239412926,0.309782687,0.2631574,0.290621302
,27.04.2005,0.237103664,0.30824882,0.262449595,0.290925455
,28.04.2005,0.232247565,0.30785791,0.262273561,0.291267421
,29.04.2005,0.226185513,0.305109619,0.261669588,0.291530908
,30.04.2005,0.223953646,0.301980568,0.260234603,0.29174316
,01.05.2005,0.223600894,0.299947706,0.2586964,0.291773978
,02.05.2005,0.22507032,0.298827483,0.257236302,0.291606217
,03.05.2005,0.228148499,0.299367249,0.256225543,0.291376912
,04.05.2005,0.230964637,0.300786511,0.255853425,0.29103486
,05.05.2005,0.231808318,0.301849026,0.255803018,0.290775063
,06.05.2005,-9999,0.302764084,0.255837687,0.290624716
,07.05.2005,0.231129893,0.304145254,0.256323301,0.29061788
,08.05.2005,0.22709886,0.30355778,0.256452819,0.290850256
,09.05.2005,0.22337334,0.300738135,0.255475951,0.291216108
,10.05.2005,0.220365592,0.298304124,0.253935711,0.291506949
,11.05.2005,0.216979414,0.298787888,0.253891334,0.291859614
,12.05.2005,0.210073837,0.297430425,0.25387912,0.292370194
,13.05.2005,0.206861258,0.293550658,0.251758403,0.29270288
,14.05.2005,0.202024234,0.290034418,0.249045089,0.292833267
,15.05.2005,0.19701412,0.287359252,0.246789929,0.292757788
,16.05.2005,0.191433794,0.285153471,0.244854042,0.292479934
,17.05.2005,0.185008694,0.283473028,0.243278811,0.292188515
,18.05.2005,0.176893242,0.280755865,0.241472593,0.292000048
,19.05.2005,0.17112089,0.277920461,0.238917868,0.291958928
,20.05.2005,0.166168201,0.276044363,0.234782145,0.291986337
,21.05.2005,0.161346198,0.274695804,0.231922683,0.292000042
,22.05.2005,0.1568998,0.273677193,0.230696762,0.292027451
,23.05.2005,0.153302016,0.272709201,0.22947492,0.292092555
,24.05.2005,0.149802221,0.2717432,0.228598361,0.292154238
,25.05.2005,0.146871487,0.270646441,0.227774138,0.2923119
,26.05.2005,0.144390615,0.268844777,0.226526595,0.292418193
,27.05.2005,0.142817301,0.267097186,0.224955863,0.292435339
,28.05.2005,0.141466196,0.265586087,0.223345146,0.292308492
,29.05.2005,0.140424389,0.265190649,0.222366309,0.292075419
,30.05.2005,0.13401798,0.26466185,0.222476467,0.292603447
,31.05.2005,0.126907542,0.261638778,0.2220332,0.293485798
,01.06.2005,0.128515254,0.259801568,0.220798518,0.294115031
,02.06.2005,0.130254637,0.260368277,0.220132139,0.294514318
,03.06.2005,0.129348128,0.260428254,0.220019777,0.294834662
,04.06.2005,0.289126338,0.259582257,0.2196858,0.29521731
,05.06.2005,0.360596372,0.256907055,0.219113538,0.295793549
,06.06.2005,0.353182793,0.259437424,0.218464647,0.296104341
,07.06.2005,0.34767337,0.27028012,0.21854785,0.296183803
,08.06.2005,0.34186591,0.281252755,0.21919402,0.296232178
,09.06.2005,0.337155061,0.289676975,0.219939198,0.29638079
,10.06.2005,0.332546556,0.296352375,0.22075226,0.29660552
,11.06.2005,0.32999605,0.299824244,0.221243196,0.297024133
,12.06.2005,0.360864105,0.304989711,0.221208516,0.297339182
,13.06.2005,0.367366285,0.383657854,0.221384849,0.297904008
,14.06.2005,0.359160264,0.411007168,0.221173845,0.298035768
,15.06.2005,0.354685177,0.410687859,0.221110278,0.298132878
,16.06.2005,0.350999361,0.408042361,0.221549745,0.298236951
,17.06.2005,0.347817973,0.403954523,0.222421501,0.298351455
,18.06.2005,0.344907804,0.398658517,0.22364422,0.298542365
,19.06.2005,0.342418722,0.393329002,0.225186273,0.2988827
,20.06.2005,0.338320429,0.387049495,0.227048558,0.299365824
,21.06.2005,0.331167155,0.379250982,0.228919818,0.299974719
,22.06.2005,0.32166676,0.369449241,0.230533519,0.300594799
,23.06.2005,0.3093666,0.358753711,0.231865644,0.301274993
,24.06.2005,0.294587938,0.349317558,0.232966813,0.302001535
,25.06.2005,0.279349042,0.341121011,0.233772327,0.302634573
,26.06.2005,0.259795227,0.332399653,0.234349185,0.302998678
,27.06.2005,0.240779552,0.325945397,0.235013756,0.303180839
,28.06.2005,0.224886384,0.320389654,0.235652438,0.303191343
,29.06.2005,0.210815033,0.316414942,0.236310202,0.303226385
,30.06.2005,0.199666154,0.313197057,0.236932903,0.303212365
,01.07.2005,0.19200641,0.311149519,0.23745408,0.303264928
,02.07.2005,0.185956785,0.309999885,0.238024273,0.30320185
,03.07.2005,0.181454901,0.310540393,0.238819075,0.303285949
,04.07.2005,0.177334195,0.310481241,0.23957899,0.303640019
,05.07.2005,0.175970275,0.310110813,0.239882151,0.303934665
,06.07.2005,0.175517092,0.310621892,0.24021897,0.304190875
,07.07.2005,0.175431626,0.31170497,0.240787025,0.304415602
,08.07.2005,0.17511702,0.312808837,0.241581203,0.30467908
,09.07.2005,0.175426939,0.31415378,0.242450185,0.305005981
,10.07.2005,0.175736956,0.31574902,0.243449529,0.305399947
,11.07.2005,0.175551975,0.317033826,0.244537162,0.305878741
,12.07.2005,0.175866826,0.318088785,0.245520054,0.306407347
,13.07.2005,0.175939859,0.319353019,0.246511474,0.306961187
,14.07.2005,0.17581458,0.320650355,0.247533077,0.307565112
,15.07.2005,0.175062421,0.321557313,0.24847973,0.308350248
,16.07.2005,0.174042567,0.322174178,0.249291995,0.309154205
,17.07.2005,0.173343959,0.32249234,0.25000323,0.309849403
,18.07.2005,0.172276093,0.322431731,0.250507094,0.310549095
,19.07.2005,0.171871102,0.322386262,0.250824667,0.311246144
,20.07.2005,0.171964533,0.32274248,0.25115184,0.31189426
,21.07.2005,0.171759966,0.323262038,0.25160718,0.312461129
,22.07.2005,0.172345508,0.324025282,0.252103635,0.313028603
,23.07.2005,0.172320839,0.325135908,0.25279466,0.313589551
,24.07.2005,0.171976795,0.326016104,0.253533792,0.31418331
,25.07.2005,0.170160153,0.326401398,0.254230234,0.314763393
,26.07.2005,0.166398771,0.325273315,0.254563148,0.315408695
,27.07.2005,0.163411444,0.322470311,0.254114118,0.316026033
,28.07.2005,0.163608233,0.320839204,-9999,0.316464342
,29.07.2005,0.164158104,0.320563438,0.252594384,0.316708805
,30.07.2005,0.165074717,0.321080956,0.252434889,0.316849063
,31.07.2005,0.1656008,0.322049268,0.252666333,0.316978566
,01.08.2005,0.165854313,0.323072406,0.253126453,0.317133301
,02.08.2005,0.16567293,0.323907475,0.253703063,0.317331273
,03.08.2005,0.165054962,0.324507997,0.254252205,0.317633778
,04.08.2005,0.162705118,0.324462442,0.254707717,0.317925633
,05.08.2005,0.159053779,0.322303644,0.254626019,0.318318631
,06.08.2005,0.15858035,0.320450338,0.253847377,0.31861447
,07.08.2005,0.158512359,0.319778767,0.253185949,0.318758842
,08.08.2005,0.159054034,0.31987677,0.25286032,0.318809379
,09.08.2005,0.158945066,0.320438877,0.252844673,0.3187805
,10.08.2005,0.157731158,0.32036717,0.252982387,0.3188166
,11.08.2005,0.157168624,0.319963498,0.252982388,0.318863533
,12.08.2005,0.155900829,0.31968835,0.252879098,0.318939358
,13.08.2005,0.153905734,0.318622784,0.252653817,0.318921299
,14.08.2005,0.151075398,0.316224936,0.2520131,0.319029641
,15.08.2005,0.150712966,0.314161332,0.25094004,0.318964635
,16.08.2005,0.151652718,0.31368014,-9999,0.318791333
,17.08.2005,0.151882197,0.313948549,0.249627223,0.318538685
,18.08.2005,0.152258717,0.314385002,0.249530951,0.318289767
,19.08.2005,0.15255554,0.31498991,0.249642751,0.3180626
,20.08.2005,0.152974664,0.315715229,0.249894412,0.317914808
,21.08.2005,0.153262358,0.316636396,0.250251969,0.317831922
,22.08.2005,0.152886848,0.317307639,0.250712562,0.317828324
,23.08.2005,0.152465425,0.317649225,0.25108638,0.317878767
,24.08.2005,0.151928454,0.317799442,0.251366962,0.317986898
,25.08.2005,0.152216878,0.318186461,0.251588443,0.31806981
,26.08.2005,0.151156057,0.318400742,0.251903716,0.318210428
,27.08.2005,0.151078215,0.318487218,0.252069238,0.318351078
,28.08.2005,0.150461763,0.318566211,0.252247333,0.318488168
,29.08.2005,0.150384273,0.31870916,0.252378612,0.318614468
,30.08.2005,0.150395808,0.319047876,0.252566229,0.318748013
,31.08.2005,0.150065216,0.319665668,0.25285094,0.318834648
,01.09.2005,0.148324423,0.319379383,0.253142078,0.319015197
,02.09.2005,0.148217556,0.318822047,0.253091973,0.319184967
,03.09.2005,0.148208608,0.31895,0.253057529,0.319318653
,04.09.2005,0.148086054,0.319319013,0.253173401,0.319394546
,05.09.2005,0.147465412,0.319560127,0.253389562,0.319488521
,06.09.2005,0.146186944,0.319522492,0.253555665,0.319582504
,07.09.2005,0.14507884,0.318592609,0.253505517,0.319723526
,08.09.2005,0.14543149,0.318472176,0.253279906,0.319810329
,09.09.2005,0.145730953,0.318874737,0.253286172,0.319850118
,10.09.2005,0.145286215,0.319443323,0.253511785,0.319897145
,11.09.2005,0.144737533,0.319650584,0.253778313,0.31996226
,12.09.2005,0.144360493,0.319707107,0.253950845,0.320067184
,13.09.2005,0.142799522,0.319635559,0.254120315,0.320139553
,14.09.2005,0.14046025,0.318299558,0.254013611,0.320269861
,15.09.2005,0.138942855,0.316378122,0.253373963,0.320371241
,16.09.2005,0.138397506,0.315083446,0.252516244,0.320360378
,17.09.2005,0.138201965,0.314138792,0.251806965,0.320215565
,18.09.2005,0.138264659,0.313914997,0.251285893,0.320023769
,19.09.2005,0.137718825,0.313695067,0.250967959,0.319806712
,20.09.2005,0.13716787,0.313382114,0.250712556,0.319593353
,21.09.2005,0.137151953,0.313158634,0.250472853,0.319376476
,22.09.2005,0.135974822,0.312991156,0.250332832,0.319174128
,23.09.2005,0.13398381,0.311668055,0.249997013,0.319033255
,24.09.2005,0.133691997,-9999,-9999,-9999
,25.09.2005,-9999,-9999,-9999,-9999
,26.09.2005,-9999,-9999,-9999,-9999
,27.09.2005,-9999,-9999,-9999,-9999
,28.09.2005,0.13067021,0.30771778,0.247171593,0.317705821
,29.09.2005,-9999,-9999,-9999,-9999
,30.09.2005,0.128080714,0.304405163,0.245603111,0.317082919
,01.10.2005,0.129398686,0.304119551,0.244736555,0.316680043
,02.10.2005,0.130022984,0.304877498,0.24444504,0.316237946
,03.10.2005,0.129855773,0.305530127,0.244521724,0.315799818
,04.10.2005,0.128723195,0.305673227,0.244687413,0.315462472
,05.10.2005,0.124204325,0.303901027,0.244503345,0.315211398
,06.10.2005,0.12123541,0.30027173,0.243403782,0.314989133
,07.10.2005,0.119944094,0.297169025,0.241645435,0.314641585
,08.10.2005,0.120079252,0.295176858,0.23992789,0.314158256
,09.10.2005,0.120350969,0.294706074,0.238682975,0.313446582
,10.10.2005,0.116353385,0.292893935,0.237785984,0.312746582
,11.10.2005,0.122615952,0.287946673,0.235854167,0.312043946
,12.10.2005,0.137865844,0.284958134,0.233420533,0.311267523
,13.10.2005,0.151068637,0.283643498,0.231568636,0.310335921
,14.10.2005,0.163039401,0.282994481,0.230252126,0.309299585
,15.10.2005,0.173016002,0.283159238,0.229444884,0.308272387
,16.10.2005,0.180955197,0.28346087,0.229005023,0.30732843
,17.10.2005,0.188404595,0.284092874,0.228801501,0.306495518
,18.10.2005,0.194366567,0.285017735,0.228916523,0.305794227
,19.10.2005,0.198407869,0.285782162,0.229176163,0.305157208
,20.10.2005,0.203081296,0.284567762,0.229187978,0.3047072
,21.10.2005,0.213050893,0.283120739,0.228592255,0.304254073
,22.10.2005,0.221339807,0.282350147,0.227953265,0.303875035
,23.10.2005,0.22776636,0.281147561,0.227286002,0.303370075
,24.10.2005,0.231717774,0.279468008,0.226438213,0.302872628
,25.10.2005,0.237339826,0.277953201,0.225358417,0.302295222
,26.10.2005,0.242198788,0.277835273,0.224564361,0.301725455
,27.10.2005,0.245308509,0.277797155,0.224121371,0.301020248
,28.10.2005,0.247316489,0.277229006,0.223737118,0.300430989
,29.10.2005,0.249851387,0.277066262,0.223321273,0.299856347
,30.10.2005,0.249490741,0.276789561,0.223062694,0.299337995
,31.10.2005,0.247693618,0.275015423,0.222511339,0.298820177
,01.11.2005,0.247798312,0.27299684,0.22146305,0.298330654
,02.11.2005,0.249043868,0.272400069,0.220472385,0.297772297
,03.11.2005,0.249700315,0.272300699,0.219878677,0.297100299
,04.11.2005,0.249336763,0.272304149,0.219524645,0.296501818
,05.11.2005,0.248526527,0.271746158,0.219159486,0.295928212
,06.11.2005,0.246158635,0.270468738,0.218622487,0.295362181
,07.11.2005,0.246105907,0.268898306,0.21774258,0.294810563
,08.11.2005,0.24704622,0.268548151,0.216933229,0.294235482
,09.11.2005,0.247316384,0.268932224,0.21656203,0.293640448
,10.11.2005,0.245879831,0.268459916,0.216285355,0.293035823
,11.11.2005,0.246665918,0.268228925,0.215877834,0.292486798
,12.11.2005,0.246862109,0.268881257,0.215741131,0.291962373
,13.11.2005,0.243609894,0.268636732,0.215766758,0.291527499
,14.11.2005,0.240860443,0.26670762,0.21525467,0.291120352
,15.11.2005,0.237763501,0.264480356,0.214263785,0.290675982
,16.11.2005,0.234152455,0.261340824,0.212868773,0.29016375
,17.11.2005,0.232607568,0.258435248,0.211093827,0.289512285
,18.11.2005,0.231933901,0.256523261,0.209389127,0.288705151
,19.11.2005,0.232850198,0.255476333,0.207996135,0.287807617
,20.11.2005,0.232551673,0.255298315,0.207061269,0.286857511
,21.11.2005,0.233321393,0.255143393,0.206395087,0.285953246
,22.11.2005,0.233843245,0.255677573,0.205993208,0.2850912
,23.11.2005,0.233238548,0.255941578,0.20582983,0.284301518
,24.11.2005,0.232885948,0.25589866,0.205633329,0.283641075
,25.11.2005,0.23213207,0.255756764,0.205392693,0.283011816
,26.11.2005,0.231379368,0.255374141,0.205121841,0.282460637
,27.11.2005,0.23127597,0.255103852,0.20476563,0.28193694
,28.11.2005,0.229303664,0.254570539,0.204431848,0.281410472
,29.11.2005,0.227028715,0.253115392,0.203847875,0.280897986
,30.11.2005,0.225544203,0.251348073,0.202970992,0.280359302
,01.12.2005,0.22474371,0.250027338,0.20198131,0.279774485
,02.12.2005,0.223837617,0.24873036,0.20097816,0.279107026
,03.12.2005,0.224590112,0.24803299,0.20009223,0.27840385
,04.12.2005,0.224095393,0.247968216,0.199488399,0.277698427
,05.12.2005,0.222688988,0.24707191,0.198937274,0.276990741
,06.12.2005,0.221879873,0.245977446,0.198208333,0.276337158
,07.12.2005,0.221001025,0.244979181,0.197418881,0.27564479
,08.12.2005,0.219509642,0.243915983,0.196612446,0.274917104
,09.12.2005,0.217219664,0.242717963,0.195743481,0.274174056
,10.12.2005,0.215533688,0.241737105,0.194868743,0.273415723
,11.12.2005,0.214107258,0.241054805,0.194087214,0.272671826
,12.12.2005,0.213737668,0.240535888,0.19341692,0.271889713
,13.12.2005,0.214991378,0.240186062,0.19281989,0.27116466
,14.12.2005,0.216453173,0.240027153,0.192364855,0.270463675
,15.12.2005,0.21473583,0.239884201,0.191995455,0.269776843
,16.12.2005,0.208377004,0.239547673,0.191668947,0.269136737
,17.12.2005,0.192014871,0.239065586,0.191260588,0.26852035
,18.12.2005,0.174640309,0.238498588,0.190786615,0.26791457
,19.12.2005,0.162020485,0.23800193,0.190292197,0.267280373
,20.12.2005,0.155024784,0.237600625,0.189830191,0.266666512
,21.12.2005,0.159836828,0.237322787,0.189403094,0.266131313
,22.12.2005,0.173120504,0.237310159,0.189066046,0.26553846
,23.12.2005,0.188324799,0.237382757,0.18881612,0.264985201
,24.12.2005,0.202819202,0.237515348,0.188645229,0.264484306
,25.12.2005,0.213799823,0.237714321,0.1885191,0.264035593
,26.12.2005,0.217748145,0.237903922,0.188458685,0.263551872
,27.12.2005,0.219778216,0.238093604,0.188414033,0.263181381
,28.12.2005,0.221075593,0.238292865,0.1884009,0.262817643
,29.12.2005,0.221802253,0.238473234,0.18839302,0.262486345
,30.12.2005,0.222683057,0.238827908,0.188442926,0.262184221
,31.12.2005,0.223086706,0.239173348,0.188532226,0.26188552
,01.01.2006,0.224368136,0.239541363,0.188605804,0.261615883
,02.01.2006,0.225547235,0.240698232,0.188866105,0.261384917
,03.01.2006,0.226096546,0.241427698,0.189260856,0.261195727
,04.01.2006,0.22619559,0.242219183,0.189666662,0.261089946
,05.01.2006,0.225468748,0.242289448,0.189967368,0.260980986
,06.01.2006,0.225744984,0.242247905,0.190043914,0.26092652
,07.01.2006,0.22744255,0.242871488,0.190173307,0.260859245
,08.01.2006,0.229050806,0.244108585,0.190559146,0.260791984
,09.01.2006,0.227877974,0.244966218,0.191133433,0.260763159
,10.01.2006,0.226212965,0.244529102,0.191424903,0.260759955
,11.01.2006,-9999,-9999,-9999,-9999
,12.01.2006,-9999,-9999,-9999,-9999
,13.01.2006,-9999,-9999,-9999,-9999
,14.01.2006,-9999,-9999,-9999,-9999
,15.01.2006,-9999,-9999,-9999,-9999
,16.01.2006,-9999,-9999,-9999,-9999
,17.01.2006,-9999,-9999,-9999,-9999
,18.01.2006,0.225243024,0.243867784,0.19371814,0.260529429
,19.01.2006,0.226745377,0.24422078,0.19306453,0.260481416
,20.01.2006,0.225573426,0.244413411,0.191260564,0.260343818
,21.01.2006,0.224346908,0.243810066,0.191165189,0.260215856
,22.01.2006,0.223649724,0.24302186,0.190865998,0.260110316
,23.01.2006,0.22330606,0.242430083,0.190458668,0.259950458
,24.01.2006,0.223043443,0.241957294,0.190067695,0.259761893
,25.01.2006,-9999,-9999,-9999,-9999
,26.01.2006,-9999,-9999,-9999,-9999
,27.01.2006,-9999,-9999,-9999,-9999
,28.01.2006,-9999,-9999,-9999,-9999
,29.01.2006,-9999,-9999,-9999,-9999
,30.01.2006,-9999,-9999,-9999,-9999
,31.01.2006,-9999,-9999,-9999,-9999
,01.02.2006,-9999,-9999,-9999,-9999
,02.02.2006,-9999,-9999,-9999,-9999
,03.02.2006,-9999,-9999,-9999,-9999
,04.02.2006,-9999,-9999,-9999,-9999
,05.02.2006,-9999,-9999,-9999,-9999
,06.02.2006,-9999,-9999,-9999,-9999
,07.02.2006,-9999,-9999,-9999,-9999
,08.02.2006,-9999,-9999,-9999,-9999
,09.02.2006,-9999,-9999,-9999,-9999
,10.02.2006,-9999,-9999,-9999,-9999
,11.02.2006,-9999,-9999,-9999,-9999
,12.02.2006,-9999,-9999,-9999,-9999
,13.02.2006,-9999,-9999,-9999,-9999
,14.02.2006,-9999,-9999,-9999,-9999
,15.02.2006,-9999,-9999,-9999,-9999
,16.02.2006,-9999,-9999,-9999,-9999
,17.02.2006,-9999,-9999,-9999,-9999
,18.02.2006,-9999,-9999,-9999,-9999
,19.02.2006,-9999,-9999,-9999,-9999
,20.02.2006,-9999,-9999,-9999,-9999
,21.02.2006,-9999,-9999,-9999,-9999
,22.02.2006,-9999,-9999,-9999,-9999
,23.02.2006,-9999,-9999,-9999,-9999
,24.02.2006,-9999,-9999,-9999,-9999
,25.02.2006,-9999,-9999,-9999,-9999
,26.02.2006,-9999,-9999,-9999,-9999
,27.02.2006,-9999,-9999,-9999,-9999
,28.02.2006,-9999,-9999,-9999,-9999
,01.03.2006,-9999,-9999,-9999,-9999
,02.03.2006,-9999,-9999,-9999,-9999
,03.03.2006,0.247071809,0.231166635,0.140034474,0.194145632
,04.03.2006,0.248582991,0.231993684,0.140736578,0.194335725
,05.03.2006,0.248572066,0.232991417,0.14144156,0.194580851
,06.03.2006,-9999,-9999,-9999,-9999
,07.03.2006,0.254044555,0.198917837,0.141976707,0.195483183
,08.03.2006,0.25295244,0.200193546,0.142773488,0.195863205
,09.03.2006,0.248605944,0.200115006,0.143426015,0.196256788
,10.03.2006,0.246023758,0.198986165,0.143482665,0.19667372
,11.03.2006,0.242586629,0.197531191,0.14314417,0.19700385
,12.03.2006,0.240768529,0.196145267,0.142532917,0.197219774
,13.03.2006,0.239581629,0.195279833,0.141937133,0.197315717
,14.03.2006,0.23876099,0.194648003,0.141405692,0.197299076
,15.03.2006,0.238912858,0.194331468,0.140996067,0.197212052
,16.03.2006,0.239725524,0.194573949,0.140755928,0.197082491
,17.03.2006,0.241063036,0.195328785,0.140757787,0.196953364
,18.03.2006,0.241608805,0.196156823,0.140971508,0.196857359
,19.03.2006,0.241221063,0.196859027,0.141246106,0.196822037
,20.03.2006,0.239149914,0.196882716,0.141460871,0.196850825
,21.03.2006,0.237292776,0.196190864,0.141351037,0.196886931
,22.03.2006,0.236094409,0.195536392,0.141031858,0.196893802
,23.03.2006,0.235382641,0.195025291,0.140658564,0.196840784
,24.03.2006,0.237027422,0.195248559,0.140383556,0.196767702
,25.03.2006,0.239205097,0.196287582,0.140440459,0.196642502
,26.03.2006,0.241711832,0.197776628,0.14081651,0.196546142
,27.03.2006,0.242469631,0.19912518,0.141408164,0.196536931
,28.03.2006,0.244541829,0.200433264,0.141998492,0.196630837
,29.03.2006,0.247204352,0.202098187,0.142699753,0.196763994
,30.03.2006,0.248792159,0.20395961,0.143573449,0.196963327
,31.03.2006,0.249149622,0.205276234,0.144465522,0.197256896
,01.04.2006,0.250259903,0.206386615,0.145207227,0.197623057
,02.04.2006,0.250676792,0.20754899,0.145927341,0.197991233
,03.04.2006,0.249774836,0.208053505,0.146537318,0.198420317
,04.04.2006,0.250897423,0.208636201,0.146950289,0.198834861
,05.04.2006,0.253588198,0.209828416,0.147445137,0.199227882
,06.04.2006,0.255710741,0.211873481,0.148238031,0.199598212
,07.04.2006,0.254260998,0.212851727,0.149135055,0.200039104
,08.04.2006,0.253100309,0.212996015,0.149674977,0.200513562
,09.04.2006,0.254960251,0.213409983,0.149974692,0.200968351
,10.04.2006,0.258196438,0.214983434,0.150479661,0.201392264
,11.04.2006,0.260338838,0.217060335,0.151358634,0.201788037
,12.04.2006,0.26054196,0.218434654,0.152368354,0.202270732
,13.04.2006,0.263325512,0.219831138,0.153204744,0.202784301
,14.04.2006,0.266690833,0.222069743,0.154219763,0.203329551
,15.04.2006,0.268029487,0.224404928,0.1555111,0.203896206
,16.04.2006,0.26704319,0.225419468,0.156695242,0.204572462
,17.04.2006,0.269138504,0.226725451,0.157579647,0.205279699
,18.04.2006,0.26921746,0.228181653,0.158569673,0.20598649
,19.04.2006,0.265113736,0.227979753,0.159334036,0.206703713
,20.04.2006,0.264302871,0.227061333,0.159432956,0.207386302
,21.04.2006,0.26636881,0.227390427,0.159445611,0.207968529
,22.04.2006,0.268993794,0.228728609,0.159826682,0.208446067
,23.04.2006,0.271236996,0.230524111,0.160578982,0.208885048
,24.04.2006,0.268620481,0.231709927,0.161499388,0.209397108
,25.04.2006,0.260949193,0.229765613,0.161800539,0.20993138
,26.04.2006,0.258177492,0.226922871,0.16100532,0.210451474
,27.04.2006,0.263155681,0.22669304,0.160143103,0.210778347
,28.04.2006,0.267336323,0.229019069,0.160292976,0.210919038
,29.04.2006,0.265448451,0.230169669,0.161029438,0.211077714
,30.04.2006,0.264382374,0.229985779,0.161377509,0.211322791
,01.05.2006,0.264878935,0.230031506,0.161485258,0.211623126
,02.05.2006,0.267458921,0.230954714,0.161714938,0.211867306
,03.05.2006,0.267499693,0.232210279,0.162260237,0.212099316
,04.05.2006,0.26373124,0.232065089,0.162696996,0.212385248
,05.05.2006,0.259445696,0.230508319,0.162573914,0.212719608
,06.05.2006,0.25926327,0.228826303,0.161910875,0.212996532
,07.05.2006,0.264698459,0.229833332,0.161495336,0.213130812
,08.05.2006,0.267295659,0.231918653,0.16198416,0.213166961
,09.05.2006,0.26596146,0.23290691,0.16272841,0.213302981
,10.05.2006,0.265938873,0.233212658,0.163156734,0.2135398
,11.05.2006,0.265534204,0.233228291,0.163417033,0.213793333
,12.05.2006,0.268323306,0.233980024,0.163612791,0.214044653
,13.05.2006,0.271210879,0.235499778,0.164144107,0.214264607
,14.05.2006,0.275040269,0.237756799,0.165006275,0.214533244
,15.05.2006,0.276812813,0.240106789,0.166254453,0.214881831
,16.05.2006,0.278099167,0.24167427,0.167439584,0.215335298
,17.05.2006,0.280061194,0.243310371,0.168492576,0.215839565
,18.05.2006,0.280218656,0.24460929,0.169530197,0.216415978
,19.05.2006,0.283098605,0.246010415,0.170439759,0.217005866
,20.05.2006,0.285132925,0.247970784,0.171538425,0.217611277
,21.05.2006,0.287117805,0.249868427,0.172748293,0.2182252
,22.05.2006,0.287822887,0.251612626,0.173985067,0.218858575
,23.05.2006,0.285394872,0.252149147,0.175035989,0.219575803
,24.05.2006,0.285741279,0.252032941,0.175558123,0.220260871
,25.05.2006,0.288504979,0.253212848,0.176068954,0.220882162
,26.05.2006,0.290976035,0.255143971,0.176990427,0.221460013
,27.05.2006,0.292274834,0.25692384,0.178120383,0.222040816
,28.05.2006,0.292897989,0.258457616,0.17926858,0.222639605
,29.05.2006,0.291169298,0.258858587,0.180207617,0.223326983
,30.05.2006,0.290208826,0.258764575,0.180684489,0.223996197
,31.05.2006,0.28914545,0.258473512,0.180948119,0.224616406
,01.06.2006,0.289354016,0.25832285,0.181038892,0.225192199
,02.06.2006,0.291728932,0.259047476,0.181238395,0.225668908
,03.06.2006,0.294277496,0.260676431,0.181846408,0.226072381
,04.06.2006,0.296196081,0.26242284,0.182771927,0.226490102
,05.06.2006,0.298464588,0.264331235,0.183852442,0.226957186
,06.06.2006,0.299857587,0.266159862,0.185060223,0.227493461
,07.06.2006,0.301898506,0.267945271,0.186269114,0.228059058
,08.06.2006,0.303141003,0.269779703,0.187553829,0.228687144
,09.06.2006,0.302686078,0.27085689,0.18872898,0.22935581
,10.06.2006,0.302063948,0.271481354,0.189605857,0.230061861
,11.06.2006,0.301224717,0.271496863,0.190184185,0.230767584
,12.06.2006,0.301746902,0.271790885,0.190590311,0.231419598
,13.06.2006,0.303631685,0.272747558,0.191059103,0.232018908
,14.06.2006,0.305183389,0.274277955,0.19185854,0.232547088
,15.06.2006,0.305314156,0.275607499,0.192784282,0.233095537
,16.06.2006,0.304048498,0.276135699,0.193577178,0.233677143
,17.06.2006,0.301797044,0.275628221,0.193955859,0.234284266
,18.06.2006,0.302684384,0.275577091,0.19402927,0.234857363
,19.06.2006,0.303469709,0.276421067,0.194341202,0.235338194
,20.06.2006,0.303360516,0.277252472,0.194844606,0.235778618
,21.06.2006,0.301998758,0.277483705,0.195311503,0.236231907
,22.06.2006,0.300898672,0.277555493,0.195559322,0.23666905
,23.06.2006,0.298258929,0.276839541,0.195626546,0.237098994
,24.06.2006,0.299556737,0.276956832,0.195506369,0.237479569
,25.06.2006,0.29805753,0.277557035,0.195733371,0.237810217
,26.06.2006,0.296036762,0.277330719,0.195897438,0.238102056
,27.06.2006,0.295018529,0.277450555,0.195924585,0.238404413
,28.06.2006,0.293274897,0.278168508,0.19617413,0.238667359
,29.06.2006,0.289552943,0.278435686,0.196535323,0.238933521
,30.06.2006,0.2845604,0.279323941,0.197012613,0.239180824
,01.07.2006,0.281289333,0.280148799,0.197691744,0.239455944
,02.07.2006,0.280584911,0.280482095,0.198176175,0.239779197
,03.07.2006,0.279844229,0.280491501,0.198502314,0.240107068
,04.07.2006,0.278874664,0.280361528,0.198708449,0.240424386
,05.07.2006,0.27865846,0.280333692,0.198843822,0.240746254
,06.07.2006,0.277758528,0.280105832,0.198953032,0.241035488
,07.07.2006,0.277683284,0.280016889,0.199024221,0.241281566
,08.07.2006,0.277466456,0.280293419,0.199155621,0.2415213
,09.07.2006,0.273434548,0.279377109,0.199225408,0.24179154
,10.07.2006,0.270186508,0.277090489,0.198651845,0.241999938
,11.07.2006,0.272331304,0.276282102,0.197834225,0.242117697
