@T,D1D2,,,,
descr,average observed soil water content at probe D1 D2 depths 30cm 60cm 90cm 150cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,04.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1583.5,,,
x,,513610.5,,,
y,,4494889.5,,,
,08.12.2007,0.110431482,0.147700022,0.147265819,0.197275344
,09.12.2007,0.109130541,0.147070831,0.147178189,0.197020028
,10.12.2007,0.108010666,0.146278115,0.146817278,0.196755972
,11.12.2007,0.107487502,0.145495042,0.14630211,0.196474775
,12.12.2007,0.107569324,0.145056439,0.145783571,0.19614534
,13.12.2007,0.10754313,0.144822296,0.145382562,0.195759474
,14.12.2007,0.107353254,0.144575473,0.145043664,0.195366687
,15.12.2007,0.106704322,0.144258903,0.144723353,0.1949869
,16.12.2007,0.105479022,0.143572176,0.144303764,0.194606469
,17.12.2007,0.104561203,0.142717741,0.143731458,0.194225178
,18.12.2007,0.103999025,0.141958868,0.143067967,0.193795309
,19.12.2007,0.103661079,0.141343233,0.142432662,0.193348262
,20.12.2007,0.103506751,0.140882332,0.141864831,0.192867287
,21.12.2007,0.103494165,0.140570584,0.141384573,0.192376972
,22.12.2007,0.103385456,0.140401628,0.140987741,0.19191533
,23.12.2007,0.102641399,0.139979365,0.140593991,0.19144102
,24.12.2007,0.102157307,0.139420222,0.140100393,0.190971093
,25.12.2007,0.101874857,0.138801109,0.139542708,0.190485527
,26.12.2007,0.101940544,0.138692369,0.139100083,0.190033846
,27.12.2007,0.10111733,0.13821612,0.13868354,0.189561823
,28.12.2007,0.10092928,0.137620497,0.138151273,0.189086852
,29.12.2007,0.10084627,0.13738659,0.137702829,0.18858995
,30.12.2007,0.100592867,0.137053568,0.137292545,0.188112793
,31.12.2007,0.100527275,0.136875419,0.136926807,0.187655495
,01.01.2008,0.100102961,0.136684193,0.136594652,0.187218149
,02.01.2008,0.099070475,0.136168553,0.136172013,0.186768284
,03.01.2008,0.098417977,0.135266857,0.13555978,0.186294696
,04.01.2008,0.098806391,0.134710087,0.13495948,0.185817289
,05.01.2008,0.0994819,0.134693534,0.134550724,0.185337851
,06.01.2008,0.100403764,0.134831744,0.134327961,0.184851625
,07.01.2008,0.101304795,0.135580558,0.134424344,0.184456244
,08.01.2008,0.101441833,0.136223161,0.134630643,0.184128827
,09.01.2008,0.100899504,0.136238391,0.134744511,0.18383412
,10.01.2008,0.100608484,0.135993251,0.134629754,0.183567967
,11.01.2008,0.100490115,0.135776555,0.134435597,0.183315759
,12.01.2008,0.100528842,0.135708768,0.134267635,0.183072225
,13.01.2008,0.100149493,0.135689576,0.134142409,0.182826493
,14.01.2008,0.099822599,0.135333738,0.13392131,0.182570763
,15.01.2008,0.099634039,0.135190242,0.133683805,0.182328463
,16.01.2008,0.098931907,0.13512811,0.133486845,0.209683988
,17.01.2008,0.095117873,0.134660547,0.133185327,0.181825476
,18.01.2008,0.092875343,0.133591812,0.132598059,0.181518431
,19.01.2008,0.091604979,0.132878985,0.131919937,0.181174411
,20.01.2008,0.091067277,0.132335287,0.131307859,0.180773183
,21.01.2008,0.090399654,0.13210416,0.130814089,0.180366828
,22.01.2008,0.086663024,0.13174371,0.130370797,0.179917714
,23.01.2008,0.084504985,0.13096403,0.129808859,0.179441918
,24.01.2008,0.083271958,0.130456053,0.129260165,0.178993557
,25.01.2008,0.084377944,0.129779986,0.128733052,0.17848799
,26.01.2008,0.088138021,0.129559186,0.128362503,0.177987893
,27.01.2008,0.092355838,0.130212171,0.128304264,0.177543677
,28.01.2008,0.096080203,0.130611343,0.128380786,0.177093811
,29.01.2008,0.099199747,0.131967291,0.12873902,0.176793381
,30.01.2008,0.09879835,0.132928246,0.129247376,0.176580301
,31.01.2008,0.097181656,0.133048787,0.129548056,0.20274292
,01.02.2008,0.097175497,0.132709607,0.129576528,0.176324265
,02.02.2008,0.097953295,0.132708368,0.129469113,0.17622331
,03.02.2008,0.097254414,0.132720343,0.12943937,0.176092553
,04.02.2008,0.097479203,0.132591683,0.129376862,0.175955623
,05.02.2008,0.097168969,0.132570989,0.129289468,0.175809513
,06.02.2008,0.094472131,0.132430582,0.129182268,0.175668843
,07.02.2008,0.092699605,0.131930355,0.128990711,0.175487524
,08.02.2008,0.094574527,0.131550683,0.128705954,0.175300218
,09.02.2008,0.097039828,0.131552859,0.128506147,0.175075712
,10.02.2008,0.099777544,0.131973428,0.128537275,0.174866367
,11.02.2008,0.101187889,0.132374295,0.128734468,0.174666853
,12.02.2008,0.102106731,0.132993213,0.129048158,0.174539059
,13.02.2008,0.102518889,0.133769428,0.129458717,0.174474582
,14.02.2008,0.103118043,0.134033695,0.129836606,0.174466172
,15.02.2008,0.10353478,0.134848367,0.130226165,0.17449903
,16.02.2008,0.103565565,0.135170173,0.1305945,0.174569356
,17.02.2008,0.103800107,0.135277229,0.13081053,0.174649275
,18.02.2008,0.103909592,0.135787241,0.131060347,0.174738426
,19.02.2008,0.103884937,0.135802207,0.131254421,0.174821616
,20.02.2008,0.104201059,0.135709163,0.131353667,0.174928469
,21.02.2008,0.104591761,0.135916637,0.13148934,0.174975995
,22.02.2008,0.10529303,0.136144826,0.131661156,0.175035878
,23.02.2008,0.106562507,0.136666292,0.13192776,0.175096678
,24.02.2008,0.108038086,0.137534699,0.13233126,0.175192603
,25.02.2008,0.109575452,0.138494446,0.132887987,0.175308817
,26.02.2008,0.109981794,0.139437583,0.133533594,0.175477618
,27.02.2008,0.110461942,0.140038254,0.134135026,0.175688425
,28.02.2008,0.11237934,0.140769399,0.134676134,0.175961624
,29.02.2008,0.114235613,0.142082677,0.135380142,0.176247579
,01.03.2008,0.115584178,0.143296091,0.136242186,0.176573865
,02.03.2008,0.117497075,0.144750048,0.137177686,0.176977842
,03.03.2008,0.114121857,0.145111534,0.138115082,0.177396088
,04.03.2008,0.11300118,0.144245822,0.138387378,0.177872763
,05.03.2008,0.1126908,0.143804759,0.138339388,0.178312255
,06.03.2008,0.111685081,0.143408785,0.138259046,0.178643874
,07.03.2008,0.110890787,0.142794019,0.138075138,0.178877797
,08.03.2008,0.112255014,0.142542212,0.13783854,0.179052819
,09.03.2008,0.114168298,0.143259789,0.13786354,0.179171092
,10.03.2008,0.115174827,0.144139279,0.138237469,0.179262991
,11.03.2008,0.116609228,0.144934332,0.138709302,0.179401077
,12.03.2008,0.119448582,0.146226361,0.139317022,0.179587318
,13.03.2008,0.119698806,0.147569318,0.140204012,0.179850201
,14.03.2008,0.119651887,0.148184326,0.140978643,0.180181729
,15.03.2008,0.119267053,0.148383699,0.141530482,0.180556381
,16.03.2008,0.119349943,0.148634428,0.141906675,0.18095004
,17.03.2008,0.116910383,0.148249591,0.142175686,0.181308369
,18.03.2008,0.11565291,0.147265036,0.142053865,0.181649793
,19.03.2008,0.11603664,0.146740522,0.141737736,0.181912428
,20.03.2008,0.117780066,0.146870428,0.141573512,0.182078582
,21.03.2008,0.118807229,0.147646079,0.141749234,0.182200428
,22.03.2008,0.118525656,0.148039498,0.142084217,0.182335081
,23.03.2008,0.117377125,0.147874764,0.142287394,0.182482551
,24.03.2008,0.118235901,0.147635399,0.142267262,0.182660213
,25.03.2008,0.12079367,0.148335187,0.142374017,0.182806473
,26.03.2008,0.122845622,0.149582849,0.142856088,0.182925765
,27.03.2008,0.12474344,0.151089001,0.143616239,0.183122732
,28.03.2008,0.121991646,0.15149967,0.144453624,0.18338472
,29.03.2008,0.121794204,0.15095298,0.144709256,0.183706003
,30.03.2008,0.122843336,0.151215946,0.14481762,0.184020505
,31.03.2008,0.120829156,0.151085066,0.145046061,0.184292764
,01.04.2008,0.118395089,0.150134959,0.144948952,0.184538463
,02.04.2008,0.118243548,0.14901766,0.144485747,0.184727491
,03.04.2008,0.120877391,0.149178477,0.144098212,0.184830134
,04.04.2008,0.120733613,0.149724695,0.144190331,0.184884247
,05.04.2008,0.123187718,0.150308307,0.144356168,0.184931619
,06.04.2008,0.124148952,0.151332546,0.144807306,0.185000463
,07.04.2008,0.1241522,0.152043811,0.14534976,0.185130698
,08.04.2008,0.122716773,0.1518463,0.14571072,0.18531138
,09.04.2008,0.124429638,0.151960692,0.145808088,0.185507461
,10.04.2008,0.122468954,0.152198156,0.146066022,0.185713771
,11.04.2008,0.120001722,0.151073357,0.146012539,0.185904449
,12.04.2008,0.119694896,0.150103645,0.145553381,0.186076012
,13.04.2008,0.121040435,0.149682868,0.145081462,0.186154678
,14.04.2008,0.125470636,0.150694329,0.144962391,0.186151806
,15.04.2008,0.129669075,0.152842761,0.145558412,0.186131933
,16.04.2008,0.132153644,0.15535938,0.146749155,0.186211632
,17.04.2008,0.129378435,0.156104491,0.147986918,0.186427441
,18.04.2008,0.129621624,0.155858527,0.148514569,0.18678326
,19.04.2008,0.132385915,0.156473855,0.14885665,0.187159885
,20.04.2008,0.135350179,0.158031533,0.14955332,0.187507855
,21.04.2008,0.136791822,0.159825433,0.150622517,0.187886939
,22.04.2008,0.135858198,0.16052298,0.151648343,0.188311937
,23.04.2008,0.137835445,0.160984517,0.152303723,0.188814033
,24.04.2008,0.140512225,0.162404693,0.153079581,0.189313079
,25.04.2008,0.140197151,0.163685473,0.154102896,0.189811031
,26.04.2008,0.138346881,0.163696925,0.154889868,0.190369256
,27.04.2008,0.136504719,0.162806364,0.155132972,0.190901669
,28.04.2008,0.137648034,0.162296793,0.154983799,0.191405416
,29.04.2008,0.140114779,0.162884485,0.155043759,0.191784248
,30.04.2008,0.142348369,0.164016762,0.155514291,0.192123722
,01.05.2008,0.143714055,0.165680138,0.156338158,0.192472335
,02.05.2008,-9999,-9999,-9999,-9999
,03.05.2008,-9999,-9999,-9999,-9999
,04.05.2008,-9999,-9999,-9999,-9999
,05.05.2008,-9999,-9999,-9999,-9999
,06.05.2008,-9999,-9999,-9999,-9999
,07.05.2008,-9999,-9999,-9999,-9999
,08.05.2008,0.148941818,0.169640001,0.159537556,0.194534892
,09.05.2008,0.146875946,0.169335259,0.160367002,0.195013985
,10.05.2008,0.147281469,0.169152433,0.160642443,0.195501076
,11.05.2008,0.144932605,0.168388055,0.1607687,0.19597888
,12.05.2008,0.148047801,0.168220036,0.160587465,0.196363406
,13.05.2008,0.147673307,0.169008986,0.160837642,0.196655871
,14.05.2008,0.145805814,0.168395914,0.161042306,0.196935567
,15.05.2008,0.146552434,0.167952772,0.160876836,0.197210941
,16.05.2008,0.147319314,0.167937485,0.160802917,0.197446241
,17.05.2008,0.150450301,0.168612835,0.160899679,0.197641611
,18.05.2008,0.154556575,0.170523248,0.161499266,0.197788979
,19.05.2008,0.158254153,0.172921176,0.162693298,0.197976076
,20.05.2008,0.160969902,0.175261711,0.164218583,0.198270986
,21.05.2008,0.164149578,0.177560309,0.165846969,0.19867591
,22.05.2008,0.164634053,0.179517765,0.167551722,0.199207226
,23.05.2008,0.161505521,0.179470216,0.168844517,0.199879791
,24.05.2008,0.161954396,0.178901211,0.169270821,0.200607606
,25.05.2008,0.163925305,0.17928049,0.169585137,0.201248306
,26.05.2008,0.164532535,0.18028448,0.170177604,0.201772247
,27.05.2008,0.15880613,0.179322636,0.170701116,0.202296439
,28.05.2008,0.157116062,0.176934588,0.170198994,0.202872807
,29.05.2008,0.161672743,0.176695433,0.169429677,0.20328745
,30.05.2008,0.164941433,0.178210699,0.169512041,0.203513776
,31.05.2008,0.168508796,0.179760241,0.170156041,0.203684986
,01.06.2008,0.172743225,0.181985036,0.171202922,0.203918824
,02.06.2008,0.176113687,0.184368622,0.172619052,0.204226851
,03.06.2008,0.178626251,0.186418121,0.174170502,0.204649129
,04.06.2008,0.176854067,0.187332308,0.175587819,0.205216521
,05.06.2008,0.229918734,0.187384467,0.176759957,0.20600667
,06.06.2008,0.274893519,0.186123826,0.176855758,0.206963465
,07.06.2008,0.298321342,0.186537586,0.175725969,0.207599141
,08.06.2008,0.309974955,0.188627712,0.175389282,0.207947601
,09.06.2008,0.311873073,0.190468611,0.175352688,0.208115122
,10.06.2008,0.314430031,0.193287392,0.175324441,0.208256812
,11.06.2008,0.315606091,0.197256275,0.175578501,0.208374233
,12.06.2008,0.313784602,0.200454215,0.175850426,0.20857301
,13.06.2008,0.315111698,0.203795951,0.17582426,0.208784409
,14.06.2008,0.317675745,0.208044437,0.176009142,0.208944322
,15.06.2008,0.320520421,0.213097018,0.176682327,0.209097897
,16.06.2008,0.32132161,0.217999823,0.177749491,0.209288427
,17.06.2008,0.32108904,0.22169875,0.178791797,0.209606849
,18.06.2008,0.322203924,0.225397406,0.179706711,0.209975379
,19.06.2008,0.322338134,0.228384244,0.180671304,0.210414108
,20.06.2008,0.323668135,0.2311683,0.181536097,0.210869795
,21.06.2008,0.323976112,0.2337084,0.182470293,0.211362912
,22.06.2008,0.32492295,0.236104231,0.183386418,0.211844426
,23.06.2008,0.3248336,0.238179291,0.184342409,0.212362486
,24.06.2008,0.32486336,0.239777076,0.185189595,0.212927968
,25.06.2008,0.325642203,0.241562126,0.186007581,0.213465439
,26.06.2008,0.32454222,0.242859907,0.186845629,0.214026498
,27.06.2008,0.324090943,0.243677166,0.187460168,0.214580279
,28.06.2008,0.324684212,0.244838042,0.188015686,0.215146004
,29.06.2008,0.323784982,0.245781928,0.188642192,0.215668519
,30.06.2008,0.324245772,0.246543548,0.189135905,0.216175118
,01.07.2008,0.325492009,0.247928695,0.189725701,0.216668663
,02.07.2008,0.325395456,0.249207288,0.190509983,0.217147802
,03.07.2008,0.323280014,0.249969803,0.191199844,0.217674527
,04.07.2008,0.322423525,0.249687685,0.191494061,0.218225034
,05.07.2008,0.324005901,0.25060342,0.191699225,0.218722022
,06.07.2008,0.323805158,0.251759877,0.192268286,0.219172863
,07.07.2008,0.322158842,0.252349947,0.192835457,0.219608091
,08.07.2008,0.320641122,0.252151519,0.19309104,0.220110626
,09.07.2008,0.321077509,0.252410561,0.193155571,0.220558555
,10.07.2008,0.322530937,0.253298356,0.193400749,0.220955367
,11.07.2008,0.32425983,0.254879635,0.193990585,0.221310146
,12.07.2008,0.323717867,0.256345777,0.194844626,0.221694856
,13.07.2008,0.32243831,0.25668258,0.195505529,0.222123785
,14.07.2008,0.323085767,0.257162584,0.195861094,0.222592519
,15.07.2008,0.324256883,0.258208573,0.196322825,0.22303752
,16.07.2008,0.325253015,0.25963084,0.196999102,0.223484104
,17.07.2008,0.325502697,0.260994455,0.197824692,0.223912127
,18.07.2008,0.324231787,0.261546897,0.198556466,0.224401491
,19.07.2008,0.324350402,0.26199289,0.198979628,0.224941069
,20.07.2008,0.325244013,0.26288907,0.199433635,0.225430395
,21.07.2008,0.325584251,0.263936565,0.200015546,0.225907649
,22.07.2008,0.326027619,0.264935965,0.200655103,0.226409071
,23.07.2008,0.326484173,0.266086952,0.201327091,0.226879382
,24.07.2008,0.324749687,0.266502612,0.201947988,0.227390388
,25.07.2008,0.32355956,0.266575259,0.202229579,0.227905817
,26.07.2008,0.322295091,0.266199395,0.202300276,0.228409802
,27.07.2008,0.322689199,0.266259987,0.202207109,0.228828871
,28.07.2008,0.323161078,0.266927225,0.202313833,0.229177959
,29.07.2008,0.322715486,0.267469426,0.202585543,0.229489029
,30.07.2008,0.322900638,0.267949948,0.20284348,0.229799052
,31.07.2008,0.323428025,0.268621816,0.203139029,0.230105534
,01.08.2008,0.324170065,0.269555882,0.203564955,0.230420512
,02.08.2008,0.324690754,0.270558448,0.204089793,0.230724116
,03.08.2008,0.324761526,0.271524296,0.20460632,0.231067788
,04.08.2008,0.322313588,0.271695541,0.205057644,0.231472712
,05.08.2008,0.321202968,0.27119816,0.205128314,0.23188068
,06.08.2008,0.320391931,0.271007239,0.205021278,0.232219831
,07.08.2008,0.316863502,0.270286333,0.204847474,0.23251076
,08.08.2008,0.314440541,0.268767005,0.20421146,0.232756524
,09.08.2008,0.314123643,0.267665438,0.203348114,0.232882679
,10.08.2008,0.315607873,0.267827326,0.202766146,0.232897453
,11.08.2008,0.31476845,0.268054172,0.202588244,0.232858959
,12.08.2008,0.314435981,0.267960095,0.202436249,0.23281866
,13.08.2008,0.315973894,0.26845606,0.202332439,0.232796521
,14.08.2008,0.315200155,0.269057677,0.202535661,0.232761374
,15.08.2008,0.336733046,0.292316929,0.203280346,0.232775345
,16.08.2008,0.37686699,0.316269627,0.267781112,0.232917183
,17.08.2008,0.367041588,0.333216123,0.277714658,0.232406865
,18.08.2008,0.360866949,0.353985609,0.273316922,0.231528815
,19.08.2008,0.357203061,0.355196633,0.270500249,0.230693001
,20.08.2008,0.355566604,0.355104473,0.268655312,0.229888975
,21.08.2008,0.355507625,0.355348615,0.267539598,0.229262437
,22.08.2008,0.355380608,0.356106762,0.267052444,0.228856892
,23.08.2008,0.354058998,0.356346421,0.266900171,0.228701032
,24.08.2008,0.353333664,0.356174636,0.266712351,0.229032382
,25.08.2008,0.352740901,0.356134695,0.266518819,0.230335029
,26.08.2008,0.352377806,0.355961059,0.266384019,0.233490216
,27.08.2008,0.352512413,0.35622221,0.266377831,0.238309762
,28.08.2008,-9999,-9999,-9999,-9999
,29.08.2008,0.349825576,0.35521578,0.266318415,0.249650821
,30.08.2008,0.35069817,0.354943424,0.266117105,0.25557459
,31.08.2008,0.351019223,0.355276898,0.266240751,0.260800668
,01.09.2008,0.349427557,0.355462264,0.266548188,0.264979596
,02.09.2008,0.34705816,0.35459529,0.266711796,0.268077489
,03.09.2008,0.344600406,0.352859981,0.266418489,0.27033506
,04.09.2008,0.342835195,0.351042053,0.265823815,0.271909282
,05.09.2008,0.341486188,0.349531549,0.265209121,0.272908863
,06.09.2008,0.338962023,0.347581185,0.264568139,0.273570183
,07.09.2008,0.339271445,0.346176501,0.263864765,0.273904057
,08.09.2008,0.33882133,0.345678604,0.263564495,0.273997793
,09.09.2008,0.336292828,0.344128506,0.263333259,0.27400235
,10.09.2008,0.336422528,0.342927983,0.262930055,0.273898226
,11.09.2008,0.33620357,0.342371963,0.262825568,0.273704176
,12.09.2008,0.334465362,0.341305588,0.262810198,0.273490786
,13.09.2008,0.340156389,0.339689784,0.262473702,0.273253419
,14.09.2008,0.34144794,0.340342599,0.261893854,0.272953136
,15.09.2008,-9999,-9999,-9999,-9999
,16.09.2008,0.341461246,0.343169198,0.261626592,0.272132367
,17.09.2008,0.342725218,0.344602009,0.262201123,0.271645166
,18.09.2008,0.343442161,0.345937675,0.263290923,0.271209993
,19.09.2008,0.343594825,0.346881665,0.2647278,0.27085816
,20.09.2008,0.342870247,0.34729928,0.266341249,0.270648909
,21.09.2008,0.342471745,0.347323581,0.268065502,0.270486567
,22.09.2008,0.342168061,0.347233406,0.269921878,0.27039841
,23.09.2008,0.341940778,0.347302508,0.271951404,0.270345637
,24.09.2008,0.341166157,0.347027972,0.274098068,0.27027485
,25.09.2008,0.341063186,0.346738649,0.276162898,0.270231455
,26.09.2008,0.34142476,0.346783409,0.27823665,0.270188742
,27.09.2008,0.34040882,0.346688781,0.280356682,0.27013267
,28.09.2008,0.339544968,0.346088735,0.282179076,0.270111982
,29.09.2008,0.339176421,0.345675715,0.283726725,0.270076651
,30.09.2008,0.337885118,0.344933471,0.285037452,0.270043282
,01.10.2008,0.337767887,0.34430553,0.28602869,0.269989256
,02.10.2008,0.337397505,0.343900866,0.286885368,0.269879206
,03.10.2008,0.336134804,0.343196591,0.287556226,0.269791838
,04.10.2008,0.3355548,0.342387706,0.28795864,0.269662485
,05.10.2008,0.335075967,0.341690961,0.288193125,0.269535831
,06.10.2008,0.334105266,0.341119442,0.288371389,0.269390583
,07.10.2008,0.331911939,0.339893974,0.288329463,0.269242055
,08.10.2008,0.331303807,0.338504382,0.287921435,0.269074891
,09.10.2008,0.330832216,0.337874176,0.287575862,0.268839935
,10.10.2008,0.328117516,0.336550747,0.287200296,0.268575836
,11.10.2008,0.325362189,0.334648824,0.286454114,0.26833915
,12.10.2008,0.321607044,0.332099847,0.285323887,0.268030831
,13.10.2008,0.318611966,0.329299726,0.283818764,0.267720728
,14.10.2008,0.317275148,0.327073412,0.282208255,0.267234418
,15.10.2008,0.316514966,0.325334223,0.280778295,0.266677688
,16.10.2008,0.31706432,0.324106374,0.278956636,0.266028428
,17.10.2008,0.347811245,0.32340728,0.27767034,0.2653068
,18.10.2008,0.319710448,0.323519865,0.277166902,0.264692465
,19.10.2008,0.320873826,0.323946719,0.277019199,0.264097441
,20.10.2008,0.321124635,0.324421081,0.277095105,0.263584768
,21.10.2008,0.319238138,0.324048584,0.277133561,0.263158782
,22.10.2008,0.3151091,0.322597347,0.276744389,0.262850066
,23.10.2008,0.31136339,0.319908261,0.275670324,0.262550126
,24.10.2008,0.311198426,0.317821025,0.274190253,0.262226785
,25.10.2008,0.312098012,0.317071163,0.273060299,0.261756283
,26.10.2008,0.31399378,0.317211201,0.27242629,0.261224763
,27.10.2008,0.311595662,0.3170296,0.272155648,0.260699124
,28.10.2008,0.310971676,0.315820479,0.271560263,0.260249818
,29.10.2008,-9999,-9999,-9999,-9999
,30.10.2008,-9999,-9999,-9999,-9999
,31.10.2008,-9999,-9999,-9999,-9999
,01.11.2008,-9999,-9999,-9999,-9999
,02.11.2008,-9999,-9999,-9999,-9999
,03.11.2008,-9999,-9999,-9999,-9999
,04.11.2008,0.315779825,0.317863991,0.272707124,0.256480036
,05.11.2008,0.314016446,0.31756152,0.272881981,0.25636711
,06.11.2008,0.31000755,0.316070877,0.272626977,0.256301546
,07.11.2008,0.307136476,0.313878336,0.271725258,0.256248239
,08.11.2008,0.306624796,0.312168284,0.270547836,0.256107467
,09.11.2008,0.306172642,0.311215303,0.269578987,0.255869617
,10.11.2008,0.306084272,0.31053641,0.268810999,0.255542587
,11.11.2008,0.304727651,0.309740395,0.268170664,0.25519838
,12.11.2008,0.304304457,0.308839653,0.267467099,0.254846035
,13.11.2008,0.304580684,0.30833684,0.266848457,0.254503035
,14.11.2008,0.304283181,0.308187323,0.266430613,0.254146078
,15.11.2008,0.299949921,0.306857036,0.265926217,0.253795865
,16.11.2008,0.298853631,0.304789875,0.264851107,0.253516114
,17.11.2008,0.300320072,0.304110185,0.263834628,0.25315873
,18.11.2008,0.301287799,0.30414419,0.263279333,0.252712391
,19.11.2008,0.303443424,0.304677715,0.263072739,0.252265854
,20.11.2008,0.302697049,0.305333034,0.26320586,0.251896782
,21.11.2008,0.298706888,0.30420387,0.263105109,0.251531865
,22.11.2008,0.296756824,0.302493409,0.262339673,0.251253729
,23.11.2008,0.296092427,0.301135013,0.261390685,0.250930349
,24.11.2008,0.294248511,0.300049873,0.260515736,0.250551129
,25.11.2008,0.292687238,0.298585385,0.259564817,0.250114679
,26.11.2008,0.291360469,0.297181572,0.258542597,0.249655877
,27.11.2008,0.29262184,0.2964897,0.257597532,0.249160613
,28.11.2008,0.292024496,0.296215809,0.257005027,0.248615666
,29.11.2008,0.291353529,0.295687784,0.256502602,0.24810012
,30.11.2008,0.290593151,0.294901957,0.255934253,0.247611206
,01.12.2008,0.288721517,0.293990324,0.255300774,0.247140659
,02.12.2008,0.289470535,0.293001888,0.254510522,0.246674603
,03.12.2008,0.29096119,0.293401613,0.254028404,0.246243192
,04.12.2008,0.28873713,0.292972793,0.253812811,0.245785021
,05.12.2008,0.287538743,0.291998963,0.253286707,0.245344981
,06.12.2008,0.286725489,0.291077967,0.252623582,0.244912996
,07.12.2008,0.286102304,0.290290146,0.251959771,0.244508095
,08.12.2008,0.285572428,0.289607422,0.251331102,0.244073386
,09.12.2008,0.284307329,0.288916435,0.250733242,0.243627868
,10.12.2008,0.282173813,0.287706527,0.25001687,0.243206323
,11.12.2008,0.281122646,0.286344953,0.24908955,0.242746904
,12.12.2008,0.280908497,0.285527887,0.248205654,0.242265348
,13.12.2008,0.280104111,0.28478184,0.2474603,0.241752795
,14.12.2008,0.279671851,0.284130949,0.246780922,0.241266954
,15.12.2008,0.277543828,0.283191754,0.246074354,0.240757452
,16.12.2008,0.274177329,0.281710617,0.245132628,0.240239129
,17.12.2008,0.267806045,0.280144044,0.243945793,0.239714703
,18.12.2008,0.257379226,0.278901812,0.242821794,0.239148984
,19.12.2008,0.249086123,0.277884074,0.241857377,0.238539361
,20.12.2008,0.246378171,0.277084059,0.241037802,0.237916364
,21.12.2008,0.229593102,0.276151587,0.240246017,0.237332342
,22.12.2008,0.206692553,0.274846027,0.239338164,0.236743357
,23.12.2008,0.198649152,0.273445738,0.238422676,0.236141446
,24.12.2008,0.194065669,0.272098057,0.237579414,0.23558546
,25.12.2008,0.190403627,0.270558693,0.236769135,0.235012942
,26.12.2008,0.193881766,0.269239105,0.236152414,0.234448832
,27.12.2008,0.194193536,0.268101562,0.235630632,0.233916525
,28.12.2008,0.19236461,0.266758282,0.235113489,0.233394609
,29.12.2008,0.196496697,0.265685761,0.234696787,0.232877257
,30.12.2008,0.20125025,0.264891409,0.234338394,0.232396153
,31.12.2008,0.206280595,0.264415249,0.234055284,0.231965659
,01.01.2009,0.208122208,0.26431105,0.233771603,0.231535544
,02.01.2009,0.210564786,0.264496732,0.233521221,0.231149611
,03.01.2009,0.213878299,0.264860219,0.233279548,0.230814445
,04.01.2009,0.215041959,0.265286499,0.233042507,0.230514853
,05.01.2009,0.205590464,0.265611716,0.23281402,0.230251917
,06.01.2009,0.200681983,0.265554682,0.232584033,0.229951233
,07.01.2009,0.203735133,0.265215851,0.232321493,0.229680132
,08.01.2009,0.208315554,0.264781883,0.232105662,0.229436734
,09.01.2009,0.213357652,0.264428507,0.231916498,0.229184047
,10.01.2009,0.217376015,0.264264951,0.231725567,0.22894311
,11.01.2009,0.219004012,0.264312659,0.231535953,0.228711273
,12.01.2009,0.218730051,0.264562431,0.231350489,0.22850138
,13.01.2009,0.217447723,0.264912826,0.231192597,0.228309849
,14.01.2009,0.216279315,0.265264136,0.231029818,0.22810545
,15.01.2009,0.217745183,0.265552904,0.230899808,0.227928671
,16.01.2009,0.218260648,0.265741822,0.230757405,0.227762987
,17.01.2009,0.219368714,0.265900978,0.230647523,0.227586661
,18.01.2009,0.222790225,0.266017918,0.230540684,0.227413561
,19.01.2009,0.226977324,0.266126483,0.230429536,0.227249568
,20.01.2009,0.233123967,0.266260383,0.230323755,0.227098996
,21.01.2009,0.244338928,0.266480211,0.230232839,0.226964303
,22.01.2009,0.26325089,0.266788877,0.230142166,0.226819732
,23.01.2009,0.283740344,0.267735129,0.23018199,0.226725298
,24.01.2009,0.282301637,0.268891697,0.230494709,0.226612313
,25.01.2009,0.280489031,0.26955036,0.230710626,0.226547587
,26.01.2009,0.279184307,0.270162915,0.230782261,0.226527683
,27.01.2009,0.278072558,0.270641675,0.23078188,0.226481013
,28.01.2009,0.276817746,0.270941433,0.23073789,0.226412536
,29.01.2009,0.275103529,0.271098895,0.23067005,0.226370341
,30.01.2009,0.272601305,0.271129068,0.230570932,0.22630071
,31.01.2009,0.27000444,0.271029512,0.230486056,0.226219076
,01.02.2009,0.269039456,0.270900981,0.230417903,0.226117358
,02.02.2009,0.269667493,0.270772928,0.23037396,0.226032259
,03.02.2009,0.270426826,0.270592253,0.230332738,0.225933974
,04.02.2009,0.27109238,0.270492973,0.230330664,0.225837945
,05.02.2009,0.271845544,0.270413083,0.230320552,0.225743232
,06.02.2009,0.273352042,0.270471488,0.230335568,0.225643347
,07.02.2009,0.276632583,0.271244139,0.230486665,0.225553384
,08.02.2009,0.27756634,0.272416579,0.230944379,0.225499668
,09.02.2009,0.277869171,0.273017077,0.231430828,0.225504618
,10.02.2009,0.278336466,0.273758078,0.231856451,0.22555116
,11.02.2009,0.277781194,0.274123443,0.232226292,0.225647121
,12.02.2009,0.277201966,0.27421322,0.232461516,0.225751608
,13.02.2009,0.276925967,0.274165482,0.232555895,0.225848429
