@T,B1B2B3,,,,
descr,average observed soil water content at probe B1 B2 B3 depths 30cm 60cm 90cm 150cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,03.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1568.666667,,,
x,,513721.3333,,,
y,,4495332.667,,,
,08.01.2005,0.241353337,0.247098607,0.204551517,0.189398472
,09.01.2005,0.239157375,0.246837053,0.204477349,0.189249406
,10.01.2005,0.238621604,0.246665382,0.204418004,0.189121256
,11.01.2005,0.239309762,0.246602007,0.204400375,0.188961639
,12.01.2005,0.240262891,0.246562666,0.204402901,0.188817234
,13.01.2005,0.241151582,0.246573224,0.204443198,0.188693359
,14.01.2005,0.241067371,0.246545062,0.204493034,0.18855851
,15.01.2005,0.238983305,0.246370539,0.161074761,0.188445763
,16.01.2005,0.232168112,0.246078568,0.161093198,0.188316892
,17.01.2005,0.224089892,0.245720561,0.161071765,0.188183113
,18.01.2005,0.222701708,0.245449986,0.161056675,0.188057179
,19.01.2005,0.225126171,0.245307679,0.16106788,0.187938229
,20.01.2005,0.229239999,0.245222743,0.161112195,0.187810122
,21.01.2005,0.2331525,0.245181535,0.161196443,0.187689839
,22.01.2005,0.236312114,0.245152962,0.161302648,0.187591622
,23.01.2005,0.238720111,0.245178184,0.161414281,0.187475682
,24.01.2005,0.240636909,0.245230084,0.161550847,0.187389767
,25.01.2005,0.243646454,0.245728507,0.161834969,0.187312187
,26.01.2005,0.246173099,0.246697027,0.162342037,0.187270897
,27.01.2005,0.247426417,0.24724837,0.1628944,0.18727934
,28.01.2005,0.249597737,0.24787251,0.163365355,0.187353653
,29.01.2005,0.251480357,0.248769632,0.163907976,0.187455483
,30.01.2005,0.252920115,0.24963253,0.164500366,0.187598863
,31.01.2005,0.252960202,0.250181204,0.165055472,0.187771739
,01.02.2005,0.251677622,0.25008002,0.165420183,0.187977762
,02.02.2005,0.250693615,0.249427273,0.165466668,0.188171677
,03.02.2005,0.251575328,0.249226501,0.165421885,0.188314715
,04.02.2005,0.253254133,0.249867343,0.165584534,0.188391864
,05.02.2005,0.253895112,0.250661329,0.165989037,0.188467272
,06.02.2005,0.253127979,0.250980086,0.166388445,0.188583954
,07.02.2005,0.251511787,0.250605968,0.208904748,0.220883621
,08.02.2005,0.250364062,0.249930406,0.208792809,0.220974201
,09.02.2005,0.249541224,0.249382663,0.208578453,0.221029674
,10.02.2005,0.248658829,0.248791994,0.208311474,0.221021494
,11.02.2005,0.248324016,0.248292063,0.208038669,0.220991479
,12.02.2005,0.249349667,0.248244447,0.207844461,0.220905638
,13.02.2005,0.252842671,0.249390819,0.207903715,0.220801395
,14.02.2005,0.25383096,0.250916313,0.208433469,0.220730893
,15.02.2005,0.253662092,0.251818242,0.208999613,0.220739355
,16.02.2005,0.251572532,0.251690055,0.209338788,0.220813095
,17.02.2005,0.249927562,0.251099557,0.209330018,0.220915676
,18.02.2005,0.248495895,0.250240058,0.209124609,0.220991647
,19.02.2005,0.248116299,0.249558065,0.208793333,0.220994947
,20.02.2005,0.249478304,0.249608813,0.208565608,0.220960384
,21.02.2005,0.250785764,0.250241364,0.208619716,0.220874349
,22.02.2005,0.251957697,0.251041226,0.208874334,0.220822485
,23.02.2005,0.251588104,0.251516192,0.209212255,0.220786498
,24.02.2005,0.251411805,0.25167778,0.209448801,0.220816842
,25.02.2005,0.251482142,0.251754785,0.209614204,0.220868289
,26.02.2005,0.25181849,0.2520125,0.209778844,0.220912529
,27.02.2005,0.252892042,0.252476446,0.210003366,0.220963838
,28.02.2005,0.253399865,0.253160638,0.210344522,0.221031628
,01.03.2005,0.25291387,0.253482724,0.210696312,0.22111509
,02.03.2005,0.252830693,0.253544319,0.210932969,0.221222107
,03.03.2005,0.252705528,0.253694071,0.211127263,0.221338482
,04.03.2005,0.253197375,0.253910247,0.211318282,0.221436924
,05.03.2005,0.253866435,0.254379512,0.211577107,0.221524809
,06.03.2005,0.255279575,0.255123393,0.211922714,0.221643125
,07.03.2005,0.256116548,0.256082358,0.212465941,0.221774704
,08.03.2005,0.255883691,0.256831841,0.213095811,0.221956432
,09.03.2005,0.254802544,0.256859554,0.213574438,0.222162881
,10.03.2005,0.255174486,0.257064426,0.213911366,0.222389792
,11.03.2005,0.253374027,0.256953292,0.214237139,0.222604439
,12.03.2005,0.254103443,0.256776709,0.214372262,0.222803661
,13.03.2005,0.253890642,0.25745818,0.214709311,0.223003989
,14.03.2005,0.25028962,0.256796444,0.214981248,0.223207191
,15.03.2005,0.247545994,0.255257271,0.214747292,0.223415143
,16.03.2005,0.246152424,0.253855587,0.214218023,0.223541501
,17.03.2005,0.246204534,0.253056548,0.213699838,0.223573005
,18.03.2005,0.246392415,0.252954431,0.213423998,0.223520614
,19.03.2005,0.245707276,0.252607675,0.213286048,0.22346055
,20.03.2005,0.247198782,0.252618555,0.213154654,0.223363994
,21.03.2005,0.249636709,0.253429037,0.213302635,0.223307527
,22.03.2005,0.254457143,0.25367851,0.213602755,0.223279553
,23.03.2005,0.260104448,0.254194853,0.213848419,0.22331145
,24.03.2005,0.263508696,0.254586643,0.21417715,0.22338583
,25.03.2005,0.263742473,0.254074646,0.214363239,0.223489203
,26.03.2005,0.264307777,0.253086584,0.21412182,0.223591727
,27.03.2005,0.265703332,0.252797761,0.213826777,0.223622887
,28.03.2005,0.268579205,0.253518894,0.213746904,0.223599876
,29.03.2005,0.270255171,0.255048388,0.21410658,0.223565727
,30.03.2005,0.268705146,0.255909889,0.214654477,0.223606288
,31.03.2005,0.267374584,0.256041283,0.214956305,0.223724522
,01.04.2005,0.266030417,0.255975581,0.215091947,0.223847821
,02.04.2005,0.266565959,0.256341261,0.215144511,0.224072291
,03.04.2005,0.266488457,0.257132201,0.215398322,0.22436248
,04.04.2005,0.266180291,0.258138307,0.215804572,0.224663652
,05.04.2005,0.265012733,0.259305221,0.216423077,0.224938056
,06.04.2005,0.260831016,0.259192756,0.216945399,0.225160484
,07.04.2005,0.25853328,0.258949044,0.217166137,0.225389066
,08.04.2005,0.256546435,0.259208595,0.217491498,0.225630636
,09.04.2005,0.253128445,0.258905385,0.2178396,0.225867892
,10.04.2005,0.250662507,0.258718778,0.218060927,0.226128357
,11.04.2005,0.245287468,0.256736624,0.218036443,0.226355686
,12.04.2005,0.241738544,0.25441568,0.217601302,0.226490824
,13.04.2005,0.238866036,0.253207861,0.217356573,0.226561267
,14.04.2005,0.23606153,0.252369086,0.217378885,0.226577049
,15.04.2005,0.232954853,0.251232738,0.217594561,0.226635455
,16.04.2005,0.228663361,0.249787586,0.217904138,0.22672064
,17.04.2005,0.225335539,0.247449675,0.21805846,0.22683474
,18.04.2005,0.221586143,0.244909782,0.218184261,0.226935939
,19.04.2005,0.218475015,0.242570259,0.218332502,0.227004792
,20.04.2005,0.2156872,0.242327305,0.218653876,0.227291522
,21.04.2005,0.211752959,0.24111146,0.218716112,0.227784352
,22.04.2005,0.210906595,0.239526571,0.218301649,0.228242117
,23.04.2005,0.211397248,0.238490957,0.217868326,0.228609869
,24.04.2005,0.212330551,0.238388094,0.217636635,0.228905281
,25.04.2005,0.211304594,0.237302556,0.217502922,0.229112442
,26.04.2005,0.210253837,0.235288939,0.217117971,0.229202249
,27.04.2005,0.209251005,0.233567335,0.21673477,0.229293115
,28.04.2005,0.205968529,0.2330238,0.216668834,0.229495182
,29.04.2005,0.201210131,0.230991662,0.216260546,0.229764032
,30.04.2005,0.19900072,0.228826094,0.215344622,0.229955287
,01.05.2005,0.198351585,0.227235132,0.214315338,0.229977056
,02.05.2005,0.199916222,0.226313107,0.21335444,0.229777308
,03.05.2005,0.202818875,0.22672048,0.21274843,0.229483566
,04.05.2005,0.205515994,0.227676823,0.212559586,0.229150967
,05.05.2005,0.207073411,0.228370831,0.212612005,0.228800372
,06.05.2005,0.208385003,0.228956106,0.212745323,0.228501628
,07.05.2005,0.208258919,0.229708882,0.213105219,0.228411472
,08.05.2005,0.205630216,0.229035784,0.213266481,0.228300356
,09.05.2005,0.202948716,0.226643526,0.212768639,0.228010628
,10.05.2005,0.201333499,0.224345137,0.211924607,0.227579864
,11.05.2005,0.200090028,0.22419406,0.211817965,0.227719675
,12.05.2005,0.195639984,0.223203805,0.211824383,0.227841656
,13.05.2005,0.194156189,0.220572822,0.210572172,0.227526872
,14.05.2005,0.192066122,0.218092069,0.208934295,0.226858489
,15.05.2005,0.190304696,0.216086715,0.207398529,0.226042246
,16.05.2005,0.188476807,0.214618871,0.205956909,0.225071254
,17.05.2005,0.186045527,0.213537274,0.204666979,0.224099177
,18.05.2005,0.182133537,0.211793229,0.20312922,0.222935538
,19.05.2005,0.180158985,0.210010897,0.201282485,0.22158432
,20.05.2005,0.17869586,0.208788303,0.199181179,0.219944684
,21.05.2005,0.177161381,0.208130333,0.197120312,0.218340442
,22.05.2005,0.175712756,0.207897506,0.195438071,0.217119086
,23.05.2005,0.174591157,0.207854457,0.19384416,0.215992134
,24.05.2005,0.172943882,0.207989663,0.192599435,0.215322127
,25.05.2005,0.171332812,0.207823847,0.191528228,0.21487561
,26.05.2005,0.169725569,0.207258093,0.190232245,0.214165346
,27.05.2005,0.168888731,0.205937754,0.188430553,0.213167267
,28.05.2005,0.168112405,0.20512969,0.179362747,0.212066865
,29.05.2005,0.167680812,0.208845519,0.185387314,0.211873138
,30.05.2005,0.163573456,0.193963731,0.185535456,0.213006108
,31.05.2005,0.159414032,0.205580301,0.185404187,0.213728529
,01.06.2005,0.161365867,0.199873855,0.184841693,0.214075269
,02.06.2005,0.163431023,0.200216138,0.184688442,0.214381614
,03.06.2005,0.166384921,0.200089925,0.184899719,0.214657254
,04.06.2005,0.290871214,0.235458708,0.190329971,0.215190348
,05.06.2005,0.337241448,0.259851091,0.208843036,0.215650247
,06.06.2005,0.334203277,0.257735363,0.216116389,0.215876778
,07.06.2005,0.330428451,0.256741302,0.217684448,0.216067089
,08.06.2005,0.32552341,0.255553932,0.218336406,0.216171274
,09.06.2005,0.320871015,0.254091397,0.218736718,0.216307793
,10.06.2005,0.317570724,0.252999478,0.219265555,0.216576009
,11.06.2005,0.317611448,0.251591259,0.219431014,0.216768804
,12.06.2005,0.332951155,0.260718609,0.22211847,0.217012582
,13.06.2005,0.338499419,0.302356974,0.227722675,0.217106922
,14.06.2005,0.333786217,0.30993685,0.226916522,0.217300744
,15.06.2005,0.330612707,0.309703819,0.226013521,0.217432033
,16.06.2005,0.327576046,0.310133546,0.225420024,0.217540469
,17.06.2005,0.324127029,0.31035756,0.225049908,0.217766942
,18.06.2005,0.320506114,0.310012157,0.2248601,0.218428365
,19.06.2005,0.317079533,0.309487539,0.224990838,0.220542021
,20.06.2005,0.312742473,0.308400992,0.22530157,0.224149099
,21.06.2005,0.307674198,0.306531448,0.225647878,0.228191634
,22.06.2005,0.302195735,0.30374889,0.225854766,0.231590531
,23.06.2005,0.296366866,0.300801074,0.225985698,0.234005481
,24.06.2005,0.290702019,0.297715489,0.226078659,0.235652663
,25.06.2005,0.285948581,0.294832116,0.226079104,0.236831763
,26.06.2005,0.281004929,0.291501189,0.225854543,0.237558123
,27.06.2005,0.27538597,0.288607462,0.225687328,0.238172721
,28.06.2005,0.270475521,0.285679438,0.225420878,0.238632735
,29.06.2005,0.265601887,0.283185771,0.225123769,0.238880837
,30.06.2005,0.261259683,0.280459353,0.224755188,0.239100011
,01.07.2005,0.257875661,0.278155885,0.22438378,0.23928445
,02.07.2005,0.254787587,0.275608723,0.223884947,0.239139355
,03.07.2005,0.252016086,0.27401782,0.223571309,0.239228342
,04.07.2005,0.24891029,0.272881918,0.22350108,0.239572341
,05.07.2005,0.247839685,0.271488607,0.223170091,0.239706983
,06.07.2005,0.247466272,0.27054603,0.22285312,0.239748585
,07.07.2005,0.247270361,0.26989837,0.222616375,0.239629008
,08.07.2005,0.246948006,0.269268898,0.222510443,0.239515223
,09.07.2005,0.247391718,0.269161233,0.222551823,0.239484576
,10.07.2005,0.247969835,0.269705421,0.222833247,0.239610885
,11.07.2005,0.248115254,0.270373098,0.22327929,0.239923165
,12.07.2005,0.248611631,0.271083869,0.223773381,0.24034805
,13.07.2005,0.249492939,0.271920435,0.22429144,0.24084642
,14.07.2005,0.249968946,0.272860781,0.224893666,0.243755605
,15.07.2005,0.253480318,0.273825219,0.225458403,0.214748964
,16.07.2005,0.255816742,0.274600528,0.225991576,0.21528844
,17.07.2005,0.255760036,0.274911789,0.226467436,0.21575679
,18.07.2005,0.255341194,0.274913331,0.226830362,0.216223068
,19.07.2005,0.255540569,0.275122975,0.227082691,0.21659548
,20.07.2005,0.25636731,0.275666908,0.22734996,0.216935461
,21.07.2005,0.256737339,0.276037605,0.2276997,0.217288473
,22.07.2005,0.257939479,0.27663591,0.228069316,0.217590093
,23.07.2005,0.258645526,0.277494546,0.228581812,0.217910205
,24.07.2005,0.259252896,0.268849508,0.22967195,0.189943367
,25.07.2005,0.258121404,0.269316358,0.231222609,0.190183221
,26.07.2005,0.25496852,0.268919969,0.231425037,0.190425938
,27.07.2005,0.25182516,0.267308484,0.231001443,0.190625653
,28.07.2005,0.252153248,0.266373227,0.230686995,0.190739059
,29.07.2005,0.252871812,0.266215117,0.230464084,0.190771464
,30.07.2005,0.254059011,0.266630395,0.230412264,0.190760663
,31.07.2005,0.255213317,0.267217951,0.230514906,0.190766063
,01.08.2005,0.256004301,0.267899034,0.230668707,0.190782266
,02.08.2005,0.256482235,0.268339956,0.230971278,0.190838984
,03.08.2005,0.256747508,0.268703496,0.231580027,0.190936252
,04.08.2005,0.254960032,0.268909743,0.231471994,0.191068694
,05.08.2005,0.251303986,0.267727277,0.231541879,0.191160622
,06.08.2005,0.251002114,0.266652477,0.231167973,0.191233641
,07.08.2005,0.251369784,0.266325317,0.230924649,0.19124446
,08.08.2005,0.252190952,0.266224149,0.230753889,0.191198483
,09.08.2005,0.252870565,0.266475648,0.230724569,0.191144398
,10.08.2005,0.251995915,0.266544568,0.230772252,0.19111195
,11.08.2005,0.251521867,0.266333461,0.230798384,0.191087616
,12.08.2005,0.250706196,0.266480898,0.230785598,0.191087616
,13.08.2005,0.253516399,0.266309783,0.230750655,0.191076802
,14.08.2005,0.249898229,0.264719991,0.230488093,0.191028146
,15.08.2005,0.245499974,0.263182178,0.229928704,0.190955171
,16.08.2005,0.247361713,0.262727795,0.229430186,0.259141145
,17.08.2005,0.250938823,0.262847411,0.229211169,0.287880423
,18.08.2005,0.251671387,0.26306892,0.229152622,0.190458311
,19.08.2005,0.252527471,0.263289151,0.229124405,0.190312643
,20.08.2005,0.253336323,0.263632121,0.229128129,0.275600445
,21.08.2005,0.254324133,0.264148971,0.229219765,0.288885876
,22.08.2005,0.254505551,0.264556444,0.229349929,0.190096953
,23.08.2005,0.254334279,0.264652255,0.229477652,0.251378646
,24.08.2005,0.249297331,0.264682053,0.229570218,0.252906594
,25.08.2005,0.254824839,0.265044437,0.229654435,0.251507507
,26.08.2005,0.254573459,0.265360848,0.229757964,0.262963981
,27.08.2005,0.254535469,0.265815448,0.229831043,0.280865473
,28.08.2005,0.254280098,0.265573232,0.229877206,0.256924019
,29.08.2005,0.254538605,0.265491284,0.229936188,0.260377001
,30.08.2005,0.254759658,0.265669638,0.229970502,0.190220959
,31.08.2005,0.254899425,0.266101833,0.230056155,0.190258705
,01.09.2005,0.253328439,0.265746739,0.230118767,0.249727332
,02.09.2005,0.253092234,0.265431739,0.230073451,0.260747785
,03.09.2005,0.249771798,0.265457257,0.230025521,0.249631753
,04.09.2005,0.249482344,0.265545374,0.230030239,0.253500413
,05.09.2005,0.251365148,0.26570224,0.230079242,0.249615562
,06.09.2005,0.252861948,0.265926312,0.230128433,0.277986375
,07.09.2005,0.251737889,0.265480677,0.230115722,0.256824981
,08.09.2005,0.25237305,0.265466821,0.230062947,0.264005579
,09.09.2005,0.252787661,0.265684363,0.230088339,0.19033422
,10.09.2005,0.249132419,0.265977962,0.230160369,0.269965745
,11.09.2005,0.254564478,0.266191469,0.230272566,0.260200125
,12.09.2005,0.252423828,0.266214097,0.230345167,0.261934716
,13.09.2005,0.248982912,0.266115609,0.230398217,0.255024831
,14.09.2005,0.245249322,0.265492775,0.230352864,0.249510316
,15.09.2005,0.243631107,0.264492946,0.230118279,0.252497329
,16.09.2005,0.243486613,0.263647665,0.229792263,0.250520312
,17.09.2005,0.24249144,0.262948888,0.229468794,0.249445868
,18.09.2005,0.242608998,0.262691743,0.229202476,0.249376292
,19.09.2005,0.242239319,0.262532751,0.229031102,0.249300842
,20.09.2005,0.241827545,0.262331389,0.228887184,0.249204957
,21.09.2005,0.241885652,0.262160196,0.228743331,0.249105979
,22.09.2005,0.241144188,0.261999458,0.228632788,0.257854426
,23.09.2005,0.239225626,0.214187028,0.228517707,0.26361813
,24.09.2005,0.238743275,0.26066265,0.228246786,0.248823578
,25.09.2005,0.238066927,0.260170048,0.227981763,0.248732686
,26.09.2005,0.242229163,0.259948979,0.22779945,0.188977733
,27.09.2005,0.237900379,0.259556092,0.22759923,0.251911654
,28.09.2005,0.250130451,0.259077676,0.227590602,0.188639523
,29.09.2005,0.259637219,0.258295528,0.228358478,0.188435705
,30.09.2005,0.233451424,0.257254316,0.22703575,0.256144795
,01.10.2005,0.245232247,0.256832672,0.226426597,0.188009698
,02.10.2005,0.235277174,0.257008615,0.226122406,0.187774164
,03.10.2005,0.235683644,0.257209992,0.226012805,0.187565539
,04.10.2005,0.234691193,0.257250309,0.226077014,0.187391804
,05.10.2005,0.230725197,0.256434958,0.225870226,0.29060463
,06.10.2005,0.227260605,0.254462043,0.225454638,0.256603316
,07.10.2005,0.225337196,0.252659932,0.224803189,0.247070307
,08.10.2005,0.225020989,0.251361781,0.22407284,0.246757602
,09.10.2005,0.225492345,0.250850093,0.223516519,0.246508406
,10.10.2005,0.221407983,0.249941165,0.223099217,0.246219017
,11.10.2005,0.2280684,0.247396102,0.222400406,0.245916555
,12.10.2005,0.243639612,0.245762138,0.221454213,0.24560997
,13.10.2005,0.255204219,0.245132097,0.220723714,0.245239066
,14.10.2005,0.265822387,0.244810138,0.220187563,0.244835381
,15.10.2005,0.2745282,0.244820906,0.219858018,0.24445603
,16.10.2005,0.280128475,0.244981879,0.219642663,0.244075227
,17.10.2005,0.284113768,0.24537935,0.21953364,0.243748092
,18.10.2005,0.286113621,0.245916311,0.219534096,0.24346349
,19.10.2005,0.286784469,0.246367564,0.219585386,0.243233157
,20.10.2005,0.287606613,0.246082984,0.219580671,0.243027611
,21.10.2005,0.291184431,0.245777606,0.219386997,0.242856063
,22.10.2005,0.29260805,0.245917089,0.21919226,0.242681969
,23.10.2005,0.29237479,0.245924483,0.218981342,0.242505387
,24.10.2005,0.290724395,0.245962711,0.21870309,0.242320617
,25.10.2005,0.290673126,0.246275131,0.21831623,0.242113617
,26.10.2005,0.29091115,0.247462605,0.21798606,0.241897024
,27.10.2005,0.290382662,0.248732057,0.217773803,0.241660882
,28.10.2005,0.289557629,0.249723431,0.217601339,0.241440707
,29.10.2005,0.289450965,0.250750886,0.217436289,0.241238109
,30.10.2005,0.287931595,0.251577511,0.217375919,0.241062306
,31.10.2005,0.285478062,0.251526978,0.217228713,0.240877799
,01.11.2005,0.284577408,0.251177087,0.216955909,0.240711433
,02.11.2005,0.284763425,0.251320949,0.216679597,0.240526871
,03.11.2005,0.2846889,0.251645497,0.216523015,0.240328635
,04.11.2005,0.283986796,0.251949762,0.216458854,0.240139475
,05.11.2005,0.283010226,0.251937074,0.216407912,0.239979403
,06.11.2005,0.280793815,0.251542059,0.216319065,0.239822874
,07.11.2005,0.280157236,0.250907754,0.216103386,0.239669937
,08.11.2005,0.280466308,0.250877414,0.215921018,0.23951672
,09.11.2005,0.280285626,0.25114933,0.215856735,0.239358681
,10.11.2005,0.278654605,0.251004951,0.215871902,0.239196588
,11.11.2005,0.278831134,0.250940048,0.215814456,0.239081643
,12.11.2005,0.278938316,0.251278461,0.215839457,0.238963613
,13.11.2005,0.276558073,0.251215926,0.215924486,0.238858924
,14.11.2005,0.274200407,0.250283094,0.21585889,0.238775251
,15.11.2005,0.271624164,0.249177949,0.215582342,0.238712814
,16.11.2005,0.268442391,0.247578933,0.21516002,0.238600973
,17.11.2005,0.266808956,0.24603885,0.21454868,0.238452556
,18.11.2005,0.265814216,0.244998628,0.213934507,0.238255802
,19.11.2005,0.266116501,0.244359028,0.21341877,0.238020051
,20.11.2005,0.265739053,0.244170576,0.213029446,0.237761973
,21.11.2005,0.265918807,0.243964058,0.21273627,0.237492492
,22.11.2005,0.26604596,0.244054758,0.212511476,0.237261034
,23.11.2005,0.265359095,0.244080442,0.21237322,0.23704081
,24.11.2005,0.264966205,0.24397796,0.212250303,0.236848858
,25.11.2005,0.264231647,0.24378097,0.212095301,0.236674916
,26.11.2005,0.263667853,0.243458845,0.21190469,0.236506822
,27.11.2005,0.263631583,0.243284511,0.211704787,0.236336127
,28.11.2005,0.262369734,0.24304243,0.211518016,0.236200584
,29.11.2005,0.260582816,0.242314483,0.211258679,0.236049178
,30.11.2005,0.259346079,0.241371573,0.210873855,0.235883697
,01.12.2005,0.258577636,0.240667155,0.201384249,0.235733765
,02.12.2005,0.257735705,0.239973883,0.210024573,0.235546236
,03.12.2005,0.258370047,0.239568441,0.204120796,0.235322887
,04.12.2005,0.257775109,0.239550365,0.203813265,0.235123245
,05.12.2005,0.256358776,0.239045813,0.203449068,0.234895153
,06.12.2005,0.255411375,0.238408291,0.202975285,0.234694458
,07.12.2005,0.254464058,0.237817017,0.20280341,0.23449777
,08.12.2005,0.253342126,0.23716281,0.202271066,0.234252761
,09.12.2005,0.252275043,0.236478574,0.201591993,0.233996377
,10.12.2005,0.2514313,0.235937691,0.200986169,0.233745037
,11.12.2005,0.250701769,0.235589333,0.20047043,0.233473045
,12.12.2005,0.249958724,0.235302121,0.200037733,0.233223449
,13.12.2005,0.249484026,0.235093656,0.199670009,0.232972855
,14.12.2005,0.249447905,0.234982813,0.199366431,0.232736384
,15.12.2005,0.249041149,0.234863252,0.199113788,0.232497155
,16.12.2005,0.247765422,0.234696854,0.19886814,0.232274799
,17.12.2005,0.245105654,0.234472751,0.198620156,0.232079032
,18.12.2005,0.241773024,0.234192548,0.198329442,0.23186571
,19.12.2005,0.239802379,0.233980045,0.198249178,0.231655225
,20.12.2005,0.23860263,0.233811013,0.197906496,0.231432974
,21.12.2005,0.238758682,0.23370504,0.197630716,0.231248594
,22.12.2005,0.240274693,0.233686839,0.197433682,0.231055196
,23.12.2005,0.242458928,0.233725243,0.197277078,0.230870093
,24.12.2005,0.244697183,0.233830197,0.197172817,0.230702754
,25.12.2005,0.246114352,0.233974292,0.197112634,0.230546887
,26.12.2005,0.247054321,0.234160568,0.197084794,0.230408244
,27.12.2005,0.248043374,0.234367139,0.197073915,0.230264954
,28.12.2005,0.24918243,0.23459459,0.197209348,0.230140331
,29.12.2005,0.249982536,0.234779437,0.197874742,0.230035583
,30.12.2005,0.250560879,0.235007366,0.19793945,0.229952701
,31.12.2005,0.250536117,0.235185622,0.198012845,0.229864616
,01.01.2006,0.251630564,0.235325738,0.198009146,0.229806771
,02.01.2006,0.252491368,0.235852195,0.198149181,0.229764354
,03.01.2006,0.252796795,0.236196665,0.198745752,0.229704845
,04.01.2006,0.252995535,0.236578947,0.199116659,0.229669909
,05.01.2006,0.252562814,0.236662004,0.199140881,0.229642141
,06.01.2006,0.252673716,0.236707982,0.19908541,0.229620087
,07.01.2006,0.253756519,0.236967671,0.199087495,0.229610184
,08.01.2006,0.254723879,0.23757082,0.199269119,0.229595083
,09.01.2006,0.25416554,0.238036669,0.199608173,0.229591875
,10.01.2006,0.253018734,0.237907037,0.199707907,0.229598592
,11.01.2006,-9999,-9999,-9999,-9999
,12.01.2006,-9999,-9999,-9999,-9999
,13.01.2006,-9999,-9999,-9999,-9999
,14.01.2006,0.25282861,0.238046277,0.199648355,0.229592257
,15.01.2006,0.228083993,0.238002831,0.199534302,0.229574938
,16.01.2006,0.253537477,0.238231045,0.199530804,0.229561345
,17.01.2006,-9999,-9999,-9999,-9999
,18.01.2006,-9999,-9999,-9999,-9999
,19.01.2006,-9999,-9999,-9999,-9999
,20.01.2006,-9999,-9999,-9999,-9999
,21.01.2006,-9999,-9999,-9999,-9999
,22.01.2006,-9999,-9999,-9999,-9999
,23.01.2006,-9999,-9999,-9999,-9999
,24.01.2006,-9999,-9999,-9999,-9999
,25.01.2006,-9999,-9999,-9999,-9999
,26.01.2006,-9999,-9999,-9999,-9999
,27.01.2006,-9999,-9999,-9999,-9999
,28.01.2006,-9999,-9999,-9999,-9999
,29.01.2006,-9999,-9999,-9999,-9999
,30.01.2006,-9999,-9999,-9999,-9999
,31.01.2006,-9999,-9999,-9999,-9999
,01.02.2006,-9999,-9999,-9999,-9999
,02.02.2006,-9999,-9999,-9999,-9999
,03.02.2006,-9999,-9999,-9999,-9999
,04.02.2006,-9999,-9999,-9999,-9999
,05.02.2006,-9999,-9999,-9999,-9999
,06.02.2006,-9999,-9999,-9999,-9999
,07.02.2006,-9999,-9999,-9999,-9999
,08.02.2006,-9999,-9999,-9999,-9999
,09.02.2006,-9999,-9999,-9999,-9999
,10.02.2006,-9999,-9999,-9999,-9999
,11.02.2006,-9999,-9999,-9999,-9999
,12.02.2006,-9999,-9999,-9999,-9999
,13.02.2006,-9999,-9999,-9999,-9999
,14.02.2006,-9999,-9999,-9999,-9999
,15.02.2006,-9999,-9999,-9999,-9999
,16.02.2006,-9999,-9999,-9999,-9999
,17.02.2006,-9999,-9999,-9999,-9999
,18.02.2006,-9999,-9999,-9999,-9999
,19.02.2006,-9999,-9999,-9999,-9999
,20.02.2006,-9999,-9999,-9999,-9999
,21.02.2006,-9999,-9999,-9999,-9999
,22.02.2006,-9999,-9999,-9999,-9999
,23.02.2006,-9999,-9999,-9999,-9999
,24.02.2006,-9999,-9999,-9999,-9999
,25.02.2006,-9999,-9999,-9999,-9999
,26.02.2006,-9999,-9999,-9999,-9999
,27.02.2006,-9999,-9999,-9999,-9999
,28.02.2006,-9999,-9999,-9999,-9999
,01.03.2006,-9999,-9999,-9999,-9999
,02.03.2006,-9999,-9999,-9999,-9999
,03.03.2006,-9999,-9999,-9999,-9999
,04.03.2006,-9999,-9999,-9999,-9999
,05.03.2006,0.22870589,0.243333091,0.20425301,0.227438888
,06.03.2006,0.256303557,0.243839525,0.20458864,0.22754062
,07.03.2006,0.230118795,0.244626108,0.204922753,0.227686839
,08.03.2006,0.230784922,0.245548472,0.205288597,0.227848069
,09.03.2006,0.228956874,0.245644206,0.205642412,0.227994589
,10.03.2006,0.223111734,0.245279307,0.205775703,0.228156474
,11.03.2006,0.220983043,0.245828176,0.205725155,0.228284344
,12.03.2006,0.220272333,0.19808838,0.205539341,0.228406419
,13.03.2006,0.21950872,0.197538686,0.205322459,0.228469435
,14.03.2006,0.219204968,0.197172692,0.205115481,0.228496815
,15.03.2006,0.219385613,0.19702757,0.204950948,0.22848689
,16.03.2006,0.220134818,0.260870916,0.204822951,0.228460415
,17.03.2006,0.221259566,0.243649656,0.204740551,0.228438148
,18.03.2006,0.221931513,0.243714657,0.204768671,0.228398643
,19.03.2006,0.235249824,0.243850021,0.20485829,0.228386574
,20.03.2006,0.226099364,0.243869425,0.204945026,0.228378286
,21.03.2006,0.227249451,0.243571452,0.204938608,0.228386968
,22.03.2006,0.226487943,0.243204574,0.204853813,0.228395924
,23.03.2006,0.228209659,0.242854852,0.204713031,0.228387999
,24.03.2006,0.233622921,0.242831333,0.204569814,0.228363737
,25.03.2006,0.268091903,0.243320284,0.204541528,0.228323208
