@T,B1B2B3,,,,
descr,average observed soil water content at probe B1 B2 B3 depths 30cm 60cm 90cm 150cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,03.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1568.666667,,,
x,,513721.3333,,,
y,,4495332.667,,,
,25.08.2007,0.190557903,0.270385443,0.236748088,0.255630703
,26.08.2007,0.188641172,0.26661332,0.236120066,0.25557232
,27.08.2007,-9999,-9999,-9999,-9999
,28.08.2007,-9999,-9999,-9999,-9999
,29.08.2007,-9999,-9999,-9999,-9999
,30.08.2007,-9999,-9999,-9999,-9999
,31.08.2007,-9999,-9999,-9999,-9999
,01.09.2007,-9999,-9999,-9999,-9999
,02.09.2007,-9999,-9999,-9999,-9999
,03.09.2007,-9999,-9999,-9999,-9999
,04.09.2007,-9999,-9999,-9999,-9999
,05.09.2007,-9999,-9999,-9999,-9999
,06.09.2007,0.179054165,0.241622996,0.228365728,0.252821091
,07.09.2007,0.177277147,0.240480834,0.227322097,0.25265746
,08.09.2007,0.176111303,0.239290731,0.225957302,0.252293008
,09.09.2007,0.174556477,0.238559173,0.224955615,0.251935285
,10.09.2007,-9999,-9999,-9999,-9999
,11.09.2007,-9999,-9999,-9999,-9999
,12.09.2007,-9999,-9999,-9999,-9999
,13.09.2007,-9999,-9999,-9999,-9999
,14.09.2007,-9999,-9999,-9999,-9999
,15.09.2007,0.169044616,0.232922985,0.217674719,0.248220028
,16.09.2007,0.169801286,0.232542369,0.216603608,0.2474639
,17.09.2007,0.169506858,0.232766444,0.215976824,0.246652424
,18.09.2007,-9999,-9999,-9999,-9999
,19.09.2007,-9999,-9999,-9999,-9999
,20.09.2007,-9999,-9999,-9999,-9999
,21.09.2007,-9999,-9999,-9999,-9999
,22.09.2007,-9999,-9999,-9999,-9999
,23.09.2007,-9999,-9999,-9999,-9999
,24.09.2007,0.166794302,0.231573732,0.2112955,0.241838715
,25.09.2007,0.162273592,0.229344948,0.210576921,0.24101724
,26.09.2007,0.160250702,0.226627702,0.209096325,0.240044524
,27.09.2007,0.159902476,0.225063468,0.207539658,0.239113177
,28.09.2007,-9999,-9999,-9999,-9999
,29.09.2007,-9999,-9999,-9999,-9999
,30.09.2007,-9999,-9999,-9999,-9999
,01.10.2007,-9999,-9999,-9999,-9999
,02.10.2007,-9999,-9999,-9999,-9999
,03.10.2007,-9999,-9999,-9999,-9999
,04.10.2007,-9999,-9999,-9999,-9999
,05.10.2007,0.158524422,0.220308699,0.202143905,0.234977905
,06.10.2007,0.160019938,0.221007839,0.201939862,0.234528433
,07.10.2007,0.159957861,0.221780499,0.201995859,0.234132237
,08.10.2007,-9999,-9999,-9999,-9999
,09.10.2007,-9999,-9999,-9999,-9999
,10.10.2007,-9999,-9999,-9999,-9999
,11.10.2007,-9999,-9999,-9999,-9999
,12.10.2007,-9999,-9999,-9999,-9999
,13.10.2007,0.164590975,0.219001708,0.199974074,0.232086432
,14.10.2007,0.200211698,0.217310661,0.199860308,0.231670568
,15.10.2007,-9999,-9999,-9999,-9999
,16.10.2007,0.199555857,0.211802328,0.197759089,0.231056012
,17.10.2007,0.198836723,0.210387446,0.196799627,0.230602268
,18.10.2007,0.191944425,0.208883231,0.196010976,0.230083326
,19.10.2007,0.186330736,0.207099688,0.195081914,0.2294114
,20.10.2007,0.191788887,0.206849799,0.194202321,0.228905757
,21.10.2007,0.180782925,0.207705098,0.193858637,0.228233929
,22.10.2007,0.186373991,0.206263692,0.193395055,0.227839296
,23.10.2007,0.188504179,0.205018523,0.192283879,0.227438116
,24.10.2007,0.190902441,0.205699459,0.191380985,0.226904078
,25.10.2007,0.192479184,0.207241799,0.191010145,0.226306213
,26.10.2007,0.192302723,0.209142213,0.191012288,0.22574284
,27.10.2007,0.191574915,0.210245684,0.191143355,0.225313
,28.10.2007,0.179016359,0.210074351,0.190946517,0.224926348
,29.10.2007,0.180586248,0.210295907,0.19045298,0.224580379
,30.10.2007,0.190998668,0.211527176,0.190184649,0.224263886
,31.10.2007,0.186838482,0.213365711,0.19032801,0.223922691
,01.11.2007,0.18151644,0.213675682,0.190467621,0.223650533
,02.11.2007,0.189658292,0.213506153,0.190204124,0.223451876
,03.11.2007,0.186473531,0.213166697,0.189829529,0.223229664
,04.11.2007,0.186800319,0.212616469,0.189237139,0.222966235
,05.11.2007,0.187095951,0.213093116,0.188773165,0.222642492
,06.11.2007,0.185487533,0.212936322,0.18851601,0.222334927
,07.11.2007,0.180111529,0.211961098,0.1879512,0.222016594
,08.11.2007,0.183880295,0.21190131,0.187355964,0.221653789
,09.11.2007,0.182570846,0.212591898,0.187088482,0.221284528
,10.11.2007,0.186672715,0.213266099,0.187035989,0.220945506
,11.11.2007,0.185143707,0.213815354,0.187065773,0.220632862
,12.11.2007,0.183501473,0.214342412,0.18711674,0.220395574
,13.11.2007,0.182299077,0.214081691,0.187089145,0.220174762
,14.11.2007,0.181427781,0.213808919,0.18683859,0.219962295
,15.11.2007,0.181077331,0.2128179,0.186492307,0.219685373
,16.11.2007,0.180322351,0.211323517,0.185727711,0.219379239
,17.11.2007,0.181125844,0.211558393,0.185126895,0.219040766
,18.11.2007,0.18219813,0.212006791,0.184904866,0.218668327
,19.11.2007,0.183966458,0.212837889,0.184913625,0.218303227
,20.11.2007,0.183258874,0.21345789,0.185094819,0.218037844
,21.11.2007,0.175110427,0.212535891,0.185024424,0.217834808
,22.11.2007,0.168443876,0.210735085,0.184443374,0.217643488
,23.11.2007,0.172958656,0.208617731,0.183464291,0.217400223
,24.11.2007,0.170339037,0.206800998,0.182373947,0.21705832
,25.11.2007,0.170030949,0.205057099,0.181255036,0.216569359
,26.11.2007,0.17019327,0.203822769,0.180177822,0.216028416
,27.11.2007,0.170393256,0.20294574,0.179261169,0.215388677
,28.11.2007,0.170369658,0.202329539,0.178510882,0.214749676
,29.11.2007,0.168843537,0.201989004,0.177926556,0.214143322
,30.11.2007,0.168694331,0.201303708,0.177372822,0.213587122
,01.12.2007,0.167476034,0.200433364,0.176766671,0.213046794
,02.12.2007,0.166068294,0.19961655,0.176114655,0.212516014
,03.12.2007,0.16636799,0.198990013,0.175496125,0.211972527
,04.12.2007,0.168095216,0.198725996,0.174950756,0.211361847
,05.12.2007,0.170868547,0.200554361,0.174855229,0.210796945
,06.12.2007,0.172087635,0.202418897,0.175392421,0.210315343
,07.12.2007,0.172949666,0.203247044,0.175926951,0.210022617
,08.12.2007,0.17149822,0.203083825,0.176209703,0.209850395
,09.12.2007,0.170102427,0.202360963,0.176130571,0.209719348
,10.12.2007,0.168048248,0.201606737,0.175840879,0.209565026
,11.12.2007,0.166799536,0.200940654,0.175447669,0.209357192
,12.12.2007,0.16805701,0.200550799,0.17507668,0.209096637
,13.12.2007,0.165741412,0.200385825,0.174791865,0.208831273
,14.12.2007,0.168750174,0.200223059,0.174568667,0.208560567
,15.12.2007,0.168328528,0.200030769,0.174358188,0.208297532
,16.12.2007,0.167464605,0.199555478,0.174094031,0.208055586
,17.12.2007,0.166692938,0.198960346,0.173762788,0.207821137
,18.12.2007,0.16610598,0.198382575,0.173385874,0.207534946
,19.12.2007,0.165673595,0.197908487,0.17298075,0.207238006
,20.12.2007,0.165395905,0.197513034,0.172602489,0.206928551
,21.12.2007,0.165202918,0.197208853,0.172277344,0.206598032
,22.12.2007,0.164875281,0.196970967,0.172017123,0.206285517
,23.12.2007,0.164246123,0.196588102,0.171718257,0.206010058
,24.12.2007,0.163653149,0.19614275,0.171397316,0.205775625
,25.12.2007,0.163489062,0.195752829,0.171063953,0.20548365
,26.12.2007,0.162845101,0.195474292,0.17076103,0.205202001
,27.12.2007,0.162083126,0.195019689,0.170454144,0.204926289
,28.12.2007,0.16202985,0.194659553,0.170145394,0.204604839
,29.12.2007,0.161582348,0.19438183,0.169864094,0.204275786
,30.12.2007,0.16113968,0.194108352,0.169627106,0.203957696
,31.12.2007,0.160431372,0.193846608,0.169393647,0.203662102
,01.01.2008,0.158849334,0.193413601,0.16912422,0.203394196
,02.01.2008,0.156029123,0.192693157,0.168772909,0.203107635
,03.01.2008,0.155174389,0.192072844,0.168370528,0.202693223
,04.01.2008,0.156514566,0.19192516,0.168030654,0.202320098
,05.01.2008,0.157763076,0.192045669,0.167821735,0.201949017
,06.01.2008,0.159581376,0.192371817,0.167750903,0.201554052
,07.01.2008,0.16034532,0.192749253,0.167759043,0.201217402
,08.01.2008,0.15983981,0.192948237,0.167824937,0.200999392
,09.01.2008,0.158529676,0.192834059,0.167850402,0.200831713
,10.01.2008,0.157917473,0.192548366,0.167768096,0.200646265
,11.01.2008,0.157696544,0.192326652,0.167622695,0.200468717
,12.01.2008,0.157522339,0.192200198,0.167475315,0.200292822
,13.01.2008,0.156044425,0.19197377,0.16729917,0.200126654
,14.01.2008,0.156040048,0.19169816,0.167145579,0.199887703
,15.01.2008,0.1555459,0.191531115,0.166960826,0.199706774
,16.01.2008,0.152130937,0.191070682,0.166657441,0.199551634
,17.01.2008,0.144455823,0.189904295,0.166236071,0.199407922
,18.01.2008,0.140544343,0.188711069,0.165768327,0.199181095
,19.01.2008,0.13348217,0.187939975,0.165182083,0.19890066
,20.01.2008,0.126408226,0.187436584,0.164687825,0.198530126
,21.01.2008,0.120725443,0.186800351,0.164227873,0.198180762
,22.01.2008,0.112530006,0.185383455,0.163795397,0.197838091
,23.01.2008,0.109765874,0.183477507,0.163361058,0.197457049
,24.01.2008,0.107780499,0.181977229,0.162850965,0.197074876
,25.01.2008,0.110140522,0.181569882,0.162601976,0.196653015
,26.01.2008,0.115536645,0.182682371,0.162556323,0.196222229
,27.01.2008,0.119671387,0.184151806,0.162644969,0.19582399
,28.01.2008,0.124749519,0.185843353,0.16293621,0.195503517
,29.01.2008,0.128103219,0.187080058,0.163255869,0.195298496
,30.01.2008,0.125601237,0.187488681,0.16345749,0.19520034
,31.01.2008,0.122333882,0.187248719,0.163592227,0.195164052
,01.02.2008,0.122399077,0.187230925,0.163661168,0.195130103
,02.02.2008,0.123635541,0.187277942,0.163638074,0.195071735
,03.02.2008,0.122421794,0.187106014,0.16363468,0.195025343
,04.02.2008,0.122483776,0.186982509,0.16364429,0.19497825
,05.02.2008,0.121642909,0.186705831,0.163573094,0.194907069
,06.02.2008,0.117963646,0.185882569,0.163416346,0.194851616
,07.02.2008,0.116188933,0.185031579,0.163266991,0.194769359
,08.02.2008,0.118855366,0.184989052,0.163159957,0.194624341
,09.02.2008,0.122193602,0.18552634,0.163127817,0.194460949
,10.02.2008,0.125722101,0.186450512,0.163263337,0.194306851
,11.02.2008,0.127582001,0.187301507,0.163506769,0.19418067
,12.02.2008,0.129574031,0.187960985,0.163772748,0.194094457
,13.02.2008,0.130787251,0.188406249,0.164026904,0.194048163
,14.02.2008,0.132513565,0.18892783,0.164291854,0.194035173
,15.02.2008,0.133881866,0.189283203,0.16502252,0.194055269
,16.02.2008,0.134816278,0.18957645,0.164736238,0.194077779
,17.02.2008,0.136067488,0.189907444,0.164935501,0.194105621
,18.02.2008,0.136883713,0.190154447,0.165106635,0.194151675
,19.02.2008,0.136908501,0.190366772,0.165277504,0.194188878
,20.02.2008,0.137724441,0.19067671,0.165442157,0.194207748
,21.02.2008,0.13911447,0.190903937,0.165581983,0.194235418
,22.02.2008,0.141169275,0.191444189,0.165761167,0.194263979
,23.02.2008,0.14346552,0.192085498,0.166034923,0.194305236
,24.02.2008,0.146003791,0.192846025,0.166360436,0.194376687
,25.02.2008,0.148613143,0.193677644,0.166739157,0.194480266
,26.02.2008,0.150496679,0.194455473,0.1671528,0.194619978
,27.02.2008,0.152662019,0.19503435,0.167500407,0.194770572
,28.02.2008,0.15651958,0.195847744,0.167854228,0.194944943
,29.02.2008,0.161033758,0.197226533,0.168383572,0.195137955
,01.03.2008,0.166045369,0.19840454,0.168968699,0.195343113
,02.03.2008,0.172641254,0.199960375,0.169630067,0.195610822
,03.03.2008,0.170486531,0.20028511,0.170330762,0.195918627
,04.03.2008,0.169560043,0.199641907,0.170570027,0.1962674
,05.03.2008,0.169731808,0.199497343,0.17064506,0.196568428
,06.03.2008,0.167873602,0.199324186,0.170724221,0.196795328
,07.03.2008,0.168798051,0.19887269,0.17071263,0.196975236
,08.03.2008,0.170388574,0.198970298,0.170649082,0.197101583
,09.03.2008,0.172268955,0.200078329,0.170878721,0.19719389
,10.03.2008,0.172680901,0.201190256,0.171362201,0.197281435
,11.03.2008,0.174675322,0.20215166,0.171905472,0.197408681
,12.03.2008,0.177697899,0.203670346,0.172535347,0.197586028
,13.03.2008,0.178187114,0.205162595,0.173388416,0.197828234
,14.03.2008,0.178297019,0.205840778,0.17411416,0.198124735
,15.03.2008,0.177392791,0.20608226,0.174632005,0.198478814
,16.03.2008,0.178196825,0.206471409,0.175015885,0.198830741
,17.03.2008,0.175878552,0.20589541,0.175274837,0.199158001
,18.03.2008,0.174833102,0.204861443,0.175151933,0.199451989
,19.03.2008,0.174692895,0.20453102,0.174940911,0.199654051
,20.03.2008,0.177262662,0.204999205,0.174905926,0.199776822
,21.03.2008,0.178171515,0.206018225,0.175163535,0.199881405
,22.03.2008,0.177576148,0.20644146,0.175538879,0.200012269
,23.03.2008,0.176526387,0.206229091,0.175744155,0.200176307
,24.03.2008,0.178388229,0.206073175,0.175760436,0.200329918
,25.03.2008,0.180963981,0.20708634,0.175935567,0.200479766
,26.03.2008,0.182383559,0.208582713,0.176441347,0.200596632
,27.03.2008,0.184259947,0.210365206,0.177174595,0.200768481
,28.03.2008,0.176920227,0.21056091,0.177881499,0.201025031
,29.03.2008,0.172427374,0.210044988,0.178075708,0.201340306
,30.03.2008,0.175891437,0.210511439,0.178207111,0.20162505
,31.03.2008,0.176932181,0.210247532,0.178428949,0.20188962
,01.04.2008,0.174726251,0.209055602,0.178318978,0.202128616
,02.04.2008,0.179337091,0.207924269,0.177911553,0.202299152
,03.04.2008,0.181907583,0.208426264,0.177644979,0.202369211
,04.04.2008,0.180781136,0.209081119,0.177804591,0.202398641
,05.04.2008,0.184349368,0.209878396,0.178007166,0.202427509
,06.04.2008,0.185096253,0.211029154,0.178444693,0.202504514
,07.04.2008,0.183966254,0.211740344,0.178929916,0.202641761
,08.04.2008,0.179596035,0.211322237,0.179207065,0.202843112
,09.04.2008,0.182715343,0.21166072,0.179273665,0.203012847
,10.04.2008,0.183142799,0.211843152,0.179534918,0.203161829
,11.04.2008,0.172510696,0.21038852,0.179430312,0.203317792
,12.04.2008,0.176929655,0.209578022,0.179025832,0.203455524
,13.04.2008,0.17864384,0.209470038,0.178725317,0.20351464
,14.04.2008,0.188058342,0.210932548,0.178749664,0.20350502
,15.04.2008,0.189207737,0.213424436,0.179364755,0.20348704
,16.04.2008,0.177901334,0.216186183,0.180474168,0.203561306
,17.04.2008,0.166738326,0.216722074,0.181528474,0.203777266
,18.04.2008,0.151121912,0.21645474,0.181945788,0.204123037
,19.04.2008,0.179134679,0.217279541,0.182242433,0.204468067
,20.04.2008,0.177815334,0.219059076,0.182865088,0.204758995
,21.04.2008,0.187862999,0.221026523,0.183782549,0.205121598
,22.04.2008,0.194923771,0.221639935,0.184640487,0.205562091
,23.04.2008,0.189758035,0.222191494,0.185167474,0.205993029
,24.04.2008,0.184380488,0.223785395,0.18584137,0.206448891
,25.04.2008,0.159269096,0.225072122,0.18671734,0.207040129
,26.04.2008,0.173454724,0.225007147,0.187335149,0.207769197
,27.04.2008,0.179978158,0.22404986,0.187500544,0.208316823
,28.04.2008,0.173768006,0.223707229,0.187397193,0.208747604
,29.04.2008,0.171523839,0.22450437,0.187491616,0.209072563
,30.04.2008,0.15915354,0.225799433,0.187918824,0.209327596
,01.05.2008,0.158267496,0.227570829,0.188625158,0.209662146
,02.05.2008,0.173966118,0.227014386,0.189256609,0.21012546
,03.05.2008,0.180897284,0.224850603,0.189047894,0.210693509
,04.05.2008,0.1808859,0.224195223,0.188494525,0.210950591
,05.05.2008,0.204904191,0.225747873,0.188460509,0.211046025
,06.05.2008,0.210052303,0.228323981,0.189119199,0.211135367
,07.05.2008,0.213163161,0.230864538,0.190212025,0.211423414
,08.05.2008,0.201147592,0.23210029,0.19130509,0.211969659
,09.05.2008,0.173802358,0.231616471,0.191945872,0.212407425
,10.05.2008,0.210966508,0.231597443,0.192131649,0.212801201
,11.05.2008,0.192796605,0.230656873,0.19224374,0.213438391
,12.05.2008,0.221127942,0.230756361,0.192073042,0.213923843
,13.05.2008,0.221364937,0.231676446,0.192312884,0.214271026
,14.05.2008,0.219665489,0.230843323,0.192478131,0.214586157
,15.05.2008,0.219760403,0.230473251,0.192310122,0.214839444
,16.05.2008,0.221475742,0.23065465,0.192273913,0.215061095
,17.05.2008,0.224945219,0.231700496,0.192418309,0.215206987
,18.05.2008,0.229303777,0.234023593,0.193024656,0.21539406
,19.05.2008,0.233180049,0.236648837,0.194109119,0.215634219
,20.05.2008,0.235704083,0.23900373,0.195410128,0.215987659
,21.05.2008,-9999,-9999,-9999,-9999
,22.05.2008,-9999,-9999,-9999,-9999
,23.05.2008,-9999,-9999,-9999,-9999
,24.05.2008,-9999,-9999,-9999,-9999
,25.05.2008,0.238862137,0.242789204,0.199623056,0.218970997
,26.05.2008,0.239238702,0.243829774,0.200147672,0.219491824
,27.05.2008,0.233843295,0.242362536,0.200529406,0.219908791
,28.05.2008,0.234978133,0.239868464,0.199982012,0.220356621
,29.05.2008,0.256424057,0.24621648,0.199421685,0.220656936
,30.05.2008,0.260469086,0.255890056,0.199600267,0.220818829
,31.05.2008,0.264167921,0.259144266,0.20019594,0.220981405
,01.06.2008,-9999,-9999,-9999,-9999
,02.06.2008,-9999,-9999,-9999,-9999
,03.06.2008,-9999,-9999,-9999,-9999
,04.06.2008,0.260159218,0.265570979,0.20445877,0.222481481
,05.06.2008,0.282197195,0.261630338,0.181970148,0.219389819
,06.06.2008,0.291631868,0.292521273,0.18107094,0.219926215
,07.06.2008,0.281643963,0.308079738,0.179974891,0.220310893
,08.06.2008,0.295373178,0.312010437,0.179802614,0.220487856
,09.06.2008,0.299430842,0.312914813,0.179958138,0.220467175
,10.06.2008,0.29942977,0.31370279,0.209149139,0.22049922
,11.06.2008,0.303438477,0.314775841,0.18071887,0.220541874
,12.06.2008,0.3018769,0.314451451,0.181323496,0.220653656
,13.06.2008,0.318023657,0.314458722,0.181712116,0.220889401
,14.06.2008,0.308552723,0.315691552,0.182513089,0.221164171
,15.06.2008,0.322198827,0.31779045,0.183932299,0.221977338
,16.06.2008,0.322364162,0.31952463,0.185830783,0.222373278
,17.06.2008,0.321886095,0.320041234,0.187785462,0.222923989
,18.06.2008,0.322872742,0.321142825,0.189828228,0.223515284
,19.06.2008,0.322383861,0.321675773,0.192131628,0.224176286
,20.06.2008,0.322894616,0.322297021,0.194403072,0.224856597
,21.06.2008,0.322960962,0.322938126,0.196687711,0.225496244
,22.06.2008,0.323493175,0.323803114,0.198904384,0.226175801
,23.06.2008,0.322877054,0.324445552,0.201044973,0.226901132
,24.06.2008,-9999,-9999,-9999,-9999
,25.06.2008,-9999,-9999,-9999,-9999
,26.06.2008,-9999,-9999,-9999,-9999
,27.06.2008,0.321849838,0.325938896,0.207347397,0.229880652
,28.06.2008,0.322268474,0.326544591,0.208393616,0.230610674
,29.06.2008,0.321266302,0.326848675,0.209445632,0.231318325
,30.06.2008,-9999,-9999,-9999,-9999
,01.07.2008,-9999,-9999,-9999,-9999
,02.07.2008,0.323594444,0.328754853,0.212116321,0.233454049
,03.07.2008,-9999,-9999,-9999,-9999
,04.07.2008,-9999,-9999,-9999,-9999
,05.07.2008,0.323480582,0.328594335,0.213436447,0.235516223
,06.07.2008,-9999,-9999,-9999,-9999
,07.07.2008,-9999,-9999,-9999,-9999
,08.07.2008,0.319990505,0.328069916,0.214783224,0.237217129
,09.07.2008,-9999,-9999,-9999,-9999
,10.07.2008,0.321918354,0.328694706,0.214975102,0.238059064
,11.07.2008,-9999,-9999,-9999,-9999
,12.07.2008,-9999,-9999,-9999,-9999
,13.07.2008,-9999,-9999,-9999,-9999
,14.07.2008,-9999,-9999,-9999,-9999
,15.07.2008,-9999,-9999,-9999,-9999
,16.07.2008,-9999,-9999,-9999,-9999
,17.07.2008,-9999,-9999,-9999,-9999
,18.07.2008,-9999,-9999,-9999,-9999
,19.07.2008,-9999,-9999,-9999,-9999
,20.07.2008,-9999,-9999,-9999,-9999
,21.07.2008,-9999,-9999,-9999,-9999
,22.07.2008,-9999,-9999,-9999,-9999
,23.07.2008,0.3288668,0.336974009,0.221092264,0.24817086
,24.07.2008,0.326101233,0.336528804,0.221479806,0.24516619
,25.07.2008,0.3242803,0.335837381,0.221469723,0.245588035
,26.07.2008,0.322899423,0.334594978,0.221180036,0.246066467
,27.07.2008,0.323213868,0.334204155,0.220828314,0.246363394
,28.07.2008,0.323540008,0.334588912,0.220752742,0.203302835
,29.07.2008,0.258744645,0.334372374,0.225140115,0.246936031
,30.07.2008,0.323118838,0.338304474,0.202696537,0.203751975
,31.07.2008,0.32357674,0.340020775,0.202429521,0.256733399
,01.08.2008,0.254846711,0.339470719,0.202232884,0.204086404
,02.08.2008,0.323905189,0.335330411,0.22111314,0.247848186
,03.08.2008,0.323170523,0.335647789,0.22135834,0.248067578
,04.08.2008,0.31965222,0.334734927,0.221458289,0.248336016
,05.08.2008,0.317540868,0.333162753,0.221034844,0.204671728
,06.08.2008,0.315184894,0.331971348,0.220457452,0.248891944
,07.08.2008,0.312715458,0.330218877,0.219861721,0.248992929
,08.08.2008,0.305584685,0.327898141,0.218877922,0.249088396
,09.08.2008,0.231192686,0.326738989,0.197822403,0.204925297
,10.08.2008,0.310841793,0.326492009,0.217090886,0.248631646
,11.08.2008,0.306152482,0.324929639,0.196555419,0.204761868
,12.08.2008,0.227787509,0.323793195,0.196075386,0.204666093
,13.08.2008,0.228405814,0.323169177,0.1956566,0.204575972
,14.08.2008,0.311305046,0.322448854,0.195373131,0.204491515
,15.08.2008,0.305447937,0.323594851,0.215854158,0.248452337
,16.08.2008,0.358727433,0.320378089,0.21427001,0.248724188
,17.08.2008,0.371866643,0.37393119,0.211378907,0.248464896
,18.08.2008,0.298848108,0.349673993,0.209239521,0.203993643
,19.08.2008,0.366636864,0.38036203,0.208469931,0.203561038
,20.08.2008,0.29275768,0.378890808,0.192758854,0.203199059
,21.08.2008,0.291098892,0.377431546,0.201401973,0.202969174
,22.08.2008,0.354434276,0.37586906,0.211327474,0.202946755
,23.08.2008,0.351834394,0.37371963,0.218796028,0.203075684
,24.08.2008,0.351499747,0.371390946,0.223565256,0.203302838
,25.08.2008,0.350610498,0.369159699,0.226358778,0.203650883
,26.08.2008,0.279897166,0.366524832,0.227495313,0.20414267
,27.08.2008,0.352627166,0.40790436,0.228941169,0.2047281
,28.08.2008,0.348390887,0.406648426,0.228919213,0.246090315
,29.08.2008,0.345480524,0.404615894,0.228333808,0.206051797
,30.08.2008,0.346987031,0.403310097,0.229692016,0.247651424
,31.08.2008,0.262514361,0.351605161,0.221656094,0.207301079
,01.09.2008,0.345118331,0.401400989,0.225934759,0.247688661
,02.09.2008,0.340374515,0.399097265,0.224778306,0.248081491
,03.09.2008,0.332404026,0.395382333,0.222951916,0.248248823
,04.09.2008,0.321596379,0.391599335,0.22056349,0.248522546
,05.09.2008,0.315742544,0.388685306,0.218894451,0.248592714
,06.09.2008,0.312043293,0.384488855,0.216945549,0.248440508
,07.09.2008,0.312305551,0.381694865,0.214275996,0.248213678
,08.09.2008,0.311199934,0.380458231,0.213224949,0.248007185
,09.09.2008,0.311430576,0.37669027,0.21182536,0.247700545
,10.09.2008,-9999,-9999,-9999,-9999
,11.09.2008,-9999,-9999,-9999,-9999
,12.09.2008,0.308467614,0.369702834,0.20778973,0.246358932
,13.09.2008,0.313838714,0.3659332,0.206280797,0.246099328
,14.09.2008,0.316392518,0.363262112,0.204601634,0.245678987
,15.09.2008,0.316552489,0.361963397,0.203216761,0.244976316
,16.09.2008,0.317229434,0.361740505,0.201965707,0.244479227
,17.09.2008,0.317564238,0.36234625,0.201176766,0.243853012
,18.09.2008,0.316817756,0.362893925,0.200793513,0.243237636
,19.09.2008,0.315346367,0.362804402,0.200630929,0.242920067
,20.09.2008,0.312660952,0.361952664,0.200445625,0.24263459
,21.09.2008,0.31135401,0.360901595,0.200136775,0.242452389
,22.09.2008,0.309819647,0.359718518,0.19967645,0.242273721
,23.09.2008,0.30796756,0.35848998,0.199137794,0.242224496
,24.09.2008,0.305580096,0.356698805,0.198512029,0.24219629
,25.09.2008,0.304495328,0.355184176,0.198000032,0.242090742
,26.09.2008,0.303904634,0.354499621,0.197755312,0.241989436
,27.09.2008,0.301634885,0.353370335,0.197739608,0.241890491
,28.09.2008,0.300292813,0.351635417,0.197214621,0.24178857
,29.09.2008,0.2993818,0.350542863,0.196739988,0.241689532
,30.09.2008,0.297610548,0.349141022,0.196463922,0.241531043
,01.10.2008,0.297318833,0.348113836,0.19608411,0.241374617
,02.10.2008,0.296359999,0.347430499,0.195953674,0.24116135
,03.10.2008,0.294596697,0.346132707,0.195849938,0.240954953
,04.10.2008,0.293966264,0.344982199,0.195617102,0.240747569
,05.10.2008,0.293625539,0.344076628,0.195428103,0.240503039
,06.10.2008,0.292396413,0.343336135,0.19539156,0.2402472
,07.10.2008,0.289863843,0.341538935,0.195107839,0.239951186
,08.10.2008,0.289649402,0.339940675,0.194493313,0.239669102
,09.10.2008,0.288775983,0.339364785,0.194233994,0.239333569
,10.10.2008,0.28545528,0.337273419,0.193957693,0.238969574
,11.10.2008,0.282312228,0.334685859,0.193288543,0.238560141
,12.10.2008,0.278318869,0.331128442,0.192320531,0.238086797
,13.10.2008,0.275477434,0.327497341,0.190922402,0.23750248
,14.10.2008,0.274160047,0.324951248,0.18949339,0.23678753
,15.10.2008,0.274065255,0.323050038,0.18831888,0.235975059
,16.10.2008,0.274540504,0.322312207,0.187510574,0.235076474
,17.10.2008,0.276733907,0.322598635,0.187141214,0.234251681
,18.10.2008,0.27841355,0.323720123,0.187291337,0.233491173
,19.10.2008,0.280246058,0.324983564,0.187720421,0.232861202
,20.10.2008,0.280399929,0.326156811,0.188405442,0.232404462
,21.10.2008,0.278053521,0.325631899,0.188944079,0.232071807
,22.10.2008,0.273087395,0.323326108,0.188920269,0.231807719
,23.10.2008,0.269492079,0.31945985,0.18800245,0.231524588
,24.10.2008,0.270187357,0.317155963,0.186734361,0.23111463
,25.10.2008,0.271569839,0.316841624,0.185990638,0.230542765
,26.10.2008,0.274053784,0.317711634,0.185873344,0.229912821
,27.10.2008,0.271096673,0.317615693,0.18617544,0.229357646
,28.10.2008,0.270594986,0.316070246,0.185930692,0.228898202
,29.10.2008,0.272838837,0.316211311,0.185650644,0.2284678
,30.10.2008,0.275400512,0.317517724,0.185913133,0.228037749
,31.10.2008,0.275583754,0.318848994,0.186596864,0.227664917
,01.11.2008,0.276198915,0.319301138,0.187168772,0.227417582
,02.11.2008,0.277246379,0.320146927,0.187728983,0.227253753
,03.11.2008,0.278744104,0.321162223,0.188376621,0.227176727
,04.11.2008,0.278181894,0.32205505,0.189135548,0.227150092
,05.11.2008,0.276140714,0.321610426,0.189656428,0.227168836
,06.11.2008,0.271861581,0.31932032,0.189715191,0.227191338
,07.11.2008,0.269014778,0.316310689,0.189034943,0.22715203
,08.11.2008,0.254592587,0.277127077,0.205475386,0.203400018
,09.11.2008,0.251404678,0.276735365,0.205230857,0.203149635
,10.11.2008,0.257162649,0.276519637,0.204918177,0.20286955
,11.11.2008,0.254936626,0.275902248,0.204620073,0.202547491
,12.11.2008,0.256652862,0.275253672,0.204293904,0.202266975
