@T,C1C2C3,,,,
descr,average observed soil water content at probe C1 C2 C3 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,22.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1584.333333,,,
x,,513547,,,
y,,4494896.333,,,
,24.04.2010,0.436524938,0.335748506,0.254063073,0.246016377
,25.04.2010,0.429433697,0.336192684,0.269988139,0.246146168
,26.04.2010,0.424513518,0.333956394,0.277624051,0.246907989
,27.04.2010,0.421060065,0.331799449,0.279300592,0.250001695
,28.04.2010,0.420786394,0.330592103,0.279503175,0.255846062
,29.04.2010,0.418672407,0.330131686,0.279513227,0.261943522
,30.04.2010,0.416778209,0.328870308,0.279221745,0.265043627
,01.05.2010,0.413832363,0.327162435,0.278444077,0.266288371
,02.05.2010,0.412532434,0.325813655,0.277383104,0.266745432
,03.05.2010,0.410929396,0.32470243,0.276416727,0.266899007
,04.05.2010,0.410219342,0.323962283,0.275469047,0.266983163
,05.05.2010,0.406908536,0.323273057,0.274804362,0.267128626
,06.05.2010,0.403168127,0.322002356,0.274115239,0.267388146
,07.05.2010,0.398041212,0.320134716,0.273255283,0.267675917
,08.05.2010,0.394083531,0.317655322,0.27195878,0.267810691
,09.05.2010,0.391245318,0.31543626,0.270460739,0.267732168
,10.05.2010,0.389460058,0.314129081,0.269151691,0.267571008
,11.05.2010,0.384922863,0.313263881,0.268412571,0.267613839
,12.05.2010,0.383445662,0.310798239,0.267559936,0.267759645
,13.05.2010,0.399910194,0.309107209,0.265791366,0.267615884
,14.05.2010,0.406923134,0.309897414,0.264550642,0.267159395
,15.05.2010,0.417653582,0.312315755,0.264449145,0.266918752
,16.05.2010,0.418224118,0.315428702,0.265232985,0.267152423
,17.05.2010,0.415874095,0.31712012,0.266094395,0.267675056
,18.05.2010,0.414403337,0.317849644,0.266803913,0.268267429
,19.05.2010,0.419361325,0.318556857,0.267504892,0.268895189
,20.05.2010,0.41990859,0.320605729,0.268144851,0.269569234
,21.05.2010,0.416955408,0.32149543,0.268812236,0.270234989
,22.05.2010,0.412047511,0.320158293,0.268947677,0.270856191
,23.05.2010,0.404063881,0.317569687,0.268558861,0.27140485
,24.05.2010,0.396453926,0.314228752,0.26749681,0.271754304
,25.05.2010,0.385857841,0.31028919,0.266110276,0.271875812
,26.05.2010,0.379297752,0.306375171,0.264326657,0.271737172
,27.05.2010,0.373691354,0.303512017,0.2627097,0.271413059
,28.05.2010,0.363212587,0.299652481,0.260828613,0.2710022
,29.05.2010,0.349849936,0.294901973,0.258740703,0.270611402
,30.05.2010,0.336282768,0.289520855,0.256477401,0.270310756
,31.05.2010,0.323659005,0.283008824,0.253452101,0.269788132
,01.06.2010,0.312951107,0.276855033,0.249987148,0.268887432
,02.06.2010,0.305092543,0.271634632,0.246731959,0.267842263
,03.06.2010,0.298579414,0.267014139,0.243763553,0.266773675
,04.06.2010,0.29124547,0.260683948,0.240245254,0.26535836
,05.06.2010,0.283000464,0.253438571,0.236052756,0.263507186
,06.06.2010,0.274953709,0.247090369,0.232099904,0.261706638
,07.06.2010,0.268467992,0.241935494,0.228608455,0.260062841
,08.06.2010,0.262757916,0.23741778,0.2253114,0.258492385
,09.06.2010,0.25690124,0.233052819,0.222112439,0.256972043
,10.06.2010,0.251692349,0.227655447,0.218066787,0.254881087
,11.06.2010,0.247044758,0.223445418,0.214448309,0.252838553
,12.06.2010,0.239232933,0.222091572,0.21372504,0.252660018
,13.06.2010,0.233935228,0.220152364,0.213275812,0.252923344
,14.06.2010,0.233263288,0.217840901,0.211863012,0.252427802
,15.06.2010,0.235769705,0.216269934,0.209964375,0.251215373
,16.06.2010,0.238887816,0.215888967,0.208397837,0.249812052
,17.06.2010,0.240306412,0.215815529,0.206970832,0.248153798
,18.06.2010,0.238540365,0.214814419,0.205367568,0.246156482
,19.06.2010,0.237036994,0.213389762,0.203350372,0.243813996
,20.06.2010,0.236148382,0.212633857,0.201527145,0.241583269
,21.06.2010,0.234406546,0.211447114,0.19947095,0.239052329
,22.06.2010,0.231030306,0.209318278,0.196748785,0.23579053
,23.06.2010,0.226965029,0.206698535,0.193858986,0.232333004
,24.06.2010,0.222735074,0.203837973,0.19093009,0.229151584
,25.06.2010,0.219507711,0.201134305,0.187763666,0.225600615
,26.06.2010,0.217502776,0.199723748,0.184902385,0.221951625
,27.06.2010,0.212946153,0.198532522,0.183138665,0.219736472
,28.06.2010,0.21008977,0.196308645,0.180821819,0.217043757
,29.06.2010,0.208266838,0.194663566,0.178354714,0.214012687
,30.06.2010,0.206729838,0.193599892,0.176196772,0.211329217
,01.07.2010,0.205113011,0.19281385,0.174506809,0.209253382
,02.07.2010,0.203850452,0.192355641,0.173252657,0.207737214
,03.07.2010,0.201970728,0.19166308,0.172133338,0.206458576
,04.07.2010,0.221201773,0.190353868,0.171261443,0.205657659
,05.07.2010,0.269599973,0.186799601,0.171407026,0.206484938
,06.07.2010,0.268045438,0.186144746,0.171222999,0.207152916
,07.07.2010,0.270599765,0.186362662,0.171062048,0.207614859
,08.07.2010,0.270417194,0.185448319,0.17079539,0.208021339
,09.07.2010,0.27131876,0.185001737,0.170274589,0.20810749
,10.07.2010,0.272753312,0.185149121,0.169925437,0.208042924
,11.07.2010,0.273758585,0.185556753,0.169832985,0.208075507
,12.07.2010,0.275535845,0.186157795,0.169874146,0.208244327
,13.07.2010,0.27815949,0.187091679,0.170106187,0.208498563
,14.07.2010,0.281319297,0.188549082,0.170580639,0.208872406
,15.07.2010,0.283310594,0.189916271,0.171272476,0.209419613
,16.07.2010,0.28624041,0.191214132,0.171975643,0.210063821
,17.07.2010,0.288953805,0.192711305,0.172782629,0.210775746
,18.07.2010,0.291631937,0.194249769,0.173677913,0.211572103
,19.07.2010,0.293098917,0.195552141,0.17459322,0.212422984
,20.07.2010,0.293769553,0.196422604,0.175378216,0.213297578
,21.07.2010,0.293667463,0.196566509,0.175895531,0.214101376
,22.07.2010,0.296295618,0.197182004,0.175992963,0.214804268
,23.07.2010,0.300271216,0.198206834,0.175953055,0.215423618
,24.07.2010,0.301716714,0.198891087,0.176211897,0.215897844
,25.07.2010,0.30253874,0.199639311,0.176542856,0.216368477
,26.07.2010,0.303602508,0.20029182,0.176881828,0.216835493
,27.07.2010,0.304802587,0.201144977,0.177243684,0.217285183
,28.07.2010,0.305408504,0.201904425,0.177637268,0.217775332
,29.07.2010,0.305177608,0.202304473,0.177973113,0.218249039
,30.07.2010,0.304089187,0.202166155,0.178119433,0.218691188
,31.07.2010,0.303682661,0.201751094,0.177960684,0.219029541
,01.08.2010,0.304613152,0.201590096,0.177733172,0.219222375
,02.08.2010,0.311378535,0.201420169,0.17755881,0.219334017
,03.08.2010,0.325281366,0.200988179,0.17719813,0.219373802
,04.08.2010,0.335520667,0.200878319,0.176836341,0.219334389
,05.08.2010,0.340276254,0.200718348,0.176537568,0.219272741
,06.08.2010,0.343782497,0.200890393,0.176265948,0.219205316
,07.08.2010,0.346318533,0.201383999,0.176153223,0.219152286
,08.08.2010,0.34891802,0.202277256,0.176185648,0.21917394
,09.08.2010,0.35063928,0.20345646,0.176431542,0.21927812
,10.08.2010,0.350421588,0.204022466,0.176692913,0.219485148
,11.08.2010,0.351595613,0.204515269,0.176748854,0.219681676
,12.08.2010,0.352810199,0.205458429,0.176843864,0.219832124
,13.08.2010,0.352795832,0.20623046,0.177001993,0.220007311
,14.08.2010,0.352621508,0.206711998,0.177050113,0.220170755
,15.08.2010,0.352107606,0.206819184,0.176931899,0.220290624
,16.08.2010,0.35298939,0.207221155,0.176707521,0.220312412
,17.08.2010,0.352051805,0.207429356,0.176532946,0.220298901
,18.08.2010,0.353143529,0.207567879,0.176224463,0.220250592
,19.08.2010,0.354956964,0.208624426,0.176085186,0.220154765
,20.08.2010,0.354266556,0.20907827,0.176128334,0.22017465
,21.08.2010,0.355337807,0.209328716,0.175983357,0.220182718
,22.08.2010,0.357564681,0.210220649,0.175908995,0.220159341
,23.08.2010,0.35932969,0.211577782,0.176101621,0.220195661
,24.08.2010,0.357409869,0.211841961,0.176344952,0.220365525
,25.08.2010,0.357309312,0.21131757,0.176132911,0.220461025
,26.08.2010,0.358614073,0.211478284,0.175810441,0.220407614
,27.08.2010,0.360461013,0.212221288,0.175697583,0.220327457
,28.08.2010,0.362691008,0.213433854,0.175828569,0.220310291
,29.08.2010,0.363888235,0.214703971,0.176193605,0.220434058
,30.08.2010,0.364299625,0.215569856,0.176571489,0.220655741
,31.08.2010,0.363574111,0.215812449,0.17682186,0.22091192
,01.09.2010,0.363213525,0.2157047,0.176808211,0.221085245
,02.09.2010,0.362593128,0.215596227,0.176693516,0.221166659
,03.09.2010,0.360528538,0.214893828,0.176430385,0.221173578
,04.09.2010,0.360345973,0.214132639,0.175906586,0.22105237
,05.09.2010,0.361438755,0.214190585,0.175451966,0.22080806
,06.09.2010,0.361692297,0.214683039,0.175288909,0.220588202
,07.09.2010,0.359176897,0.214321101,0.175171647,0.220490716
,08.09.2010,0.359354259,0.213671958,0.174736907,0.220329723
,09.09.2010,0.359918158,0.213798127,0.174392129,0.220097496
,10.09.2010,0.360511267,0.214345761,0.174281662,0.219892396
,11.09.2010,0.358878586,0.214306782,0.174267091,0.219802644
,12.09.2010,0.358087667,0.213863325,0.174026814,0.219714754
,13.09.2010,0.357834697,0.213633447,0.173724815,0.219545437
,14.09.2010,0.358798172,0.213807314,0.173502868,0.219360853
,15.09.2010,0.35959056,0.214444865,0.173487971,0.219211011
,16.09.2010,0.359341887,0.214876788,0.173591262,0.21915449
,17.09.2010,0.358733317,0.215031039,0.173663146,0.219161862
,18.09.2010,0.35779325,0.215138282,0.173678111,0.219172665
,19.09.2010,0.35486617,0.214187549,0.173508423,0.219157051
,20.09.2010,0.35565074,0.213741493,0.173054574,0.219001129
,21.09.2010,0.355993294,0.214072475,0.17284395,0.218773405
,22.09.2010,0.355555181,0.21436013,0.172810434,0.218646243
,23.09.2010,0.353351403,0.213973451,0.17273853,0.218570911
,24.09.2010,0.351591994,0.213106309,0.172396296,0.218441728
,25.09.2010,0.351353502,0.212602053,0.171928992,0.218197897
,26.09.2010,0.35130139,0.212509319,0.171579183,0.217921511
,27.09.2010,-9999,-9999,-9999,-9999
,28.09.2010,-9999,-9999,-9999,-9999
,29.09.2010,-9999,-9999,-9999,-9999
,30.09.2010,0.318051446,0.155980643,0.182532017,0.260790988
,01.10.2010,0.317205957,0.155819241,0.182489785,0.26076794
,02.10.2010,0.316066439,0.155569785,0.182347322,0.260744893
,03.10.2010,0.314195645,0.154938392,0.181973013,0.260636268
,04.10.2010,0.313693745,0.154386096,0.181488649,0.260445418
,05.10.2010,0.313934532,0.154200582,0.181081204,0.26017902
,06.10.2010,0.314915244,0.154461315,0.180913116,0.259919348
,07.10.2010,0.314476625,0.154634421,0.180873732,0.259751797
,08.10.2010,0.314797981,0.154795098,0.180834355,0.259659836
,09.10.2010,0.312758858,0.154662106,0.180763504,0.259577747
,10.10.2010,0.310949519,0.153967746,0.180422593,0.25947269
,11.10.2010,0.308861507,0.153075688,0.179854374,0.259236416
,12.10.2010,0.307865466,0.152370573,0.179182763,0.258888798
,13.10.2010,0.305385682,0.151496525,0.178520472,0.258485776
,14.10.2010,0.303854383,0.150452355,0.17771417,0.257952286
,15.10.2010,0.332381497,0.204736452,0.165517579,0.213272635
,16.10.2010,0.332305253,0.204341553,0.164839392,0.212621029
,17.10.2010,0.330938848,0.203922314,0.164326357,0.21204481
,18.10.2010,0.330630944,0.203449501,0.163807316,0.211521284
,19.10.2010,0.328231338,0.202736354,0.163326026,0.211023393
,20.10.2010,0.327460338,0.201849925,0.162688031,0.210490873
,21.10.2010,0.326867179,0.201347468,0.16210313,0.209928935
,22.10.2010,0.326426821,0.201035111,0.161607612,0.209392859
,23.10.2010,0.325003269,0.200478852,0.161164729,0.208901358
,24.10.2010,0.322826523,0.199624553,0.160643708,0.208416246
,25.10.2010,0.321967325,0.198777637,0.159999991,0.20788675
,26.10.2010,0.31774604,0.197443737,0.159318804,0.207327269
,27.10.2010,0.314173236,0.195276625,0.158274352,0.206665532
,28.10.2010,0.31127801,0.193203986,0.156995455,0.205809266
,29.10.2010,0.310604942,0.191599605,0.155704005,0.204811704
,30.10.2010,0.312009699,0.191119909,0.154660188,0.203788908
,31.10.2010,0.314087369,0.191599453,0.154070942,0.202901527
,01.11.2010,0.314868974,0.192253734,0.153871371,0.202244654
,02.11.2010,-9999,-9999,-9999,-9999
,03.11.2010,-9999,-9999,-9999,-9999
,04.11.2010,-9999,-9999,-9999,-9999
,05.11.2010,-9999,-9999,-9999,-9999
,06.11.2010,0.311980739,0.191274254,0.152866696,0.20043893
,07.11.2010,0.312982185,0.191428118,0.152528503,0.200013993
,08.11.2010,0.31260613,0.191531561,0.15240355,0.199662728
,09.11.2010,0.31190102,0.191318225,0.152271099,0.199414711
,10.11.2010,0.308111988,0.190502567,0.152044302,0.199144826
,11.11.2010,0.305684063,0.189066214,0.151477344,0.198785433
,12.11.2010,0.302895444,0.187443573,0.150682283,0.19826714
,13.11.2010,0.300987951,0.185914301,0.149743836,0.1976078
,14.11.2010,0.299532545,0.184598173,0.148794579,0.196854833
,15.11.2010,0.298554189,0.183535235,0.147887041,0.196055923
,16.11.2010,0.297686043,0.182560217,0.147052336,0.195243341
,17.11.2010,0.297737887,0.181891526,0.146290139,0.194446842
,18.11.2010,0.29700517,0.181145943,0.145623397,0.193692088
,19.11.2010,0.297727225,0.180344623,0.144918322,0.192957364
,20.11.2010,0.298927208,0.179871781,0.144288092,0.192230226
,21.11.2010,0.299834533,0.179214223,0.143710322,0.191536645
,22.11.2010,0.301082769,0.178643149,0.143127105,0.190863807
,23.11.2010,0.301420153,0.178024246,0.142577973,0.190206801
,24.11.2010,0.301624609,0.177141163,0.141971609,0.189576439
,25.11.2010,0.301529593,0.176205311,0.141299704,0.188899404
,26.11.2010,0.301358246,0.175150245,0.140553189,0.188186684
,27.11.2010,0.30158011,0.174214804,0.139777573,0.187429048
,28.11.2010,0.302036008,0.173542327,0.139048962,0.186660445
,29.11.2010,0.302527616,0.173049875,0.138431981,0.185928562
,30.11.2010,0.302905447,0.172719201,0.137908185,0.185239487
,01.12.2010,0.302974457,0.172318227,0.137438771,0.184612589
,02.12.2010,0.30325939,0.17194616,0.136978647,0.1840226
,03.12.2010,0.303718085,0.171754542,0.13657186,0.183461374
,04.12.2010,0.304233421,0.171671159,0.136257733,0.182949178
,05.12.2010,0.304915687,0.171708198,0.136012804,0.182495686
,06.12.2010,0.30552644,0.17178449,0.135829652,0.182094006
,07.12.2010,0.306145986,0.171802075,0.135665988,0.181745606
,08.12.2010,0.306877434,0.17192353,0.135528681,0.181430302
,09.12.2010,0.307575019,0.171970402,0.13542111,0.181131589
,10.12.2010,0.308909584,0.172249356,0.135341239,0.18087429
,11.12.2010,0.309734462,0.172624723,0.135363963,0.180661776
,12.12.2010,0.309491061,0.172645951,0.135377729,0.180493266
,13.12.2010,0.30973042,0.172391201,0.135245947,0.18031211
,14.12.2010,0.311023652,0.172459774,0.135086123,0.18008173
,15.12.2010,0.312367104,0.172915825,0.135069247,0.179882957
,16.12.2010,0.312265953,0.173196354,0.135145972,0.179740173
,17.12.2010,0.311690077,0.172928184,0.135112594,0.179628778
,18.12.2010,0.311392798,0.172559303,0.134920397,0.17945459
,19.12.2010,0.311254771,0.172227424,0.134671154,0.179218888
,20.12.2010,0.311355246,0.171979691,0.134410282,0.178944814
,21.12.2010,0.311653414,0.171910604,0.134194923,0.178665229
,22.12.2010,0.311768828,0.171892555,0.134024377,0.178398532
,23.12.2010,0.311720295,0.17182681,0.133874682,0.178147658
,24.12.2010,0.311866745,0.171770608,0.133707198,0.177914198
,25.12.2010,0.311947649,0.171792857,0.133585401,0.177680709
,26.12.2010,0.311748838,0.171747855,0.133463628,0.177469957
,27.12.2010,0.311588502,0.171646358,0.133319007,0.177252873
,28.12.2010,0.311521923,0.171566651,0.133166261,0.177037804
,29.12.2010,0.311388464,0.171531407,0.133020351,0.176817695
,30.12.2010,0.311280737,0.171484032,0.132895023,0.176614368
,31.12.2010,0.31108021,0.171480718,0.132770076,0.176414645
,01.01.2011,0.31065638,0.171396482,0.132647667,0.176219286
,02.01.2011,0.309899196,0.171248317,0.132488664,0.176015313
,03.01.2011,0.307790621,0.171040131,0.132313762,0.175805045
,04.01.2011,0.301615684,0.170821177,0.132131425,0.175571999
,05.01.2011,0.29521703,0.170621704,0.131925509,0.175332798
,06.01.2011,0.290246412,0.170478049,0.131722107,0.17507572
,07.01.2011,0.289826008,0.170375806,0.13152503,0.174828546
,08.01.2011,0.290909938,0.170449193,0.131403446,0.174606388
,09.01.2011,0.292381018,0.170490894,0.131298929,0.174402364
,10.01.2011,0.293727307,0.170585187,0.131233232,0.174215793
,11.01.2011,0.290870707,0.170649517,0.131184335,0.174050583
,12.01.2011,0.283646319,0.170517326,0.13109345,0.181028547
,13.01.2011,0.27942338,0.170265349,0.130912595,0.173712715
,14.01.2011,0.280911502,0.170187415,0.130736433,0.173512512
,15.01.2011,0.283991083,0.170299494,0.130638926,0.173344473
,16.01.2011,0.287050797,0.170418361,0.1305799,0.173169345
,17.01.2011,0.289634189,0.170512122,0.130524295,0.173025238
,18.01.2011,0.292307361,0.170614262,0.130506012,0.172901359
,19.01.2011,0.295325315,0.170735487,0.130509072,0.172805609
,20.01.2011,0.298463072,0.170887933,0.130512271,0.172708697
,21.01.2011,0.301296594,0.171048646,0.130523,0.172612225
,22.01.2011,0.303195029,0.17115983,0.130527932,0.172545329
,23.01.2011,0.303873346,0.171236824,0.130536927,0.172471638
,24.01.2011,0.303905339,0.171297471,0.130534356,0.172409927
,25.01.2011,0.303277744,0.171329916,0.130503054,0.172332816
,26.01.2011,0.302244408,0.171302101,0.130464322,0.172266221
,27.01.2011,0.302264126,0.171316998,0.130415985,0.17217547
,28.01.2011,0.302682922,0.171372662,0.130383715,0.172072359
,29.01.2011,0.303173447,0.171450835,0.130368627,0.171996055
,30.01.2011,0.30371134,0.171537819,0.130369841,0.171933434
,31.01.2011,0.304238491,0.171641745,0.130375254,0.171856667
,01.02.2011,0.304106779,0.171748883,0.13038683,0.171796296
,02.02.2011,0.288652734,0.171624823,0.130374967,0.17172889
,03.02.2011,0.255399257,0.171254871,0.130246978,0.171583849
,04.02.2011,0.248323948,0.17074171,0.12999076,0.171433825
,05.02.2011,0.249833255,0.170515917,0.129720474,0.171237993
,06.02.2011,0.252147429,0.170538496,0.129539155,0.171025199
,07.02.2011,0.249365191,0.170576777,0.12943959,0.170831179
,08.02.2011,0.247045828,0.170490604,0.129348983,0.17065433
,09.02.2011,0.24101081,0.170330143,0.129235663,0.170481831
,10.02.2011,0.234165908,0.170045395,0.129093725,0.170306259
,11.02.2011,0.229277583,0.169765527,0.128916228,0.170129044
,12.02.2011,0.228539587,0.169616273,0.128738673,0.169940597
,13.02.2011,0.232817231,0.169633565,0.128596113,0.169763974
,14.02.2011,0.239308743,0.169808659,0.128539389,0.169625378
,15.02.2011,0.245425518,0.170052178,0.128545845,0.169499557
,16.02.2011,0.250484769,0.170252274,0.128586248,0.169422128
,17.02.2011,0.254998167,0.170461801,0.128647302,0.16936905
,18.02.2011,0.259243458,0.170632334,0.128710982,0.16933254
,19.02.2011,0.263394708,0.170812286,0.128775659,0.169299509
,20.02.2011,0.268023605,0.170983848,0.128848208,0.169289937
,21.02.2011,0.273739155,0.171136935,0.128914279,0.169283604
,22.02.2011,0.277754919,0.171274463,0.128970541,0.169272908
,23.02.2011,0.282029729,0.171428399,0.129029365,0.169267155
,24.02.2011,0.287462703,0.171585747,0.129090772,0.169270503
,25.02.2011,0.292656817,0.171737571,0.129150465,0.169274192
,26.02.2011,0.29669442,0.171900245,0.129199772,0.169259462
,27.02.2011,0.298894502,0.172097383,0.129269475,0.16926412
,28.02.2011,0.299932465,0.172257842,0.129331778,0.169265181
,01.03.2011,0.300563003,0.172414394,0.129398726,0.169265428
,02.03.2011,0.301133861,0.172592045,0.129451779,0.169273826
,03.03.2011,0.301941745,0.172820762,0.129514492,0.169269806
,04.03.2011,0.303212846,0.173246957,0.129622637,0.169281662
,05.03.2011,0.303755262,0.173707886,0.129801374,0.169321337
,06.03.2011,0.303918442,0.173818329,0.129954338,0.1693914
,07.03.2011,0.304476009,0.17386711,0.130040785,0.169465518
,08.03.2011,0.304982061,0.173915419,0.130088575,0.169496826
,09.03.2011,0.305611086,0.173930328,0.130111729,0.169518103
,10.03.2011,0.307082481,0.174104572,0.130138695,0.169516923
,11.03.2011,0.310346816,0.174949138,0.130280184,0.169526548
,12.03.2011,0.313312487,0.176317166,0.130685276,0.169617058
,13.03.2011,0.315934529,0.177630537,0.131262038,0.169830835
,14.03.2011,0.317457542,0.178957143,0.13193766,0.17013768
,15.03.2011,0.31953747,0.179880375,0.132583903,0.170531841
,16.03.2011,0.321187585,0.181026746,0.133249333,0.170951279
,17.03.2011,0.323944105,0.182130219,0.13392375,0.171400834
,18.03.2011,0.326191512,0.18364589,0.134703232,0.171889947
,19.03.2011,0.326889673,0.184716725,0.135513097,0.172440702
,20.03.2011,0.328328601,0.185542212,0.136201422,0.173009893
,21.03.2011,0.32960419,0.186440832,0.136845027,0.173561485
,22.03.2011,0.331975896,0.187609917,0.137506968,0.174100404
,23.03.2011,0.331837375,0.188574312,0.138252093,0.174672509
,24.03.2011,0.331665316,0.188985129,0.138822285,0.175237937
,25.03.2011,0.330527733,0.188898686,0.139192736,0.175718997
,26.03.2011,0.330839263,0.188745543,0.139349895,0.176087961
,27.03.2011,0.331299223,0.189025453,0.139513447,0.17635313
,28.03.2011,0.331459829,0.189207711,0.139695547,0.176596626
,29.03.2011,0.332684207,0.189733036,0.139908763,0.17682789
,30.03.2011,0.333007813,0.190365217,0.140212001,0.17707136
,31.03.2011,0.333524832,0.190736232,0.140511317,0.177344082
,01.04.2011,0.336280289,0.191803177,0.140853112,0.177611261
,02.04.2011,0.337783569,0.193313052,0.141448216,0.177960236
,03.04.2011,0.339378139,0.194859872,0.142204503,0.178424522
,04.04.2011,0.334796319,0.19493399,0.142904777,0.17899121
,05.04.2011,0.334080647,0.193857288,0.14296024,0.179421916
,06.04.2011,0.336381772,0.194240501,0.142905354,0.179628895
,07.04.2011,0.33645267,0.194818575,0.143133917,0.179804115
,08.04.2011,0.338659869,0.195594878,0.143378486,0.180021932
,09.04.2011,0.341038579,0.197087364,0.143867715,0.180298147
,10.04.2011,0.341643097,0.198526454,0.144576472,0.180713745
,11.04.2011,0.340963085,0.198800867,0.145198214,0.181224337
,12.04.2011,0.341946849,0.198820803,0.145472754,0.181658493
,13.04.2011,0.34215432,0.199158007,0.145705819,0.181983671
,14.04.2011,0.340795567,0.199263368,0.145917601,0.182265718
,15.04.2011,0.337815627,0.198360742,0.145898899,0.18248868
,16.04.2011,0.33725866,0.19729971,0.14550645,0.182534928
,17.04.2011,0.339249915,0.197263726,0.145126346,0.182421159
,18.04.2011,0.341794815,0.198121709,0.145104345,0.182326328
,19.04.2011,0.343280215,0.199231852,0.145411143,0.182369803
,20.04.2011,0.343074185,0.199784111,0.14578389,0.182547837
,21.04.2011,0.343898866,0.199845021,0.145963854,0.182747016
,22.04.2011,0.345059644,0.200505016,0.146147775,0.182906999
,23.04.2011,0.344157207,0.200540383,0.14636486,0.183090478
,24.04.2011,0.344591449,0.200024878,0.14631233,0.183220557
,25.04.2011,0.346899299,0.200060731,0.146165149,0.18323528
,26.04.2011,0.349619212,0.200669327,0.146216646,0.18323979
,27.04.2011,0.351288175,0.20087948,0.146345699,0.183302616
,28.04.2011,0.353516339,0.200881648,0.146355029,0.183374791
,29.04.2011,0.357299982,0.201714839,0.146413601,0.18340998
,30.04.2011,0.357466765,0.202577491,0.146742838,0.18353475
,01.05.2011,0.356866831,0.202432438,0.146916253,0.183709136
,02.05.2011,0.357281385,0.197220716,0.146860871,0.183801547
,03.05.2011,0.358343534,0.202750184,0.146822225,0.183801761
,04.05.2011,0.360061228,0.203718781,0.146968174,0.183846726
,05.05.2011,0.360094574,0.204663601,0.147279696,0.183961254
,06.05.2011,0.361402393,0.20564547,0.147558955,0.184145642
,07.05.2011,0.363026419,0.207084775,0.147999572,0.184374184
,08.05.2011,0.36536076,0.209043851,0.148621783,0.184691891
,09.05.2011,0.367764634,0.211501926,0.149480622,0.185124198
,10.05.2011,0.36869078,0.213818689,0.150491049,0.185721398
,11.05.2011,0.368455914,0.215638996,0.151448157,0.18643497
,12.05.2011,0.403079334,0.215578471,0.15207261,0.187098589
,13.05.2011,0.41635766,0.218806856,0.151802903,0.187518738
,14.05.2011,0.414505544,0.249000289,0.151336492,0.187559471
,15.05.2011,0.410763057,0.277333353,0.151200731,0.187497606
,16.05.2011,0.409044356,0.292035309,0.150990573,0.187436076
,17.05.2011,0.409454127,0.302414964,0.151005143,0.187374732
,18.05.2011,0.408347754,0.308495486,0.15138909,0.187446256
,19.05.2011,0.433663394,0.341683624,0.15180373,0.187638896
,20.05.2011,0.428285387,0.360464205,0.155660961,0.187873229
,21.05.2011,0.420896989,0.356742678,0.22070755,0.187915242
,22.05.2011,0.416708863,0.35346901,0.282002437,0.187879468
,23.05.2011,0.415439487,0.351951203,0.294468689,0.187986204
,24.05.2011,0.413551347,0.351305722,0.297709247,0.188438311
,25.05.2011,0.410010551,0.349582262,0.298941869,0.18982267
,26.05.2011,0.408854358,0.347921382,0.298971828,0.199707182
,27.05.2011,-9999,-9999,-9999,-9999
,28.05.2011,-9999,-9999,-9999,-9999
,29.05.2011,-9999,-9999,-9999,-9999
,30.05.2011,-9999,-9999,-9999,-9999
,31.05.2011,-9999,-9999,-9999,-9999
,01.06.2011,-9999,-9999,-9999,-9999
,02.06.2011,-9999,-9999,-9999,-9999
,03.06.2011,-9999,-9999,-9999,-9999
,04.06.2011,-9999,-9999,-9999,-9999
,05.06.2011,-9999,-9999,-9999,-9999
,06.06.2011,-9999,-9999,-9999,-9999
,07.06.2011,-9999,-9999,-9999,-9999
,08.06.2011,-9999,-9999,-9999,-9999
,09.06.2011,-9999,-9999,-9999,-9999
,10.06.2011,-9999,-9999,-9999,-9999
,11.06.2011,-9999,-9999,-9999,-9999
,12.06.2011,-9999,-9999,-9999,-9999
,13.06.2011,-9999,-9999,-9999,-9999
,14.06.2011,-9999,-9999,-9999,-9999
,15.06.2011,-9999,-9999,-9999,-9999
,16.06.2011,-9999,-9999,-9999,-9999
,17.06.2011,-9999,-9999,-9999,-9999
,18.06.2011,-9999,-9999,-9999,-9999
,19.06.2011,-9999,-9999,-9999,-9999
,20.06.2011,-9999,-9999,-9999,-9999
,21.06.2011,-9999,-9999,-9999,-9999
,22.06.2011,0.412521744,0.352140915,0.309151587,0.315090053
,23.06.2011,0.41388532,0.35199268,0.308276483,0.314755211
,24.06.2011,0.414381965,0.352252215,0.30792676,0.314583405
,25.06.2011,0.414921674,0.352459318,0.307810365,0.31456569
,26.06.2011,0.415496861,0.35278496,0.307838047,0.314674409
,27.06.2011,0.415644397,0.353145222,0.307995717,0.314857098
,28.06.2011,0.414992076,0.352995294,0.308093253,0.315108614
,29.06.2011,0.399618001,0.352988931,0.308049762,0.315301452
,30.06.2011,0.415240528,0.353165318,0.308118966,0.315479154
,01.07.2011,0.413659335,0.35268279,0.308113403,0.315690127
,02.07.2011,0.413601705,0.352148142,0.307803234,0.315783139
,03.07.2011,0.413607524,0.351914184,0.307520833,0.31575258
,04.07.2011,0.413866395,0.351840884,0.307310373,0.315730746
,05.07.2011,0.41432163,0.352029615,0.307257653,0.315727093
