Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,Psnow_over_canopy[mm],Prain_over_canopy[mm],Psnow_under_canopy[mm],Prain_under_canopy[mm],Prain_rain_on_snow[mm],Wind_speed[m/s],Wind_direction[deg],Relative_Humidity[-],Pressure[mbar],Tair[C],Tdew[C],Tsurface[C],Tvegetation[C],Tcanopyair[C],Surface_Energy_balance[W/m2],Soil_heat_flux[W/m2],SWin[W/m2],SWbeam[W/m2],SWdiff[W/m2],LWin[W/m2],LWin_min[W/m2],LWin_max[W/m2],SWnet[W/m2],LWnet[W/m2],H[W/m2],LE[W/m2],Canopy_fraction[-],LSAI[m2/m2],z0veg[m],d0veg[m],Estored_canopy[W/m2],SWv[W/m2],LWv[W/m2],Hv[W/m2],LEv[W/m2],Hg_unveg[W/m2],LEg_unveg[W/m2],Hg_veg[W/m2],LEg_veg[W/m2],Evap_surface[mm],Trasp_canopy[mm],Water_on_canopy[mm],Snow_on_canopy[mm],Qvegetation[-],Qsurface[-],Qair[-],Qcanopyair[-],LObukhov[m],LObukhovcanopy[m],Wind_speed_top_canopy[m/s],Decay_of_K_in_canopy[-],SWup[W/m2],LWup[W/m2],Hup[W/m2],LEup[W/m2],snow_depth[mm],snow_water_equivalent[mm],snow_density[kg/m3],snow_temperature[C],snow_melted[mm],snow_subl[mm],snow_blown_away[mm],snow_subl_while_blown[mm],glac_depth[mm],glac_water_equivalent[mm],glac_density[kg/m3],glac_temperature[C],glac_melted[mm],glac_subl[mm],thawed_soil_depth[mm],water_table_depth[mm]
23/03/2002 01:00,731298.041667,0.041667,1,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.700000,1011.670693,12.713817,7.385519,9.699587,-9999.000000,-9999.000000,-28.303774,-28.303774,4.735379,0.054744,4.680635,342.063639,288.219152,307.146272,3.788303,-34.536555,-2.902042,0.457565,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.902042,0.459412,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,-9999.000000,0.007463,0.006375,-9999.000000,-2.652367,0.000000,-9999.000000,0.000000,0.947076,362.083488,-2.902042,0.457565,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,5000.000000
23/03/2002 02:00,731298.083333,0.083333,1,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.700000,1011.670693,12.713817,7.385519,13.233751,-9999.000000,-9999.000000,-3.250449,-3.250449,65.459242,2.053891,63.405352,342.312796,288.219152,307.146272,52.367394,-52.826593,1.296006,1.495243,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.296006,1.493719,0.000000,0.000000,0.002181,0.000000,0.000000,0.000000,-9999.000000,0.009472,0.006375,-9999.000000,-2.354269,0.000000,-9999.000000,0.000000,13.091848,379.881514,1.296006,1.495243,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,5000.000000
23/03/2002 03:00,731298.125000,0.125000,1,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.700000,1011.670693,12.713817,7.385519,17.557821,-9999.000000,-9999.000000,25.305970,25.305970,155.860097,7.371769,148.488328,343.149540,288.219152,307.146272,124.688077,-75.574160,14.215016,9.592932,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.215016,9.556745,0.000000,0.000000,0.013993,0.000000,0.000000,0.000000,-9999.000000,0.012512,0.006375,-9999.000000,-3.809990,0.000000,-9999.000000,0.000000,31.172019,402.523792,14.215016,9.592932,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,5000.000000
23/03/2002 04:00,731298.166667,0.166667,1,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.700000,1011.670693,12.713817,7.385519,21.417094,-9999.000000,-9999.000000,49.077130,49.077130,238.432477,14.449423,223.983055,343.950628,288.219152,307.146272,190.745982,-96.729056,28.497859,16.441937,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.497859,16.326604,0.000000,0.000000,0.023991,0.000000,0.000000,0.000000,-9999.000000,0.015924,0.006375,-9999.000000,-1.928925,0.000000,-9999.000000,0.000000,47.686495,423.602817,28.497859,16.441937,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,5000.000000
23/03/2002 05:00,731298.208333,0.208333,1,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.700000,1011.670693,12.713817,7.385519,24.403711,-9999.000000,-9999.000000,65.728391,65.728391,303.105911,20.706916,282.398995,344.619639,288.219152,307.146272,242.484729,-113.651844,40.228599,22.875895,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.228599,22.662692,0.000000,0.000000,0.033397,0.000000,0.000000,0.000000,-9999.000000,0.019103,0.006375,-9999.000000,-1.493630,0.000000,-9999.000000,0.000000,60.621182,440.492015,40.228599,22.875895,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,5000.000000
23/03/2002 06:00,731298.250000,0.250000,1,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.700000,1011.670693,12.713817,7.385519,26.338805,-9999.000000,-9999.000000,74.579770,74.579770,344.015110,24.688927,319.326183,345.095193,288.219152,307.146272,275.212088,-124.860785,48.081557,27.689976,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48.081557,27.397647,0.000000,0.000000,0.040449,0.000000,0.000000,0.000000,-9999.000000,0.021451,0.006375,-9999.000000,-1.317607,0.000000,-9999.000000,0.000000,68.803022,451.709891,48.081557,27.689976,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,5000.000000
23/03/2002 07:00,731298.291667,0.291667,1,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.700000,1011.670693,12.713817,7.385519,27.126732,-9999.000000,-9999.000000,75.524354,75.524354,357.791618,25.679310,332.112308,345.336510,288.219152,307.146272,286.233295,-129.444026,51.408833,29.856081,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.408833,29.536737,0.000000,0.000000,0.043640,0.000000,0.000000,0.000000,-9999.000000,0.022478,0.006375,-9999.000000,-1.250974,0.000000,-9999.000000,0.000000,71.558324,456.341853,51.408833,29.856081,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,5000.000000
23/03/2002 08:00,731298.333333,0.333333,1,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.700000,1011.670693,12.713817,7.385519,26.730240,-9999.000000,-9999.000000,68.813128,68.813128,343.402141,23.546426,319.855715,345.323763,288.219152,307.146272,274.721712,-127.028642,49.975704,28.904239,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.975704,28.622030,0.000000,0.000000,0.042273,0.000000,0.000000,0.000000,-9999.000000,0.021956,0.006375,-9999.000000,-1.256709,0.000000,-9999.000000,0.000000,68.680428,454.010827,49.975704,28.904239,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,5000.000000
23/03/2002 09:00,731298.375000,0.375000,1,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.700000,1011.670693,12.713817,7.385519,25.163500,-9999.000000,-9999.000000,54.978833,54.978833,302.139238,18.705571,283.433667,345.056142,288.219152,307.146272,241.711390,-117.786231,43.870445,25.075880,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,43.870445,24.879469,0.000000,0.000000,0.036690,0.000000,0.000000,0.000000,-9999.000000,0.019996,0.006375,-9999.000000,-1.337898,0.000000,-9999.000000,0.000000,60.427848,444.880768,43.870445,25.075880,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,5000.000000
23/03/2002 10:00,731298.416667,0.416667,1,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.700000,1011.670693,12.713817,7.385519,22.497188,-9999.000000,-9999.000000,34.858024,34.858024,237.609891,12.137644,225.472248,344.553098,288.219152,307.146272,190.087913,-102.442169,33.545082,19.242638,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.545082,19.145927,0.000000,0.000000,0.028163,0.000000,0.000000,0.000000,-9999.000000,0.017015,0.006375,-9999.000000,-1.542545,0.000000,-9999.000000,0.000000,47.521978,429.666742,33.545082,19.242638,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,5000.000000
