@T,obs,,,,,,,,
descr,observed runoff at Drake,,,,,,,,
unit,m3/s  //  mg/l  //  mg/l ,,,,,,,,
,,,,,,,,,
missing_val,-9999,,,,,,,,
date_start,09.01.2001,,,,,,,,
date_end,31.12.2013,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,
,,,,,,,,,
@H,date,orun[1],no3_n[1],sedim[1],no3_n[2],no3_n[3],no3_n_load[4],no3_n_load_ntrax[4],sedim_load[2]
name,-,SF450,SF450,SF450,SF450,SF450,SF450,SF450,SF450
ID,-,1,2,3,4,5,6,7,8
elevation,-,289,289,289,289,289,289,289,289
x,-,487469.4,487469.4,487469.4,487469.4,487469.4,487469.4,487469.4,487469.4
y,-,4684771.7,4684771.7,4684771.7,4684771.7,4684771.7,4684771.7,4684771.7,4684771.7
,26.04.2007,76.73865429,13.58,-9999,13.6,-9999,1.55085177,-9999,-9999
,27.04.2007,63.14656792,15.21,-9999,15.35,-9999,1.4403742,-9999,-9999
,28.04.2007,50.97032388,16.02,-9999,15.9,-9999,1.204291775,-9999,-9999
,29.04.2007,41.34259604,15.84,-9999,16,-9999,0.982957927,-9999,-9999
,30.04.2007,30.86536279,15.67,-9999,15.8,-9999,0.724678999,-9999,-9999
,01.05.2007,23.07822998,15.11,-9999,14.9,-9999,0.510982431,-9999,-9999
,02.05.2007,17.66971228,15.75,-9999,15.8,-9999,0.414862106,-9999,-9999
,03.05.2007,14.24337384,15.46,-9999,15.7,-9999,0.332299531,-9999,-9999
,04.05.2007,11.89307557,14.06,-9999,13.9,-9999,0.245655324,-9999,-9999
,05.05.2007,10.42059955,13.81,-9999,13.8,-9999,0.21369236,-9999,-9999
,06.05.2007,11.21347125,14.48,-9999,14.45,-9999,0.240782613,-9999,-9999
,07.05.2007,20.13327793,15.86,-9999,15.76666667,-9999,0.471706192,-9999,-9999
,08.05.2007,21.71902134,16.91,-9999,16.96666667,-9999,0.547588076,-9999,-9999
,09.05.2007,17.01842481,17.57,-9999,17.35,-9999,0.438769107,-9999,-9999
,10.05.2007,13.53545267,16.7,-9999,17.15,-9999,0.344948381,-9999,-9999
,11.05.2007,11.29842179,13.22,-9999,13,-9999,0.218262105,-9999,-9999
,12.05.2007,9.684361537,12,-9999,11.8,-9999,0.169812714,-9999,-9999
,13.05.2007,8.551687673,11.98,-9999,12.2,-9999,0.155034683,-9999,-9999
,14.05.2007,7.815449662,13.98,-9999,15.1,-9999,0.1753671,-9999,-9999
,15.05.2007,7.305746423,10.98,-9999,9.2,-9999,0.099877951,-9999,-9999
,16.05.2007,6.880993724,12.74,-9999,12.9,-9999,0.131904033,-9999,-9999
,17.05.2007,6.059805172,14.56,-9999,15.3,-9999,0.137774009,-9999,-9999
,18.05.2007,5.720003013,12.05,-9999,11.8,-9999,0.100298738,-9999,-9999
,19.05.2007,5.436834547,10.16,-9999,10.3,-9999,0.083214794,-9999,-9999
,20.05.2007,5.153666081,7.75,-9999,7.7,-9999,0.05896906,-9999,-9999
,21.05.2007,4.842180769,5.72,-9999,5.5,-9999,0.039574997,-9999,-9999
,22.05.2007,4.587329149,5.34,-9999,5.1,-9999,0.034765404,-9999,-9999
,23.05.2007,4.728913382,8.89,-9999,6.6,-9999,0.046379119,-9999,-9999
,24.05.2007,25.17367663,14.01,-9999,13.76,-9999,0.514733324,-9999,-9999
,25.05.2007,28.06199498,17.64,-9999,17.7,-9999,0.738089473,-9999,-9999
,26.05.2007,26.53288526,20.18,-9999,20.5,-9999,0.808268293,-9999,-9999
,27.05.2007,18.46258398,20.41,-9999,20.65,-9999,0.56653891,-9999,-9999
,28.05.2007,13.84693799,18.98,-9999,19,-9999,0.390953001,-9999,-9999
,29.05.2007,11.52495657,17.78,-9999,17.7,-9999,0.303130591,-9999,-9999
,30.05.2007,10.33564901,17.58,-9999,17.95,-9999,0.275688981,-9999,-9999
,31.05.2007,16.25386995,17.88,-9999,17.55,-9999,0.423887982,-9999,-9999
,01.06.2007,24.69229024,17.82,-9999,18.3,-9999,0.671474718,-9999,-9999
,02.06.2007,32.56437359,16.75,-9999,16.2,-9999,0.783925778,-9999,-9999
,03.06.2007,30.0158574,19.73,-9999,20.3,-9999,0.905449001,-9999,-9999
,04.06.2007,21.43585288,19.61,-9999,19.4,-9999,0.617959055,-9999,-9999
,05.06.2007,16.14060256,19.48,-9999,19.6,-9999,0.470102995,-9999,-9999
,06.06.2007,13.64872006,19.54,-9999,19,-9999,0.385356536,-9999,-9999
,07.06.2007,17.52812805,20.31,-9999,20.85,-9999,0.543073735,-9999,-9999
,08.06.2007,17.81129651,19.19,-9999,18.95,-9999,0.501558911,-9999,-9999
,09.06.2007,12.62931358,19.37,-9999,19.65,-9999,0.368773329,-9999,-9999
,10.06.2007,10.73208486,18.54,-9999,18.5,-9999,0.295034653,-9999,-9999
,11.06.2007,9.599410997,17.26,-9999,17.75,-9999,0.253197927,-9999,-9999
,12.06.2007,8.58000452,13.68,-9999,15.1,-9999,0.192522577,-9999,-9999
,13.06.2007,7.758815968,3.18,-9999,1.6,-9999,0.018447293,-9999,-9999
,14.06.2007,7.192479036,0.82,-9999,0.7,-9999,0.007481589,-9999,-9999
,15.06.2007,6.654458951,0.81,-9999,0.8,-9999,0.007910792,-9999,-9999
,16.06.2007,6.173072559,0.98,-9999,1,-9999,0.009173152,-9999,-9999
,17.06.2007,5.776636706,1.02,-9999,1,-9999,0.00858405,-9999,-9999
,18.06.2007,5.465151394,8.5,-9999,11.05,-9999,0.089739093,-9999,-9999
,19.06.2007,5.465151394,3.95,-9999,1.4,-9999,0.011369659,-9999,-9999
,20.06.2007,5.012081848,1.51,-9999,1.6,-9999,0.011916682,-9999,-9999
,21.06.2007,4.700596536,2.27,-9999,1.1,-9999,0.007683567,-9999,-9999
,22.06.2007,41.34259604,5.15,-9999,5.2,-9999,0.319461326,-9999,-9999
,23.06.2007,88.63172986,1.6,-9999,1.366666667,-9999,0.17999856,-9999,-9999
,24.06.2007,71.07528497,6.01,-9999,6.95,-9999,0.734041505,-9999,-9999
,25.06.2007,49.27131308,10.61,-9999,11.2,-9999,0.820029284,-9999,-9999
,26.06.2007,28.60001507,12.05,-9999,12.8,-9999,0.543993154,-9999,-9999
,27.06.2007,21.66238765,10.66,-9999,11.75,-9999,0.37823472,-9999,-9999
,28.06.2007,16.11228572,3.34,-9999,1.9,-9999,0.045491259,-9999,-9999
,29.06.2007,12.71426412,2.05,-9999,2.2,-9999,0.041565318,-9999,-9999
,30.06.2007,10.3922827,1.34,-9999,1.3,-9999,0.020075737,-9999,-9999
,01.07.2007,8.551687673,0.84,-9999,0.7,-9999,0.008895433,-9999,-9999
,02.07.2007,7.220795883,0.86,-9999,1.2,-9999,0.012876076,-9999,-9999
,03.07.2007,6.173072559,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.07.2007,5.351884007,0.31,-9999,0.5,-9999,0.003976435,-9999,-9999
,05.07.2007,4.643962842,0.5,-9999,0.5,-9999,0.003450452,-9999,-9999
,06.07.2007,4.020992217,0.51,-9999,0.5,-9999,0.002987586,-9999,-9999
,07.07.2007,3.596239518,0.55,-9999,0.6,-9999,0.003206395,-9999,-9999
,08.07.2007,3.171486819,1.94,-9999,0.3,-9999,0.001413844,-9999,-9999
,09.07.2007,2.83168466,6.5,-9999,8.45,-9999,0.035556483,-9999,-9999
,10.07.2007,2.520199347,1.18,-9999,0.8,-9999,0.002996002,-9999,-9999
,11.07.2007,2.208714035,0.84,-9999,0.8,-9999,0.00262571,-9999,-9999
,12.07.2007,1.982179262,1.19,-9999,1.1,-9999,0.003240058,-9999,-9999
,13.07.2007,1.783961336,1.98,-9999,2.1,-9999,0.005567009,-9999,-9999
,14.07.2007,1.642377103,2.14,-9999,2.1,-9999,0.005125183,-9999,-9999
,15.07.2007,1.50079287,2.46,-9999,2.4,-9999,0.005352408,-9999,-9999
,16.07.2007,1.41584233,3.71,-9999,3.2,-9999,0.006732589,-9999,-9999
,17.07.2007,1.33089179,7.24,-9999,8.1,-9999,0.016019353,-9999,-9999
,18.07.2007,1.33089179,5.71,-9999,6.1,-9999,0.012063957,-9999,-9999
,19.07.2007,1.58574341,2.02,-9999,1,-9999,0.002356406,-9999,-9999
,20.07.2007,1.24594125,3.91,-9999,4.1,-9999,0.007590994,-9999,-9999
,21.07.2007,1.104357017,5.46,-9999,5.7,-9999,0.00935409,-9999,-9999
,22.07.2007,0.991089631,5.35,-9999,5.4,-9999,0.00795287,-9999,-9999
,23.07.2007,0.991089631,4.45,-9999,4.7,-9999,0.006921943,-9999,-9999
,24.07.2007,1.104357017,2.24,-9999,2,-9999,0.003282137,-9999,-9999
,25.07.2007,0.991089631,1.26,-9999,1.2,-9999,0.001767304,-9999,-9999
,26.07.2007,0.877822245,0.91,-9999,0.9,-9999,0.001173995,-9999,-9999
,27.07.2007,1.104357017,0.71,-9999,0.7,-9999,0.001148748,-9999,-9999
,28.07.2007,0.962772784,0.61,-9999,0.6,-9999,0.000858405,-9999,-9999
,29.07.2007,0.877822245,0.6,-9999,0.6,-9999,0.000782663,-9999,-9999
,30.07.2007,0.764554858,0.59,-9999,0.6,-9999,0.000681675,-9999,-9999
,31.07.2007,0.707921165,0.5,-9999,0.5,-9999,0.000525983,-9999,-9999
,01.08.2007,0.736238012,0.4,-9999,0.4,-9999,0.000437618,-9999,-9999
,02.08.2007,0.736238012,0.34,-9999,0.3,-9999,0.000328214,-9999,-9999
,03.08.2007,0.679604318,0.46,-9999,0.5,-9999,0.000504944,-9999,-9999
,04.08.2007,0.849505398,0.77,-9999,0.9,-9999,0.001136124,-9999,-9999
,05.08.2007,1.019406478,0.53,-9999,0.4,-9999,0.000605933,-9999,-9999
,06.08.2007,1.047723324,0.47,-9999,0.3,-9999,0.000467073,-9999,-9999
,07.08.2007,3.341387899,1.53,-9999,1.25,-9999,0.006206605,-9999,-9999
,08.08.2007,3.482972132,2.41,-9999,2.7,-9999,0.013974329,-9999,-9999
,09.08.2007,2.350298268,1.79,-9999,1.8,-9999,0.006286555,-9999,-9999
,10.08.2007,1.614060256,1.69,-9999,1.7,-9999,0.004077424,-9999,-9999
,11.08.2007,1.274258097,1.49,-9999,1.5,-9999,0.002840311,-9999,-9999
,12.08.2007,1.076040171,1.25,-9999,1.2,-9999,0.001918788,-9999,-9999
,13.08.2007,0.934455938,1.25,-9999,1.3,-9999,0.001805175,-9999,-9999
,14.08.2007,0.821188551,1.05,-9999,1,-9999,0.001220282,-9999,-9999
,15.08.2007,0.934455938,1.06,-9999,1.1,-9999,0.001527456,-9999,-9999
,16.08.2007,0.877822245,0.95,-9999,0.9,-9999,0.001173995,-9999,-9999
,17.08.2007,0.764554858,1.23,-9999,1.1,-9999,0.001249737,-9999,-9999
,18.08.2007,3.143169973,2.4,-9999,1.75,-9999,0.008173783,-9999,-9999
,19.08.2007,17.95288074,4.51,-9999,4.5,-9999,0.120050469,-9999,-9999
,20.08.2007,54.9346824,1.98,-9999,2.425,-9999,0.197959142,-9999,-9999
,21.08.2007,57.20003013,1.46,-9999,1.35,-9999,0.114748556,-9999,-9999
,22.08.2007,62.29706252,1.26,-9999,1.25,-9999,0.115716365,-9999,-9999
,23.08.2007,59.74854633,1.39,-9999,1.366666667,-9999,0.121340882,-9999,-9999
,24.08.2007,53.80200854,2.81,-9999,3,-9999,0.239848467,-9999,-9999
,25.08.2007,45.87329149,2.58,-9999,2.8,-9999,0.190868885,-9999,-9999
,26.08.2007,37.09506905,2.4,-9999,2.5,-9999,0.137807672,-9999,-9999
,27.08.2007,27.75050967,2.66,-9999,1.9,-9999,0.078350499,-9999,-9999
,28.08.2007,20.58634748,1.26,-9999,4.7,-9999,0.143778636,-9999,-9999
,29.08.2007,27.21248958,1.41,-9999,1.85,-9999,0.074809578,-9999,-9999
,30.08.2007,22.17209089,0.69,-9999,0.7,-9999,0.023063324,-9999,-9999
,31.08.2007,17.10337535,0.45,-9999,0.4,-9999,0.010166209,-9999,-9999
,01.09.2007,13.02574944,0.5,-9999,0.5,-9999,0.009678096,-9999,-9999
,02.09.2007,10.36396586,0.58,-9999,0.6,-9999,0.009240478,-9999,-9999
,03.09.2007,8.49505398,0.55,-9999,0.5,-9999,0.006311802,-9999,-9999
,04.09.2007,7.022577957,0.75,-9999,0.8,-9999,0.00834841,-9999,-9999
,05.09.2007,5.889904093,0.72,-9999,0.7,-9999,0.006126656,-9999,-9999
,06.09.2007,5.125349235,0.92,-9999,0.8,-9999,0.006092993,-9999,-9999
,07.09.2007,6.088122019,3.42,-9999,4.5,-9999,0.040711121,-9999,-9999
,08.09.2007,7.447330656,3.52,-9999,3.8,-9999,0.042053431,-9999,-9999
,09.09.2007,6.286339945,2.14,-9999,1.9,-9999,0.017748787,-9999,-9999
,10.09.2007,5.861587246,4.58,-9999,4.7,-9999,0.040938346,-9999,-9999
,11.09.2007,5.861587246,6.32,-9999,6.5,-9999,0.056616862,-9999,-9999
,12.09.2007,5.776636706,6.81,-9999,6.9,-9999,0.059229948,-9999,-9999
,13.09.2007,5.323567161,6.58,-9999,6.6,-9999,0.052211224,-9999,-9999
,14.09.2007,4.842180769,6.44,-9999,6.1,-9999,0.043892269,-9999,-9999
,15.09.2007,4.360794376,7.95,-9999,8.3,-9999,0.053784967,-9999,-9999
,16.09.2007,4.190893297,7.49,-9999,7.7,-9999,0.047952862,-9999,-9999
,17.09.2007,4.105942757,5.2,-9999,5.4,-9999,0.032947605,-9999,-9999
,18.09.2007,3.964358524,4.76,-9999,5.1,-9999,0.030044176,-9999,-9999
,19.09.2007,4.275843837,3.61,-9999,2.7,-9999,0.017155477,-9999,-9999
,20.09.2007,4.813863922,3.3,-9999,3.6,-9999,0.025752151,-9999,-9999
,21.09.2007,5.323567161,2.38,-9999,2.1,-9999,0.016612662,-9999,-9999
,22.09.2007,5.068715541,2.98,-9999,2.8,-9999,0.021089834,-9999,-9999
,23.09.2007,4.587329149,4.38,-9999,4.9,-9999,0.033402055,-9999,-9999
,24.09.2007,4.41742807,3,-9999,2.8,-9999,0.018379967,-9999,-9999
,25.09.2007,4.304160683,2.84,-9999,2.3,-9999,0.014710706,-9999,-9999
,26.09.2007,4.049309064,5.62,-9999,6.1,-9999,0.036705231,-9999,-9999
,27.09.2007,3.936041677,6.12,-9999,6.1,-9999,0.035678511,-9999,-9999
,28.09.2007,3.794457444,6.32,-9999,6.3,-9999,0.03552282,-9999,-9999
,29.09.2007,3.652873211,6.49,-9999,6.7,-9999,0.036368602,-9999,-9999
,30.09.2007,3.624556365,5.45,-9999,5.4,-9999,0.029084782,-9999,-9999
,01.10.2007,3.567922672,4.68,-9999,4.5,-9999,0.023858611,-9999,-9999
,02.10.2007,4.615645996,5.7,-9999,6.166666667,-9999,0.042296085,-9999,-9999
,03.10.2007,8.749905599,7.35,-9999,7.2,-9999,0.093616644,-9999,-9999
,04.10.2007,9.089707759,7.87,-9999,7.6,-9999,0.102655144,-9999,-9999
,05.10.2007,7.758815968,6.4,-9999,7.35,-9999,0.08474225,-9999,-9999
,06.10.2007,6.99426111,2.96,-9999,2.7,-9999,0.028062271,-9999,-9999
,07.10.2007,6.541191565,2.28,-9999,1.4,-9999,0.013608245,-9999,-9999
,08.10.2007,15.0079287,6.13,-9999,6.375,-9999,0.142173335,-9999,-9999
,09.10.2007,37.09506905,7.96,-9999,8.4,-9999,0.463033777,-9999,-9999
,10.10.2007,37.94457444,7.69,-9999,7.4,-9999,0.417252175,-9999,-9999
,11.10.2007,28.28852975,8.62,-9999,8.55,-9999,0.359412927,-9999,-9999
,12.10.2007,18.83070299,8.18,-9999,8.35,-9999,0.233652381,-9999,-9999
,13.10.2007,14.78139393,7.4,-9999,7,-9999,0.153755491,-9999,-9999
,14.10.2007,17.89624705,8.16,-9999,8.233333333,-9999,0.218955,-9999,-9999
,15.10.2007,39.64358524,7.46,-9999,7.45,-9999,0.438880615,-9999,-9999
,16.10.2007,43.04160683,6.55,-9999,6.7,-9999,0.42852926,-9999,-9999
,17.10.2007,38.51091138,6.96,-9999,7.6,-9999,0.43492522,-9999,-9999
,18.10.2007,34.54655285,4.65,-9999,3.8,-9999,0.195076753,-9999,-9999
,19.10.2007,36.81190058,6.13,-9999,6.5,-9999,0.355564832,-9999,-9999
,20.10.2007,35.67922672,7.26,-9999,7.5,-9999,0.397643511,-9999,-9999
,21.10.2007,27.38239066,6.31,-9999,6.1,-9999,0.2482095,-9999,-9999
,22.10.2007,21.09605072,6.58,-9999,6.4,-9999,0.200631138,-9999,-9999
,23.10.2007,17.64139543,8.38,-9999,8.75,-9999,0.229381395,-9999,-9999
,24.10.2007,15.23446347,8.39,-9999,8.2,-9999,0.185634297,-9999,-9999
,25.10.2007,13.42218529,8.5,-9999,8.5,-9999,0.169534995,-9999,-9999
,26.10.2007,12.20456088,8.78,-9999,8.8,-9999,0.159596011,-9999,-9999
,27.10.2007,11.10020387,8.94,-9999,8.9,-9999,0.146804093,-9999,-9999
,28.10.2007,10.0241637,9.24,-9999,9.3,-9999,0.138531425,-9999,-9999
,29.10.2007,9.429509918,9.18,-9999,9.2,-9999,0.128912239,-9999,-9999
,30.10.2007,9.089707759,8.89,-9999,8.9,-9999,0.120214576,-9999,-9999
,31.10.2007,8.523370827,8.65,-9999,8.5,-9999,0.107658299,-9999,-9999
,01.11.2007,7.787132815,9.21,-9999,9.3,-9999,0.10761622,-9999,-9999
,02.11.2007,7.390696963,9.35,-9999,9.4,-9999,0.103235829,-9999,-9999
,03.11.2007,7.022577957,9.16,-9999,9.1,-9999,0.094963161,-9999,-9999
,04.11.2007,6.796043184,9.29,-9999,9.3,-9999,0.09391961,-9999,-9999
,05.11.2007,6.512874718,9.4,-9999,9.4,-9999,0.090974103,-9999,-9999
,06.11.2007,5.946537786,8.38,-9999,9.5,-9999,0.083946963,-9999,-9999
,07.11.2007,5.691686167,2.85,-9999,0.6,-9999,0.005074689,-9999,-9999
,08.11.2007,5.691686167,8.45,-9999,9.7,-9999,0.082040799,-9999,-9999
,09.11.2007,5.408517701,8.86,-9999,8.8,-9999,0.070725843,-9999,-9999
,10.11.2007,5.125349235,8.42,-9999,8.4,-9999,0.063976423,-9999,-9999
,11.11.2007,5.097032388,8.21,-9999,8.2,-9999,0.062108129,-9999,-9999
,12.11.2007,4.870497615,8.19,-9999,8.1,-9999,0.058624015,-9999,-9999
,13.11.2007,4.559012303,8.58,-9999,8.7,-9999,0.058939605,-9999,-9999
,14.11.2007,4.502378609,8.36,-9999,8.3,-9999,0.055531232,-9999,-9999
,15.11.2007,4.219210143,8.39,-9999,8.4,-9999,0.052665674,-9999,-9999
,16.11.2007,4.07762591,8.42,-9999,8.4,-9999,0.050898369,-9999,-9999
,17.11.2007,4.07762591,8.51,-9999,8.6,-9999,0.052110235,-9999,-9999
,18.11.2007,3.851091138,8.16,-9999,8.1,-9999,0.046353872,-9999,-9999
,19.11.2007,3.737823751,8.11,-9999,8.1,-9999,0.044990523,-9999,-9999
,20.11.2007,3.737823751,8.19,-9999,8.2,-9999,0.045545961,-9999,-9999
,21.11.2007,3.539605825,8.21,-9999,8.2,-9999,0.043130645,-9999,-9999
,22.11.2007,3.341387899,8.28,-9999,-9999,-9999,-9999,-9999,-9999
,23.11.2007,3.199803666,8.37,-9999,-9999,-9999,-9999,-9999,-9999
,24.11.2007,3.199803666,8.45,-9999,-9999,-9999,-9999,-9999,-9999
,25.11.2007,3.171486819,8.53,-9999,-9999,-9999,-9999,-9999,-9999
,26.11.2007,3.114853126,8.61,-9999,-9999,-9999,-9999,-9999,-9999
,27.11.2007,2.9166352,8.69,-9999,8.7,-9999,0.037706704,-9999,-9999
,28.11.2007,2.491882501,8.68,-9999,-9999,-9999,-9999,-9999,-9999
,29.11.2007,1.953862415,8.66,-9999,-9999,-9999,-9999,-9999,-9999
,30.11.2007,1.840595029,8.64,-9999,-9999,-9999,-9999,-9999,-9999
,01.12.2007,2.265347728,8.62,-9999,-9999,-9999,-9999,-9999,-9999
,02.12.2007,2.010496109,8.6,-9999,-9999,-9999,-9999,-9999,-9999
,03.12.2007,1.897228722,8.58,-9999,-9999,-9999,-9999,-9999,-9999
,04.12.2007,2.775050967,8.56,-9999,-9999,-9999,-9999,-9999,-9999
,05.12.2007,2.548516194,8.54,-9999,-9999,-9999,-9999,-9999,-9999
,06.12.2007,2.123763495,8.52,-9999,-9999,-9999,-9999,-9999,-9999
,07.12.2007,2.265347728,8.5,-9999,-9999,-9999,-9999,-9999,-9999
,08.12.2007,1.897228722,8.48,-9999,-9999,-9999,-9999,-9999,-9999
,09.12.2007,1.699010796,8.46,-9999,-9999,-9999,-9999,-9999,-9999
,10.12.2007,1.840595029,8.44,-9999,-9999,-9999,-9999,-9999,-9999
,11.12.2007,2.067129802,8.42,-9999,-9999,-9999,-9999,-9999,-9999
,12.12.2007,1.953862415,8.4,-9999,-9999,-9999,-9999,-9999,-9999
,13.12.2007,2.038812955,8.37,-9999,-9999,-9999,-9999,-9999,-9999
,14.12.2007,1.642377103,8.35,-9999,-9999,-9999,-9999,-9999,-9999
,15.12.2007,1.727327643,8.33,-9999,-9999,-9999,-9999,-9999,-9999
,16.12.2007,1.897228722,8.31,-9999,-9999,-9999,-9999,-9999,-9999
,17.12.2007,1.699010796,8.29,-9999,-9999,-9999,-9999,-9999,-9999
,18.12.2007,1.755644489,8.27,-9999,-9999,-9999,-9999,-9999,-9999
,19.12.2007,1.614060256,8.25,-9999,-9999,-9999,-9999,-9999,-9999
,20.12.2007,1.727327643,8.23,-9999,-9999,-9999,-9999,-9999,-9999
,21.12.2007,1.840595029,8.21,-9999,-9999,-9999,-9999,-9999,-9999
,22.12.2007,1.699010796,8.19,-9999,-9999,-9999,-9999,-9999,-9999
,23.12.2007,1.444159177,8.17,-9999,-9999,-9999,-9999,-9999,-9999
,24.12.2007,1.614060256,8.15,-9999,-9999,-9999,-9999,-9999,-9999
,25.12.2007,1.840595029,8.13,-9999,-9999,-9999,-9999,-9999,-9999
,26.12.2007,1.897228722,8.11,-9999,-9999,-9999,-9999,-9999,-9999
,27.12.2007,1.953862415,8.09,-9999,-9999,-9999,-9999,-9999,-9999
,28.12.2007,1.642377103,8.07,-9999,-9999,-9999,-9999,-9999,-9999
,29.12.2007,1.33089179,8.05,-9999,-9999,-9999,-9999,-9999,-9999
,30.12.2007,1.24594125,8.03,-9999,-9999,-9999,-9999,-9999,-9999
,31.12.2007,1.670693949,8.01,-9999,-9999,-9999,-9999,-9999,-9999
,01.01.2008,1.387525483,7.99,-9999,-9999,-9999,-9999,-9999,-9999
,02.01.2008,1.274258097,7.97,-9999,-9999,-9999,-9999,-9999,-9999
,03.01.2008,1.359208637,7.95,-9999,-9999,-9999,-9999,-9999,-9999
,04.01.2008,1.670693949,7.93,-9999,-9999,-9999,-9999,-9999,-9999
,05.01.2008,1.840595029,7.91,-9999,-9999,-9999,-9999,-9999,-9999
,06.01.2008,1.812278182,7.89,-9999,-9999,-9999,-9999,-9999,-9999
,07.01.2008,2.038812955,7.86,-9999,-9999,-9999,-9999,-9999,-9999
,08.01.2008,2.265347728,7.84,-9999,-9999,-9999,-9999,-9999,-9999
,09.01.2008,2.095446648,7.82,-9999,-9999,-9999,-9999,-9999,-9999
,10.01.2008,2.293664575,7.8,-9999,-9999,-9999,-9999,-9999,-9999
,11.01.2008,2.237030881,7.78,-9999,-9999,-9999,-9999,-9999,-9999
,12.01.2008,2.123763495,7.76,-9999,-9999,-9999,-9999,-9999,-9999
,13.01.2008,1.897228722,7.74,-9999,-9999,-9999,-9999,-9999,-9999
,14.01.2008,1.670693949,7.72,-9999,-9999,-9999,-9999,-9999,-9999
,15.01.2008,1.50079287,7.7,-9999,7.7,-9999,0.017172309,-9999,-9999
,16.01.2008,1.642377103,7.64,-9999,-9999,-9999,-9999,-9999,-9999
,17.01.2008,1.557426563,7.58,-9999,-9999,-9999,-9999,-9999,-9999
,18.01.2008,1.160990711,7.51,-9999,-9999,-9999,-9999,-9999,-9999
,19.01.2008,0.821188551,7.45,-9999,-9999,-9999,-9999,-9999,-9999
,20.01.2008,0.707921165,7.39,-9999,-9999,-9999,-9999,-9999,-9999
,21.01.2008,0.622970625,7.32,-9999,-9999,-9999,-9999,-9999,-9999
,22.01.2008,0.509703239,7.26,-9999,-9999,-9999,-9999,-9999,-9999
,23.01.2008,0.424752699,7.2,-9999,-9999,-9999,-9999,-9999,-9999
,24.01.2008,0.311485313,7.13,-9999,-9999,-9999,-9999,-9999,-9999
,25.01.2008,0.453069546,7.07,-9999,-9999,-9999,-9999,-9999,-9999
,26.01.2008,0.594653779,7.01,-9999,-9999,-9999,-9999,-9999,-9999
,27.01.2008,0.991089631,6.94,-9999,-9999,-9999,-9999,-9999,-9999
,28.01.2008,1.104357017,6.88,-9999,-9999,-9999,-9999,-9999,-9999
,29.01.2008,0.906139091,6.81,-9999,-9999,-9999,-9999,-9999,-9999
,30.01.2008,0.594653779,6.75,-9999,-9999,-9999,-9999,-9999,-9999
,31.01.2008,0.679604318,6.69,-9999,-9999,-9999,-9999,-9999,-9999
,01.02.2008,0.764554858,6.62,-9999,-9999,-9999,-9999,-9999,-9999
,02.02.2008,0.906139091,6.56,-9999,-9999,-9999,-9999,-9999,-9999
,03.02.2008,0.849505398,6.5,-9999,-9999,-9999,-9999,-9999,-9999
,04.02.2008,1.104357017,6.43,-9999,-9999,-9999,-9999,-9999,-9999
,05.02.2008,1.019406478,6.37,-9999,-9999,-9999,-9999,-9999,-9999
,06.02.2008,0.934455938,6.31,-9999,-9999,-9999,-9999,-9999,-9999
,07.02.2008,0.877822245,6.24,-9999,-9999,-9999,-9999,-9999,-9999
,08.02.2008,0.991089631,6.18,-9999,-9999,-9999,-9999,-9999,-9999
,09.02.2008,0.934455938,6.12,-9999,-9999,-9999,-9999,-9999,-9999
,10.02.2008,0.679604318,6.05,-9999,-9999,-9999,-9999,-9999,-9999
,11.02.2008,0.877822245,5.99,-9999,-9999,-9999,-9999,-9999,-9999
,12.02.2008,0.792871705,5.92,-9999,-9999,-9999,-9999,-9999,-9999
,13.02.2008,0.736238012,5.86,-9999,-9999,-9999,-9999,-9999,-9999
,14.02.2008,0.792871705,5.8,-9999,-9999,-9999,-9999,-9999,-9999
,15.02.2008,0.707921165,5.73,-9999,-9999,-9999,-9999,-9999,-9999
,16.02.2008,0.821188551,5.67,-9999,-9999,-9999,-9999,-9999,-9999
,17.02.2008,0.877822245,5.61,-9999,-9999,-9999,-9999,-9999,-9999
,18.02.2008,0.764554858,5.54,-9999,-9999,-9999,-9999,-9999,-9999
,19.02.2008,0.651287472,5.48,-9999,-9999,-9999,-9999,-9999,-9999
,20.02.2008,0.538020085,5.42,-9999,-9999,-9999,-9999,-9999,-9999
,21.02.2008,0.396435852,5.35,-9999,-9999,-9999,-9999,-9999,-9999
,22.02.2008,0.481386392,5.29,-9999,-9999,-9999,-9999,-9999,-9999
,23.02.2008,0.566336932,5.22,-9999,-9999,-9999,-9999,-9999,-9999
,24.02.2008,0.736238012,5.16,-9999,-9999,-9999,-9999,-9999,-9999
,25.02.2008,0.991089631,5.1,-9999,-9999,-9999,-9999,-9999,-9999
,26.02.2008,0.934455938,5.03,-9999,-9999,-9999,-9999,-9999,-9999
,27.02.2008,0.877822245,4.97,-9999,-9999,-9999,-9999,-9999,-9999
,28.02.2008,0.679604318,4.91,-9999,-9999,-9999,-9999,-9999,-9999
,29.02.2008,1.104357017,4.84,-9999,-9999,-9999,-9999,-9999,-9999
,01.03.2008,1.614060256,4.78,-9999,-9999,-9999,-9999,-9999,-9999
,02.03.2008,7.872083355,4.72,-9999,-9999,-9999,-9999,-9999,-9999
,03.03.2008,28.26021291,4.65,-9999,-9999,-9999,-9999,-9999,-9999
