@H,date,rain[1],rain[2],rain[3],rain[4],rain[5],rain[6],rain[7],rain[8],rain[9],rain[10],rain[11],rain[12],rain[13],rain[14],rain[21],rain[23],rain[24],rain[25],rain[26],rain[27],rain[28],rain[29],rain[30],rain[31],rain[32],rain[33],rain[34],rain[35],rain[18],rain[19],rain[20]
name,-,BELLE-PLAINE,Algona,ALLISON,AMES-8-WSW,ANKENY-3-S,Boone,DES MOINES INTERNATIONAL AIRPORT IA US,MASON CITY MUNICIPAL AIRPORT IA US,SPENCER MUNICIPAL AIRPORT IA US,CEDAR RAPIDS MUNICIPAL AIRPORT IA US,WATERLOO MUNICIPAL AIRPORT IA US,ESTHERVILLE MUNICIPAL AIRPORT IA US,MARSHALLTOWN MUNICIPAL AIRPORT IA US,AMES MUNICIPAL AIRPORT IA US,IASF901,MARSHALLTOWN-IA5198,Clarion-IA1541,HAMPTON-2-NW-IA3584,eldora,iowa falls,webster city,SF400 buckeye,BC350 beaver creek ,TC240,hubbard,jewell,popejoy,williams,TC241,TC323 Tipton Creek U/S,TC325 Tipton Creek
,28.08.1993,0,0,1.8,1.5,2.8,0,33.8,0,-9999,12.4,2.5,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.08.1993,65,5.1,25.1,47.8,77.5,42.7,80.3,1,-9999,32.5,72.9,-9999,-9999,-9999,-9999,35.1,51.6,34.5,43.7,62,49.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.08.1993,0.8,33.3,4.3,21.3,25.4,23.4,6.6,45.7,-9999,0,3,-9999,-9999,-9999,-9999,32.3,30,31,9.1,2.3,27.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.08.1993,0,0,0,0,4.1,7.6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,2,10.7,8.1,5.8,6.4,12.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.09.1993,0,0,0,0.5,0,0,2,1.3,-9999,0.5,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.09.1993,0.5,0,0,0,2.3,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0.5,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.09.1993,0.5,0,0,10.7,0,0,7.6,0,-9999,6.1,3.6,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.09.1993,7.4,0,0,0,10.2,10.2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,8.9,0,0,12.4,3,6.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.09.1993,0,0,3,0,0,0,0,1.8,-9999,4.1,7.1,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.09.1993,3.6,5.1,0,0.8,2,1.3,0,0,-9999,0.8,0,-9999,-9999,-9999,-9999,1.8,12.7,16.3,10.9,2,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.09.1993,0,0,0,0,0,0.3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.09.1993,1.5,8.1,19.3,6.9,0,0,36.3,17.3,-9999,14.5,25.9,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.09.1993,22.1,33,14.5,6.1,27.7,16,0.3,0,-9999,10.4,0.8,-9999,-9999,-9999,-9999,44.2,7.6,10.7,24.9,27.7,3.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.09.1993,0,0,0,0,1,1,0,0,-9999,0,0,-9999,-9999,-9999,-9999,1.3,0,0,1.3,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.09.1993,0,0,1.3,0,0,0,0,0.8,-9999,0.5,4.8,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.09.1993,2.5,3.3,2.3,1.5,0.3,3.6,2.8,0,-9999,0,0.3,-9999,-9999,-9999,-9999,0.5,4.8,3.8,7.1,7.9,5.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.09.1993,2.8,0.3,13.2,17,10.7,10.7,10.4,5.8,-9999,2.3,11.2,-9999,-9999,-9999,-9999,3.3,1.8,0,2.8,10.9,7.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.09.1993,0,10.9,0,0,6.6,4.1,0.3,2,-9999,0,3.6,-9999,-9999,-9999,-9999,12.7,5.8,10.9,0,2.5,6.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.09.1993,0,0,0,0,0,0,0.3,1.8,-9999,1,1,-9999,-9999,-9999,-9999,0,0,0.5,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.09.1993,9.9,1.3,3.6,20.6,4.8,6.9,3.6,9.4,-9999,0,0,-9999,-9999,-9999,-9999,0.5,0.8,0.8,11.4,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.09.1993,0,0.5,0,0,1.5,0.8,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,7.6,4.3,0,2.3,4.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.09.1993,20.6,0,0.8,37.3,21.1,12.2,83.6,0.8,-9999,57.4,13.5,-9999,-9999,-9999,-9999,6.6,0,0,2.5,0.3,2.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.09.1993,29.7,0.5,1.5,0,41.9,23.4,0,1.5,-9999,0,1,-9999,-9999,-9999,-9999,34,1.8,0.3,14.2,3,4.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.09.1993,0,1.3,0,0,0.5,0,0,0,-9999,1,0,-9999,-9999,-9999,-9999,0,0,0.8,0,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.10.1993,0,0,19.3,6.9,0,0,21.8,30.2,-9999,13,35.8,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.10.1993,10.2,18.3,7.6,6.9,18,17.3,1.3,0,-9999,1.3,1.3,-9999,-9999,-9999,-9999,27.4,23.9,13,36.6,36.8,24.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.10.1993,0,0,0,0,0,0,6.6,0,-9999,0.3,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.10.1993,5.8,0,15.7,13.5,17,13.7,5.6,0,-9999,3.6,6.1,-9999,-9999,-9999,-9999,7.9,0.8,0.8,7.9,2.8,4.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.10.1993,2.3,0.3,0,3.8,0,0,0,0,-9999,2.5,0,-9999,-9999,-9999,-9999,2.3,1,1.8,0,3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.10.1993,0,0,0,2.5,0,0,7.4,0,-9999,0.8,1,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.10.1993,1.8,0,0,1.3,5.8,3.6,0,0,-9999,0,0,-9999,-9999,-9999,-9999,3,0.5,1,2.5,3.3,3.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.10.1993,0,0,2,2.5,0,0,0.3,4.3,-9999,0.3,1.5,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.10.1993,0.8,2,0,1,1.3,4.3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,1.3,5.8,3.3,2.8,2.8,4.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.10.1993,0,0,0,0,0,0.3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.10.1993,0,0,0,0,0,0,0.3,0,-9999,0.5,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.11.1993,0,0,0,0,0,0.8,0,0.8,-9999,0.3,0.3,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.11.1993,0,0,0,0,0,0,0,1,-9999,0.8,0.5,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.11.1993,0,0,17.8,10.2,0,0,13.7,11.7,-9999,7.6,10.4,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.11.1993,13,10.9,1.3,1.5,10.2,10.2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,9.9,10.7,13.2,11.4,14,9.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.11.1993,0,0,0.8,1.5,0,0,3.6,3.6,-9999,2.5,3.8,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.11.1993,0,1,3.3,3,3.6,5.6,0,0.3,-9999,0.3,0.3,-9999,-9999,-9999,-9999,4.6,4.6,4.3,4.1,5.1,2.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.11.1993,0,0,0,0.5,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.11.1993,4.3,0,4.1,2.3,1.5,0.5,5.1,2.8,-9999,5.6,1.5,-9999,-9999,-9999,-9999,0.8,0,0,0,0,0.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.11.1993,7.9,12.7,7.6,8.4,8.6,10.4,3.3,5.8,-9999,4.6,5.3,-9999,-9999,-9999,-9999,8.6,12.4,10.4,7.4,10.9,6.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.11.1993,0.3,0,0,0,0,0,0,0,-9999,0,0.8,-9999,-9999,-9999,-9999,0,0,1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.11.1993,0,1,0.8,0.8,0,0,1,2.5,-9999,2.5,1.8,-9999,-9999,-9999,-9999,0,0.8,0.5,0,0.5,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.11.1993,1,0.8,0,0,1.3,1.3,0.3,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0.3,0.3,0,0.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.11.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.12.1993,0,0,0,0,0,0,0,0.5,-9999,1.3,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.12.1993,0,1,0,0,0,0.3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0.5,0.3,0,0.5,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.12.1993,0,0,0,0,0,0,0.5,0,-9999,0,0.3,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.12.1993,1.5,0.8,0,5.1,1.8,1.3,8.1,9.4,-9999,2.8,2.8,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.12.1993,13,9.1,10.2,2.5,5.6,4.1,5.3,6.1,-9999,3.8,9.1,-9999,-9999,-9999,-9999,6.4,8.1,8.4,5.1,6.4,4.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.12.1993,1.8,1.5,0,0,1.3,3.3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,2.5,1.5,2.8,4.1,3.3,2.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.12.1993,0,0,0,0,0,0,2.3,1,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.12.1993,3,3,1.3,2,1.8,2.5,1.5,2.8,-9999,1.5,1.8,-9999,-9999,-9999,-9999,2,1.5,1.5,2,1.3,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.12.1993,2,0,0.5,1.5,0.5,1.8,0,0,-9999,1.5,0,-9999,-9999,-9999,-9999,1.5,1.5,1,0.8,0,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.12.1993,0,0,0,0,0,0,0,1,-9999,0,0.5,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.12.1993,0,1.3,0,0,0.3,0.5,0.8,0.8,-9999,1,0.5,-9999,-9999,-9999,-9999,0,0.3,0.3,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.12.1993,0,0,0,0,0.3,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.12.1993,0,0,1.3,1.8,0,0,2.3,1.5,-9999,1.3,1.3,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.12.1993,3.3,2,0,0,2,3.6,1,2.3,-9999,1,1.3,-9999,-9999,-9999,-9999,2.3,2,1.5,1.5,2.5,3.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.12.1993,0.8,2,2.5,2.3,3.8,3.6,0,0.8,-9999,0.8,0.5,-9999,-9999,-9999,-9999,2.8,5.6,2.3,2.5,1.8,1.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.12.1993,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.12.1993,0,0,0,0,0,0,0,0.5,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.12.1993,0,0,2.3,0,0,0.5,0,3,-9999,1,1.3,-9999,-9999,-9999,-9999,0,0.3,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
