@H,date,rain[1],rain[2],rain[3],rain[4],rain[5],rain[6],rain[7],rain[8],rain[9],rain[10],rain[11],rain[12],rain[13],rain[14],rain[21],rain[23],rain[24],rain[25],rain[26],rain[27],rain[28],rain[29],rain[30],rain[31],rain[32],rain[33],rain[34],rain[35],rain[18],rain[19],rain[20]
name,-,BELLE-PLAINE,Algona,ALLISON,AMES-8-WSW,ANKENY-3-S,Boone,DES MOINES INTERNATIONAL AIRPORT IA US,MASON CITY MUNICIPAL AIRPORT IA US,SPENCER MUNICIPAL AIRPORT IA US,CEDAR RAPIDS MUNICIPAL AIRPORT IA US,WATERLOO MUNICIPAL AIRPORT IA US,ESTHERVILLE MUNICIPAL AIRPORT IA US,MARSHALLTOWN MUNICIPAL AIRPORT IA US,AMES MUNICIPAL AIRPORT IA US,IASF901,MARSHALLTOWN-IA5198,Clarion-IA1541,HAMPTON-2-NW-IA3584,eldora,iowa falls,webster city,SF400 buckeye,BC350 beaver creek ,TC240,hubbard,jewell,popejoy,williams,TC241,TC323 Tipton Creek U/S,TC325 Tipton Creek
,15.02.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.02.1984,1.5,1,0,3,3,0.5,1.3,7.1,-9999,4.1,0,-9999,-9999,-9999,-9999,7.9,7.1,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.02.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,2.5,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.02.1984,13.7,0,10.7,10.7,20.3,0,16,17.3,-9999,15.5,16.5,-9999,-9999,-9999,-9999,0,0.3,3.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.02.1984,1.3,12.2,0,4.8,1.3,16.8,0,0,-9999,0.5,0,-9999,-9999,-9999,-9999,17,11.2,8.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.02.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.02.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.02.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.02.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.02.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.02.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.02.1984,0,0,0,0,0,0,0,2.5,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.02.1984,0,1.5,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.02.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.02.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.03.1984,0,0,0,0,0,0,0,0.5,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.03.1984,2.5,0,5.1,5.6,4.1,4.8,5.1,7.9,-9999,1,2.3,-9999,-9999,-9999,-9999,1.8,0,1.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.03.1984,0,0,0,0,0,0,0,0,-9999,0,0.5,-9999,-9999,-9999,-9999,0,4.6,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.03.1984,0,0,1.3,2,5.1,4.6,3,5.8,-9999,4.6,3.6,-9999,-9999,-9999,-9999,0,0,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.03.1984,3,4.6,7.6,1.3,0.3,1.5,0,1.5,-9999,4.6,0.8,-9999,-9999,-9999,-9999,3.3,1.5,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.03.1984,0,0,0,0.8,0,0,0.8,0,-9999,5.1,0.3,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.03.1984,2,0,5.1,7.1,6.4,8.9,3.6,1,-9999,0,1.3,-9999,-9999,-9999,-9999,5.8,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.03.1984,0,0,0,0,0,0,0,0,-9999,0.5,0,-9999,-9999,-9999,-9999,0,0,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.03.1984,0,0,0,0,0,0,0,7.4,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.03.1984,8.1,0.8,12.7,0,2,0,2.3,7.1,-9999,0.8,2.8,-9999,-9999,-9999,-9999,0,17.8,11.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,1,0.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.03.1984,12.4,1.8,5.1,6.1,7.6,7.4,9.1,5.6,-9999,7.9,5.3,-9999,-9999,-9999,-9999,8.1,0,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.03.1984,0,7.1,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,5.1,2.3,1.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.03.1984,2.5,0,5.1,3,9.1,2.8,6.6,2.5,-9999,2.3,5.1,-9999,-9999,-9999,-9999,0,0,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.03.1984,19.6,2.5,10.2,1.8,7.6,9.4,6.6,0.5,-9999,7.6,10.9,-9999,-9999,-9999,-9999,7.9,6.6,6.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.03.1984,0,0,0,0,0,0.5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,1.5,1,4.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.03.1984,0,0,0,0,1.8,0,3.3,0,-9999,2.3,0.3,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.03.1984,2.8,1.8,0,2,3.3,1.8,1.5,5.1,-9999,3.8,2.5,-9999,-9999,-9999,-9999,0.5,3.3,1.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.03.1984,0,0,0,0,0,0.3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0.5,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.03.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.04.1984,0,0,0,0,0,0,0.3,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.04.1984,0.5,0,0,2.3,6.6,2,5.8,0,-9999,0.3,0,-9999,-9999,-9999,-9999,0.5,0.3,0.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.04.1984,19.8,4.3,26.2,23.9,17.3,19.1,12.7,10.4,-9999,15.2,13.7,-9999,-9999,-9999,-9999,14,5.8,8.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.04.1984,0,8.4,0,0,0.3,3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,7.6,8.4,6.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.04.1984,0.3,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.04.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.04.1984,0,0,0,0.8,2.3,0,5.6,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.04.1984,8.9,1.8,9.1,14,16,13.7,12.7,4.3,-9999,6.1,5.6,-9999,-9999,-9999,-9999,6.4,5.6,5.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.04.1984,1.8,16.5,1,2,1.3,3,1.3,0.5,-9999,0.3,0,-9999,-9999,-9999,-9999,4.8,2.5,3.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.04.1984,0,0,0,0,0,0.5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,1,0.8,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.04.1984,0,0.5,0,0.8,0,0.3,2,5.8,-9999,0,0,-9999,-9999,-9999,-9999,0,0.3,0.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.04.1984,12.4,9.1,10.2,11.9,3.6,5.3,0.5,23.1,-9999,11.2,13.5,-9999,-9999,-9999,-9999,10.9,13.2,10.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.04.1984,1.5,2,12.2,5.3,2.8,11.4,2.5,9.4,-9999,0.3,10.7,-9999,-9999,-9999,-9999,7.1,5.1,8.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.04.1984,2.5,4.8,2.8,3.8,2.5,5.6,2.5,1.8,-9999,6.4,1.5,-9999,-9999,-9999,-9999,3,6.6,6.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.04.1984,0,0,1.8,2,0.5,2.5,0,0,-9999,0,0,-9999,-9999,-9999,-9999,1.3,1.8,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.04.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.04.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.04.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.04.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.04.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.04.1984,3.3,0,0,23.9,25.4,0,42.2,0,-9999,8.4,4.6,-9999,-9999,-9999,-9999,0,0,0.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.04.1984,5.3,16.3,21.3,11.4,11.9,37.3,4.1,9.9,-9999,6.1,13.7,-9999,-9999,-9999,-9999,20.3,27.9,17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.04.1984,0.8,0,0,0.5,0.8,2.5,0.8,0,-9999,0.3,0,-9999,-9999,-9999,-9999,1.5,1,1.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.04.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.04.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.04.1984,0,0,0,0,0,0,1.3,8.9,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.04.1984,3.3,46.7,9.4,19.3,13,20.8,10.9,16,-9999,0,17,-9999,-9999,-9999,-9999,14.7,35.3,21.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.04.1984,0,0,0,0,0,0.3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.04.1984,32.8,0,31.8,42.4,39.4,0,43.4,46.5,-9999,30,46.5,-9999,-9999,-9999,-9999,0,0.5,4.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.04.1984,13.5,33.3,13.7,9.1,12.7,59.7,0,3.8,-9999,0.3,2.5,-9999,-9999,-9999,-9999,47.5,55.9,46.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.05.1984,0,0,0,0,0,0.3,0.8,0,-9999,0.3,0,-9999,-9999,-9999,-9999,0,0,1.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.05.1984,0,5.1,0,3.8,2.5,3.3,3,4.8,-9999,4.3,5.6,-9999,-9999,-9999,-9999,5.3,4.8,2.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.05.1984,19.8,0,5.8,2,9.4,0,6.9,0,-9999,22.6,10.7,-9999,-9999,-9999,-9999,11.7,0,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.05.1984,0.3,0,0,0,1.8,0.3,2.8,0,-9999,0,0,-9999,-9999,-9999,-9999,5.6,0,0.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.05.1984,0,3.8,0,1.3,0,1.3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0.8,1.5,0.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.05.1984,0,0,0,0,0,0,0.8,15.7,-9999,0.8,5.6,-9999,-9999,-9999,-9999,0,2.3,0.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.05.1984,0,12.2,7.4,2.3,0.8,3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,5.8,10.4,8.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.05.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.05.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.05.1984,0,0.8,1.3,0,0,0.3,0,0,-9999,0.3,2.3,-9999,-9999,-9999,-9999,0,2.5,0.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.05.1984,1.3,1.3,2,2,0.3,2.5,0.5,0,-9999,0.3,0,-9999,-9999,-9999,-9999,0.8,3,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.05.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.05.1984,0,2.8,0,0,0.5,0.5,0,0.8,-9999,0,0,-9999,-9999,-9999,-9999,0,2.5,1.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.05.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.05.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.05.1984,0,0,0,0,0,0,0,6.6,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.05.1984,0,0,0,0,0,0,0,7.6,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.05.1984,1.8,0,17,1,8.4,0,12.7,8.9,-9999,4.1,4.8,-9999,-9999,-9999,-9999,0,4.6,4.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.05.1984,14.2,12.2,0,12.7,23.1,2.5,19.1,1.3,-9999,18,0,-9999,-9999,-9999,-9999,18.3,15,8.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.05.1984,0,0,0,6.9,0,20.3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,5.3,0,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.05.1984,0,18.8,0,0,0,0,0,2.3,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.05.1984,9.1,0,7.4,8.6,10.4,9.1,14.2,11.9,-9999,5.6,4.3,-9999,-9999,-9999,-9999,8.4,11.2,9.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.05.1984,0,0,0,0,0,1,0,0,-9999,0,0,-9999,-9999,-9999,-9999,1.8,0,1.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.05.1984,0,0,0,0,0.5,0,11.7,0,-9999,0,11.9,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.05.1984,26.9,15.2,34.3,33,45.2,33,40.1,11.2,-9999,15.5,37.3,-9999,-9999,-9999,-9999,51.3,17,19.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.05.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.05.1984,3.6,3.6,12.7,3,9.4,0,7.1,25.9,-9999,5.8,19.3,-9999,-9999,-9999,-9999,0,1.5,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.05.1984,20.1,21.1,22.1,51.6,23.1,48.8,22.1,0,-9999,15.7,19.3,-9999,-9999,-9999,-9999,42.7,10.2,20.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.05.1984,0,0,0,0,0,0.3,0,0,-9999,0,0,-9999,-9999,-9999,-9999,1.3,0,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.05.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.05.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.06.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.06.1984,2.5,9.4,0.5,2,1.8,3.8,3,3.3,-9999,0,1.5,-9999,-9999,-9999,-9999,0.5,4.6,2.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.06.1984,0,0,0,0,0,0,0,0,-9999,0,0,-9999,-9999,-9999,-9999,0.5,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.06.1984,2.3,5.1,16.3,6.4,15.2,6.9,11.4,6.9,-9999,3,0,-9999,-9999,-9999,-9999,0,8.9,5.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.06.1984,0,5.1,0,1.8,4.6,2.8,1.8,0.3,-9999,0,0,-9999,-9999,-9999,-9999,6.6,4.6,5.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.06.1984,0,0,0,0,0,0,17.5,0,-9999,0,0,-9999,-9999,-9999,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.06.1984,1,0,0,0,42.4,0,11.4,100.1,-9999,23.9,5.1,-9999,-9999,-9999,-9999,1,0.5,1.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.06.1984,6.6,11.4,0,2.5,0.3,2.8,0,0,-9999,0,0,-9999,-9999,-9999,-9999,51.6,23.1,27.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.06.1984,22.6,0,1.3,14.7,62.5,2,56.6,2.5,-9999,25.4,11.2,-9999,-9999,-9999,-9999,0,0,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.06.1984,1.5,0,9.7,1,8.1,13.7,0,0,-9999,0,0,-9999,-9999,-9999,-9999,27.2,3.8,6.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
