@T,climate,,,,,,,
name,rhum.csv,,,,,,,
descr,relative humidity,,,,,,,
,,,,,,,,
missing_val,-9999,,,,,,,
date_start,01.01.1980,,,,,,,
date_end,30.04.2015,,,,,,,
date_format,dd.MM.yyyy,,,,,,,
,,,,,,,,
unit,%,,,,,,,
tres,d,,,,,,,
,,,,,,,,
@H,date,rehum[0],rehum[2],rehum[3],rehum[4],rhum[5],rhum[6],rhum[7]
name,-,IASF901,Cedar Rapids-A131329,WATERLOO MUNICIPAL AIRPORT IA US,MARSHALLTOWN MUNICIPAL AIRPORT IA US,Ames-Airport,ESTHERVILLE MUNICIPAL AIRPORT IA US,MASON CITY MUNICIPAL AIRPORT IA US
ID,-,1,3,4,5,6,7,8
elevation,-,347.81,240,268,296.9,280,401.4,367
,19.06.1987,-9999,82.93,76.6,-9999,-9999,-9999,78.18
,20.06.1987,-9999,90.71,87.99,-9999,-9999,-9999,91.83
,21.06.1987,-9999,81.16,76.67,-9999,-9999,-9999,81.19
,22.06.1987,-9999,79.58,76.6,-9999,-9999,-9999,79.36
,23.06.1987,-9999,78.01,78.48,-9999,-9999,-9999,80.67
,24.06.1987,-9999,68.92,71.83,-9999,-9999,-9999,69.59
,25.06.1987,-9999,76.46,68.02,-9999,-9999,-9999,74.36
,26.06.1987,-9999,61.39,55.8,-9999,-9999,-9999,59.8
,27.06.1987,-9999,60.78,53.81,-9999,-9999,-9999,58.04
,28.06.1987,-9999,57.07,50.64,-9999,-9999,-9999,61.77
,29.06.1987,-9999,77.64,64.95,-9999,-9999,-9999,74.69
,30.06.1987,-9999,64.22,59.87,-9999,-9999,44.92,63.81
,01.07.1987,-9999,65.5,63.94,-9999,-9999,52.28,60.43
,02.07.1987,-9999,72.19,59.5,-9999,-9999,48.01,64.64
,03.07.1987,-9999,63.96,62.31,-9999,-9999,55.42,68.35
,04.07.1987,-9999,65.5,60.43,-9999,-9999,64.68,65.89
,05.07.1987,-9999,82.15,68.38,-9999,-9999,89.69,75.69
,06.07.1987,-9999,83.29,73.32,-9999,-9999,69.9,78.05
,07.07.1987,-9999,81.03,73.86,-9999,-9999,76.2,75.19
,08.07.1987,-9999,79.11,76.17,-9999,-9999,79.02,83.79
,09.07.1987,-9999,82.4,73.75,-9999,-9999,77.21,85.22
,10.07.1987,-9999,80.35,70.9,-9999,-9999,77.99,79.01
,11.07.1987,-9999,75.03,74.41,-9999,-9999,84.46,84.72
,12.07.1987,-9999,81.17,76.59,-9999,-9999,84.57,86.83
,13.07.1987,-9999,73.42,67.52,-9999,-9999,64.71,76.27
,14.07.1987,-9999,77.78,73.94,-9999,-9999,71.85,84
,15.07.1987,-9999,77.53,77.23,-9999,-9999,66.01,81.3
,16.07.1987,-9999,73.55,74.26,-9999,-9999,73.3,79.93
,17.07.1987,-9999,69.59,71.65,-9999,-9999,75.68,79.31
,18.07.1987,-9999,71.05,74.47,-9999,-9999,83.17,84.51
,19.07.1987,-9999,74.62,82.14,-9999,-9999,74.63,86.64
,20.07.1987,-9999,75.59,79.13,-9999,-9999,73.67,82.76
,21.07.1987,-9999,72.95,76.02,-9999,-9999,68.4,78.63
,22.07.1987,-9999,70.64,73.81,-9999,-9999,71.9,77.55
,23.07.1987,-9999,68.98,71.9,-9999,-9999,69.19,76.21
,24.07.1987,-9999,77.54,80.73,-9999,-9999,82.01,81.32
,25.07.1987,-9999,76.41,75.48,-9999,-9999,74,78.87
,26.07.1987,-9999,71.3,71.44,-9999,-9999,63.45,73.78
,27.07.1987,-9999,69.81,74.67,-9999,-9999,61.2,78.69
,28.07.1987,-9999,73.79,76.25,-9999,-9999,63.73,78.51
,29.07.1987,-9999,66.01,72.32,-9999,-9999,60.41,66.72
,30.07.1987,-9999,65.91,73.36,-9999,-9999,65.19,68.85
,31.07.1987,-9999,63.29,71.56,-9999,-9999,62.98,67.86
,01.08.1987,-9999,61.34,65.19,-9999,-9999,61,69.73
,02.08.1987,-9999,61.29,68.43,-9999,-9999,61.43,72.13
,03.08.1987,-9999,78.76,89.3,-9999,-9999,76.82,87.72
,04.08.1987,-9999,64.88,74.64,-9999,-9999,66.23,74.62
,05.08.1987,-9999,69.22,77.46,-9999,-9999,70.53,76.57
,06.08.1987,-9999,65.24,68.83,-9999,-9999,72.58,74.33
,07.08.1987,-9999,74.59,84.26,-9999,-9999,81.43,87.03
,08.08.1987,-9999,86.39,89.39,-9999,-9999,90.83,96.31
,09.08.1987,-9999,77.13,75.24,-9999,-9999,62.73,75.27
,10.08.1987,-9999,70.14,74.77,-9999,-9999,61.15,73.03
,11.08.1987,-9999,72.66,79.1,-9999,-9999,68.04,80.54
,12.08.1987,-9999,75,82.75,-9999,-9999,86.72,90.52
,13.08.1987,-9999,88.48,95.5,-9999,-9999,82.2,94.81
,14.08.1987,-9999,88.36,88.45,-9999,-9999,88.71,90.96
,15.08.1987,-9999,79.59,80.35,-9999,-9999,77.53,82.64
,16.08.1987,-9999,81.18,82.73,-9999,-9999,73.83,81.67
,17.08.1987,-9999,76.61,79.9,-9999,-9999,66.9,81.65
,18.08.1987,-9999,79.91,77.36,-9999,-9999,58.93,74.53
,19.08.1987,-9999,70.5,76.85,-9999,-9999,66,76.7
,20.08.1987,-9999,75.03,77.95,-9999,-9999,78.59,83.2
,21.08.1987,-9999,72.48,77.93,-9999,-9999,80.31,84.67
,22.08.1987,-9999,74.22,76.31,-9999,-9999,60.95,74.8
,23.08.1987,-9999,68.07,69.37,-9999,-9999,48.84,70.86
,24.08.1987,-9999,68.5,75.92,-9999,-9999,69.54,76.68
,25.08.1987,-9999,91.87,93.36,-9999,-9999,94.93,94.4
,26.08.1987,-9999,90.95,93.53,-9999,-9999,92.29,94.29
,27.08.1987,-9999,87.24,82.88,-9999,-9999,82.68,87.86
,28.08.1987,-9999,76.73,84.1,-9999,-9999,70.91,83.78
,29.08.1987,-9999,79.29,79.82,-9999,-9999,67.64,77.18
,30.08.1987,-9999,73.51,72.78,-9999,-9999,56.98,68.1
,31.08.1987,-9999,67.03,69.55,-9999,-9999,50,65.85
,01.09.1987,-9999,65.35,71.54,-9999,-9999,51.54,64.74
,02.09.1987,-9999,72.18,71.65,-9999,-9999,59.76,68.76
,03.09.1987,-9999,70.2,67.04,-9999,-9999,60.84,70.92
,04.09.1987,-9999,68.63,64.7,-9999,-9999,61.23,68.41
,05.09.1987,-9999,62.43,70.87,-9999,-9999,72.27,75.62
,06.09.1987,-9999,83.91,83.09,-9999,-9999,78.15,84.07
,07.09.1987,-9999,78.24,84.41,-9999,-9999,91.67,86.78
,08.09.1987,-9999,85.83,76.79,-9999,-9999,74,71.6
,09.09.1987,-9999,63.32,69.29,-9999,-9999,70,75.01
,10.09.1987,-9999,85.47,76.4,-9999,-9999,67.88,78.28
,11.09.1987,-9999,79.63,76.71,-9999,-9999,62.77,74.25
,12.09.1987,-9999,74.77,74.39,-9999,-9999,62.23,75.79
,13.09.1987,-9999,79.77,74.01,-9999,-9999,58.94,73.31
,14.09.1987,-9999,78.13,80.77,-9999,-9999,86.59,87.66
,15.09.1987,-9999,93.44,93.09,-9999,-9999,86.5,92.75
,16.09.1987,-9999,88.48,87.23,-9999,-9999,89.16,85.17
,17.09.1987,-9999,84.64,86.14,-9999,-9999,83.18,83.69
,18.09.1987,-9999,76.38,75.46,-9999,-9999,56.64,72.96
,19.09.1987,-9999,69.1,84.45,-9999,-9999,80.53,88.1
,20.09.1987,-9999,79.27,87.9,-9999,-9999,74.44,86.32
,21.09.1987,-9999,83.98,87.09,-9999,-9999,80.18,83.54
,22.09.1987,-9999,78.6,80.41,-9999,-9999,63.58,76.1
,23.09.1987,-9999,71.41,70.59,-9999,-9999,51.72,69.6
,24.09.1987,-9999,69.96,72.66,-9999,-9999,53.69,69.05
,25.09.1987,-9999,69.91,69.63,-9999,-9999,50.56,71.48
,26.09.1987,-9999,63.17,71.1,-9999,-9999,55.79,72.4
,27.09.1987,-9999,65.15,65.53,-9999,-9999,59.3,68.43
,28.09.1987,-9999,87.93,70.55,-9999,-9999,51.69,65.7
,29.09.1987,-9999,75.39,66.38,-9999,-9999,43.84,60.56
,30.09.1987,-9999,58.24,57.21,-9999,-9999,40.04,53.54
,01.10.1987,-9999,51.44,48.67,-9999,-9999,43.14,47.59
,02.10.1987,-9999,49.43,48.66,-9999,-9999,46.82,48.41
,03.10.1987,-9999,58.44,56.72,-9999,-9999,35.36,51.54
,04.10.1987,-9999,48.81,49.01,-9999,-9999,40.46,46.67
,05.10.1987,-9999,51.73,50.65,-9999,-9999,52.1,52.95
,06.10.1987,-9999,58.71,56.97,-9999,-9999,52.18,57.49
,07.10.1987,-9999,58.18,57.38,-9999,-9999,50.4,58.8
,08.10.1987,-9999,54.38,56.43,-9999,-9999,38.27,54.94
,09.10.1987,-9999,51.94,49.3,-9999,-9999,56.63,51.23
,10.10.1987,-9999,64.87,62.1,-9999,-9999,50.92,57.85
,11.10.1987,-9999,60.69,58.79,-9999,-9999,46.34,57.19
,12.10.1987,-9999,54.29,51.52,-9999,-9999,41.32,49.74
,13.10.1987,-9999,57.08,49.18,-9999,-9999,39.28,48.16
,14.10.1987,-9999,58.2,67.46,-9999,-9999,72.69,72.5
,15.10.1987,-9999,48.66,61.17,-9999,-9999,92.69,88.85
,16.10.1987,-9999,80.26,90.19,-9999,-9999,89.77,90.43
,17.10.1987,-9999,74.33,72.81,-9999,-9999,76.42,77.36
,18.10.1987,-9999,65.59,62.92,-9999,-9999,55.35,68.27
,19.10.1987,-9999,61.12,64.39,-9999,-9999,57.4,67.41
,20.10.1987,-9999,69.99,69.32,-9999,-9999,79.82,73.98
,21.10.1987,-9999,70.96,64.08,-9999,-9999,63.43,70.93
,22.10.1987,-9999,50.65,53.78,-9999,-9999,57.96,64.03
,23.10.1987,-9999,72.22,71.35,-9999,-9999,67.21,73.76
,24.10.1987,-9999,69.13,74.84,-9999,-9999,66.85,77.76
,25.10.1987,-9999,77.41,74.23,-9999,-9999,67.62,77.46
,26.10.1987,-9999,79.14,83.66,-9999,-9999,69.64,81.99
,27.10.1987,-9999,67.95,59.18,-9999,-9999,56.08,65.99
,28.10.1987,-9999,62.93,62.57,-9999,-9999,48,67.46
,29.10.1987,-9999,62.01,57.28,-9999,-9999,53.27,59.06
,30.10.1987,-9999,59.49,60.36,-9999,-9999,46.18,59.95
,31.10.1987,-9999,85.05,81.24,-9999,-9999,84.52,82.31
,01.11.1987,-9999,92.82,91.73,-9999,-9999,99.73,98.94
,02.11.1987,-9999,84.81,87.45,-9999,-9999,99.99,95.06
,03.11.1987,-9999,77.82,78.1,-9999,-9999,93.86,91.59
,04.11.1987,-9999,74.91,69.76,-9999,-9999,57.19,69.77
,05.11.1987,-9999,54.97,54.18,-9999,-9999,49.75,57.13
,06.11.1987,-9999,59.56,61.37,-9999,-9999,49.66,65.81
,07.11.1987,-9999,72.02,81.72,-9999,-9999,94.77,88.97
,08.11.1987,-9999,75.42,82.03,-9999,-9999,76.97,85.88
,09.11.1987,-9999,63.27,67.49,-9999,-9999,55.4,71.76
,10.11.1987,-9999,61.94,69.09,-9999,-9999,57.18,69.49
,11.11.1987,-9999,63.39,62.55,-9999,-9999,54.93,65.93
,12.11.1987,-9999,60.15,66.27,-9999,-9999,55.17,66.69
,13.11.1987,-9999,67.72,76.06,-9999,-9999,57.8,74.63
,14.11.1987,-9999,69.27,74.22,-9999,-9999,63.76,75.18
,15.11.1987,-9999,65.28,68.92,-9999,-9999,88.8,76.71
,16.11.1987,-9999,93.29,90.4,-9999,-9999,94.35,92.16
,17.11.1987,-9999,84.48,92.39,-9999,-9999,93.09,92.46
,18.11.1987,-9999,74.94,76.53,-9999,-9999,68.28,77.2
,19.11.1987,-9999,61.8,58.13,-9999,-9999,54.53,65.16
,20.11.1987,-9999,58.63,59.54,-9999,-9999,52.85,66.46
,21.11.1987,-9999,62.06,64.09,-9999,-9999,50.68,66.84
,22.11.1987,-9999,66.34,57.87,-9999,-9999,74.95,77.04
,23.11.1987,-9999,83.96,84.18,-9999,-9999,85.8,85.99
,24.11.1987,-9999,90.67,86.94,-9999,-9999,80.68,90.94
,25.11.1987,-9999,87.32,86.78,-9999,-9999,81.76,87.9
,26.11.1987,-9999,82.69,89.38,-9999,-9999,91.84,89.18
,27.11.1987,-9999,90.4,91.05,-9999,-9999,91.95,90.36
,28.11.1987,-9999,95.4,96.93,-9999,-9999,97.62,95.73
,29.11.1987,-9999,92.29,92.44,-9999,-9999,95.55,94.98
,30.11.1987,-9999,88.04,86.37,-9999,-9999,91.67,90.16
,01.12.1987,-9999,76.56,79.17,-9999,-9999,81,81.42
,02.12.1987,-9999,81.69,85.76,-9999,-9999,95.66,88.61
,03.12.1987,-9999,87.3,87.88,-9999,-9999,91.31,88.95
,04.12.1987,-9999,77.24,78.32,-9999,-9999,81.47,80.01
,05.12.1987,-9999,76.86,77.82,-9999,-9999,81.86,80.94
,06.12.1987,-9999,88.38,87.33,-9999,-9999,98.57,87.97
,07.12.1987,-9999,92.24,95.41,-9999,-9999,97.52,97.14
,08.12.1987,-9999,95.76,99.27,-9999,-9999,96.77,95.13
,09.12.1987,-9999,81.3,83.61,-9999,-9999,85.22,87.46
,10.12.1987,-9999,75.65,76.93,-9999,-9999,78.47,81.95
,11.12.1987,-9999,71.15,71.39,-9999,-9999,59.37,77.79
,12.12.1987,-9999,68.23,68.52,-9999,-9999,69.9,75.33
,13.12.1987,-9999,69.88,66.86,-9999,-9999,74.27,74.31
,14.12.1987,-9999,80.51,80.94,-9999,-9999,75.08,85.33
,15.12.1987,-9999,90.88,87.67,-9999,-9999,82.09,88.44
,16.12.1987,-9999,84.66,81.52,-9999,-9999,81.41,84.86
,17.12.1987,-9999,84.76,83.64,-9999,-9999,77.85,86.93
,18.12.1987,-9999,84.18,81.64,-9999,-9999,80.41,81.93
,19.12.1987,-9999,96.49,92.29,-9999,-9999,95.89,97.82
,20.12.1987,-9999,81.6,80.05,-9999,-9999,62.97,75.83
,21.12.1987,-9999,76.76,72.71,-9999,-9999,64,72.97
,22.12.1987,-9999,83.29,85.01,-9999,-9999,69.32,83.33
,23.12.1987,-9999,85.48,81.99,-9999,-9999,76.36,85.11
,24.12.1987,-9999,95.16,90.5,-9999,-9999,91.83,92.47
,25.12.1987,-9999,84.76,83.22,-9999,-9999,83.93,84.58
,26.12.1987,-9999,76.74,79.39,-9999,-9999,66.52,81.62
,27.12.1987,-9999,88.87,80.01,-9999,-9999,78.79,80.28
,28.12.1987,-9999,94.08,92.83,-9999,-9999,91.26,92.96
,29.12.1987,-9999,90.33,91.87,-9999,-9999,92.25,94.01
,30.12.1987,-9999,88.36,88.14,-9999,-9999,87.41,89.86
,31.12.1987,-9999,75.73,70.83,-9999,-9999,83.89,74.79
,01.01.1988,-9999,70.14,72.04,-9999,-9999,80.28,73.13
,02.01.1988,-9999,75.57,77.48,-9999,-9999,77.05,78.13
,03.01.1988,-9999,74.52,72.34,-9999,-9999,77.41,81.53
,04.01.1988,-9999,66.56,63.08,-9999,-9999,77.77,69.87
,05.01.1988,-9999,65.92,64.16,-9999,-9999,72.46,66.54
,06.01.1988,-9999,66.95,69.78,-9999,-9999,66.69,70.67
,07.01.1988,-9999,71.05,70.27,-9999,-9999,67.56,75.2
,08.01.1988,-9999,78.22,75.07,-9999,-9999,59.94,76.64
,09.01.1988,-9999,68.93,71.21,-9999,-9999,62.79,74.12
,10.01.1988,-9999,72.65,75.09,-9999,-9999,64.93,79.92
,11.01.1988,-9999,80.72,84.2,-9999,-9999,83.18,89.09
,12.01.1988,-9999,73.05,79.36,-9999,-9999,88.28,85.31
,13.01.1988,-9999,69.37,68.2,-9999,-9999,66.12,71.24
,14.01.1988,-9999,72.96,69.25,-9999,-9999,69.97,72.9
,15.01.1988,-9999,79.78,79.84,-9999,-9999,81.33,83.72
,16.01.1988,-9999,72.58,76,-9999,-9999,77.61,82.39
,17.01.1988,-9999,92.18,93.8,-9999,-9999,91.68,96.04
,18.01.1988,-9999,97.4,92.95,-9999,-9999,92.27,96.47
,19.01.1988,-9999,93.48,92.42,-9999,-9999,91.86,93.3
,20.01.1988,-9999,88.21,93.41,-9999,-9999,77.99,89.32
,21.01.1988,-9999,81.96,84.45,-9999,-9999,76.35,82.68
,22.01.1988,-9999,82.29,85.76,-9999,-9999,76.72,84.61
,23.01.1988,-9999,83.76,87.01,-9999,-9999,81.81,83.88
,24.01.1988,-9999,82.63,86.58,-9999,-9999,83.23,85.25
,25.01.1988,-9999,80.41,79.6,-9999,-9999,79.14,76.51
,26.01.1988,-9999,73.31,73.83,-9999,-9999,73.73,72.89
,27.01.1988,-9999,81.43,85.7,-9999,-9999,75.82,82.54
,28.01.1988,-9999,85.86,89.93,-9999,-9999,81.41,87.94
,29.01.1988,-9999,81.45,90.98,-9999,-9999,82.12,91.82
,30.01.1988,-9999,83.77,98.35,-9999,-9999,93.75,97.42
,31.01.1988,-9999,86.28,89,-9999,-9999,68.94,81.8
,01.02.1988,-9999,78.77,77.79,-9999,-9999,73.7,73.55
,02.02.1988,-9999,76.17,77.44,-9999,-9999,77.63,71.21
,03.02.1988,-9999,81.62,84.5,-9999,-9999,72.75,78.11
,04.02.1988,-9999,74.24,80.43,-9999,-9999,72.98,76.37
,05.02.1988,-9999,65.74,70.84,-9999,-9999,76.5,69.91
,06.02.1988,-9999,61.44,66.51,-9999,-9999,61.27,66.57
,07.02.1988,-9999,66.97,74.07,-9999,-9999,61.44,73.8
,08.02.1988,-9999,78.55,87.68,-9999,-9999,76.25,83.98
,09.02.1988,-9999,79.32,86.22,-9999,-9999,80.65,79.31
,10.02.1988,-9999,78.49,80.99,-9999,-9999,66.58,75.07
,11.02.1988,-9999,79.13,75.89,-9999,-9999,61.77,69.2
,12.02.1988,-9999,71.46,76.42,-9999,-9999,62.97,75.34
,13.02.1988,-9999,81.63,90.28,-9999,-9999,82.74,89.57
,14.02.1988,-9999,85.85,87.89,-9999,-9999,82.46,89.72
,15.02.1988,-9999,80.04,80.05,-9999,-9999,65.02,79.1
,16.02.1988,-9999,77.02,81.57,-9999,-9999,79.78,82.86
,17.02.1988,-9999,84.66,87.99,-9999,-9999,78.75,86.65
,18.02.1988,-9999,83.21,78.05,-9999,-9999,72.06,78.27
,19.02.1988,-9999,89.6,85.85,-9999,-9999,77.5,84.63
,20.02.1988,-9999,65.62,63.59,-9999,-9999,50.72,66.47
,21.02.1988,-9999,80.5,80.48,-9999,-9999,74.93,84.9
,22.02.1988,-9999,68.69,69.59,-9999,-9999,68.1,71.27
,23.02.1988,-9999,60.59,61.76,-9999,-9999,52.1,67.59
,24.02.1988,-9999,63.16,63.62,-9999,-9999,55.67,69.69
,25.02.1988,-9999,64.24,62.63,-9999,-9999,53.72,67.94
,26.02.1988,-9999,58.2,62.02,-9999,-9999,62.33,67.9
,27.02.1988,-9999,66.91,71.64,-9999,-9999,63.97,75.4
,28.02.1988,-9999,70.36,73.55,-9999,-9999,63.16,77.49
,29.02.1988,-9999,73.8,75.45,-9999,-9999,62.35,79.58
,01.03.1988,-9999,70.08,74.03,-9999,-9999,66.45,79.29
,02.03.1988,-9999,72.89,74.96,-9999,-9999,70.92,78.51
,03.03.1988,-9999,60.4,59.23,-9999,-9999,61.02,69.68
,04.03.1988,-9999,55.67,63.48,-9999,-9999,51.35,66.94
,05.03.1988,-9999,61.83,64.3,-9999,-9999,51.29,65.59
,06.03.1988,-9999,64.07,62.95,-9999,-9999,58.76,66.25
,07.03.1988,-9999,87.01,75.12,-9999,-9999,78.14,88.02
,08.03.1988,-9999,71.25,76.26,-9999,-9999,81.64,84.6
,09.03.1988,-9999,77.15,76.09,-9999,-9999,55.94,76.1
,10.03.1988,-9999,73.96,72.85,-9999,-9999,59.33,75.74
,11.03.1988,-9999,61.58,61.18,-9999,-9999,63.31,77.95
,12.03.1988,-9999,72.48,77.63,-9999,-9999,73.79,81.98
,13.03.1988,-9999,72.49,75.96,-9999,-9999,65.76,77.88
,14.03.1988,-9999,71.98,71.65,-9999,-9999,57.2,72.17
,15.03.1988,-9999,65.6,65.46,-9999,-9999,59.1,73.79
,16.03.1988,-9999,65.18,66.44,-9999,-9999,57.01,75.7
,17.03.1988,-9999,70.88,69.8,-9999,-9999,46.6,71.03
,18.03.1988,-9999,65.31,67.82,-9999,-9999,51.17,75.98
,19.03.1988,-9999,66.43,67.4,-9999,-9999,66.3,74.23
,20.03.1988,-9999,63.09,61.61,-9999,-9999,55.73,65
,21.03.1988,-9999,61.4,62.46,-9999,-9999,52.66,68.06
,22.03.1988,-9999,47.81,48.67,-9999,-9999,49.06,64.15
,23.03.1988,-9999,57.12,62.94,-9999,-9999,60.42,74.65
,24.03.1988,-9999,76.41,83.13,-9999,-9999,85.29,86.59
,25.03.1988,-9999,65.81,60.49,-9999,-9999,50.57,58.44
,26.03.1988,-9999,65.55,62.49,-9999,-9999,52.97,64.71
,27.03.1988,-9999,64.7,65.59,-9999,-9999,47.52,68.62
,28.03.1988,-9999,75.31,79.02,-9999,-9999,74.47,79.67
,29.03.1988,-9999,71.64,67.45,-9999,-9999,45.8,63.74
,30.03.1988,-9999,65.51,63.59,-9999,-9999,44.74,60.44
,31.03.1988,-9999,66.27,65.82,-9999,-9999,73.48,65.54
,01.04.1988,-9999,63.87,65.56,-9999,-9999,55.15,64.46
,02.04.1988,-9999,86.08,91.07,-9999,-9999,93.23,91.72
,03.04.1988,-9999,81.48,86.08,-9999,-9999,89.67,89.65
,04.04.1988,-9999,66.89,68.43,-9999,-9999,59.96,73.87
,05.04.1988,-9999,70.24,81.36,-9999,-9999,81.55,81.37
,06.04.1988,-9999,57.2,58.54,-9999,-9999,44.65,60.54
,07.04.1988,-9999,46.66,54.07,-9999,-9999,36.09,53.25
,08.04.1988,-9999,43.23,41.64,-9999,-9999,32.45,44.64
,09.04.1988,-9999,57.08,65.81,-9999,-9999,68.55,68.71
,10.04.1988,-9999,67.09,60.38,-9999,-9999,39.86,56.36
,11.04.1988,-9999,53.06,46.84,-9999,-9999,34,45.13
,12.04.1988,-9999,44.2,47.34,-9999,-9999,26.42,43.51
,13.04.1988,-9999,46.99,57.74,-9999,-9999,38.19,44.28
,14.04.1988,-9999,46.93,49.47,-9999,-9999,34.66,44.07
,15.04.1988,-9999,43.68,48.44,-9999,-9999,36.83,44.47
,16.04.1988,-9999,40.92,46.32,-9999,-9999,31.16,43.17
,17.04.1988,-9999,36.08,40.1,-9999,-9999,36.78,37.12
,18.04.1988,-9999,34.01,32.33,-9999,-9999,31.81,31.51
,19.04.1988,-9999,31.62,31.04,-9999,-9999,27.11,29.73
,20.04.1988,-9999,38.39,50.66,-9999,-9999,42.7,39.88
,21.04.1988,-9999,53.79,75.97,-9999,-9999,89.67,78.89
,22.04.1988,-9999,72.55,74.12,-9999,-9999,93.3,89.39
,23.04.1988,-9999,81.49,85.71,-9999,-9999,79.94,86.66
,24.04.1988,-9999,59.74,63.62,-9999,-9999,56.12,66.85
,25.04.1988,-9999,47.13,47.71,-9999,-9999,47.74,57.34
,26.04.1988,-9999,69.36,76.59,-9999,-9999,94.19,87.57
,27.04.1988,-9999,66.07,69.14,-9999,-9999,60.11,77.06
,28.04.1988,-9999,47.86,53.82,-9999,-9999,37.58,62.13
,29.04.1988,-9999,32.83,51.63,-9999,-9999,40.61,50.07
,30.04.1988,-9999,29.21,45,-9999,-9999,43.95,46.21
,01.05.1988,-9999,30.51,36.78,-9999,-9999,32.67,38.85
,02.05.1988,-9999,33.45,32.24,-9999,-9999,27.03,36.3
,03.05.1988,-9999,31.72,34.2,-9999,-9999,32.74,35.53
,04.05.1988,-9999,42.43,44.94,-9999,-9999,43.11,43.72
,05.05.1988,-9999,43.34,45.66,-9999,-9999,34.01,36.98
,06.05.1988,-9999,33.19,37.83,-9999,-9999,43.78,33.71
,07.05.1988,-9999,30.75,40.37,-9999,-9999,58.49,44.45
,08.05.1988,-9999,67.13,78.81,-9999,-9999,63.2,75.2
,09.05.1988,-9999,83.84,80.42,-9999,-9999,61.98,80.38
,10.05.1988,-9999,58.65,59.51,-9999,-9999,35,57.09
,11.05.1988,-9999,57.46,68.24,-9999,-9999,35.9,57.42
,12.05.1988,-9999,58.64,59.13,-9999,-9999,36.55,51.78
,13.05.1988,-9999,42.9,44.24,-9999,-9999,31.02,39.18
,14.05.1988,-9999,43.64,45.21,-9999,-9999,36.44,41.24
,15.05.1988,-9999,35.46,39.83,-9999,-9999,24.64,40.59
,16.05.1988,-9999,69.7,73.18,-9999,-9999,49.85,69.87
,17.05.1988,-9999,61.49,63.42,-9999,-9999,44.01,56.9
,18.05.1988,-9999,50.43,51.54,-9999,-9999,41.6,52.63
,19.05.1988,-9999,47.98,56.78,-9999,-9999,42.92,57.03
,20.05.1988,-9999,42.53,48.87,-9999,-9999,40.04,48.94
,21.05.1988,-9999,46.99,50.6,-9999,-9999,53.47,59.49
,22.05.1988,-9999,60.16,63.74,-9999,-9999,90.89,77.17
,23.05.1988,-9999,76.1,50.49,-9999,-9999,49.6,54.8
,24.05.1988,-9999,50.12,44.24,-9999,-9999,36.4,42.83
,25.05.1988,-9999,46.82,41.89,-9999,-9999,40.85,43.25
,26.05.1988,-9999,46.39,44.89,-9999,-9999,73.63,55.63
,27.05.1988,-9999,49.01,51.42,-9999,-9999,52.01,64.08
,28.05.1988,-9999,44.78,43.22,-9999,-9999,44.28,52.11
,29.05.1988,-9999,49.26,47.05,-9999,-9999,43.77,48.38
,30.05.1988,-9999,48.63,45.57,-9999,-9999,43.93,50.1
,31.05.1988,-9999,44.41,44.37,-9999,-9999,51.58,47.67
,01.06.1988,-9999,47.48,46.67,-9999,-9999,57.04,52.15
,02.06.1988,-9999,66.83,70.62,-9999,-9999,66.08,62.76
,03.06.1988,-9999,54.31,52.07,-9999,-9999,60.47,63.03
,04.06.1988,-9999,43.13,39.98,-9999,-9999,47.93,44.55
,05.06.1988,-9999,39.18,39.34,-9999,-9999,33.1,35.31
,06.06.1988,-9999,39.81,42.66,-9999,-9999,34.16,34.02
,07.06.1988,-9999,45.7,45.73,-9999,-9999,47.04,44.53
,08.06.1988,-9999,62.41,52.56,-9999,-9999,46.3,52.65
,09.06.1988,-9999,42.59,45.86,-9999,-9999,32.11,44.95
,10.06.1988,-9999,41.74,42.31,-9999,-9999,31.17,35.71
,11.06.1988,-9999,44.9,40.06,-9999,-9999,32.87,34.74
,12.06.1988,-9999,46.48,38.54,-9999,-9999,33.62,39.75
,13.06.1988,-9999,47.24,42.7,-9999,-9999,55.29,48.89
,14.06.1988,-9999,47.97,43.68,-9999,-9999,45.62,43.96
,15.06.1988,-9999,51.46,58.78,-9999,-9999,53.32,56.31
,16.06.1988,-9999,46.44,52.17,-9999,-9999,37.46,50.61
,17.06.1988,-9999,60.22,72.37,-9999,-9999,81.92,74.63
,18.06.1988,-9999,60.52,59.2,-9999,-9999,58.9,65.23
,19.06.1988,-9999,50.33,61.2,-9999,-9999,56.32,65.01
,20.06.1988,-9999,52.96,57.67,-9999,-9999,44.42,59.35
,21.06.1988,-9999,46.27,47.63,-9999,-9999,46.49,50.21
,22.06.1988,-9999,51.9,49.18,-9999,-9999,50.5,49.35
,23.06.1988,-9999,44.42,53.93,-9999,-9999,67.56,63.36
,24.06.1988,-9999,57.53,67.77,-9999,-9999,52.22,67.37
,25.06.1988,-9999,48.63,54.35,-9999,-9999,42.12,52.13
,26.06.1988,-9999,50.43,61.64,-9999,-9999,52.57,66.49
,27.06.1988,-9999,49.23,61.32,-9999,-9999,48.41,63.11
,28.06.1988,-9999,47.05,52,-9999,-9999,45.93,53.03
,29.06.1988,-9999,86.01,85.1,-9999,-9999,94.02,87.19
,30.06.1988,-9999,52.17,58.85,-9999,-9999,45.75,60.26
