@T,climate,,,,,,,
name,rhum.csv,,,,,,,
descr,relative humidity,,,,,,,
,,,,,,,,
missing_val,-9999,,,,,,,
date_start,01.01.1980,,,,,,,
date_end,30.04.2015,,,,,,,
date_format,dd.MM.yyyy,,,,,,,
,,,,,,,,
unit,%,,,,,,,
tres,d,,,,,,,
,,,,,,,,
@H,date,rehum[0],rehum[2],rehum[3],rehum[4],rhum[5],rhum[6],rhum[7]
name,-,IASF901,Cedar Rapids-A131329,WATERLOO MUNICIPAL AIRPORT IA US,MARSHALLTOWN MUNICIPAL AIRPORT IA US,Ames-Airport,ESTHERVILLE MUNICIPAL AIRPORT IA US,MASON CITY MUNICIPAL AIRPORT IA US
ID,-,1,3,4,5,6,7,8
elevation,-,347.81,240,268,296.9,280,401.4,367
,09.10.2011,56.0909583,58.428,64.69,62.01,61.89,59.9,60.47
,10.10.2011,75.3033612,58.545,67.71,68.78,85.06,78.91,75.53
,11.10.2011,77.5775268,78.17,83.47,75.23,86.77,74,83.63
,12.10.2011,98.1290017,93.691,94.23,91.6,89.56,87.99,92.19
,13.10.2011,75.5894515,68.061,79.83,76,71.59,76.15,79.45
,14.10.2011,69.8767779,67.208,71.66,67.08,57.16,70.43,75.53
,15.10.2011,54.2699987,58.788,63.39,60.12,59.2,64.07,68.34
,16.10.2011,57.3105908,56.523,63.11,60.68,57.83,63.93,63.88
,17.10.2011,53.5484128,57.17,57.14,61.59,57.71,54.48,57.7
,18.10.2011,72.1731923,60.56,68.25,65.45,64.41,64.25,68.55
,19.10.2011,74.3892566,74,74.09,69.67,70.09,68.87,70.71
,20.10.2011,63.2080247,65,65.41,64.74,63.35,70.18,69.61
,21.10.2011,53.4215849,52.458,65,62.62,64.99,63.34,64.22
,22.10.2011,54.0590348,61.525,66.69,61.07,63.45,61.79,60.27
,23.10.2011,56.0123275,59.599,68.89,64.06,64.46,65.46,67.36
,24.10.2011,54.3197885,62.68,86.5,69.62,65.86,57.75,69.43
,25.10.2011,59.7337846,58.428,64.59,60.36,58.35,67.57,66.64
,26.10.2011,74.2353916,76.002,75.59,73.53,71.03,70.97,74.21
,27.10.2011,55.165307,60.561,65.7,61.41,60.27,57.95,74.43
,28.10.2011,46.024731,53.852,62.34,56.1,55.21,48.57,56.85
,29.10.2011,38.6991205,44.969,54.6,49.11,50.13,48.46,49.47
,30.10.2011,57.4174174,59.224,67.16,57.49,53.33,55.68,56.13
,31.10.2011,59.0311111,65.794,69.73,63.53,64.03,61.59,70.59
,01.11.2011,55.1685841,51.756,61.77,56.46,58.83,53.08,59.07
,02.11.2011,82.2946893,79.628,88.27,83.75,82.02,64.18,77.92
,03.11.2011,71.741517,67.47,73.07,73.04,68.74,56.69,68.05
,04.11.2011,70.1713247,72.86,76.34,73.92,75.47,61.81,73.26
,05.11.2011,89.4060713,86.5,86.56,85.77,82.24,75.53,86.94
,06.11.2011,69.4897704,69.15,72.53,68.57,70.59,63.82,67.87
,07.11.2011,55.1713058,60.004,64.37,65.08,66.73,47.28,50.83
,08.11.2011,93.0214463,88.86,90.1,89.17,89.48,53.27,52.54
,09.11.2011,76.9179564,78.702,81.29,82.18,76.93,48.75,48.82
,10.11.2011,67.3666994,67.932,68.17,70.01,64.96,58.21,63.54
,11.11.2011,71.6004355,65.908,65.5,62.58,70.57,43.89,57.1
,12.11.2011,71.024837,61.055,69.14,65.93,73.02,58.22,66.47
,13.11.2011,70.9173918,63.569,70.86,68.89,70.21,61.58,64.58
,14.11.2011,56.560808,63.706,63.59,58.72,63.01,55.58,58.6
,15.11.2011,53.7938996,50.42,56.29,56.42,53.31,51.79,50
,16.11.2011,47.2077922,46.41,53.08,54.96,46,49.81,54.08
,17.11.2011,49.2382472,46.427,55.92,52.66,55.09,50.92,53.66
,18.11.2011,59.0076301,43.01,58.32,54.91,60.19,56.79,61.1
,19.11.2011,74.4941989,55.067,70.48,67.52,73.39,84.52,89.98
,20.11.2011,83.9312082,76.46,82.39,79.16,77.49,83.63,86.78
,21.11.2011,88.6585113,78.04,83.87,80.78,81.63,90.79,91.66
,22.11.2011,92.4449669,90.394,87.42,88.25,88.82,87.72,91.95
,23.11.2011,87.4785182,91.273,92.95,89.18,85,92.61,84.4
,24.11.2011,76.5687164,75.016,79.46,79.54,78.16,76.33,84.03
,25.11.2011,86.2183299,76.538,79.71,77.34,80.3,84.53,85.85
,26.11.2011,95.1891791,85.87,90.15,85.37,86.94,77.77,89.92
,27.11.2011,80.5859322,71.707,76.95,72.82,71.01,75.1,75.31
,28.11.2011,83.2685105,76.542,80.58,76.68,78.72,71.36,80.7
,29.11.2011,58.2395989,57.893,63.66,61.27,57.41,58.39,60.69
,30.11.2011,37.9568604,43.064,56.03,49.73,50.07,45.41,50.32
,01.12.2011,73.3160622,63.437,72.83,72.92,74.45,77.28,73.73
,02.12.2011,72.6507473,78.223,76.82,75.19,74.27,68.95,68.52
,03.12.2011,99.99,94.187,98.24,92.65,96.9,88.77,93.45
,04.12.2011,90.9490254,86.563,87.45,82.92,82.08,80.82,83.48
,05.12.2011,86.9329956,86.905,83.35,77.72,76.75,79.33,80.63
,06.12.2011,89.0123628,88.213,83.96,79.51,79.25,82.05,82.5
,07.12.2011,83.2974016,83.582,76.04,76.07,78.55,78.49,76.1
,08.12.2011,81.751026,84.92,71.36,78.16,82.25,72.54,74.64
,09.12.2011,66.2039831,78.569,63.15,64.03,70.26,70.33,68.19
,10.12.2011,86.6659716,85.106,78.63,75.85,82.94,76.88,78.88
,11.12.2011,93.2581305,89.111,89.67,81.71,85.76,88.64,87.73
,12.12.2011,84.5668606,85.937,79.14,76.91,77.69,88.36,88.6
,13.12.2011,89.6435976,83.147,88.21,86.32,88.84,93.37,93.01
,14.12.2011,-9999,92.495,98.58,94.25,96.75,97.3,97.36
,15.12.2011,-9999,74.944,79.92,75.65,74.7,75.71,75.23
,16.12.2011,74.8917749,83.35,76.73,73.32,77.29,81.46,76.42
,17.12.2011,87.3020283,81.606,86.64,80.83,85.57,83.81,83.11
,18.12.2011,74.3225553,83.058,78.86,72.55,77.5,74.29,76.39
,19.12.2011,88.5320487,79.163,82.14,80.59,81.62,78.46,80.55
,20.12.2011,88.1246642,82.866,85.14,83.66,82.4,86.09,86.77
,21.12.2011,76.0926345,89.964,85.22,84.51,80.06,80.93,87.25
,22.12.2011,86.9381007,86.058,85.18,78.47,80.35,70.51,76.82
,23.12.2011,70.3939427,83.487,74.32,67.83,72.85,70.25,73.67
,24.12.2011,65.4785992,78.313,72.77,70.42,73.23,59.58,64.19
,25.12.2011,68.4107099,62.047,66.87,65.33,64.73,62.45,65.33
,26.12.2011,72.4282409,77.551,72.33,67.69,72.55,57.64,64.35
,27.12.2011,79.1778244,72.691,73.58,74.1,71.41,73.97,70.19
,28.12.2011,70.3199947,79.491,73.37,67.99,69.52,65.11,70.32
,29.12.2011,73.7203139,69.561,75.58,68.28,69.04,74.63,76.41
,30.12.2011,99.99,94.432,96.38,90.86,92.16,95.07,91.86
,31.12.2011,87.4537811,86.168,88.63,82.13,83.87,88.25,88.59
,01.01.2012,72.3134679,63.34,69.6,65.71,64.61,78.7,69.87
,02.01.2012,68.5786436,69.44,64.09,60.93,62.42,75.43,68.51
,03.01.2012,62.4065197,69.964,64.85,61.69,66.73,75.35,67.98
,04.01.2012,72.3488665,72.743,70.4,68.34,70.02,79.69,74.34
,05.01.2012,53.8717458,68.171,66.04,58.6,62.09,70.25,62.75
,06.01.2012,68.772838,63.592,69.67,66.71,65.97,70.58,68.55
,07.01.2012,81.4785826,70.541,77.29,75.12,72.25,81.99,76.04
,08.01.2012,83.6156584,81.001,83.39,84.2,83.13,77.27,75.86
,09.01.2012,62.7960026,71.436,67.75,64.84,66.18,71.67,66.73
,10.01.2012,60.6238851,60.345,71.33,62.18,70.99,70.89,68.66
,11.01.2012,79.4126529,65.235,80.09,72.26,76.42,76.01,77.51
,12.01.2012,76.2504196,85.143,83.12,72.09,69.88,72.72,72.97
,13.01.2012,75.7964971,78.752,80.89,74.31,73.7,65.81,76.03
,14.01.2012,87.0927602,76.18,84.03,79.65,85.63,81.12,81.83
,15.01.2012,76.4889846,76.296,81.39,74.64,73.24,68.6,76.71
,16.01.2012,78.6236138,72.27,82.36,72.29,74.16,73.74,77.28
,17.01.2012,77.5196009,80.785,79.28,77.13,76.24,77.41,74.08
,18.01.2012,75.3474078,69.901,76.39,71.13,75.5,74.7,73.39
,19.01.2012,57.7592547,58.38,60.82,57.35,55.37,57.31,58.59
,20.01.2012,81.1303555,76.545,80.68,73.91,77.8,80.32,77.94
,21.01.2012,88.4361997,79.742,82.49,77.49,82.36,84.5,82.83
,22.01.2012,99.99,94.605,95.84,91.51,96.02,94.85,92
,23.01.2012,97.6265114,87.269,88.89,84.06,85.57,86.27,83.29
,24.01.2012,89.5640687,81.814,82.08,79.02,81.88,88.77,78.71
,25.01.2012,90.5774837,85.576,84.97,81.45,85.14,91.08,87.12
,26.01.2012,88.3956281,88.072,88.02,85.45,87.13,78.82,81.73
,27.01.2012,83.0074522,83.023,80.93,75.8,81.55,83.35,80.33
,28.01.2012,68.9275052,67.254,68.63,65.54,64.62,71.88,72.18
,29.01.2012,76.7512339,72.306,76,70.31,65.54,76.03,75.33
,30.01.2012,60.6886721,58.626,69.8,53.09,55.6,72.19,73.43
,31.01.2012,77.5043554,76.425,78.61,74.32,72.86,79.54,76.57
,01.02.2012,99.99,92.676,97.8,92.06,84.64,88.37,96.73
,02.02.2012,88.3478961,93.419,97.87,84.37,85.85,82.76,88.73
,03.02.2012,99.99,97.364,96.55,93.17,93.56,97.03,96.28
,04.02.2012,95.8797867,82.723,86.81,87.06,89.7,92.85,87.42
,05.02.2012,99.99,89.238,92.53,89.58,91.97,95.33,93.2
,06.02.2012,98.6981086,92.826,92.91,89,94.05,91.72,90.22
,07.02.2012,91.2186244,90.567,85.94,84.67,84.72,79.07,77.07
,08.02.2012,69.8072805,72.863,65.38,70.38,70.49,70.37,63.53
,09.02.2012,85.3035714,81.45,80.89,79.77,83.22,79.65,77.26
,10.02.2012,73.1891748,69.894,66.69,66.47,67.07,58.73,62.86
,11.02.2012,45.3569832,41.625,47.1,46.81,47.12,49.88,46.34
,12.02.2012,46.4679653,46.604,48.62,51.42,59.49,53.52,47.62
,13.02.2012,89.4466534,81.381,86.03,83.27,88.72,89.37,86.59
,14.02.2012,94.24547,89.902,89.55,87.4,90.9,90,87.19
,15.02.2012,82.4958438,87.801,87.42,79.46,86.71,86.28,86.95
,16.02.2012,75.1231846,67.435,72.67,77.68,77.04,82.8,81.82
,17.02.2012,72.9379171,64.14,69.85,68.62,68.42,76.75,70.68
,18.02.2012,66.9131529,64.862,68.93,66.33,65.05,77.54,67.06
,19.02.2012,66.0382495,66.74,71.4,66.86,72.72,78.72,70.64
,20.02.2012,73.6786666,65.66,70.47,71.55,69.44,86.62,76.72
,21.02.2012,80.2899242,75.342,80.59,72.54,81.26,86.13,80.74
,22.02.2012,79.8138056,76.255,89.95,72.22,78.68,83.32,81.2
,23.02.2012,99.99,94.991,94.6,87.97,91.06,91.56,83.01
,24.02.2012,89.3165108,83.334,84.84,79.99,82.1,81.1,75.05
,25.02.2012,80.2058787,73.946,73.83,72.77,73.02,75.29,74.37
,26.02.2012,68.9953632,59.999,64.79,62.7,64.17,72.36,64.07
,27.02.2012,74.0266573,67.62,70.03,69.61,70.54,76.86,69.48
,28.02.2012,89.5381227,83.193,82.94,80.17,82.43,90.58,86.42
,29.02.2012,93.4358148,81.699,89.76,82.89,81.96,94.04,89.59
,01.03.2012,91.186238,80.299,84.14,81.44,85.25,91.17,84.83
,02.03.2012,84.4331864,84.931,83.44,78.4,74.13,79.24,79.16
,03.03.2012,71.6242661,69.383,68.15,64.99,66.21,73.16,73.25
,04.03.2012,89.3621464,80.547,83.04,82.72,86.64,87.45,82
,05.03.2012,81.1923738,81.14,88.77,78.2,81.27,87.92,83.02
,06.03.2012,57.2918578,48.213,58.8,51.93,57.25,73.92,68.76
,07.03.2012,81.6934914,66.003,80.5,74.17,74.51,87.28,86.91
,08.03.2012,64.6924124,60.364,67.61,60.47,59.59,68.58,65.84
,09.03.2012,46.4670428,40.018,44.4,45.76,47.76,61.24,52.33
,10.03.2012,37.1028646,34.895,41.49,38.97,40.12,45.57,45.73
,11.03.2012,63.1971509,48.793,59.41,63.34,67.51,74.49,66.88
,12.03.2012,85.3769184,80.185,83.87,81.89,86.99,91.46,86.05
,13.03.2012,59.4799319,61.261,79.53,75.41,82.67,73.67,78.61
,14.03.2012,70.5563394,68.28,70.86,67.28,73.88,69.12,72.72
,15.03.2012,57.170746,67.935,77.41,78.23,69.79,62.96,63.71
,16.03.2012,68.138482,68.153,78.61,78.21,82.72,82.42,74.03
,17.03.2012,69.1137158,61.16,68.96,68.47,70.1,77.66,71.05
,18.03.2012,69.4784739,60.414,65.36,66.53,70.97,71.05,70.4
,19.03.2012,76.4117187,68.368,75.83,68,77.98,78.81,80.28
,20.03.2012,90.5841651,68.69,75.92,79.42,88.78,93,85.14
,21.03.2012,92.715665,64.512,82.44,83.34,88.29,88.47,86.42
,22.03.2012,99.4048524,85.939,89.46,90.87,91.8,92.3,90.21
,23.03.2012,85.1833846,85.564,91.15,85.07,83.88,88.84,84.57
,24.03.2012,81.4930784,86.758,87.4,78.22,72.4,76.19,86.57
,25.03.2012,75.8402397,69.006,88.08,83.07,81.01,78.91,73.18
,26.03.2012,62.3274974,61.504,63.05,61.68,61.55,65.62,70.88
,27.03.2012,48.1032612,56.747,51.01,52.12,51.52,53.53,51.47
,28.03.2012,48.5965009,47.392,58.23,52,50.92,62.83,62.19
,29.03.2012,65.6850691,59.222,68.87,66.18,68.76,65.9,66.78
,30.03.2012,97.669564,86.008,90.22,87.91,93.24,84.22,87.97
,31.03.2012,96.6574001,80.803,88.86,86.6,89.08,91.49,93.4
,01.04.2012,82.1797036,81.388,87.74,81.65,82.17,82.4,86.14
,02.04.2012,73.580853,71.132,75.3,80.12,77.66,75.58,71.58
,03.04.2012,69.8249982,69.338,68.69,70.7,66.75,60.8,65.29
,04.04.2012,45.392274,39.478,51.6,49.31,47.74,43.21,43.78
,05.04.2012,37.1242518,40.149,51.91,44.17,38.87,42.49,46.01
,06.04.2012,44.0219702,44.345,55.64,50.42,51.24,42.18,48.29
,07.04.2012,60.6655737,72.67,70.07,72.03,61.23,52.51,69.69
,08.04.2012,30.4599212,40.201,46.95,43.89,39.16,32.75,38.4
,09.04.2012,28.9568914,30.494,41.19,35.5,32.43,35.56,40.55
,10.04.2012,36.4750775,34.629,49.66,42.53,40.25,43.06,48.19
,11.04.2012,35.8772294,39.719,49.54,44.13,43.65,39.03,45.65
,12.04.2012,39.350345,39.829,48.93,43.87,49.93,42.75,39.5
,13.04.2012,87.0124566,66.402,73.52,77.68,88.26,86.22,77.25
,14.04.2012,99.99,88.104,91.38,91.49,94.08,91.94,89.19
,15.04.2012,76.7405284,79.192,76.99,76.79,73.79,81.47,80.28
,16.04.2012,73.7462893,66.03,75.53,72.52,75.1,78.25,80.03
,17.04.2012,60.8889022,60.324,62.03,63.99,69.86,69.49,64.86
,18.04.2012,66.2291483,63.389,64.63,66.65,69.5,72.22,70.7
,19.04.2012,95.5818006,87.61,91.99,89.56,89.7,87.64,88.34
,20.04.2012,70.2503621,77.152,74.32,73.16,68.72,67.03,69.63
,21.04.2012,78.1083014,74.589,80.59,76.99,83,79.81,80.29
,22.04.2012,76.3516965,57.695,74.12,77.46,78.73,85.65,80.22
,23.04.2012,58.8981184,57.862,68.67,67.51,66.95,60.98,73.47
,24.04.2012,46.7721223,56.31,63.97,54.78,58.48,54.66,57.66
,25.04.2012,51.8417348,59.376,62.28,59.3,60.39,56.17,58.08
,26.04.2012,49.8782283,51.603,63.42,57.28,50.68,53.41,52.55
,27.04.2012,43.3109221,37.441,48.83,46.27,45.86,50.12,46.46
,28.04.2012,96.9387755,86.325,88.43,88.64,86.88,91.22,87.9
,29.04.2012,98.8596769,88.422,89.92,89.73,90.69,92.25,86.94
,30.04.2012,90.1807673,86.98,86.57,88.87,89.02,80.17,87.1
,01.05.2012,89.8537067,91.945,85.54,85.9,84.07,82.27,83.55
,02.05.2012,92.5827255,85.624,87.78,86.84,86.27,84.76,86.21
,03.05.2012,73.6330425,69.042,76.16,74.18,74.18,78.35,82.05
,04.05.2012,78.5937826,81.117,77.54,85.17,82.22,85.56,81.75
,05.05.2012,82.1647529,81.665,84.5,83.36,81.06,93.2,91.29
,06.05.2012,90.7631151,83.279,89.57,86.49,86.05,85.18,86.83
,07.05.2012,67.2621386,59.31,73.57,68.93,69.64,60.46,68.95
,08.05.2012,63.6389644,50.755,65.34,58.98,60.04,74.48,72.38
,09.05.2012,63.1730716,57.922,69.25,66.89,68.8,73.85,71.06
,10.05.2012,48.501126,51.17,57.72,53.7,62.14,54.59,56.07
,11.05.2012,52.5625539,50.237,52.46,51.39,53.89,57.78,55.38
,12.05.2012,39.5529208,47.995,49.56,44.18,47.64,46.26,48.94
,13.05.2012,28.0740604,43.202,49.91,35.6,44.15,39.26,42.7
,14.05.2012,33.3367858,38.739,46.43,39.79,43.98,35.31,39.24
,15.05.2012,31.8265711,34.707,36.97,37.63,36.83,32.17,36.21
,16.05.2012,35.1417599,40.416,42.71,43.65,41.82,39.8,38.65
,17.05.2012,39.3979769,33.35,39.22,41.14,50.02,39.46,41.82
,18.05.2012,39.6680809,36.18,39.74,40.79,47.69,40.74,38.74
,19.05.2012,51.0223594,45.751,45,49.19,56.38,63.45,48.43
,20.05.2012,65.9949887,54.269,61.47,60.33,65.35,81.94,67.86
,21.05.2012,35.3625212,38.77,47.33,44.87,48.05,53.21,44.04
,22.05.2012,36.0579494,41.876,43.81,42.66,46.49,44.42,37.61
,23.05.2012,40.5570049,40.095,41.08,43.19,46.34,55.47,39.95
,24.05.2012,69.2149439,50.135,71.27,71.15,66.21,90.76,76.15
,25.05.2012,85.5973582,76.389,81.65,82.41,80.38,83.11,77.62
,26.05.2012,77.2836394,60.411,78.85,73.69,73.4,86.26,79.64
,27.05.2012,57.4168577,51.237,61.05,57.49,58,73.2,60.09
,28.05.2012,55.6856434,44.03,57.17,55.07,57.93,78.41,65.28
,29.05.2012,47.3959317,37.965,52.24,48.08,45.43,58.99,52.14
,30.05.2012,57.6831068,46.585,59.34,55.01,55.78,80.95,68.22
,31.05.2012,98.3673048,87.267,90.54,91.33,92.98,81.5,81.36
,01.06.2012,62.0445881,58.14,66.53,67.52,65.56,63.9,58.99
,02.06.2012,66.0354536,65.076,67.97,68.07,71.45,70.96,66.25
,03.06.2012,55.0993656,57.107,60.38,61.22,64.96,61.72,58.83
,04.06.2012,57.3226242,59.301,56.86,59.75,63.66,59.31,55.31
,05.06.2012,65.4839116,53.202,65.15,73.19,63.44,56.07,56.93
,06.06.2012,58.2966715,49.966,53.52,59.06,68.07,57.38,52.35
,07.06.2012,52.7422647,50.274,54.68,56.46,65.23,68.73,58.62
,08.06.2012,47.6663924,45.499,46.5,50.85,54.25,52.04,46.69
,09.06.2012,45.3426951,42.628,44.86,46.25,51.41,47.03,44.78
,10.06.2012,54.7908543,51.548,50.8,53.45,56.52,69.94,56.12
,11.06.2012,67.8338828,59.245,73.49,69.68,69.8,65.72,67.25
,12.06.2012,50.2070808,51.577,54.08,52.79,45.93,53.91,47.69
,13.06.2012,53.9670517,55.484,58.91,57.56,58.47,59.22,52.24
,14.06.2012,52.310803,46.423,45.98,49.29,54.02,70.29,50.18
,15.06.2012,74.7704086,55.571,58.76,66.49,79.96,85.88,64.65
,16.06.2012,87.4945391,76.638,79.06,84.81,86.67,77.97,83.91
,17.06.2012,62.2394781,56.05,58.2,62.75,69.82,64.1,58.28
,18.06.2012,66.7057393,57.881,60.57,59.86,62.18,67.07,64.41
,19.06.2012,64.8654826,56.188,57.01,58.23,62.04,65.45,60.75
,20.06.2012,74.0129875,58.923,70.85,73.52,76.77,85.71,82.23
,21.06.2012,75.6184826,63.982,76.54,74.95,72.38,67.93,68.37
,22.06.2012,63.1283766,53.874,65.87,63.98,68.73,68.85,62.23
,23.06.2012,77.600504,66.173,70.6,76.26,82.41,79.23,78.2
,24.06.2012,79.3592053,73.38,76.26,76.29,77.4,78.73,82.19
,25.06.2012,68.3124295,53.32,62.88,63.28,66.07,70.97,64.8
,26.06.2012,54.4616543,57.306,49.87,55.4,57.82,59.41,56.53
,27.06.2012,60.5543573,49.922,53.19,52.96,59.16,62.68,58.81
,28.06.2012,72.439097,67.887,66.13,67.58,68.48,66.4,66.01
,29.06.2012,80.083879,75.669,78.69,77.52,75.41,76.08,77.76
,30.06.2012,79.3014011,78.636,85.36,81.73,84.18,77.61,80
,01.07.2012,75.9196868,73.78,72,78.72,79.45,77.41,84.95
,02.07.2012,70.3040643,64.977,61.92,68.66,72.47,73.76,71.62
,03.07.2012,69.9052056,62.832,63.51,65.55,68.83,75.36,73.47
,04.07.2012,62.9719299,60.216,55.45,58.44,63.42,71.53,68.04
,05.07.2012,67.6758248,61.634,61.1,62.49,72.67,80.23,71.02
,06.07.2012,69.1949546,58.619,59.19,63.65,80.33,76.18,80.09
,07.07.2012,76.1306563,57.077,69.62,71.02,74.44,74.08,70.81
,08.07.2012,66.8944169,53.654,57.06,63.11,65.37,71.01,65.75
,09.07.2012,64.7417953,57.268,59.8,65.93,67.85,66.88,62.33
,10.07.2012,64.5394452,58.96,56.38,63.53,62.36,62.18,58.93
,11.07.2012,50.7576279,56.093,56.54,54.43,59.71,66.15,62.68
,12.07.2012,56.5819687,57.245,55.29,59.33,65.91,73.51,64.21
,13.07.2012,73.0774482,75.892,78.88,77.61,79.84,69.38,66.81
,14.07.2012,74.4711093,76.435,74.08,81.29,76.14,69.43,64.83
,15.07.2012,70.6022267,67.217,74.59,76.52,74.2,74.2,63.2
,16.07.2012,63.9179674,56.596,57.37,68.4,69.79,65.83,59.36
,17.07.2012,60.9108295,58.198,57.29,66.14,68.2,66.68,59.72
,18.07.2012,63.9824289,57.734,66.62,69.73,68.14,80.45,76.05
,19.07.2012,76.5842138,70.76,81.21,77.25,67.95,84.23,83.69
,20.07.2012,72.9373844,70.422,68.61,77.99,71.15,79.7,73.75
,21.07.2012,76.1415308,74.938,73.07,78.21,74.55,78.58,78.87
,22.07.2012,58.41598,54.266,56.53,63.86,62.99,73.18,66.21
,23.07.2012,52.5777104,46.903,56.88,59.91,64.68,66.3,65.41
,24.07.2012,64.4433652,61.079,60.2,68.03,63.18,70.72,65.34
,25.07.2012,59.3718493,50.486,64.72,67.2,66.54,70.85,63.76
,26.07.2012,66.4739376,63.441,63.53,76.27,66.96,69.33,67.5
,27.07.2012,71.8971517,57.48,64.32,72.4,66.64,77.39,70.49
,28.07.2012,99.99,78.536,82.14,95.63,91.93,91.41,81.13
,29.07.2012,90.0815995,72.157,83.38,89.29,80.63,85.49,86.57
,30.07.2012,78.1983744,62.492,72.65,80.38,77.34,85.03,82.16
,31.07.2012,68.0954059,54.531,68.81,72.39,70.06,74.39,63.29
,01.08.2012,68.067556,54.981,63.75,71.87,77.75,71.9,65.71
,02.08.2012,65.3320494,55.53,62.77,66.92,64.79,67.71,57.28
,03.08.2012,63.6612489,57.881,58.05,68.47,66.07,72.2,58.44
,04.08.2012,80.2473267,83.713,72.64,86.39,81.19,78.56,76.31
,05.08.2012,64.5400701,63.959,62.56,74.02,67.83,69.32,64.74
,06.08.2012,64.8230571,61.497,63.4,73.84,70.44,69.22,65.57
,07.08.2012,61.3770122,57.62,54.88,69.66,68.66,68.26,58.68
,08.08.2012,78.4205942,80.264,69.15,82.51,85.93,69.1,75.98
,09.08.2012,76.1259161,81.128,84.47,85.63,78.05,75.28,79.02
,10.08.2012,73.1228875,64.882,71.79,80.86,78.49,78.66,70.63
,11.08.2012,57.5549291,60.41,60.23,70.27,67.9,65.78,58.78
,12.08.2012,97.8488822,90.372,89.62,91.69,86.22,88.55,88.99
,13.08.2012,76.4370338,78.237,80.55,84.94,79.8,83.62,81.3
,14.08.2012,65.4933454,66.611,67.33,72.04,68.93,72.94,66.09
,15.08.2012,69.4480064,64.084,64.99,69.72,69.33,72.94,67.46
,16.08.2012,72.0041701,67.457,70.12,79.24,74.14,65.92,69.79
,17.08.2012,58.6513158,60.83,62.25,69.88,64.08,63.67,61.45
,18.08.2012,66.7293521,61.865,64.17,72.59,72.76,78.4,67.56
,19.08.2012,69.202426,68.272,67.46,73.4,71.73,70.46,68.62
,20.08.2012,59.2473889,56.464,60.2,69.34,70.89,68.85,61.99
,21.08.2012,50.537672,58.96,56.72,62.26,62.26,62.73,61.7
,22.08.2012,53.8254842,62.045,57.63,62.36,59.8,61.16,58.75
,23.08.2012,44.6143514,50.529,45.19,54.45,55.98,60.1,54.46
,24.08.2012,56.4606932,52.745,42.17,49.49,55.11,64.98,49.65
,25.08.2012,89.8266574,65.1,75.48,84.19,90.65,93.83,78.18
,26.08.2012,82.5452017,92.663,86.35,90.25,86.76,87.51,79.61
,27.08.2012,59.1818395,69.477,81.14,77.38,73.12,71.23,73.03
,28.08.2012,60.0462395,68.584,63.72,71.53,68.67,69.66,61.35
,29.08.2012,54.7271247,67.035,56.68,62.12,60.69,56.68,53.73
,30.08.2012,49.1994792,59.428,51.45,53.78,55.31,57.79,48.86
,31.08.2012,62.6205999,72.803,61.01,70.26,71.01,57.79,55.67
,01.09.2012,62.5403179,61.972,56.67,68.81,67.55,63.58,54.86
,02.09.2012,65.8615703,73.04,66.22,73.04,67.2,64.93,63.51
,03.09.2012,90.8723352,81.612,82.51,92.55,90.83,75.09,80.19
,04.09.2012,66.3061853,68.064,69.42,73.55,79.55,69.53,79.7
,05.09.2012,70.3118768,70.645,75.59,79.67,73.59,69.04,72.13
,06.09.2012,50.5167011,58.389,57.83,63.99,59.87,58.39,50.89
,07.09.2012,82.8237212,80.48,76.61,84.35,81.27,67.56,63.62
,08.09.2012,51.6066171,57.243,58.87,62.5,53.72,55.33,54.61
,09.09.2012,58.338235,64.52,65.13,67.68,65.93,65.08,62.11
,10.09.2012,53.8008217,58.26,59.75,63.96,64.57,55.13,55.34
,11.09.2012,44.5068129,52.301,51.19,52.69,52.12,42.96,43.87
,12.09.2012,67.661316,50.613,64.17,66.08,69.57,67.43,70.29
,13.09.2012,81.6514797,84.249,81.38,84.22,82.18,75.07,66.8
,14.09.2012,53.9200574,57.951,58.96,62.49,63.57,51.43,54.28
,15.09.2012,48.6391129,58.189,54.22,55.33,65.02,48.59,45.03
,16.09.2012,73.4152518,70.06,66.12,72.14,78.12,63.82,60.7
,17.09.2012,79.4325675,85.399,80.34,82.82,85.7,70.03,67.45
,18.09.2012,52.7772612,58.972,62.33,61.74,59.02,59.59,59.03
,19.09.2012,41.223748,41.581,41.19,45.99,48.48,46.22,42.64
,20.09.2012,38.0667572,42.054,49.43,46.04,44.1,44.85,44.66
,21.09.2012,54.2024014,75.8,74.27,60.4,57.86,51.35,62.65
,22.09.2012,54.2612404,59.79,61.55,59.58,55.09,53.21,54.01
,23.09.2012,41.4416315,51.745,57.06,56.07,55.15,52.38,51.51
,24.09.2012,38.4165348,45.134,48.29,49.73,56.95,43.63,41.46
,25.09.2012,39.67575,50.707,50.89,53.6,54.9,49.2,44.97
,26.09.2012,38.8267744,46.748,50.68,46.93,46.12,51.45,48.96
,27.09.2012,48.4782273,53.114,57.1,59.35,58.3,55.31,56.19
,28.09.2012,41.9359967,55.627,56.49,56.36,58.82,51.4,55.01
,29.09.2012,36.1858835,44.63,50.35,51.17,56.19,41.03,41.46
,30.09.2012,37.2855125,52.2,53.16,51.78,53.23,44.22,43.29
,01.10.2012,51.6934687,61.38,59.56,60.84,53.79,46.61,53.57
,02.10.2012,51.239296,60.482,66.35,65.33,54.77,46.75,54.4
