@T,hrus,,,,,,,,,,,,,,
name,hrus.csv,,,,,,,,,,,,,,
descr,hru input parameters,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
@H,ID,x,y,elevation,area,type,slope,aspect,flowlength,soilID,landuseID,hgeoID,slopelength,subcatch,tiledrainage
min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max,9999,999999,9999999,10000,9999999999,3,90,360,999999,9999,9999,9999,9999,9999,1
unit,n/a,m,m,m,m2,n/a,deg,deg,m,n/a,n/a,n/a,m,n/a,n/a
,778,459023,4703309,349,139050,2,1,-1,0,61,7,12,688.49,3,1
,779,462390,4703453,343,400050,3,1.2,-1,0,61,7,13,1133.97,3,1
,780,465023,4703427,348,728550,3,1.3,-1,0,61,7,8,1521.4,3,1
,781,456090,4703478,359,703800,2,1.4,-1,0,22,7,13,1557.61,3,1
,782,460350,4703458,346,495225,3,1.2,-1,0,83,7,13,922.9,3,1
,783,461655,4703701,344,85500,2,1.1,-1,0,68,7,13,271.07,3,1
,784,463583,4703465,354,454500,2,2.7,284,0,61,7,9,1089.41,3,0
,785,463740,4703787,361,13050,2,3.4,272,0,75,7,10,217.28,3,0
,786,468030,4703813,354,4275,2,0.2,-1,0,61,7,12,75,3,1
,787,456773,4703469,355,314550,2,1.7,87,0,22,7,12,838.05,3,1
,788,457785,4703344,352,866925,2,1.2,-1,0,10,7,13,975.62,3,1
,789,463965,4703601,363,141525,2,2.7,278,0,61,7,9,485.77,3,0
,790,464063,4703798,365,4725,2,3.2,216,0,41,7,10,87.43,3,0
,791,466118,4703430,349,1128150,2,1.2,-1,0,61,7,13,1521.4,3,1
,792,467460,4703481,352,413325,2,0.7,-1,0,83,7,13,1119.41,3,1
,793,468045,4703606,354,116100,2,1,-1,0,61,7,13,361.07,3,1
,794,459630,4703091,348,631350,3,1.3,-1,0,61,7,13,1570.04,3,1
,795,461970,4703683,343,42750,3,1,-1,0,40,7,13,228.64,3,1
,796,461340,4703694,344,30150,3,1.3,201,0,61,7,13,187.28,3,1
,797,468443,4703589,354,211050,2,1.5,-1,0,41,7,11,614.56,3,0
,798,447630,4703582,372,22275,3,1.6,-1,0,22,3,24,225,3,1
,799,460860,4703567,346,182700,3,2.3,278,0,42,7,13,933.2,3,0
,800,466905,4703467,351,158400,2,1.2,-1,0,61,7,14,1119.41,3,1
,801,469380,4703550,355,156375,2,0.7,-1,0,37,7,8,506.99,3,1
,802,459975,4703404,347,138375,2,1.3,-1,0,83,7,13,481.07,3,1
,803,462968,4703351,345,510300,2,1.7,284,0,61,7,11,1133.97,3,1
,804,468788,4703364,351,188100,2,1.7,100,0,83,7,8,893.35,3,1
,805,455295,4703202,362,389025,2,1.1,-1,0,22,7,13,1117.9,3,1
,806,461198,4703310,346,264375,3,1.5,-1,0,61,7,13,719.56,3,1
,807,461963,4703491,343,60525,3,0.8,-1,0,68,7,13,346.07,3,1
,808,469050,4703349,354,200925,2,1.4,-1,0,61,7,8,486.84,3,1
,809,470558,4703347,356,343125,2,1,-1,0,84,7,8,995.77,3,1
,810,454793,4703392,363,129375,2,0.6,-1,0,22,7,13,632.13,3,1
,811,455513,4703530,362,21375,2,1.6,181,0,26,7,13,138.64,3,1
,812,461595,4703330,345,214650,3,1.3,-1,0,61,7,13,878.35,3,1
,813,469673,4703164,355,638550,2,0.7,-1,0,37,7,8,1060.04,3,1
,814,445725,4703432,373,29925,2,0.9,-1,0,10,7,16,192.43,3,1
,815,461858,4703368,344,21600,3,2,99,0,41,7,13,382.28,3,1
,816,461993,4703144,345,138600,3,1.4,69,0,61,7,13,618.2,3,1
,817,464258,4703161,357,349200,2,2.4,107,0,42,7,7,1089.41,3,0
,818,467505,4703088,352,247950,2,0.9,-1,0,61,7,13,626.99,3,1
,819,445875,4703067,373,260100,2,1.3,-1,0,10,7,16,828.2,3,1
,820,446460,4703245,372,207450,2,1.2,-1,0,33,7,25,551.99,3,1
,821,460838,4702982,347,284850,3,1.3,-1,0,61,7,13,933.2,3,1
,822,470243,4703094,356,60975,2,0.7,-1,0,37,7,8,457.28,3,1
,823,468255,4703157,352,366975,2,1,-1,0,61,7,11,569.56,3,1
,824,463920,4703290,364,3375,2,3.2,294,0,41,7,9,75,3,0
,825,471038,4703234,356,13275,2,1.3,-1,0,70,7,8,493.49,3,1
,826,470903,4703168,355,160650,2,0.8,-1,0,83,7,8,565.92,3,1
,827,466943,4703077,353,18225,2,2.4,195,0,41,7,14,111.21,3,0
,828,446265,4702937,375,167850,2,1.1,-1,0,22,7,26,551.99,3,1
,829,467063,4703025,352,18450,2,1.5,187,0,41,7,14,111.21,3,1
,830,455348,4702499,363,474525,2,0.7,-1,0,22,7,13,1038.82,3,1
,831,454800,4702989,363,30375,2,0.7,-1,0,22,7,13,265.92,3,1
,832,456330,4702685,362,396225,2,1.1,-1,0,22,7,13,741.84,3,1
,833,455408,4702979,364,12825,2,0.9,-1,0,26,7,13,804.41,3,1
,834,456795,4702663,359,334125,2,1.4,101,0,10,7,13,787.9,3,1
,835,462083,4702894,348,311625,3,2.7,99,0,75,7,13,768.2,3,1
,836,463785,4702972,368,11925,2,2.2,183,0,41,7,10,78.64,3,0
,837,454980,4702957,364,19350,2,1.6,71,0,26,7,13,168.64,3,1
,838,455205,4702950,364,43425,2,1.1,73,0,22,7,13,192.43,3,1
,839,457178,4702668,355,274725,2,1.3,-1,0,22,7,13,884.56,3,1
,840,458573,4702661,350,588150,2,0.8,-1,0,33,7,13,914.56,3,1
,841,459923,4702641,351,153900,2,1.7,282,0,61,7,13,448.49,3,1
,842,463178,4702826,357,104850,2,3.8,286,0,61,7,12,791.99,3,0
,843,460545,4702765,350,126675,2,1.5,102,0,61,7,13,309.85,3,0
,844,463500,4702620,356,375525,2,2.2,192,0,41,7,10,869.12,3,0
,845,466635,4702613,350,601425,2,1,-1,0,61,7,14,1125.18,3,1
,846,467040,4702903,352,32400,2,1.5,297,0,61,7,14,222.43,3,1
,847,460140,4702907,350,31050,2,1.7,299,0,61,7,13,213.64,3,1
,848,461558,4702874,348,67725,2,2.3,297,0,61,7,13,364.71,3,1
,849,462548,4702736,348,195300,3,2.6,274,0,61,7,13,563.35,3,0
,850,456030,4702472,362,259875,2,0.7,-1,0,22,7,13,512.13,3,1
,851,461265,4702623,347,249975,2,1,-1,0,83,7,13,427.28,3,1
,852,463875,4702879,364,23175,2,2.8,109,0,41,7,9,196.07,3,1
,853,464273,4702766,351,260550,2,2.1,113,0,61,7,6,876.84,3,1
,854,467535,4702693,352,522450,2,1,-1,0,83,7,13,1154.56,3,1
,855,470093,4702395,354,398475,2,1.3,-1,0,61,7,7,1006.69,3,1
,856,470813,4702588,354,645750,2,1.2,-1,0,61,7,8,1181.98,3,1
,857,462900,4702678,353,166725,2,2.4,277,0,61,7,13,384.85,3,0
,858,464948,4702380,345,377325,3,1.1,-1,0,61,7,7,1389.41,3,1
,859,465225,4702652,345,222750,3,1.2,-1,0,61,7,9,829.26,3,1
,860,465848,4702586,347,617175,3,1.1,-1,0,61,7,13,1125.18,3,1
,861,471623,4702389,355,828450,2,1.1,-1,0,41,7,9,873.2,3,1
,862,468353,4702734,350,243225,2,1,-1,0,61,7,10,700.92,3,1
,863,468803,4702727,350,135225,2,1.9,280,0,83,7,8,699.41,3,1
,864,469073,4702745,352,69525,2,1.4,292,0,37,7,8,475.92,3,1
,865,469373,4702738,352,141750,2,1,-1,0,61,7,7,475.92,3,1
,866,469718,4702548,353,261675,2,1,-1,0,37,7,7,720.62,3,1
,867,455153,4702733,365,70650,2,0.8,-1,0,22,7,13,603.2,3,1
,868,460133,4702536,351,171000,2,1.6,104,0,61,7,13,391.07,3,1
,869,460485,4702399,349,180900,2,0.8,-1,0,61,7,13,842.13,3,1
,870,460890,4702409,348,193950,2,1,-1,0,61,7,13,848.35,3,1
,871,463890,4702702,360,9900,2,4.2,201,0,75,7,9,105,3,0
,872,457785,4702501,354,429300,2,1.2,-1,0,22,7,13,755.77,3,1
,873,461805,4702500,347,396000,2,1.5,-1,0,83,7,13,1290.18,3,1
,874,459188,4702359,350,198450,3,1.4,-1,0,68,7,13,639.85,3,1
,875,458978,4702528,351,16875,2,1.2,125,0,68,7,13,159.85,3,1
,876,464078,4702287,351,145125,2,2.7,189,0,61,7,8,322.28,3,0
,877,463253,4702419,356,161775,2,2.1,107,0,61,7,13,535.92,3,0
,878,464400,4702404,346,162225,2,1.3,-1,0,83,7,6,607.28,3,1
,879,469088,4702144,350,598950,3,1.3,-1,0,61,7,8,1154.12,3,1
,880,467205,4702366,353,66825,2,1.2,-1,0,61,7,14,313.49,3,1
,881,468278,4702307,351,296100,2,1,-1,0,83,7,11,1147.9,3,1
,882,472208,4702292,357,94500,2,1.1,-1,0,41,7,11,273.64,3,1
,883,462533,4702310,346,115425,3,2.9,272,0,61,7,8,746.99,3,1
,884,467625,4702295,352,166275,2,0.7,-1,0,61,7,13,851.99,3,1
,885,462870,4702292,352,42300,2,3.2,280,0,61,7,10,279.85,3,0
,886,466118,4702229,348,43425,2,0.4,-1,0,41,7,13,787.9,3,0
,887,455153,4701874,364,525150,2,0.9,-1,0,22,7,13,712.28,3,1
,888,456008,4702031,362,337950,2,1,-1,0,22,7,13,735.63,3,1
,889,472365,4702164,356,23400,2,1,-1,0,83,7,11,168.64,3,1
,890,456593,4702062,360,226125,2,1.2,-1,0,22,7,13,787.9,3,1
,891,462225,4702200,348,16425,2,3,184,0,41,7,10,183.64,3,0
,892,462278,4702260,350,1350,2,3.4,172,0,41,7,11,15,3,0
,893,462368,4702181,345,17325,3,4.9,110,0,41,7,8,138.64,3,0
,894,457665,4702172,355,112950,2,1.4,95,0,22,7,13,586.07,3,1
,895,458123,4702185,354,17100,2,2.2,234,0,26,7,13,111.21,3,1
,896,458423,4701822,352,663525,3,1.1,-1,0,22,7,13,1081.25,3,1
,897,459173,4702124,350,148275,3,1.1,-1,0,22,7,13,751.69,3,1
,898,459743,4702006,350,242550,2,0.9,-1,0,22,3,14,751.69,3,1
,899,462960,4702223,357,2925,2,3.6,112,0,75,7,11,42.43,3,0
,900,460740,4701820,350,739575,2,1.2,-1,0,22,7,13,782.13,3,1
,901,462098,4701485,348,508500,3,1.7,-1,0,41,7,23,1686.4,3,1
,902,465285,4702142,345,28800,2,1.5,-1,0,83,7,10,192.43,3,1
,903,472665,4702142,357,60975,2,1.2,-1,0,61,7,12,391.07,3,1
,904,457590,4701785,353,755325,3,1.1,-1,0,22,7,13,1524.41,3,1
,905,461550,4701739,348,697050,2,1.1,-1,0,22,7,25,1290.18,3,1
,906,463095,4701825,348,540450,3,3.5,189,0,42,7,7,1400.33,3,0
,907,466860,4701884,350,303525,2,1.1,-1,0,41,7,14,727.9,3,1
,908,467295,4702009,351,159300,2,0.7,-1,0,68,7,13,640.92,3,1
,909,463883,4701974,346,276300,3,2.6,186,0,42,7,9,888.2,3,0
,910,465503,4702099,345,41625,3,2.5,41,0,41,7,11,238.49,3,0
,911,456915,4701873,359,150975,2,1.8,104,0,10,7,13,513.2,3,0
,912,464655,4701900,344,414450,3,1.6,-1,0,83,7,7,835.48,3,1
,913,466238,4701874,348,420750,2,2.3,280,0,61,7,13,1115.33,3,0
,914,460193,4701713,353,161775,2,1.6,105,0,12,7,14,358.49,3,0
,915,462323,4702122,344,7200,2,3.9,165,0,41,7,8,81.21,3,1
,916,468083,4701640,351,884475,2,1.3,-1,0,61,7,12,1205.33,3,1
,917,469980,4701916,350,352125,2,1,-1,0,61,7,6,875.33,3,1
,918,462570,4702039,346,41850,3,3.6,203,0,42,7,6,204.85,3,0
,919,465225,4701737,344,293175,3,0.9,-1,0,83,7,10,835.48,3,1
,920,469395,4701776,349,261450,3,1.6,-1,0,61,7,6,630.63,3,1
,921,462360,4702077,342,10350,3,1.7,75,0,37,7,7,127.28,3,1
,922,465758,4702031,343,49950,3,2.6,203,0,41,7,12,253.49,3,1
,923,470940,4701866,352,580950,2,1.2,-1,0,61,7,7,959.12,3,1
,924,472500,4701919,357,291825,2,1,-1,0,61,7,11,703.05,3,1
,925,468180,4701957,352,75600,2,1.2,-1,0,61,7,12,319.71,3,1
,926,455640,4701942,365,54675,2,1.4,28,0,10,7,13,258.64,3,0
,927,459158,4701835,349,208125,3,0.9,-1,0,33,7,13,877.9,3,1
,928,462450,4702051,342,1800,3,6.1,86,0,40,7,6,129.85,3,1
,929,468480,4701902,351,98775,2,0.9,-1,0,41,7,10,294.85,3,1
,930,460058,4701867,353,50400,2,1.9,283,0,22,7,14,231.21,3,0
,931,472095,4701958,356,22275,2,1,288,0,61,7,10,138.64,3,1
,932,473070,4701675,357,230625,2,1.4,-1,0,61,7,12,603.2,3,1
,933,462338,4701726,346,81450,3,1.5,80,0,37,7,20,388.49,3,1
,934,465765,4701636,345,104850,3,1.9,90,0,41,7,12,829.26,3,0
,935,454380,4701513,365,408825,2,0.7,-1,0,22,7,25,643.49,3,1
,936,465585,4701513,345,130500,2,1.4,-1,0,41,7,12,478.05,3,0
,937,465773,4701813,343,40950,3,3,80,0,51,7,12,1115.33,3,0
,938,456315,4701829,363,8100,2,0.8,-1,0,10,7,13,72.43,3,0
,939,462570,4701823,342,38475,3,3.1,66,0,40,7,18,364.71,3,1
,940,462510,4701500,347,132075,2,1.9,80,0,61,7,18,934.26,3,1
,941,463935,4701595,348,362700,3,3.3,121,0,51,7,8,1114.26,3,0
,942,455363,4701632,362,162000,2,0.8,-1,0,32,7,13,712.28,3,1
,943,468443,4701744,351,51975,2,0.9,-1,0,83,7,10,268.49,3,1
,944,456495,4701604,359,223425,3,1.7,186,0,10,7,13,554.56,3,0
,945,467288,4701565,350,193725,2,0.5,-1,0,68,7,13,483.64,3,1
,946,455625,4701704,364,12375,2,1.8,200,0,10,7,13,87.43,3,0
,947,456668,4701278,354,328275,3,1.2,-1,0,22,7,12,1181.54,3,1
,948,464355,4701697,341,14400,2,1.6,109,0,50,7,6,277.28,3,1
,949,471683,4701690,354,46350,2,1.5,280,0,61,7,9,198.64,3,1
,950,455888,4701570,360,222300,3,1.2,-1,0,22,7,13,1068.82,3,1
,951,459173,4701458,350,443925,3,0.9,-1,0,33,7,14,877.9,3,1
,952,462923,4701557,350,213750,2,2.4,140,0,42,7,5,458.35,3,0
,953,472493,4701490,355,393075,2,1.3,-1,0,61,7,11,722.13,3,1
,954,459773,4701573,351,107100,2,1.3,293,0,12,7,14,449.56,3,1
,955,455648,4701620,363,9900,2,0.6,-1,0,10,7,13,93.64,3,0
,956,470513,4701578,348,74475,2,1.3,-1,0,61,7,6,959.12,3,1
,957,471698,4701341,352,240975,2,1.3,-1,0,61,7,9,826.69,3,1
,958,464700,4701167,345,769725,3,2,101,0,42,7,10,1246.25,3,1
,959,470130,4701561,348,103500,2,0.6,-1,0,68,7,6,478.49,3,1
,960,465990,4701441,342,53775,3,3.1,107,0,40,3,13,829.26,3,1
,961,466410,4701577,351,32850,2,2.7,204,0,41,7,14,208.49,3,0
,962,466860,4701395,350,116550,2,1,-1,0,41,7,14,484.26,3,1
,963,469845,4701312,348,215325,3,1.7,-1,0,61,7,6,734.12,3,0
,964,468953,4701496,351,90675,2,1.1,-1,0,61,7,8,446.99,3,1
,965,469830,4701562,350,22725,2,1.3,44,0,61,7,6,196.07,3,1
,966,471450,4701595,352,4725,2,2.2,285,0,41,7,8,81.21,3,0
,967,468743,4701534,352,16650,2,0.8,-1,0,61,7,9,126.21,3,1
,968,469305,4701429,350,159075,3,1.5,89,0,53,7,6,608.35,3,0
,969,470873,4701387,349,202500,2,1.4,288,0,61,7,7,775.48,3,1
,970,471075,4701030,349,459900,2,1.5,-1,0,75,7,7,966.84,3,0
,971,460140,4701263,353,226350,2,1.8,149,0,12,7,26,884.12,3,0
,972,466463,4701063,343,420525,3,3.3,198,0,40,3,13,1308.38,3,0
,973,465540,4701379,345,39375,2,2.7,187,0,38,7,12,132.43,3,1
,974,459735,4701231,352,190800,2,1.8,94,0,12,7,14,602.13,3,0
,975,461760,4701060,351,283500,3,1.6,-1,0,22,7,24,640.48,3,1
,976,468713,4701435,352,900,2,2.9,103,0,61,7,9,15,3,1
,977,466598,4701308,349,38925,2,1.9,182,0,41,7,14,256.07,3,1
,978,468870,4701278,351,66600,2,1.1,-1,0,61,7,9,384.85,3,1
,979,465893,4701378,341,8550,2,2.5,103,0,40,3,13,90,3,1
,980,470190,4701378,349,40950,2,0.8,-1,0,61,7,6,168.64,3,1
,981,470490,4701339,347,49050,2,1.3,96,0,37,7,5,333.64,3,1
,982,455955,4701054,360,447750,3,1,-1,0,22,7,13,1068.82,3,1
,983,455145,4701013,361,642375,2,0.6,-1,0,22,7,25,1268.53,3,1
,984,458145,4701018,353,758025,2,0.6,-1,0,33,7,13,832.9,3,1
,985,455670,4701279,362,37350,2,1.6,102,0,26,7,13,186.21,3,1
,986,462585,4700996,351,186075,2,1.2,-1,0,83,7,22,934.26,3,1
,987,462323,4701231,349,25200,2,1.1,-1,0,41,7,20,204.85,3,1
,988,463095,4700961,354,663525,2,1.6,-1,0,42,7,10,1069.26,3,1
,989,465570,4701002,343,287325,3,3,126,0,40,7,13,1155.18,3,1
,990,460710,4700960,351,692550,3,1.2,-1,0,22,7,26,945.62,3,1
,991,465353,4701216,342,81225,3,1,-1,0,47,7,11,654.41,3,0
,992,467055,4701189,348,286875,2,2,196,0,41,7,13,815.33,3,0
,993,469118,4701282,352,5175,2,1.2,186,0,53,7,8,63.64,3,0
,994,461355,4700971,350,300375,3,1.3,-1,0,22,7,25,750.63,3,1
,995,462360,4700786,351,143100,2,1,-1,0,83,7,23,449.56,3,1
,996,463905,4700931,353,683325,2,1.9,101,0,42,7,10,1114.26,3,1
,997,471848,4701148,351,33525,2,0.9,-1,0,61,7,8,234.85,3,1
,998,454440,4701133,363,228150,2,0.6,-1,0,22,7,25,509.56,3,1
,999,466140,4701114,344,85725,2,3.1,70,0,40,7,13,403.49,3,1
,1000,456990,4701178,354,84150,2,1.2,-1,0,22,7,13,877.9,3,1
,1001,467678,4701112,348,176175,2,2.6,182,0,75,7,12,452.13,4,0
,1002,469298,4700747,350,226800,2,1.5,-1,0,53,7,7,513.2,3,1
,1003,458948,4701087,353,97425,2,1,-1,0,22,7,14,328.49,3,1
,1004,468878,4700922,350,271125,2,2.1,-1,0,61,7,9,513.2,3,1
,1005,469860,4701047,349,258750,3,1.8,69,0,75,7,6,773.97,3,0
,1006,470498,4701073,348,109350,3,2.9,100,0,75,7,6,457.28,3,0
,1007,469448,4701083,351,36225,2,1.4,-1,0,53,7,7,323.35,3,0
,1008,472298,4700899,352,238275,2,1.8,280,0,61,7,9,749.56,4,1
,1009,472695,4700936,354,226125,2,1.3,-1,0,61,7,11,749.56,3,1
,1010,472973,4701074,355,35775,2,1.9,292,0,61,7,12,289.71,3,1
,1011,468525,4701066,348,43875,2,9.3,275,0,57,7,9,304.71,3,0
,1012,470280,4700992,349,27900,2,2.4,177,0,75,7,6,219.85,3,0
,1013,471728,4700812,349,105975,2,0.7,-1,0,83,7,8,809.56,3,1
,1014,468158,4700995,340,78975,3,2.8,167,0,51,7,9,449.56,3,1
,1015,459315,4701004,354,80550,2,1,-1,0,22,7,14,302.13,3,1
,1016,456540,4700861,357,144225,2,1,-1,0,22,7,13,712.9,3,1
,1017,468360,4700366,340,339300,3,2.9,-1,0,50,7,9,1253.97,3,1
,1018,456930,4700813,354,247500,2,1.1,-1,0,22,7,12,620.77,3,1
,1019,467235,4700839,348,235350,2,2,109,0,41,7,13,650.77,3,0
,1020,470640,4700914,346,15075,3,2.2,-1,0,75,7,6,132.43,4,0
,1021,459728,4700578,352,359100,2,0.8,-1,0,33,7,26,1037.76,3,1
,1022,460125,4700598,352,297675,2,0.8,-1,0,22,7,26,590.77,3,1
,1023,454523,4700787,363,147375,2,0.5,-1,0,22,7,25,574.71,3,1
,1024,458865,4700864,355,21375,2,1.4,-1,0,26,7,14,408.64,3,1
,1025,458948,4700644,354,136575,2,1.1,-1,0,10,7,14,376.07,3,1
,1026,466118,4700627,350,193500,2,1.7,124,0,61,7,14,714.41,3,0
,1027,467760,4700791,341,119025,3,1.7,119,0,40,7,11,548.35,3,1
,1028,459225,4700888,355,7425,2,1.2,-1,0,33,7,14,159.85,3,1
,1029,470138,4700665,349,216675,3,1.3,-1,0,41,7,6,484.71,3,0
,1030,455873,4700614,361,153675,2,1.1,-1,0,22,7,13,1017.61,3,1
,1031,459338,4700709,354,132975,2,0.8,-1,0,22,7,26,1037.76,3,1
,1032,464715,4700761,349,62550,2,1.1,-1,0,41,7,13,757.9,4,0
,1033,465533,4700676,348,357750,2,1,-1,0,84,7,13,617.13,3,1
,1034,470528,4700781,347,72900,3,2.2,101,0,75,7,5,505.92,3,0
,1035,471983,4700788,350,287775,2,1.1,-1,0,61,7,8,809.56,3,1
,1036,468075,4700812,338,19125,3,1.8,116,0,40,7,9,504.41,3,1
,1037,468098,4700478,345,326250,3,2.7,139,0,51,7,11,625.92,3,0
,1038,469643,4700688,351,79875,2,1.4,-1,0,70,7,7,394.71,3,1
,1039,457410,4700702,354,511875,2,0.9,-1,0,33,7,13,770.77,3,1
,1040,469808,4700772,351,10125,2,0.7,-1,0,70,7,6,136.07,3,1
,1041,470798,4700765,345,19125,2,0.4,-1,0,51,7,5,196.07,3,0
,1042,471008,4700632,348,204525,3,1.9,284,0,61,7,7,561.84,3,0
,1043,469845,4700692,350,10350,2,0.2,-1,0,84,7,6,136.07,3,1
,1044,471383,4700581,350,34425,2,1.9,293,0,61,7,8,483.64,3,1
,1045,456188,4700632,359,14625,2,1.5,194,0,10,7,13,147.43,4,0
,1046,466808,4700605,339,13950,3,1.7,279,0,40,7,13,204.85,3,1
,1047,472613,4700559,356,43650,2,5.1,201,0,76,7,11,223.49,3,0
,1048,467310,4700544,342,52200,2,3.6,169,0,40,7,13,650.77,3,0
,1049,456165,4700245,358,321525,2,1.1,-1,0,22,7,12,553.49,4,1
,1050,467715,4700554,339,81900,3,1.2,-1,0,40,7,11,625.92,3,1
,1051,470558,4700554,346,60300,3,1.9,-1,0,51,7,5,312.43,3,0
,1052,472350,4700519,352,34875,2,2.4,93,0,75,7,9,409.71,3,0
,1053,456570,4700230,357,389925,2,1.2,-1,0,22,7,11,684.41,4,1
,1054,461543,4700237,351,507375,2,0.8,-1,0,22,7,26,1627.02,3,1
,1055,469733,4700462,350,62325,2,1.3,-1,0,84,7,7,337.28,3,1
,1056,472800,4700572,357,11475,2,4.8,221,0,41,7,12,117.43,3,0
,1057,454500,4700406,365,191925,2,0.8,-1,0,22,7,25,574.71,3,1
,1058,471795,4700458,351,79425,2,1.9,188,0,75,7,8,472.28,3,0
,1059,455453,4700575,361,16425,2,0.3,-1,0,22,7,25,102.43,4,1
,1060,464738,4700161,349,686250,2,1.2,-1,0,84,7,14,1244.12,3,1
,1061,467115,4700437,342,237150,3,3.1,111,0,40,7,13,1095.62,3,1
,1062,455003,4700422,362,156150,2,0.9,-1,0,22,7,25,521.99,3,1
,1063,468863,4700527,346,24750,2,4.8,110,0,51,3,9,273.64,3,0
,1064,470393,4700448,346,23175,2,2.9,99,0,51,7,5,244.71,3,0
,1065,462098,4700196,351,271125,2,0.9,-1,0,83,7,26,1126.69,3,1
,1066,455153,4699995,362,516825,2,0.9,-1,0,22,7,25,923.35,4,1
,1067,458513,4700195,352,427500,2,0.5,-1,0,22,7,14,986.54,4,1
,1068,462555,4700181,352,324900,2,0.7,-1,0,83,7,26,931.07,3,1
,1069,469395,4700291,338,251775,3,3.9,185,0,40,3,6,1240.48,3,1
,1070,456968,4700171,355,259200,2,1.4,-1,0,22,7,12,584.56,4,1
,1071,459120,4700355,352,276750,2,0.8,-1,0,34,7,26,656.99,3,1
,1072,469155,4699913,341,395325,3,4.2,122,0,54,7,8,951.84,3,0
,1073,472148,4700487,354,9000,2,2.4,262,0,75,7,8,78.64,3,0
,1074,458085,4700150,353,259425,2,0.8,-1,0,33,7,13,589.71,4,1
,1075,472463,4700268,350,391275,2,1.3,-1,0,61,7,9,864.41,-9999,1
,1076,460740,4700345,350,215100,3,0.9,-1,0,33,7,26,956.99,3,1
,1077,466628,4700319,350,52200,2,2.3,48,0,41,7,14,223.49,3,0
,1078,471120,4700154,349,184950,2,0.9,-1,0,61,7,8,374.56,3,1
,1079,473025,4699883,350,165150,2,1.2,-1,0,61,7,10,397.28,-9999,1
,1080,455753,4700179,360,277650,2,0.6,-1,0,22,7,25,543.2,4,1
,1081,457560,4700363,355,216675,2,1.6,187,0,12,7,13,668.35,4,0
,1082,462900,4700317,356,120825,2,2,283,0,41,7,26,482.13,3,0
,1083,463313,4700383,356,92025,2,1.5,-1,0,84,7,14,340.92,3,1
,1084,466418,4700126,352,266175,2,1.3,-1,0,41,7,14,763.49,3,1
,1085,469935,4700446,350,1800,2,2.4,299,0,84,7,7,21.21,3,1
,1086,463650,4700124,357,199350,2,1.4,282,0,41,7,14,458.35,4,1
,1087,464100,4700131,353,386550,2,1.8,97,0,42,7,14,1114.26,3,0
,1088,465525,4700282,350,348300,2,1,-1,0,83,7,14,950.33,3,1
,1089,470888,4700262,349,143550,2,1,-1,0,61,7,7,425.77,3,1
,1090,462323,4700208,352,42300,2,0.8,-1,0,83,7,26,484.71,3,1
,1091,470588,4700280,346,100800,3,3.8,277,0,51,7,7,449.56,3,0
,1092,463710,4700423,359,2250,2,2.9,71,0,41,7,14,42.43,3,0
,1093,463778,4700357,358,17550,2,0.8,-1,0,41,7,14,171.21,3,0
,1094,470138,4700246,348,151875,2,2.2,111,0,61,7,7,615.63,3,0
,1095,471780,4700088,349,492975,2,1.5,-1,0,61,7,8,1281.4,3,1
,1096,468735,4700266,340,32625,2,2.9,189,0,61,7,9,204.85,3,0
,1097,469785,4699974,345,214875,3,3.9,268,0,75,7,7,701.99,3,0
,1098,470385,4700293,343,28800,3,4.8,103,0,51,7,5,303.64,3,0
,1099,468608,4700315,341,13950,2,1.6,204,0,61,7,9,253.49,3,0
,1100,471218,4699868,349,214200,2,1.1,-1,0,75,7,8,575.77,3,0
,1101,466103,4700185,352,76275,2,1.1,-1,0,41,7,14,714.41,4,1
,1102,468375,4699740,344,379125,3,4.3,108,0,53,3,11,903.2,3,0
,1103,463298,4700178,357,58500,2,1.4,-1,0,41,7,14,168.64,3,0
,1104,460808,4700002,350,437175,3,1,-1,0,22,7,23,956.99,3,1
,1105,463035,4700185,358,14175,2,1.9,92,0,42,7,26,159.85,4,0
,1106,467048,4699978,351,474975,2,2.3,-1,0,41,7,14,1095.62,3,0
,1107,467385,4700169,349,31500,2,3.2,148,0,41,7,13,256.07,3,0
,1108,467753,4699965,351,293175,2,1.8,106,0,61,7,13,562.28,3,1
,1109,457523,4699990,353,351675,2,1,-1,0,22,7,13,816.84,4,1
,1110,458813,4700170,353,3825,2,1.3,-1,0,10,7,26,45,4,0
,1111,459968,4699951,352,363825,2,0.7,-1,0,22,7,21,666.84,3,1
,1112,463223,4699954,355,264150,2,1.2,-1,0,83,7,14,724.26,4,1
,1113,454605,4699978,365,93375,2,0.4,-1,0,22,7,25,211.07,4,1
,1114,459173,4699926,352,339075,2,0.8,-1,0,33,7,23,625.48,3,1
,1115,460410,4700064,353,14625,2,1.7,100,0,10,7,23,111.21,3,0
,1116,458805,4700069,352,7425,2,0.6,-1,0,33,7,26,286.07,4,1
,1117,461753,4699955,352,140175,2,1.2,-1,0,22,7,25,333.64,3,1
,1118,462818,4699929,355,78525,2,2.1,282,0,42,7,26,268.49,3,0
,1119,468150,4699947,349,63675,2,4.3,99,0,75,7,12,479.56,3,0
,1120,466110,4699932,352,63450,2,0.1,-1,0,67,7,14,270,3,1
,1121,470505,4699866,346,207450,3,2.8,298,0,53,7,8,611.99,3,0
