@T,obs,,,,,,
descr,observed runoff at Drake,,,,,,
unit,m3/s  //  mg/l  //  mg/l ,,,,,,
,,,,,,,
missing_val,-9999,,,,,,
date_start,09.01.2001,,,,,,
date_end,31.12.2013,,,,,,
date_format,dd.MM.yyyy,,,,,,
,,,,,,,
@H,date,orun[1],no3_n[1],sedim[1],no3_n_conc[2],no3_n_ntrax[3],no3_n_load[4]
name,-,SF450,SF450,SF450,SF450,SF450,SF450
ID,-,1,2,3,4,5,6
elevation,-,289,289,289,289,289,289
x,-,487469.4,487469.4,487469.4,487469.4,487469.4,487469.4
y,-,4684771.7,4684771.7,4684771.7,4684771.7,4684771.7,4684771.7
,12.05.2002,41.34259604,21.02,-9999,20.63333333,-9999,1.267606159
,13.05.2002,30.29902586,23.53,-9999,23.55,-9999,1.060319576
,14.05.2002,15.74416671,23.9,-9999,23.7,-9999,0.55447916
,15.05.2002,12.26119458,23.95,-9999,24,-9999,0.437281626
,16.05.2002,10.42059955,23.3,-9999,23.2,-9999,0.359250924
,17.05.2002,8.806539293,23.18,-9999,23.2,-9999,0.30360608
,18.05.2002,7.758815968,23.01,-9999,23,-9999,0.265179831
,19.05.2002,7.050894803,22.89,-9999,22.9,-9999,0.239936832
,20.05.2002,6.456241025,22.69,-9999,22.7,-9999,0.217782408
,21.05.2002,6.003171479,22.05,-9999,22.05,-9999,0.19670099
,22.05.2002,5.776636706,21.41,-9999,21.4,-9999,0.183698678
,23.05.2002,5.635052473,21.22,-9999,21.2,-9999,0.177521528
,24.05.2002,5.097032388,21.05,-9999,21.2,-9999,0.160572237
,25.05.2002,5.465151394,20.1,-9999,20,-9999,0.162423698
,26.05.2002,5.606735627,19.71,-9999,19.6,-9999,0.163298935
,27.05.2002,5.323567161,20.15,-9999,20.1,-9999,0.15900691
,28.05.2002,5.181982928,20.64,-9999,20.7,-9999,0.159398241
,29.05.2002,5.040398695,20.74,-9999,20.8,-9999,0.155792099
,30.05.2002,4.842180769,20.7,-9999,20.7,-9999,0.148945898
,31.05.2002,4.559012303,20.6,-9999,20.6,-9999,0.139558145
,01.06.2002,4.33247753,20.45,-9999,20.5,-9999,0.131979775
,02.06.2002,4.870497615,19.13,-9999,18.33333333,-9999,0.132688099
,03.06.2002,6.852676877,21.7,-9999,21.06666667,-9999,0.214522713
,04.06.2002,6.116438866,22.71,-9999,22.6,-9999,0.205411276
,05.06.2002,5.408517701,22.45,-9999,22.5,-9999,0.18083312
,06.06.2002,4.983765002,22.05,-9999,22,-9999,0.162928643
,07.06.2002,4.700596536,21.9,-9999,21.9,-9999,0.152972827
,08.06.2002,4.41742807,21.72,-9999,21.8,-9999,0.143101169
,09.06.2002,4.07762591,21.1,-9999,21.1,-9999,0.127851856
,10.06.2002,5.720003013,19.08,-9999,18.06,-9999,0.153508068
,11.06.2002,7.220795883,19.34,-9999,19.21428571,-9999,0.206170496
,12.06.2002,6.512874718,20.36,-9999,20.4,-9999,0.197433159
,13.06.2002,5.49346824,20.35,-9999,20.275,-9999,0.16551017
,14.06.2002,4.870497615,20.74,-9999,20.96666667,-9999,0.151746935
,15.06.2002,4.502378609,21.39,-9999,21.6,-9999,0.144515013
,16.06.2002,4.134259604,21.24,-9999,21.2,-9999,0.130241925
,17.06.2002,3.766140598,19.74,-9999,21.1,-9999,0.118085395
,18.06.2002,5.606735627,16.05,-9999,14.0625,-9999,0.11716282
,19.06.2002,6.796043184,17.5,-9999,17.21666667,-9999,0.173869099
,20.06.2002,5.861587246,19.17,-9999,19.2,-9999,0.167237499
,21.06.2002,4.700596536,19.49,-9999,19.45,-9999,0.135859429
,22.06.2002,4.07762591,19.6,-9999,19.6,-9999,0.118762862
,23.06.2002,3.681190058,19.44,-9999,19.5,-9999,0.10666945
,24.06.2002,3.341387899,19.03,-9999,18.9,-9999,0.093843868
,25.06.2002,3.058219433,18.99,-9999,19.1,-9999,0.086799898
,26.06.2002,2.775050967,18.39,-9999,18.4,-9999,0.075876273
,27.06.2002,2.491882501,17.88,-9999,17.8,-9999,0.065912042
,28.06.2002,2.237030881,17.69,-9999,17.8,-9999,0.059171037
,29.06.2002,2.010496109,16.91,-9999,16.9,-9999,0.050490206
,30.06.2002,1.812278182,16.1,-9999,16.1,-9999,0.04335787
,01.07.2002,1.58574341,15.33,-9999,15.3,-9999,0.036053012
,02.07.2002,1.359208637,14.68,-9999,14.7,-9999,0.029690715
,03.07.2002,1.217624404,13.55,-9999,-9999,-9999,-9999
,04.07.2002,1.132673864,12.39,-9999,12.3,-9999,0.02070271
,05.07.2002,1.217624404,11.69,-9999,11.8,-9999,0.021350721
,06.07.2002,1.33089179,10.42,-9999,10.4,-9999,0.020568058
,07.07.2002,1.529109716,9.54,-9999,9.2,-9999,0.020904687
,08.07.2002,1.614060256,10.59,-9999,10.7,-9999,0.025663786
,09.07.2002,1.24594125,10.83,-9999,11.25,-9999,0.020828946
,10.07.2002,1.925545569,8.93,-9999,8.816666667,-9999,0.02522757
,11.07.2002,11.21347125,12.69,-9999,13.17272727,-9999,0.219499218
,12.07.2002,24.72060708,16.59,-9999,15.88,-9999,0.583346817
,13.07.2002,16.45208787,19.34,-9999,19.4,-9999,0.474285615
,14.07.2002,9.967530003,19.43,-9999,19.5,-9999,0.288828048
,15.07.2002,6.427924178,19.14,-9999,19.23333333,-9999,0.183714107
,16.07.2002,4.700596536,19.18,-9999,19.3,-9999,0.13481167
,17.07.2002,3.624556365,19.25,-9999,19.3,-9999,0.103951167
,18.07.2002,2.973268893,18.52,-9999,18.5,-9999,0.081737833
,19.07.2002,2.548516194,17.79,-9999,17.9,-9999,0.067788751
,20.07.2002,2.265347728,16.51,-9999,16.4,-9999,0.055207226
,21.07.2002,1.982179262,15.78,-9999,15.8,-9999,0.046539018
,22.07.2002,1.699010796,15,-9999,15,-9999,0.037870811
,23.07.2002,1.50079287,14.23,-9999,14.35,-9999,0.032002939
,24.07.2002,1.189307557,13.08,-9999,13,-9999,0.022974958
,25.07.2002,1.076040171,12.22,-9999,12.2,-9999,0.019507675
,26.07.2002,1.189307557,11.16,-9999,11.6,-9999,0.020500732
,27.07.2002,1.868911876,7.83,-9999,7.375,-9999,0.020481797
,28.07.2002,3.454655285,8.52,-9999,8.3,-9999,0.04260887
,29.07.2002,2.265347728,11.76,-9999,11,-9999,0.037029237
,30.07.2002,2.095446648,12.51,-9999,12.825,-9999,0.03993477
,31.07.2002,1.58574341,12.73,-9999,12.9,-9999,0.030397637
,01.08.2002,1.019406478,12.15,-9999,12.1,-9999,0.018329472
,02.08.2002,0.877822245,10.86,-9999,10.225,-9999,0.013337889
,03.08.2002,0.764554858,9.51,-9999,9.55,-9999,0.010849987
,04.08.2002,0.764554858,8.06,-9999,8.085714286,-9999,0.009186377
,05.08.2002,0.962772784,7.24,-9999,7.325,-9999,0.010479695
,06.08.2002,3.596239518,7.56,-9999,7.128571429,-9999,0.03809503
,07.08.2002,6.031488326,13.7,-9999,13.52857143,-9999,0.121253318
,08.08.2002,4.105942757,14.93,-9999,14.97142857,-9999,0.091346799
,09.08.2002,2.944952046,14.66,-9999,14.75714286,-9999,0.064579951
,10.08.2002,2.180397188,14.72,-9999,14.625,-9999,0.047385852
,11.08.2002,1.699010796,14.12,-9999,14.2,-9999,0.035851034
,12.08.2002,1.670693949,11.83,-9999,10.7,-9999,0.02656427
,13.08.2002,3.058219433,9.19,-9999,9.275,-9999,0.042150212
,14.08.2002,14.07347276,13.46,-9999,13.7,-9999,0.286509513
,15.08.2002,13.81862114,16.27,-9999,16.3,-9999,0.334710639
,16.08.2002,8.438420287,16.52,-9999,16.55,-9999,0.207527834
,17.08.2002,6.399607332,15.62,-9999,15.66666667,-9999,0.148986574
,18.08.2002,10.64713432,16.16,-9999,16.28571429,-9999,0.257665781
,19.08.2002,8.58000452,18.61,-9999,18.325,-9999,0.23364081
,20.08.2002,5.74831986,19.06,-9999,19.2,-9999,0.164005857
,21.08.2002,4.700596536,17.21,-9999,18.1,-9999,0.126429597
,22.08.2002,4.643962842,15.17,-9999,14.6,-9999,0.100753187
,23.08.2002,5.181982928,13.84,-9999,13.35,-9999,0.102800315
,24.08.2002,6.880993724,15.56,-9999,15.6,-9999,0.159511854
,25.08.2002,5.946537786,16.56,-9999,16.7,-9999,0.147569925
,26.08.2002,4.502378609,16.95,-9999,16.95,-9999,0.113404142
,27.08.2002,3.539605825,16.81,-9999,16.8,-9999,0.088365225
,28.08.2002,2.83168466,16.42,-9999,16.5,-9999,0.069429819
,29.08.2002,2.321981421,15.66,-9999,15.6,-9999,0.053827045
,30.08.2002,1.925545569,15.16,-9999,15.2,-9999,0.043492522
,31.08.2002,1.614060256,14.51,-9999,14.5,-9999,0.034778028
,01.09.2002,1.33089179,13.86,-9999,13.9,-9999,0.027490001
,02.09.2002,1.132673864,13.11,-9999,13,-9999,0.021880913
,03.09.2002,1.019406478,12.92,-9999,13,-9999,0.019692821
,04.09.2002,0.821188551,12.47,-9999,12.5,-9999,0.015253521
,05.09.2002,0.736238012,11.82,-9999,11.8,-9999,0.012909739
,06.09.2002,0.594653779,11.16,-9999,11.3,-9999,0.00998527
,07.09.2002,0.538020085,9.81,-9999,9.7,-9999,0.0077551
,08.09.2002,0.424752699,9,-9999,9,-9999,0.005680622
,09.09.2002,0.339802159,8.3,-9999,8.3,-9999,0.004191036
,10.09.2002,0.424752699,7.61,-9999,7.6,-9999,0.004796969
,11.09.2002,0.509703239,7.02,-9999,7,-9999,0.005301913
,12.09.2002,0.594653779,6.56,-9999,-9999,-9999,-9999
,13.09.2002,0.594653779,6.12,-9999,-9999,-9999,-9999
,14.09.2002,0.622970625,5.68,-9999,-9999,-9999,-9999
,15.09.2002,0.622970625,5.23,-9999,-9999,-9999,-9999
,16.09.2002,0.566336932,4.79,-9999,-9999,-9999,-9999
,17.09.2002,0.538020085,4.26,-9999,4.3,-9999,0.003437828
,18.09.2002,0.622970625,3.74,-9999,3.7,-9999,0.003425204
,19.09.2002,0.849505398,3.46,-9999,3.35,-9999,0.004228907
,20.09.2002,11.86475873,8.25,-9999,7.7,-9999,0.13575844
,21.09.2002,10.08079739,11.75,-9999,11.76666667,-9999,0.176264778
,22.09.2002,6.541191565,12.37,-9999,12.4,-9999,0.120530166
,23.09.2002,4.898814462,12.89,-9999,12.95,-9999,0.094270967
,24.09.2002,4.020992217,12.83,-9999,12.8,-9999,0.076482206
,25.09.2002,3.398021592,13.37,-9999,13.35,-9999,0.067410043
,26.09.2002,3.086536279,13.58,-9999,13.6,-9999,0.062377433
,27.09.2002,2.83168466,13.41,-9999,13.4,-9999,0.056385429
,28.09.2002,2.718417274,13.31,-9999,13.3,-9999,0.053726057
,29.09.2002,2.605149887,13.33,-9999,13.3,-9999,0.051487471
,30.09.2002,2.548516194,13.51,-9999,-9999,-9999,-9999
,01.10.2002,2.463565654,13.43,-9999,13.55,-9999,0.04960445
,02.10.2002,2.860001507,12.49,-9999,12.7,-9999,0.053974321
,03.10.2002,4.643962842,12.41,-9999,12.6,-9999,0.086951381
,04.10.2002,7.390696963,15.11,-9999,15.35,-9999,0.168581913
,05.10.2002,13.16733367,16.01,-9999,16.03333333,-9999,0.313717586
,06.10.2002,13.53545267,16.1,-9999,16.2,-9999,0.325840454
,07.10.2002,9.231291992,17.47,-9999,17.85,-9999,0.244860037
,08.10.2002,7.022577957,17.62,-9999,17.6,-9999,0.183665015
,09.10.2002,5.974854633,17.39,-9999,17.4,-9999,0.15448766
,10.10.2002,5.210299774,17.15,-9999,17.1,-9999,0.132396354
,11.10.2002,4.757230229,17.16,-9999,17.2,-9999,0.121590549
,12.10.2002,4.389111223,17.04,-9999,17,-9999,0.110877317
,13.10.2002,3.964358524,17.09,-9999,17.1,-9999,0.100736356
,14.10.2002,3.624556365,17.07,-9999,17.1,-9999,0.092101811
,15.10.2002,3.567922672,16.97,-9999,16.95,-9999,0.089867433
,16.10.2002,3.369704745,16.96,-9999,17,-9999,0.085125166
,17.10.2002,3.143169973,16.59,-9999,16.7,-9999,0.078001246
,18.10.2002,3.029902586,15.66,-9999,15.5,-9999,0.069787488
,19.10.2002,2.860001507,15.58,-9999,15.6,-9999,0.066299166
,20.10.2002,2.605149887,15.49,-9999,15.5,-9999,0.060004195
,21.10.2002,2.520199347,15.31,-9999,15.3,-9999,0.057298536
,22.10.2002,2.463565654,15.18,-9999,15.2,-9999,0.055644844
,23.10.2002,2.321981421,14.9,-9999,14.9,-9999,0.051411729
,24.10.2002,2.350298268,14.59,-9999,14.6,-9999,0.050990942
,25.10.2002,2.435248808,14.28,-9999,14.2,-9999,0.051386482
,26.10.2002,2.605149887,14.4,-9999,14.4,-9999,0.055745833
,27.10.2002,2.74673412,14.62,-9999,14.6,-9999,0.059591824
,28.10.2002,2.775050967,14.96,-9999,15,-9999,0.061855657
,29.10.2002,3.058219433,15.07,-9999,15.1,-9999,0.068621909
,30.10.2002,3.851091138,15.23,-9999,15.2,-9999,0.086985044
,31.10.2002,3.879407984,15.4,-9999,-9999,-9999,-9999
,01.11.2002,3.596239518,15.4,-9999,-9999,-9999,-9999
,02.11.2002,3.426338439,15.4,-9999,-9999,-9999,-9999
,03.11.2002,3.313071052,15.4,-9999,-9999,-9999,-9999
,04.11.2002,3.114853126,15.4,-9999,-9999,-9999,-9999
,05.11.2002,2.860001507,15.4,-9999,-9999,-9999,-9999
,06.11.2002,2.690100427,15.4,-9999,-9999,-9999,-9999
,07.11.2002,2.520199347,15.4,-9999,-9999,-9999,-9999
,08.11.2002,2.435248808,15.4,-9999,-9999,-9999,-9999
,09.11.2002,2.463565654,15.4,-9999,-9999,-9999,-9999
,10.11.2002,2.378615114,15.4,-9999,-9999,-9999,-9999
,11.11.2002,2.265347728,15.4,-9999,-9999,-9999,-9999
,12.11.2002,2.067129802,15.4,-9999,-9999,-9999,-9999
,13.11.2002,1.982179262,15.4,-9999,-9999,-9999,-9999
,14.11.2002,2.067129802,15.4,-9999,-9999,-9999,-9999
,15.11.2002,2.067129802,15.4,-9999,-9999,-9999,-9999
,16.11.2002,1.953862415,15.4,-9999,-9999,-9999,-9999
,17.11.2002,1.897228722,15.4,-9999,-9999,-9999,-9999
,18.11.2002,1.925545569,15.4,-9999,-9999,-9999,-9999
,19.11.2002,1.897228722,15.4,-9999,-9999,-9999,-9999
,20.11.2002,1.812278182,15.4,-9999,-9999,-9999,-9999
,21.11.2002,1.755644489,15.4,-9999,-9999,-9999,-9999
,22.11.2002,1.727327643,15.4,-9999,-9999,-9999,-9999
,23.11.2002,1.670693949,15.4,-9999,-9999,-9999,-9999
,24.11.2002,1.727327643,15.4,-9999,-9999,-9999,-9999
,25.11.2002,1.557426563,15.4,-9999,-9999,-9999,-9999
,26.11.2002,1.387525483,15.41,-9999,15.4,-9999,0.031752571
,27.11.2002,1.076040171,15.45,-9999,-9999,-9999,-9999
,28.11.2002,1.302574944,15.49,-9999,-9999,-9999,-9999
,29.11.2002,1.50079287,15.53,-9999,-9999,-9999,-9999
,30.11.2002,1.359208637,15.58,-9999,-9999,-9999,-9999
,01.12.2002,1.529109716,15.62,-9999,-9999,-9999,-9999
,02.12.2002,1.387525483,15.66,-9999,-9999,-9999,-9999
,03.12.2002,1.302574944,15.71,-9999,-9999,-9999,-9999
,04.12.2002,1.359208637,15.75,-9999,-9999,-9999,-9999
,05.12.2002,1.33089179,15.79,-9999,-9999,-9999,-9999
,06.12.2002,1.24594125,15.83,-9999,-9999,-9999,-9999
,07.12.2002,1.359208637,15.88,-9999,-9999,-9999,-9999
,08.12.2002,1.274258097,15.92,-9999,-9999,-9999,-9999
,09.12.2002,1.302574944,15.96,-9999,-9999,-9999,-9999
,10.12.2002,1.472476023,16.01,-9999,-9999,-9999,-9999
,11.12.2002,1.444159177,16.05,-9999,-9999,-9999,-9999
,12.12.2002,1.614060256,16.09,-9999,-9999,-9999,-9999
,13.12.2002,1.529109716,16.13,-9999,-9999,-9999,-9999
,14.12.2002,1.642377103,16.18,-9999,-9999,-9999,-9999
,15.12.2002,1.670693949,16.22,-9999,-9999,-9999,-9999
,16.12.2002,1.50079287,16.26,-9999,-9999,-9999,-9999
,17.12.2002,1.557426563,16.3,-9999,16.3,-9999,0.037723535
,18.12.2002,1.783961336,16.32,-9999,-9999,-9999,-9999
,19.12.2002,1.529109716,16.34,-9999,-9999,-9999,-9999
,20.12.2002,1.302574944,16.35,-9999,-9999,-9999,-9999
,21.12.2002,1.217624404,16.37,-9999,-9999,-9999,-9999
,22.12.2002,1.047723324,16.39,-9999,-9999,-9999,-9999
,23.12.2002,0.792871705,16.4,-9999,-9999,-9999,-9999
,24.12.2002,0.962772784,16.42,-9999,-9999,-9999,-9999
,25.12.2002,1.047723324,16.44,-9999,-9999,-9999,-9999
,26.12.2002,1.076040171,16.46,-9999,-9999,-9999,-9999
,27.12.2002,0.877822245,16.47,-9999,-9999,-9999,-9999
,28.12.2002,1.019406478,16.49,-9999,-9999,-9999,-9999
,29.12.2002,1.132673864,16.51,-9999,-9999,-9999,-9999
,30.12.2002,1.104357017,16.52,-9999,-9999,-9999,-9999
,31.12.2002,0.877822245,16.54,-9999,-9999,-9999,-9999
,01.01.2003,0.934455938,16.56,-9999,-9999,-9999,-9999
,02.01.2003,0.877822245,16.58,-9999,-9999,-9999,-9999
,03.01.2003,0.821188551,16.59,-9999,-9999,-9999,-9999
,04.01.2003,0.764554858,16.61,-9999,-9999,-9999,-9999
,05.01.2003,0.736238012,16.63,-9999,-9999,-9999,-9999
,06.01.2003,0.707921165,16.64,-9999,-9999,-9999,-9999
,07.01.2003,0.736238012,16.66,-9999,-9999,-9999,-9999
,08.01.2003,0.821188551,16.68,-9999,-9999,-9999,-9999
,09.01.2003,0.707921165,16.7,-9999,-9999,-9999,-9999
,10.01.2003,0.566336932,16.71,-9999,-9999,-9999,-9999
,11.01.2003,0.651287472,16.73,-9999,-9999,-9999,-9999
,12.01.2003,0.679604318,16.75,-9999,-9999,-9999,-9999
,13.01.2003,0.679604318,16.76,-9999,-9999,-9999,-9999
,14.01.2003,0.651287472,16.78,-9999,-9999,-9999,-9999
,15.01.2003,0.566336932,16.8,-9999,-9999,-9999,-9999
,16.01.2003,0.594653779,16.82,-9999,-9999,-9999,-9999
,17.01.2003,0.622970625,16.83,-9999,-9999,-9999,-9999
,18.01.2003,0.594653779,16.85,-9999,-9999,-9999,-9999
,19.01.2003,0.566336932,16.87,-9999,-9999,-9999,-9999
,20.01.2003,0.566336932,16.88,-9999,-9999,-9999,-9999
,21.01.2003,0.566336932,16.86,-9999,16.9,-9999,0.014222593
,22.01.2003,0.651287472,16.68,-9999,-9999,-9999,-9999
,23.01.2003,0.538020085,16.48,-9999,-9999,-9999,-9999
,24.01.2003,0.538020085,16.28,-9999,-9999,-9999,-9999
,25.01.2003,0.538020085,16.08,-9999,-9999,-9999,-9999
,26.01.2003,0.481386392,15.87,-9999,-9999,-9999,-9999
,27.01.2003,0.453069546,15.67,-9999,-9999,-9999,-9999
,28.01.2003,0.481386392,15.47,-9999,-9999,-9999,-9999
,29.01.2003,0.509703239,15.27,-9999,-9999,-9999,-9999
,30.01.2003,0.538020085,15.06,-9999,-9999,-9999,-9999
,31.01.2003,0.566336932,14.86,-9999,-9999,-9999,-9999
,01.02.2003,0.594653779,14.66,-9999,-9999,-9999,-9999
,02.02.2003,0.538020085,14.46,-9999,-9999,-9999,-9999
,03.02.2003,0.481386392,14.26,-9999,-9999,-9999,-9999
,04.02.2003,0.509703239,14.05,-9999,-9999,-9999,-9999
,05.02.2003,0.538020085,13.85,-9999,-9999,-9999,-9999
,06.02.2003,0.566336932,13.65,-9999,-9999,-9999,-9999
,07.02.2003,0.538020085,13.45,-9999,-9999,-9999,-9999
,08.02.2003,0.538020085,13.25,-9999,-9999,-9999,-9999
,09.02.2003,0.538020085,13.04,-9999,-9999,-9999,-9999
,10.02.2003,0.538020085,12.84,-9999,-9999,-9999,-9999
,11.02.2003,0.538020085,12.64,-9999,-9999,-9999,-9999
,12.02.2003,0.566336932,12.44,-9999,-9999,-9999,-9999
,13.02.2003,0.509703239,12.23,-9999,-9999,-9999,-9999
,14.02.2003,0.538020085,12.03,-9999,-9999,-9999,-9999
,15.02.2003,0.622970625,11.83,-9999,-9999,-9999,-9999
,16.02.2003,0.566336932,11.63,-9999,-9999,-9999,-9999
,17.02.2003,0.622970625,11.43,-9999,-9999,-9999,-9999
,18.02.2003,0.736238012,11.22,-9999,-9999,-9999,-9999
,19.02.2003,0.792871705,11.02,-9999,-9999,-9999,-9999
,20.02.2003,1.019406478,10.82,-9999,-9999,-9999,-9999
,21.02.2003,1.217624404,10.62,-9999,-9999,-9999,-9999
,22.02.2003,1.217624404,10.41,-9999,-9999,-9999,-9999
,23.02.2003,1.160990711,10.21,-9999,-9999,-9999,-9999
,24.02.2003,1.189307557,10.01,-9999,-9999,-9999,-9999
,25.02.2003,1.217624404,9.81,-9999,-9999,-9999,-9999
,26.02.2003,1.217624404,9.61,-9999,-9999,-9999,-9999
,27.02.2003,1.217624404,9.4,-9999,-9999,-9999,-9999
,28.02.2003,1.189307557,9.2,-9999,-9999,-9999,-9999
,01.03.2003,1.189307557,9,-9999,-9999,-9999,-9999
,02.03.2003,1.104357017,8.8,-9999,-9999,-9999,-9999
,03.03.2003,1.076040171,8.6,-9999,-9999,-9999,-9999
,04.03.2003,1.047723324,8.39,-9999,-9999,-9999,-9999
,05.03.2003,0.991089631,8.19,-9999,-9999,-9999,-9999
,06.03.2003,0.962772784,7.99,-9999,-9999,-9999,-9999
,07.03.2003,0.991089631,7.79,-9999,-9999,-9999,-9999
,08.03.2003,0.991089631,7.58,-9999,-9999,-9999,-9999
,09.03.2003,1.019406478,7.38,-9999,-9999,-9999,-9999
,10.03.2003,1.019406478,7.18,-9999,-9999,-9999,-9999
,11.03.2003,1.132673864,6.89,-9999,7,-9999,0.01178203
,12.03.2003,1.529109716,6.25,-9999,-9999,-9999,-9999
,13.03.2003,3.114853126,5.58,-9999,-9999,-9999,-9999
,14.03.2003,4.07762591,4.9,-9999,-9999,-9999,-9999
,15.03.2003,4.672279689,4.23,-9999,-9999,-9999,-9999
,16.03.2003,3.907724831,3.55,-9999,-9999,-9999,-9999
,17.03.2003,1.953862415,2.88,-9999,-9999,-9999,-9999
,18.03.2003,1.727327643,2.47,-9999,2.2,-9999,0.005646959
,19.03.2003,1.41584233,3.35,-9999,3.7,-9999,0.007784555
,20.03.2003,1.132673864,2.72,-9999,2.4,-9999,0.004039553
,21.03.2003,0.849505398,3.58,-9999,3.7,-9999,0.004670733
,22.03.2003,0.764554858,3.95,-9999,4,-9999,0.004544497
,23.03.2003,0.764554858,3.9,-9999,3.9,-9999,0.004430885
,24.03.2003,0.764554858,3.8,-9999,3.8,-9999,0.004317272
,25.03.2003,0.707921165,3.6,-9999,3.6,-9999,0.003787081
,26.03.2003,0.679604318,3.49,-9999,3.5,-9999,0.003534609
,27.03.2003,0.764554858,3.42,-9999,3.4,-9999,0.003862823
,28.03.2003,0.849505398,3.68,-9999,3.5,-9999,0.004418261
,29.03.2003,1.019406478,5.02,-9999,-9999,-9999,-9999
,30.03.2003,1.41584233,6.54,-9999,-9999,-9999,-9999
,31.03.2003,1.444159177,8.06,-9999,-9999,-9999,-9999
,01.04.2003,1.444159177,9.58,-9999,-9999,-9999,-9999
,02.04.2003,1.472476023,10.87,-9999,11.1,-9999,0.024287813
,03.04.2003,1.444159177,10.84,-9999,10.8,-9999,0.023176936
,04.04.2003,1.557426563,10.8,-9999,-9999,-9999,-9999
,05.04.2003,1.670693949,10.98,-9999,10.8,-9999,0.026812534
,06.04.2003,1.614060256,12.03,-9999,12.2,-9999,0.029261513
,07.04.2003,1.727327643,12.24,-9999,-9999,-9999,-9999
,08.04.2003,1.812278182,12.28,-9999,-9999,-9999,-9999
,09.04.2003,1.897228722,12.32,-9999,-9999,-9999,-9999
,10.04.2003,1.953862415,12.36,-9999,-9999,-9999,-9999
,11.04.2003,3.228120512,12.43,-9999,12.525,-9999,0.060082041
,12.04.2003,5.351884007,14.59,-9999,14.77142857,-9999,0.117475254
,13.04.2003,4.813863922,15.55,-9999,15.5,-9999,0.110877317
,14.04.2003,4.219210143,15.33,-9999,15.5,-9999,0.097180708
,15.04.2003,3.681190058,14.6,-9999,14.6,-9999,0.079865332
,16.04.2003,3.511288978,13.92,-9999,13.8,-9999,0.072005034
,17.04.2003,3.171486819,14.01,-9999,14,-9999,0.065979368
,18.04.2003,2.973268893,14.21,-9999,14.3,-9999,0.063181136
,19.04.2003,3.426338439,13.83,-9999,13.7,-9999,0.069753825
,20.04.2003,9.146341452,15.32,-9999,15.25714286,-9999,0.207366131
,21.04.2003,12.17624404,18.61,-9999,18.62857143,-9999,0.337062236
,22.04.2003,9.599410997,18.87,-9999,18.94,-9999,0.270172887
,23.04.2003,7.702182275,18.74,-9999,18.85,-9999,0.2157458
,24.04.2003,6.682775798,18.05,-9999,17.9,-9999,0.177757169
,25.04.2003,5.974854633,17.75,-9999,17.7,-9999,0.15715124
,26.04.2003,5.380200854,17.86,-9999,17.9,-9999,0.143109585
,27.04.2003,4.927131308,17.68,-9999,17.8,-9999,0.130326083
,28.04.2003,4.559012303,16.8,-9999,16.7,-9999,0.113136943
,29.04.2003,4.190893297,16.53,-9999,16.85,-9999,0.104935808
,30.04.2003,6.116438866,15.04,-9999,14.74,-9999,0.133971779
,01.05.2003,14.55485915,19.04,-9999,18.8,-9999,0.406614685
,02.05.2003,13.87525483,20.28,-9999,20.31428571,-9999,0.418851164
,03.05.2003,11.69485765,20.08,-9999,20.12857143,-9999,0.349804261
,04.05.2003,9.712678384,18.73,-9999,18.88571429,-9999,0.272577263
,05.05.2003,19.28377253,19.31,-9999,18.925,-9999,0.542306851
,06.05.2003,27.4673412,22.2,-9999,22.22857143,-9999,0.90728844
,07.05.2003,25.71169671,20.92,-9999,20.94285714,-9999,0.800172956
,08.05.2003,19.70852523,20.8,-9999,20.91666667,-9999,0.612581399
,09.05.2003,23.58793322,19.86,-9999,19.68571429,-9999,0.690014584
,10.05.2003,24.182587,21.32,-9999,21.31428571,-9999,0.765932935
,11.05.2003,18.88733668,21.03,-9999,21,-9999,0.589396048
,12.05.2003,14.66812654,21.14,-9999,21.16666667,-9999,0.461364656
,13.05.2003,12.0912935,20.61,-9999,-9999,-9999,-9999
,14.05.2003,11.41168918,19.98,-9999,19.95,-9999,0.338306262
,15.05.2003,12.0912935,19.69,-9999,19.5,-9999,0.350368115
,16.05.2003,10.95861963,20.38,-9999,20.5,-9999,0.333831195
,17.05.2003,9.316242531,20.49,-9999,20.5,-9999,0.283799646
,18.05.2003,8.296836054,20.36,-9999,20.4,-9999,0.251512676
,19.05.2003,7.532281196,20.11,-9999,20,-9999,0.223858569
,20.05.2003,6.767726337,20.44,-9999,20.5,-9999,0.206164485
,21.05.2003,6.201389405,20.46,-9999,20.5,-9999,0.188912226
,22.05.2003,5.861587246,20.16,-9999,20.2,-9999,0.175947786
,23.05.2003,5.74831986,19.65,-9999,19.6,-9999,0.167422645
,24.05.2003,5.351884007,19.41,-9999,19.4,-9999,0.154285682
,25.05.2003,5.068715541,19.25,-9999,19.3,-9999,0.14536921
,26.05.2003,4.785547075,18.85,-9999,18.8,-9999,0.133692377
,27.05.2003,4.502378609,18.88,-9999,18.95,-9999,0.126785162
,28.05.2003,4.33247753,18.67,-9999,18.6,-9999,0.119747503
,29.05.2003,4.105942757,18.45,-9999,18.5,-9999,0.112876055
,30.05.2003,4.020992217,18.09,-9999,18,-9999,0.107553102
,31.05.2003,3.737823751,18.15,-9999,18.2,-9999,0.101089817
,01.06.2003,3.398021592,18.04,-9999,18,-9999,0.090889945
,02.06.2003,3.482972132,17.95,-9999,18,-9999,0.093162194
