@T,obs,,,,,,
descr,observed runoff at Drake,,,,,,
unit,m3/s  //  mg/l  //  mg/l ,,,,,,
,,,,,,,
missing_val,-9999,,,,,,
date_start,09.01.2001,,,,,,
date_end,31.12.2013,,,,,,
date_format,dd.MM.yyyy,,,,,,
,,,,,,,
@H,date,orun[1],no3_n[1],sedim[1],no3_n_conc[2],no3_n_ntrax[3],no3_n_load[4]
name,-,SF450,SF450,SF450,SF450,SF450,SF450
ID,-,1,2,3,4,5,6
elevation,-,289,289,289,289,289,289
x,-,487469.4,487469.4,487469.4,487469.4,487469.4,487469.4
y,-,4684771.7,4684771.7,4684771.7,4684771.7,4684771.7,4684771.7
,27.02.2001,0.283168466,4.09,-9999,-9999,-9999,-9999
,28.02.2001,0.266178358,4.21,-9999,-9999,-9999,-9999
,01.03.2001,0.254851619,4.33,-9999,-9999,-9999,-9999
,02.03.2001,0.311485313,4.45,-9999,-9999,-9999,-9999
,03.03.2001,0.339802159,4.57,-9999,-9999,-9999,-9999
,04.03.2001,0.368119006,4.69,-9999,-9999,-9999,-9999
,05.03.2001,0.339802159,4.81,-9999,-9999,-9999,-9999
,06.03.2001,0.311485313,4.93,-9999,-9999,-9999,-9999
,07.03.2001,0.283168466,5.05,-9999,-9999,-9999,-9999
,08.03.2001,0.368119006,5.16,-9999,-9999,-9999,-9999
,09.03.2001,0.396435852,5.28,-9999,-9999,-9999,-9999
,10.03.2001,0.424752699,5.4,-9999,-9999,-9999,-9999
,11.03.2001,0.396435852,5.52,-9999,-9999,-9999,-9999
,12.03.2001,0.424752699,5.64,-9999,-9999,-9999,-9999
,13.03.2001,0.509703239,5.76,-9999,-9999,-9999,-9999
,14.03.2001,1.019406478,5.88,-9999,-9999,-9999,-9999
,15.03.2001,1.529109716,6.04,-9999,6,-9999,0.013633492
,16.03.2001,2.265347728,6.48,-9999,-9999,-9999,-9999
,17.03.2001,3.964358524,6.95,-9999,-9999,-9999,-9999
,18.03.2001,6.796043184,7.42,-9999,-9999,-9999,-9999
,19.03.2001,11.32673864,7.02,-9999,7.9,-9999,0.132968624
,20.03.2001,16.99010796,2.32,-9999,1.3,-9999,0.032821369
,21.03.2001,25.48516194,2.83,-9999,-9999,-9999,-9999
,22.03.2001,46.72279689,4.37,-9999,-9999,-9999,-9999
,23.03.2001,43.3247753,5.9,-9999,-9999,-9999,-9999
,24.03.2001,33.69704745,7.43,-9999,-9999,-9999,-9999
,25.03.2001,27.41070751,8.97,-9999,-9999,-9999,-9999
,26.03.2001,21.03941702,10.31,-9999,10.5,-9999,0.328276809
,27.03.2001,17.64139543,10.54,-9999,10.5,-9999,0.275257674
,28.03.2001,15.99901833,10.8,-9999,-9999,-9999,-9999
,29.03.2001,16.79189003,11.1,-9999,-9999,-9999,-9999
,30.03.2001,19.68020839,11.4,-9999,-9999,-9999,-9999
,31.03.2001,22.56852674,11.7,-9999,-9999,-9999,-9999
,01.04.2001,25.48516194,12,-9999,-9999,-9999,-9999
,02.04.2001,21.06773387,12.3,-9999,-9999,-9999,-9999
,03.04.2001,16.33882049,12.59,-9999,12.6,-9999,0.305920407
,04.04.2001,13.42218529,12.85,-9999,-9999,-9999,-9999
,05.04.2001,11.94970927,13.1,-9999,-9999,-9999,-9999
,06.04.2001,13.08238313,13.35,-9999,-9999,-9999,-9999
,07.04.2001,13.93188853,13.6,-9999,-9999,-9999,-9999
,08.04.2001,11.6665408,13.86,-9999,-9999,-9999,-9999
,09.04.2001,8.608321366,14.11,-9999,-9999,-9999,-9999
,10.04.2001,7.022577957,14.36,-9999,-9999,-9999,-9999
,11.04.2001,8.211885514,14.61,-9999,-9999,-9999,-9999
,12.04.2001,21.01110018,16.09,-9999,16.36,-9999,0.510798126
,13.04.2001,24.46575546,17.82,-9999,17.775,-9999,0.646227511
,14.04.2001,16.16891941,17.96,-9999,-9999,-9999,-9999
,15.04.2001,11.72317449,18.03,-9999,-9999,-9999,-9999
,16.04.2001,8.806539293,18.07,-9999,18.1,-9999,0.236865088
,17.04.2001,7.07921165,17.9,-9999,-9999,-9999,-9999
,18.04.2001,6.144755712,17.7,-9999,-9999,-9999,-9999
,19.04.2001,5.66336932,17.52,-9999,17.5,-9999,0.147275374
,20.04.2001,5.351884007,17.44,-9999,-9999,-9999,-9999
,21.04.2001,4.983765002,17.38,-9999,-9999,-9999,-9999
,22.04.2001,4.813863922,17.32,-9999,-9999,-9999,-9999
,23.04.2001,4.983765002,17.26,-9999,-9999,-9999,-9999
,24.04.2001,4.728913382,17.1,-9999,17.2,-9999,0.120866796
,25.04.2001,4.33247753,16.37,-9999,-9999,-9999,-9999
,26.04.2001,4.134259604,15.53,-9999,-9999,-9999,-9999
,27.04.2001,3.936041677,14.8,-9999,14.7,-9999,0.085979363
,28.04.2001,3.652873211,14.7,-9999,-9999,-9999,-9999
,29.04.2001,3.454655285,14.7,-9999,-9999,-9999,-9999
,30.04.2001,3.369704745,14.7,-9999,-9999,-9999,-9999
,01.05.2001,3.624556365,14.7,-9999,-9999,-9999,-9999
,02.05.2001,4.049309064,14.77,-9999,14.8,-9999,0.089055315
,03.05.2001,5.408517701,15.04,-9999,15.06666667,-9999,0.121091215
,04.05.2001,11.92139242,17.7,-9999,17.5,-9999,0.310014663
,05.05.2001,12.8841652,20.07,-9999,20.05,-9999,0.383873263
,06.05.2001,12.34614512,20.27,-9999,20.28333333,-9999,0.372124195
,07.05.2001,13.62040321,19.88,-9999,19.88333333,-9999,0.40243557
,08.05.2001,11.35505549,20.08,-9999,20.025,-9999,0.337892839
,09.05.2001,9.231291992,19.79,-9999,20.3,-9999,0.278468278
,10.05.2001,10.56218378,16.56,-9999,15.56666667,-9999,0.244324235
,11.05.2001,16.33882049,16.46,-9999,16.4,-9999,0.398182118
,12.05.2001,10.95861963,16.54,-9999,-9999,-9999,-9999
,13.05.2001,8.296836054,16.49,-9999,-9999,-9999,-9999
,14.05.2001,7.305746423,16.44,-9999,-9999,-9999,-9999
,15.05.2001,6.512874718,16.39,-9999,-9999,-9999,-9999
,16.05.2001,5.804953553,16.34,-9999,-9999,-9999,-9999
,17.05.2001,5.238616621,16.28,-9999,-9999,-9999,-9999
,18.05.2001,4.813863922,16.23,-9999,-9999,-9999,-9999
,19.05.2001,4.474061763,16.18,-9999,-9999,-9999,-9999
,20.05.2001,4.360794376,16.13,-9999,-9999,-9999,-9999
,21.05.2001,12.20456088,17.73,-9999,17.78571429,-9999,0.32256012
,22.05.2001,27.35407382,22.57,-9999,22.68333333,-9999,0.922032208
,23.05.2001,25.37189455,22.5,-9999,22.48333333,-9999,0.84767778
,24.05.2001,17.38654381,21.78,-9999,21.75,-9999,0.56193971
,25.05.2001,15.20614662,21.51,-9999,21.5,-9999,0.485819381
,26.05.2001,30.0158574,20.18,-9999,20.11666667,-9999,0.897271711
,27.05.2001,42.19210143,21.53,-9999,21.5,-9999,1.347990461
,28.05.2001,36.81190058,22.48,-9999,22.48333333,-9999,1.229889637
,29.05.2001,24.63565654,22.52,-9999,22.55,-9999,0.825520551
,30.05.2001,17.83961336,22.31,-9999,-9999,-9999,-9999
,31.05.2001,14.30000753,22.08,-9999,-9999,-9999,-9999
,01.06.2001,12.60099674,21.86,-9999,-9999,-9999,-9999
,02.06.2001,12.06297665,21.63,-9999,-9999,-9999,-9999
,03.06.2001,10.64713432,21.4,-9999,-9999,-9999,-9999
,04.06.2001,9.231291992,21.17,-9999,-9999,-9999,-9999
,05.06.2001,11.49663972,20.95,-9999,20.775,-9999,0.354918924
,06.06.2001,22.85169521,18.76,-9999,19.06666667,-9999,0.647456208
,07.06.2001,16.99010796,21.92,-9999,22,-9999,0.555438554
,08.06.2001,12.57267989,22.51,-9999,22.46666667,-9999,0.419743232
,09.06.2001,10.10911424,22.51,-9999,-9999,-9999,-9999
,10.06.2001,8.749905599,22.33,-9999,-9999,-9999,-9999
,11.06.2001,7.758815968,22.14,-9999,-9999,-9999,-9999
,12.06.2001,7.192479036,21.96,-9999,-9999,-9999,-9999
,13.06.2001,6.711092644,21.77,-9999,-9999,-9999,-9999
,14.06.2001,7.07921165,21.59,-9999,-9999,-9999,-9999
,15.06.2001,9.769312077,21.41,-9999,21.4,-9999,0.310666882
,16.06.2001,13.16733367,21.3,-9999,-9999,-9999,-9999
,17.06.2001,10.27901532,21.2,-9999,-9999,-9999,-9999
,18.06.2001,8.3251529,21.1,-9999,-9999,-9999,-9999
,19.06.2001,7.107528497,21,-9999,-9999,-9999,-9999
,20.06.2001,6.003171479,20.9,-9999,-9999,-9999,-9999
,21.06.2001,5.465151394,20.8,-9999,-9999,-9999,-9999
,22.06.2001,5.125349235,20.7,-9999,-9999,-9999,-9999
,23.06.2001,4.700596536,20.6,-9999,-9999,-9999,-9999
,24.06.2001,4.33247753,20.5,-9999,-9999,-9999,-9999
,25.06.2001,3.992675371,20.4,-9999,-9999,-9999,-9999
,26.06.2001,3.652873211,20.3,-9999,-9999,-9999,-9999
,27.06.2001,3.369704745,20.2,-9999,-9999,-9999,-9999
,28.06.2001,3.143169973,20.1,-9999,-9999,-9999,-9999
,29.06.2001,2.973268893,20,-9999,-9999,-9999,-9999
,30.06.2001,2.803367813,19.9,-9999,-9999,-9999,-9999
,01.07.2001,2.74673412,19.8,-9999,-9999,-9999,-9999
,02.07.2001,2.633466734,19.7,-9999,-9999,-9999,-9999
,03.07.2001,2.406931961,19.6,-9999,-9999,-9999,-9999
,04.07.2001,2.208714035,19.5,-9999,-9999,-9999,-9999
,05.07.2001,1.953862415,19.31,-9999,19.4,-9999,0.056326519
,06.07.2001,1.783961336,18.56,-9999,-9999,-9999,-9999
,07.07.2001,1.670693949,17.72,-9999,-9999,-9999,-9999
,08.07.2001,1.58574341,16.88,-9999,-9999,-9999,-9999
,09.07.2001,1.472476023,16.05,-9999,-9999,-9999,-9999
,10.07.2001,1.302574944,15.21,-9999,-9999,-9999,-9999
,11.07.2001,1.132673864,14.37,-9999,-9999,-9999,-9999
,12.07.2001,1.019406478,13.53,-9999,-9999,-9999,-9999
,13.07.2001,0.934455938,12.69,-9999,-9999,-9999,-9999
,14.07.2001,0.821188551,11.85,-9999,-9999,-9999,-9999
,15.07.2001,0.764554858,11.02,-9999,-9999,-9999,-9999
,16.07.2001,0.707921165,10.18,-9999,-9999,-9999,-9999
,17.07.2001,0.651287472,9.34,-9999,-9999,-9999,-9999
,18.07.2001,0.622970625,8.58,-9999,8.5,-9999,0.007868713
,19.07.2001,0.707921165,8.27,-9999,-9999,-9999,-9999
,20.07.2001,0.821188551,8.04,-9999,-9999,-9999,-9999
,21.07.2001,0.962772784,7.81,-9999,-9999,-9999,-9999
,22.07.2001,0.849505398,7.58,-9999,-9999,-9999,-9999
,23.07.2001,0.821188551,7.34,-9999,-9999,-9999,-9999
,24.07.2001,1.387525483,7.11,-9999,-9999,-9999,-9999
,25.07.2001,5.097032388,6.88,-9999,-9999,-9999,-9999
,26.07.2001,6.512874718,6.65,-9999,-9999,-9999,-9999
,27.07.2001,3.964358524,6.42,-9999,-9999,-9999,-9999
,28.07.2001,2.803367813,6.19,-9999,-9999,-9999,-9999
,29.07.2001,2.180397188,5.96,-9999,-9999,-9999,-9999
,30.07.2001,1.755644489,5.73,-9999,-9999,-9999,-9999
,31.07.2001,1.41584233,5.5,-9999,-9999,-9999,-9999
,01.08.2001,1.160990711,5.27,-9999,-9999,-9999,-9999
,02.08.2001,1.047723324,5.03,-9999,-9999,-9999,-9999
,03.08.2001,1.41584233,4.8,-9999,-9999,-9999,-9999
,04.08.2001,1.076040171,4.57,-9999,-9999,-9999,-9999
,05.08.2001,0.962772784,4.34,-9999,-9999,-9999,-9999
,06.08.2001,0.849505398,4.11,-9999,-9999,-9999,-9999
,07.08.2001,0.764554858,3.88,-9999,-9999,-9999,-9999
,08.08.2001,0.651287472,3.65,-9999,-9999,-9999,-9999
,09.08.2001,0.594653779,3.42,-9999,-9999,-9999,-9999
,10.08.2001,0.509703239,3.19,-9999,-9999,-9999,-9999
,11.08.2001,0.453069546,2.96,-9999,-9999,-9999,-9999
,12.08.2001,0.396435852,2.72,-9999,-9999,-9999,-9999
,13.08.2001,0.368119006,2.49,-9999,-9999,-9999,-9999
,14.08.2001,0.339802159,2.26,-9999,-9999,-9999,-9999
,15.08.2001,0.311485313,2.03,-9999,-9999,-9999,-9999
,16.08.2001,0.538020085,1.83,-9999,1.8,-9999,0.001439091
,17.08.2001,0.481386392,1.78,-9999,-9999,-9999,-9999
,18.08.2001,0.509703239,1.75,-9999,-9999,-9999,-9999
,19.08.2001,0.453069546,1.73,-9999,-9999,-9999,-9999
,20.08.2001,0.396435852,1.71,-9999,-9999,-9999,-9999
,21.08.2001,0.339802159,1.68,-9999,-9999,-9999,-9999
,22.08.2001,0.368119006,1.66,-9999,-9999,-9999,-9999
,23.08.2001,0.368119006,1.63,-9999,-9999,-9999,-9999
,24.08.2001,0.368119006,1.61,-9999,-9999,-9999,-9999
,25.08.2001,0.339802159,1.59,-9999,-9999,-9999,-9999
,26.08.2001,0.311485313,1.56,-9999,-9999,-9999,-9999
,27.08.2001,0.283168466,1.54,-9999,-9999,-9999,-9999
,28.08.2001,0.269010043,1.52,-9999,-9999,-9999,-9999
,29.08.2001,0.246356565,1.49,-9999,-9999,-9999,-9999
,30.08.2001,0.223703088,1.47,-9999,-9999,-9999,-9999
,31.08.2001,0.20671298,1.45,-9999,-9999,-9999,-9999
,01.09.2001,0.181227818,1.42,-9999,-9999,-9999,-9999
,02.09.2001,0.167069395,1.4,-9999,-9999,-9999,-9999
,03.09.2001,0.152910972,1.37,-9999,-9999,-9999,-9999
,04.09.2001,0.141584233,1.35,-9999,-9999,-9999,-9999
,05.09.2001,0.133089179,1.33,-9999,-9999,-9999,-9999
,06.09.2001,0.223703088,1.33,-9999,1.366666667,-9999,0.000454309
,07.09.2001,0.622970625,1.39,-9999,1.333333333,-9999,0.001234308
,08.09.2001,7.277429576,1.69,-9999,-9999,-9999,-9999
,09.09.2001,5.49346824,1.91,-9999,-9999,-9999,-9999
,10.09.2001,3.256437359,2.14,-9999,-9999,-9999,-9999
,11.09.2001,2.180397188,2.36,-9999,-9999,-9999,-9999
,12.09.2001,1.359208637,2.58,-9999,-9999,-9999,-9999
,13.09.2001,1.160990711,2.8,-9999,-9999,-9999,-9999
,14.09.2001,0.991089631,3.02,-9999,-9999,-9999,-9999
,15.09.2001,0.906139091,3.24,-9999,-9999,-9999,-9999
,16.09.2001,1.132673864,3.46,-9999,-9999,-9999,-9999
,17.09.2001,1.217624404,3.68,-9999,-9999,-9999,-9999
,18.09.2001,1.24594125,3.9,-9999,-9999,-9999,-9999
,19.09.2001,1.160990711,4.12,-9999,-9999,-9999,-9999
,20.09.2001,1.076040171,4.35,-9999,-9999,-9999,-9999
,21.09.2001,1.217624404,4.57,-9999,-9999,-9999,-9999
,22.09.2001,2.010496109,4.79,-9999,-9999,-9999,-9999
,23.09.2001,1.868911876,5.01,-9999,-9999,-9999,-9999
,24.09.2001,1.614060256,5.23,-9999,-9999,-9999,-9999
,25.09.2001,1.387525483,5.45,-9999,-9999,-9999,-9999
,26.09.2001,1.24594125,5.67,-9999,-9999,-9999,-9999
,27.09.2001,1.160990711,5.89,-9999,-9999,-9999,-9999
,28.09.2001,1.076040171,6.11,-9999,-9999,-9999,-9999
,29.09.2001,0.962772784,6.34,-9999,-9999,-9999,-9999
,30.09.2001,0.934455938,6.56,-9999,-9999,-9999,-9999
,01.10.2001,0.877822245,6.78,-9999,-9999,-9999,-9999
,02.10.2001,0.821188551,7,-9999,-9999,-9999,-9999
,03.10.2001,0.764554858,7.22,-9999,-9999,-9999,-9999
,04.10.2001,0.736238012,7.44,-9999,-9999,-9999,-9999
,05.10.2001,0.736238012,7.66,-9999,-9999,-9999,-9999
,06.10.2001,0.707921165,7.88,-9999,-9999,-9999,-9999
,07.10.2001,0.651287472,8.1,-9999,-9999,-9999,-9999
,08.10.2001,0.651287472,8.32,-9999,-9999,-9999,-9999
,09.10.2001,0.651287472,8.55,-9999,-9999,-9999,-9999
,10.10.2001,0.736238012,8.77,-9999,-9999,-9999,-9999
,11.10.2001,0.736238012,8.99,-9999,-9999,-9999,-9999
,12.10.2001,0.707921165,9.21,-9999,-9999,-9999,-9999
,13.10.2001,0.764554858,9.43,-9999,-9999,-9999,-9999
,14.10.2001,0.906139091,9.65,-9999,-9999,-9999,-9999
,15.10.2001,1.24594125,9.87,-9999,-9999,-9999,-9999
,16.10.2001,1.359208637,10.09,-9999,-9999,-9999,-9999
,17.10.2001,1.302574944,10.31,-9999,-9999,-9999,-9999
,18.10.2001,1.189307557,10.54,-9999,-9999,-9999,-9999
,19.10.2001,1.217624404,10.76,-9999,-9999,-9999,-9999
,20.10.2001,1.160990711,10.98,-9999,-9999,-9999,-9999
,21.10.2001,1.076040171,11.2,-9999,-9999,-9999,-9999
,22.10.2001,1.24594125,11.15,-9999,11.5,-9999,0.021291811
,23.10.2001,1.840595029,12.44,-9999,12.05,-9999,0.032958125
,24.10.2001,1.868911876,14.94,-9999,14.8,-9999,0.041102453
,25.10.2001,1.897228722,14.67,-9999,14.45,-9999,0.040738472
,26.10.2001,1.812278182,14.68,-9999,8.72,-9999,0.023483269
,27.10.2001,1.699010796,14.35,-9999,4.566666667,-9999,0.011529558
,28.10.2001,1.614060256,14.02,-9999,-9999,-9999,-9999
,29.10.2001,1.529109716,13.69,-9999,-9999,-9999,-9999
,30.10.2001,1.41584233,13.36,-9999,-9999,-9999,-9999
,31.10.2001,1.387525483,13.02,-9999,-9999,-9999,-9999
,01.11.2001,1.387525483,12.69,-9999,-9999,-9999,-9999
,02.11.2001,1.359208637,12.36,-9999,-9999,-9999,-9999
,03.11.2001,1.217624404,12.03,-9999,-9999,-9999,-9999
,04.11.2001,1.132673864,11.7,-9999,-9999,-9999,-9999
,05.11.2001,1.104357017,11.37,-9999,-9999,-9999,-9999
,06.11.2001,1.076040171,11.04,-9999,-9999,-9999,-9999
,07.11.2001,1.076040171,10.71,-9999,-9999,-9999,-9999
,08.11.2001,1.076040171,10.38,-9999,-9999,-9999,-9999
,09.11.2001,1.047723324,10.05,-9999,-9999,-9999,-9999
,10.11.2001,1.019406478,9.72,-9999,-9999,-9999,-9999
,11.11.2001,0.991089631,9.38,-9999,-9999,-9999,-9999
,12.11.2001,9.63E-01,9.05,-9999,-9999,-9999,-9999
,13.11.2001,1.019406478,8.72,-9999,-9999,-9999,-9999
,14.11.2001,0.991089631,8.39,-9999,-9999,-9999,-9999
,15.11.2001,0.962772784,8.06,-9999,-9999,-9999,-9999
,16.11.2001,0.962772784,7.73,-9999,-9999,-9999,-9999
,17.11.2001,0.934455938,7.4,-9999,-9999,-9999,-9999
,18.11.2001,0.906139091,7.07,-9999,-9999,-9999,-9999
,19.11.2001,0.934455938,6.74,-9999,-9999,-9999,-9999
,20.11.2001,9.06E-01,6.41,-9999,-9999,-9999,-9999
,21.11.2001,0.906139091,6.07,-9999,-9999,-9999,-9999
,22.11.2001,0.934455938,5.74,-9999,-9999,-9999,-9999
,23.11.2001,0.934455938,5.41,-9999,-9999,-9999,-9999
,24.11.2001,1.104357017,5.08,-9999,-9999,-9999,-9999
,25.11.2001,1.33089179,4.75,-9999,-9999,-9999,-9999
,26.11.2001,1.670693949,7.95,-9999,-9999,-9999,-9999
,27.11.2001,2.548516194,5.84,-9999,-9999,-9999,-9999
,28.11.2001,3.369704745,7.22,-9999,-9999,-9999,-9999
,29.11.2001,3.313071052,7.52,-9999,-9999,-9999,-9999
,30.11.2001,3.058219433,7.81,-9999,-9999,-9999,-9999
,01.12.2001,2.83168466,8.11,-9999,-9999,-9999,-9999
,02.12.2001,2.548516194,8.41,-9999,-9999,-9999,-9999
,03.12.2001,2.406931961,8.7,-9999,-9999,-9999,-9999
,04.12.2001,2.293664575,9,-9999,-9999,-9999,-9999
,05.12.2001,2.265347728,9.3,-9999,-9999,-9999,-9999
,06.12.2001,2.265347728,9.59,-9999,-9999,-9999,-9999
,07.12.2001,2.237030881,9.89,-9999,-9999,-9999,-9999
,08.12.2001,2.152080342,10.19,-9999,-9999,-9999,-9999
,09.12.2001,2.067129802,10.48,-9999,-9999,-9999,-9999
,10.12.2001,2.010496109,10.78,-9999,-9999,-9999,-9999
,11.12.2001,1.982179262,11.08,-9999,-9999,-9999,-9999
,12.12.2001,1.953862415,11.37,-9999,-9999,-9999,-9999
,13.12.2001,1.897228722,11.67,-9999,-9999,-9999,-9999
,14.12.2001,1.868911876,11.97,-9999,-9999,-9999,-9999
,15.12.2001,1.783961336,12.26,-9999,-9999,-9999,-9999
,16.12.2001,1.727327643,12.56,-9999,-9999,-9999,-9999
,17.12.2001,1.699010796,12.86,-9999,-9999,-9999,-9999
,18.12.2001,1.699010796,13.15,-9999,-9999,-9999,-9999
,19.12.2001,1.444159177,13.45,-9999,-9999,-9999,-9999
,20.12.2001,1.359208637,13.75,-9999,-9999,-9999,-9999
,21.12.2001,1.132673864,14.05,-9999,-9999,-9999,-9999
,22.12.2001,0.991089631,14.34,-9999,-9999,-9999,-9999
,23.12.2001,0.821188551,14.64,-9999,-9999,-9999,-9999
,24.12.2001,1.132673864,14.94,-9999,-9999,-9999,-9999
,25.12.2001,1.642377103,15.23,-9999,-9999,-9999,-9999
,26.12.2001,2.095446648,15.53,-9999,-9999,-9999,-9999
,27.12.2001,2.321981421,15.83,-9999,-9999,-9999,-9999
,28.12.2001,2.378615114,16.12,-9999,-9999,-9999,-9999
,29.12.2001,2.123763495,16.42,-9999,-9999,-9999,-9999
,30.12.2001,2.067129802,16.72,-9999,-9999,-9999,-9999
,31.12.2001,1.868911876,17.01,-9999,-9999,-9999,-9999
,01.01.2002,1.557426563,17.31,-9999,-9999,-9999,-9999
,02.01.2002,1.33089179,17.61,-9999,-9999,-9999,-9999
,03.01.2002,1.472476023,17.9,-9999,-9999,-9999,-9999
,04.01.2002,1.953862415,18.13,-9999,18.2,-9999,0.052842404
,05.01.2002,2.123763495,17.94,-9999,-9999,-9999,-9999
,06.01.2002,1.41584233,17.67,-9999,-9999,-9999,-9999
,07.01.2002,1.132673864,17.41,-9999,-9999,-9999,-9999
,08.01.2002,0.736238012,17.14,-9999,-9999,-9999,-9999
,09.01.2002,1.783961336,16.88,-9999,-9999,-9999,-9999
,10.01.2002,1.359208637,16.61,-9999,-9999,-9999,-9999
,11.01.2002,1.812278182,16.35,-9999,-9999,-9999,-9999
,12.01.2002,1.50E+00,16.09,-9999,-9999,-9999,-9999
,13.01.2002,1.812278182,15.82,-9999,-9999,-9999,-9999
,14.01.2002,1.50079287,15.56,-9999,-9999,-9999,-9999
,15.01.2002,1.41584233,15.29,-9999,-9999,-9999,-9999
,16.01.2002,1.642377103,15.03,-9999,-9999,-9999,-9999
,17.01.2002,1.699010796,14.76,-9999,-9999,-9999,-9999
,18.01.2002,1.50079287,14.51,-9999,14.5,-9999,0.032337464
,19.01.2002,1.868911876,14.32,-9999,-9999,-9999,-9999
,20.01.2002,2.010496109,14.15,-9999,-9999,-9999,-9999
,21.01.2002,1.727327643,13.97,-9999,-9999,-9999,-9999
,22.01.2002,1.982179262,13.8,-9999,-9999,-9999,-9999
,23.01.2002,1.58574341,13.62,-9999,-9999,-9999,-9999
,24.01.2002,1.33089179,13.45,-9999,-9999,-9999,-9999
,25.01.2002,1.472476023,13.27,-9999,-9999,-9999,-9999
,26.01.2002,1.614060256,13.09,-9999,-9999,-9999,-9999
,27.01.2002,1.50079287,12.92,-9999,-9999,-9999,-9999
,28.01.2002,1.104357017,12.74,-9999,-9999,-9999,-9999
,29.01.2002,0.792871705,12.57,-9999,-9999,-9999,-9999
,30.01.2002,0.707921165,12.42,-9999,12.4,-9999,0.01304439
,31.01.2002,0.792871705,12.39,-9999,-9999,-9999,-9999
,01.02.2002,1.019406478,12.38,-9999,-9999,-9999,-9999
,02.02.2002,1.217624404,12.37,-9999,-9999,-9999,-9999
,03.02.2002,1.189307557,12.37,-9999,-9999,-9999,-9999
,04.02.2002,1.076040171,12.36,-9999,-9999,-9999,-9999
,05.02.2002,1.217624404,12.35,-9999,-9999,-9999,-9999
,06.02.2002,1.33089179,12.34,-9999,-9999,-9999,-9999
,07.02.2002,1.33089179,12.33,-9999,-9999,-9999,-9999
,08.02.2002,1.472476023,12.32,-9999,-9999,-9999,-9999
,09.02.2002,1.614060256,12.32,-9999,-9999,-9999,-9999
,10.02.2002,1.41584233,12.31,-9999,-9999,-9999,-9999
,11.02.2002,1.189307557,12.3,-9999,12.3,-9999,0.021737845
,12.02.2002,1.076040171,12.3,-9999,-9999,-9999,-9999
,13.02.2002,0.877822245,12.3,-9999,-9999,-9999,-9999
,14.02.2002,1.047723324,12.3,-9999,-9999,-9999,-9999
,15.02.2002,1.33089179,12.3,-9999,-9999,-9999,-9999
,16.02.2002,1.359208637,12.3,-9999,-9999,-9999,-9999
,17.02.2002,1.387525483,12.3,-9999,-9999,-9999,-9999
,18.02.2002,1.529109716,12.3,-9999,-9999,-9999,-9999
,19.02.2002,1.727327643,12.3,-9999,-9999,-9999,-9999
,20.02.2002,2.435248808,12.52,-9999,12.3,-9999,0.044510826
,21.02.2002,3.652873211,13.12,-9999,-9999,-9999,-9999
,22.02.2002,3.171486819,13.72,-9999,-9999,-9999,-9999
,23.02.2002,2.9166352,14.32,-9999,-9999,-9999,-9999
,24.02.2002,2.775050967,14.92,-9999,-9999,-9999,-9999
,25.02.2002,2.378615114,15.53,-9999,-9999,-9999,-9999
,26.02.2002,2.010496109,16.13,-9999,-9999,-9999,-9999
,27.02.2002,2.406931961,16.61,-9999,16.7,-9999,0.059730684
,28.02.2002,2.74673412,16.47,-9999,-9999,-9999,-9999
,01.03.2002,2.321981421,16.24,-9999,-9999,-9999,-9999
,02.03.2002,2.095446648,16.02,-9999,-9999,-9999,-9999
,03.03.2002,1.897228722,15.8,-9999,-9999,-9999,-9999
,04.03.2002,2.152080342,15.58,-9999,-9999,-9999,-9999
,05.03.2002,2.605149887,15.36,-9999,-9999,-9999,-9999
,06.03.2002,2.520199347,15.13,-9999,-9999,-9999,-9999
,07.03.2002,2.406931961,14.91,-9999,-9999,-9999,-9999
,08.03.2002,2.095446648,14.69,-9999,-9999,-9999,-9999
,09.03.2002,1.897228722,14.47,-9999,-9999,-9999,-9999
,10.03.2002,2.067129802,14.25,-9999,-9999,-9999,-9999
,11.03.2002,2.067129802,14.02,-9999,-9999,-9999,-9999
,12.03.2002,2.123763495,13.8,-9999,-9999,-9999,-9999
,13.03.2002,2.265347728,13.6,-9999,13.6,-9999,0.045781602
,14.03.2002,2.406931961,13.48,-9999,-9999,-9999,-9999
,15.03.2002,2.208714035,13.36,-9999,-9999,-9999,-9999
,16.03.2002,1.840595029,13.25,-9999,-9999,-9999,-9999
,17.03.2002,1.840595029,13.14,-9999,-9999,-9999,-9999
,18.03.2002,1.699010796,13.02,-9999,-9999,-9999,-9999
,19.03.2002,1.670693949,12.91,-9999,-9999,-9999,-9999
,20.03.2002,1.699010796,12.85,-9999,12.8,-9999,0.032316425
,21.03.2002,1.670693949,13.05,-9999,-9999,-9999,-9999
,22.03.2002,1.444159177,13.29,-9999,-9999,-9999,-9999
,23.03.2002,1.755644489,13.52,-9999,-9999,-9999,-9999
,24.03.2002,1.897228722,13.76,-9999,-9999,-9999,-9999
,25.03.2002,1.557426563,14,-9999,-9999,-9999,-9999
,26.03.2002,1.50079287,14.11,-9999,14.2,-9999,0.031668413
,27.03.2002,1.41584233,13.77,-9999,-9999,-9999,-9999
,28.03.2002,1.387525483,13.41,-9999,13.4,-9999,0.02762886
,29.03.2002,1.359208637,13.11,-9999,13.1,-9999,0.026459073
,30.03.2002,1.33089179,12.89,-9999,12.9,-9999,0.025512303
