@T,Climate,
name,wind,
desc,speed,direction,
,,,
missing_val,-9999,360,
date_start,01.08.2002,
date_end,01.10.2003,
date_format,dd.MM.yyyy,
,,,
tres,d,
unit,m/s,deg,
,,,
@H,date,wind[0],dir[0],
name,,Drake
ID,,1
elevation,,1572
x,,512701
y,,4495474
,08.03.2003,0.588093446
,09.03.2003,2.064328014
,10.03.2003,2.844451972
,11.03.2003,3.048484392
,12.03.2003,2.916463415
,13.03.2003,0.084013349
,14.03.2003,0.40806484
,15.03.2003,2.172345177
,16.03.2003,1.788284151
,17.03.2003,8.23330824
,18.03.2003,9.553518017
,19.03.2003,11.13776975
,20.03.2003,0.552087725
,21.03.2003,0.252040048
,22.03.2003,1.788284151
,23.03.2003,1.22419452
,24.03.2003,1.680266988
,25.03.2003,0.396062933
,26.03.2003,1.656263174
,27.03.2003,6.637054602
,28.03.2003,6.985109907
,29.03.2003,3.540562582
,30.03.2003,3.780600723
,31.03.2003,1.992316571
,01.04.2003,3.408541604
,02.04.2003,2.388379504
,03.04.2003,4.860772358
,04.04.2003,3.312526347
,05.04.2003,5.34084864
,06.04.2003,2.904461508
,07.04.2003,3.024480578
,08.04.2003,1.368217404
,09.04.2003,0.132020978
,10.04.2003,1.776282244
,11.04.2003,0.40806484
,12.04.2003,0.900143029
,13.04.2003,1.584251731
,14.04.2003,0.396062933
,15.04.2003,3.684585466
,16.04.2003,11.46182124
,17.04.2003,2.424385225
,18.04.2003,4.020638864
,19.04.2003,4.272678912
,20.04.2003,1.188188799
,21.04.2003,2.556406203
,22.04.2003,2.088331828
,23.04.2003,4.044642678
,24.04.2003,2.796444344
,25.04.2003,0.492078189
,26.04.2003,0.516082003
,27.04.2003,2.112335642
,28.04.2003,3.18050537
,29.04.2003,2.604413831
,30.04.2003,0.996158286
,01.05.2003,0.624099167
,02.05.2003,0.300047676
,03.05.2003,3.000476764
,04.05.2003,5.86893255
,05.05.2003,6.961106093
,06.05.2003,0.384061026
,07.05.2003,0.096015256
,08.05.2003,3.50455686
,09.05.2003,0.768122052
,10.05.2003,1.488236475
,11.05.2003,1.188188799
,12.05.2003,0.468074375
,13.05.2003,2.220352805
,14.05.2003,0
,15.05.2003,1.356215497
,16.05.2003,0.40806484
,17.05.2003,1.980314664
,18.05.2003,0.552087725
,19.05.2003,5.508875339
,20.05.2003,3.360533976
,21.05.2003,0.132020978
,22.05.2003,0.756120145
,23.05.2003,0.888141122
,24.05.2003,1.512240289
,25.05.2003,0.564089632
,26.05.2003,0.180028606
,27.05.2003,2.004318478
,28.05.2003,0.468074375
,29.05.2003,1.800286058
,30.05.2003,1.596253638
,31.05.2003,0.444070561
,01.06.2003,1.380219311
,02.06.2003,0.372059119
,03.06.2003,0.624099167
,04.06.2003,0.372059119
,05.06.2003,0.420066747
,06.06.2003,0.228036234
,07.06.2003,2.508398575
,08.06.2003,0.52808391
,09.06.2003,1.34421359
,10.06.2003,0.864137308
,11.06.2003,1.212192613
,12.06.2003,0.300047676
,13.06.2003,0.20403242
,14.06.2003,0.288045769
,15.06.2003,0.720114423
,16.06.2003,1.164184984
,17.06.2003,1.0201621
,18.06.2003,1.668265081
,19.06.2003,2.304366155
,20.06.2003,0.61209726
,21.06.2003,0.396062933
,22.06.2003,0.828131587
,23.06.2003,1.272202148
,24.06.2003,5.100810499
,25.06.2003,0.864137308
,26.06.2003,0.216034327
,27.06.2003,0.144022885
,28.06.2003,2.028322292
,29.06.2003,1.188188799
,30.06.2003,0.984156379
,01.07.2003,0.120019071
,02.07.2003,0.660104888
,03.07.2003,0.240038141
,04.07.2003,1.464232661
,05.07.2003,0.432068654
,06.07.2003,0.156024792
,07.07.2003,1.416225033
,08.07.2003,0.276043862
,09.07.2003,1.500238382
,10.07.2003,0.048007628
,11.07.2003,1.536244103
,12.07.2003,0.984156379
,13.07.2003,0.720114423
,14.07.2003,0.888141122
,15.07.2003,0.624099167
,16.07.2003,0.540085818
,17.07.2003,0.360057212
,18.07.2003,2.076329921
,19.07.2003,0.52808391
,20.07.2003,0.564089632
,21.07.2003,0.888141122
,22.07.2003,0.660104888
,23.07.2003,1.212192613
,24.07.2003,0.348055305
,25.07.2003,0.876139215
,26.07.2003,1.212192613
,27.07.2003,1.488236475
,28.07.2003,1.188188799
,29.07.2003,0.684108702
,30.07.2003,1.188188799
,31.07.2003,0.156024792
,01.08.2003,0.576091539
,02.08.2003,0.900143029
,03.08.2003,0.252040048
,04.08.2003,2.796444344
,05.08.2003,1.284204055
,06.08.2003,1.260200241
,07.08.2003,0.456072468
,08.08.2003,0.73211633
,09.08.2003,0.960152564
,10.08.2003,1.152183077
,11.08.2003,2.808446251
,12.08.2003,2.892459601
,13.08.2003,2.328369969
,14.08.2003,1.34421359
,15.08.2003,1.896301315
,16.08.2003,0.792125866
,17.08.2003,1.608255546
,18.08.2003,0.456072468
,19.08.2003,0.324051491
,20.08.2003,0.288045769
,21.08.2003,1.22419452
,22.08.2003,1.152183077
,23.08.2003,0.648102981
,24.08.2003,0.912144936
,25.08.2003,0.684108702
,26.08.2003,0.900143029
,27.08.2003,0.372059119
,28.08.2003,0.552087725
,29.08.2003,3.276520626
,30.08.2003,3.816606444
,31.08.2003,0.588093446
,01.09.2003,0.564089632
,02.09.2003,0.600095353
,03.09.2003,1.284204055
,04.09.2003,0.216034327
,05.09.2003,0.480076282
,06.09.2003,0.20403242
,07.09.2003,0.468074375
,08.09.2003,1.176186891
,09.09.2003,1.284204055
,10.09.2003,3.060486299
,11.09.2003,0.468074375
,12.09.2003,2.16034327
,13.09.2003,0.516082003
,14.09.2003,1.164184984
,15.09.2003,0.312049583
,16.09.2003,0.93614875
,17.09.2003,6.288999297
,18.09.2003,0.552087725
,19.09.2003,0.444070561
,20.09.2003,2.304366155
,21.09.2003,0.624099167
,22.09.2003,0.81612968
,23.09.2003,0.636101074
,24.09.2003,1.236196427
,25.09.2003,0.444070561
,26.09.2003,3.09649202
,27.09.2003,0.096015256
,28.09.2003,0.288045769
,29.09.2003,2.664423366
,30.09.2003,1.296205962
,01.10.2003,0.228036234
